number,ORF name,Gene name,rDNA stability,rDNA copy number,Gel(Plate/Row/Colum),Replicative lifespan,Other chromosome abnormality,InputDate
"4108","YKR028W","SAP190","2","2","44-F-7","","","0000-00-00 00:00:00"
"4109","YKR029C","SET3","2","2,3","44-F-8","","","0000-00-00 00:00:00"
"4110","YKR034W","DAL80","2","2","44-F-9","","","0000-00-00 00:00:00"
"4111","YKR036C","CAF4","2","2","44-F-10","","","0000-00-00 00:00:00"
"4112","YKR039W","GAP1","2","2","44-F-11","","","0000-00-00 00:00:00"
"4113","YKR040C","YKR040C","2","2","44-F-12","","","0000-00-00 00:00:00"
"4114","YKR041W","YKR041W","2","2","44-G-1","","","0000-00-00 00:00:00"
"4115","YKR046C","PET10","2","2","44-G-2","","","0000-00-00 00:00:00"
"4116","YKR053C","YSR3","2","2","44-G-3","","","0000-00-00 00:00:00"
"4117","YML035C","AMD1","2","2","44-G-4","","","0000-00-00 00:00:00"
"4118","YAR002C-A","ERP1","2","2","44-G-5","","","0000-00-00 00:00:00"
"4119","YBR083W","TEC1","2","2","44-G-6","","","0000-00-00 00:00:00"
"4120","YBR084C-A","RPL19A","2","2","44-G-7","increased[20],increased[22],increased[40]","","0000-00-00 00:00:00"
"4121","YBR090C","YBR090C","2","2","44-G-8","","","0000-00-00 00:00:00"
"4122","YBR100W","YBR100W","2","2","44-G-9","","","0000-00-00 00:00:00"
"4123","YMR119W","ASI1","2","2","44-G-10","","","0000-00-00 00:00:00"
"4124","YBR125C","PTC4","2","2","44-G-11","","","0000-00-00 00:00:00"
"4125","YBR131W","CCZ1","2","2","44-G-12","","","0000-00-00 00:00:00"
"4126","YBR150C","TBS1","2","2","44-H-1","","","0000-00-00 00:00:00"
"4127","YBR168W","PEX32","2","2","44-H-3","","","0000-00-00 00:00:00"
"4128","YBR169C","SSE2","2","2","44-H-4","","","0000-00-00 00:00:00"
"4129","YBR270C","BIT2 ","3","2,4","44-H-5","","","0000-00-00 00:00:00"
"4130","YBR272C","HSM3","2","2","44-H-6","","","0000-00-00 00:00:00"
"4131","YBR275C","RIF1","3","3","44-H-7","decreased[58]","","0000-00-00 00:00:00"
"4132","YBR276C","PPS1","2","2","44-H-8","","","0000-00-00 00:00:00"
"4133","YBR280C","SAF1","2","2","44-H-9","","","0000-00-00 00:00:00"
"4134","YBR287W","YBR287W","2","2","44-H-10","","","0000-00-00 00:00:00"
"4135","YBR288C","APM3","2","3","44-H-11","","","0000-00-00 00:00:00"
"4136","YBR289W","SNF5","2","2","44-H-12","","","0000-00-00 00:00:00"
"4137","YBR294W","SUL1","2","2","45-A-1","","","0000-00-00 00:00:00"
"4138","YBR301W","PAU24","2","2","45-A-2","","","0000-00-00 00:00:00"
"4139","YCL026C-A","FRM2","2","2","45-A-3","","","0000-00-00 00:00:00"
"4140","YCR028C-A","RIM1","1","2","45-A-4","increased[26],increased[40],increased[45]","","0000-00-00 00:00:00"
"4141","YCR030C","SYP1","2","2","45-A-5","","","0000-00-00 00:00:00"
"4142","YCR032W","BPH1","2","2","45-A-6","","","0000-00-00 00:00:00"
"4143","YCR033W","SNT1","3","2","45-A-7","","","0000-00-00 00:00:00"
"4144","YCR046C","IMG1","2","2","45-A-8","","","0000-00-00 00:00:00"
"4145","YCR047C","BUD23","2","2","45-A-9","","","0000-00-00 00:00:00"
"4146","YCR048W","ARE1","2","2","45-A-10","","","0000-00-00 00:00:00"
"4147","YCR053W","THR4","2","2","45-A-11","","","0000-00-00 00:00:00"
"4148","YCR060W","TAH1","2","2","45-A-12","","","0000-00-00 00:00:00"
"4149","YCR062W","YCR062W","2","2","45-B-1","","","0000-00-00 00:00:00"
"4150","YCR067C","SED4","2","2","45-B-2","","","0000-00-00 00:00:00"
"4151","YCR069W","CPR4","2","2","45-B-3","","","0000-00-00 00:00:00"
"4152","YCR073C","SSK22","2","2","45-B-4","","","0000-00-00 00:00:00"
"4153","YCR075C","ERS1","2","2","45-B-5","","","0000-00-00 00:00:00"
"4154","YCR083W","TRX3","3","3","45-B-6","","","0000-00-00 00:00:00"
"4155","YCR084C","TUP1","N.D.","N.D.","45-B-7","","","0000-00-00 00:00:00"
"4156","YCR088W","ABP1","2","2","45-B-8","increased[26]","","0000-00-00 00:00:00"
"4157","YCR089W","FIG2","2","2","45-B-9","","","0000-00-00 00:00:00"
"4158","YBR191W","RPL21A","2","2","45-B-10","increased[48]","","0000-00-00 00:00:00"
"4159","YCL035C","GRX1","2","2","45-B-11","","","0000-00-00 00:00:00"
"4160","YDR071C","PAA1","3","2","45-B-12","","","0000-00-00 00:00:00"
"4161","YDR074W","TPS2","2","2","45-C-1","","","0000-00-00 00:00:00"
"4162","YER027C","GAL83","2","2","45-C-2","","","0000-00-00 00:00:00"
"4163","YER037W","PHM8","2","2","45-C-3","","","0000-00-00 00:00:00"
"4164","YGR155W","CYS4","2","2","45-C-4","","","0000-00-00 00:00:00"
"4165","YLR192C","HCR1","2","2","45-C-5","","","0000-00-00 00:00:00"
"4166","YLR237W","THI7","2","2","45-C-6","","","0000-00-00 00:00:00"
"4167","YLR246W","ERF2","3","3","45-C-7","","","0000-00-00 00:00:00"
"4168","YLR334C","YLR334C","2","2","45-C-8","","","0000-00-00 00:00:00"
"4169","YLR346C","YLR346C","2","2","45-C-9","","","0000-00-00 00:00:00"
"4170","YLR358C","YLR358C","2","2","45-C-10","","2 Chr. 4","0000-00-00 00:00:00"
"4171","YLR361C","DCR2","2","2","45-C-11","","","0000-00-00 00:00:00"
"4172","YLR370C","ARC18","2","2","45-C-12","","","0000-00-00 00:00:00"
"4173","YLR382C","NAM2","2","2","45-D-1","","","0000-00-00 00:00:00"
"4174","YLR394W","CST9","2","2","45-D-2","","","0000-00-00 00:00:00"
"4175","YLR406C","RPL31B","2","2","45-D-3","normal[22]","","0000-00-00 00:00:00"
"4176","YML022W","APT1","2","2","45-D-4","","","0000-00-00 00:00:00"
"4177","YML027W","YOX1","2","2","45-D-5","","","0000-00-00 00:00:00"
"4178","YML036W","CGI121 ","2","2","45-D-6","","","0000-00-00 00:00:00"
"4179","YML038C","YMD8","2","2","45-D-7","","","0000-00-00 00:00:00"
"4180","YML041C","VPS71","2","2","45-D-8","decreased[39]","","0000-00-00 00:00:00"
"4181","YML042W","CAT2","2","2","45-D-10","","","0000-00-00 00:00:00"
"4182","YML047C","PRM6","3","2","45-D-11","","","0000-00-00 00:00:00"
"4183","YML075C","HMG1","2","2","45-D-12","","","0000-00-00 00:00:00"
"4184","YML076C","WAR1","2","2","45-E-1","","","0000-00-00 00:00:00"
"4185","YML086C","ALO1","2","2","45-E-2","","","0000-00-00 00:00:00"
"4186","YMR048W","CSM3 ","3","2","45-E-3","","","0000-00-00 00:00:00"
"4187","YMR135W-A","YMR135W-A","3","2","45-E-4","","","0000-00-00 00:00:00"
"4188","YMR137C","PSO2","2","2","45-E-5","","","0000-00-00 00:00:00"
"4189","YMR138W","CIN4","2","2","45-E-6","","","0000-00-00 00:00:00"
"4190","YMR139W","RIM11 ","3","2","45-E-7","","","0000-00-00 00:00:00"
"4191","YMR160W","YMR160W","2","2","45-E-8","","","0000-00-00 00:00:00"
"4192","YMR173W","DDR48","2","2","45-E-9","","","0000-00-00 00:00:00"
"4193","YMR198W","CIK1","3","2","45-E-10","","","0000-00-00 00:00:00"
"4194","YOR298C-A","MBF1","2","2","45-E-11","","","0000-00-00 00:00:00"
"4195","YOR364W","YOR364W","2","2","45-E-12","","","0000-00-00 00:00:00"
"4196","YPL183C","RTT10","2","2","45-F-1","","","0000-00-00 00:00:00"
"4197","YPL183W-A","RTC6","2","2","45-F-2","","","0000-00-00 00:00:00"
"4198","YPL189W","GUP2","2","2","45-F-3","","","0000-00-00 00:00:00"
"4199","YPL224C","MMT2","2","2","45-F-4","","","0000-00-00 00:00:00"
"4200","YGR295C","COS6","2","2","45-F-5","","","0000-00-00 00:00:00"
"4201","YHR132W-A","IGO2","2","3","45-F-6","","","0000-00-00 00:00:00"
"4202","YIL030C","SSM4","2","2","45-F-7","","","0000-00-00 00:00:00"
"4203","YIL058W","YIL058W","2","2","45-F-8","","","0000-00-00 00:00:00"
"4204","YIL092W","YIL092W","2","2","45-F-9","","","0000-00-00 00:00:00"
"4205","YIR023W","DAL81","2","2","45-F-10","","","0000-00-00 00:00:00"
"4206","YIR030C","DCG1","2","2","45-F-11","","","0000-00-00 00:00:00"
"4207","YIR032C","DAL3","3","2","45-F-12","","","0000-00-00 00:00:00"
"4208","YIR043C","YIR043C","2","2","45-G-1","","","0000-00-00 00:00:00"
"4209","YIR044C","YIR044C","2","2","45-G-2","","","0000-00-00 00:00:00"
"4210","YJR003C","YJR003C","2","2","45-G-3","","","0000-00-00 00:00:00"
"4211","YJR055W","HIT1","2","2","45-G-4","","","0000-00-00 00:00:00"
"4212","YKL053C-A","MDM35","2","2","45-G-5","","","0000-00-00 00:00:00"
"4213","YKR106W","GEX2","2","2","45-G-6","","","0000-00-00 00:00:00"
"4214","YMR191W","SPG5","2","2","45-G-7","","","0000-00-00 00:00:00"
"4215","YMR322C","SNO4","2","2","45-G-8","","","0000-00-00 00:00:00"
"4216","YNL138W","SRV2","2","1,2","45-G-9","","","0000-00-00 00:00:00"
"4217","YNL140C","YNL140C","2","2","45-G-10","","","0000-00-00 00:00:00"
"4218","YNL142W","MEP2","2","2","45-G-11","","","0000-00-00 00:00:00"
"4219","YNL315C","ATP11","3","2","45-G-12","","","0000-00-00 00:00:00"
"4220","YOL151W","GRE2","2","2","45-H-1","","","0000-00-00 00:00:00"
"4221","YOL152W","FRE7","3","4","45-H-3","","","0000-00-00 00:00:00"
"4222","YOL155C","HPF1","2","2","45-H-4","","","0000-00-00 00:00:00"
"4223","YOR265W","RBL2","2","2","45-H-5","","","0000-00-00 00:00:00"
"4224","YOR266W","PNT1","2","2","45-H-6","","","0000-00-00 00:00:00"
"4225","YOR267C","HRK1","2","2","45-H-7","","","0000-00-00 00:00:00"
"4226","YOR268C","YOR268C","2","2","45-H-8","","","0000-00-00 00:00:00"
"4227","YOR269W","PAC1","2","2","45-H-9","","","0000-00-00 00:00:00"
"4228","YOR270C","VPH1","2","2","45-H-10","","","0000-00-00 00:00:00"
"4229","YOR271C","FSF1","2","2","45-H-11","","","0000-00-00 00:00:00"
"4230","YOR273C","TPO4","2","2","45-H-12","","","0000-00-00 00:00:00"
"4231","YOR274W","MOD5","2","2","46-A-1","","","0000-00-00 00:00:00"
"4232","YOR275C","RIM20","2","2","46-A-2","","","0000-00-00 00:00:00"
"4233","YOR276W","CAF20","2","2","46-A-3","","","0000-00-00 00:00:00"
"4234","YOR298C-A","MBF1","2","2","46-A-4","","","0000-00-00 00:00:00"
"4235","YOR302W","YOR302W","2","2","46-A-5","","","0000-00-00 00:00:00"
"4236","YOR303W","CPA1","2","2","46-A-6","","","0000-00-00 00:00:00"
"4237","YPL004C","LSP1","2","2","46-A-7","","","0000-00-00 00:00:00"
"4238","YPL017C","IRC15","2","2","46-A-8","","","0000-00-00 00:00:00"
"4239","YPL027W","SMA1","2","2","46-A-9","","","0000-00-00 00:00:00"
"4240","YPL034W","YPL034W","2","2","46-A-10","","","0000-00-00 00:00:00"
"4241","YPL036W","PMA2","2","2","46-A-11","","","0000-00-00 00:00:00"
"4242","YPL078C","ATP4","2","2","46-A-12","","","0000-00-00 00:00:00"
"4243","YPL137C","GIP3","2","2","46-B-1","","","0000-00-00 00:00:00"
"4244","YHR005C","GPA1","3","2","46-B-2","","","0000-00-00 00:00:00"
"4245","YNL096C","RPS7B","2","2","46-B-3","","","0000-00-00 00:00:00"
"4246","YOR179C","SYC1","2","2","46-B-4","","","0000-00-00 00:00:00"
"4247","YOR180C","DCI1","2","2","46-B-5","","","0000-00-00 00:00:00"
"4248","YDL115C","IWR1","2","2","46-B-6","","","0000-00-00 00:00:00"
"4249","YFL013W-A","YFL013W-A","2","2","46-B-7","","","0000-00-00 00:00:00"
"4250","YFL014W","HSP12","2","2","46-B-8","decreased[59]","","0000-00-00 00:00:00"
"4251","YFL019C","YFL019C","2","2","46-B-9","","","0000-00-00 00:00:00"
"4252","YFL042C","YFL042C","2","2","46-B-10","","","0000-00-00 00:00:00"
"4253","YFR019W","FAB1","2","2","46-B-11","","","0000-00-00 00:00:00"
"4254","YFR024C","YFR024C","2","2","46-B-12","","","0000-00-00 00:00:00"
"4255","YFR025C","HIS2","2","2","46-C-1","","","0000-00-00 00:00:00"
"4256","YFR030W","MET10","2","2","46-C-2","","","0000-00-00 00:00:00"
"4257","YHR146W","CRP1","2","2","46-C-3","","","0000-00-00 00:00:00"
"4258","YHR171W","ATG7","2","2","46-C-4","","","0000-00-00 00:00:00"
"4259","YJL042W","MHP1","2","2","46-C-5","","","0000-00-00 00:00:00"
"4260","YJL070C","YJL070C","2","2","46-C-6","","","0000-00-00 00:00:00"
"4261","YJL078C","PRY3","2","2","46-C-7","","","0000-00-00 00:00:00"
"4262","YJL094C","KHA1","2","2","46-C-8","","","0000-00-00 00:00:00"
"4263","YJL101C","GSH1","2","2","46-C-9","","","0000-00-00 00:00:00"
"4264","YJL105W","SET4","3","2","46-C-10","","","0000-00-00 00:00:00"
"4265","YJL128C","PBS2","2","2","46-C-11","","","0000-00-00 00:00:00"
"4266","YLR455W","YLR455W","2","2","46-C-12","","","0000-00-00 00:00:00"
"4267","YKR094C","RPL40B","2","2","46-D-1","","","0000-00-00 00:00:00"
"4268","YKR095W","MLP1","2","2","46-D-2","","","0000-00-00 00:00:00"
"4269","YKR096W","YKR096W","2","2","46-D-3","","","0000-00-00 00:00:00"
"4270","YKR102W","FLO10","2","2","46-D-4","","","0000-00-00 00:00:00"
"4271","YLR110C","CCW12","3","2","46-D-5","","","0000-00-00 00:00:00"
"4272","YLR390W-A","CCW14","2","2,2","46-D-6","","","0000-00-00 00:00:00"
"4273","YLR439W","MRPL4","2","2","46-D-7","","","0000-00-00 00:00:00"
"4274","YLR442C","SIR3","2","2","46-D-8","decreased[2],decreased[58]","","0000-00-00 00:00:00"
"4275","YNL268W","LYP1","2","2","46-D-9","","","0000-00-00 00:00:00"
"4276","YML066C","SMA2","2","2","46-D-11","","","0000-00-00 00:00:00"
"4277","YML115C","VAN1","2","2","46-D-12","","","0000-00-00 00:00:00"
"4278","YMR037C","MSN2","2","2","46-E-1","","","0000-00-00 00:00:00"
"4279","YMR104C","YPK2","2","2","46-E-2","","","0000-00-00 00:00:00"
"4280","YNL109W","YNL109W","1","2","46-E-3","","","0000-00-00 00:00:00"
"4281","YNR052C","POP2","3","4","46-E-4","","","0000-00-00 00:00:00"
"4282","YNR055C","HOL1","2","2","46-E-5","","","0000-00-00 00:00:00"
"4283","YNR069C","BSC5","2","2","46-E-6","","","0000-00-00 00:00:00"
"4284","YNL111C","CYB5","2","2","46-E-7","","","0000-00-00 00:00:00"
"4285","YOL147C","PEX11","2","2","46-E-8","","","0000-00-00 00:00:00"
"4286","YPR007C","REC8","2","2","46-E-9","","","0000-00-00 00:00:00"
"4287","YPR008W","HAA1","2","2","46-E-10","","","0000-00-00 00:00:00"
"4288","YPR013C","YPR013C","2","2","46-E-11","","","0000-00-00 00:00:00"
"4289","YPR022C","YPR022C","2","2","46-E-12","","","0000-00-00 00:00:00"
"4290","YPR023C","EAF3","1","2","46-F-1","","","0000-00-00 00:00:00"
"4291","YPR024W","YME1","2","2,2","46-F-2","","","0000-00-00 00:00:00"
"4292","YPR026W","ATH1","2","2","46-F-3","","","0000-00-00 00:00:00"
"4293","YPR031W","NTO1","2","2","46-F-4","","","0000-00-00 00:00:00"
"4294","YPR037C","ERV2","2","2","46-F-5","","","0000-00-00 00:00:00"
"4295","YPR043W","RPL43A","2","2","46-F-6","","","0000-00-00 00:00:00"
"4296","YPR050C","YPR050C","2","2","46-F-7","","","0000-00-00 00:00:00"
"4297","YPR064W","YPR064W","2","2","46-F-8","","","0000-00-00 00:00:00"
"4298","YPR078C","YPR078C","2","2","46-F-9","","","0000-00-00 00:00:00"
"4299","YBR081C","SPT7","2","2","46-F-10","","","0000-00-00 00:00:00"
"4300","YBR082C","UBC4","3","2,2,3","46-F-11","","","0000-00-00 00:00:00"
"4301","YBR084W","MIS1","2","2","46-F-12","","","0000-00-00 00:00:00"
"4302","YBR085W","AAC3","2","2","46-G-1","","","0000-00-00 00:00:00"
"4303","YBR090C-A","NHP6B","2","2","46-G-2","","","0000-00-00 00:00:00"
"4304","YBR092C","PHO3","3","2","46-G-3","","","0000-00-00 00:00:00"
"4305","YBR093C","PHO5","2","2","46-G-4","","","0000-00-00 00:00:00"
"4306","YBR094W","PBY1","2","2","46-G-5","","","0000-00-00 00:00:00"
"4307","YBR095C","RXT2","2","2","46-G-6","","","0000-00-00 00:00:00"
"4308","YBR098W","MMS4","2","2","46-G-7","","","0000-00-00 00:00:00"
"4309","YBR099C","YBR099C","2","2","46-G-8","","","0000-00-00 00:00:00"
"4310","YBR100W","YBR100W","2","2","46-G-9","","","0000-00-00 00:00:00"
"4311","YBR103W","SIF2","3","2","46-G-10","","","0000-00-00 00:00:00"
"4312","YBR104W","YMC2","2","2","46-G-11","","","0000-00-00 00:00:00"
"4313","YBR105C","VID24","2","2","46-G-12","","","0000-00-00 00:00:00"
"4314","YBR106W","PHO88","2","2","46-H-1","","","0000-00-00 00:00:00"
"4315","YBR107C","IML3","2","2","46-H-3","","","0000-00-00 00:00:00"
"4316","YBR108W","AIM3","2","2","46-H-4","","","0000-00-00 00:00:00"
"4317","YBR111C","YSA1","2","2","46-H-5","","","0000-00-00 00:00:00"
"4318","YBR113W","YBR113W","2","2","46-H-6","","","0000-00-00 00:00:00"
"4319","YBR114W","RAD16","2","2,2","46-H-7","","","0000-00-00 00:00:00"
"4320","YBR115C","LYS2","2","2","46-H-8","","","0000-00-00 00:00:00"
"4321","YBR116C","YBR116C","2","2","46-H-9","","","0000-00-00 00:00:00"
"4322","YBR119W","MUD1","2","2","46-H-10","","","0000-00-00 00:00:00"
"4323","YBR120C","CBP6","2","2","46-H-11","increased[42]","","0000-00-00 00:00:00"
"4324","YBR121C","GRS1","2","2","46-H-12","","","0000-00-00 00:00:00"
"4325","YBR126C","TPS1","2","2","47-A-1","","","0000-00-00 00:00:00"
"4326","YBR127C","VMA2","2","2","47-A-2","decreased[51],decreased[59]","","0000-00-00 00:00:00"
"4327","YBR128C","ATG14","2","2","47-A-3","","","0000-00-00 00:00:00"
"4328","YBR129C","OPY1","2","2","47-A-4","","","0000-00-00 00:00:00"
"4329","YBR130C","SHE3","2","2,2","47-A-5","","","0000-00-00 00:00:00"
"4330","YBR132C","AGP2","2","2","47-A-6","","","0000-00-00 00:00:00"
"4331","YBR133C","HSL7","3","2,4","47-A-7","","","0000-00-00 00:00:00"
"4332","YBR134W","YBR134W","2","2","47-A-8","","","0000-00-00 00:00:00"
"4333","YBR137W","YBR137W","2","2","47-A-9","","","0000-00-00 00:00:00"
"4334","YBR138C","YBR138C","2","2","47-A-10","","","0000-00-00 00:00:00"
"4335","YBR139W","YBR139W","2","2","47-A-11","","","0000-00-00 00:00:00"
"4336","YBR141C","YBR141C","2","2","47-A-12","","","0000-00-00 00:00:00"
"4337","YBR144C","YBR144C","2","2","47-B-1","","","0000-00-00 00:00:00"
"4338","YBR145W","ADH5","2","2","47-B-2","","","0000-00-00 00:00:00"
"4339","YBR146W","MRPS9","3","3","47-B-3","","","0000-00-00 00:00:00"
"4340","YBR147W","RTC2","2","2","47-B-4","","","0000-00-00 00:00:00"
"4341","YBR148W","YSW1","2","2","47-B-5","","","0000-00-00 00:00:00"
"4342","YBR149W","ARA1","2","2","47-B-6","","","0000-00-00 00:00:00"
"4343","YBR151W","APD1","2","2","47-B-7","","","0000-00-00 00:00:00"
"4344","YBR156C","SLI15","2","2","47-B-8","","","0000-00-00 00:00:00"
"4345","YBR157C","ICS2","2","2","47-B-9","","","0000-00-00 00:00:00"
"4346","YBR158W","AMN1","2","2","47-B-10","","","0000-00-00 00:00:00"
"4347","YBR159W","IFA38","2","2","47-B-11","","","0000-00-00 00:00:00"
"4348","YBR161W","CSH1","2","2","47-B-12","","","0000-00-00 00:00:00"
"4349","YBR162C","TOS1","2","2","47-C-1","","","0000-00-00 00:00:00"
"4350","YBR162W-A","YSY6","2","2","47-C-2","","","0000-00-00 00:00:00"
"4351","YBR163W","EXO5","2","2","47-C-3","","","0000-00-00 00:00:00"
"4352","YBR164C","ARL1","2","2","47-C-4","","","0000-00-00 00:00:00"
"4353","YBR165W","UBS1","2","2","47-C-5","","","0000-00-00 00:00:00"
"4354","YBR166C","TYR1","2","2","47-C-6","","","0000-00-00 00:00:00"
"4355","YBR170C","NPL4","2","2","47-C-7","","","0000-00-00 00:00:00"
"4356","YBR171W","SEC66","2","2","47-C-8","","","0000-00-00 00:00:00"
"4357","YBR172C","SMY2","2","2,2","47-C-9","","","0000-00-00 00:00:00"
"4358","YDL001W","RMD1","2","2","47-C-10","","","0000-00-00 00:00:00"
"4359","YDL002C","NHP10","3","2","47-C-11","","","0000-00-00 00:00:00"
"4360","YDL006W","PTC1","2","2","47-C-12","","2 Chr. 4.
Size of Chr. 4 is smaller than other strains","0000-00-00 00:00:00"
"4361","YDL009C","YDL009C","2","2","47-D-1","","","0000-00-00 00:00:00"
"4362","YDL010W","GRX6","2","2","47-D-2","","","0000-00-00 00:00:00"
"4363","YDL011C","YDL011C","2","2","47-D-3","","","0000-00-00 00:00:00"
"4364","YDL012C","YDL012C","2","2","47-D-4","","","0000-00-00 00:00:00"
"4365","YDL013W","SLX5","3","2","47-D-5","","","0000-00-00 00:00:00"
"4366","YDL018C","ERP3","2","2","47-D-6","","","0000-00-00 00:00:00"
"4367","YDL019C","OSH2","2","2","47-D-7","","","0000-00-00 00:00:00"
"4368","YDL020C","RPN4 ","3","2","47-D-8","decreased[46]","","0000-00-00 00:00:00"
"4369","YDL021W","GPM2","2","2","47-D-9","","","0000-00-00 00:00:00"
"4370","YDL022W","GPD1","2","2","47-D-10","","","0000-00-00 00:00:00"
"4371","YDL023C","YDL023C","2","2","47-D-12","","","0000-00-00 00:00:00"
"4372","YDL024C","DIA3","2","2","47-E-1","","","0000-00-00 00:00:00"
"4373","YDL025C","RTK1","2","2","47-E-2","","","0000-00-00 00:00:00"
"4374","YDL026W","YDL026W","2","2","47-E-3","","","0000-00-00 00:00:00"
"4375","YDL027C","YDL027C","2","2","47-E-4","","","0000-00-00 00:00:00"
"4376","YDL032W","YDL032W","2","2","47-E-5","","","0000-00-00 00:00:00"
"4377","YDL033C","SLM3","2","2","47-E-6","","","0000-00-00 00:00:00"
"4378","YDL034W","YDL034W","2","2","47-E-7","","","0000-00-00 00:00:00"
"4379","YDL035C","GPR1","2","2","47-E-8","increased[5],increased[40]","","0000-00-00 00:00:00"
"4380","YDL036C","PUS9","2","2","47-E-9","","","0000-00-00 00:00:00"
"4381","YDL037C","BSC1","2","2,2","47-E-10","","","0000-00-00 00:00:00"
"4382","YDL038C","YDL038C","2","2","47-E-11","","","0000-00-00 00:00:00"
"4383","YDL039C","PRM7","2","2","47-E-12","","","0000-00-00 00:00:00"
"4384","YDL041W","YDL041W","4","-","47-F-1","","","0000-00-00 00:00:00"
"4385","YDL042C","SIR2","4","-","47-F-2","decreased[2],increased[29]decreased[38]","","0000-00-00 00:00:00"
"4386","YDL044C","MTF2","2","2","47-F-3","","","0000-00-00 00:00:00"
"4387","YDL045W-A","MRP10","2","2","47-F-4","","","0000-00-00 00:00:00"
"4388","YDL046W","NPC2","2","2","47-F-5","","","0000-00-00 00:00:00"
"4389","YDL048C","STP4","2","2","47-F-6","","","0000-00-00 00:00:00"
"4390","YDL049C","KNH1","2","2","47-F-7","","","0000-00-00 00:00:00"
"4391","YDL050C","YDL050C","3","2","47-F-8","","","0000-00-00 00:00:00"
"4392","YDL051W","LHP1","2","2","47-F-9","","","0000-00-00 00:00:00"
"4393","YDL052C","SLC1","2","2","47-F-10","","","0000-00-00 00:00:00"
"4394","YDL053C","PBP4","2","2,2","47-F-11","","","0000-00-00 00:00:00"
"4395","YDL054C","MCH1","2","2","47-F-12","","","0000-00-00 00:00:00"
"4396","YDL056W","MBP1","2","2","47-G-1","","","0000-00-00 00:00:00"
"4397","YDL057W","YDL057W","2","2","47-G-2","","","0000-00-00 00:00:00"
"4398","YDL059C","RAD59","2","2","47-G-3","","","0000-00-00 00:00:00"
"4399","YDL061C","RPS29B","3","2","47-G-4","","","0000-00-00 00:00:00"
"4400","YDL062W","YDL062W","2","2","47-G-5","","","0000-00-00 00:00:00"
"4401","YDL063C","YDL063C","2","2","47-G-6","","","0000-00-00 00:00:00"
"4402","YDL065C","PEX19","2","2","47-G-7","","","0000-00-00 00:00:00"
"4403","YDL066W","IDP1","2","2","47-G-8","","","0000-00-00 00:00:00"
"4404","YDL068W","YDL068W","2","2","47-G-9","","","0000-00-00 00:00:00"
"4405","YDL069C","CBS1","2","2","47-G-10","increased[42]","","0000-00-00 00:00:00"
"4406","YDL070W","BDF2","2","2","47-G-11","","","0000-00-00 00:00:00"
"4407","YDL071C","YDL071C","3","3","47-G-12","","","0000-00-00 00:00:00"
"4408","YDL073W","YDL073W","3","2,2","47-H-1","","","0000-00-00 00:00:00"
"4409","YDL076C","RXT3","2","2","47-H-3","","","0000-00-00 00:00:00"
"4410","YDL077C","VAM6","2","2","47-H-4","","","0000-00-00 00:00:00"
"4411","YDL078C","MDH3","2","2","47-H-5","","","0000-00-00 00:00:00"
"4412","YDL079C","MRK1","2","2","47-H-6","","","0000-00-00 00:00:00"
"4413","YDL080C","THI3","2","2","47-H-7","","","0000-00-00 00:00:00"
"4414","YDL081C","RPP1A","2","3","47-H-8","increased[48]","2 Chr. 4","0000-00-00 00:00:00"
"4415","YDL082W","RPL13A","2","2","47-H-9","increased[22],increased[40],increased[45]","","0000-00-00 00:00:00"
"4416","YDL083C","RPS16B","2","2","47-H-10","","","0000-00-00 00:00:00"
"4417","YDL085W","NDE2","2","2","47-H-11","","","0000-00-00 00:00:00"
"4418","YDL086W","YDL086W","3","2","47-H-12","","","0000-00-00 00:00:00"
"4419","YDL088C","ASM4","3","2","48-A-1","","","0000-00-00 00:00:00"
"4420","YDL089W","NUR1","2","3","48-A-2","","","0000-00-00 00:00:00"
"4421","YDL090C","RAM1","3","2","48-A-3","","2 Chr. 4","0000-00-00 00:00:00"
"4422","YDL091C","UBX3","2","2","48-A-4","","","0000-00-00 00:00:00"
"4423","YDL093W","PMT5","2","2","48-A-5","","","0000-00-00 00:00:00"
"4424","YDL094C","YDL094C","2","2","48-A-6","","","0000-00-00 00:00:00"
"4425","YDL095W","PMT1","2","2","48-A-7","","","0000-00-00 00:00:00"
"4426","YDR438W","THI74","2","2","48-A-8","","","0000-00-00 00:00:00"
"4427","YDR439W","LRS4","2","2","48-A-9","","","0000-00-00 00:00:00"
"4428","YDR440W","DOT1","N.D.","N.D.","48-A-10","","","0000-00-00 00:00:00"
"4429","YDR441C","APT2","3","2","48-A-11","","","0000-00-00 00:00:00"
"4430","YDR442W","YDR442W","2","1,2","48-A-12","","","0000-00-00 00:00:00"
"4431","YDR443C","SSN2","3","2","48-B-1","","","0000-00-00 00:00:00"
"4432","YDR446W","ECM11","2","2","48-B-2","","","0000-00-00 00:00:00"
"4433","YDR447C","RPS17B","2","2","48-B-3","","","0000-00-00 00:00:00"
"4434","YDR448W","ADA2","2","2","48-B-4","","","0000-00-00 00:00:00"
"4435","YDR450W","RPS18A","2","2","48-B-5","","","0000-00-00 00:00:00"
"4436","YDR451C","YHP1","2","2","48-B-6","","","0000-00-00 00:00:00"
"4437","YDR452W","PPN1","2","2","48-B-7","","","0000-00-00 00:00:00"
"4438","YDR453C","TSA2","2","2","48-B-8","","","0000-00-00 00:00:00"
