number,ORF name,Gene name,rDNA stability,rDNA copy number,Gel(Plate/Row/Colum),Replicative lifespan,Other chromosome abnormality,InputDate
"1","YAL068C","PAU8","2","4","1-A-2","","","0000-00-00 00:00:00"
"2","YAL067C","SEO1","2","2","1-A-3","","","0000-00-00 00:00:00"
"3","YAL066W","YAL066W","2","2","1-A-4","","","0000-00-00 00:00:00"
"4","YAL065C","YAL065C","2","2","1-A-5","","","0000-00-00 00:00:00"
"5","YAL062W","GDH3","2","2","1-A-6","","","0000-00-00 00:00:00"
"6","YAL061W","BDH2","2","2","1-A-7","","","0000-00-00 00:00:00"
"7","YAL060W","BDH1","2","2","1-A-8","","","0000-00-00 00:00:00"
"8","YAL059W","ECM1 ","2","2","1-A-9","","","0000-00-00 00:00:00"
"9","YAL058W","CNE1","2","2","1-A-10","","","0000-00-00 00:00:00"
"10","YAL056W","GPB2","2","2","1-A-11","","","0000-00-00 00:00:00"
"11","YAL055W","PEX22","3","2","1-A-12","","","0000-00-00 00:00:00"
"12","YAL053W","FLC2","3","2","1-B-1","","","0000-00-00 00:00:00"
"13","YAL051W","OAF1","2","2","1-B-2","","","0000-00-00 00:00:00"
"14","YAL049C","AIM2","2","2","1-B-3","","","0000-00-00 00:00:00"
"15","YAL048C","GEM1","2","2","1-B-4","","","0000-00-00 00:00:00"
"16","YAL046C","AIM1","2","2","1-B-5","","","0000-00-00 00:00:00"
"17","YAL045C","YAL045C","2","2","1-B-6","","","0000-00-00 00:00:00"
"18","YAL044C","GCV3","2","2","1-B-7","","","0000-00-00 00:00:00"
"19","YAL042W","ERV46","2","2","1-B-8","","","0000-00-00 00:00:00"
"20","YAL043C-a","YAL042C-A","3","2","1-B-9","","","0000-00-00 00:00:00"
"21","YAL040C","CLN3","2","2","1-B-10","","","0000-00-00 00:00:00"
"22","YAL039C","CYC3","2","2","1-B-11","","","0000-00-00 00:00:00"
"23","YAL037W","YAL037W","2","2","1-B-12","","","0000-00-00 00:00:00"
"24","YAL036C","RBG1","2","2","1-C-1","","","0000-00-00 00:00:00"
"25","YAL035W","FUN12","2","2","1-C-2","","","0000-00-00 00:00:00"
"26","YAL034C","FUN19","2","2","1-C-3","","","0000-00-00 00:00:00"
"27","YAL031C","GIP4","2","2","1-C-4","","","0000-00-00 00:00:00"
"28","YAL030W","SNC1","2","2","1-C-5","","","0000-00-00 00:00:00"
"29","YAL029C","MYO4","2","2","1-C-6","","","0000-00-00 00:00:00"
"30","YAL028W","FRT2","2","2","1-C-7","","","0000-00-00 00:00:00"
"31","YAL027W","SAW1","1","2","1-C-8","","","0000-00-00 00:00:00"
"32","YAL026C","DRS2","2","2","1-C-9","","","0000-00-00 00:00:00"
"33","YAL023C","PMT2","2","2","1-C-10","","","0000-00-00 00:00:00"
"34","YAL022C","FUN26","2","2","1-C-11","","","0000-00-00 00:00:00"
"35","YAL021C","CCR4","2","2","1-C-12","","","0000-00-00 00:00:00"
"36","YAL020C","ATS1","2","2","1-D-1","","","0000-00-00 00:00:00"
"37","YAL019W","FUN30","3","2","1-D-2","","","0000-00-00 00:00:00"
"38","YAL018C","YAL018C","3","2","1-D-3","","","0000-00-00 00:00:00"
"39","YAL017W","PSK1","2","2","1-D-4","","","0000-00-00 00:00:00"
"40","YAL015C","NTG1","2","2","1-D-5","","","0000-00-00 00:00:00"
"41","YAL014C","SYN8","2","2","1-D-6","","","0000-00-00 00:00:00"
"42","YAL013W","DEP1","2","2","1-D-7","","","0000-00-00 00:00:00"
"43","YAL011W","SWC3","2","2","1-D-8","","","0000-00-00 00:00:00"
"44","YAL010C","MDM10","2","2","1-D-9","","","0000-00-00 00:00:00"
"45","YAL009W","SPO7","2","2","1-D-10","","","0000-00-00 00:00:00"
"46","YAL008W","FUN14","2","2","1-D-11","","","0000-00-00 00:00:00"
"47","YAL007C","ERP2","3","2","1-D-12","","2 Chr. 4","0000-00-00 00:00:00"
"48","YAL004W","YAL004W","2","2","1-E-1","","","0000-00-00 00:00:00"
"49","YAL005C","SSA1","2","2","1-E-2","","","0000-00-00 00:00:00"
"50","YAL002W","VPS8","2","2","1-E-3","","","0000-00-00 00:00:00"
"51","YAR002W","NUP60","2","2","1-E-4","","","0000-00-00 00:00:00"
"52","YAR003W","SWD1","3","2","1-E-5","","","0000-00-00 00:00:00"
"53","YAR014C","BUD14","2","2","1-E-6","","","0000-00-00 00:00:00"
"54","YAR015W","ADE1","2","2","1-E-7","","","0000-00-00 00:00:00"
"55","YAR018C","KIN3","2","2","1-E-8","","","0000-00-00 00:00:00"
"56","YAR020C","PAU7","2","2","1-E-9","","","0000-00-00 00:00:00"
"57","YAR023C","YAR023C","2","2","1-E-10","","","0000-00-00 00:00:00"
"58","YAR027W","UIP3","2","2","1-E-11","","","0000-00-00 00:00:00"
"59","YAR028W","YAR028W","2","2","1-E-12","","","0000-00-00 00:00:00"
"60","YAR029W","YAR029W","2","2","1-F-1","","","0000-00-00 00:00:00"
"61","YAR031W","PRM9","2","2","1-F-2","","","0000-00-00 00:00:00"
"62","YAR030C","YAR030C","2","2","1-F-3","","","0000-00-00 00:00:00"
"63","YAR035W","YAT1","2","2","1-F-4","","","0000-00-00 00:00:00"
"64","YAR037W","not found","2","2","1-F-5","","","0000-00-00 00:00:00"
"65","YAR040C","not found","2","2","1-F-6","","","0000-00-00 00:00:00"
"66","YAR042W","SWH1","3","2","1-F-7","","","0000-00-00 00:00:00"
"67","YAR043C","YAR043C","2","2","1-F-8","","","0000-00-00 00:00:00"
"68","YAR044W","YAR044W","2","2","1-F-9","","","0000-00-00 00:00:00"
"69","YAR047C","YAR047C","2","2","1-F-10","","","0000-00-00 00:00:00"
"70","YLL001W","DNM1","2","2","1-F-11","","","0000-00-00 00:00:00"
"71","YLL002W","RTT109","3","4","1-F-12","","","0000-00-00 00:00:00"
"72","YLL005C","SPO75","2","2","1-G-1","","","0000-00-00 00:00:00"
"73","YLL006W","MMM1","2","2","1-G-2","","","0000-00-00 00:00:00"
"74","YLL009C","COX17","3","2","1-G-3","","","0000-00-00 00:00:00"
"75","YLL010C","PSR1","2","2","1-G-4","","","0000-00-00 00:00:00"
"76","YLL012W","YEH1","2","2","1-G-5","","","0000-00-00 00:00:00"
"77","YLL013C","PUF3","2","3","1-G-6","","","0000-00-00 00:00:00"
"78","YLL014W","EMC6","2","2","1-G-7","","","0000-00-00 00:00:00"
"79","YLL015W","BPT1","2","2","1-G-8","","","0000-00-00 00:00:00"
"80","YLL016W","SDC25","2","2","1-G-9","","","0000-00-00 00:00:00"
"81","YLL017W","YLL017W","2","2","1-G-10","","","0000-00-00 00:00:00"
"82","YLL019C","KNS1","2","2","1-G-11","","","0000-00-00 00:00:00"
"83","YLL020C","YLL020C","2","2","1-G-12","","","0000-00-00 00:00:00"
"84","YLL021W","SPA2","2","2","1-H-1","","","0000-00-00 00:00:00"
"85","YLL023C","POM33","2","2","1-H-3","","","0000-00-00 00:00:00"
"86","YLL024C","SSA2","2","2","1-H-4","","","0000-00-00 00:00:00"
"87","YLL025W","PAU17","2","2","1-H-5","","","0000-00-00 00:00:00"
"88","YLL026W","HSP104","2","2","1-H-6","","","0000-00-00 00:00:00"
"89","YLL028W","TPO1","2","2","1-H-7","","","0000-00-00 00:00:00"
"90","YLL029W","FRA1","2","2","1-H-8","","","0000-00-00 00:00:00"
"91","YLL032C","YLL032C","2","2","1-H-9","","","0000-00-00 00:00:00"
"92","YLL033W","IRC19","2"," 2,2","1-H-10","","","0000-00-00 00:00:00"
"93","YLL038C","ENT4","2","2","1-H-11","","","0000-00-00 00:00:00"
"94","YLL039C","UBI4","2","2,2","1-H-12","","","0000-00-00 00:00:00"
"95","YLL040C","VPS13","2","2","2-A-1","","","0000-00-00 00:00:00"
"96","YLL041C","SDH2","2","2","2-A-3","","","0000-00-00 00:00:00"
"97","YLL042C","ATG10","2","2","2-A-4","","","0000-00-00 00:00:00"
"98","YLL043W","FPS1","2","2","2-A-5","","","0000-00-00 00:00:00"
"99","YLL045C","RPL8B","2","2","2-A-6","","","0000-00-00 00:00:00"
"100","YLL046C","RNP1","2","2","2-A-7","","","0000-00-00 00:00:00"
"101","YLL047W","YLL047W","2","2","2-A-8","","","0000-00-00 00:00:00"
"102","YLL051C","FRE6","2","2","2-A-9","increased[50],increased[59]","","0000-00-00 00:00:00"
"103","YLL052C","AQY2","2","2","2-A-10","","","0000-00-00 00:00:00"
"104","YLL053C","YLL053C","2","2","2-A-11","","","0000-00-00 00:00:00"
"105","YLL054C","YLL054C","2","2","2-A-12","","","0000-00-00 00:00:00"
"106","YLL055W","YCT1","2","2","2-B-1","","","0000-00-00 00:00:00"
"107","YLL056C","YLL056C","2","2","2-B-2","","","0000-00-00 00:00:00"
"108","YLL057C","JLP1","2","2","2-B-3","","","0000-00-00 00:00:00"
"109","YLL058W","YLL058W","2","2","2-B-4","","","0000-00-00 00:00:00"
"110","YLL060C","GTT2","2","2","2-B-5","","","0000-00-00 00:00:00"
"111","YLL061W","MMP1","2","2","2-B-6","","","0000-00-00 00:00:00"
"112","YLL062C","MHT1","2","2","2-B-7","","","0000-00-00 00:00:00"
"113","YLL063C","AYT1","2","2","2-B-8","","","0000-00-00 00:00:00"
"114","YLR001C","YLR001C","2","2","2-B-9","","","0000-00-00 00:00:00"
"115","YLR003C","CMS1","2","2","2-B-10","","","0000-00-00 00:00:00"
"116","YLR004C","THI73","2","2","2-B-11","","","0000-00-00 00:00:00"
"117","YLR011W","LOT6","2","2","2-B-12","","","0000-00-00 00:00:00"
"118","YLR012C","YLR012C","2","2","2-C-1","","","0000-00-00 00:00:00"
"119","YLR013W","GAT3","2","2","2-C-2","","","0000-00-00 00:00:00"
"120","YLR014C","PPR1","2","2","2-C-3","","","0000-00-00 00:00:00"
"121","YLR015W","BRE2","4","-","2-C-4","","","0000-00-00 00:00:00"
"122","YLR016C","PML1","2","2","2-C-5","","","0000-00-00 00:00:00"
"123","YLR017W","MEU1","2","2","2-C-6","","","0000-00-00 00:00:00"
"124","YLR018C","POM34","2","2","2-C-7","","","0000-00-00 00:00:00"
"125","YLR019W","PSR2","2","2","2-C-8","","","0000-00-00 00:00:00"
"126","YLR020C","YEH2","2","4","2-C-9","","","0000-00-00 00:00:00"
"127","YLR021W","IRC25","2","2","2-C-10","","","0000-00-00 00:00:00"
"128","YLR023C","IZH3","2","2","2-C-11","","","0000-00-00 00:00:00"
"129","YLR024C","UBR2","2","2","2-C-12","increased[46]","","0000-00-00 00:00:00"
"130","YLR025W","SNF7","2","2","2-D-1","","","0000-00-00 00:00:00"
"131","YLR027C","AAT2","3","3","2-D-2","","","0000-00-00 00:00:00"
"132","YLR028C","ADE16","2","2","2-D-3","","","0000-00-00 00:00:00"
"133","YLR042C","YLR042C","2","2","2-D-4","","","0000-00-00 00:00:00"
"134","YLR043C","TRX1","2","2","2-D-5","","","0000-00-00 00:00:00"
"135","YLR044C","PDC1","2","2","2-D-6","","","0000-00-00 00:00:00"
"136","YLR046C","YLR046C","2","2","2-D-7","","","0000-00-00 00:00:00"
"137","YLR047C","FRE8","2","2","2-D-8","","","0000-00-00 00:00:00"
"138","YLR048W","RPS0B ","2","3","2-D-9","","","0000-00-00 00:00:00"
"139","YLR049C","YLR049C","2","2","2-D-10","","","0000-00-00 00:00:00"
"140","YLR053C","YLR053C","2","2","2-D-11","","","0000-00-00 00:00:00"
"141","YLR054C","OSW2","2","2","2-D-12","","","0000-00-00 00:00:00"
"142","YLR055C","SPT8","2","2","2-E-1","","","0000-00-00 00:00:00"
"143","YLR056W","ERG3","2","2","2-E-2","","","0000-00-00 00:00:00"
"144","YLR057W","MNL2","2","2","2-E-3","","","0000-00-00 00:00:00"
"145","YLR058C","SHM2","2","2","2-E-4","","","0000-00-00 00:00:00"
"146","YLR059C","REX2","2","2","2-E-5","","","0000-00-00 00:00:00"
"147","YLR061W","RPL22A","2","2","2-E-6","increased[22],increased[40],increased[45]","","0000-00-00 00:00:00"
"148","YLR062C","BUD28","3","2","2-E-7","","","0000-00-00 00:00:00"
"149","YLR063W","YLR063W","2","2","2-E-8","","","0000-00-00 00:00:00"
"150","YLR064W","PER33","2","2","2-E-9","","","0000-00-00 00:00:00"
"151","YLR065C","YLR065C","2","2","2-E-10","","","0000-00-00 00:00:00"
"152","YLR067C","PET309","2","2","2-E-11","increased[42]","","0000-00-00 00:00:00"
"153","YLR068W","FYV7","2","2","2-E-12","","","0000-00-00 00:00:00"
"154","YLR069C","MEF1","2","2","2-F-1","","","0000-00-00 00:00:00"
"155","YLR070C","XYL2","2","2","2-F-2","","","0000-00-00 00:00:00"
"156","YLR072W","YLR072W","2","2","2-F-3","","","0000-00-00 00:00:00"
"157","YLR073C","RFU1","2","2","2-F-4","","","0000-00-00 00:00:00"
"158","YLR074C","BUD20","2","2","2-F-5","","","0000-00-00 00:00:00"
"159","YLR077W","FMP25","2","2","2-F-6","","","0000-00-00 00:00:00"
"160","YLR079W","SIC1","4","-","2-F-7","","","0000-00-00 00:00:00"
"161","YLR080W","EMP46","2","2","2-F-8","","","0000-00-00 00:00:00"
"162","YLR081W","GAL2","2","2","2-F-9","","","0000-00-00 00:00:00"
"163","YLR082C","SRL2","2","2","2-F-10","","","0000-00-00 00:00:00"
"164","YLR083C","EMP70","2","2","2-F-11","","","0000-00-00 00:00:00"
"165","YLR084C","RAX2","2","2","2-F-12","","","0000-00-00 00:00:00"
"166","YLR085C","ARP6","2","2","2-G-1","","","0000-00-00 00:00:00"
"167","YLR087C","CSF1","2","2","2-G-2","","","0000-00-00 00:00:00"
"168","YLR089C","ALT1","2","2","2-G-3","","","0000-00-00 00:00:00"
"169","YLR090W","XDJ1","2","2","2-G-4","","","0000-00-00 00:00:00"
"170","YLR091W","GEP5","2","2","2-G-5","","","0000-00-00 00:00:00"
"171","YLR092W","SUL2","2","2","2-G-6","","","0000-00-00 00:00:00"
"172","YLR093C","NYV1","2","2","2-G-7","decreased[23]","","0000-00-00 00:00:00"
"173","YLR094C","GIS3","2","2","2-G-8","","","0000-00-00 00:00:00"
"174","YLR095C","IOC2","2","2","2-G-9","","","0000-00-00 00:00:00"
"175","YLR096W","KIN2","2","2","2-G-10","","","0000-00-00 00:00:00"
"176","YLR097C","HRT3","2","2","2-G-11","","","0000-00-00 00:00:00"
"177","YLR098C","CHA4","2","2","2-G-12","","","0000-00-00 00:00:00"
"178","YLR099C","ICT1","2","2","2-H-1","","","0000-00-00 00:00:00"
"179","YLR102C","APC9","2","2","2-H-3","","","0000-00-00 00:00:00"
"180","YLR104W","LCL2","2","2","2-H-4","","","0000-00-00 00:00:00"
"181","YLR107W","REX3","2","2","2-H-5","","","0000-00-00 00:00:00"
"182","YLR108C","YLR108C","2","2","2-H-6","","","0000-00-00 00:00:00"
"183","YLR109W","AHP1","2","2","2-H-7","","","0000-00-00 00:00:00"
"184","YLR111W","YLR111W","2","3,4","2-H-8","","","0000-00-00 00:00:00"
"185","YLR112W","YLR112W","2","2","2-H-9","","","0000-00-00 00:00:00"
"186","YLR113W","HOG1","2","2","2-H-10","","","0000-00-00 00:00:00"
"187","YLR114C","AVL9","2","2","2-H-11","","","0000-00-00 00:00:00"
"188","YLR118C","YLR118C","2","2","2-H-12","","","0000-00-00 00:00:00"
"189","YLR119W","SRN2","2","2","3-A-1","","","0000-00-00 00:00:00"
"190","YLR120C","YPS1","2","2","3-A-2","","","0000-00-00 00:00:00"
"191","YLR121C","YPS3","2","2","3-A-4","","","0000-00-00 00:00:00"
"192","YLR122C","YLR122C","2","2","3-A-5","","","0000-00-00 00:00:00"
"193","YLR123C","YLR123C","2","2","3-A-6","","","0000-00-00 00:00:00"
"194","YLR124W","YLR124W","3","3","3-A-7","","","0000-00-00 00:00:00"
"195","YLR125W","YLR125W","2","2","3-A-8","","","0000-00-00 00:00:00"
"196","YML089C","YML089C","2","2","3-A-9","","","0000-00-00 00:00:00"
"197","YML088W","UFO1","2","2","3-A-10","","","0000-00-00 00:00:00"
"198","YML087C","AIM33","2","2","3-A-11","","","0000-00-00 00:00:00"
"199","YML086C","ALO1","2","2","3-A-12","","","0000-00-00 00:00:00"
"200","YML084W","YML084W","2","2","3-B-1","","","0000-00-00 00:00:00"
"201","YML083C","YML083C","2","2","3-B-2","","","0000-00-00 00:00:00"
"202","YML082W","YML082W","2","2","3-B-3","","","0000-00-00 00:00:00"
"203","YML081W","TDA9","2","2","3-B-4","","","0000-00-00 00:00:00"
"204","YML080W","DUS1","2","2","3-B-5","","","0000-00-00 00:00:00"
"205","YML079W","YML079W","2","2","3-B-6","","","0000-00-00 00:00:00"
"206","YML078W","CPR3","2","2","3-B-7","","","0000-00-00 00:00:00"
"207","YML063W","RPS1B","2","2","3-B-8","","","0000-00-00 00:00:00"
"208","YML062C","MFT1","2","2","3-B-9","","","0000-00-00 00:00:00"
"209","YML061C","PIF1","2","2","3-B-10","","","0000-00-00 00:00:00"
"210","YML060W","OGG1","2","2","3-B-11","","","0000-00-00 00:00:00"
"211","YML059C","NTE1","2","2","3-B-12","","","0000-00-00 00:00:00"
"212","YML058W","SML1","2","2","3-C-1","","","0000-00-00 00:00:00"
"213","YML057W","CMP2","2","2,2","3-C-2","decreased[44]","","0000-00-00 00:00:00"
"214","YML058C-A","YML057C-A","2","2","3-C-3","","","0000-00-00 00:00:00"
"215","YML056C","IMD4","2","2","3-C-4","","","0000-00-00 00:00:00"
"216","YML055W","SPC2","2","2","3-C-5","","","0000-00-00 00:00:00"
"217","YML054C","CYB2","2","2","3-C-6","","","0000-00-00 00:00:00"
"218","YML053C","YML053C","2","2","3-C-7","","","0000-00-00 00:00:00"
"219","YML052W","SUR7","2","2","3-C-8","","","0000-00-00 00:00:00"
"220","YML051W","GAL80","2","2","3-C-9","","","0000-00-00 00:00:00"
"221","YML050W","AIM32","2","2","3-C-10","","","0000-00-00 00:00:00"
"222","YML048W","GSF2","2","2","3-C-11","","","0000-00-00 00:00:00"
"223","YML048W-A","YML047W-A","2","2","3-C-12","","","0000-00-00 00:00:00"
"224","YML037C","YML037C","2","2","3-D-1","","","0000-00-00 00:00:00"
"225","YML035C","AMD1","2","2","3-D-2","","","0000-00-00 00:00:00"
"226","YML034W","SRC1","2","2","3-D-3","","","0000-00-00 00:00:00"
"227","YML035C-A","YML034C-A","2","3","3-D-4","","","0000-00-00 00:00:00"
"228","YML033W","YML033W","2","2","3-D-5","","","0000-00-00 00:00:00"
"229","YML032C","RAD52","3","2","3-D-6","","","0000-00-00 00:00:00"
"230","YML030W","RCF1","2","2","3-D-7","","","0000-00-00 00:00:00"
"231","YML029W","USA1","3","2","3-D-8","","","0000-00-00 00:00:00"
"232","YML028W","TSA1","3","2","3-D-9","decreased[36],decreased[39]","","0000-00-00 00:00:00"
"233","YML026C","RPS18B","2","2","3-D-10","","","0000-00-00 00:00:00"
"234","YML024W","RPS17A","3","3","3-D-11","","","0000-00-00 00:00:00"
"235","YML020W","YML020W","3","2","3-D-12","","","0000-00-00 00:00:00"
"236","YML019W","OST6","2","2","3-E-1","","","0000-00-00 00:00:00"
"237","YML018C","YML018C","2","2","3-E-2","","","0000-00-00 00:00:00"
"238","YML017W","PSP2","2","2","3-E-3","","","0000-00-00 00:00:00"
"239","YML016C","PPZ1","2","2","3-E-4","","","0000-00-00 00:00:00"
"240","YML014W","TRM9","2","2","3-E-5","","","0000-00-00 00:00:00"
"241","YML013W","UBX2","2","2","3-E-6","","","0000-00-00 00:00:00"
"242","YML013C-A","YML012C-A","3","2","3-E-7","","","0000-00-00 00:00:00"
"243","YML012W","ERV25","2","2","3-E-8","","","0000-00-00 00:00:00"
"244","YML011C","RAD33","2","2","3-E-9","","","0000-00-00 00:00:00"
"245","YML009c","MRPL39","2","2","3-E-10","","","0000-00-00 00:00:00"
"246","YML008C","ERG6","2","2","3-E-11","normal / decreased[23]","","0000-00-00 00:00:00"
"247","YML007W","YAP1","2","2","3-E-12","decreased[46]","","0000-00-00 00:00:00"
"248","YML006C","GIS4","2","2","3-F-1","","","0000-00-00 00:00:00"
"249","YML005W","TRM12","2","2","3-F-2","","","0000-00-00 00:00:00"
"250","YML004C","GLO1","2","2","3-F-3","","","0000-00-00 00:00:00"
"251","YML003W","YML003W","2","2","3-F-4","","","0000-00-00 00:00:00"
"252","YML002W","YML002W","2","2","3-F-5","","","0000-00-00 00:00:00"
"253","YML001W","YPT7","3","3","3-F-6","decreased[23]","","0000-00-00 00:00:00"
"254","YMR002W","MIC17","2","2","3-F-7","","","0000-00-00 00:00:00"
"255","YMR003W","AIM34","2","2","3-F-8","","","0000-00-00 00:00:00"
"256","YMR006C","PLB2","3","4","3-F-9","","","0000-00-00 00:00:00"
"257","YMR007W","YMR007W","2","2","3-F-10","","","0000-00-00 00:00:00"
"258","YMR008C","PLB1","2","2","3-F-11","","","0000-00-00 00:00:00"
"259","YMR009W","ADI1","2","2","3-F-12","","","0000-00-00 00:00:00"
"260","YMR010W","YMR010W","2","2","3-G-1","","","0000-00-00 00:00:00"
"261","YMR011W","HXT2","2","2","3-G-2","","","0000-00-00 00:00:00"
"262","YMR012W","CLU1","2","2","3-G-3","","","0000-00-00 00:00:00"
"263","YMR014W","BUD22","2","2,4","3-G-4","","","0000-00-00 00:00:00"
"264","YMR015C","ERG5","3","2","3-G-5","decreased[23]","","0000-00-00 00:00:00"
"265","YMR016C","SOK2","2","2","3-G-6","","","0000-00-00 00:00:00"
"266","YMR017W","SPO20","2","2","3-G-7","","","0000-00-00 00:00:00"
"267","YMR018W","YMR018W","3","2","3-G-8","","","0000-00-00 00:00:00"
"268","YMR019W","STB4","2","2","3-G-9","","","0000-00-00 00:00:00"
"269","YMR020W","FMS1","2","2","3-G-10","","","0000-00-00 00:00:00"
"270","YMR021C","MAC1","2","2","3-G-11","","","0000-00-00 00:00:00"
"271","YMR022W","UBC7","2","2","3-G-12","","","0000-00-00 00:00:00"
"272","YMR023C","MSS1","2","2","3-H-1","","","0000-00-00 00:00:00"
"273","YMR024W","MRPL3","2","2","3-H-3","","","0000-00-00 00:00:00"
"274","YMR025W","CSI1","3","3","3-H-4","","","0000-00-00 00:00:00"
"275","YMR026C","PEX12","3","2","3-H-5","","","0000-00-00 00:00:00"
"276","YMR027W","YMR027W","3","2","3-H-6","","","0000-00-00 00:00:00"
"277","YMR029C","FAR8","3","2","3-H-7","","","0000-00-00 00:00:00"
"278","YMR030W","RSF1","2","2","3-H-8","","","0000-00-00 00:00:00"
"279","YMR031W-A","YMR031W-A","2","2","3-H-9","","","0000-00-00 00:00:00"
"280","YMR031C","EIS1","2","2","3-H-10","","","0000-00-00 00:00:00"
"281","YMR032W","HOF1","2","2","3-H-11","","2 Chr. 4","0000-00-00 00:00:00"
"282","YMR034C","YMR034C","2","2","3-H-12","","","0000-00-00 00:00:00"
"283","YMR035W","IMP2","2","2","4-A-1","","","0000-00-00 00:00:00"
"284","YMR036C","MIH1","2","2","4-A-2","","","0000-00-00 00:00:00"
"285","YMR039C","SUB1","2","2","4-A-3","","","0000-00-00 00:00:00"
"286","YMR040W","YET2","3","4","4-A-5","","","0000-00-00 00:00:00"
"287","YMR041C","ARA2","2","2","4-A-6","","","0000-00-00 00:00:00"
"288","YMR042W","ARG80","2","2","4-A-7","","","0000-00-00 00:00:00"
"289","YMR044W","IOC4","2","2","4-A-8","","","0000-00-00 00:00:00"
"290","YMR140W","SIP5","2","2","4-A-9","","","0000-00-00 00:00:00"
"291","YMR141C","YMR141C","3","2,2","4-A-10","","","0000-00-00 00:00:00"
"292","YMR143W","RPS16A","2","2","4-A-11","","","0000-00-00 00:00:00"
"293","YMR144W","YMR144W","2","2","4-A-12","","","0000-00-00 00:00:00"
"294","YMR145C","NDE1","2","2","4-B-1","","","0000-00-00 00:00:00"
"295","YMR147W","YMR147W","2","2","4-B-2","","","0000-00-00 00:00:00"
"296","YMR148W","OSW5","2","2","4-B-3","","","0000-00-00 00:00:00"
"297","YMR151W","YIM2","2","2","4-B-4","","","0000-00-00 00:00:00"
"298","YMR150C","IMP1","2","2","4-B-5","","","0000-00-00 00:00:00"
"299","YMR152W","YIM1","2","2","4-B-6","","","0000-00-00 00:00:00"
"300","YMR153W","NUP53","2","2","4-B-7","","","0000-00-00 00:00:00"
"301","YMR153C-A","YMR153C-A","3","4","4-B-8","","","0000-00-00 00:00:00"
"302","YMR155W","YMR155W","2","2","4-B-9","","","0000-00-00 00:00:00"
"303","YMR156C","TPP1","3","4","4-B-10","","","0000-00-00 00:00:00"
"304","YMR157C","AIM36","2","2","4-B-11","","","0000-00-00 00:00:00"
"305","YMR158W-A","YMR158W-B","2","2","4-B-12","","","0000-00-00 00:00:00"
"306","YMR159C","ATG16","2","2","4-C-1","","","0000-00-00 00:00:00"
"307","YMR161W","HLJ1","2","2","4-C-2","","","0000-00-00 00:00:00"
"308","YMR162C","DNF3","3","3","4-C-3","","","0000-00-00 00:00:00"
"309","YMR163C","INP2","2","2","4-C-4","","","0000-00-00 00:00:00"
"310","YMR164C","MSS11","2","2","4-C-5","","","0000-00-00 00:00:00"
"311","YMR166C","YMR166C","2","2","4-C-6","","","0000-00-00 00:00:00"
"312","YMR167W","MLH1","3","2","4-C-7","","","0000-00-00 00:00:00"
"313","YMR169C","ALD3","2","2","4-C-8","","","0000-00-00 00:00:00"
"314","YMR170C","ALD2","2","2","4-C-9","","","0000-00-00 00:00:00"
"315","YMR172C-A","YMR172C-A","2","2","4-C-10","","","0000-00-00 00:00:00"
"316","YMR173W-A","YMR173W-A","2","2","4-C-11","","","0000-00-00 00:00:00"
"317","YMR174C","PAI3","2","2","4-C-12","","","0000-00-00 00:00:00"
"318","YMR175W","SIP18","2","2","4-D-1","","","0000-00-00 00:00:00"
"319","YMR176W","ECM5","2","2","4-D-2","","","0000-00-00 00:00:00"
"320","YMR177W","MMT1","2","2","4-D-3","","","0000-00-00 00:00:00"
"321","YMR178W","YMR178W","2","2","4-D-4","","","0000-00-00 00:00:00"
"322","YMR179W","SPT21","4","-","4-D-5","","","0000-00-00 00:00:00"
"323","YMR180C","CTL1","2","2","4-D-6","","","0000-00-00 00:00:00"
"324","YMR182C","RGM1","2","2","4-D-7","","","0000-00-00 00:00:00"
"325","YMR183C","SSO2","2","2","4-D-8","","","0000-00-00 00:00:00"
"326","YMR184W","ADD37","2","2","4-D-9","","","0000-00-00 00:00:00"
"327","YMR186W","HSC82","2","2","4-D-10","","","0000-00-00 00:00:00"
"328","YMR187C","YMR187C","2","2","4-D-11","","","0000-00-00 00:00:00"
"329","YMR188C","MRPS17","2","2","4-D-12","","","0000-00-00 00:00:00"
"330","YMR189W","GCV2","2","2","4-E-1","","","0000-00-00 00:00:00"
"331","YMR190C","SGS1","4","-","4-E-2","decreased[57]","","0000-00-00 00:00:00"
"332","YMR191W","SPG5","2","2","4-E-3","","","0000-00-00 00:00:00"
"333","YMR192W","GYL1","2","2","4-E-4","","","0000-00-00 00:00:00"
"334","YMR193W","MRPL24","2","2","4-E-5","","","0000-00-00 00:00:00"
"335","YMR194W","RPL36A","2","2","4-E-6","","","0000-00-00 00:00:00"
"336","YMR193C-A","YMR193C-A","2","2","4-E-7","","","0000-00-00 00:00:00"
"337","YMR195W","ICY1","2","2","4-E-8","","","0000-00-00 00:00:00"
"338","YMR196W","YMR196W","2","2","4-E-9","","","0000-00-00 00:00:00"
"339","YMR198W","CIK1","2","3","4-E-10","","","0000-00-00 00:00:00"
"340","YMR199W","CLN1","2","2","4-E-11","","","0000-00-00 00:00:00"
"341","YMR201C","RAD14","2","2","4-E-12","","","0000-00-00 00:00:00"
"342","YMR202W","ERG2","1","2","4-F-1","decreased[23]","","0000-00-00 00:00:00"
"343","YMR204C","INP1","1","2","4-F-2","","","0000-00-00 00:00:00"
"344","YMR205C","PFK2","2","2","4-F-3","","","0000-00-00 00:00:00"
