orf	het | growth (pooled culture) | NVP-BHS345 [25 uM] | SC | Shimada K~Gasser SM, 2013	hom | growth (pooled culture) | NVP-BHS345 [18 uM] | SC | Shimada K~Gasser SM, 2013
YAL044C	1.6286330929268642	-0.34792302106257694
YAL045C	1.5869601848700234	-0.4054476734622617
YAL046C	0.005902496769300947	-0.0077643189606477914
YAL047C	0.17507808114000203	-2.2922866096774435
YAL048C	0.18428591140632175	-0.7823851952506499
YAL049C	0.11015781019582649	-0.9963893258219934
YAL051W	1.1615907094741678	-0.13356163576606275
YAL053W	0.088743965407695	-0.03941147996216047
YAL054C	-0.9803257021018806	-0.08366151644725633
YAL055W	-0.3590483956288496	0.43510264693442213
YAL056C-A	-1.6710377281016866	0.21852384454718346
YAL056W	-0.06172535555564204	0.9709751821534582
YAL058W	-0.008407384109214412	0.23481421976921912
YAL059W	-0.37605922502389577	-0.7497721294401595
YAL060W	0.09086037952230457	-0.18664265423732146
YAL061W	0.46441696311195907	-0.07855251123834504
YAL062W	0.014287526184396635	0.7343417820179754
YAL064C-A	-0.07534491060197751	-0.2253009902557664
YAL065C	0.06970878826894573	-0.02571734115885419
YAL066W	0.019893443082412445	0.5621465321052123
YAL067C		0.3744908612058582
YAL068C	0.7688498178659225	-0.2887030952369136
YAR002C-A	-0.11486159308795164	-0.05865572272812307
YAR002W	-1.2924964890873116	-0.7604886181689733
YAR003W	0.201254432163163	0.7829691096861866
YAR007C	1.24306755853023	
YAR008W	2.040717799927134	
YAR014C	0.35232914047276276	-0.061592068668705285
YAR015W	-0.16366293977897062	
YAR018C	-0.16094133257697624	-0.48134857516274315
YAR019C	-0.34872911461483785	
YAR020C	-0.008009149138786621	0.13049250064303353
YAR023C	-0.035737202889924026	-0.015587869097350944
YAR027W	2.939516620224169	0.20726408569738056
YAR028W	0.1871051070550003	-0.10667399945184938
YAR029W	-1.1063307595860348	-0.6863769459969785
YAR030C	0.49404905677193955	0.3280069699987318
YAR031W	0.1803309744504132	0.011166699204976215
YAR035W	-0.26418861508001173	-0.05921630310220383
YAR042W	-0.30475432449368867	-0.23142128558567748
YAR047C	0.29962306550054574	-0.14676955950427328
YAR050W	1.742636597679186	0.14980305389483936
YBL001C	-0.0507373501842039	-0.07429985468307347
YBL002W	0.6887226565298342	0.6765223967831663
YBL003C		-0.4584671959860326
YBL004W	-0.06441498120057634	
YBL005W		0.6889882654301529
YBL006C	-0.26988691195048314	-0.06738249768901157
YBL007C	-0.0554135534659793	-0.07066357347944702
YBL008W	-0.1983485872504585	-2.0134594411004634
YBL009W	-1.6683375169158576	-0.45779476031503763
YBL010C	-0.030035436018067387	-0.04945813419646438
YBL011W	0.053041721815625616	0.40778962759379905
YBL012C	0.5331923387728394	0.8541160826131051
YBL013W	0.3403790423017077	0.5811848565556563
YBL015W	0.003950562739245843	-0.15626861170209216
YBL016W	-0.07661000694196875	
YBL017C	-0.5898011695710341	0.0026161723386377233
YBL018C	-0.02226841257563637	
YBL019W	-0.3674879282263702	-0.011113257210127257
YBL020W	-0.042680719680401324	
YBL022C		-0.9427232038544081
YBL023C	-2.783828996716435	
YBL024W	0.00433763584339856	-0.3177008177912247
YBL025W	-2.272696313460094	
YBL026W	-0.07631653414148004	
YBL027W	-0.008496490432398095	-1.2906019007234364
YBL028C	-0.31603986447081167	-0.12503747679609908
YBL029W	-0.0379804116901588	-0.12586134081013495
YBL030C	-0.04548159637460269	
YBL031W	-0.0354173369896202	-1.9524639815399296
YBL032W	-0.29975095081665815	-0.05892379710689581
YBL033C	-1.6880821170752844	
YBL034C	-0.040215932202086954	
YBL035C	0.046755654356465774	
YBL036C	-0.029803480717827683	-0.9666434116471941
YBL037W	0.06413525218542229	-0.013648599252311122
YBL038W	0.04650775137751951	-0.04658581475057041
YBL039C	-0.012319740371055238	0.31098946313414655
YBL040C	-0.8574463060738977	
YBL041W	0.26616931766528956	
YBL042C	0.04370966195899626	0.942480992075791
YBL043W	0.2139888722105381	-0.057677951496507944
YBL044W	-1.0623824525110153	-0.04514139445513887
YBL045C	-0.2866748929948429	0.47199609489367433
YBL046W	-1.16766718975193	-0.9826393725505771
YBL047C	0.7493771815984459	-0.34781588871966795
YBL048W	0.06088093473898349	-0.7067672042166915
YBL049W	-0.028758389273683713	-0.30288636725377244
YBL050W	-0.21360920491005533	
YBL051C	-2.562346741457863	-4.725937378386383
YBL052C	0.18094262437604947	-0.024945900869126073
YBL053W	0.07447448377734064	-0.07644338347277341
YBL054W	0.031032498216902547	-0.05395452994903176
YBL055C	-0.03805143440885477	-0.09141244323347673
YBL056W	-1.3474693942122407	-0.0732221145042132
YBL057C	0.0736777245038632	-0.06954503522816183
YBL058W	-0.03304282343844266	-0.012065531549077062
YBL059W	0.30528915310853133	0.597999902939774
YBL060W	0.8348814126462245	0.12663838806428457
YBL061C	0.9130995048932982	-1.0656573524466313
YBL062W	-0.14901586135434758	-0.8057589373529459
YBL063W	-0.17635170236961162	-0.02006793783802992
YBL064C	0.42001153894332416	-0.07451662604469701
YBL065W	-5.31079915875668	0.9024639093040191
YBL066C	-1.5793327613752948	-1.1363769465781994
YBL067C	0.7906491554426166	-0.6976304401623269
YBL068W	-0.5293187298389704	-0.21595977216615703
YBL069W		-0.06586791333632797
YBL070C	0.5753542712368376	0.17730819697171182
YBL071C	0.0306352558155285	-1.4212583593756203
YBL072C	0.07695387859746308	-3.828463216938349
YBL073W	-0.2705844162188691	
YBL074C	-0.054025658218984016	
YBL075C		-0.2742278225216989
YBL076C	-0.03859891672810197	
YBL077W	-0.035663569705436035	
YBL078C	1.917934005519801	-0.3437600435846787
YBL079W	-0.26707378977463986	-0.9028317304495804
YBL080C	-0.020787579151601898	1.2579717024265376
YBL081W	-0.0021306356782596642	-0.09832158454335758
YBL082C	1.5447260945633166	-0.06383859162281694
YBL083C	-0.04418424680745285	-0.07393872354848509
YBL084C	0.47839542656326606	
YBL085W	-0.07555515960182269	-0.05805532775637453
YBL086C	2.503791200918046	-1.4765521730859748
YBL087C	0.6816661148346298	-2.864479460996008
YBL088C	0.048342770766445047	-0.15402818202325447
YBL089W	-0.17514850841547308	-1.432963425817644
YBL090W	-0.09265412565495382	
YBL091C	-1.2512360878544098	0.6178694395021161
YBL091C-A	0.13006582861401428	-0.19630518194622548
YBL092W	1.6612887448567382	
YBL093C	-0.02816327142610078	-0.03927512927610587
YBL094C	0.1368296945931862	-0.08391397711438738
YBL095W	0.04490445905408044	0.6409711657750451
YBL096C	-0.1194495917932503	0.07911750862347909
YBL097W	0.4905002356074523	
YBL098W	0.18859008121362586	-0.07598388900046556
YBL099W	-0.09337056860456422	0.44044537200680944
YBL100C	1.5596482163251875	0.15108871864854523
YBL101C	-0.48215619534916526	0.8667967333919833
YBL102W	0.20078522267957294	1.225431631507735
YBL103C	-1.5508923940966453	
YBL104C	-0.07534192805117217	0.1132879275177795
YBL105C	-1.0565502583607633	
YBL106C	0.877872806432278	-0.0647893803945881
YBL107C	-1.9060523708987551	-0.13913557715267905
YBR001C	-0.3722334490950244	-0.37495224850587106
YBR002C	0.255642958782163	
YBR003W	-0.06791851356986423	-0.12876702310517626
YBR004C	-0.7130087963835777	
YBR005W	-0.03239012019958517	-0.20295862916344656
YBR006W	-0.025301456304776617	0.015058525068172976
YBR007C	-0.5989663272711612	-0.023364451512033504
YBR008C	-0.03919911879735648	-0.4478814620670852
YBR009C	-0.0883673797947283	-0.12595940952467544
YBR010W	-0.05220229726806966	-0.6174412136500369
YBR011C	-0.0414556090718664	
YBR012C	0.10157602579494995	-0.04891344224223668
YBR013C	-0.0024276510248575473	-0.7357598335674728
YBR014C	1.2634493758578158	-0.751755430185628
YBR015C	-0.40978832928735737	-0.05934064365533197
YBR016W	-1.4706814413717817	-1.088347667835364
YBR017C	-0.8728389892897243	
YBR018C	-0.5120153744665292	-0.10143797102630264
YBR019C	-0.31162774016925765	-0.9051187125672011
YBR020W	0.034750829152590326	0.0522526741673366
YBR021W	-0.5151601061089373	
YBR022W	-0.19281142854811303	-0.1809425527365571
YBR023C	0.08029975548838171	-1.187073475463621
YBR024W	1.2272936056736374	-0.7682423686871583
YBR025C	-0.650491872800925	0.2481310997634027
YBR026C	0.12471892784568428	-1.9023175582772691
YBR027C	-0.206421557862812	-0.37881255652498014
YBR028C	-0.09065882951812551	-0.09775904902324582
YBR029C	-0.21193525586486942	
YBR030W	-0.20418545890479708	-0.1618118080082678
YBR031W	-0.05563646335763365	-0.15591971022470522
YBR032W	-0.17153954325634652	0.2580243586647914
YBR033W	0.24916044941327015	-0.06328635078174902
YBR034C	-0.1353140687275863	0.8056976702953372
YBR035C	-1.1706652734290983	-0.5590305803955062
YBR036C	-1.8165047864691197	-0.08122975709052305
YBR037C	-0.042972162580369844	-0.052065503203054773
YBR038W	1.4091333594113098	
YBR039W	0.6832945391727886	
YBR040W	0.3160996795384898	-1.221831962045026
YBR041W		-0.19813262809818533
YBR042C	-1.6913680685927168	-1.0629935739835998
YBR043C	-0.037695104273392906	-0.16476962509988205
YBR044C	0.45539540337287976	-0.022570961864337213
YBR045C	-0.30932395409372243	-0.12235270120726996
YBR046C	0.616951224031313	0.8534544564775197
YBR047W	1.5408571541040903	-0.07700066121531361
YBR048W	0.21702428379971955	0.5126276893326376
YBR049C	-0.2534431924088838	
YBR050C	-0.05217238167098024	-0.9134053146738551
YBR051W	-0.31548579090080847	-1.0444734612237652
YBR052C	-0.04154264708953019	-1.252205474668874
YBR053C	-0.12905601413299533	-0.8879764192333852
YBR054W	0.9845275773736063	-1.2531417545279158
YBR055C	-0.2995802686925604	
YBR056W	-0.17965506480337384	-0.5192699703077537
YBR057C	0.00033858310840046275	1.2953806335195504
YBR058C	0.044521434368945616	-0.08398749887368749
YBR059C	-0.0586832555135609	0.14571765752875715
YBR060C	-0.9129028300049146	
YBR061C	-0.008556922924819084	
YBR062C	-0.22312136748419176	-0.9633943721901742
YBR063C	-0.06052207276774207	-1.0234744126007005
YBR064W	2.385664530598088	-0.2318301418838682
YBR065C	-0.14917472762406692	-0.6227685703157828
YBR066C	-1.3372733106110213	-0.5363629466402139
YBR067C	-0.03756749780733289	-1.0992623386214628
YBR068C	-0.04049348756397576	-0.4163287080739589
YBR069C	-0.4376258077880685	-1.6729945473263748
YBR070C	-0.09950301405970628	
YBR071W	1.4941868343601985	-0.5781019891215726
YBR072W	0.12928571802079417	-0.8469993556918899
YBR073W	-0.0028480404940351206	-0.6132632370988546
YBR074W	-0.1803715819550574	-0.05169514971034505
YBR076W	1.2535125615029932	-0.059797798733583624
YBR077C	-0.05940809812845286	-8.221461281216177
YBR078W	-1.9307287837457818	
YBR079C	-0.034060522477869594	
YBR080C	-0.03733707871843883	
YBR081C	0.10635088405447773	
YBR082C	-1.3641387371653177	
YBR083W	0.06730128217152179	-0.12425293167289514
YBR084C-A	-0.20943421693996425	-0.36266355075049694
YBR084W	-0.7590919406808511	-0.16890458709170683
YBR085W	1.128443367530389	
YBR086C	-0.030147561301079272	
YBR087W	-0.8542052608523502	
YBR088C	-0.029424250268172684	
YBR089W	0.010619379666168154	
YBR090C	1.8024458198786455	-0.6769057775863305
YBR091C	-1.0947203306085398	
YBR092C	-1.0491603605950468	-0.4465421185283792
YBR093C	0.5770973825223001	-0.11462653536027423
YBR094W	0.15511416316041118	-0.8936789802897201
YBR095C	-1.0493970282125997	
YBR096W	0.10080370969947965	
YBR097W	-2.3153232327177107	
YBR098W	-0.42905876580605795	-0.2646560060505832
YBR099C	-0.12750889926975134	-0.19428874777224506
YBR101C	0.3304689359195152	-0.12303844383063385
YBR102C	-1.0580020463938067	
YBR103W	-1.730133342752504	-1.971627836714168
YBR104W	-1.3188579532067826	-0.43610827255080087
YBR105C		1.214357388872224
YBR106W	0.3661804146693522	0.6223627544295417
YBR107C	0.11480986484026316	-0.31771993608155374
YBR108W	-0.03872380073881994	-0.049508009900911525
YBR109C	-0.0999764696879929	
YBR110W	0.9875720739810019	
YBR111C	0.9902100567424943	
YBR112C	0.6111874587658951	
YBR113W	0.12660947885971366	-0.46973557326299864
YBR114W	0.025185036529198148	-0.07250775764098227
YBR115C	-0.16347767353981305	
YBR116C	-2.206429200759323	-0.15545514709147973
YBR117C	0.07930165462349392	
YBR118W	-0.03807780378582042	
YBR119W	0.12761489437444334	0.08515083466622374
YBR120C	-0.12815755244516394	-0.9124490407625515
YBR121C	-0.008342525680685789	
YBR123C	1.5548356857053813	
YBR124W	-0.22161580825222843	
YBR125C	1.098083065516998	-0.05776351068768296
YBR126C	1.2987427993913836	
YBR127C	-0.4211130177620614	-0.17966502440037618
YBR128C	-0.16527087291043407	0.4449939725987074
YBR129C	-0.7209166966980907	-0.012045855601346035
YBR130C	0.1125433215789961	-0.03612864951103079
YBR131W	0.08552685103705136	-3.403547530105946
YBR132C	-0.6028289974538804	
YBR133C	0.04559132940957484	0.09105371111058032
YBR134W	0.026091584691398634	0.24059319236365034
YBR135W	0.11671152175260609	
YBR136W	-0.0759145526219219	
YBR137W	-0.7530763299319424	-0.017894012547134158
YBR138C	-0.08394613453489155	0.5694662275280417
YBR139W	-0.03275183656374115	-0.8546713990843872
YBR140C	-0.26641358690135364	
YBR141C	0.02398612804142483	-0.03518885119998164
YBR142W	1.099216410643012	
YBR143C	-0.25407128505424886	
YBR144C	-0.11328140231997687	-1.7005294417404886
YBR145W	-1.1252089491549586	-0.37428112908494643
YBR146W	0.16145324476134584	-0.10497704887882008
YBR147W	1.8705788250831104	-0.2265848294840656
YBR148W	-0.6941417994474709	0.5444483556977776
YBR149W	-0.1361416313987905	0.20657400722190303
YBR150C	-0.06302633223482018	-0.3772572701462195
YBR151W	0.1357631607725174	-0.21601864190615702
YBR152W	0.02376424599546019	
YBR153W	-0.04726059669584665	
YBR155W	-0.9780389764998193	
YBR156C	1.1128470881510464	-0.8847960530095428
YBR157C	-0.5678672874518689	-0.08497210213139293
YBR158W	-0.034634181282718154	0.05081799805736698
YBR159W	-0.03522028172747333	-0.0723266378495436
YBR160W	0.33375562198803854	
YBR161W	0.49949600677688	-0.17682522272274792
YBR162C	-0.5348400267461936	-0.08876454203932496
YBR162W-A	-0.043125905672562394	-0.615141807941495
YBR163W	-0.023497761899616647	0.7241625902343927
YBR164C	1.947536854170727	-0.7489112458644213
YBR165W	0.1862981123776536	
YBR166C	-0.010178896829174134	
YBR167C	0.10168982062213537	
YBR168W	0.41946782179615355	0.6943460646851844
YBR169C	0.19137866421423003	-0.7421691925553137
YBR170C	-1.3690522307775725	0.9364853664154446
YBR171W	-0.5547133210568346	-0.06465784285426597
YBR172C	0.19371262005126705	-0.04238084147948385
YBR173C	0.7299871166061114	0.6262029203619545
YBR174C	-0.026105599058066385	1.3449412958013809
YBR175W	1.869658619709091	1.090530049265714
YBR176W	-1.5725137138460288	0.06701011065346432
YBR177C	0.09112778235930823	0.021051753863319055
YBR178W	0.9055434117163046	-1.6970928579919007
YBR179C	2.3509341712203122	0.15824307720462116
YBR180W	-0.04880038942937233	-0.05768482886135828
YBR181C	-0.0166717778920803	-0.1901417463560009
YBR182C	0.14269496804035922	0.5873154831470913
YBR183W	0.4071872672905236	0.10423184554348111
YBR184W	-0.6382183913278977	-0.06340949106603913
YBR185C	-0.03592596724245601	-0.07052895229053585
YBR186W	-0.09938555163079961	-1.1428878145504866
YBR187W	-0.6443661845217472	0.06521173542040623
YBR188C	-0.11349249661304414	-0.6738048272832838
YBR189W	0.5608583204927051	0.795250022481516
YBR190W	0.2547389298743682	
YBR191W	-0.023061027074720408	-0.005036170228638512
YBR192W	-1.6360035430627031	
YBR193C	-0.6148634196909211	
YBR194W	-0.13727903533982846	
YBR195C	-0.21968074640650148	-0.019118289779571418
YBR196C	0.1605269430551982	
YBR197C	-0.19653956024015268	-0.21953970955221266
YBR198C	-0.01266989599472673	
YBR199W	0.10877571785804202	-1.2378239763643275
YBR200W	-0.01480100026388666	
YBR201W	0.1287603728873315	-0.13486781757344987
YBR202W	0.14077134503471284	
YBR203W	0.11407453419868853	-0.070371776038853
YBR204C	-0.026025415798121353	0.4056161150306143
YBR205W	1.301500093643313	0.05013048408498476
YBR206W	-0.24803758284275698	0.5896604766202561
YBR207W	0.7154309931067426	-0.6774887585234307
YBR208C	1.5724111557662832	-0.5547012066009139
YBR209W	-0.20177232159002417	
YBR210W	0.06466644837153945	-0.05267866605725788
YBR211C	-0.0985088101652848	
YBR212W	-0.049893377998624464	0.6666131759663421
YBR213W	-0.35347737078170205	-0.2388611125534993
YBR214W	-1.0283161782382435	-0.8577571250472027
YBR215W	-0.07235787619135693	0.2571537051372803
YBR216C	-0.07530163113727503	-0.10157758966256566
YBR217W	-0.3463909845206718	-0.06537451286909239
YBR218C	0.07784795510140852	-0.023689825287710412
YBR219C	-0.14106173734014676	-0.07979978587570921
YBR220C	0.17701527906640752	0.22019566472084778
YBR221C	-0.02052817703750534	-0.04588842803482839
YBR222C	1.085090588551219	0.1925858119365715
YBR223C	-0.039673814498729656	0.11348145450941205
YBR224W	0.1500146440827063	-0.12149521469910866
YBR225W	0.2665980369181213	-0.013579163098643269
YBR226C	-0.00941823077775729	-0.09389147450204388
YBR227C	0.02566550863766831	-0.5892592715455461
YBR228W	0.08262911796228695	-0.06304246300606973
YBR229C	-2.099970744198812	-0.1889916927715733
YBR230C	-0.03559646668995801	0.2910810029693094
YBR231C	-0.10697369700856983	-1.8064395738228127
YBR232C	0.1146908581982232	1.4989886066413454
YBR233W	-3.1088384868036107	-0.0595787704285838
YBR234C	-0.05680955968054439	
YBR235W	0.8011378431530977	-0.0727569066232745
YBR236C	-1.6716155091458194	
YBR237W	-0.018032156502758814	
YBR238C	0.6916588784892741	0.008710796263882964
YBR239C	0.0935095152360636	1.066596386982151
YBR240C	-0.16916718976171916	-0.01104173207249219
YBR241C	1.1397213479030446	-0.05337876078235939
YBR242W	-0.31043629460774613	-0.02886309739280039
YBR243C	2.5444958312833377	
YBR244W	-0.18625052104473688	0.32892945799051043
YBR245C	-0.4169750720789417	-0.9990345151674459
YBR246W	0.619691433507454	-2.903252460677597
YBR247C	-0.004995903128887831	
YBR248C	1.1524591494124037	0.1693934499748393
YBR249C	-0.8000490167010581	0.09578351289556863
YBR250W	1.5465295394000567	0.20951358016217078
YBR251W	0.055049105756231155	0.7295307275382524
YBR252W	1.1164999156200566	
YBR253W	-0.7791471384900196	
YBR254C	-0.0030931131536425117	
YBR255W	0.49532292820772295	0.46650651441892504
YBR256C	-0.6867729061815173	
YBR257W	2.0684455761568112	
YBR258C	-0.7698735368548374	-1.3837629330568173
YBR259W	-0.19188289926690605	0.5811069138008069
YBR260C	-0.08132474287399696	0.3385525992459458
YBR261C	1.3973948755098073	0.3221949674471668
YBR262C	-0.025993100010238974	-0.20064748969202864
YBR263W	-1.207118838068211	-0.7223046889056242
YBR264C	-0.05749532336477877	-0.06475826125601815
YBR265W	-0.7944448337383269	
YBR266C	-0.12647755410377287	0.14815428805406544
YBR267W	-0.21986003786240127	-0.04398824146124162
YBR268W	1.0513804941357288	0.36912533555283106
YBR269C	-0.01577295032396047	0.048819026033609776
YBR270C	-0.15890058738135016	0.8671137249441694
YBR271W	-1.327872129825183	1.1769782558549264
YBR272C	-1.4651002756419726	0.6906420802956242
YBR273C	0.8204369761914908	-0.10274539073151803
YBR275C	0.14422579407458075	-0.03468599790452663
YBR276C	1.060802661634508	0.33511156661200375
YBR277C	-0.8159801208475579	0.6835867144319587
YBR278W	-1.3049773570325898	0.959926146853737
YBR279W	-0.23556648691683144	
YBR280C	-0.18575433016168869	0.5461824844585612
YBR281C	-2.582473412334979	-0.03473834404593257
YBR282W	-1.7081974568033476	
YBR283C	-0.801055605584134	0.5626566231700824
YBR284W	-0.9956493520903298	0.07379477200701451
YBR285W	-1.9229818056865118	0.10829824160457834
YBR286W	-2.1423222951517227	0.009048933178650445
YBR287W	-0.3750957480410038	-0.15393789254142765
YBR288C	0.00936140082562011	-2.2816253020533788
YBR289W	-0.10815963467998323	-0.5999443273106712
YBR290W	-2.806163810009521	-0.08893040561297703
YBR291C	-2.47464763460997	-0.06760650031939018
YBR292C	-1.7134268215405566	0.8857735779371397
YBR293W	-1.4086345542563998	-0.07232848295206189
YBR294W	-0.055770416742939394	-0.09580313144393789
YBR295W	-1.6079112865114187	0.9407688983321385
YBR296C	-1.4405239901110674	-0.10443102581948631
YBR297W	-2.3827782288580894	0.14177562271740055
YBR298C	-2.216821866758873	-0.05067231513070178
YBR299W	0.5267553041895772	-0.08991394156680063
YBR300C	-1.7476191407654895	-0.03952228337462889
YBR301W	-0.08033878164322775	-0.23997675302306687
YCL001W	0.7350537921452883	1.0864487582685007
YCL001W-A	-1.3563608289624978	-0.018667578338277768
YCL002C	2.1791105585148864	-0.12541032594210916
YCL004W	-0.08778283730308564	
YCL005W	-1.626700606003303	0.018417237748945707
YCL007C	-1.6121097979664099	0.35091064292811314
YCL008C	-1.7286735179367014	-2.9363955447834287
YCL009C	-0.0406948302226917	0.24940717826255454
YCL010C	-0.03775782622626954	0.9795651314789646
YCL011C	-0.295540858513669	0.33725617461922885
YCL014W	1.2724763304812796	-0.19628294174444172
YCL016C	-1.8212683605609135	0.38477930438127894
YCL017C	0.021133211121406426	
YCL022C	0.12068406765609387	-0.24312477735277607
YCL023C	-1.2795839432028344	-0.05857429031937358
YCL024W	-0.11744404723741306	0.631362851028037
YCL025C	2.014333039213119	0.04341286635747613
YCL026C-A	-0.009240939901972936	1.1274254849504395
YCL027W	0.04095639494482141	-0.06357773521188645
YCL028W	0.9774080913257837	-0.8536500778319317
YCL029C	0.7069326710483689	0.7755108607153942
YCL030C	0.04656111433758281	0.03201343548492332
YCL032W	-0.07016225778885374	0.10623286863267327
YCL033C	0.7967963614162928	-0.0028434646850595364
YCL034W	-0.009939210104002404	1.6260748839958261
YCL035C	-0.1368789219708228	-1.099713874927385
YCL036W	-0.1281278979405453	-0.8374238276877236
YCL037C	0.08034914214660561	-0.07903654200153433
YCL038C	-0.16191868231912257	-1.6286983096076308
YCL039W	1.9445256079550493	0.03584581787465495
YCL040W	-0.08829683128197599	0.6462477549966238
YCL041C	1.936525177602312	
YCL042W	1.9626899985613797	0.39503475002616484
YCL043C	0.39218595336066897	
YCL044C	1.1933205072854938	-0.05829046952176933
YCL045C	1.3690966806447	-1.183329615453239
YCL046W	0.8868526333575141	-0.4885518911027812
YCL047C	0.2853606377831435	0.39005248157969497
YCL048W	0.46215731102526203	-0.07730153805103672
YCL049C	0.567290796033865	0.06984113201574697
YCL050C	0.002433146039206589	0.23619657012366083
YCL051W	0.2630185727774704	-0.903631659013708
YCL052C	0.4201374149696499	
YCL054W	-0.058797767865772975	
YCL055W	0.07568865767930061	-0.05032634913673404
YCL056C	0.42507603479490436	0.030957999412920097
YCL057W	0.6604099682185525	-0.18335301931204973
YCL058C	-0.14901298764483698	-2.5850126069376906
YCL059C	0.21310828965291675	
YCL061C	0.22746496915699954	0.41443313710440166
YCL063W	1.3051648493983077	-3.819384056551304
YCL064C	0.292840366685011	-0.12818115415642317
YCL069W	1.8553962578193288	0.6477047222224223
YCL076W	0.19621511678686984	-0.2578565129479676
YCR001W	0.12557260310624466	-0.18301060517259327
YCR002C	0.5194737459711235	
YCR003W	-0.07167494297041631	-0.1894557820815827
YCR004C	0.24718989685531945	-0.031172916706500724
YCR005C	0.3958888081728282	-0.21402511880335245
YCR006C	1.175580048535402	-0.41851919519447817
YCR007C	0.04932334889040446	0.08404703907028627
YCR008W	-0.019065955936491345	-0.12027593233438703
YCR009C	0.2024877207147565	-0.7109375411192675
YCR010C	-0.051976131651405126	-0.03082586636818523
YCR011C	0.7862003903951322	-1.1341548815756326
YCR012W	1.3150026182669992	
YCR013C	1.7456835668900974	
YCR014C	1.9761554335963087	-0.03927076988732182
YCR015C	0.23017464146259156	-0.07565273702665705
YCR016W	1.8370195114988788	0.023213456700022853
YCR017C	-0.0745204654032054	0.4509019296822919
YCR019W	1.2541115662726072	-0.38373874416053166
YCR020C	1.3783383452501072	-0.047799000688191456
YCR020C-A	1.7895208986769782	-0.2813845144936567
YCR020W-B	-1.9046192788391771	0.05013980913229028
YCR021C	-0.026921441862186292	-0.7648960598872679
YCR022C	0.1243338041288851	-0.025311427523874757
YCR023C	1.9445598164598303	-0.0861208827440055
YCR024C	-0.5137616737717456	-0.5077330171163928
YCR024C-A	-1.2496048009715652	-0.11436379602523576
YCR025C	-1.4169580517055569	-0.04765046349881656
YCR026C	-2.7579818427540532	-1.0255083744210376
YCR027C	-1.8027873031572776	0.3608959560077472
YCR028C	-1.5212658499704461	-0.7009952516893218
YCR028C-A	-0.01919802068402411	1.374563417236967
YCR030C	0.015236189284807284	1.085478003655786
YCR031C	-1.6622336350318518	0.8126829811376209
YCR032W	-0.03895482259019804	-0.07683128292756276
YCR033W	0.04471993372110512	-2.171734527633317
YCR034W	-2.6002702708285232	-1.1519904665318974
YCR035C	0.0019498500285526797	
YCR036W	-5.268486956746757	0.041823550303020894
YCR037C	-1.3671060572447593	0.03879328613618309
YCR043C	-0.33791187357562696	-0.9720382546728729
YCR044C	-1.120370582865007	-0.5564723516448099
YCR045C	-2.9833462272735423	0.05427917117576516
YCR046C	-1.0293453084774542	
YCR047C	-0.8181758695066812	0.098089127332374
YCR048W	-1.4226455264637334	-0.04043799134760758
YCR049C	-1.2136128945718774	-0.031779609888874606
YCR050C	-1.8140941067346088	-0.013193147537747153
YCR051W	-2.2116820166439073	0.09154659433639119
YCR052W	-0.6256858760092479	
YCR053W	0.1421897159015397	-5.886765894770492
YCR054C	-0.06891946392870142	
