orf	het | growth (pooled culture) | NVP-BHS345 [25 uM] | SC | Shimada K~Gasser SM, 2013	hom | growth (pooled culture) | NVP-BHS345 [18 uM] | SC | Shimada K~Gasser SM, 2013
YAL001C	0.0625080429372565	-0.0520749061784831
YAL002W	-0.218413869182059	-1.03660430905853
YAL003W	0.32784671818835	
YAL004W	0.374128704772971	0.303565545145686
YAL005C	-0.0717418969884562	1.22623386861343
YAL007C	0.0109052193958479	0.516557269802001
YAL008W	-0.228231896429772	0.633848743454897
YAL009W	-0.0862194842100683	-3.64015524231254
YAL010C	-1.56111696268619	0.376113888081752
YAL011W	0.0122699731398609	-2.35921923743773
YAL012W	-0.445246974671843	
YAL013W	0.0532054922011152	-2.66286771563831
YAL014C	2.35300599692796	-0.0603521089041135
YAL015C	-0.0119952573636628	0.012920630220725
YAL016W	2.69139082891321	
YAL017W	-0.0791789866570273	-0.015839752413349
YAL018C	0.739690473405083	-0.188663642017934
YAL019W	0.237268030493187	0.291912155515893
YAL020C	0.0425289267714924	-0.0135526083182849
YAL021C	-2.72497057393764	-2.59401114516571
YAL022C	0.0345191095344128	0.0859227047955014
YAL023C	-0.00445616350144413	0.608241032122315
YAL024C	0.298129962434567	0.230963122809813
YAL025C	-0.217193136002315	
YAL026C	0.0141745955818581	-0.324636746583476
YAL027W	-0.0371424921548592	0.301598744923357
YAL028W	-0.702109626167343	0.206787117445371
YAL029C	0.11067939163909	0.0546071395086259
YAL030W	0.282865972091908	-0.0237482790369614
YAL031C	0.046162603345066	0.982374067766603
YAL032C	-1.87141275700632	
YAL033W	1.86841935242155	
YAL034C	-0.0855706826783725	1.18361058819379
YAL034W-A	0.210153124228534	
YAL035C-A	0.307108547916076	
YAL035W	-0.603838172308794	0.00688011215030339
YAL036C	0.0156874241352586	0.699298259423966
YAL037W	-0.151967468085904	1.68727180200068
YAL038W	0.120353681695644	
YAL039C	-0.0240625544724129	
YAL040C	-0.00183220005455289	0.583317321851257
YAL041W	0.851076940590674	
YAL042W	0.0175119756895041	0.149038404156113
YAL043C	-0.0355248542216468	
YAL043C-A	-0.0821002390802948	-0.474204545208236
YAL044C	1.53271080112378	-0.363460019152992
YAL045C	1.49416422350362	-0.435016856546853
YAL046C	0.031718578644887	0.0596747573128277
YAL047C	0.188202493457995	-2.78211886090239
YAL048C	0.196719545917829	-0.903902035840948
YAL049C	0.128152586221903	-1.17010892513268
YAL051W	1.10070626088127	-0.0968087287704092
YAL053W	0.108345222906967	0.0203077962049498
YAL054C	-0.880522097410792	-0.0347363028612408
YAL055W	-0.305853444938975	0.610571775264036
YAL056W	-0.0308357853407627	1.27716152882011
YAL058C-A	-1.51941642864067	0.341162165663931
YAL058W	0.0184822349448848	0.361426307770326
YAL059W	-0.321588110126369	-0.863333553464002
YAL060W	0.110302862168281	-0.162837981429904
YAL061W	0.455834972027763	-0.0283810405566839
YAL062W	0.0394745573434567	0.982805334926029
YAL064C-A	-0.043433591930827	-0.210926377430438
YAL065C	0.0907380779462292	0.0373423930728923
YAL066W	0.0446599144715648	0.768605909392944
YAL067C		0.535174749561119
YAL068C	0.737429063083144	-0.289794374494412
YAR002C-A	-0.0799857055164488	-0.00363076044731987
YAR002W	-1.16927361566019	-0.87666415190157
YAR003W	0.212415076490371	1.04329449276875
YAR007C	1.1760706602676	
YAR008W	1.91388062788031	
YAR014C	0.352156055506187	-0.00728337928528295
YAR015W	-0.12512594136531	
YAR018C	-0.122608511021352	-0.52943252451634
YAR019C	-0.296308323536641	
YAR020C	0.0188505940519027	0.231657035280095
YAR023C	-0.0067972818946557	0.0499427818619364
YAR027W	2.7452509379204	0.327155775368666
YAR028W	0.199327243555584	-0.063362299467831
YAR029W	-0.997074168176306	-0.784474166332398
YAR030C	0.483244045489935	0.477351883958536
YAR031W	0.193061311072643	0.083223683417859
YAR035W	-0.218110110853201	-0.00432808510728612
YAR040C	-0.745931859975408	-0.0325228506340818
YAR042W	-0.2556325526395613	-0.21853961731030652
YAR043C	0.00314028466275728	0.0100336991476224
YAR047C	0.303404026797285	-0.113238506471262
YAR050W	1.63816168395902	0.255678077761571
YBL001C	-0.0206721077456411	-0.0230910189585843
YBL002W	0.663313096908866	0.91088186950961
YBL003C		-0.500969612342287
YBL004W	-0.0333236334062306	
YBL005W		0.926388580085588
YBL006C	-0.223380917544223	-0.0144862874396488
YBL007C	-0.0249974990171776	-0.0185677272575174
YBL008W	-0.157209447530552	-2.43527642847488
YBL009W	-1.51691878916892	-0.500133147140674
YBL010C	-0.00152326552415668	0.0078104272786428
YBL011W	0.075321386366487	0.576596197800085
YBL012C	0.519450771353594	1.13179658987703
YBL013W	0.341102461979889	0.792288317371466
YBL015W	0.0299130800582195	-0.125054694925429
YBL016W	-0.0446037798668342	
YBL017C	-0.519294985896411	0.0725873973199394
YBL018C	0.00566107043802062	
YBL019W	-0.31365983795346	0.0555089011144268
YBL020W	-0.0132198912444988	
YBL022C		-1.10335184268198
YBL023C	-2.54872532525494	
YBL024W	0.0302711146699041	-0.325865610582794
YBL025W	-2.07593817004927	
YBL026W	-0.0443323235991791	
YBL027W	0.0183998134398062	-1.53608977861398
YBL028C	-0.266071443588094	-0.0862052425799137
YBL029W	-0.008872203616426	-0.087230074557644
YBL030C	-0.0158106442284343	
YBL031W	-0.00650141255582083	-2.35940213807133
YBL032W	-0.251004535522511	-0.00396422712518904
YBL033C	-1.53518213574378	
YBL034C	-0.0109400138306055	
YBL035C	0.0695069040435935	
YBL036C	-0.00130871167125777	-1.13310698848561
YBL037W	0.0855826724014743	0.0523551044258376
YBL038W	0.0692775989178944	0.0113834014203203
YBL039C	0.0148633863605943	0.456183238503762
YBL040C	-0.766861198813304	
YBL041W	0.272460002304008	
YBL042C	0.0666894241062844	1.24171665360573
YBL043W	0.224194170021974	-0.00241447813859858
YBL044W	-0.956422893548886	0.0131801640933122
YBL045C	-0.238909452618606	0.656464768031317
YBL046W	-1.05380909685247	-1.15300489878273
YBL047C	0.719417277480622	-0.363326753651657
YBL048W	0.0825724961047135	-0.80983828990344
YBL049W	-0.000342023711374737	-0.307437420511824
YBL050W	-0.171325203079574	
YBL051C	-2.34385882224613	-5.80941837624731
YBL052C	0.193627074597059	0.0383020134281376
YBL053W	0.095146247675537	-0.025757426049372
YBL054W	0.0549633099718551	0.00221721034811034
YBL055C	-0.0089378981615553	-0.0443779396996467
YBL056W	-1.22012241535311	-0.0217503819357701
YBL057C	0.0944092618348131	-0.0171763401490841
YBL058W	-0.00430503665650171	0.0543243352425094
YBL059W	0.30864504058701	0.813205115469061
YBL060W	0.798506921871164	0.226862775852346
YBL061C	0.870857038642238	-1.2562737381477
YBL062W	-0.111577696912746	-0.932977414711194
YBL063W	-0.136862784194632	0.0443698746470839
YBL064C	0.414760873547817	-0.0233606680990531
YBL065W	-4.88612043485596	1.19193806711414
YBL066C	-1.43459123205848	-1.34424420449093
YBL067C	0.757592999250545	-0.798472763777326
YBL068W	-0.463349980700021	-0.19930652409774
YBL069W		-0.0126022453512022
YBL070C	0.558449686431052	0.28989264436115
YBL071C	0.0545958689706728	-1.69861771361604
YBL072C	0.0974396365783348	-4.69302027635578
YBL073W	-0.224026094559109	
YBL074C	-0.0237137246332545	
YBL075C		-0.271788099050667
YBL076C	-0.00944430797787392	
YBL077W	-0.00672917272268684	
YBL078C	1.80030815880365	-0.358281552356
YBL079W	-0.220778837743163	-1.05372950587936
YBL080C	0.00703081071254658	1.63416609081373
YBL081W	0.0242880973595261	-0.0529724514544898
YBL082C	1.45509856391481	-0.0100779042588893
YBL083C	-0.0146106227247175	-0.0226417958725228
YBL084C	0.468764761465578	
YBL085W	-0.0436280679050268	-0.00288390907884923
YBL086C	2.34221394147534	-1.76739953621737
YBL087C	0.656785941860961	-3.49388866935336
YBL088C	0.0709749538808175	-0.122267749580552
YBL089W	-0.1357498546846	-1.7131780369059
YBL090W	-0.0594442576773483	
YBL091C	-1.13110859831622	0.837921495969792
YBL091C-A	0.146567091304523	-0.174857522535093
YBL092W	1.56291660341948	
YBL093C	0.000208447982938241	0.020477407379699
YBL094C	0.152823527371401	-0.0350503471214429
YBL095W	0.0677945866954463	0.866658505260065
YBL096C	-0.0842295093799509	0.167749965933348
YBL097W	0.479961459348109	
YBL098W	0.200700813923923	-0.0251858455205605
YBL099W	-0.0601069525804711	0.617217769516876
YBL100C	1.46890121776289	0.257277359111152
YBL101C	-0.419725612225541	1.14757047512414
YBL102W	0.211981067427345	1.59368840922179
YBL103C	-1.40828448083879	
YBL104C	-0.0434308331330496	0.210255691852571
YBL105C	-0.951028234644787	
YBL106C	0.838273071507581	-0.0112606221841507
YBL107C	-1.73680011009854	-0.103742340722964
YBR001C	-0.318049346558479	-0.397082578392517
YBR002C	0.26272333815778	
YBR003W	-0.0365643283496527	-0.0908445498622463
YBR004C	-0.633259491177578	
YBR005W	-0.00370129966686726	-0.183133967863669
YBR006W	0.00285556775097087	0.0880648556603795
YBR007C	-0.527772567115535	0.0402692311299645
YBR008C	-0.00999948247202592	-0.487801664182083
YBR009C	-0.0554791064617504	-0.0873520655087764
YBR010W	-0.0220271534842451	-0.698722705273524
YBR011C	-0.0120866892826688	
YBR012C	0.120214613232913	0.00848798780221808
YBR013C	0.0240133643100255	-0.845903190385754
YBR014C	1.19492341953715	-0.865800647536306
YBR015C	-0.352786833617819	-0.00448275647635121
YBR016W	-1.33409100936378	-1.2844989796912
YBR017C	-0.781099112269022	
YBR018C	-0.447344735036741	-0.056849028739427
YBR019C	-0.261990319908708	-1.05657435935846
YBR020W	0.0584026891443965	0.134331900623983
YBR021W	-0.450253546732419	
YBR022W	-0.152087690310634	-0.155747434695528
YBR023C	0.100534503466611	-1.40730731087325
YBR024W	1.16148008028374	-0.886309301274526
YBR025C	-0.57543263051872	0.377991619798923
YBR026C	0.141621318736585	-2.29702332645578
YBR027C	-0.16467677829398	-0.40188454453556
YBR028C	-0.0575986500392024	-0.0522726947230414
YBR029C	-0.169776834851601	
YBR030W	-0.16260843302914	-0.13195006204503
YBR031W	-0.0252036860543106	-0.124620684718633
YBR032W	-0.132411636592285	0.390298175144678
YBR033W	0.256727151133332	-0.00939095342271593
YBR034C	-0.0989038222625201	1.07156730881995
YBR035C	-1.05658226221487	-0.62606376668792
YBR036C	-1.6539704474984	-0.0317113561364568
YBR037C	-0.0134894698961772	0.00456703384213758
YBR038W	1.32967808970318	
YBR039W	0.658292200676971	
YBR040W	0.318644553833813	-1.45054455383964
YBR041W		-0.177130743870413
YBR042C	-1.53822157290161	-1.25296017510332
YBR043C	-0.00860830015974923	-0.135629389565253
YBR044C	0.447490215951153	0.0412562794183993
YBR045C	-0.259859365460803	-0.0828655605091028
YBR046C	0.596926007005257	1.13097357101773
YBR047W	1.45151987404954	-0.0264506424556025
YBR048W	0.227001862930564	0.70700776612057
YBR049C	-0.208170817236132	
YBR050C	-0.0219994821759772	-1.06688234062836
YBR051W	-0.265558937001218	-1.22992238796358
YBR052C	-0.0121671976479407	-1.48832718116964
YBR053C	-0.093115251259686	-1.03525048784468
YBR054W	0.936926527634107	-1.48949185097352
YBR055C	-0.250846658089625	
