orf	hap a | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016
YAL001C		0.00791780914837719		-0.06462560458488575		-0.075990336746166
YAL002W		-0.01699857285985643		-0.005073351689250951		0.008070730768932315
YAL003W	-0.0846822249497737	-0.00720818375687798	-0.0811939006002507	-0.012135398965448851	-0.0392181516043596	-0.00981050835690702
YAL004W	0.012654252274607565	0.006390275825158725	-0.017815344312064586	-0.013989897438083002	-0.137925650845491	0.01117548501092777
YAL005C	-0.00235707467765337	-0.0429740008907332	0.0025172695020530297		-0.105089482242605	
YAL007C	0.04468686369738145	0.002018992777094497	0.002358455131209549	0.008545339590745386	0.0037588829792260005	-0.0227097369751164
YAL008W	0.0021264939958711335	-0.00831214261864697	-0.00415103858840599	-0.019011396699210252	-0.02187274340783885	-0.022273447250233933
YAL009W	0.0220331963954175	-0.007770772833542876	-0.1202744661729385	-0.05362092914649105	-0.1511316117555215	-0.042961821307926654
YAL010C	-0.1053031615895593	0.02787580198435049	-0.16034683238105102	0.0013766837534841146	-0.07707416655077831	-0.028309214002688002
YAL011W	-0.18320428817843998	-0.02962989415264205	-0.156806964852038	-0.022981347795104076	0.012352671804235705	-0.019124289858318134
YAL012W	-0.03767225723877485	0.01241826122702253	-0.10010406581756551	0.0289126947857636	-0.0708559417061545	-0.0033488627401148004
YAL013W	-0.1288867419773215	0.03068910074111495	-0.2235570721177495	0.020371389361665798	-0.1379029328875645	0.00888862033218165
YAL014C	0.0070504693662693015	0.009804382023878355	-0.00981843521645764	-0.0169005724653788	0.06848854228189136	0.0659266093694128
YAL015C	-0.005031577247910375	0.006631343464576051	0.0017659203412903985	-0.015823099058203602	0.00556476864446212	0.04987162015728445
YAL016C-B						
YAL016W		0.025495529225018843		-0.083836778782365		-0.034285473656057885
YAL017W	-0.006345670700388625	0.031270134667648955	0.00561705346001868		0.008694450374150306	0.0705726528445183
YAL018C	-0.007378522110447774	-0.0030068788701964853	-0.017579559000920068	-0.009219568011247943	-0.0172808481371815	-0.01200208468216552
YAL019W	0.019755780614370153	0.0031690593997637352	0.0406218875021302	0.004410444092531234	-0.018968990748828	0.0059211060421525494
YAL020C	-0.02875993534620635	-0.01945013409591346	0.017777120057762746	-0.003650231322322809	0.02458896068424225	-0.0196800672762718
YAL021C	-0.1165630476548005	-0.011814624159838055	-0.09042229325438075	0.042942623423659704	-0.07610107547839184	-0.003934279187887255
YAL022C	-0.00062462309424455	-0.013045754472778583	-0.021445863888135748	-0.025286535916368452	-0.010431320122613065	-0.00905543524994256
YAL023C	-0.0926805563657693	-0.00894027462627672	-0.16269437506690748	-0.0756005916535845	-0.11315797420577345	-0.02039143948034175
YAL024C		0.008666549417236255		8.337661484616597e-05		-0.02102525796174133
YAL025C	-0.092209474554094	0.013064131774029951	-0.09068694634871145	0.00726429270123365	-0.0918948868250185	0.0549381341885666
YAL026C	-0.0168370727231195	-0.005814609280596195	-0.02989440290768857	0.004068565174818549	-0.01359119854513385	0.01900897644323195
YAL027W	0.0014150410851911195	0.0044844375383537045	-0.00735840628475725	-0.008473605486792126	-0.0014943775603366099	-0.00726635389981691
YAL028W		-0.0148324960824916	-0.005837474214772299	0.1053541798458293	0.013622115542548904	0.0384873481025203
YAL029C	-0.0011884618177810998	0.0060241444281427005	-0.01286781109988303	-0.0198760673684448	-0.02299456810998815	0.0035382306176075847
YAL030W	-0.005727084790245405	0.00831501797657911	0.010940581491474005	-0.000526765692211827	-0.014394455780078357	0.007942725358477586
YAL031C	-0.004656746621113785	0.01314182228780977	0.00695459485885015	-0.02194826846273496	0.001787220489718296	9.367067018793999e-05
YAL032C		-0.006569474267481641		0.0062181661777237895		-0.025552692552128248
YAL033W	-0.0959993411589454	0.01070458206076655	-0.143958014921844	-0.012218986765212431	-0.10111721056812051	0.023824256246251597
YAL034C	0.00332743489271518	0.00775070842214555	0.007911374072914255	0.03842911663082355	-0.010786040606368235	0.0015540455344538544
YAL034W-A	-0.08939501971401614	-0.005380087918964515	-0.09562785505190914	-0.165074980013798	-0.09096174665887355	0.0154694884774324
YAL035W	-0.007092351015542949	0.07430095801687975	-0.018829224014663352		-0.0812336521536476	
YAL036C		-0.12333881193522636		0.001836835099330452		-0.018232389585523773
YAL037C-A						
YAL037W	-0.0002161790622502149	-0.0309252978121929	0.0038798791754137644	-0.03726009050107015	0.0075312438430066245	0.03217206461291905
YAL038W	0.0125381112976121	-0.0197656305721213		-0.02061395908921825		0.0047378626447468
YAL039C	-0.07231677768528605	0.024318599091236598	-0.022940384526234897	0.0039858159716093	-0.0580774400822396	-0.00294721563366338
YAL040C	-0.118046692185939	0.006527526001175225	-0.03317509303689745	0.02519755657781007	-0.148911613050388	-0.07445670391432124
YAL041W	0.007001843317368519	0.00031265075070368003	-0.037471662263279304	-0.020329874223827833	-0.00132753137387714	0.03219528545909355
YAL042W		-0.0198949377520942		-0.0702339963259618		-0.0588171306269354
YAL043C	-0.0633453025498126	-0.0181620653137851	-0.1089906493639145	0.012791745561604149	-0.0264218441589505	-0.029611109023012998
YAL044C	0.0112096083102054	0.0291971874873066	-0.03386399704923034	0.11382982738058658		0.011940994897761025
YAL044W-A						
YAL045C	0.004303201050399375	-0.0038424002331005668	-0.05157691859092025	-0.09934842319916355	-0.0463948411860904	0.04359499196748225
YAL046C						
YAL047C	-0.024707088975357654	0.0114980486177873	-0.07441142705436579	0.009161147220196824	-0.0915571680622313	0.03882634063789315
YAL048C	-0.03179444144379221	0.01938458262611195	-0.0783587651823548	0.00663345676091563	-0.10037940436515486	-0.012585456084740099
YAL049C	0.0072967051332959295	-0.00747562504410063	-0.0016149371318578505	0.016267324064372073	-0.00780602775600141	0.001804093104843951
YAL051W	0.0535320280075907	0.031281622731945506	-0.051879721357682804		0.003092668901730826	0.0181687092663311
YAL053W	0.0785881521700515	0.006861344824424	0.04958679466339955	0.008463891109321432	-0.167361303282629	0.0210516955927462
YAL054C	0.005291915356746675	0.01008755466724422	0.02609770905059105	0.01839570875398116	-0.031500218010471405	0.00930496673035819
YAL055W	0.0281324915233492	0.0222419839281406	-0.0320511440997759	0.02352134349397244	0.0219911258504058	-0.027586608524934747
YAL056W	-0.054759318789616596	0.004221757971451551	-0.08349001810709114	-0.002691432585962299	0.10034575184218494	0.030886078894380047
YAL058W	-0.10623987679337901	0.012953249376546362	-0.012139487235683592	0.0018272472807529007	-0.0422608258482974	-0.008804246320253955
