orf	het | growth (relative abundance in pooled culture) | glucose limitation (glucose [2.5 g/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | nitrogen limitation (ammonium [97.6 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | phosphorus limitation (phosphorus(.) [12.3 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | grape juice [100%] | Delneri D~Oliver SG, 2008
YOL162W	-0.026836	-0.013713	-0.012719	
YOR012W	-0.022861	-0.017329	-0.023703	
YOR039W	-0.077113	-0.094353	-0.127971	-0.0277141964580352
YOR054C	-0.017148	-0.023724	-0.049384	
YOR061W	-0.028676	-0.038382	-0.074899	
YOR065W	-0.056069	-0.023594	-0.042221	
YOR069W	-0.011033		-0.02417	
YOR096W	-0.053543		-0.019951	
YOR151C	-0.018568	-0.055249	-0.035038	
YOR168W	-0.01365	-0.009453		
YOR174W	-0.021159	-0.025547		
YOR188W	-0.046267	-0.069289	-0.074568	
YOR275C	-0.014597	-0.008209	-0.018336	
YOR290C	-0.052956	-0.050438	-0.067094	
YOR301W	-0.015767	-0.019039		
YOR315W	-0.022387	-0.019618		
YOR364W	-0.017716	-0.017719	-0.043506	
YOR377W	-0.062699	-0.065591	-0.103356	
YPL001W	-0.044771	-0.058771	-0.079574	
YPL005W	-0.021434		-0.037681	
YPL010W	-0.029499	-0.037682	-0.016101	
YPL013C	-0.083233	-0.098995	-0.129113	-0.0149329356408447
YPL026C	-0.029125		-0.023244	
YPL043W	-0.026602	-0.018895	-0.029619	
YPL050C	-0.043378	-0.029991	-0.014153	
YPL090C	-0.042867	-0.03897	-0.067217	-0.0182712569027136
YPL111W	-0.013057		-0.015172	
YPL112C	-0.017012	-0.008221	-0.019832	
YPL119C	-0.030546		-0.044444	
YPL128C	-0.013836	-0.033001	-0.021116	
YPL159C	-0.013646	-0.013559	-0.023472	
YPL165C	-0.032505			
YPL183W-A	-0.03266	-0.009236	-0.023536	
YPL198W	-0.015591			
YPL204W	-0.022936			
YPL205C	-0.014978		-0.021772	
YPL210C	-0.014247			
YPL222W	-0.028318	-0.05226	-0.068938	
YPL225W	-0.049824	-0.069452	-0.103787	
YPL233W	-0.026954	-0.064554		
YPL234C	-0.039406	-0.035251	-0.034295	
YPL237W	-0.011834			
YPL239W	-0.012768	-0.009026	-0.024471	
YPL246C	-0.02344	-0.015422	-0.019005	
YPL253C	-0.012632		-0.01738	
YPL254W	-0.069593	-0.066066	-0.106215	-0.0301131153792193
YPL259C	-0.015318	-0.016474		
YPL263C	-0.022971	-0.031628	-0.057576	-0.0226456509771127
YPL265W	-0.061264	-0.0677	-0.11487	-0.02233752867819
YPL270W	-0.019218		-0.02091	
YPL273W	-0.016653	-0.031396	-0.046272	
YPR006C	-0.01557		-0.014268	
YPR007C	-0.014264			
YPR010C	-0.014717			
YPR016C	-0.046293	-0.047126	-0.020733	
YPR017C	-0.044317	-0.061597	-0.092589	-0.0211662536333191
YPR022C	-0.015633	-0.012369	-0.019973	
YPR026W	-0.038541	-0.050976	-0.065052	-0.023483332679363
YPR031W	-0.015764			
YPR033C	-0.03765	-0.053449	-0.064591	-0.0175265048208135
YPR040W	-0.042133	-0.042595	-0.083523	
YPR048W	-0.021969		-0.018087	
YPR053C	-0.018893			
YPR066W	-0.017746	-0.019757	-0.023373	
YPR067W	-0.02915	-0.011327	-0.025366	
YPR068C	-0.031424	-0.017553	-0.042154	
YPR070W	-0.018764	-0.014711	-0.022731	
YPR072W	-0.016851			
YPR079W	-0.019478		-0.019576	
YPR087W	-0.052644	-0.055446	-0.081203	-0.0218456379457729
YPR104C	-0.066322	-0.053859	-0.141877	-0.0108541067312994
YPR105C	-0.028765	-0.035143		-0.0181202233950392
YPR128C	-0.019468		-0.014211	-0.0185465230745494
YPR142C	-0.02154		-0.013189	
YPR172W	-0.012066		-0.013444	
YPR181C	-0.04493		-0.04993	
YPR197C	-0.0334	-0.061223		-0.0250028626646102
YAL003W		-0.020848		
YAL004W		-0.027046	-0.031743	
YAL015C		-0.02563	-0.029539	
YAL016W		-0.016023		
YAL023C		-0.015559		
YAL025C		-0.030408		
YAL034C-B		-0.028666		
YAL037W		-0.024	-0.03806	
YAL040C		-0.024403		
YAL041W		-0.047264	-0.050827	
YAL067C		-0.041677		
YAR002W		-0.042099		
YBL011W		-0.025849		
YBL013W		-0.034528		
YBL022C		-0.027284		
YBL040C		-0.0855	-0.05412	
YBL050W		-0.058128	-0.019297	
YBL059W		-0.008058	-0.019285	
YBL062W		-0.014373	-0.020207	
YBL065W		-0.085897	-0.069174	
YBL091C-A		-0.035395	-0.022248	
YBL096C		-0.019925		
YBR002C		-0.019119	-0.044057	
YBR065C		-0.013326	-0.031795	
YBR068C		-0.010242		
YBR078W		-0.04371	-0.044286	
YBR095C		-0.068372	-0.025351	
YBR119W		-0.014372		
YBR129C		-0.008554	-0.012568	
YBR133C		-0.072195	-0.053256	
YBR135W		-0.009002	-0.035249	
YBR156C		-0.021454		
YBR165W		-0.00975		
YBR166C		-0.011048		
YBR187W		-0.011755		
YBR208C		-0.011096	-0.032031	
YBR221C		-0.037293	-0.042535	
YCL004W		-0.014969	-0.030558	
YCL025C		-0.012542	-0.019859	
YCL032W		-0.035913	-0.06943	
YCL036W		-0.012549		
YCL037C		-0.075332	-0.064182	
YCL057W		-0.017111	-0.04022	
YCR007C		-0.027601	-0.033442	
YCR014C		-0.014263	-0.044551	
YCR021C		-0.012185	-0.0307	
YCR067C		-0.007759	-0.015575	
YCR069W		-0.010065	-0.014566	
YDL014W		-0.009154		
YDL027C		-0.029957	-0.05096	
YDL150W		-0.03503	-0.0239	
YDL160C		-0.009394	-0.014701	
YDL172C		-0.074501		
YDL173W		-0.060379	-0.024798	
YDL180W		-0.040744	-0.016061	-0.0127274648667255
YDL185W		-0.01224	-0.014887	
YDL235C		-0.015763	-0.033621	
YDL240W		-0.011504	-0.028232	
YDR028C		-0.012213	-0.022734	
YDR052C		-0.077048		
YDR057W		-0.016412		
YDR064W		-0.04412		
YDR067C		-0.019559		
YDR069C		-0.010689	-0.012939	-0.0165534119420667
YDR162C		-0.007924	-0.020299	
YDR168W		-0.014754		
YDR207C		-0.013853	-0.019911	
YDR224C		-0.031029	-0.009493	
YDR228C		-0.008086	-0.043677	
YDR254W		-0.030474	-0.041351	
YDR336W		-0.018637		
YDR348C		-0.027426		
YDR389W		-0.028159	-0.037018	
YDR404C		-0.06178	-0.072534	
YDR426C		-0.010431	-0.03348	
YDR432W		-0.012378	-0.018096	
YDR438W		-0.015024		
YDR439W		-0.015304	-0.029857	
YDR454C		-0.031456	-0.04449	
YDR468C		-0.011736	-0.02162	
YDR484W		-0.032909	-0.020922	
YDR505C		-0.027813		
YDR523C		-0.011123		
YDR525W		-0.010258	-0.013631	
YDR531W		-0.022378	-0.031366	
YEL009C		-0.016348		
YEL015W		-0.016692	-0.01488	
YEL039C		-0.013133	-0.017614	
YER017C		-0.006807		
YER020W		-0.006396		
YER040W		-0.040604		
YER049W		-0.048087		
YER075C		-0.013168		
YER088C		-0.037869		
YER094C		-0.009963		
YER095W		-0.015696		
YER125W		-0.013984		
YER148W		-0.011899		
YER165W		-0.06648	-0.028103	
YER173W		-0.034918		
YER188W		-0.017337	-0.01703	
YFL021W		-0.057541	-0.042776	-0.0372162637953269
YFL025C		-0.018583	-0.037284	
YFL034C-B		-0.0400605	-0.0312	
YFL037W		-0.011623	-0.033149	
YFR037C		-0.065061		
YFR043C		-0.014403	-0.029485	
YFR055W		-0.021964		-0.0201382152698384
YGL027C		-0.026184	-0.033469	
YGL031C		-0.009336	-0.018233	
YGL143C		-0.026997		
YGL173C		-0.023241	-0.020786	
YGL194C		-0.00813	-0.031358	
YGL228W		-0.025724		
YGL249W		-0.01416	-0.04918	
YGR068C		-0.021566		
YGR081C		-0.015562	-0.030586	
YGR132C		-0.027274	-0.051175	
YGR140W		-0.027352		
YGR148C		-0.010776	-0.022255	
YGR162W		-0.008533		-0.0106971848905286
YGR202C		-0.020144	-0.017012	
YGR209C		-0.012363	-0.062202	
YGR250C		-0.008012	-0.014328	
YGR255C		-0.012224		
YGR260W		-0.011481		
YHL016C		-0.020705		
YHL035C		-0.024121	-0.029067	-0.0218064694518617
YHR001W-A		-0.024424	-0.041114	
YHR007C		-0.035729	-0.025131	
YHR009C		-0.01126		
YHR010W		-0.013491		
YHR029C		-0.019217	-0.022646	
YHR038W		-0.037053		-0.0182456202741863
YHR049C-A		-0.010442	-0.015422	
YHR058C		-0.012675		
YHR070W		-0.0205	-0.032304	
YHR078W		-0.013612		
YHR080C		-0.028802	-0.012764	
YHR092C		-0.030449	-0.028888	
YHR101C		-0.012616		
YHR139C-A		-0.013091		
YHR172W		-0.01746	-0.032578	
YIL038C		-0.011591	-0.044268	
YIL052C		-0.028763	-0.018476	
YIL102C		-0.043883	-0.028608	-0.0212087232400447
YIL108W		-0.011531	-0.017996	
YIL134W		-0.013234		
YIL142W		-0.018717	-0.017629	
YIR023W		-0.016721	-0.017721	
YJL009W		-0.015281	-0.033797	
YJL014W		-0.009677	-0.02537	
YJL026W		-0.032778	-0.031067	-0.0226585447434326
YJL029C		-0.038325		
YJL036W		-0.026923	-0.064267	
YJL097W		-0.015865		
YJL111W		-0.019552	-0.022918	
YJL164C		-0.047528	-0.058028	
YJL183W		-0.014597		
YJL189W		-0.010627		
YJL193W		-0.005407	-0.015921	
YJL194W		-0.011225		
YJL199C		-0.009869	-0.010897	
YJR001W		-0.023584	-0.024021	
YJR006W		-0.025085		
YJR039W		-0.010346		
YJR042W		-0.013503		
YJR044C		-0.049971	-0.021205	
YJR061W		-0.013478	-0.020269	
YJR094W-A		-0.011689		
YJR104C		-0.013644	-0.036336	
YKL054C		-0.047782	-0.016988	
YKL060C		-0.021394		
YKL095W		-0.031215	-0.021541	
YKL108W		-0.014048		
YKL109W		-0.012694	-0.023079	
YKL110C		-0.008607	-0.013231	
YKL139W		-0.007634		
YKL160W		-0.034153	-0.028857	
YKL166C		-0.013811	-0.030505	
YKL179C		-0.007783	-0.01432	
YKL180W		-0.011136		
YKL189W		-0.014462		
YKR019C		-0.064556	-0.023425	
YKR025W		-0.011798	-0.027198	
YKR042W		-0.010679	-0.025393	
YLL019C		-0.0119		
YLL024C		-0.018259	-0.018742	
YLL026W		-0.013443	-0.017414	
YLL039C		-0.053123	-0.058068	
YLR005W		-0.00899	-0.022607	
YLR026C		-0.022014	-0.01517	
YLR033W		-0.053226		
YLR046C		-0.009281		
YLR071C		-0.020708		
YLR076C		-0.022818		
YLR110C		-0.019337	-0.022707	
YLR111W		-0.009424	-0.01526	
YLR136C		-0.017466		
YLR207W		-0.00948	-0.029099	
YLR214W		-0.010573	-0.025478	
YLR223C		-0.020732		
YLR236C		-0.012998		
YLR310C		-0.030251	-0.032235	
YLR321C		-0.039886		
YLR357W		-0.017407		
YLR402W		-0.011838	-0.052672	
YLR406C		-0.015454	-0.027683	
YLR418C		-0.064526	-0.077831	
YLR422W		-0.011537	-0.024938	
YLR428C		-0.010872	-0.025144	
YLR450W		-0.01683		
YML001W		-0.027644		
YML009W-B		-0.030253		
YML025C		-0.010176		
YML031W		-0.031089	-0.031168	
YML034C-A		-0.010239		
YML034W		-0.014944		
YML048W		-0.012118		
YML065W		-0.009493	-0.019928	-0.0186286077421074
YML073C		-0.009585		
YML093W		-0.013572	-0.021683	
YML097C		-0.043968	-0.023549	
YML115C		-0.0396	-0.051316	
YML117W		-0.02568	-0.017614	
YML127W		-0.044668		
YMR007W		-0.020742		
YMR036C		-0.057615		
YMR070W		-0.014736		
YMR078C		-0.016478	-0.024758	
YMR125W		-0.016463		
YMR142C		-0.012161		
YMR143W		-0.007886		
YMR146C		-0.019504		
YMR165C		-0.011447		
YMR171C		-0.023088		
YMR180C		-0.011791		
YMR197C		-0.01669		
YMR216C		-0.016132		
YMR309C		-0.014899		
YNL005C		-0.028466	-0.070043	
YNL016W		-0.021398	-0.068426	
YNL023C		-0.0316		
YNL037C		-0.016181	-0.012898	
YNL043C		-0.036502	-0.056412	
YNL069C		-0.013246		
YNL074C		-0.0181	-0.033841	
YNL103W		-0.007436		
YNL111C		-0.012984	-0.017796	
YNL126W		-0.01631	-0.010147	
YNL165W		-0.008255		
YNL179C		-0.018307	-0.020542	
YNL180C		-0.018388	-0.014145	
YNL197C		-0.057307	-0.034246	
YNL199C		-0.02722	-0.042378	
YNL201C		-0.011539		
YNL202W		-0.014306		
YNL224C		-0.017736		
YNL227C		-0.096214	-0.07369	
YNL235C		-0.033493		
YNL236W		-0.038832		
YNL241C		-0.010003		
YNL256W		-0.007893	-0.019555	
YNL258C		-0.012538	-0.011817	
YNL307C		-0.020758		
YNL321W		-0.009447		
YNR003C		-0.027806	-0.024341	
YNR022C		-0.01117	-0.021222	
YNR025C		-0.010098	-0.017869	
YNR032W		-0.014357		
YOL004W		-0.01023		
YOL005C		-0.008611		
YOL006C		-0.008169	-0.021022	
YOL012C		-0.011794		
YOL021C		-0.011771	-0.022174	
YOL026C		-0.012912		
YOL036W		-0.030101	-0.023128	
YOL040C		-0.027974		
YOL050C		-0.016828	-0.010618	
YOL089C		-0.008448	-0.027528	
YOL116W		-0.013778		
YOL139C		-0.012791	-0.020483	
YOL148C		-0.025782		
YOR026W		-0.016093	-0.038264	
YOR070C		-0.009645		
YOR072W		-0.016073	-0.017447	
YOR113W		-0.017845	-0.022407	
YOR140W		-0.057152	-0.039524	
YOR199W		-0.007391	-0.0116	
YOR232W		-0.013251		
YOR233W		-0.018348	-0.021225	
YOR252W		-0.011792	-0.022351	
YOR302W		-0.02316	-0.020991	
YOR332W		-0.025482		
YOR334W		-0.025349	-0.049312	
YOR344C		-0.006268	-0.023276	
YOR353C		-0.03138		
YOR383C		-0.029935		
YPL017C		-0.005667		
YPL037C		-0.037909		
YPL038W		-0.02355		
YPL053C		-0.017075	-0.028468	
YPL057C		-0.014142	-0.011768	
YPL080C		-0.007261	-0.012098	
YPL131W		-0.041346		
YPL169C		-0.012384		
YPL184C		-0.01242	-0.010948	
YPL235W		-0.024189	-0.021644	
YPL236C		-0.015884		
YPL240C		-0.012219		
YPL250C		-0.048929		
YPL251W		-0.015047		
YPR021C		-0.026708	-0.040779	
YPR034W		-0.039362		
YPR043W		-0.030397		
YPR044C		-0.018299		
YPR063C		-0.010227		
YPR082C		-0.021786	-0.036019	
YPR118W		-0.006638	-0.02757	
YPR133C		-0.024616		
YPR162C		-0.02643		
YPR187W		-0.0104	-0.028544	
YAL011W			-0.028218	
YAL029C			-0.025326	
YAL046C			-0.018406	
YAL051W			-0.021318	
YBL016W			-0.019948	
YBL019W			-0.012648	
YBL031W			-0.020439	
YBL034C			-0.00953	
YBL035C			-0.011023	
YBL036C			-0.011037	
YBL039C			-0.011925	
YBL042C			-0.019768	
YBL054W			-0.015711	
YBL055C			-0.016545	
YBL056W			-0.013818	
YBL063W			-0.018458	
YBL064C			-0.023613	
YBL066C			-0.011636	
YBL069W			-0.025064	
YBL071C			-0.018035	
YBL074C			-0.009007	
YBL076C			-0.012655	
YBL078C			-0.014374	
YBL079W			-0.016358	
YBL081W			-0.015187	
YBL082C			-0.014026	
YBL097W			-0.01475	
YBR058C			-0.00925	
YBR059C			-0.021765	
YBR066C			-0.012091	
YBR071W			-0.016288	
YBR073W			-0.014539	
YBR074W			-0.020964	
YBR079C			-0.014479	
YBR107C			-0.013897	
YBR130C			-0.008251	
YBR159W			-0.013881	
YBR168W			-0.017317	
YBR169C			-0.014706	
YBR173C			-0.016783	
YBR178W			-0.019295	
YBR205W			-0.008868	
YBR207W			-0.02541	
YBR225W			-0.021305	-0.0174485427033882
YBR227C			-0.027875	
YBR253W			-0.01024	
YBR259W			-0.01279	-0.017548123712698
YBR287W			-0.008283	
YCL017C			-0.017371	
YCL022C			-0.040846	
YCL028W			-0.024557	
YCL035C			-0.010706	
YCL069W			-0.019092	
YCR013C			-0.021627	
YCR017C			-0.011359	
YCR100C			-0.012614	
YCR102W-A			-0.014954	
YDL010W			-0.017183	
YDL011C			-0.015332	
YDL020C			-0.012945	
YDL035C			-0.014233	
YDL106C			-0.018693	
YDL131W			-0.01535	
YDL133C-A			-0.013569	
YDL143W			-0.016142	
YDL149W			-0.009227	
YDL157C			-0.009934	
YDL168W			-0.026976	
YDL179W			-0.027511	
YDL182W			-0.027828	
YDL196W			-0.024302	
YDL207W			-0.025586	
YDL210W			-0.01462	
YDL214C			-0.011167	
YDR001C			-0.021491	
YDR005C			-0.026765	
YDR013W			-0.02359	
YDR020C			-0.009962	
YDR021W			-0.010086	
YDR022C			-0.013409	-0.0159736045419784
YDR098C			-0.013371	
YDR102C			-0.028528	
YDR111C			-0.023932	
YDR137W			-0.011925	
YDR141C			-0.021453	
YDR145W			-0.029182	
YDR146C			-0.01588	
YDR165W			-0.045654	
YDR197W			-0.011092	
YDR203W			-0.018624	
YDR210W			-0.011308	
YDR220C			-0.009612	
YDR221W			-0.024213	
YDR234W			-0.024141	
YDR239C			-0.01466	
YDR247W			-0.017228	
YDR249C			-0.015702	
YDR256C			-0.026369	
YDR258C			-0.019848	
YDR263C			-0.032839	
YDR267C			-0.01614	
YDR276C			-0.014701	
YDR278C			-0.014581	
YDR296W			-0.015633	
YDR298C			-0.010763	
YDR314C			-0.015335	
YDR320C			-0.013893	
YDR321W			-0.012266	
YDR323C			-0.014216	
YDR327W			-0.016441	
YDR330W			-0.013028	
YDR332W			-0.01355	
YDR350C			-0.016125	
YDR415C			-0.018214	
YDR418W			-0.021763	
YDR425W			-0.015966	
YDR427W			-0.009429	
YDR430C			-0.008277	
YDR457W			-0.011932	
YDR461W			-0.024381	
YDR470C			-0.032439	
YDR486C			-0.018655	
YDR490C			-0.024032	
YDR498C			-0.016407	
YDR515W			-0.013838	
YDR521W			-0.019754	
YEL004W			-0.011352	
YEL017C-A			-0.024053	
YEL032W			-0.019333	
YEL048C			-0.011262	
YER149C			-0.010627	
YFL009W			-0.017821	
YFL014W			-0.015722	
YFL016C			-0.017289	
YFL040W			-0.019994	
YFL042C			-0.014893	
YFL051C			-0.023074	
YFL063W			-0.018342	
YFR004W			-0.028665	
YFR006W			-0.011428	
YFR009W			-0.018838	
YFR011C			-0.010623	
YFR013W			-0.019966	
YFR015C			-0.012022	
YFR024C-A			-0.013194	
YFR027W			-0.015001	
YFR029W			-0.027341	
YFR031C			-0.015161	
YFR032C			-0.009599	
YFR035C			-0.010906	
YFR040W			-0.027809	
YFR047C			-0.018156	
YGL007W			-0.022051	
YGL014W			-0.01492	
YGL017W			-0.01838	
YGL022W			-0.017984	
YGL026C			-0.01649	
YGL033W			-0.022047	
YGL043W			-0.012585	
YGL050W			-0.037587	
YGL051W			-0.019731	
YGL055W			-0.011735	
YGL077C			-0.017186	
YGL083W			-0.009609	
YGL094C			-0.022495	
YGL096W			-0.014272	
YGL131C			-0.025311	
YGL132W			-0.014306	
YGL133W			-0.031457	
YGL157W			-0.012546	
YGL175C			-0.012937	
YGL196W			-0.034064	
YGL197W			-0.024451	
YGL199C			-0.01489	
YGL212W			-0.017345	
YGL217C			-0.012841	
YGL238W			-0.018878	-0.0198297177591066
YGL246C			-0.018145	
YGL247W			-0.01036	
YGL256W			-0.030383	
YGL260W			-0.015741	
YGR003W			-0.011198	
YGR004W			-0.014702	
YGR016W			-0.016427	
YGR018C			-0.00964	
YGR020C			-0.017473	
YGR022C			-0.007286	
YGR025W			-0.015532	
YGR035C			-0.019662	
YGR039W			-0.015259	
YGR045C			-0.020989	
YGR047C			-0.022111	
YGR064W			-0.02045	
YGR076C			-0.018458	
YGR083C			-0.011046	
YGR090W			-0.030422	
YGR115C			-0.06345	
YGR116W			-0.062431	
YGR120C			-0.015473	
YGR124W			-0.014827	
YGR130C			-0.02786	
YGR131W			-0.018362	
YGR141W			-0.014412	
YGR142W			-0.029249	
YGR145W			-0.014451	
YGR151C			-0.018579	
YGR156W			-0.026108	
YGR157W			-0.034319	
YGR163W			-0.031434	
YGR176W			-0.016627	
YGR178C			-0.016261	
YGR184C			-0.02427	
YGR187C			-0.01241	
YGR192C			-0.025513	
YGR221C			-0.009359	
YGR235C			-0.016229	
YGR236C			-0.014521	
YGR237C			-0.014874	
YGR240C			-0.024449	
YGR247W			-0.009406	
YGR251W			-0.009786	
YGR254W			-0.018802	
YGR273C			-0.013235	
YGR274C			-0.047847	
YGR282C			-0.026297	
YGR283C			-0.011456	
YGR285C			-0.01032	
YGR289C			-0.068302	
YGR291C			-0.009492	
YHR004C			-0.014487	
YHR005C			-0.019096	
YHR013C			-0.012313	
YHR014W			-0.012745	
YHR034C			-0.011993	
YHR047C			-0.008934	
YHR061C			-0.013525	
YHR067W			-0.015026	
YHR117W			-0.009316	
YHR139C			-0.011952	
YHR198C			-0.013854	
YHR209W			-0.014986	
YIL106W			-0.009628	
YIL112W			-0.027936	
YIL114C			-0.020776	
YIL122W			-0.013284	
YIL129C			-0.010657	
YIL135C			-0.028701	
YIR001C			-0.015552	
YIR013C			-0.009064	
YIR016W			-0.016302	
YIR020C			-0.0091	
YIR026C			-0.0176	
YIR035C			-0.010309	
YIR036C			-0.009871	
YJL001W			-0.020329	
YJL004C			-0.011407	
YJL165C			-0.032296	
YJL191W			-0.0233	
YJL195C			-0.009893	
YJR002W			-0.008137	
YJR003C			-0.010381	
YJR004C			-0.013757	
YJR015W			-0.01364	
YJR022W			-0.013579	
YJR024C			-0.023141	
YJR054W			-0.02893	
YJR055W			-0.010099	
YJR066W			-0.011651	
YJR067C			-0.019278	
YJR076C			-0.011802	
YJR096W			-0.032946	
YJR103W			-0.009841	
YJR113C			-0.018407	
YJR124C			-0.012981	
YJR144W			-0.010956	
YJR150C			-0.013052	
YKL007W			-0.012322	
YKL008C			-0.029949	
YKL026C			-0.015692	
YKL027W			-0.013949	
YKL033W			-0.020017	
YKL041W			-0.012426	
YKL043W			-0.010537	
YKL046C			-0.016227	
YKL052C			-0.010914	
YKL061W			-0.027618	
YKL063C			-0.014536	
YKL078W			-0.015935	
YKL103C			-0.012023	
YKL121W			-0.016444	
YKL152C			-0.012329	
YKL153W			-0.012879	
YKL162C			-0.011281	
YKL172W			-0.016236	
YKL187C			-0.013274	
YKL190W			-0.012754	
YKL191W			-0.021524	
YKL192C			-0.024737	
YKL195W			-0.009196	
YKL202W			-0.020565	
YKL204W			-0.019788	
YKL207W			-0.008798	
YKR007W			-0.017065	
YKR012C			-0.017924	
YKR014C			-0.019302	
YKR028W			-0.017275	
YKR033C			-0.011975	
YKR037C			-0.015887	
YKR040C			-0.011446	
YKR045C			-0.009907	
YKR046C			-0.008872	
YKR049C			-0.012774	
YKR051W			-0.016998	
YKR052C			-0.010885	
YKR066C			-0.019212	-0.0142756557081668
YKR067W			-0.032174	
YKR069W			-0.015887	
YKR072C			-0.035555	
YKR074W			-0.019537	
YKR080W			-0.016964	
YKR084C			-0.008345	
YKR090W			-0.0137	
YKR092C			-0.024561	
YKR103W			-0.010182	
YKR104W			-0.019435	
YLL013C			-0.016023	
YLL025W			-0.015131	
YLL044W			-0.011318	
YLR004C			-0.015949	
YLR010C			-0.015636	
YLR013W			-0.017905	
YLR025W			-0.017893	
YLR027C			-0.011826	
YLR030W			-0.014601	
YLR034C			-0.017414	
YLR041W			-0.014158	
YLR042C			-0.013416	-0.0124155573327452
YLR044C			-0.02433	
YLR045C			-0.013536	
YLR048W			-0.021878	
YLR055C			-0.016505	
YLR056W			-0.014963	
YLR058C			-0.027027	
YLR077W			-0.015811	
YLR079W			-0.01247	
YLR089C			-0.009179	
YLR092W			-0.027393	
YLR101C			-0.011539	
YLR102C			-0.013707	
YLR104W			-0.013604	
YLR126C			-0.015407	
YLR130C			-0.029201	
YLR139C			-0.033512	
YLR142W			-0.013698	
YLR153C			-0.013975	
YLR163C			-0.02282	
YLR164W			-0.017511	-0.0129613508775893
YLR168C			-0.021889	
YLR175W			-0.014553	
YLR178C			-0.01734	
YLR180W			-0.013231	
YLR199C			-0.012186	
YLR204W			-0.015169	
YLR212C			-0.012102	
YLR213C			-0.016531	
YLR216C			-0.012861	
YLR217W			-0.017275	
YLR243W			-0.018366	
YLR247C			-0.018645	
YLR266C			-0.014623	
YLR272C			-0.012432	
YLR273C			-0.010064	
YLR274W			-0.018253	
YLR305C			-0.01199	
YLR317W			-0.012041	
YLR323C			-0.013064	
YLR324W			-0.017965	
YLR326W			-0.02009	
YLR335W			-0.015268	
YLR337C			-0.016696	
YLR339C			-0.013506	
YLR340W			-0.011748	
YLR344W			-0.011393	
YLR346C			-0.010161	
YLR347C			-0.01836	
YLR353W			-0.010681	
YLR369W			-0.010838	
YLR379W			-0.016398	
YLR380W			-0.013235	
YLR384C			-0.02251	
YLR389C			-0.015763	
YLR399C			-0.026351	
YLR401C			-0.0141	
YLR403W			-0.035525	
YLR407W			-0.021528	
YLR410W			-0.009621	
YLR415C			-0.01317	
YLR417W			-0.015605	
YLR421C			-0.017173	
YLR424W			-0.022887	
YLR430W			-0.014307	
YLR435W			-0.021295	
YLR437C			-0.011959	
YLR439W			-0.017737	
YLR446W			-0.01549	
YLR455W			-0.021901	
YML021C			-0.016871	
YML043C			-0.02585	
YML066C			-0.016557	
YML068W			-0.026965	
YML094C-A			-0.011683	
YML101C-A			-0.02581	
YML102W			-0.023306	
YML106W			-0.022795	
YML107C			-0.024323	
YML108W			-0.015138	
YML109W			-0.011683	
YML111W			-0.012485	
YML113W			-0.018571	
YML119W			-0.017113	
YML121W			-0.036829	
YML122C			-0.034333	
YMR064W			-0.017472	
YMR066W			-0.029519	
YMR071C			-0.014817	
YMR079W			-0.009177	
YMR083W			-0.013499	
YMR085W			-0.015614	
YMR086W			-0.019678	
YMR087W			-0.024008	
YMR088C			-0.024971	
YMR130W			-0.019225	
YMR133W			-0.016977	
YMR135C			-0.018802	
YMR135W-A			-0.010288	
YMR156C			-0.019878	
YMR164C			-0.011493	
YMR179W			-0.00903	
YMR232W			-0.014243	
YMR251W			-0.015271	
YMR251W-A			-0.014501	
YMR264W			-0.010601	
YMR276W			-0.018242	
YMR283C			-0.009196	
YNL009W			-0.018422	
YNL020C			-0.013438	
YNL026W			-0.015462	
YNL031C			-0.030231	
YNL040W			-0.018656	
YNL049C			-0.009183	
YNL053W			-0.023279	
YNL055C			-0.010286	
YNL059C			-0.024195	
YNL095C			-0.008679	
YNL098C			-0.021241	
YNL107W			-0.03092	
YNL109W			-0.021	
YNL118C			-0.016531	
YNL127W			-0.011545	
YNL130C			-0.01676	
YNL134C			-0.015245	
YNL170W			-0.018875	
YNL189W			-0.02109	
YNL191W			-0.010242	
YNL200C			-0.009191	
YNL220W			-0.021964	
YNL284C			-0.018798	
YNL315C			-0.011173	
YNR047W			-0.021746	
YNR051C			-0.011566	
YNR070W			-0.014857	
YNR071C			-0.018011	
YNR072W			-0.041337	
YOL019W			-0.092196	
YOL063C			-0.009416	
YOL088C			-0.016343	
YOL093W			-0.014007	
YOL094C			-0.01508	
YOL103W			-0.020955	
YOL104C			-0.021776	
YOL106W			-0.018399	
YOL107W			-0.017192	
YOL108C			-0.018628	
YOL112W			-0.023064	
YOL115W			-0.020921	
YOL117W			-0.039916	
YOL118C			-0.029632	
YOL119C			-0.021313	
YOL124C			-0.017867	
YOL131W			-0.015136	
YOL151W			-0.011374	
YOR025W			-0.008438	
YOR046C			-0.017818	
YOR047C			-0.011499	
YOR053W			-0.013852	
YOR055W			-0.02937	
YOR059C			-0.010329	
YOR068C			-0.020295	
YOR087W			-0.012962	
YOR098C			-0.024007	
YOR104W			-0.011949	
YOR120W			-0.025655	
YOR123C			-0.016689	
YOR193W			-0.020607	
YOR203W			-0.021493	
YOR239W			-0.015507	
YOR250C			-0.034727	
YOR304W			-0.01537	
