orf	het | growth (relative abundance in pooled culture) | glucose limitation (glucose [2.5 g/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | nitrogen limitation (ammonium [97.6 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | phosphorus limitation (phosphorus(.) [12.3 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | grape juice [100%] | Delneri D~Oliver SG, 2008
YLR022C	-2.3056647515590374	-0.8299227018758587	-2.1269797843717795	
YLR037C	-1.9673998112998294	-1.2181053460270213	-1.1654503398961462	
YLR039C	-1.4438913894482606		-1.1668644254932756	
YLR040C	-1.4513170408220417	-0.7619674668086288	-1.5288215767860704	
YLR090W	-2.0558446231982583	-1.9335281312827528	-2.3228550203603495	
YLR146C	-1.0001424194061443		-0.7774545089872456	
YLR166C	-1.0277234102230455	-0.5154047737290814	-1.3416746622418503	
YLR169W	-1.2689907794122375	-0.5851597364830233	-0.8859977689600006	
YLR171W	-1.0339556533403262		-0.8691262649390783	
YLR177W	-0.9030785478774339			
YLR194C	-1.0179109423362636	-0.776365288302325	-0.7550729472947502	
YLR205C	-1.1448763207361816		-1.0561268947663542	
YLR208W	-1.9913342768885345	-4.114115432248284	-3.6260080404735042	
YLR244C	-1.2668691647340142	-0.924873852243769	-1.2914502427576016	
YLR246W	-1.30651683903331	-1.8015274143987363	-1.094112159599587	
YLR249W	-1.382033061486316	-1.1948330052505725	-1.3897535725442476	
YLR250W	-0.9415991143789235		-0.6191744452533896	
YLR258W	-1.5080702334645115	-0.9022841667967628	-1.2804788889867704	
YLR261C	-1.4763123137498584		-1.3565957033701805	
YLR265C	-1.7125408480782702		-1.4492914523406242	
YLR286C	-3.730726810738067	-2.996298360073905	-2.1884193654884334	
YLR293C	-1.0096896854581485	-1.7435637709715284	-1.9986880876115283	
YLR303W	-1.5833875545414344	-1.6212443478505147	-2.950172648190312	
YLR322W	-1.3630711302996965	-2.998966921816271		
YLR330W	-2.2473203479079	-3.1215345832389008	-2.1495563923535337	
YLR342W	-4.1398006408829735	-4.261258685530843	-0.7612169054064156	-5.393963803864569
YLR349W	-1.1233286716604776		-0.9442678478761923	
YLR350W	-1.5952553366477453	-0.9277906522877505	-1.0822630975270895	
YLR356W	-1.487848593562697	-0.44397420243923524	-1.4387589527206264	
YLR373C	-1.9190667769115575	-0.44931132592396744		
YLR374C	-2.9339941986065696	-1.3633868120474641	-1.0603203899854274	
YLR416C	-0.9923852657388909		-1.2185516921469683	
YLR429W	-1.3716238894712838		-1.0932832128702352	
YLR433C	-1.6821089375375067	-4.651489295670333	-4.797261007475112	-3.8218668446403847
YLR447C	-1.5074735293362616			
YLR451W	-0.9758101510652722	-0.8899343112913941	-0.6449693170079213	
YLR457C	-1.5603149949157573		-1.02594348150349	
YML009C	-0.6539877245622941		-0.7686774259705808	
YML012W	-1.221387050069605	-1.4623718348166257		
YML032C	-1.0166512336210685			
YML058W	-1.4999152770450914	-0.9098554349960342	-0.943341378002211	
YML071C	-1.2295420064890252	-0.5226036844759295	-0.8734172833027811	
YML074C	-1.466168343569604	-1.0118813769599848	-1.6809089208359465	
YML075C	-0.98807573592375	-0.7082859340842873		
YML081C-A	-2.9090652261374474	-3.442320528501468	-4.5290235981713725	-3.1449362202308104
YML085C	-1.1002561120348004	-3.6010689223845493	-2.899655659272174	
YML089C	-1.4149843894574698			
YML091C	-1.0925652588262416		-0.744394162957808	
YML099C	-1.3967517633164894	-2.256610280835263	-0.8883870860034261	
YML120C	-1.4538364582524317	-1.1320287149418633	-1.3523046850064777	
YMR033W	-6.15918001179927	-5.126617404962308		-1.6559159223746767
YMR037C	-0.7868538437860206			
YMR053C	-1.3495458367260238	-1.2638432530996682	-1.948171098693391	
YMR062C	-1.207397653285071	-1.1404067576213848		
YMR081C	-4.995341759876469	-3.920737795289847		-1.9432860485300534
YMR082C	-1.5615747036309524			
YMR089C	-1.432752912387589		-1.2766754863462157	
YMR091C	-5.385851461586923	-5.636933293508272		
YMR138W	-1.6012886783889424	-0.8324050848920131	-1.5915289587829093	
YMR161W	-1.3673143596561428			
YMR172C-A	-1.8136490475873437	-0.6972393296623998	-1.5418896781664384	
YMR174C	-2.3423952056757757	-0.8015614759162933	-2.9566091757358657	-2.3982479005161386
YMR178W	-1.0431051166401637			
YMR199W	-1.2087236624589603	-1.136248766069326		
YMR205C	-0.9930482703258355			
YMR210W	-3.371444625072711	-2.7199470708005036	-2.701683675674067	
YMR214W	-0.874701951556199	-1.3942924805985881	-1.0424736545182087	-1.9657847706232643
YMR215W	-4.194697420681998	-4.027107907532068	-4.398830200090844	-3.284233092219382
YMR230W	-3.236125388877289	-3.2022740908393263	-2.633710043867229	
YMR254C	-0.8754975570605327			
YMR275C	-1.725602038441082			-4.205150800943656
YMR277W	-1.3355564399414896	-1.509723290849773	-1.0598327742622793	
YMR291W	-1.9206579879202252	-0.9409472822733694	-1.4110136180735025	
YMR296C	-0.8377725960633768			-1.9507110402776793
YMR303C	-0.9150126304424394			
YMR305C	-0.962351157950294	-0.7123198064855385	-0.9510457064279502	
YMR316W	-2.207738974067299	-2.395251372287493		
YNL006W	-5.379486617552253	-3.9446307318203337	-5.46807395780988	-2.8521584517314182
YNL007C	-2.9813327261144242	-3.1246996215844973	-2.1359031521053886	-2.597243035619491
YNL008C	-2.7183851069321396	-3.0898221402075263	-4.975777123719612	-4.066745875447879
YNL010W	-1.303864820685531	-1.0915658717785448	-1.6940257837886288	
YNL012W	-3.010571228398687	-3.23317975939045	-4.43481624045917	-2.8404278535690435
YNL013C	-1.5573314742745061	-2.1805252413901273	-3.5878277293510124	-3.1824847188461045
YNL027W	-0.9543288024482627		-0.7662393473548404	
YNL028W	-2.7505408293989597	-2.336853311832458	-5.226655413279282	-3.8075626775556755
YNL029C	-3.141050531109413	-3.650530403981428	-4.8633329379616725	-3.5982902851809695
YNL030W	-4.528918032960842	-3.6990609919472486	-5.40809722386267	-3.339318777203444
YNL039W	-6.285349784694855	-5.013296620274854	-6.963493857560309	-4.381814143828548
YNL076W	-1.593133721969522			
YNL086W	-1.0129384079341779		-1.2791623265342706	
YNL121C	-1.2987596853660563	-0.9896019893899979	-1.4581660585019187	
YNL138W	-1.423802350463835	-0.999531521454616	-1.9842059006340313	
YNL140C	-2.2531547882730134	-1.243053295339374	-1.9912275670473631	
YNL141W	-4.880907168169807	-4.192744914284978	-6.5407797871632685	-2.8118640126931873
YNL154C	-1.0814930822242643		-0.49946478522054416	
YNL156C	-1.4885778986083362	-4.0789897125696974	-3.6401976580171125	
YNL161W	-1.2630900385884292	-3.2223813932701777	-1.8709815297190548	
YNL164C	-1.7330276898148629	-2.830164876717764	-3.013513930627243	
YNL212W	-2.4217568547330615	-4.437756117979429	-0.9752314462960933	
YNL226W	-2.4676367721496377	-0.575354323569213	-1.137851289965967	
YNL232W	-2.9467901871346034	-1.9103799096571121		
YNL245C	-2.234922162132033	-3.73666909464199	-3.4216482909021577	
YNL286W	-0.8457286511067138			
YNL287W	-4.069919957418998	-5.180981593016091	-1.9114536347403428	
YNL309W	-4.254964537635275	-3.8118853000314714	-5.437549213540812	-1.8535524115463327
YNL314W	-1.8837949328860975	-2.691275546963919		
YNL327W	-1.2414097885953363	-0.9034632987294362		
YNR002C	-1.3938345431339325		-2.2627807632685104	
YNR006W	-1.5479831095985852	-1.5306994273362786	-3.8032075942655044	
YNR008W	-3.992149519370379	-3.874937828641796	-5.6018757122417036	
YNR011C	-0.9329137542899474		-0.9658692244116507	
YNR019W	-1.9203927860854473	-1.7868813546034248	-4.899660309336202	
YNR020C	-3.3266918154539407	-3.1675207286131633	-4.555939986089144	
YNR021W	-3.43025313193471	-1.6466267141906947	-4.574956999291918	
YNR023W	-3.081512719201775	-2.644979103712637	-3.7449375153493127	
YNR024W	-5.4221178124928	-4.231470089336988	-6.030343648171892	-4.080590865341156
YNR026C	-2.7044620106062998	-3.0559996716124216	-1.2604378827653857	-4.046862067963472
YNR029C	-3.3693893108531823	-2.345914009841422	-4.186961168383017	-3.5821278028750267
YNR033W	-1.8327435796913523	-0.9508768143379875	-0.9252020731011037	
YNR035C	-1.9304704558070074	-1.9041739521167256	-3.9889404232125956	-3.206013935493712
YNR039C	-3.710438870377558	-3.8829435138688946	-5.145711203236706	-3.915987819124842
YNR043W	-2.5721262950521293	-3.138600966474963	-4.735626380069199	-3.2143730730089666
YNR045W	-5.884232009593285	-4.008552094486313	-7.4258998478216025	
YNR052C	-4.095313033098981	-2.7189541175940417	-4.955541071208968	-6.099137159876726
YNR057C	-2.3229028708196005	-3.956111753270049	-3.8261255332534625	
YNR060W	-1.8200138916220132	-1.0309957261843745	-1.8062261616849942	
YNR069C	-3.5816170791341944	-1.8733303431410058	-4.161751435496263	-3.859206587551015
YOL002C	-5.866264585287084	-5.731946503451586	-3.9157005415957586	
YOL008W	-1.7393925338495324	-1.2894117981660598	-1.1186879920462487	
YOL030W	-4.759975131511085	-4.4498577351831825	-5.7536217252853765	-2.2471459547802928
YOL031C	-2.2309441346103647	-3.0368853223880317	-3.615280494564247	-3.566004212189
YOL045W	-0.6972819240897858			
YOL051W	-1.5404248573074153	-1.7588304265208787		
YOL056W	-1.4318247059658664		-1.2905725344559351	
YOL081W	-0.984296609778165			
YOL087C	-2.0681765085154304		-1.7415683167955631	
YOL109W	-1.9875551507429496		-1.0855788844444962	
YOL113W	-1.0251376923339612		-0.9962476839637742	
YOL122C	-4.254367833507025	-4.421000032620386	-1.9567043738484813	
YOL126C	-1.1906899376940634		-1.0257971967865456	
YOL129W	-1.2941186532574434	-2.9550287424303363	-1.7203082712663085	
YOL132W	-0.9826390983108032		-1.1071314994076398	
YOL133W	-2.0911164672237184	-2.5343268807675496	-2.272386793014527	-4.038299242924469
YOL134C	-0.8428114309241569		-1.2617056836455707	
YOL135C	-2.2436738226797037	-2.3749578911304297		
YOL137W	-0.890481460725484		-0.9350031491363795	
YOL138C	-1.1228645684496161	-0.5680312936715572	-1.4361745893879416	
YOL159C	-1.0551054996638636	-1.8563880790557512	-1.4769880254154333	
YOL162W	-1.7792391095249114	-0.851022957513172	-0.6201984382720005	
YOR012W	-1.5156947862143761	-1.0754303821735405	-1.1557955485778149	
YOR039W	-5.1126272713069945	-5.855507118080678	-6.240067170697867	-4.330639067243029
YOR054C	-1.1369202656928448	-1.4723013668812437	-2.408041487194313	
YOR061W	-1.9012319535227442	-2.3819706231510662	-3.652193004806554	
YOR065W	-3.717400418540478	-1.4642336220787415	-2.058762344703368	
YOR069W	-0.7314929607761346		-1.1785672028488288	
YOR096W	-3.549925459878236		-0.9728421292526678	
YOR151C	-1.2310669170389983	-3.428729481488022	-1.7085079707661257	
YOR168W	-0.9050012611795738	-0.586649166292716		
YOR174W	-1.402851405516381	-1.5854359728424858		
YOR188W	-3.067523322417241	-4.300045920158257	-3.636052924370354	
YOR275C	-0.9677877955632409	-0.5094470544903106	-0.8940921899642583	
YOR290C	-3.5110070906245796	-3.1301608642200374	-3.271608932889504	
YOR301W	-1.0453593322357757	-1.181552256114146		
YOR315W	-1.4842683687931955	-1.2174847502729826		
YOR364W	-1.174578926231306	-1.0996336165810467	-2.121420965127892	
YOR377W	-4.156972459684843	-4.070549610314772	-5.039801068168951	
YPL001W	-2.9683378362103072	-3.6473033060604267	-3.8801533553782663	
YPL005W	-1.4210840316573616		-1.8373848063941545	
YPL010W	-1.9557972310282965	-2.338528920368362	-0.7851100758406699	
YPL013C	-5.518386078517177	-6.143587667105408	-6.295752886281375	-2.333430614623441
YPL026C	-1.931000859476563		-1.1334139868853197	
YPL043W	-1.7637248021904046	-1.1726156772559897	-1.4442690103921993	
YPL050C	-2.875981297248905	-1.8612287259372526	-0.6901225329714304	
YPL090C	-2.8421017628560286	-2.4184616534885373	-3.277606606284225	-2.855078950975115
YPL111W	-0.8656850891737504		-0.7398105751602163	
YPL112C	-1.1279034033103963	-0.510191769395157	-0.967039502147206	
YPL119C	-2.025213811281411		-2.167159319959178	
YPL128C	-0.9173331464967459	-2.04802804790288	-1.0296493609994153	
YPL159C	-0.9047360593447958	-0.8414657829009772	-1.144531625373095	
YPL165C	-2.155096409863886			
YPL183W-A	-2.16537298096153	-0.5731822384300778	-1.1476523660012425	
YPL198W	-1.0336904515055483			
YPL204W	-1.5206673206164618			
YPL205C	-0.9930482703258355		-1.061636952437927	
YPL210C	-0.9445826350201748			
YPL222W	-1.8774963893101222	-3.2432334106058756	-3.3615252722380036	
YPL225W	-3.303354053993486	-4.310161630949087	-5.060817305836632	
YPL233W	-1.7870625636508592	-4.006193830620966		
YPL234C	-2.612635875314453	-2.1876620925615713	-1.6722781225362258	
YPL237W	-0.7845996281904085			
YPL239W	-0.8465242566110475	-0.5601497275952666	-1.193244436115585	
YPL246C	-1.5540827517984768	-0.9570827718783738	-0.9267136818428626	
YPL253C	-0.837507394228599		-0.847476126831305	
YPL254W	-4.614047821924548	-4.100027908631607	-5.1792104034169775	-4.705495759009617
YPL259C	-1.0155904262819568	-1.0223694452032375		
YPL263C	-1.5229878366707683	-1.9628202508733763	-2.807496287597193	-3.5386247251704446
YPL265W	-4.061831301458271	-4.201433254841519	-5.601241811801612	-3.4904773265177766
YPL270W	-1.2741622151904064		-1.0196044771025656	
YPL273W	-1.10410153863908	-1.94842242937968	-2.256295474150641	
YPR006C	-1.0322981418729644		-0.6957301137876329	
YPR007C	-0.945709742817981			
YPR010C	-0.9757438506065778			
YPR016C	-3.069247134343297	-2.9246195504824435	-1.0109736788028452	
YPR017C	-2.938237427963016	-3.8226836661517436	-4.514785219055449	-3.307453096481545
YPR022C	-1.0364750707707162	-0.7676148881703804	-0.9739148838435936	
YPR026W	-2.5552859785437327	-3.163548915787316	-3.1720378022226727	-3.6695214340529425
YPR031W	-1.0451604308596925			
YPR033C	-2.496212269846956	-3.317022245761069	-3.1495587173855477	-2.7387034873685536
YPR040W	-2.793437226174284	-2.643427614327541	-4.07271280444943	
YPR048W	-1.4565547770589051		-0.8819505584578718	
YPR053C	-1.2526145661147023			
YPR066W	-1.1765679399921405	-1.2261110312541195	-1.1397042297139295	
YPR067W	-1.932658370943925	-0.7029488105995552	-1.236886043337335	
YPR068C	-2.0834256140151592	-1.0893317270640055	-2.0554953193582755	
YPR070W	-1.244061806943115	-0.9129584137662273	-1.1083993002878247	
YPR072W	-1.117229029460586			
YPR079W	-1.2914003344509697		-0.9545565396346161	
YPR087W	-3.4903213475119035	-3.440955217842583	-3.9595859566790828	-3.4136141482601703
YPR104C	-4.397179021534923	-3.3424666716766525	-6.918145595307541	-1.6960700528253074
YPR105C	-1.9071326943465523	-2.1809596584179545		-2.8314783530004304
YPR128C	-1.290737329864025		-0.692950704165689	-2.898092229005657
YPR142C	-1.4281118802789758		-0.6431163772599586	
YPR172W	-0.7999813346075265		-0.6555505782002339	
YPR181C	-2.9788796091427288		-2.434665305678197	
YPR197C	-2.2144353203954403	-3.7994733849506988		-3.906964216416234
YAL003W		-1.2938180280197338		
YAL004W		-1.6784632763728764	-1.5478385899888445	
YAL015C		-1.5905869176010063	-1.4403680846070148	
YAL016W		-0.9943805766960954		
YAL023C		-0.965584933708703		
YAL025C		-1.8871075688806633		
YAL034C-B		-1.7789997885271343		
YAL037W		-1.4894298096927099	-1.8558654423014653	
YAL040C		-1.5144398185804666		
YAL041W		-2.9331837718881766	-2.4784044360445763	
YAL067C		-2.5864569241067943		
YAR002W		-2.6126460649272243		
YBL011W		-1.6041779646144523		
YBL013W		-2.1427930195445786		
YBL022C		-1.6932334553189956		
YBL040C		-5.306093697030279	-2.6389762936772283	
YBL050W		-3.6073989990757434	-0.9409520609587857	
YBL059W		-0.5000760586043272	-0.9403669220910079	
YBL062W		-0.8919822772797216	-0.9853250917652577	
YBL065W		-5.330731348465612	-3.3730330033042977	
YBL091C-A		-2.196598671419728	-1.0848474608597742	
YBL096C		-1.2365370399219684		
YBR002C		-1.186517022146455	-2.148288591473349	
YBR065C		-0.827005901831877	-1.550374191749214	
YBR068C		-0.6356141712863639		
YBR078W		-2.7126240409028477	-2.159454991533439	
YBR095C		-4.243137289512915	-1.236154619752613	
YBR119W		-0.8919202177043177		
YBR129C		-0.5308576080046434	-0.612835440852465	
YBR133C		-4.480391046281882	-2.596846295197237	
YBR135W		-0.5586602977855739	-1.7187966625245497	
YBR156C		-1.331426130714475		
YBR165W		-0.6050808601876634		
YBR166C		-0.6856341890618775		
YBR187W		-0.7295103088724085		
YBR208C		-0.6886130486812628	-1.561881922815508	
YBR221C		-2.3143877455362594	-2.0740734784102166	
YCL004W		-0.9289697842204239	-1.4900561267958008	
YCL025C		-0.7783511947152486	-0.9683560645997059	
YCL032W		-2.228745531478929	-3.385515965816888	
YCL036W		-0.7787856117430756		
YCL037C		-4.6750719343238005	-3.129615234308793	
YCL057W		-1.0619013947354983	-1.9611904385014434	
YCR007C		-1.7129063407220202	-1.6306845013516975	
YCR014C		-0.8851557239852966	-2.1723768081968626	
YCR021C		-0.7561959262960696	-1.4969802700645032	
YCR067C		-0.4815202455585723	-0.7594614888030826	
YCR069W		-0.6246296264398802	-0.7102610623374448	
YDL014W		-0.5680933532469611		
YDL027C		-1.8591187003735212	-2.4848897251624456	
YDL150W		-2.1739469263973175	-1.1654015783238314	
YDL160C		-0.5829876513438882	-0.7168438745999434	
YDL172C		-4.62350042716319		
YDL173W		-3.7470951033098387	-1.209189470262526	
YDL180W		-2.5285553402549907	-0.7831596129480777	-1.9888022610456784
YDL185W		-0.7596092029432819	-0.7259135270504969	
YDL235C		-0.978245087091091	-1.6394128227960474	
YDL240W		-0.713933355446039	-1.3766367095915653	
YDR028C		-0.7579335944073777	-1.1085455850047692	
YDR052C		-4.78156616571683		
YDR057W		-1.0185217515281981		
YDR064W		-2.7380684668184316		
YDR067C		-1.2138232353241547		
YDR069C		-0.6633548014918906	-0.6309259841812576	-2.586647336538495
YDR162C		-0.4917600755002097	-0.9898111564182199	
YDR168W		-0.9156269755085934		
YDR207C		-0.8597112980697129	-0.9708916663600757	
YDR224C		-1.9256465652064623	-0.4628936059844406	
YDR228C		-0.5018137267156354	-2.1297591939937233	
YDR254W		-1.8912035008573185	-2.0163397767894877	
YDR336W		-1.156604306801793		
YDR348C		-1.702045915026344		
YDR389W		-1.7475355837973756	-1.805055883949439	
YDR404C		-3.8340405684506504	-3.5368718862820416	
YDR426C		-0.647343431037694	-1.6325374410996603	
YDR432W		-0.7681734243490151	-0.8823894126087052	
YDR438W		-0.9323830608676363		
YDR439W		-0.949759741980718	-1.4558742646031229	
YDR454C		-1.9521460039039116	-2.1694023522856596	
YDR468C		-0.7283311769397351	-1.054225193446077	
YDR484W		-2.0423185669657244	-1.0201896159703432	
YDR505C		-1.7260629707076391		
YDR523C		-0.6902886572171671		
YDR525W		-0.6366071244928257	-0.6646689922231024	
YDR531W		-1.3887691783876441	-1.529455477226163	
YEL009C		-1.0145499387023509		
YEL015W		-1.0358984326412797	-0.7255721960442935	
YEL039C		-0.8150284037789316	-0.8588863347529694	
YER017C		-0.4224395297740948		
YER020W		-0.39693304428310716		
YER040W		-2.5198669996984497		
YER049W		-2.9842588024455554		
YER075C		-0.8172004889180667		
YER088C		-2.3501340609688843		
YER094C		-0.6182995497486862		
YER095W		-0.9740870955390323		
YER125W		-0.8678411024476189		
YER148W		-0.7384468877305648		
YER165W		-4.125720572848806	-1.3703464667629555	
YER173W		-2.166996253952085		
YER188W		-1.0759268587767714	-0.8304095765211233	
YFL021W		-3.570970028313676	-2.085825017338084	-5.815438530678986
YFL025C		-1.1532530897299844	-1.818026462185177	
YFL034C-B		-2.48613762046645	-1.5213610562219053	
YFL037W		-0.7213184449190986	-1.6163973606634596	
YFR037C		-4.0376580353507245		
YFR043C		-0.8938440645418374	-1.4377349597020155	
YFR055W		-1.363076514170445		-3.1468111270758863
YGL027C		-1.6249679223747464	-1.632001063804197	
YGL031C		-0.5793881959704642	-0.8890697480158334	
YGL143C		-1.675422357178087		
YGL173C		-1.442326591961178	-1.0135580421355297	
YGL194C		-0.5045443480334054	-1.5290653846476445	
YGL228W		-1.5964205176889694		
YGL249W		-0.8787635877186989	-2.398094126442093	
YGR068C		-1.3383768031597074		
YGR081C		-0.9657711124349145	-1.4914214508206154	
YGR132C		-1.692612859564957	-2.4953734632101283	
YGR140W		-1.6974535064464584		
YGR148C		-0.6687539845520267	-1.0851887918659777	
YGR162W		-0.5295543569211623		-1.6715493399417598
YGR202C		-1.2501280869354143	-0.8295318682194569	
YGR209C		-0.7672425307179572	-3.0330673211254795	
YGR250C		-0.49722131813574966	-0.6986558081265212	
YGR255C		-0.7586162497368203		
YGR260W		-0.71250598521175		
YHL016C		-1.2849435087369816		
YHL035C		-1.4969390183165772	-1.417352622474427	-3.407493652932306
YHR001W-A		-1.5157430696639478	-2.0047832841508786	
YHR007C		-2.2173265696046176	-1.225427073843356	
YHR009C		-0.6987908190474963		
YHR010W		-0.8372457317735145		
YHR029C		-1.1925988605360336	-1.1042545666410664	
YHR038W		-2.2994934474393327		-2.8510729540767077
YHR049C-A		-0.6480260863671365	-0.7520009682389175	
YHR058C		-0.7866051182439624		
YHR070W		-1.2722212957791896	-1.5751938320574497	
YHR078W		-0.844754940397382		
YHR080C		-1.7874398907820597	-0.6223927090261667	
YHR092C		-1.8896520114722217	-1.4086243010300772	
YHR101C		-0.7829436032951345		
YHR139C-A		-0.8124219016119694		
YHR172W		-1.0835601865514464	-1.5885545028717065	
YIL038C		-0.7193325385061751	-2.158577283231773	
YIL052C		-1.785019567341309	-0.9009188100883309	
YIL102C		-2.723360347447716	-1.394971060781932	-3.314089425928615
YIL108W		-0.7156089639819432	-0.8775132553772248	
YIL134W		-0.8212964208947217		
YIL142W		-1.1615690728341022	-0.8596177583376914	
YIR023W		-1.0376981603279918	-0.8641038229906535	
YJL009W		-0.948332371746429	-1.6479948595234533	
YJL014W		-0.6005505111831814	-1.2370810896265942	
YJL026W		-2.0341887625878186	-1.5148757671040365	-3.5406395138089466
YJL029C		-2.378433227353046		
YJL036W		-1.670829948598201	-3.1337599679555512	
YJL097W		-0.9845751637822852		
YJL111W		-1.2133888182963275	-1.1175177143106934	
YJL164C		-2.9495674997947963	-2.829536518283485	
YJL183W		-0.9058836221701869		
YJL189W		-0.6595071078168511		
YJL193W		-0.3355561242086868	-0.776332992824005	
YJL194W		-0.6966187339083612		
YJL199C		-0.612465949660723	-0.5313548535144265	
YJR001W		-1.463613026324703	-1.171301728573923	
YJR006W		-1.5567644490059012		
YJR039W		-0.6420683671283656		
YJR042W		-0.8379904466783609		
YJR044C		-3.1011790425064336	-1.033989140935433	
YJR061W		-0.8364389572932643	-0.9883483092487756	
YJR094W-A		-0.7254143768957535		
YJR104C		-0.8467408468103055	-1.7718004916307422	
YKL054C		-2.9653306319473773	-0.8283615904839016	
YKL060C		-1.3277025561902431		
YKL095W		-1.9371896462315807	-1.0503730292332072	
YKL108W		-0.8718129152734662		
YKL109W		-0.7877842501766358	-1.1253683274533768	
YKL110C		-0.5341467655010481	-0.6451643632971805	
YKL139W		-0.47376279863308945		
YKL160W		-2.11952067876813	-1.4071126922883181	
YKL166C		-0.8571047959027507	-1.4874717634631163	
YKL179C		-0.483009675368265	-0.6982657155480028	
YKL180W		-0.6910954316974174		
YKL189W		-0.8975055794906653		
YKR019C		-4.006317949771774	-1.1422398314742992	
YKR025W		-0.7321788706147746	-1.3262172438180573	
YKR042W		-0.662734205737852	-1.2382026057898348	
YLL019C		-0.7385089473059687		
YLL024C		-1.1331457872991328	-0.9138893883240691	
YLL026W		-0.8342668721541291	-0.8491340202900083	
YLL039C		-3.2967908241794093	-2.8314869811760772	
YLR005W		-0.5579155828807275	-1.102352865320789	
YLR026C		-1.3661794929406381	-0.7397130520155867	
YLR033W		-3.3031829604460072		
YLR046C		-0.5759749193232516		
YLR071C		-1.2851296874631932		
YLR076C		-1.416075391565344		
YLR110C		-1.2000460095844971	-1.1072290225522696	
YLR111W		-0.584849438606004	-0.7441015935239191	
YLR136C		-1.0839325440038694		
YLR207W		-0.5883247748286204	-1.418912992788501	
YLR214W		-0.6561558907450425	-1.2423473394365931	
YLR223C		-1.2866191172728858		
YLR236C		-0.80665036109941		
YLR310C		-1.877364215542257	-1.5718292835677283	
YLR321C		-2.475308224558476		
YLR357W		-1.0802710290550417		
YLR402W		-0.734661253630929	-2.568369536965391	
YLR406C		-0.9590686782912975	-1.3498666063907374	
YLR418C		-4.004456162509658	-3.7951619348335615	
YLR422W		-0.7159813214343664	-1.2160160903865986	
YLR428C		-0.6747117037907976	-1.2260609742834485	
YLR450W		-1.0444626540470128		
YML001W		-1.7155749024643863		
YML009W-B		-1.8774883346930644		
YML025C		-0.631518239309709		
YML031W		-1.929370139730694	-1.5198006859078317	
YML034C-A		-0.6354279925601524		
YML034W		-0.9274182948353273		
YML048W		-0.7520379347440107		
YML065W		-0.5891315493088706	-0.9717206130894274	-2.910918834629479
YML073C		-0.594841030246026		
YML093W		-0.8422725573812274	-1.0572971725019096	
YML097C		-2.7286354113570446	-1.148286266441335	
YML115C		-2.4575591859929715	-2.502248844906516	
YML117W		-1.5936898963711996	-0.8588863347529694	
YML127W		-2.772077114139748		
YMR007W		-1.2872397130269244		
YMR036C		-3.5755624368935615		
YMR070W		-0.9145099031513239		
YMR078C		-1.022617683504853	-1.2072390073699337	
YMR125W		-1.021686789873795		
YMR142C		-0.7547064964863769		
YMR143W		-0.48940181163486296		
YMR146C		-1.2104099586769421		
YMR165C		-0.7103959596480187		
YMR171C		-1.4328314769243868		
YMR180C		-0.7317444535869475		
YMR197C		-1.035774313490472		
YMR216C		-1.0011450704151166		
YMR309C		-0.9246256139421536		
YNL005C		-1.7665878734463616	-3.4154068096458627	
YNL016W		-1.3279507944918585	-3.3365593472128237	
YNL023C		-1.9610825827620681		
YNL037C		-1.004185989609906	-0.6289267597163505	
YNL043C		-2.265298621391804	-2.7507378174227606	
YNL069C		-0.8220411357995682		
YNL074C		-1.1232783148099188	-1.6501403687053047	
YNL103W		-0.4614750027031246		
YNL111C		-0.805781527043756	-0.8677609409142637	
YNL126W		-1.0121916748370041	-0.49478367427832287	
YNL165W		-0.5123017949588883		
YNL179C		-1.1361246469185182	-1.0016602184907175	
YNL180C		-1.1411514725262313	-0.6897324403929119	
YNL197C		-3.5564480876691715	-1.6698888054928005	
YNL199C		-1.6892616424931486	-2.0664179115567918	
YNL201C		-0.7161054405851741		
YNL202W		-0.8878242857276627		
YNL224C		-1.1006886293629126		
YNL227C		-5.970999987907265	-3.5932402638779557	
YNL235C		-2.0785613590015806		
YNL236W		-2.4098974320828046		
YNL241C		-0.6207819327648406		
YNL256W		-0.48983622866269	-0.9535325466160052	
YNL258C		-0.7781029564136333	-0.5762155000440466	
YNL307C		-1.2882326662333863		
YNL321W		-0.586276808840293		
YNR003C		-1.7256285536798122	-1.1869054317146603	
YNR022C		-0.6932054572611487	-1.0348180876647846	
YNR025C		-0.6266775924282076	-0.8713205356932445	
YNR032W		-0.8909893240732598		
YOL004W		-0.6348694563815175		
YOL005C		-0.5343950038026636		
YOL006C		-0.506964671474156	-1.0250657732018236	
YOL012C		-0.7319306323131592		
YOL021C		-0.7305032620788703	-1.0812391045084786	
YOL026C		-0.8013132376146779		
YOL036W		-1.8680552792316774	-1.1277576444968023	
YOL040C		-1.7360545623476609		
YOL050C		-1.044338534896205	-0.517750374838596	
YOL089C		-0.5242792930118338	-1.3423085626819427	
YOL116W		-0.8550568299144232		
YOL139C		-0.7938040289908105	-0.998783285724144	
YOL148C		-1.6000199730623934		
YOR026W		-0.9987247469743658	-1.8658128030536856	
YOR070C		-0.5985646047702579		
YOR072W		-0.9974835554662885	-0.850743152176397	
YOR113W		-1.1074531230819336	-1.092600550857828	
