orf	hap alpha | expression of torsinA-delE | standard | SC - Leu + 5-FOA + Gal | Zacchi LF~Bernstein KA, 2017
YBR127C	0.23346718336227626
YBR128C	0.3129737047098163
YBR129C	0.5424496512967886
YBR130C	0.2123317956426041
YBR132C	0.16659265289923694
YBR133C	0.19979093188386626
YBR134W	0.33409644674889044
YBR137W	-0.2669409805923778
YBR138C	-0.2765596829763548
YBR139W	0.12575570312069717
YBR141C	-0.18470796213634322
YBR146W	0.008916023699059543
YBR147W	0.6878166457738338
YBR148W	0.5731526644971224
YBR149W	-0.07475469403581232
YBR151W	-0.3063321190787622
YBR156C	0.46551304705173485
YBR157C	0.9774211882637247
YBR158W	-0.23263647221075626
YBR159W	-0.7142653258185684
YBR161W	0.5767620215527205
YBR162C	-0.412895071322236
YBR163W	-1.5601348380967721
YBR164C	-0.09155382665904127
YBR165W	-0.07930248397773532
YBR166C	-0.06464913656033663
YBR170C	0.09438291332932032
YBR171W	0.008184802485031513
YBR172C	0.95633150006975
YBR175W	-0.28850264098718803
YBR176W	0.18612922509860633
YBR178W	0.049502774670663684
YBR180W	-0.27674983166477424
YBR181C	0.34282190703160376
YBR182C	1.2450591518184477
YBR184W	-1.8192437494540519
YBR185C	0.06827797560267065
YBR187W	1.1347684697371272
YBR188C	0.2081785313723663
YBR194W	1.4297199723727936
YBR197C	0.14023479706940184
YBR199W	-0.3766930754718718
YBR200W	0.05147373833003792
YBR201W	-1.073104359227826
YBR203W	-0.9543614384405514
YBR204C	0.674543791352687
YBR206W	0.017594636234447392
YBR207W	-0.23519549297769374
YBR208C	-0.035149413505220065
YBR209W	-0.6300542659684936
YBR222C	-0.6497536498821368
YBR224W	0.265215274734555
YBR225W	0.2045570767944065
YBR226C	-0.24846571812592586
YBR227C	-0.5301366672141292
YBR228W	0.2600042284555227
YBR229C	0.1623755919360413
YBR230C	-0.7909760585980474
YBR231C	-0.40450002093888066
YBR232C	0.10653698966594013
YBR233W	1.0158368820924397
YBR239C	0.5519979980551072
YBR240C	-0.042044904386101145
YBR241C	-0.24813612188870984
YBR242W	-0.2108256228973071
YBR244W	0.44038324667069384
YBR245C	0.5533194234224513
YBR246W	-0.1370624321515512
YBR248C	-0.39631979686264407
YBR250W	0.1681378471181564
YBR255W	0.3220599019285293
YBR259W	-0.2972686952256441
YBR260C	-0.0341138794160358
YBR261C	1.0220669748504232
YBR262C	-0.32044950696958535
YBR263W	0.08577405262857071
YBR266C	0.17939904057182576
YBR267W	-0.8101220069665943
YBR271W	-0.4033833867357689
YBR273C	-0.862929679820319
YBR274W	-0.9786668965081579
YBR277C	0.35808273643459065
YBR278W	-0.3979386872799797
YBR279W	-0.2677486060162579
YBR281C	0.08327459879160028
YBR282W	-0.06528785707471976
YBR283C	-0.19929081279778785
YBR284W	-0.37476801112168245
YBR286W	0.2182254065321225
YBR290W	0.16057604556862787
YBR291C	0.03172156215878763
YBR293W	0.054245271747101344
YBR295W	0.12680256195345466
YBR296C	-0.0014872151252322307
YBR297W	0.12470353796770267
YBR298C	0.20723494807231146
YBR300C	0.04860549502684813
YCL001W	-0.22260661610990895
YCL001W-A	0.27154630708178235
YCL002C	-0.21561322479845704
YCL004W	-0.21422954746987166
YCL005W	0.0003134042487400898
YCL007C	-0.023136132140337513
YCL008C	0.5348242142036422
YCL009C	0.3724403508034836
YCL011C	-0.01523208987738431
YCL014W	-0.17691020419167164
YCL016C	-0.06421335708874558
YCL022C	0.37117775677770093
YCL023C	-0.07286123069082162
YCL024W	0.19127058490248194
YCL025C	-0.37923732253227743
YCL026C-A	0.10073487450143763
YCL027W	0.39850497203967616
YCL028W	0.11704810197912482
YCL029C	0.10794690675658015
YCL030C	-0.38399377256171535
YCL032W	0.0960997406342333
YCL033C	0.25502586206565514
YCL034W	-0.276302944895771
YCL036W	0.23215058251888035
YCL038C	0.03474727026097516
YCL039W	-0.2704606690079118
YCL040W	-0.20177053648722387
YCL042W	0.019834832556251406
YCL044C	-0.008852449526982034
YCL045C	0.004215109218733636
YCL046W	-0.2689683176722601
YCL047C	0.13890005092801344
YCL050C	0.025688724753073953
YCL051W	0.5015853013692361
YCL056C	-0.2318634124493168
YCL057W	0.3583806690098615
YCL058C	0.43786230974715223
YCL061C	-0.07375688125853667
YCL063W	-0.4110994649602796
YCL064C	-0.15055862478319476
YCL069W	0.44458931241307054
YCL076W	0.04168659193153055
YCR001W	0.6155897365987715
YCR002C	0.14269309923928813
YCR004C	-0.016182417628787502
YCR005C	-0.20140802963482532
YCR007C	0.2996281952642463
YCR008W	0.3756557528694224
YCR009C	0.4254930349698673
YCR010C	0.39008856450307183
YCR011C	0.24473228258332438
YCR015C	-0.5530397240741518
YCR016W	-0.2403627316096814
YCR020C	0.7381679353058257
YCR022C	-0.011663854794067154
YCR023C	0.018990512091739832
YCR024C	0.09387184021099837
YCR024C-A	0.3088492337163694
YCR025C	0.16151543940195667
YCR026C	0.12542119704262764
YCR027C	-0.06540775195171726
YCR028C	0.19730161670474883
YCR031C	-0.22470998230817915
YCR034W	0.2442828984235566
YCR036W	0.038106274502583096
YCR037C	0.2066564472561847
YCR043C	0.14111221081714767
YCR045C	-0.5564944151006247
YCR049C	-0.022836613695834836
YCR050C	-0.6750650293573957
YCR059C	-0.2080379333415372
YCR061W	0.43407201508089555
YCR063W	0.7496769431643704
YCR065W	0.0009999087230893888
YCR066W	-0.1628240836782436
YCR068W	0.02031706350836473
YCR071C	-0.07486156690326748
YCR090C	-0.1646940397404946
YCR091W	-0.0725409763333226
YCR092C	0.11553654884098083
YCR098C	0.05230371250400582
YCR099C	-0.39779863015538464
YCR100C	0.1170385753688348
YCR101C	0.1271408410079939
YCR102C	-0.4288591208601227
YCR106W	0.3663968263252019
YDL001W	0.6796276798637514
YDL006W	0.017047649238755014
YDL010W	0.13340988128843814
YDL011C	-0.1372825273581801
YDL012C	-0.04575597410611815
YDL013W	-0.6224144800236772
YDL018C	-0.2704812451496646
YDL019C	0.30481206991099447
YDL020C	0.06636197774752368
YDL021W	0.4867088136208893
YDL022W	0.6471012404647983
YDL023C	-0.04968593672952673
YDL025C	0.10341254549698017
YDL026W	0.5055050784778212
YDL032W	0.1647002022668016
YDL033C	-0.10028430554005126
YDL034W	-0.015108647530205346
YDL035C	-0.07322354792639219
YDL036C	0.8018594131728435
YDL037C	-0.14154479438995582
YDL039C	0.1985223400262133
YDL042C	-0.5314020527438454
YDL044C	-0.8079558624126504
YDL045W-A	0.37893884911959447
YDL046W	0.41625487289353197
YDL048C	-0.14515406107522374
YDL049C	-1.2250586212535974
YDL050C	-0.324957137947821
YDL051W	-0.6330551202722647
YDL052C	0.04429123514192783
YDL053C	-0.02347827086774076
YDL056W	-0.310507134652511
YDL057W	0.13958608411241769
YDL059C	0.07245123337983085
YDL062W	0.19606359564070033
YDL063C	0.5240341714712041
YDL065C	-0.29797299382152037
YDL066W	-0.22896800526408448
YDL067C	0.07947233852915353
YDL068W	-0.14363994612360143
YDL069C	-0.0789553836406727
YDL070W	0.02117560222454961
YDL096C	-0.022616695785190412
YDL099W	-0.0007522390266126807
YDL101C	-1.1026605000776162
YDL104C	-0.6798915134541372
YDL106C	0.09765067637998759
YDL107W	-0.09865070107918726
YDL109C	-0.16931446198588077
YDL110C	0.3121924427308931
YDL112W	-0.021199521829665134
YDL113C	0.13639504364609129
YDL114W	0.18178653275738235
YDL115C	0.038360680603195585
YDL116W	0.16270072058654794
YDL118W	-0.30637990210846805
YDL119C	0.14102577358374818
YDL121C	0.003473472996526002
YDL122W	-0.23546025865395157
YDL123W	-0.16878429449194848
YDL124W	0.599413163785145
YDL125C	-0.05442014591575359
YDL127W	-1.58238094627408
YDL128W	-0.4169222015693945
YDL130W	0.08452027472345053
YDL130W-A	0.003970165611320056
YDL131W	-1.5114954111588543
YDL167C	0.08847196199514584
YDL169C	-0.18574809426292485
YDL170W	-0.9223263177008453
YDL171C	0.06840035051451203
YDL172C	0.16247374032853304
YDL173W	0.1508925071435341
YDL174C	0.580049452351656
YDL175C	-0.3368055551175743
YDL176W	-2.457069153390728
YDL177C	-0.3182308443636773
YDL180W	0.03491995844496092
YDL181W	0.06765255297060176
YDL182W	0.05632041450017006
YDL183C	-0.5038136381939797
YDL184C	0.037119117512789
YDL185W	0.3319262947089162
YDL186W	-0.2744911279782263
YDL188C	0.48995440205408647
YDL189W	-0.06573028999408545
YDL190C	-0.03634202918032217
YDL191W	0.3466655393016557
YDL197C	-0.15461090852650172
YDL199C	-0.27120189392540456
YDL200C	0.07225810404137031
YDL201W	-0.12272277198818407
YDL202W	0.17299526320101638
YDL203C	-0.045276438671767096
YDL204W	0.8871357899166215
YDL206W	0.5833006172657448
YDL210W	0.4400551855392851
YDL211C	-0.25183701241994505
YDL213C	-1.0960821991599892
YDL214C	0.09570048994390803
YDL216C	0.6208254007316346
YDL219W	0.3672296180105067
YDL222C	0.4849302139024452
YDL224C	0.47203993898624047
YDL225W	-0.21485929771468584
YDL226C	0.08772918805279967
YDL227C	0.3556589567809844
YDL229W	0.5690696236867869
YDL230W	0.056917613271592365
YDL232W	-0.10823619882674183
YDL233W	-0.13342207053429286
YDL234C	0.020711171207971318
YDL236W	0.03175816554569746
YDL237W	0.10554648894582881
YDL238C	-0.18933795587973534
YDL239C	-0.010051688213353114
YDL240W	0.2932392923499725
YDL241W	0.5394316467000937
YDL242W	0.5014907307439362
YDL243C	0.06919091427013517
YDR001C	-0.020642344154726513
YDR003W	-0.0034012101469247705
YDR004W	0.4332390580118696
YDR005C	0.22791879415687005
YDR006C	0.23092041937567498
YDR008C	0.4971653545526216
YDR009W	0.7278447823020882
YDR010C	0.28149116026014837
YDR011W	-0.12122959747998018
YDR017C	0.0030742490618682426
YDR018C	0.2359120334735412
YDR019C	-0.2783649018437688
YDR020C	0.3233440582264522
YDR022C	-0.13786241004246028
YDR024W	-0.5050531213335698
YDR025W	-0.38617665614030144
YDR026C	-0.5650397266410508
YDR027C	-1.2249564508201656
YDR028C	-0.6959156005574538
YDR029W	-0.6332027836423947
YDR031W	0.08951233414713437
YDR032C	-0.04780479737503716
YDR033W	0.06718001820143157
YDR034C	-0.6836480126449821
YDR035W	-0.6336684991227058
YDR036C	0.1707343359768977
YDR042C	-0.4562451239976669
YDR043C	0.37488321233233945
YDR046C	-0.11149720535769948
YDR049W	0.22938577863013382
YDR051C	0.14305141393972393
YDR055W	0.38023778374103817
YDR057W	0.22306036941123686
YDR059C	-0.11249303705878548
YDR061W	-0.07390901605689071
YDR063W	0.014777290104370821
YDR065W	0.13742115862838644
YDR066C	-1.8446449030445173
YDR067C	1.292813611398397
YDR068W	-0.4442842213373754
YDR069C	0.39273567007316507
YDR070C	-0.4238971778056546
YDR072C	0.02080513287096564
YDR075W	0.39454403049527226
YDR076W	-1.5472131594885987
YDR078C	0.29406851976278087
YDR079W	1.5855537052614415
YDR080W	0.07856382969404901
YDR083W	1.4616661472049528
YDR084C	-0.7187205238688684
YDR092W	-0.35526828765221613
YDR094W	-0.4995739275247533
YDR095C	-0.35580781219030827
YDR096W	0.5994139557972964
YDR097C	0.7231929939955388
YDR098C	0.2733187076592076
YDR099W	0.5196527835290998
YDR100W	-0.9014844583496829
YDR102C	-1.3165144408755898
YDR103W	0.3510539343139952
YDR104C	-0.5190841742866036
YDR108W	-0.4914854798251095
YDR109C	0.05000327919944551
YDR110W	-0.2521459859076426
YDR111C	-1.487805493794888
YDR112W	-0.46177004706121555
YDR116C	-0.08468516620564706
YDR117C	0.3083200347221541
YDR119W	-0.3801478215748095
YDR122W	-0.06296117276489621
YDR123C	0.48270735227185513
YDR127W	0.4558321416707051
YDR173C	-0.12862578794227933
YDR192C	0.10606959950783813
YDR193W	0.08161902033380852
YDR195W	-0.3089738934680251
YDR198C	0.47098431696601045
YDR199W	0.4394127503625472
YDR200C	0.30450144745241253
YDR203W	-0.1678986658443787
YDR204W	-0.026642981944449036
YDR206W	0.09521897486760846
YDR207C	-0.061915860752459285
YDR209C	-0.33821123809746867
YDR213W	-0.6962789410470221
YDR214W	0.2113408525651466
YDR215C	-0.07947504994929583
YDR216W	0.2915293300210275
YDR217C	-0.01020236942971047
YDR219C	0.8139485888800825
YDR220C	-0.08983634758972726
YDR221W	1.4916517075816766
YDR222W	0.6016635152081427
YDR225W	0.33407742838680693
YDR227W	0.07105463281179225
YDR234W	-0.3638061030200107
YDR242W	0.038439006842779906
YDR244W	0.25397414987957057
YDR245W	-0.6103498366486646
YDR247W	-0.42988016453490424
YDR248C	-0.02841392843441232
YDR249C	-0.04504477281129858
YDR250C	-0.15743584896146282
YDR251W	0.05003232356470561
YDR253C	-0.7685840062423885
YDR254W	-0.29528215806779884
YDR255C	0.113692133386406
YDR256C	0.22858839850860221
YDR258C	0.6000081874312663
YDR259C	-0.2931190586447806
YDR260C	0.7489631195460775
YDR261C	0.8930569230190845
YDR262W	0.08009194429168555
YDR264C	-0.0735585271970578
YDR265W	-0.8451080191215659
YDR266C	-0.007837080725891158
YDR268W	0.27016587623570976
YDR269C	-0.058386346173436875
YDR270W	-0.019841635246848642
YDR271C	0.2807285774361368
YDR272W	0.21972086573915117
YDR273W	0.13698197732904333
YDR274C	0.39251383771052767
YDR275W	0.30267357150815394
YDR276C	0.5109286129561538
YDR277C	-0.025203699796935267
YDR279W	-0.03181105144146974
YDR281C	-0.02453232603799959
YDR282C	0.7663090538841456
YDR283C	0.16412552541709222
YDR284C	-0.6007787351348003
YDR285W	-0.6379962499865951
YDR286C	0.2583183299184177
YDR287W	0.3499760437570908
YDR289C	0.14098070779014638
YDR290W	-0.026093454925843473
YDR291W	0.9474363577105557
YDR293C	0.18560641963079594
YDR295C	0.12830597323407972
YDR296W	-0.6191128507445669
YDR297W	-0.285846006180788
YDR298C	-0.021155266608042667
YDR300C	-0.011330508586633046
YDR304C	0.17633106259023848
YDR305C	0.4102514501633724
YDR306C	0.3351204143613902
YDR307W	0.33625573690650434
YDR309C	0.11504651636917174
YDR310C	0.3849191310567957
YDR313C	-0.002845841215214562
YDR314C	-0.3387635768704404
YDR315C	-0.20926928284888763
YDR316W	-0.2784095946556911
YDR317W	0.20919964313835426
YDR318W	1.007463265327709
YDR319C	0.20844941830166155
YDR320C	-0.1476374872604531
YDR321W	0.1017944169128563
YDR322W	-0.5367024507779035
YDR323C	0.3752365834064163
YDR330W	-0.13515808486921746
YDR332W	0.060485902498807476
YDR333C	0.1764555571873734
YDR334W	0.2897990311564477
YDR335W	0.51279368658058
YDR336W	0.07287926658064241
YDR337W	0.027629433765535324
YDR340W	-0.16843347147370547
YDR344C	-0.150630637745413
YDR345C	-0.716673998035502
YDR346C	-0.6730544800107451
YDR348C	-0.6831808095308861
YDR351W	-0.8002185807563257
YDR354W	-0.5781945304334932
YDR357C	-0.3456781692493711
YDR358W	-0.05719865099141204
YDR360W	-1.2939728000523172
YDR363W	0.2740367931283628
YDR363W-A	0.04379309930656212
YDR364C	1.6224627949335721
YDR368W	-0.23146835829568763
YDR369C	0.30507467936625077
YDR370C	0.1693729699841869
YDR371W	-0.03030877685818945
YDR372C	-0.21743220134075325
YDR374C	0.6116591884860652
YDR378C	0.6997775267278139
YDR379W	-0.6629210916903622
YDR383C	0.42321962422813164
YDR384C	0.25315376902909464
YDR385W	0.265752768227274
YDR386W	0.209442297316594
YDR387C	0.22624868928112055
YDR389W	-1.4205173311839363
YDR391C	0.11071522346200792
YDR393W	0.021604320828783486
YDR399W	0.46714366533545665
YDR400W	0.28066020972364963
YDR402C	-0.9008078668837082
YDR405W	1.2135872286298042
YDR406W	-0.5398653685670922
YDR408C	0.8086103454241249
YDR409W	0.5835031301971967
YDR411C	-0.0046023944622462926
YDR415C	-0.09518213521379436
YDR418W	-0.5402758221303389
YDR419W	0.2764167544252872
YDR420W	0.20679589237863005
YDR421W	0.25379328965532133
YDR422C	-0.31362580516627153
YDR423C	-0.2708684173815614
YDR424C	0.0016923757335751543
YDR425W	-0.4542368571649476
YDR428C	0.2601391691422782
YDR432W	0.7203623537355243
YDR433W	0.6920829859987851
YDR435C	0.3451965226392438
YDR436W	-0.6665492307012799
YDR439W	0.5286833429357979
YDR440W	0.6944254187314135
YDR441C	0.45000563454916437
YDR442W	-0.08849961355433297
YDR443C	0.7097322655414957
YDR446W	-0.0019051849162476434
YDR447C	0.006971453162323915
YDR448W	-0.31701452642127287
YDR451C	0.38101794723689253
YDR452W	0.4072667047228767
YDR453C	-0.3232008725822615
YDR456W	0.1592671306373004
YDR457W	-0.29888411796437275
YDR458C	1.0636874259444424
YDR459C	-0.17010822441224419
YDR462W	-0.2809195874745266
YDR463W	-0.4103519526104005
YDR465C	0.1332250337039746
YDR466W	0.5239714355727821
YDR467C	0.8992823077193919
YDR469W	0.36046507831618485
YDR470C	-0.03211085109300452
YDR475C	-0.3650183759352329
YDR476C	-0.17061741185778967
YDR479C	0.4835276762395026
YDR480W	-0.8215455375815776
YDR481C	0.16362836633560665
YDR482C	0.009340528671019076
YDR483W	0.0012736690230283085
YDR485C	0.8497758028506242
YDR486C	0.18532401796250472
YDR490C	0.352625877703256
YDR491C	0.4722830930083016
YDR492W	-0.24016877609549495
YDR494W	0.4076319828893426
YDR496C	-0.7533310146648757
YDR497C	-0.1197499591265076
YDR501W	0.5967388041536104
YDR503C	0.11296881298940116
YDR504C	0.2502900271337765
YDR507C	0.07379580099160904
YDR508C	0.8561457453190565
YDR509W	0.617950060697622
YDR511W	0.04760459639042336
YDR512C	-0.4640401934099148
YDR513W	-0.294744828673476
YDR514C	0.035946048582905496
YDR516C	0.7835560480120761
YDR517W	0.6618577685097334
YDR518W	0.648855108120481
YDR519W	-0.138399852493394
YDR521W	-0.04867778970172162
YDR522C	0.015720666307867802
YDR523C	0.3775086574825742
YDR524C	0.024481892396850204
YDR525W	-0.23546837104713145
YDR525W-A	0.15247780477997613
YDR529C	-0.39909638469129316
YDR530C	0.3494032816455734
YDR533C	-0.5741178627443899
YDR534C	-0.308981238245633
YDR535C	0.2284504524891572
YDR536W	0.198316881446104
YDR539W	0.07505757997739337
YDR540C	-0.18364923571172737
YEL001C	-0.7623444935011564
YEL003W	-1.3232135577367021
YEL004W	0.4815462147800628
YEL005C	0.22521601511804334
YEL009C	-0.3677064050508343
YEL011W	-0.7546012973263098
YEL012W	-0.26692906298710894
YEL013W	0.7552752178688874
YEL014C	0.2882074161866311
YEL015W	-0.23596499217189487
YEL017C-A	-0.3756586511807373
YEL017W	0.4196448771493486
YEL020C	0.025955839683805902
YEL024W	0.6036911507635946
YEL027W	-0.008925408675873967
YEL029C	1.0418619474626558
YEL043W	0.003510361358285154
YEL045C	-0.8990065294302484
YEL046C	-0.2662203631429306
YEL047C	0.53270294324485
YEL048C	1.4422746494409449
YEL049W	0.04778025885690369
YEL050C	-0.1941940846864609
YEL051W	0.25861234317661486
YEL052W	-0.027186849666944433
YEL053C	-0.21022517009620229
YEL056W	-0.10975946457291295
YEL057C	0.5536887089539634
YEL059W	0.3328430778538003
YEL060C	0.011853242251196185
YEL061C	0.3200661419467408
YEL062W	0.30607959125873646
YEL063C	0.034165305548234624
YEL064C	-0.15625401281721074
YEL065W	-0.1294289604251143
YEL066W	0.21640346352099105
YEL067C	-0.2703185968883968
YEL071W	0.31833267428309897
YEL072W	-0.292042494890871
YER002W	-0.7319013908451811
YER004W	0.19631167256482882
YER005W	0.043916446810832226
YER007C-A	0.03744978957010239
YER007W	0.530673645941709
YER010C	0.21712587176870854
YER020W	0.1921136805778791
YER024W	0.4320268874186566
YER028C	0.12977169067441133
YER030W	0.0915452977911124
YER031C	-0.39045002824289143
YER032W	0.20450407326663828
YER033C	-0.6297940156516354
YER034W	0.12782996993196763
YER035W	-0.3245514680883754
YER038W-A	0.6007929819124168
YER039C	-0.08041847902234259
YER039C-A	-0.034209645558533223
YER041W	-0.09935533281832687
YER042W	-0.17666275335470413
YER044C	-0.444597623006981
YER046W-A	0.06855826047066524
YER047C	0.05601866864172502
YER048C	-0.18908249703290952
YER049W	-0.336347286993906
YER051W	-0.6445015943188701
YER052C	-0.07827095547463817
YER054C	0.6902644429452987
YER057C	-0.982239744668823
YER058W	-0.13215388503606448
YER059W	0.19253634452069435
YER061C	-0.3915855602817494
YER062C	0.03653232435828103
YER063W	0.09214596935217592
YER064C	-0.14003531603725605
YER065C	1.7407079980501217
YER066C-A	-0.49256586969288335
YER066W	0.7950368898698831
YER067C-A	-0.8070923280983502
YER067W	1.4361585298189434
YER068C-A	0.5551505410241934
YER070W	-0.02145760619758619
YER072W	-0.25716700981712864
YER077C	-0.6577136079840632
YER078C	-0.08524394689825748
YER080W	-0.10747571194606664
YER081W	-0.11594974121034989
YER083C	0.009204893914921403
YER084W	-0.36894269514963424
YER087W	0.024679880669879115
YER088C	0.2057054578843897
YER090W	0.04960689779346981
YER091C-A	-0.018553497491194122
YER092W	0.0418281417408724
YER093C-A	0.11968959015284547
YER095W	0.7172084644653449
YER096W	-0.011995908291205726
YER097W	-0.21933181248063974
YER098W	-0.00796249400228217
YER101C	-0.5704928798749785
YER103W	-1.4062800225299046
YER106W	-0.8188942561376845
YER110C	0.10452291719015823
YER111C	-0.02416587381845992
YER113C	-0.7012194453441544
YER114C	-0.15345629261913923
YER115C	-0.8317467447306472
YER116C	0.280487704459645
YER117W	0.3080684834481773
YER118C	0.18959571693516808
YER119C	0.10476897549490596
YER119C-A	-0.0627166155140301
YER121W	0.15059824330952773
YER122C	0.0919543479372956
YER123W	-0.22731257615926415
YER124C	0.6954718888901671
YER128W	-0.03129816263488951
YER129W	0.024618933150358104
YER130C	-0.07260268572963903
YER131W	-0.44634781828641806
YER132C	-0.3405626652970568
YER134C	0.4086869208635902
