orf	hap a | expression level of a gene (PHO84pr-YFP) | inorganic phosphate [50 uM] | Choi J~O'Shea EK, 2017	hap a | expression level of a gene (PHO84pr-YFP) | inorganic phosphate [1 mM] | Choi J~O'Shea EK, 2017
YAL002W	1.9619607845923974	-1.4676845323462744
YAL004W	-0.721888738149971	0.4010475666934483
YAL005C	-0.6093884105249389	0.488104832122257
YAL007C	1.6468902029937997	0.022723361637687026
YAL008W	0.2436350803383423	0.10940508385107416
YAL009W	0.2730059335657921	0.1124887209030919
YAL010C	0.3329963464873627	0.29768445139466687
YAL011W	1.734106665195029	-0.26720224276892357
YAL012W	0.28190551919448475	0.8226998611952657
YAL013W	2.0575570699032246	0.8210192267506425
YAL014C	0.8526443379534877	-0.03645195906285792
YAL015C	-0.6321482343511008	0.31075709956874936
YAL016C-B	0.24741821156373636	-0.08250861180223412
YAL016W	-1.1131509365148509	
YAL017W	-0.06284499784714705	0.3826390652271587
YAL018C	-0.3142795350807727	0.18740792703399395
YAL019W	-0.6417060228979877	-0.19045010443087207
YAL021C		2.9504790224437594
YAL022C	-0.7389254335019204	0.008116025861466356
YAL023C	2.724717780547701	0.5546667249413121
YAL024C	-0.1611240990317673	0.024792839769655607
YAL026C	2.116326652621954	-0.2930146013459265
YAL027W	-0.454384699600618	-0.03119927464006758
YAL028W	-0.8310439729614272	-0.43970005535597095
YAL029C	0.7192155208022124	0.25179797826750616
YAL030W	0.1339351482011097	-0.03578684011383597
YAL031C	-0.5333840545816018	-0.038834749624949885
YAL034C	-0.30133193635552924	0.24620978928298812
YAL035W	-0.9520840796689505	0.11420734771436605
YAL036C	-0.3080967747807224	-0.006262217896367548
YAL037C-A	-1.746134439957586	-0.2783640604016264
YAL037W	-0.10251505604915022	0.14301220751664406
YAL039C	0.4736895619892151	-0.20644749834389073
YAL040C	1.7328783365156384	0.14737659328221778
YAL042C-A	0.6947664567148769	-0.46540017217712465
YAL042W	-0.6731527041085404	-0.30939821014011276
YAL044C	-2.7432850718801305	0.5186228801637812
YAL044W-A	-0.12904308870405784	-0.04340833187903545
YAL045C	0.005828266042762047	0.18846224941506468
YAL046C	2.16033056190211	0.7060663943222616
YAL048C	0.03932958525812184	-0.04817586694916188
YAL049C	-0.407410580973568	0.3703018575131872
YAL054C	0.06908561921142858	0.45030448574310084
YAL055W	-1.2418406901489523	0.09387684375705006
YAL056C-A	1.0892153451725033	-0.24223314612035793
YAL056W	-0.6633298731964004	0.306981435995742
YAL058W	1.3911849372319185	-0.755849461062197
YAL059W	-0.4691017867843571	0.24630276874394375
YAL060W	0.13455645879448902	0.007694166501744369
YAL061W	-0.872233105470038	-0.27181863413437957
YAL062W	1.283643117879306	0.11152483241994084
YAL064C-A	-0.4823442765831527	-0.06180904573873986
YAL065C	0.08758888120514212	0.1068535360622003
YAL066W	-0.37306726890784453	0.3979563672115055
YAL067C	-1.329653309290523	-0.47155768212916077
YAL067W-A	-0.01428122689532643	0.06972698165860385
YAL068C	-0.03264789636311758	0.032056787334069754
YAR002C-A	-0.3797357300843123	-0.0032466136140534584
YAR003W	-2.5055564209891754	
YAR014C	2.411341118554611	-0.7655925436192078
YAR015W	2.1210768927886408	-0.03269725044159612
YAR018C	1.8429581392503573	-0.3657048784595471
YAR020C	0.37508432215749343	0.21817079608246082
YAR023C	0.036310321708252935	-0.012637279498246575
YAR027W	0.4525502534053623	0.5253430729211579
YAR028W	0.23375785928131082	0.16271803549326744
YAR029W	-0.9301501228329493	-0.017093107353035486
YAR030C	-0.4440266225395399	0.34441045896494055
YAR031W	-0.8884415294804296	0.28613483677251855
YAR035C-A	0.07054818125679349	0.1972210342563962
YAR035W	0.15931946214134432	0.3959963942650925
YAR042W	1.0043893210337744	-0.04599826070149549
YAR047C	-0.620004049121682	0.4234740155071081
YAR050W	-0.6546060039143919	0.21597541840554718
YBL001C	0.4042798010880337	1.0901356452491986
YBL002W	0.6949245766056478	0.013186844839456634
YBL003C	0.35457164535558544	-0.396963705191506
YBL005W	0.06482872672586014	0.17983054514805583
YBL006C	1.7616826246860688	6.133816972953579
YBL007C	0.3577912215735979	-0.9393728960699339
YBL008W	0.3175298580927526	1.4115305241707845
YBL008W-A	0.021337208054362136	0.08329542955219173
YBL009W	0.16831985071949193	0.11869471157642762
YBL010C	1.147581022181472	-0.3341743300156789
YBL011W	0.07960333547141984	0.0564947421850328
YBL012C	1.402710521926314	0.05367871053976279
YBL013W	0.6130140454469303	-0.279728406270814
YBL015W	1.062124848925771	0.09966816630323024
YBL017C	1.1274307485012072	-0.1428612717027637
YBL019W	-0.4253679883379638	-0.1465080987523038
YBL021C	1.431606943908211	0.3557226857287632
YBL022C	1.6750408954546763	-0.16473534098553513
YBL024W	0.9614020623068719	-0.24309623337250685
YBL027W	-3.8002894312045274	-0.9462855680211262
YBL028C	0.19740946098804277	-0.26177281767006877
YBL029C-A	0.006317322519839751	0.040123639775491625
