orf	hap a | expression level of a gene (PHO84pr-YFP) | inorganic phosphate [50 uM] | Choi J~O'Shea EK, 2017	hap a | expression level of a gene (PHO84pr-YFP) | inorganic phosphate [1 mM] | Choi J~O'Shea EK, 2017
YBR010W	0.5430523464297451	0.032353464781060375
YBR012C	0.32391678096648163	0.21831570626077426
YBR013C	-0.1573910369070116	0.32933278214710354
YBR014C	-0.20355775169404478	-0.14641384877215677
YBR015C	-0.024748913464603284	-0.04292228507955481
YBR016W	-0.32071180027992	-0.005516779076072019
YBR018C	-0.2263128991358118	-0.07995097900031552
YBR019C	-0.39464514410302015	0.011386176288970313
YBR020W	-0.8044349864144426	-0.03202366010711755
YBR021W	-1.290834603114735	-0.1849529816504222
YBR022W	-0.09034941721886636	0.03336504633719076
YBR023C	0.7439016777584424	-0.06343887971337668
YBR024W	0.19382538991771478	-0.03265889663196198
YBR025C	-0.791446136555236	-0.014760448059330725
YBR026C	-0.6831784802154924	
YBR027C	0.21489170717497638	-0.07469083874660848
YBR028C	-1.0320612227581558	-0.10759335042501571
YBR030W	0.2425131694037971	-0.04199756004583894
YBR031W	-1.2868190646945323	-0.27626052010009466
YBR033W	0.11047061456888348	0.06845421869814027
YBR034C	-0.8439311218156922	-0.23514079397283544
YBR035C	-1.8869533814156256	
YBR036C	-0.2784059699651029	-0.40602115504139835
YBR037C	0.7336610767297419	-0.08195282819516603
YBR040W	0.06064245684545592	-0.025324773154943202
YBR041W	-0.09806671808900669	-0.07903400961859175
YBR042C	0.3653469784500703	-0.12553896101463438
YBR043C	-0.09118192768419808	-0.11561352542714885
YBR044C	0.3994597268457749	-0.1302383048004406
YBR045C	-0.0038616788879242137	0.03626367278374051
YBR046C	0.23326580735601787	-0.005184066081795742
YBR047W	0.1028346943667966	0.033163052876215966
YBR048W	0.08222905185582263	-0.24329152505646476
YBR050C	-0.08987673016957191	-0.004158874431211874
YBR051W	0.639695800035135	0.01752466059604174
YBR052C	0.3925154611039649	0.050217436307962625
YBR053C	0.5554456452283064	-0.06410380492556023
YBR054W	0.25754601976114255	0.04075149664626154
YBR056W	-0.3915244229566568	0.09693702339450949
YBR056W-A	0.03669006955216799	-0.04007495630707594
YBR057C	-0.6309618669079571	-0.012329453252876835
YBR058C	0.8794442815902173	-0.3754376404897837
YBR059C	0.8651487374322476	0.1639546773039554
YBR061C	-0.14177790151892053	0.04428772021724001
YBR062C	-0.1526807557962074	0.013559067248295762
YBR063C	-0.8472832352184554	-0.04756914320148163
YBR064W	0.04216110333395129	0.026244334044030034
YBR065C	-0.0352489854433656	0.11167235274503069
YBR066C	0.13050467995943946	-0.00542203632007307
YBR067C	-0.34489780312457174	0.12078094850281089
YBR068C	0.35564594377664793	0.07688576978869116
YBR069C	0.9102147322318827	0.17813251405317312
YBR071W	-0.197949838841437	0.05635472565169291
YBR072C-A	-0.01114354015930985	-0.04477885733123795
YBR072W	0.13339595695908812	0.08812208180127155
YBR073W	0.22234964405499133	0.049915818923153554
YBR074W	-0.09601879950917287	-0.04094150211535793
YBR076W	0.09895950468177202	-0.2453037060286388
YBR077C	1.2811011090091577	1.1715089338339941
YBR078W	1.3547110169372092	-0.04693246581182269
YBR081C		-0.051270821073280376
YBR082C	-0.5806275491916367	0.18479230677304012
YBR083W	-0.9374958688087229	0.14591497111959303
YBR084C-A	-1.8100314538915718	-0.30285417278510235
YBR084W	-0.029723346903256953	0.3433538628214438
YBR085C-A	-0.7223896049686975	-0.00787508833769974
YBR085W		0.07190901629914968
YBR089C-A	0.4353433418500868	0.03378365718885023
YBR090C	-0.17213953376873636	0.12627847729457378
YBR092C	-0.21687341103886948	-0.11255237189866647
YBR093C	-0.1080126501422809	0.028070295630391724
YBR094W	0.11082326890019534	0.09049330863486345
YBR095C	0.6940169292136065	
YBR098W	-0.034188380677541076	0.05265923787791508
YBR099C	-0.27363033321115476	0.1282505927697207
YBR103W	0.5126228666919501	
YBR104W	-0.8324344239479733	
YBR105C	0.8707111624833003	0.38206332207725935
YBR106W	0.6674809669801172	0.06688203829191658
YBR107C	-0.32119752473398283	-0.07628795320429034
YBR108W	0.10661193597486236	0.08870334869244105
YBR111C		-0.3190316911349995
YBR111W-A	0.317734467669859	-0.053572211685010356
YBR113W	-0.6951716196702987	-0.07760577827982836
YBR114W	-1.0406784750609537	-0.09976071948340218
YBR115C		-0.0003487756343287379
YBR116C	0.08249853900463962	-0.08091824267924173
YBR119W	0.0013668142573443436	0.08602221476364245
YBR120C	0.5104735539320618	0.2327885004880017
YBR122C		0.44966510706515633
YBR125C	-0.34635001484809297	0.11025448614917
YBR126C	1.2965232540759895	-0.2547040549644713
YBR127C		-0.21196767801027164
YBR128C	-0.7942807653717584	-0.0727808948855154
YBR129C	-0.3624984311980734	-0.30642309592046635
YBR130C	-0.15334425248045447	-0.20251817067780806
YBR131W	0.7278068889967167	0.4786788754312577
YBR132C	0.4374076612337854	-0.15826525662413357
YBR133C	0.46205157470314645	-0.12290683378732399
YBR134W	0.6547100342152956	
YBR137W	0.18615389436508734	
YBR138C	-0.08594183037251539	-0.04963319395745394
YBR139W	-0.08304580983803023	-0.016862204884768084
YBR141C	-0.07092156190040999	-0.08837265011803663
YBR144C	-0.7223830080627547	-0.24947673089663525
YBR145W	-1.0217644603960478	-0.20828999534903833
YBR146W	-0.4056746815299335	-0.08593778652576839
YBR147W	0.40015794912438984	
YBR148W	-0.18048380862195948	-0.2166408296665241
YBR149W	0.2265816008351771	-0.14875873339576332
YBR150C	-0.3842049995112715	0.19874715769746487
YBR151W	-0.00846702654622522	-0.059973510460059755
YBR156C	-0.6203018624877332	-0.14487073811196072
YBR157C	-0.45506057804374517	-0.009894043866953722
YBR158W	0.10930909444283143	-0.13231984781858666
YBR159W	-0.14731553211757897	
YBR161W	0.1274214493183059	
YBR162C	-0.3249966911051021	-0.03099822367327956
YBR162W-A	-0.14196806294681222	-0.013546347764718858
YBR163W	0.34735993374126917	0.044346614049054524
YBR164C	-1.2625089454322813	
YBR165W	0.15639703336842312	-0.06067266850698983
YBR166C	-0.15394397184401956	-0.06604519147646327
YBR168W	0.5929152348291655	0.06513924017162438
YBR169C	-0.40977005704808517	0.15196227817691924
YBR170C	0.442613490295257	
YBR171W	0.7442744609099184	0.2658840768785114
YBR172C	-0.0684572577714569	0.06053613961810136
YBR173C	-0.39601771425885274	0.5752140148404864
YBR174C	-1.0275251984573728	
YBR175W	-1.2173120085108877	
YBR176W	-0.2562774567523274	-0.0914430044858438
YBR177C	0.10426782265468419	-0.020895765890827034
YBR178W	0.36367087537692494	-0.04722793136746647
YBR179C	1.2197078333299158	-0.10107572835879997
YBR180W	-0.11657245968437069	0.06542122938604371
YBR181C	-0.6246516228106301	-0.15942588682562578
YBR182C	0.03585076518620071	-0.03015553342150251
YBR182C-A	-0.12083132534747835	-0.05752363336799753
YBR183W	0.2410104315165579	-0.023955221811621834
YBR184W	-0.6488740578455586	-0.05253364873825465
YBR185C	0.8242013369845026	-0.02860444463555682
YBR186W	-0.5745481154429358	0.00023047037757451908
YBR187W	-0.02467769075559841	0.0408664390594175
YBR188C	0.08773122766333108	0.008721912416300584
YBR189W	-0.6870115670452313	-0.1562229380889758
YBR191W	-1.2538713694089278	-0.2244070752617228
YBR194W	-0.041484738112251396	0.15380902028854634
YBR195C	0.8687220887002761	-0.09636436872148935
YBR196C-A	-2.4404278720566395	-0.19989883686724644
YBR196C-B	-0.03673267868279003	-0.026201067032175365
YBR197C	-0.9491421665800027	0.050710888617866684
YBR199W	-0.38450029881959463	0.02849377575366822
YBR200W	-0.750085545334509	-0.03245796913756634
YBR200W-A	-0.10013108597925295	-0.05079160407447775
YBR201W	0.06746621372507396	-0.05465418518564536
YBR203W	-0.5536565888486137	-0.02342095815007959
YBR204C	0.20989599527907896	-0.09660442387362851
YBR205W	0.1297486142319174	0.022440987788539868
YBR206W	0.057704438364758616	0.06051138215702138
YBR207W	-0.6249937746090232	0.11686646913137837
YBR208C	-0.16374771556163514	-0.06692867309885124
YBR209W	-0.5333412210481125	0.004686208380918683
YBR210W	0.08527460522739672	0.03415677305048961
YBR212W	1.2935327091003879	0.019523033583153215
YBR213W	-0.6582787113816816	0.06703583778137448
YBR215W	-0.006884564312666115	0.5650721075404771
YBR216C	-0.04345320329843405	-0.0634469676711928
YBR217W	0.09381201705794773	0.05097941598792941
YBR218C	1.1176460991915107	0.06123858474303089
YBR219C	0.31351978077117576	0.039129545314514756
YBR220C	-0.23874488269322347	0.08087611262045526
YBR221C	-1.3485153203913398	0.23766665280552923
YBR221W-A	1.3085423834530479	-0.11894917657330767
YBR222C	0.004181495227616387	0.024677862282666618
YBR223C	-0.2206185192849235	0.054409585743269796
YBR224W	-0.6848458654286036	-0.2241403168733365
YBR225W	1.066071211621909	0.007587371277163468
YBR226C	0.8093999032249988	-0.09360968088886733
YBR227C	0.360227510789836	-0.024629149096200915
YBR228W	-0.01435801739714456	0.023139564114866323
YBR230C	-0.353953952010085	-0.012377408751179745
YBR230W-A	0.273670357603604	-0.04391934381486754
YBR231C	0.5632762848468214	
YBR232C	-0.20836568864721702	-0.13472595167541493
YBR233W	-0.284326603286914	-0.0643746737433419
YBR235W	0.19426848500995733	0.06295812792529079
YBR238C	0.8235648589177877	0.07562133860784623
YBR239C	-0.27422678630159164	0.035378604013655834
YBR240C	-0.007905155698599842	0.049560512228911995
YBR241C	0.07885071169611739	0.06562972862107133
YBR242W	-0.42171986365173364	-0.004540607161440262
YBR244W	0.19870659398556612	0.03505677457426987
YBR245C	0.3450671606520636	0.10543446524887297
YBR246W	0.2764281197353477	-0.03838759124834101
YBR248C	0.7025452325067848	-0.0841421847941319
YBR249C	0.11524488511415247	0.13150909003380304
YBR250W	0.16075166193270585	0.054442151226473966
YBR255W	-1.6346394214514293	0.1820857078302616
YBR258C	-0.012945915527855215	0.10452691864423314
YBR259W	0.19713053872545258	0.031570984768984046
YBR260C	-1.0566373857181075	-0.10406571132107163
YBR261C	0.29756313212096125	-0.05767577806444257
YBR262C	-0.01413254389359464	0.04176410795994965
YBR263W	-0.01748260790746962	0.04632261333574255
YBR264C	-0.3840607283970157	0.031699593698389754
YBR266C	-2.3403131174465903	-0.5866587612858054
YBR267W	-0.4845487252637188	-0.06973079530446476
YBR268W	1.257337921611291	-0.21049326685765735
YBR269C	-0.02591597491624557	-0.07767026631548514
YBR270C	-0.24070307923024536	0.03614856301359964
YBR271W	-0.605369368964226	-0.17600788282942192
YBR272C	0.08476266387229121	0.055694374353556446
YBR273C	-0.1839124942899167	-0.06883785842104012
YBR274W	0.1855838515599649	-0.06815460447894282
YBR275C	0.022220211439468212	-0.09343223391436593
YBR276C	-0.3297065081849044	0.03665861402224075
YBR277C	-0.40332545846067863	-0.1656930716400438
YBR278W	0.17495794394564465	-0.17511762895761276
YBR280C	-0.1449783398235477	0.047334053706669356
YBR281C	0.288886243416638	0.031128110823281863
YBR282W	0.3466879620086374	0.09603598538028672
YBR283C	0.17776194299292683	-0.16823977951255678
YBR284W	0.24117202661694925	0.03077320701538223
YBR285W	0.12848231593880163	0.05989016497693164
YBR286W	0.20734559715750697	-0.004255691253314667
YBR287W	0.014083513288359661	0.07154315331709524
YBR288C	-2.718039483614806	0.03453751410578806
YBR289W	-3.1688430264150944	0.22762828196754836
YBR290W	0.49860774711041306	-0.2834332669104887
YBR291C	0.7440117738755591	0.03454771339574399
YBR292C	-0.17197074116289324	0.0035682017777365856
YBR293W	-0.4046279812359382	-0.004132016192927417
YBR294W	-1.1953030426117806	0.1435003804575628
YBR295W	0.6029648289725351	-0.007347211952255693
YBR296C	-0.21256681367574246	0.009588239985334169
YBR296C-A	-0.18807129727462316	-0.12235912032630758
YBR297W	0.30042442458290086	0.0262138082647633
YBR298C	0.3477126694511267	0.038789708484512055
YBR299W	-1.0493615633479434	-0.04496353082509858
YBR300C	0.0046883814198019165	0.08907166916528979
YBR301W	-0.38907367300440887	
YCL001W	0.381831267425557	-0.22775990615704864
YCL001W-A	0.48500629829557723	0.061681313980420656
YCL001W-B	0.6744689542211658	-0.034186471520112144
YCL002C	-0.354561434161677	-0.08148513929171847
YCL005W	-2.2351445942860875	
YCL005W-A	-2.6199154640986415	
YCL008C	0.40462348697666844	-0.6209509048501812
YCL009C	1.423081897303935	0.06498862474944811
YCL010C	-1.2077307776403132	-0.49035253311657384
YCL011C	0.34476836922670273	0.07828126141668477
YCL012C	-0.019355453156003694	-0.14243019844452803
YCL014W	0.041320562876871136	-0.07180244910120323
YCL016C	0.784207205408117	0.09256988897539893
YCL021W-A	-0.2806024620695995	-0.04678945727094485
YCL022C	-0.22880398779722455	0.12994208204824856
YCL023C	-0.07847049544336482	0.0878627603747359
YCL024W	-0.6136933537302234	-0.019796532576470377
YCL025C	-0.5599336812349197	-0.013857731396559833
YCL026C-A	-0.5234915384826628	-0.003139380064633194
YCL026C-B	-0.014850562686156069	-0.06369310129894533
YCL027W	-0.11003298457631772	-0.042872050193428275
YCL028W	-0.07333677776539933	-0.036103955272827705
YCL029C	0.2943279934693542	-0.019718614312677057
YCL030C	1.6051820540507202	-0.24490186549085613
YCL032W	0.3434603616159331	0.5124739056861348
YCL033C	0.3105752302942208	-0.029079974884306765
YCL034W	0.10990545635598507	0.03356731244981281
YCL035C	0.19165023229271258	0.056054191377554595
YCL036W	-0.29672333830144276	0.09159429401669433
YCL037C	-0.1053432025926339	0.06089009599108101
YCL038C	0.1389741320773131	0.08335227911575349
YCL039W	0.1673596962278546	-0.019191682639991315
YCL040W	-0.717556957671638	-0.19277607118405685
YCL042W	0.3214315273926817	-0.03093145286469277
YCL044C	-0.23375826902908795	-0.04019840558435559
YCL045C	-0.3931208406662779	-0.27316390577578603
YCL046W	0.4226962993843785	-0.2836013697023832
YCL047C	0.4911058028522106	-0.06793726305720633
YCL048W	-0.044262523065106286	-0.02248561522762933
YCL049C	0.26340129362638215	0.010351939803158877
YCL050C	-0.06863847928032178	0.09954586259342091
YCL055W	-0.22009184056392517	-0.07934621975849028
YCL056C	-0.3310835154428009	0.0031762573227574753
YCL057C-A	0.03985485641452572	-0.016125146036096438
YCL057W	0.3047149785282146	0.07454079395210612
YCL061C	0.5848706191683547	0.0002445749882130088
YCL063W	0.3221392903621442	0.04208542022128168
YCL064C	0.1409710691594516	0.16243645927327954
YCL069W	-0.15249610350486117	0.026333276376114035
YCL076W	0.13940547029423836	0.2695297417426745
YCR001W	-0.49484245985250636	-0.18372677142149155
YCR003W	0.9441947611350727	-0.18213085876526247
YCR004C	0.03522843732322626	0.014843680516111929
YCR005C	0.6371477759892322	0.18991956465051216
YCR006C	0.2543943209556388	0.18654771392835842
YCR007C	0.15982277239107331	0.04578671798889957
YCR008W	0.002875358756699864	-0.45903476891677786
YCR009C	0.5200604267275635	0.1508211028715373
YCR010C	-0.36263312019014665	0.06602954709339458
YCR011C	-0.057111777944102236	0.09287210274710105
YCR014C	0.14987304469983295	0.04531535278213119
YCR015C	-0.19856234435156908	-0.1590028458709556
YCR016W	-0.6590682706112369	-0.05743593386203213
YCR017C	0.1250761266336126	-0.01647983987933538
YCR019W	-0.5003536996710077	0.016672266825964205
YCR020C	0.11792268499433926	0.28590654594178894
YCR020C-A	0.2219031263375045	-0.07190510163460913
YCR020W-B		0.2148860583097306
YCR021C	-0.0372141649689682	0.07429264008611033
YCR022C	0.11543483419376284	0.041339297350995924
YCR023C	-0.026940785258847615	0.005850517473089206
YCR024C	1.2904958591687237	1.8351191548744092
YCR024C-A	0.08643553077304889	0.07571931201034487
YCR025C	-0.01804483328044097	0.06327169312793127
YCR026C	0.40281208061922175	-0.0758804283386887
YCR028C-A	0.40465617063227405	-0.02507963747372105
YCR030C	-0.19437956278558075	-0.14194570385725616
YCR031C	0.6432601686320701	-0.0821649469259298
YCR032W	-0.1421793122064933	-0.020452151850903984
YCR033W		-0.24548831332965565
YCR034W	0.699747176416467	0.16597896691192995
YCR036W	0.0867146989022222	0.0913003196867652
YCR037C	-0.1827226680042006	1.6532460600167582
YCR043C	-0.005792025182693876	0.06578337564340037
YCR044C	1.1057001823628718	-0.20570181204254542
YCR045C	0.37116172601373937	-0.051066546320797275
YCR046C	0.600840721470901	0.05647924110965106
YCR047C	-1.4269183084778936	0.2323197377873007
YCR048W	-0.2766501580753264	-0.07617823001109127
YCR049C	0.0977285801777364	0.010972974417073277
YCR050C	0.2032904869727039	-0.016537638712012834
YCR051W	-0.9091241400829836	-0.12335812415052026
YCR053W	0.11707365841370117	0.17158099482136968
YCR059C	0.03358791651220668	0.06803790374082043
YCR060W	-0.20659130831987657	-0.0546425892068943
YCR061W	0.07795733916576324	0.3085903016692808
YCR063W	-1.2379736466246702	-0.6697717580649634
YCR065W	-0.794104163667893	0.31513361809332635
YCR066W	0.36722094717641873	-0.006118424594931382
YCR067C	-0.06275115000316078	
YCR068W	0.5650774002109472	0.09274251257223955
YCR069W	-0.4903551664094534	-0.05392863957360223
YCR071C	0.5515318013722519	0.2161988011511209
YCR073C	-0.21050622763498383	0.045936048629755116
YCR073W-A	-0.4876546297738633	0.0929071452886188
YCR075C	-0.2012034161744006	0.010763466717054929
YCR075W-A	1.3268036457470698	-0.3119999267907705
YCR076C	0.0034751569734378465	0.20056215458312784
YCR077C	0.2658409433701758	-0.002174542692749475
YCR079W	1.6193413805806125	0.2556631065181385
YCR082W	0.016664786165519956	0.17372338741969784
YCR083W	-0.46350878970661274	-0.033711591171488094
YCR084C		-0.32548876349729916
YCR085W	0.40368021430035333	-0.0042490296009582845
YCR086W	-1.601142402990508	-0.18328667590780778
YCR087C-A	0.3987267510231349	0.032280357749096926
YCR087W	0.20664871926423078	0.025075743592153556
YCR088W	0.28364039818252307	
YCR089W	-0.005017696054826715	-0.13637305874797523
YCR090C	-0.2718174232434715	0.04400480944898106
YCR091W	-0.3636227658889015	-0.0243504148826193
YCR092C	0.034814552308322234	-0.026525152672194973
YCR094W	0.7729427297708659	0.11735115213123654
YCR095C	0.13617883761361238	-0.391545232716998
YCR095W-A	0.7776659204961479	0.12864035617558156
YCR098C	0.13400910080030984	-0.005691944328080419
YCR099C	0.07366099863366433	-0.04426536528832218
YCR100C	0.013353878426081009	0.02634110478173954
YCR101C	-0.011191892387684513	-0.0012645838982450013
YCR102C	0.3039530792752429	0.009424441588786267
YCR102W-A	-0.17671595561977668	-0.03025393082403635
YCR105W	0.18762150119203871	-0.04372986060325599
YCR106W	0.016960827554669915	-0.006223066243819825
YCR107W	0.2684490267023166	0.22535779599847608
YDL001W	-0.15898969821013717	0.030167734399745145
YDL002C	0.3573003673695873	0.0008932418304539724
YDL006W	0.8192665354486272	0.15056507413590414
YDL009C	-0.06648980115196723	0.04152129202063099
YDL010W	-0.22500082800427235	-0.1475308168137733
YDL011C	-0.11464118188107959	0.059027228163529365
YDL012C	-0.9981805994909196	-0.09379056834626254
YDL013W	0.8177323231404262	-0.12687870845810464
YDL018C	0.09984004153756443	
YDL019C	-0.00757105227194869	0.051214655567879935
YDL020C	-0.260348512204716	
YDL021W	-0.9005883437679758	-0.049186373894713004
YDL022W	0.3084852935490818	-0.018477710336625392
