orf	None | growth (colony size) | myriocin [0.05 ug/ml] | Lebesgue N~Lemeer S, 2017
YAL001C	
YAL002W	1.0075075463740633
YAL003W	1.0471843641845882
YAL004W	1.0461249283671117
YAL005C	0.9758409590240787
YAL007C	0.9259537547216646
YAL008W	0.9213032768881781
YAL009W	0.9875335606386941
YAL010C	1.2444460247118194
YAL011W	1.073399574392247
YAL012W	3.780364488317181
YAL013W	0.7125216170471969
YAL014C	1.0279517663987232
YAL015C	1.099355249041435
YAL016C-B	1.049507206393338
YAL016W	
YAL017W	0.9579575354423471
YAL018C	1.1005611755918827
YAL019W	1.0589357660853687
YAL020C	1.2282673278191258
YAL021C	0.4030465452657832
YAL022C	1.0269198489665203
YAL023C	0.9198669213229054
YAL024C	
YAL025C	0.7996330454797536
YAL026C	0.9559286693992104
YAL027W	0.9631111703373934
YAL028W	0.986825174333549
YAL029C	1.0102479107535594
YAL030W	1.0025260436527383
YAL031C	1.1426537990166867
YAL032C	0.9582869573024577
YAL033W	1.0257301408457469
YAL034C	1.045276885378759
YAL034W-A	1.071271318747329
YAL035W	1.3597157522533354
YAL036C	1.039457608616967
YAL037C-A	3.795960708062044
YAL037W	0.924908773544377
YAL038W	0.9864819752198566
YAL039C	0.8581188212683445
YAL040C	1.0275575872237472
YAL041W	0.8715085300471784
YAL042C-A	1.075326900729623
YAL042W	1.1021295036492604
YAL043C	0.7854799027897181
YAL044C	1.074066585185625
YAL044W-A	0.8425997511058957
YAL045C	0.9554626291497581
YAL046C	0.9380260431488764
YAL047C	
YAL048C	1.0501314697023947
YAL049C	1.0477376671997538
YAL051W	1.0297766012044207
YAL053W	1.0190546737043142
YAL054C	1.0910032623923662
YAL055W	0.8032106430709324
YAL056C-A	1.1836451348232504
YAL056W	0.8089800234319473
YAL058W	0.838357453393545
YAL059W	0.9571297104250442
YAL060W	1.1304628545966309
YAL061W	0.795579536659987
YAL062W	0.8048135138023894
YAL064C-A	1.181722598987582
YAL065C	0.7702721393102228
YAL066W	0.8716370688541428
YAL067C	1.0135249996807894
YAL067W-A	0.8638571734122176
YAL068C	1.3010519376588379
YAR002C-A	1.0819548325027624
YAR002W	1.134582813777671
YAR007C	1.0820292847345656
YAR008W	0.991711589694383
YAR014C	0.996063105677379
YAR015W	1.0553886392451843
YAR018C	1.185689365979324
YAR019C	1.020465706545898
YAR020C	1.0236929410008782
YAR023C	1.0430506535173185
YAR027W	1.019052452034611
YAR028W	0.9483990264692741
YAR029W	0.9459256616937602
YAR030C	1.0921849974805173
YAR031W	1.1515753026709383
YAR035C-A	0.936974800362386
YAR035W	1.0919706687800506
YAR042W	1.0518067704651068
