orf	None | growth (colony size) | myriocin [0.05 ug/ml] | Lebesgue N~Lemeer S, 2017
YAL001C	
YAL002W	0.24261692702703544
YAL003W	0.36871450527198796
YAL004W	0.3653474940482626
YAL005C	0.14197680021081507
YAL007C	-0.016570583250892414
YAL008W	-0.031350346972995255
YAL009W	0.17913725884504839
YAL010C	0.9956351870627422
YAL011W	0.4520295164746069
YAL012W	9.055081345632244
YAL013W	-0.6948829370519706
YAL014C	0.3075910549051219
YAL015C	0.5345196932475105
YAL016C-B	0.3760967701140744
YAL016W	
YAL017W	0.08514118362598781
YAL018C	0.5383522691934681
YAL019W	0.4060618381087075
YAL020C	0.9442173917377695
YAL021C	-1.6784309943880447
YAL022C	0.30431150033572757
YAL023C	-0.03591525334085199
YAL024C	
YAL025C	-0.4180326055747804
YAL026C	0.0786932095005253
YAL027W	0.10152003947393916
YAL028W	0.17688592412442478
YAL029C	0.25132612627313844
YAL030W	0.22678512740592055
YAL031C	0.6721275608812147
YAL032C	0.08618812491496086
YAL033W	0.30053046846053294
YAL034C	0.3626523140166999
YAL034W-A	0.4452656705434162
YAL035W	1.3619758940557556
YAL036C	0.3441579702842126
YAL037C-A	9.104647960298648
YAL037W	-0.019891655933605958
YAL038W	0.17579519710848585
YAL039C	-0.23215795393469132
YAL040C	0.3063383072781215
YAL041W	-0.1896038897837033
YAL042C-A	0.4581547855118414
YAL042W	0.543336599612136
YAL043C	-0.46301295219157246
YAL044C	0.4541493549684564
YAL044W-A	-0.28147937818407237
YAL045C	0.07721207895469259
YAL046C	0.02179656458378496
YAL047C	
YAL048C	0.37808075209153913
YAL049C	0.3704729671169173
YAL051W	0.313390593839782
YAL053W	0.2793150513318659
YAL054C	0.5079761005881626
YAL055W	-0.4066625810345826
YAL056C-A	0.8024028314161957
YAL056W	-0.38832681391303203
YAL058W	-0.29496189763097286
YAL059W	0.0825102586765383
YAL060W	0.6333833103914468
YAL061W	-0.43091513178966057
YAL062W	-0.40156846994831413
YAL064C-A	0.7962927871549692
YAL065C	-0.5113450073085962
YAL066W	-0.18919537838679368
YAL067C	0.26174109905120824
YAL067W-A	-0.21392079812460055
YAL068C	1.1755354142193213
YAR002C-A	0.4792191296675857
YAR002W	0.6464770236443128
YAR007C	0.47945574758815973
YAR008W	0.19241552496697664
YAR014C	0.20624515288145226
YAR015W	0.39478865318720235
YAR018C	0.8088996376717966
YAR019C	0.28379947911530073
YAR020C	0.29405600853620917
YAR023C	0.3555770881838222
YAR027W	0.2793079906051063
YAR028W	0.054763121582478244
YAR029W	0.04690247837772166
YAR030C	0.5117317932310189
YAR031W	0.7004811453465042
YAR035C-A	0.01845559177298789
YAR035W	0.5110506314955614
YAR042W	0.3834050543079807
YAR047C	0.22824744275939673
YAR050W	0.6720294809712829
YBL001C	-0.8743077615080557
YBL002W	-0.5239534913098414
YBL003C	0.23943332142465035
YBL004W	0.37160770222674483
YBL005W	0.487050302517493
YBL006C	0.17214662897886834
YBL007C	-0.3111434769274001
YBL008W	0.08053746759888888
YBL008W-A	-0.08493021124087273
YBL009W	0.01655524540412725
YBL010C	-0.4452375822352665
YBL011W	-0.25088148238817276
YBL012C	-2.0314692863654167
YBL013W	0.0238555849951337
YBL014C	1.2517562839134873
YBL015W	-0.6671031252599464
YBL016W	-0.3694963814162866
YBL017C	0.29291491967444006
YBL018C	0.2177919073388511
YBL019W	0.3739880450686173
YBL020W	0.3091320487986973
YBL021C	0.8764096148010814
YBL022C	-1.0991100685043729
YBL023C	0.37201372219417334
YBL024W	0.8346714438011037
YBL025W	
YBL026W	
YBL027W	-0.006593476655923842
YBL028C	-0.019405923068251774
YBL029C-A	-0.251486848624987
YBL029W	-0.00593445177480574
YBL030C	-0.06115730324338689
YBL031W	0.042941069724343604
YBL032W	-0.10285886728937176
YBL033C	
YBL034C	
YBL035C	-0.5169802874722238
YBL036C	-0.030935770756751493
YBL037W	0.259866931680409
YBL038W	-0.019735912973800736
YBL039C	0.8590723416205746
YBL039W-B	-0.03307165015729432
YBL040C	
YBL041W	2.5915500210070372
YBL042C	0.18121286276507237
YBL043W	0.7225533885351868
YBL044W	-0.060223407670461054
YBL045C	0.5632191213209325
YBL046W	0.015164279650060212
YBL047C	0.01867588557441609
YBL048W	0.15652127713893577
YBL049W	-0.2661465057024963
YBL050W	-0.6345740713185745
YBL051C	0.8278205118386266
YBL052C	0.5414046289238456
YBL053W	1.120813484710958
YBL054W	0.03241996852450229
YBL055C	0.2757426424414193
YBL056W	0.027546777241795585
YBL057C	0.40959404158417956
YBL058W	-0.8508167229718407
YBL059W	0.18835183404755468
YBL060W	0.20431169365294846
YBL061C	0.2320927274648147
YBL062W	-0.2634811688091352
YBL063W	-0.04841218434035142
YBL064C	0.8699577607317258
YBL065W	1.2176036653362614
YBL066C	0.4397787797460921
YBL067C	-0.06620691362822596
YBL068W	-0.10626749640881242
YBL069W	0.03694561293716986
YBL070C	0.167948027152567
YBL071C	0.5251413979137942
YBL071C-B	0.481981994586009
YBL071W-A	0.6228042976183172
YBL072C	0.6357787127533211
YBL073W	0.7274973766624047
YBL074C	0.05988230932406768
YBL075C	0.14930785025986953
YBL076C	0.39038744340826326
YBL077W	
YBL078C	0.13692168717894002
YBL079W	0.023523376543465
YBL080C	-0.32626637756914756
YBL081W	0.7157457557942657
YBL082C	0.5923104715509967
YBL083C	0.4332872128638627
YBL084C	-1.9837084398017126
YBL085W	-0.038315195872395576
YBL086C	-0.11387728560529489
YBL087C	0.1626761370500275
YBL088C	0.19454657575360595
YBL089W	0.12907481627666323
YBL090W	
YBL091C	-0.06912528017860266
YBL091C-A	0.8629503981405707
YBL092W	1.2184293224828262
YBL093C	1.9165864871053153
YBL094C	-0.24518196132052575
YBL095W	0.5406279982667581
YBL096C	0.3292089033393801
YBL097W	-0.9451278772409383
YBL098W	0.6073205008363576
YBL099W	-0.2710137604058128
YBL100C	0.21520322876695797
YBL100W-C	-0.12785226624561044
YBL101C	-0.14143550464172752
YBL102W	0.16303813076834675
YBL103C	-0.07947408327091916
YBL104C	0.29578830085968133
YBL105C	-0.314717360271561
YBL106C	-0.06653163332112863
YBL107C	-0.029812522881550042
YBR001C	0.09850820060141569
YBR002C	
YBR003W	1.6369376960548239
YBR004C	-0.11432681402495574
YBR005W	0.8693087441570713
YBR006W	0.4136245603176967
YBR007C	0.6034392154479562
YBR008C	0.23257646394139372
YBR009C	0.31560521471481445
YBR010W	0.12726315188821333
YBR011C	0.6570966653299156
YBR012C	0.2755503451203309
YBR013C	-0.14009442559683438
YBR014C	-0.2675098771607721
YBR015C	-0.9264777057044713
YBR016W	0.15590236962795087
YBR018C	-0.19272513778771969
YBR019C	-0.2492125474637147
YBR020W	-0.36505572353033744
YBR021W	0.4434841279889989
YBR022W	-0.3933312169321366
YBR023C	-0.40448353030767636
YBR024W	-0.31105389233862146
YBR025C	-0.3968018577496256
YBR026C	
YBR027C	-0.1110354272327945
YBR028C	-0.07938716122368362
YBR029C	
YBR030W	-0.007691146489972241
YBR031W	-0.2845120677604145
YBR032W	-0.13504060128952022
YBR033W	-0.3008663854033186
YBR034C	-0.5949839316181852
YBR035C	
YBR036C	-0.035633046855137566
YBR037C	0.7064926480643173
YBR038W	0.6783227191016504
YBR040W	0.10487541771698654
YBR041W	0.32943134405961916
YBR042C	-0.2334091600259938
YBR043C	0.44367812325100264
YBR044C	0.5056429536192092
YBR045C	0.6685583102875629
YBR046C	0.5597458401050551
YBR047W	0.5479762165142984
YBR048W	0.7724706594598719
YBR049C	
YBR050C	0.3434523845642001
YBR051W	0.08214974153309987
YBR052C	0.05823768240479225
YBR053C	0.05355828377922093
YBR054W	0.19993978050877226
YBR055C	-0.5566443923977927
YBR056W	0.06377095369225803
YBR056W-A	-0.05754373926885361
YBR057C	0.41404457623521784
YBR058C	0.7176645811557476
YBR058C-A	0.059059463106226305
YBR059C	0.43273410778555793
YBR060C	0.11613567449621481
YBR061C	0.9281768124205118
YBR062C	0.5688785875476758
YBR063C	0.1830061625199052
YBR064W	0.06556807753463492
YBR065C	0.10191039128915948
YBR066C	-0.1813763948338417
YBR067C	0.14082316922992522
YBR068C	0.3381009841015336
YBR069C	0.5037905329178753
YBR070C	0.7039352175642809
YBR071W	0.5025867016586609
YBR072C-A	0.04605898189084715
YBR072W	0.6203858072423121
YBR073W	0.4978007127273373
YBR074W	0.435638764403192
YBR076W	0.27219496754230826
YBR077C	0.751431432165693
YBR079C	-0.1137115407777055
YBR080C	0.5920403215573949
YBR081C	0.46303504624270675
YBR082C	-0.041280961478006285
YBR083W	0.47254667281014734
YBR084C-A	0.6829689937498395
YBR084W	-0.007827520331906162
YBR085C-A	-0.29781720706198944
YBR085W	0.9010809917650516
YBR087W	1.2951173640666056
YBR088C	-0.16339025079714375
YBR089C-A	0.4146209082314272
YBR089W	0.0645786064400826
YBR090C	0.2853251859267901
YBR091C	-0.5188628872773231
YBR092C	0.32116685793313376
YBR093C	0.8279716782100331
YBR094W	0.35457701340437575
YBR095C	
YBR097W	
YBR098W	0.059755792562532516
YBR099C	0.036123453753185694
YBR101C	
YBR102C	-0.1519728326445716
YBR103W	0.060228245239807
YBR104W	-0.10403106058780262
YBR105C	
YBR106W	-0.5958249960689003
YBR107C	0.4793251276571452
YBR108W	0.5633226463784391
YBR109C	-0.5027893940585401
YBR110W	0.22723376951517885
YBR111C	0.35735465350827833
YBR111W-A	0.4553859106400776
YBR112C	
YBR113W	0.704302161564878
YBR114W	0.6243492624930621
YBR115C	1.4176255002655456
YBR116C	0.28026360201275263
YBR119W	0.10175368628603566
YBR120C	
YBR121C	-0.5875134046125011
YBR122C	
YBR123C	
YBR124W	
YBR125C	-0.5913864674252117
YBR126C	
YBR127C	
YBR128C	0.7427257133884354
YBR129C	-0.13026461752030286
YBR130C	0.026258282335041048
YBR131W	-0.23640851259558315
YBR132C	2.3969058413071456
YBR133C	
