orf	hap a | cell conductivity | electric field [300 kHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013	hap a | cell conductivity | electric field [10 MHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013
YMR317W	-0.1038	0.1142
YMR318C	-0.3925	0.0405
YMR319C	-0.0502	0.1718
YMR320W	-0.1915	0.1332
YMR322C	0.4165	-0.0547
YMR326C	-0.164	0.0725
YNL001W	0.4608	-0.7047
YNL004W	0.4723	-0.2272
YNL005C	-0.226	-0.8969
YNL008C	0.112	-0.0709
YNL009W	0.0683	-0.0859
YNL010W	0.2751	0.1272
YNL011C	0.4736	-0.0335
YNL012W	0.5187	0.085
YNL013C	0.9302	0.7295
YNL014W	-0.1476	0.1592
YNL015W	-0.4413	0.4045
YNL016W	0.3862	0.1868
YNL020C	0.7189	0.1665
YNL021W	-0.3725	0.1919
YNL022C	0.0782	0.2584
YNL023C	-0.1528	-0.0952
YNL024C	-0.1565	0.051
YNL025C	-0.3771	0.0159
YNL027W	0.4485	0.127
YNL028W	-0.0345	-0.0002
YNL029C	-0.016	-0.0236
YNL030W	-0.4374	-0.302
YNL031C	-0.3794	0.021
YNL032W	0.5486	0.6534
YNL034W	-0.1187	0.2319
YNL035C	0.3656	-0.0149
YNL037C	0.9852	-0.2152
YNL040W	-0.6259	0.4866
YNL041C	-0.1125	0.1889
YNL043C	0.1008	-0.2039
YNL044W	0.5087	-0.1051
YNL045W	-0.0178	0.8227
YNL046W	0.2638	0.0572
YNL047C	0.1271	0.0563
YNL049C	0.0473	-0.019
YNL050C	0.1042	0.0455
YNL051W	-0.1182	0.0614
YNL052W	0.62	0.7362
YNL053W	0.1812	0.0123
YNL054W	0.1595	-0.0894
YNL056W	1.6626	0.1264
YNL057W	-0.392	0.0986
YNL058C	-0.7357	0.0313
YNL059C	-0.3066	-0.0786
YNL063W	0.5284	-0.0602
YNL064C	0.9246	-0.3755
YNL065W	1.0246	0.8826
YNL067W	0.5991	-0.0911
YNL068C	0.3809	-0.1085
YNL069C	0.7273	-0.46649999999999997
YNL070W	1.2727	0.1534
YNL071W	0.2877	-0.3101
YNL072W	-0.1281	0.2025
YNL073W	-0.004	-0.4302
YNL074C	0.1622	-0.1933
YNL076W	-0.1229	-0.4425
YNL077W	-0.8497	0.3261
YNL078W	0.3907	-0.0944
YNL079C	0.1988	-0.5155
YNL080C	0.7218	-0.6149
YNL081C	0.8388	-0.9096
YNL082W	0.9857	-0.0538
YNL083W	0.323	
YNL084C	-0.1106	
YNL085W	0.6288	0.2005
YNL086W	-0.3424	-0.1668
YNL087W	0.5667	-0.0227
YNL089C	0.31515000000000004	-0.08795
YNL090W	0.6856	-0.0514
YNL091W	0.3508	
YNL092W		-0.1242
YNL093W	0.0905	-0.1779
YNL094W	0.6159	-0.1186
YNL095C	1.3183	0.0287
YNL096C	0.1353	-0.3094
YNL097C	0.1041	0.1683
YNL098C	0.8777	0.2809
YNL099C	0.3825	0.0582
YNL100W	0.3163	-0.0162
YNL101W	-0.2557	0.2454
YNL104C	0.5734	-0.2288
YNL105W	0.516	-0.3543
YNL106C	0.4014	-0.0107
YNL107W	1.2174	0.4528
YNL109W	0.0107	-0.3049
YNL111C	0.5934	-0.1164
YNL115C	1.0372	0.0239
YNL116W	0.009	0.6008
YNL117W	0.6992	0.2774
YNL119W	0.2058	0.3827
YNL120C	0.6865	-0.1512
YNL121C	0.8574	-0.1816
YNL122C	0.9239	-0.4926
YNL123W	-0.2705	0.2324
YNL125C	-0.3414	-0.0018
YNL127W	0.3799	-0.1227
YNL128W	0.831	-0.0915
YNL129W	-0.3372	0.2246
YNL130C	0.147	0.1765
YNL133C	0.2162	-0.7842
YNL134C	-0.3565	0.2198
YNL135C	0.4863	-0.2482
YNL136W	-0.0785	0.7165
YNL140C	0.2365	-0.3455
YNL141W	-0.1386	-0.0335
YNL142W	0.1747	0.0551
YNL143C	0.3508	
YNL144C	1.1676	0.9111
YNL145W	0.4361	-0.318
YNL146W	0.213	-0.0106
YNL147W	0.0969	-0.9427
YNL148C	1.3605	0.0411
YNL154C	-0.1579	-0.0203
YNL155W	0.4228	-0.0134
YNL156C	-0.3354	0.0601
YNL157W	0.0021	-0.1635
YNL159C	-0.4569	0.2499
YNL160W	0.2883	-0.3276
YNL162W	0.3518	0.455
YNL164C	-0.0729	-0.0531
YNL165W	0.3441	-0.2208
YNL166C	0.6068	-0.2993
YNL167C	0.3212	-0.1374
YNL168C	-0.4832	0.1314
YNL169C	-0.1933	0.0624
YNL170W	1.1675	-0.6229
YNL171C	2.0849	-0.3157
YNL173C	-0.3254	-0.0449
YNL175C	0.0965	0.1372
YNL176C	0.2732	0.097
YNL177C	1.1647	-0.7392
YNL179C	0.0798	-0.0958
YNL183C	-0.125	0.0002
YNL184C	1.6209	-1.1004
YNL187W	0.6654	0.6769
YNL190W	0.2962	0.0178
YNL191W	0.0064	-0.1217
YNL192W	1.5348	-0.4762
YNL193W	0.2004	0.1185
YNL194C	0.645	0.3097
YNL195C	0.2585	-0.0097
YNL196C	0.5335	0.0912
YNL197C	-0.5273	-0.0898
YNL198C	0.7496	0.6184
YNL199C	0.8159	0.7055
YNL200C	0.2212	-0.0911
YNL201C	0.3927	0.5527
YNL202W	0.3138	-0.0126
YNL203C	0.5808	0.0819
YNL204C	-0.0646	-0.0367
YNL205C	0.0426	0.0198
YNL206C	-0.8164	-0.323
YNL208W	0.2877	0.3178
YNL211C	0.0126	0.0878
YNL212W	0.243	-0.1087
YNL213C	-0.2868	-1.0292
YNL214W	-0.003	0.0402
YNL215W	0.1217	-0.4096
YNL217W	-0.1624	-0.098
YNL218W	0.1717	-0.151
YNL220W	0.3387	-0.0719
YNL223W	-0.4821	-0.26
YNL224C	-0.0164	-0.3454
YNL226W	0.5074	-1.3822
YNL227C	-0.1748	-0.6901
YNL228W		-0.125
YNL229C	-0.1882	-0.6949
YNL230C	0.1874	-0.097
YNL231C	-0.3176	0.3256
YNL233W	0.8138	-0.1004
YNL234W	-0.6634	0.155
YNL235C	0.3606	-0.3638
YNL236W	-1.0926	-0.2819
YNL237W	0.4698	0.2138
YNL238W	0.2149	0.0844
YNL239W	-0.3478	0.0783
YNL241C	0.5089	0.0188
YNL242W	-0.2993	0.1837
YNL246W	1.5133	0.2058
YNL248C	0.4339	-0.7528
YNL249C	-0.226	-0.0703
YNL250W	0.8756	-0.5106
YNL252C	0.7646	-0.5243
YNL253W	0.6699	0.0507
YNL254C	-0.2057	-0.2086
YNL255C	0.0534	0.122
YNL257C	0.7178	0.2124
YNL259C	0.1085	-0.0217
YNL264C	0.8505	0.2583
YNL265C	-0.6194	-0.1545
YNL266W	-0.2919	-0.0248
YNL268W	0.17174999999999999	0.04525000000000001
YNL269W	0.1112	-0.1315
YNL270C	0.9641	0.9654
YNL271C	-0.3347	-0.4391
YNL273W	0.196	0.0879
YNL274C	0.3415	-0.1348
YNL275W	0.1153	-0.2332
YNL276C	-0.089	0.0592
YNL278W	-0.0075	-0.1309
YNL279W	0.0917	0.0806
YNL281W	0.0276	0.16
YNL283C	1.0951	0.1598
YNL285W	0.1035	0.1932
YNL286W	0.3681	-0.1439
YNL288W	0.9248	-0.4506
YNL289W	-0.193	-0.1869
YNL291C	1.2383	0.647
YNL293W	-0.0631	-0.3175
YNL294C	0.8925	0.1941
YNL295W		-0.1084
YNL297C	0.3217	-0.9934
YNL298W	-0.3422	-0.0127
YNL299W	-0.3897	-1.0108
YNL300W	-0.4511	-0.2703
YNL301C	0.0986	-0.1995
YNL302C	0.4172	-0.1047
YNL303W	0.2872	0.1762
YNL304W	0.5603	0.0929
YNL305C	0.3684	-0.0105
YNL309W	-0.628	0.103
YNL311C	-0.3355	0.0086
YNL314W	0.069	-0.0308
YNL315C	0.7137	-0.9269
YNL316C	-0.3929	-0.0932
YNL318C	0.5725	-0.0073
YNL319W	-0.6065	-0.3434
YNL320W	1.1524	0.094
YNL321W	0.37	0.0442
YNL322C	0.2551	-0.0326
YNL323W	-0.0133	-0.0603
YNL324W	-0.3842	-0.3667
YNL325C	0.2153	-0.2546
YNL326C	0.4717	-0.2461
YNL327W	-0.4551	-0.9131
YNL328C	0.0858	0.1086
YNL329C	0.092	-0.0052
YNL330C	0.2415	-0.3253
YNL332W	-0.0443	0.1721
YNL333W	-0.3574	0.1491
YNL334C	0.0587	0.0911
YNL335W	-0.2197	0.3338
YNL336W	-0.0855	0.0667
YNL338W	0.0375	-0.0188
YNL339C	0.6026	-0.1427
YNR001C	-0.1513	0.1199
YNR002C	-0.0386	0.2926
YNR004W	0.2376	0.3392
YNR005C	-0.2193	-0.2561
YNR006W	-0.4382	-0.716
YNR007C	0.1405	-0.1202
YNR008W	-0.1729	-0.0616
YNR009W	-0.2002	0.0499
YNR010W	0.5324	0.0955
YNR012W	0.7243	-0.0886
YNR013C	-0.3682	-0.193
YNR014W	0.1343	-0.267
YNR015W	0.1295	0.3125
YNR018W	0.2117	0.0028
YNR019W	-0.3332	0.339
YNR020C	-0.4957	-0.5049
YNR021W	0.8567	0.0454
YNR022C	0.2527	0.1701
YNR024W	0.0229	0.3102
YNR025C	0.1904	0.8947
YNR027W	-0.1345	-0.0487
YNR028W	0.1157	-0.0845
YNR029C	0.3295	-0.0398
YNR030W	-0.2641	0.1541
YNR031C	-0.0144	0.2369
YNR032C-A	-0.3281	-0.1971
YNR032W	0.0887	-0.5083
YNR034W	1.0252	0.3661
YNR036C	0.3975	-0.2819
YNR039C	-0.0679	-0.1102
YNR040W	-0.1425	-0.2186
YNR041C	-0.1613	-0.8532
YNR042W	0.0148	-0.5012
YNR045W	1.1148	-0.387
YNR047W	0.2075	0.0958
YNR048W	-0.1231	0.221
YNR049C	0.3015	-0.2284
YNR050C	-0.016	0.01
YNR051C	-0.5494	-0.7579
YNR052C	1.2134	-0.1086
YNR055C	0.0429	0.2981
YNR056C	-0.3172	0.1926
YNR057C	0.4327	0.2657
YNR058W	0.0141	0.0688
YNR059W	0.2911	0.1947
YNR060W	0.7928	0.2338
YNR061C	-0.024	0.0289
YNR062C	0.3352	0.2173
YNR063W	-0.4341	-0.2485
YNR064C	-0.3733	-0.414
YNR065C	0.028	-0.1811
YNR066C	-0.253	-0.3531
YNR067C	-0.4098	-0.3792
YNR068C	-0.278	0.6215
YNR069C	-0.6077	-0.0194
YNR070W	0.6619	0.2894
YNR071C	0.8023	-0.1828
YNR072W	0.8156	-0.0707
YNR073C	-0.0602	0.0938
YNR074C	-0.0359	0.1504
YOL001W	0.2673	-0.1557
YOL002C	0.8618	-0.6472
YOL003C	0.1491	0.095
YOL004W	0.022	-0.8388
YOL006C	0.2865	-0.7646
YOL007C	0.3919	0.3009
YOL008W	0.7725	-0.5301
YOL011W	0.2298	-0.2476
YOL012C	2.3002	1.1412
YOL013C	-0.3847	0.4179
YOL013W-A	0.9291	0.7133
YOL014W	0.5782	0.1968
YOL015W	-0.0322	0.083
YOL016C	-0.0742	0.1359
YOL017W	0.164	0.125
YOL018C	0.1336	-0.0483
YOL019W	0.3508	0.4582
YOL020W	0.615	-0.0188
YOL023W	-0.3267	0.0125
YOL024W	0.419	-0.1588
YOL025W	0.1635	0.1431
YOL027C	0.0965	0.1198
YOL028C	-0.3273	0.0963
YOL029C	-0.0361	0.1288
YOL030W	0.6204	-0.0266
YOL031C	0.1153	0.0078
YOL032W	-0.1453	-0.1344
YOL033W	0.0627	-0.6568
YOL035C	0.1184	-0.2603
YOL036W	0.1103	-0.1342
YOL037C	0.2323	-0.3777
YOL039W	-0.1346	-0.1198
YOL041C	-0.3954	-0.831
YOL042W	0.3324	-0.1128
YOL043C	0.2546	-0.296
YOL044W	0.5458	-0.0617
YOL045W	-0.3275	-0.1821
YOL046C	-0.0331	0.0819
YOL047C	-0.2094	0.0183
YOL048C	0.7397	0.6775
YOL049W	-0.326	0.1482
YOL050C	-0.1103	0.5453
YOL052C	0.4514	0.1514
YOL052C-A	0.1045	0.1012
YOL053W	-0.0264	-0.1448
YOL054W	0.1659	-0.0989
YOL055C	-0.1446	-0.0973
YOL056W	0.2723	-0.3788
YOL057W	0.1561	0.0241
YOL058W	0.0371	0.1755
YOL059W	0.1593	-0.0938
YOL060C	0.438	-0.1875
YOL061W	-0.2869	-0.6534
YOL062C	-0.0464	-0.585
YOL063C	0.5314	0.0042
YOL064C	0.4465	0.5156
YOL065C	-0.1336	0.2616
YOL067C	-0.001	-0.6303
YOL068C	0.3952	0.2136
YOL070C	0.008	0.4656
YOL071W	0.2554	0.0346
YOL072W	1.5052	-0.6552
YOL075C	-0.3177	0.1152
YOL076W	-0.2617	-1.2024
YOL079W	0.064	-0.3827
YOL080C	0.0699	0.0606
YOL081W	1.2794	0.0516
YOL082W	0.3975	0.1624
YOL084W	0.1721	0.0688
YOL085C	-0.534	-0.067
YOL086C		-0.1084
YOL087C	-0.1237	-0.0453
YOL088C	-0.2572	0.2687
YOL089C	-0.1984	-0.2503
YOL090W	0.0682	0.2145
YOL091W	0.2161	0.3194
YOL092W	1.3953	-0.0112
YOL093W	0.2666	-0.1706
YOL095C	0.298	-0.1039
YOL096C	-0.0605	-0.3629
YOL098C	0.131	-0.0687
YOL099C	0.3377	0.4701
YOL100W	-0.6569	-0.9244
YOL101C	0.5222	0.0684
YOL103W	-0.2053	-0.0778
YOL104C	0.1792	0.0618
YOL105C	1.1086	0.5339
YOL106W	0.9245	0.1614
YOL107W	0.287	0.0207
YOL108C	0.3732	-0.0381
YOL109W	0.0568	0.0833
YOL110W	0.5163	-0.0118
YOL111C	0.2551	0.8093
YOL112W	-0.0033	-0.0113
YOL113W	0.4362	0.2871
YOL114C	0.1763	-0.028
YOL115W	1.2669	0.9347
YOL116W	-0.5787	0.0081
YOL117W	0.0826	0.1107
YOL118C	0.0759	0.3752
YOL119C	-0.0338	-0.0169
YOL121C	0.0596	-0.3826
YOL122C	-0.4881	0.252
YOL124C	0.7469	0.3082
YOL125W	-0.5734	-0.12
YOL126C	0.1581	0.0863
YOL128C	0.2795	0.1446
YOL129W	-0.0542	-0.2465
YOL131W	-0.6444	-0.0172
YOL132W	-0.2599	0.0697
YOL136C	-0.0087	0.1276
YOL137W	0.4172	0.2676
YOL138C	-0.2195	-0.3599
YOL141W	0.1103	-0.1946
YOL147C	0.0482	-0.2631
YOL148C	0.5394	-0.4925
YOL150C	0.4947	0.3443
YOL151W	-0.1765	-0.0521
YOL152W	0.0335	0.3415
YOL155C	-0.2375	-0.0391
YOL158C	-0.0943	0.1789
YOL159C	0.6433	0.2726
YOL160W	0.1819	0.0796
YOL162W	0.369	0.033
YOL163W	0.0679	0.3738
YOR001W	0.4028	-0.463
YOR002W	0.0134	0.3128
YOR003W	0.0327	-0.1882
YOR005C	-0.6431	0.0224
YOR006C	0.2508	-0.4371
YOR007C	0.389	-0.1362
YOR008C	-0.27	-1.1634
YOR009W	0.1859	-0.1433
YOR010C	-0.0616	-0.0805
YOR011W	-0.0433	-0.2286
YOR012W	0.5168	-0.2203
YOR013W	-0.5302	0.0798
YOR014W	0.2563	-0.7747
YOR015W	-0.1516	-0.0386
YOR016C	0.7907	0.2877
YOR017W	-0.1796	0.2279
YOR018W	-0.1038	0.0705
YOR019W	0.5122	0.0763
YOR021C	0.0851	-0.0506
YOR022C	-0.1664	0.1213
YOR023C	0.2955	0.1782
YOR024W	0.2511	0.4575
YOR025W	-0.2203	0.1046
YOR026W	0.5978	-0.5273
YOR027W	0.6525	-0.0148
YOR028C	-0.4949	-0.0661
YOR029W	0.4201	0.0441
YOR032C	0.2213	0.3918
YOR034C	0.5192	-0.0783
YOR035C	0.3713	-1.7461
YOR036W	0.2174	-0.8496
YOR037W	0.3002	0.5089
YOR038C	-0.0297	-0.3545
YOR039W	0.5211	-0.6002
YOR040W	-0.6322	0.4452
YOR041C	0.1914	-0.0892
YOR042W	-0.3281	-0.1384
YOR043W	1.4348	-0.0685
YOR044W	0.4	-0.1773
YOR045W	0.268	0.065
YOR047C	0.0861	-0.1955
YOR049C	0.9928	0.7739
YOR050C	0.7605	-0.0367
YOR051C	0.5387	-0.1293
YOR052C	0.8645	0.2707
YOR053W	0.5923	-0.1186
YOR054C	0.6468	0.0503
YOR055W	0.1805	0.0655
YOR058C	0.2622	-0.241
YOR059C	0.4819	0.1011
YOR061W	0.0324	-0.7611
YOR062C	0.2254	0.0018
YOR064C	0.8392	0.0168
YOR065W	0.4716	-0.471
YOR066W	0.4564	0.2395
YOR067C	-1.2652	0.1473
YOR068C	1.4156	0.0224
YOR069W	0.0726	-0.0784
YOR070C	-0.3053	0.3699
YOR071C	0.5009	0.3056
YOR072W	-0.0722	0.0305
YOR073W	0.2501	-0.253
YOR076C	-0.1372	-0.0571
YOR078W	0.4229	-0.2648
YOR079C	-0.1982	0.042
YOR080W	0.5421	-0.2807
YOR081C	0.827	0.179
YOR082C	0.4825	-0.0324
YOR083W	0.1508	-0.3819
YOR084W	-0.223	-0.0003
YOR085W	-1.0514	-0.718
YOR086C	0.3448	0.5425
YOR087W	0.5526	-0.0387
YOR089C	-0.6066	-0.1677
YOR090C	-0.2257	-0.0213
YOR091W	0.5336	-0.1086
YOR092W	0.3934	-0.0416
YOR093C	-0.5663	0.0837
YOR094W	0.0798	-0.2748
YOR096W	0.3868	-0.2918
YOR097C	0.5888	-0.0246
YOR099W	0.3537	-0.0945
YOR100C	0.2205	0.0348
YOR101W	0.5651	0.6367
YOR105W	0.6105	0.0833
YOR106W	-0.8961	-1.2378
YOR107W	0.498	0.0324
YOR108W	0.5594	0.45
YOR109W	0.9477	-0.2967
YOR111W	0.0711	0.171
YOR112W	0.1431	0.145
YOR113W	-0.8951	-0.2414
YOR114W	-0.5289	-0.0371
YOR115C	0.0554	-0.3069
YOR118W	0.3663	0.4009
YOR120W	0.3537	-0.1396
YOR121C	0.2847	-0.035
YOR123C	1.5474	0.6862
YOR124C	-0.4595	0.2898
YOR125C	-0.0065	-0.7842
YOR126C	-0.287	-0.2399
YOR127W	0.3954	0.4843
YOR129C	-0.2804	-0.1037
YOR130C	1.0049	1.2965
YOR131C	-0.3477	-0.0731
YOR132W	-0.0756	0.0949
YOR133W	-0.0685	-0.2399
YOR134W	-0.2266	-0.1679
YOR135C	0.4076	0.6595
YOR136W	0.8089	0.5396
YOR137C	0.5157	0.9807
YOR138C	0.1982	-0.0548
YOR140W	-2.9384	-0.6617
YOR141C	1.3228	-0.718
YOR142W	-0.0293	0.1307
YOR144C	1.04	-0.035
YOR150W	0.3508	
YOR152C	0.6066	0.0601
YOR153W	-0.1769	0.1405
YOR154W		-0.1039
YOR155C	0.171	0.0221
YOR156C	-0.4567	0.1416
YOR158W	0.0451	
YOR161C	0.0941	0.6982
YOR162C	0.1966	-0.1804
YOR163W	0.9844	-0.0409
YOR164C	0.5116	0.0411
YOR165W	0.0634	0.4871
YOR166C	-0.0103	-0.1371
YOR167C	0.8301	0.181
YOR170W	0.3551	0.2744
YOR171C	0.4665	-0.4801
YOR172W	-0.17	-0.1382
YOR173W	0.558	0.1527
YOR175C	0.3578	0.0638
YOR177C	-0.1456	0.0943
YOR178C	0.0841	-0.1025
YOR179C	0.0325	0.1898
YOR180C	0.3758	-0.0665
YOR182C	0.3237	0.0244
YOR184W	0.5541	0.0161
YOR185C	0.6192	0.0353
YOR186W	0.425	0.2585
YOR187W	-0.6167	-0.5226
YOR188W	-0.0926	0.6385
YOR189W	0.4655	0.1609
YOR190W	0.7399	-0.0145
YOR191W	0.339	-0.2658
YOR192C	0.1719	0.001
YOR193W	-0.0388	0.0361
YOR195W	0.4032	0.2963
YOR196C		-0.1242
YOR197W	0.4675	-0.0031
YOR198C	0.1941	0.4352
YOR199W		-0.1318
YOR200W	0.6818	0.1634
YOR201C	0.7157	-0.5761
YOR202W	0.8393	-0.1772
YOR205C	0.4987	-0.9236
YOR208W	0.1054	-0.1116
YOR209C	0.6233	0.0386
YOR211C	0.7384	-1.3613
YOR212W	-0.3049	-0.0179
YOR213C	-0.1492	0.0477
YOR214C	0.7547	0.6234
YOR215C	0.5336	-0.0216
YOR216C	-0.6081	0.2746
YOR219C	-0.0271	0.099
YOR220W	0.0697	0.3631
YOR221C	-0.5251	-0.8048
YOR223W	0.0398	0.1138
YOR225W	0.0806	0.1355
YOR226C	-0.133	0.0811
YOR227W	-0.0248	0.34
YOR229W	0.1786	0.0299
YOR230W	0.1252	0.0915
YOR231W	-0.049	-0.0573
YOR233W	0.067	-0.2781
YOR234C	0.3652	0.0982
YOR235W	0.2542	0.0764
YOR237W	0.3536	-0.0986
YOR238W	0.2791	0.1727
YOR239W	0.40675	0.10204999999999999
YOR241W	0.3255	0.044
YOR242C	0.5609	0.3358
YOR243C	0.3372	0.3825
YOR245C	1.0079	-0.0116
YOR246C	0.9146	0.0039
YOR247W	-0.4289	0.1618
YOR248W	1.1061	-0.0226
YOR251C	0.319	-0.1023
YOR252W	0.1517	-0.0806
YOR253W	-0.0028	0.0921
YOR255W	0.0313	0.3675
YOR258W	0.1365	0.2239
YOR263C	-0.3988	-0.1106
YOR264W	0.4188	0.2061
YOR265W	0.6266	0.1616
YOR266W	0.2555	0.2541
YOR267C	1.2214	0.2754
YOR268C	0.2887	0.0383
YOR269W	0.7125	0.0903
YOR270C	-0.5848	-0.5774
YOR271C	-0.0981	0.1521
YOR273C	-0.1391	0.0334
YOR274W	0.5609	-0.3943
YOR275C	2.1149	0.2794
YOR276W	0.4416	0.2808
YOR277C	0.6927	-0.0724
YOR279C	-0.0371	0.2439
YOR280C	0.209	0.043
YOR283W	0.3316	-0.1283
YOR284W	0.0269	-0.067
YOR285W	0.0222	-0.229
YOR286W	0.6436	0.1717
YOR288C	-0.3927	0.0706
YOR289W	-0.3602	0.4108
YOR290C	-2.831	-0.3764
YOR291W	0.5415	-0.076
YOR292C	0.2956	0.4532
YOR293W	0.8552	0.2465
YOR295W	1.6841	-0.2702
YOR296W	0.3803	-0.0239
YOR297C	-0.4986	-0.9542
YOR298C-A	0.41204999999999997	-0.0026499999999999996
YOR298W	-0.0982	-0.0327
YOR299W	-0.1691	0.325
YOR300W	-0.1839	-0.2549
YOR301W	0.4317	0.4413
YOR302W	0.017700000000000007	-0.09720000000000001
YOR303W	0.12705	-0.010499999999999995
YOR304C-A	0.4699	-0.2706
YOR304W	0.4966	0.1533
YOR305W	0.6575	0.0791
YOR306C	-0.5484	-1.2988
YOR307C	0.7041	0.3635
YOR308C	-0.3953	-0.13
YOR309C	0.6065	-0.6941
YOR311C	-0.1512	0.2254
YOR312C	0.8496	-0.1671
YOR313C	0.2805	0.1
YOR314W	1.1838	0.6009
YOR315W	-0.1859	-0.4503
YOR316C	0.5139	-0.3179
YOR317W	0.1096	0.1681
YOR318C	-0.1135	0.128
YOR320C	0.4537	0.0583
YOR321W	-0.0039	-0.1117
YOR322C	0.815	-0.9578
YOR323C	0.2722	-0.2381
YOR324C	0.2202	-0.0674
YOR325W	0.9429	0.2225
YOR327C	0.2739	-0.1154
YOR328W	0.0884	0.0858
YOR330C	0.6676	-0.3846
YOR333C	0.0712	-0.1279
YOR334W	0.1173	0.6782
YOR337W	0.8216	0.4227
YOR338W	0.5289	0.1081
YOR339C	0.1344	-0.1053
YOR342C	-0.1591	0.2337
YOR343C	0.4586	0.3206
YOR344C	0.2084	0.0087
YOR345C	-0.4876	0.0961
YOR346W	0.1935	0.01
YOR347C	0.5096	0.1552
YOR348C	-0.4195	-0.1619
YOR349W	-0.0666	-0.1057
YOR350C	0.7483	-0.412
YOR351C	0.0405	0.1016
YOR352W	0.7041	-0.1086
YOR354C	-0.1676	0.3745
YOR355W	1.3227	-0.1723
YOR356W	0.5412	-0.1675
YOR357C	0.5761	0.1935
YOR358W	-0.1117	0.088
YOR359W	0.6669	-0.2685
YOR363C	0.0374	0.1495
YOR364W	0.3083	0.22975
YOR365C	0.344	-0.1009
YOR366W	0.2123	0.5067
YOR367W	-0.4273	0.1469
YOR368W	-0.5001	0.3579
YOR371C	0.087	0.0961
YOR374W	0.2796	-0.28
YOR375C	-0.1283	-0.4758
YOR377W	0.0985	0.1789
YOR378W	0.4105	0.4951
YOR379C	0.2506	0.4797
YOR380W	0.0736	0.2035
YOR381W	0.9824	0.2652
YOR382W	0.2246	-0.0294
YOR383C	0.281	-0.0624
YOR384W	-0.4068	-0.0156
YOR385W	-0.0218	-0.0694
YOR386W	0.7203	0.1551
YPL001W	0.2016	0.1114
YPL002C	1.9079	-1.1423
YPL003W	0.0019	-0.0108
YPL004C	-0.0467	-0.0088
YPL005W	0.3492	-0.4988
YPL006W	-0.3106	0.35
YPL008W	0.7413	0.094
YPL009C	0.0262	0.0426
YPL013C	0.7913	-0.4766
YPL014W	0.2592	0.0543
YPL015C	0.0736	-0.3379
YPL017C	0.1439	-0.0435
YPL018W	0.2467	0.1399
YPL019C	0.3441	-0.0267
YPL021W	0.0399	0.064
YPL022W	-0.2613	0.0545
YPL023C	0.0608	-0.1539
YPL025C	0.1982	-0.1308
YPL026C	0.3241	-0.1656
YPL027W	-0.3	0.5221
YPL029W	1.1003	-0.0999
YPL030W	0.7209	0.4617
YPL032C	0.1025	-0.2417
YPL033C	0.2206	-0.0486
YPL034W	-0.2248	-0.0784
YPL035C	0.319	0.5988
YPL036W	0.0108	0.244
YPL037C	0.1511	-0.1414
YPL038W	0.1413	-0.1308
YPL039W	-0.4205	0.1112
YPL041C	-0.0725	-0.0163
YPL042C	-1.2949	-1.7508
YPL046C	0.4128	-0.0523
YPL047W	0.2225	0.1052
YPL048W	0.2723	0.0545
YPL049C	0.0674	0.8657
YPL052W	-0.0165	0.2113
YPL053C	0.2548	-0.0384
YPL054W	0.0309	0.1152
YPL055C	-0.3942	0.3236
YPL056C	0.4219	0.3021
YPL057C	0.2701	-0.0189
YPL058C	0.3452	-0.1382
YPL060W	0.1594	-0.0521
YPL061W	0.487	0.4026
YPL062W	1.0563	0.4033
YPL064C	-0.0823	0.1067
YPL065W	0.0902	-0.206
YPL066W	-0.0412	0.1379
YPL067C	0.1584	-0.1391
YPL068C	0.1958	0.0996
YPL069C	0.3113	0.4367
YPL070W	0.2927	-0.1507
YPL071C	0.5125	0.1733
YPL072W	0.7382	0.014
YPL073C	-0.1571	-0.073
YPL074W	0.207	0.0649
YPL077C	0.3194	-0.0789
YPL078C	0.8265	0.3609
YPL079W	0.4581	-0.5087
YPL080C	0.2038	-0.1193
YPL081W	0.0085	-0.0778
YPL084W	0.1772	-0.6088
YPL086C	0.6515	-0.4259
YPL087W	1.2871	0.1025
YPL088W	0.6475	0.1431
YPL089C	0.5423	-0.2022
YPL090C	0.2131	-0.2415
YPL091W	0.1315	-0.0102
YPL092W	-0.709	-0.1716
YPL095C	0.0561	0.024
YPL096W	-0.3427	0.073
YPL097W	0.6209	-0.6078
YPL098C	0.3507	-0.1242
YPL099C	0.3207	0.0172
YPL100W	0.0038	0.01
YPL101W	0.4283	-0.3721
YPL102C	0.3259	-0.6257
YPL103C	0.1204	0.0354
YPL104W	0.6544	-0.6921
YPL105C	0.2171	-0.1751
YPL106C	-0.1715	-0.6286
YPL107W	0.5238	-0.0947
YPL108W	0.1639	-0.0146
YPL109C	-0.1312	-0.1254
YPL110C	0.3049	-0.1457
YPL111W	0.2791	-0.1424
YPL112C	0.0746	-0.0936
YPL113C	-0.0431	0.2931
YPL114W	-0.114	-0.1915
YPL115C	0.1657	-0.0597
YPL116W	0.0706	-0.0654
YPL118W	-0.0004	-0.5075
YPL119C	0.3495	0.1548
YPL120W	-0.089	-0.5228
YPL121C	0.8294	0.0549
YPL123C	0.1931	0.4873
YPL125W	0.1939	-0.1142
YPL127C	0.0242	0.0747
YPL129W	-0.1027	-0.771
YPL130W	0.3692	-0.0052
YPL132W	0.6263	-0.5718
YPL133C	0.0718	0.01
