orf	hap a | cell conductivity | electric field [300 kHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013	hap a | cell conductivity | electric field [10 MHz] | YPD + G418 [100 ug/ml] | Vahey MD~Voldman J, 2013
YBL091C	-1.4541408730747238	0.39358963463967317
YBL091C-A	-0.20215250732748583	-0.43713004019264784
YBL094C	-1.7004907479271265	0.2751073006807295
YBL095W	0.7162189342600934	-0.2839896085450337
YBL096C	0.4681280708928328	1.6146830764614388
YBL098W	-0.29377202792188656	-0.004575487644123668
YBL099W	3.114430613476948	1.840095045149769
YBL100C	-0.34600168336762566	-2.609037495349337
YBL102W	-1.2415226506976942	0.6195389381758898
YBL103C	1.1260041059447883	-0.93873212069457
YBL104C	0.6635540316856399	0.13620624250210409
YBL106C	0.3819491394073632	0.36403621800592306
YBL107C	-0.7703676338642559	0.959403229464016
YBR001C	-0.518577169902922	-0.5432536726502051
YBR003W	0.5438610712891545	-1.329911889955844
YBR006W	-0.7788549528741885	0.25683791585259313
YBR007C	-0.6071499605963213	0.6517790290490717
YBR008C	-0.19649429465419743	0.32749744834965017
YBR009C	0.11079017821823435	0.21949314392449074
YBR010W	0.13712262950546114	0.7471559645489017
YBR013C	-0.31575200792196845	0.31460141200037745
YBR014C	-0.12337277703016268	0.10826483041201308
YBR015C	-0.02783603227733156	1.7264487248218026
YBR016W	-0.8278202548545689	-0.11446046403688538
YBR018C	-0.1531872053471054	-0.26625755856478367
YBR019C	0.6415740516855581	-0.19801603288321523
YBR020W	-0.2010643895056996	-0.015053517177907797
YBR021W	0.9963004615878696	0.5451180617436282
YBR022W	-0.6145491617844675	1.3599863585633012
YBR023C	-1.2121434695094657	1.028450757417414
YBR024W	0.28336566475353064	-0.03842758306096469
YBR025C	0.08358723267357854	-0.2248827752775335
YBR027C	-0.7910418724781944	0.5813881639759578
YBR028C	-1.927907372680449	0.2133137931737975
YBR030W	0.18739367287198508	0.48789190044373026
YBR031W	1.5018400015897528	-0.9647928608170587
YBR032W	0.05921339346556698	1.4161378501674264
YBR033W	-0.29050767445652786	0.14802760915560415
YBR034C	-0.44088555742738506	-1.2036382007025483
YBR035C		-0.291780963839386
YBR036C	-0.03175325643576198	-0.4341746985292729
YBR037C	1.0165394530730933	-0.7743076572413422
YBR040W	0.1227594742578829	2.3336371029333955
YBR041W	-0.08376528831714386	-0.7334702088019783
YBR042C	0.5114351601999247	0.5429687223520827
YBR043C	0.18543506079276983	0.12116086676128586
YBR044C	-1.1577375784201545	-0.20903139726488573
YBR045C	-0.6922407742600045	1.572770958326302
YBR046C	-0.6128081732696097	-0.2528241873676245
YBR047W	0.3828196336647922	-0.046487605779260165
YBR048W	1.774522327729382	-0.14508855036640822
YBR050C	1.2589721037670658	-0.7802183405680923
YBR051W	0.30186366772389656	-0.18861267304520385
YBR052C	0.8393938716862951	0.2775253074962182
YBR053C	-0.6578562510915597	0.2560319135807636
YBR054W	-0.9932141637660762	-0.2453014994972154
YBR056W	-0.09551696079243513	-0.4723254727292048
YBR057C	0.4343964184174596	1.7514347952485185
YBR058C	1.0004353093106573	0.20444776818367247
YBR059C	-0.5762474144575923	0.16172964777670645
YBR061C	-1.1908163602024557	2.059058995663463
YBR062C	-0.4006251980212944	-0.8258918026384333
YBR063C	-1.2173664350540399	0.7259312380573901
YBR064W	-1.417144867133992	0.32051209532712743
YBR065C	0.0988208821785858	-0.4556680924447275
YBR066C	-0.14187078000052863	0.7296925819925948
YBR067C	-1.0428323364395284	0.08892077588810392
YBR068C	-1.0691647877267552	-0.07281701332569208
YBR069C	-0.8998536546568174	0.18510371365976336
YBR071W	1.556681139807779	-0.012635510362419148
YBR072W	-0.7642741740622531	-0.3439024440843635
YBR073W	-0.25590552772372566	0.7380212721348334
YBR074W	-0.08006568772307066	0.37720092177913905
YBR076W	0.6541962184182784	-0.2076880601451698
YBR077C	-1.534661591886905	-2.2304850950133925
YBR081C	-1.3409766196089559	-0.5690457453487505
YBR082C	1.1673525831726652	-1.3882127209515147
YBR083W	-0.5473034803980785	0.22567249467518394
YBR084C-A	-0.09247023089143372	-1.1023505818759682
YBR084W	-0.37124601683306624	-0.07227967847780571
YBR085W	1.4998813895105376	1.21974196326496
YBR089C-A	0.6550667126757075	0.41642636567484365
YBR090C	-0.0417639403961953	0.03679929564312647
YBR092C	-1.4597990857480123	-0.07416035044540799
YBR095C	-0.3022593469318191	-0.5319696408445913
YBR098W	-0.4549222773284274	0.06689004712476296
YBR099C	-0.2770150134663786	0.20632844015127477
YBR103W	-0.6852768202005727	-0.3347677516702952
YBR104W	0.9325367572311963	0.41911303991427545
YBR105C	0.8596328631715189	-0.893058658624229
YBR106W	0.2106793942582104	1.8390203754539964
YBR107C	-0.5329403251505003	-0.6058531824289666
YBR108W	0.0437621203962025	0.4011123225100823
YBR111C	2.1035691570375383	1.3038348669591762
YBR113W	-1.2471808633709824	-0.08678771937073759
YBR114W	0.9547343607956355	0.4054110012931732
YBR115C	-1.733569529709428	-0.062070316367964756
YBR116C	0.7327583251512443	0.6101355783378783
YBR119W	-0.591045816833885	0.25630058100470676
YBR120C	-0.025659796633759096	-1.29579112711506
YBR125C	1.7153287182242114	0.15205762051475188
YBR126C	2.91748128773364	-1.2146535650842187
YBR128C	-0.6717841592104233	0.8591902803332089
YBR129C	1.5364421483225548	0.32669144607782064
YBR130C	0.9460294182213456	0.3594688717988889
YBR131W	-0.23893088970386045	-0.5674337408050915
YBR132C	0.3308076017834104	-3.072220134227384
YBR133C	0.8391762481219378	1.3118948896774718
YBR134W	1.9797413489182656	3.2237322784571596
YBR137W	-0.10226329128750981	0.07736807665854706
YBR138C	-1.0904918970337651	0.05291934107971744
YBR139W	-2.169034281988278	0.010469888096694567
YBR141C	-0.841095292280361	-0.09699708148057852
YBR144C	0.27923081703074304	-0.27619825325068137
YBR145W	0.5802042065368146	0.2788686446159341
YBR146W	3.29679916040832	-0.7869350261666718
YBR147W	-0.28223797901095243	-0.77833766860049
YBR148W	0.40958733208073345	-0.07792169438061254
YBR149W	0.14909192554510972	0.35839420210311623
YBR150C	0.21764334831764223	-0.562329059750171
YBR151W	-0.644145966537053	-0.5032222264826708
YBR156C	0.17868873029769522	0.15635629929784278
YBR157C	-0.19562380039676847	0.03518729109946738
YBR161W	-1.2436988863412666	-0.32375238728862477
YBR162C	0.3562695588132082	-0.2904376267196701
YBR162W-A	0.30991573960511465	-0.2882882873281246
YBR164C		-0.2063447230254539
YBR165W	-0.4054129164371539	0.02255992217413779
YBR166C	0.33711868514977045	0.5104599640549576
YBR168W	0.6243817901013355	-1.4467822193711286
YBR169C	-0.4128121176253003	0.5131466382943894
YBR170C	-0.41890557742730317	0.23964320072022943
YBR171W	-0.2465477144563641	-0.06018964440036248
YBR172C	0.06378348831706913	0.11336951146693355
YBR173C	1.4674554784213079	-0.4642654500109093
YBR174C	1.3347051041633875	2.395430610440328
YBR175W	-0.7205318376264466	0.11605618570636539
YBR176W	0.7523444459433964	0.16629699398374057
YBR177C	0.7832469920821254	0.22352315528363847
YBR178W		-0.38500855994767036
YBR179C	0.8657263229735218	-2.7565359110941445
YBR180W	-0.6319590469330473	0.21492579771745665
YBR181C	1.413920081589425	-2.364012804713154
YBR183W	0.5730226289130255	-0.33530508651818164
YBR184W	0.4642108467344023	-0.36297783118432947
YBR185C	-0.9742809136669957	-0.5075209052657618
YBR186W	0.7262296182205269	-0.042188926996169246
YBR187W	0.015035809901045952	0.31245207260883195
YBR188C	1.2937918740642254	-0.26330221690140865
YBR189W	-1.1311875035685703	-2.979529872966986
YBR191W	-1.050666784756389	-3.5859122488067494
YBR194W	-0.6341352825766198	-1.1276053197266276
YBR195C	1.3031496873315869	0.24501654919909308
YBR197C	0.15692637386197056	0.6488236873856967
YBR199W	0.23004789148600535	0.8363535492980383
YBR200W	-0.561013764952585	-1.907278184009744
YBR201W	0.8694259235675948	0.6480176851138671
YBR203W	1.482689127926315	1.1407537406256645
YBR204C	1.839591773472199	1.5773383045333362
YBR205W	-1.646084856837815	0.7291552471447085
YBR206W	0.6383096982201995	-0.8078910852342399
YBR207W	0.4287382057441712	0.6267929586223557
YBR208C	0.4892375566354857	0.5647307836914806
YBR209W	0.7242710061413117	-0.12762516781010133
YBR210W	-0.37276938178356694	0.7971281054023336
YBR212W	0.10426147128751695	1.6098470628304613
YBR213W	0.12384759207966914	-0.1988220351550448
YBR214W	0.41698653326887986	0.772679369823504
YBR215W	-1.005618706934439	-0.3320810774308634
YBR216C	0.3680212312884994	0.0972494660303426
YBR217W	0.26813201524852337	-0.43121935686589785
YBR218C	1.8163060520859737	0.13163889629506997
YBR219C	0.22787165584243288	-0.26437688659718134
YBR220C	-0.0939935958419344	0.6904671380968901
YBR222C	-0.7131326364383002	-0.004844155068066849
YBR223C	0.1540972675253263	0.7259312380573901
YBR224W	-0.7610098205968944	-0.9317467676720472
YBR225W	0.7055553796065885	-1.223788257498287
YBR226C	1.4707198318866663	-2.2167830563922903
YBR227C	1.190203057430176	0.7092738577729129
YBR228W	0.5786808415863139	-0.1362225253762832
YBR229C	0.9767143407957173	-0.8806999571228425
YBR230C	0.2881533831693901	
YBR231C	0.9547343607956355	0.4895039049873894
YBR232C	1.041783786538534	1.022808741514607
YBR233W	-0.5005144140612705	0.04862066229662652
YBR235W	-1.1840700297073812	-0.6066591847007962
YBR238C	-2.0637044768393706	-0.14589455263823778
YBR239C	-1.831500133670189	0.249315227982184
YBR240C	1.0988011604001326	-0.05159228683418065
YBR241C	-0.590175322576456	0.2057911053033884
YBR242W	0.5519131431703725	0.11148883949933128
YBR244W	1.1625648647568056	0.9346858264612431
YBR245C	1.6339375051546012	0.33233346198062746
YBR246W	1.2557077503017071	-0.18404532683816974
YBR248C	1.1096823386179948	-0.9376574509987973
YBR250W	0.4452775966353219	-1.0918725523421842
YBR255W	0.09272742237658291	-0.537342989323455
YBR258C	0.5604004621803053	0.02014191535864915
YBR259W	0.18173546019869669	0.1063841584444108
YBR260C	-0.15427532316889164	0.9583285597682433
YBR261C	0.9558224786174219	-0.4320253591377274
YBR262C	-0.34230208277355245	-0.2651828888690109
YBR263W	0.04985558019820539	-0.42423400384337506
YBR264C	-0.5792941443585936	0.22997117345827486
YBR266C	1.0476596227761799	-4.4913214674952755
YBR267W	0.4870613209919132	-1.1969215151039687
YBR268W	1.7488427471352275	-1.6743435274510043
YBR269C	-1.458710967926226	0.5765521503449806
YBR270C	-0.7723262459434711	-0.003232150524407753
YBR271W	0.12036561504995322	0.005365207041774098
YBR272C	-0.2670043295059452	0.6719290858448106
YBR274W	0.229830267921648	-0.2482568411605904
YBR275C	0.19631623901063214	0.5746714783773783
YBR276C	0.085763468317151	1.9618013881960308
YBR277C	0.2659557796049509	1.4739013463152109
YBR278W	-0.08681201821814527	-0.31488636229849976
YBR280C		-0.291780963839386
YBR281C	-0.6791833603985697	-0.020695533080714628
YBR282W	0.2663910267336655	-0.509401577233364
YBR283C	0.3754204324766458	1.0972296179468686
YBR284W	0.28010131128817195	0.013962564607955941
YBR285W	-0.27897362554559374	-0.1515365685410446
YBR286W	-1.511811117629394	0.8008894493375383
YBR287W	-0.7394650877255269	0.7022885047503902
YBR288C	-1.0830926958456188	-0.46023543865176153
YBR290W	0.337553932278485	-0.6058531824289666
YBR291C	-0.48266928178397633	0.40836634295654817
YBR292C	-1.0750406239644008	0.6926164774884355
YBR293W	0.5003363584177052	1.1364550618425733
YBR294W	0.7991335122802044	0.26650994311454773
YBR295W	-1.287441222777073	1.2581614048888352
YBR296C	0.30077554990211036	-0.17222396018466968
YBR297W	-0.3549242495062727	0.16764033110345647
YBR298C	-1.527697637827473	2.065238346414156
YBR299W	-0.265916211684159	0.23883719844839987
YBR300C	-0.36906978118949374	-0.344708446356193
YBR301W	-1.62040527624366	0.5867615124548216
YCL001W	1.169964065944952	0.7237818986658447
YCL001W-A	0.23200650356522048	-0.09457907466508989
YCL002C	-0.2952953928723872	-0.02391954216803282
YCL005W	0.028746094455552467	3.8494587088208325
YCL008C	3.9176791895195433	-2.709250444480144
YCL009C	0.27117874514952484	0.25280790449344537
YCL010C	-0.40671865782329736	0.3449608309059571
YCL011C	0.9451589239639168	0.994598662000573
YCL014W	-1.3430440434703497	0.032634950572007146
YCL016C	-0.6513275441608423	0.4145456937072414
YCL022C	0.324278894852693	0.4758018663662871
YCL023C	1.2548372560442782	-0.1561039147480787
YCL024W	-0.03349424495061994	0.9362978310049023
YCL025C	-0.11793218792123152	0.5553274238534691
YCL026C-A	0.33276621386262556	0.5204006587408554
YCL027W	-0.29703638138724525	0.578701489736526
YCL028W	-0.0191310897030417	0.15152028566686548
YCL029C	-0.18147826871354744	0.21841847422871802
YCL030C	-0.0848534061389301	0.051307336536058346
YCL032W	0.22787165584243288	-0.21279274120009029
YCL033C	0.6298223792102667	0.8086808046318904
YCL034W	0.264214791090093	-0.12708783296221499
YCL035C	-1.188204877430169	0.5744028109534352
YCL036W	1.1545127928755876	1.4411239205941426
YCL037C	0.336683438021056	1.840095045149769
YCL038C	-0.23631940693157352	0.038679967610728755
YCL039W	-0.5046492617840582	0.23964320072022943
YCL040W	-0.4347920976253821	0.3116460703370024
YCL042W	-1.0430499600038856	0.21304512574985435
YCL044C	0.264214791090093	-0.23321146541977217
YCL045C	-0.43522734475409663	0.7716047001277313
YCL046W	-0.4587306897046792	0.47875720802966204
YCL047C	-0.19758241247598368	-0.23643547450709038
YCL048W	-1.3923357807972656	0.4978325951296281
YCL049C	-0.39170263188264737	0.4704285178874234
YCL050C	0.25289836574351626	2.393012603624839
YCL051W	0.381731515843006	-0.04460693381165789
YCL055W	-0.10966249247565615	2.424984027074078
YCL056C	0.27466072217924076	0.7030945070222195
YCL057W	-0.09986943207958006	-0.21037473438460164
YCL058C	-0.37124601683306624	-2.3975962327060523
YCL061C	-0.7297808391116296	1.4591246379983358
YCL063W	-1.329660194262379	-0.48737084847002304
YCL064C	0.32449651841705024	-0.23321146541977217
YCL069W	-0.9638349825778478	0.6047622298590147
YCL076W	0.31579157584276035	-0.13111784432136275
YCR001W	-0.6073675841606785	0.43845709443818465
YCR002C	0.5238397033682879	4.5858761178490965
YCR003W	2.61084968555428	-2.235589776068313
YCR004C	1.1823686091133152	-1.6947622516706862
YCR005C	-0.8334784675278574	0.5163706473817077
YCR006C	0.09533890514886988	1.5389188629094612
YCR007C	1.232422028915482	0.9983600059357775
YCR008W	-0.310964289506109	0.44194977094944604
YCR009C	2.7490406489211314	-4.139904476977592
YCR010C	0.20284494594134955	0.1716703424626042
YCR011C	-0.25612315128808294	0.12787755235986542
YCR014C	-0.3549242495062727	0.8342042099064928
YCR015C	-0.6463222021806255	0.4029929944776845
YCR016W	2.310311543176923	-0.7845170193511831
YCR017C	-1.3329245477277378	-0.7576502769568648
YCR019W	-0.014125747722825042	1.3567623494759833
YCR020C	-0.36624067485284956	-0.11526646630871495
YCR020C-A	-0.2461124673276496	0.3981569808467072
YCR020W-B	-0.1732085732679721	2.7371755736960557
YCR021C	0.47748588416019433	-0.16093992837905602
YCR022C	-0.20171726019877134	0.0612480312219561
YCR023C	-0.045028293861554	0.3038547150426501
YCR024C-A	-0.27745026059509303	0.6055682321308443
YCR025C	-0.25612315128808294	1.393032451708313
YCR026C	-0.2180390275255648	0.21170178863013844
YCR027C	-1.0293396754493789	-0.24046548586623812
YCR028C	0.27661933425845603	1.0115247097089934
YCR028C-A	0.47900924911069515	-2.381207519845518
YCR030C	-0.4260871550510923	0.03948596988255831
YCR031C	-0.11771456435687429	-1.9212488900547893
YCR032W	0.5414672120812248	0.47069718531136656
YCR033W	-0.9044237495083196	1.7637934967499052
YCR034W	2.5459978633758205	-4.8271557474242535
YCR036W	-0.5779884029724502	0.5733281412576624
YCR037C	1.1281803415883607	2.4069833096698843
YCR043C	-0.5477387275267929	0.41642636567484365
YCR045C	-0.9435959910926239	0.6206136078716625
YCR046C	-0.235884159802859	-0.9201940684424903
YCR048W	-0.4461085229719589	0.4285163997522869
YCR049C	-1.3544692805991052	0.6539283684406172
YCR050C	-0.4465437701006734	1.3820170873266424
YCR051W	-0.6058442192101777	-0.3863518970673863
YCR053W	-0.8857081229735966	0.500787936793003
YCR059C	-1.2119258459451085	0.6243749518068671
YCR060W	-0.880920404557737	-0.047024940627146544
YCR061W	-0.5197740995068868	0.37572325094745146
YCR065W	-0.11249159881230035	-0.7984877253962286
YCR066W	1.3756183342625499	0.5633874465717646
YCR067C	0.2346179863375075	0.12008619706551311
YCR068W	-1.8351997342642623	-0.25980954039014725
YCR069W	0.8581094982210181	0.15017694854714958
YCR071C	1.3098960178266614	-2.272665880572472
YCR073C	0.35757530019935163	-0.3003783214055678
YCR073W-A	-0.18626598712940684	0.5768208177689238
YCR075C	-0.609543819804251	0.13002689175141088
YCR076C	0.8378705067357942	-0.03896491790885105
YCR077C	0.35169946396170604	-0.2170914199831812
YCR079W	1.6409014592140332	1.0528994929962436
YCR081W		-0.23321146541977217
YCR084C	-8.864440863003319	-2.5201085780241437
YCR085W	1.5514581742632048	0.4443677777649347
YCR086W	-0.3079175596051076	-0.1515365685410446
YCR087C-A	0.08706920970329451	0.7116918645884014
YCR087W	1.0979306661427035	0.8739669886500839
YCR088W	-0.8802675338646653	-0.7409928966723875
YCR089W	-0.4924623421800524	0.22379182270758166
YCR090C	0.599137456635895	0.444905112612821
YCR091W		-0.2375101442028631
YCR092C	-0.7849484126761915	-0.0755036875651239
YCR094W	2.503126021197443	0.22083648104420664
YCR095C	0.35518144099142196	-0.6910207558189555
YCR098C	-1.122917808122995	0.7084678555010833
YCR099C	-0.30291221762489084	-0.577105768067046
YCR100C	-0.1412179093074569	0.056680685014921996
YCR101C	0.25137500079301545	-0.27566091840279505
YCR102C	0.264214791090093	-0.22112143134232895
YCR102W-A	-1.7020141128776274	0.9448951885710841
YCR105W	-0.21216319128791916	0.17274501215837695
YCR106W	-1.3039806136682237	0.5204006587408554
YCR107W	0.005242749504969859	1.637519807496609
YDL001W	-0.6332647883191908	-1.2259375968898323
YDL002C	-1.3884185566388354	-3.143954336420214
YDL006W	-2.2987379263451966	-3.737709343334648
YDL009C	0.9806315649541478	1.6286537825064842
YDL010W	0.515134760793998	0.2318518454258771
YDL011C	1.1780161378261702	-0.5808671120022506
YDL012C	-0.34600168336762566	-0.32563305925622704
YDL013W	0.1318996639608872	-1.2468936559574006
YDL018C	-0.9838563504987146	-0.12843117008193092
YDL019C	0.25790370772373283	-0.24154015556201083
YDL020C	0.9714913752511435	-0.4991922151235231
YDL021W	-0.000197839603961243	3.4641896228863085
YDL022W	-1.0128002845582282	0.48520522620429846
YDL023C	0.2559450956445176	0.8605336174529248
YDL024C	-0.11727931722815979	0.3664542248214117
YDL025C	-0.7699323867355414	0.9419398469077092
YDL026W	-1.1596961904993695	-0.356529813009693
YDL027C	-1.0874451671327638	0.46639850652827564
YDL032W	-1.0049658362413674	-0.6397052778458076
YDL033C	-0.456772077625464	-0.7874723610145581
YDL034W	0.5218810912890727	0.49138457695499166
YDL035C	0.06530685326756987	-1.5174417518681858
YDL036C	-0.30008311128824666	-0.7404555618245012
YDL037C	-0.35209514316962853	0.8745043234979702
YDL039C	-0.6518716030717353	0.4575324815381506
YDL041W	2.753393120208276	-0.5647470665656597
YDL042C	1.8334983136701961	1.0160920559160274
YDL044C	-0.1958414239611257	-0.6727513709908192
YDL045W-A	-0.3614529564369901	-1.9819677278659484
YDL046W	-0.26809244732773146	0.7240505660897879
YDL047W	4.482629962590956	-0.4070392887110114
YDL048C	-2.3736004324840896	0.5598947700605033
YDL049C	0.6045780457448262	-1.665208835036936
YDL050C	1.873976296640644	1.5359635212460863
YDL051W	0.22787165584243288	0.8277561917318563
YDL052C	-1.363174223173395	-0.15368590793259007
YDL053C	-0.013255253465396032	-0.3027963282210565
YDL054C	-0.6465398257449828	-0.21359874347191982
YDL056W	-0.296818757822888	0.09886147057400169
YDL057W	0.10534958910930318	-1.8626793916351754
YDL059C	0.14865667841639515	0.49407125119442347
YDL061C	0.3889130934667952	-0.3670078425434772
YDL063C	-0.43218061485309517	-3.4779079443815903
YDL065C	-0.9679698303006355	-0.3146176948745565
YDL066W	-0.3142286429714677	0.3659168899735253
YDL067C	-1.9709968384231837	-1.6614474911017316
YDL068W	0.7580026586166849	-0.9661361979367746
YDL069C	0.49576626356620307	-0.9733902183832407
YDL070W	0.23026551505036258	-0.3081696766999202
YDL071C	0.7497329631711096	-0.9414187949340018
YDL073W	2.4041072994148958	3.517117105403116
YDL074C	-0.47461720990275824	2.3067703605390775
YDL075W	-2.4604322346626306	-2.9574991442036453
YDL076C	-1.8171369784226106	0.7861127410206632
YDL077C		-0.2544361919112836
YDL078C	1.7575476897095172	0.7186772176109243
YDL079C	-0.43087487346695175	-0.5934944809275802
YDL080C	0.7251415003987408	0.35785686725522986
YDL081C	1.2966209804008695	1.20200991328471
YDL082W	-1.2539271938660572	-2.4951225075974275
