orf	hap alpha | growth (exponential growth rate) | EtOH (ethanol [8%]) | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | sodium chloride [1 M] | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | EtOH (ethanol [5%]) | Yoshikawa K~Shimizu H, 2009
YAL054C	0.39515325882483127	0.4784773708088968	0.6680314263583048
YAL055W	0.34293948126801155	0.46187098204389265	0.6352250055420083
YAL056C-A	0.4803649345497818	0.5959275419806955	0.7957159857199524
YAL056W	0.38965866846907743	0.3996845781232399	0.6996733130562127
YAL058W	0.4521727782852669	0.517812867023359	0.7944669189612423
YAL059W	0.3871072589382448	0.4630552546045504	0.6503791982665222
YAL060W	0.3949037737877648	0.4396301472959897	0.6581012794323192
YAL061W	0.40974440894568687	0.3758557736193519	0.7219306252852579
YAL062W	0.3546144797347877	0.4009196877339322	0.6794995187680462
YAL064C-A	0.37455516014234874	0.46663701067615654	0.6594750889679715
YAL065C	0.39455859110408675	0.3426281327613457	0.69609392639422
YAL066W	0.3449608242996673	0.4181603520446496	0.6584737576473113
YAL067C	0.41100650078457746	0.45740865276843756	0.6645370993050884
YAL068C	0.4013695604152861	0.45438480229732714	0.6883145571018334
YAR002C-A	0.39392590944487704	0.43998220046723774	0.6740460562910223
YAR002W	0.3208373238473115	0.457791763579149	0.7048843891093173
YAR003W	0.40476986515100855	0.4093391284966009	0.680931683940711
YAR014C	0.38963287924266915	0.41376125606095593	0.6699376587393212
YAR015W	0.2842660597910417	0.4344677769732078	0.6694941553739526
YAR018C	0.38826654348077144	0.47037764176001845	0.6685529506871463
YAR020C	0.38947368421052636	0.45560640732265445	0.7181922196796338
YAR023C	0.3646708497288099	0.3814739976603212	0.6530894395405721
YAR027W	0.39337676438653635	0.4117263843648208	0.6549402823018458
YAR028W	0.38501628664495113	0.4473398479913138	0.6551574375678609
YAR029W	0.39383039023326794	0.4349247874427731	0.6574013516459559
YAR030C	0.38402837489251934	0.42755803955288046	0.6582115219260534
YAR031W	0.37756424098466856	0.4015331461887282	0.6580652126970417
YAR035W	0.3926866319444445	0.4162326388888889	0.6520182291666666
YAR042W	0.37776805730220353	0.405161572529936	0.6646071409043688
YAR047C	0.38598975923303197	0.420743000326833	0.6553001416276283
YAR050W	0.3772171422276082	0.412471080753553	0.6742315743086923
YBL001C	0.39378181013498564	0.44368223058198725	0.6707236114184554
YBL002W	0.40591637010676157	0.45874110320284694	0.6688167259786476
YBL003C	0.4021678399821209	0.4511118560733043	0.6730360934182591
YBL005W	0.385137353617161	0.4321987523257087	0.6661924045091387
YBL006C	0.3269419326724044	0.46475650942368446	0.6649961869484694
YBL007C	0.07112120487688262	0.3660052593832178	0.5353813052832894
YBL008W	0.38613861386138615	0.40449438202247195	0.6637000778729558
YBL009W	0.4039582188015393	0.4451896646509071	0.6661902144035186
YBL010C	0.3966951314184319	0.4423866030830654	0.6546523233891539
YBL011W	0.3970215113072256	0.45438499724214015	0.6618863761720905
YBL012C	0.40299168975069255	0.45473684210526316	0.6694736842105263
YBL013W	0.3729411764705882	0.4270588235294117	0.6509090909090909
YBL015W	0.40404040404040403	0.46616704681220816	0.663516889323341
YBL016W	0.362572471548207	0.4550139574833583	0.6728580631307709
YBL017C	0.38586533110740123	0.4422927100723428	0.6724540901502504
YBL022C	0.3111964873765093	0.43446761800219535	0.597145993413831
YBL024W	0.39385687833569333	0.44091057618995755	0.6735649711360417
YBL027W	0.3546172330930312	0.43197162146698703	0.6652935118434603
YBL028C	0.39564308504786005	0.4658378259434481	0.6713609858070195
YBL029W	0.39902998236331566	0.4573412698412698	0.6707451499118167
YBL036C	0.3791557305336833	0.464676290463692	0.6662292213473315
YBL037W	0.39322630305696066	0.4431493292280625	0.6671431713217506
YBL038W	0.43139456546148663	0.450482820570402	0.7003143947900293
YBL039C	0.42324022346368717	0.46581005586592183	0.6908379888268157
YBL042C	0.33629360154076615	0.4487481275411941	0.6135245024609458
YBL043W	0.4172054794520548	0.46772602739726027	0.6672876712328767
YBL044W	0.38130054281599646	0.46072892433809687	0.6724271629555777
YBL045C	0.346961953435548	0.4298693923906871	0.6207836456558773
YBL046W	0.24883480062143964	0.4558518902123252	0.4618073537027447
YBL047C	0.40179111702771386	0.4374924361612005	0.7157206825608131
YBL048W	0.3884224480777729	0.4267565178965974	0.673663278833407
YBL049W	0.387103825136612	0.4184699453551913	0.6634972677595627
YBL051C	0.3440728807910232	0.34862793022997446	0.6629263415176092
YBL052C	0.3854766822480705	0.41113164474399394	0.6634416784433091
YBL053W	0.34926346564713817	0.4496795232205106	0.6146407286629934
YBL054W	0.37584477872247657	0.4596686287333769	0.6823632003488118
YBL055C	0.4023519068029454	0.41356192988240464	0.6672161776019343
YBL056W	0.3912801690579468	0.4502280057835613	0.6736736736736737
YBL057C	0.34250527016531673	0.4533451680905359	0.6294241650948629
YBL058W	0.3465804066543438	0.49537892791127536	0.6491946131502508
YBL059W	0.3744657534246575	0.4453698630136986	0.6591780821917806
YBL060W	0.34230343300110744	0.47375415282392025	0.6838316722037652
YBL061C	0.3819421164375908	0.46061012403620516	0.6427533802659514
YBL062W	0.32368010692804633	0.45143684562263314	0.6365560258409446
YBL063W	0.3671278361925844	0.43320420586607633	0.6623132263420034
YBL064C	0.3936781609195402	0.4497126436781609	0.6688770999115826
YBL065W	0.4004663039857888	0.43022093926945704	0.6839125124902853
YBL066C	0.38494238729164343	0.44747734645933557	0.6772569638662044
YBL067C	0.37456776352481874	0.48220858895705526	0.6500836586726157
YBL068W	0.3934371523915462	0.4453837597330367	0.6507230255839821
YBL069W	0.395925597874225	0.4517271922054916	0.6630868024800708
YBL070C	0.4057522123893806	0.45873893805309734	0.664712389380531
YBL071C	0.3553513781971691	0.4281102557735287	0.6633970697789918
YBL072C	0.32815989280928987	0.4293211255024565	0.6287405091558731
YBL075C	0.3749720670391061	0.44357541899441344	0.6656983240223463
YBL078C	0.3856332703213611	0.44645835649949955	0.6704103191371067
YBL079W	0.2877489438744719	0.404103802051901	0.663608931804466
YBL080C	0.34389750505731626	0.44852775904697684	0.6418296246347492
YBL081W	0.41911764705882354	0.46572398190045244	0.6806561085972851
YBL082C	0.3408524144184991	0.4876445250510088	0.6410111085921559
YBL083C	0.30316545197432826	0.5089742195148482	0.6730120744044382
YBL085W	0.3849760017859136	0.4271682107378056	0.675298582431075
YBL086C	0.38231686921618907	0.46058646448879476	0.6878135801092652
YBL087C	0.4183447937131631	0.4758104125736739	0.6992878192534381
YBL088C	0.39861776836473084	0.480548433842381	0.6920075799799353
YBL089W	0.35651214128035313	0.4419426048565121	0.6592715231788079
YBL090W	0.3608482871125612	0.45720500271886894	0.6727569331158239
YBL091C	0.3888888888888889	0.47293729372937293	0.6759075907590759
YBL091C-A	0.3847616916536138	0.4531215036921012	0.6729693443723429
YBL093C	0.22895994119808893	0.1372657111356119	0.5437339213524439
YBL094C	0.37676211453744496	0.4513215859030837	0.6753303964757709
YBL095W	0.4014301430143014	0.45247524752475243	0.6782178217821783
YBL096C	0.39166391002315576	0.4463557172786415	0.66600507222406
YBL098W	0.3700561859645257	0.46975873085821307	0.6715875289192464
YBL099W	0.35759690888695006	0.5084133117287797	0.6366695749719556
YBL100C	0.3683909688482424	0.48599599885681627	0.6384681337525007
YBL101C	0.39903899877081234	0.46228628897083474	0.6762766789585428
YBL102W	0.39699499165275465	0.45319977740678913	0.6745687256538676
YBL103C	0.2430287916572206	0.3652233053729313	0.6351167535706189
YBL104C	0.3958966565349544	0.4914242292661745	0.6471993052540166
YBL106C	0.3794310722100656	0.4614879649890591	0.6716630196936543
YBL107C	0.38837516512549536	0.4590488771466314	0.6655658300308234
YBR001C	0.3880291306326809	0.42705962676376874	0.697200728265817
YBR003W	0.3162177650429799	0.4622349570200573	0.61810888252149
YBR005W	0.39812725631768947	0.49560018050541516	0.6923510830324908
YBR006W	0.35808162324187226	0.36096379986165555	0.7185842748443625
YBR007C	0.3837414515773218	0.4479373483344363	0.6744981248621221
YBR008C	0.3871039466370206	0.4534741523068372	0.6673707615341857
YBR009C	0.41418389998831645	0.4730692837948358	0.6628110760602873
YBR010W	0.433348815606131	0.47271249419414774	0.6826521133302369
YBR012C	0.38738938053097344	0.45365044247787617	0.6704646017699116
YBR013C	0.41445200966395773	0.437403909510213	0.6710959806720843
YBR014C	0.41080017490161785	0.4591167468299081	0.6730432881504153
YBR015C	0.41535142500283867	0.4978993982059725	0.6949017826728738
YBR016W	0.4202086765513454	0.428555738605162	0.671059857221307
YBR018C	0.39458689458689455	0.4389655928117467	0.6725838264299803
YBR019C	0.4149029020292384	0.4255945886973598	0.6664848352607462
YBR020W	0.40252063350434975	0.3732991300468436	0.6771135400401516
YBR021W	0.32020246478873243	0.34408010563380276	0.6607614436619719
YBR022W	0.3828898174620629	0.4434792170661975	0.6730811524081812
YBR023C	0.37293032559173245	0.45993999333259256	0.6577397488609846
YBR024W	0.40260898650908683	0.4382874344965994	0.6806778905117628
YBR025C	0.4093533487297921	0.4384526558891455	0.6637413394919168
YBR026C	0.32541216600341105	0.44343376918703814	0.6230812961910177
YBR027C	0.3903190319031903	0.42827282728272825	0.6675467546754675
YBR028C	0.40659830584039236	0.39935354436023185	0.6751003120820329
YBR030W	0.39027074620294966	0.4379264802993617	0.6681708122386089
YBR031W	0.3910525718178721	0.4852957874418076	0.6624276143976382
YBR032W	0.3931401280798871	0.41365461847389556	0.6610224682513839
YBR033W	0.3986619872779119	0.44143452511515685	0.6608905461724063
YBR034C	0.4214095153401512	0.4192974655402401	0.666073810582481
YBR035C	0.4175377468060395	0.3731707317073171	0.71068524970964
YBR036C	0.2577854671280277	0.32515138408304495	0.6427335640138409
YBR037C	0.38008130081300817	0.4188121047877146	0.6432926829268293
YBR039W	0.20803059273422564	0.5005736137667305	0.7204588910133843
YBR040W	0.4225428509438056	0.4414189628986765	0.6616402690388371
YBR041W	0.36887388368547164	0.4713570028316271	0.6556305815726423
YBR042C	0.38488048916064477	0.4864924958310172	0.6586992773763203
YBR043C	0.40088154269972454	0.47019283746556473	0.6726170798898072
YBR044C	0.3868725868725869	0.4738003309431881	0.6674020959735245
YBR045C	0.3974017321785476	0.453808572063069	0.6733288918498779
YBR046C	0.39377208480565373	0.4230344522968198	0.6659673144876325
YBR047W	0.3814478151352535	0.4403679772204578	0.656445077209506
YBR048W	0.3735209864242123	0.4000498194046581	0.637439282600573
YBR050C	0.37726012201885745	0.37670549084858573	0.6616749861342208
YBR051W	0.3861507582515611	0.39306422836752897	0.68521409455843
YBR052C	0.3838528472298712	0.4514814406873004	0.6713294415684548
YBR053C	0.3738885762521103	0.3272931907709623	0.6913899831176139
YBR054W	0.38179197161233097	0.4569749390108672	0.675426923929918
YBR056W	0.3947756956274844	0.3457126632595116	0.697671777399205
YBR057C	0.39523863251720637	0.36658016472977545	0.6888186844183686
YBR058C	0.36816863707338826	0.41668525540932405	0.6569261655141645
YBR059C	0.3801324503311259	0.46710816777041947	0.6525386313465784
YBR062C	0.38155696625459407	0.3105022831050228	0.686824813453614
YBR063C	0.39585968947671074	0.29752731454859116	0.7016676250718805
YBR064W	0.38159041394335513	0.45577342047930286	0.663834422657952
YBR065C	0.3767228177641654	0.46795012032378036	0.6702034565740538
YBR066C	0.40064964157706096	0.46225358422939067	0.6784274193548385
YBR067C	0.39744869661674986	0.4379367720465891	0.6740987243483084
YBR068C	0.3944621470168113	0.4651137237666191	0.6850895505988353
YBR069C	0.397385920660399	0.4231827562485668	0.6941068562256363
YBR071W	0.37579898611417234	0.40312982146793036	0.6740136654176769
YBR072W	0.34198165958398563	0.46499664504585103	0.6601431447103557
YBR073W	0.38448808473080315	0.43435569285083847	0.6630626654898499
YBR074W	0.3730963061416625	0.43617433682228496	0.6730907681231655
YBR076W	0.4157758523686283	0.4649488016203443	0.6904467199279846
YBR077C	0.33017289459007254	0.46536530953708866	0.6176240936977133
YBR078W	0.2214106368409039	0.45252225519287825	0.6433462679753481
YBR081C	0.2688077430708315	0.3708754949406072	0.5937820794837954
YBR083W	0.38632182664213827	0.4591494427010064	0.6652959636402986
YBR084C-A	0.4047256097560976	0.4569359756097562	0.6566310975609756
YBR084W	0.3817533697226245	0.4504845716831904	0.6634733207084773
YBR085W	0.382836816362828	0.42274344152956866	0.6576256113828368
YBR089C-A	0.4153083700440529	0.42885462555066084	0.6675110132158592
YBR090C	0.39791258969341164	0.4327027614698848	0.6609045444661883
YBR092C	0.3929812759277947	0.4535261800650297	0.680345330193968
YBR093C	0.37811496289733076	0.4326060471813047	0.6658544689334366
YBR094W	0.38224917309812567	0.43638368246968023	0.6614112458654906
YBR095C	0.32290834379637035	0.45987900924551994	0.6445611231594567
YBR096W	0.38863337713534823	0.44689005694261935	0.6656811213315812
YBR097W	0.03088744914871177	0.16076540605695344	0.368087991562453
YBR098W	0.390433383275068	0.44842128627712113	0.6656678319738083
YBR099C	0.40926030491247883	0.4597402597402598	0.672840203274986
YBR101C	0.42094904876448724	0.45943581893724034	0.6643341351410453
YBR103W	0.3965151345917569	0.25633865743326256	0.6398972411482184
YBR104W	0.39590669014084506	0.4400308098591549	0.6595510563380281
YBR105C	0.3561143110323438	0.405073105892778	0.648980948161276
YBR106W	0.2759281084266352	0.6278727165586329	0.6286093105480258
YBR107C	0.3782343142698501	0.4580788450860633	0.6632981676846196
YBR108W	0.38869257950530034	0.44578180212014135	0.6764575971731449
YBR111C	0.3784825459751129	0.445986124876115	0.6631428256799912
YBR112C	0.38511537211569713	0.419131188386957	0.667316650417073
YBR113W	0.42589668396120006	0.4539815023685991	0.6799007444168734
YBR114W	0.4015379471748579	0.43842639028195696	0.6727961662766077
YBR115C	0.39378524825832134	0.4439898263850492	0.6649342032511334
YBR116C	0.4055641764575482	0.44302815340279317	0.6648193305253824
YBR117C	0.4080323995950051	0.4493193835077061	0.6748790640116998
YBR119W	0.404394299287411	0.46555819477434685	0.6635391923990499
YBR120C	0.38336849117353167	0.4588653269679138	0.6756966803597202
YBR125C	0.3981690899299946	0.44717285945072693	0.6595584275713516
YBR126C	0.3338819398727233	0.38940092165898615	0.6485626508667983
YBR127C	0.2773013150371641	0.4216695254431104	0.6420811892510007
YBR129C	0.43820353779002985	0.3617045715598437	0.6959568113944405
YBR130C	0.4206827309236948	0.3417001338688086	0.6733601070950469
YBR131W	0.3437603260270955	0.4476263905716489	0.6354224033483864
YBR132C	0.40072879858657245	0.4329726148409894	0.6527164310954063
YBR133C	0.39113399753722156	0.4064703906862196	0.6641665733796036
YBR134W	0.39638139638139636	0.4024864024864025	0.65001665001665
YBR137W	0.4091913389306231	0.4199072028281043	0.682280159080866
YBR138C	0.42237061769616024	0.4815804117974401	0.6723427935447969
YBR139W	0.41508379888268154	0.45284916201117315	0.6702793296089385
YBR141C	0.4067453625632378	0.3691961776278809	0.6750983698707139
YBR144C	0.4116266070430407	0.4285075461151481	0.658580212409167
YBR145W	0.3974541863272248	0.4255459234061232	0.6552178206957094
YBR146W	0.30883944678292247	0.47865303668069753	0.5733012627781119
YBR147W	0.4041445035460993	0.45556294326241137	0.6666666666666667
YBR148W	0.3862114392359205	0.43594247447579315	0.663629377538698
YBR149W	0.4007945265945707	0.4154711984109468	0.6640918119620393
YBR150C	0.41615750169721655	0.45700384702421365	0.6672324055216112
YBR151W	0.40502610966057434	0.4433202785030461	0.6601392515230635
YBR156C	0.2599793973731651	0.39595673448364666	0.6805305176409993
YBR157C	0.39446934091157504	0.45108755055197286	0.659088424964477
YBR158W	0.40780664926812665	0.41438783615114033	0.6881879042323841
YBR159W	0.3982966486008185	0.4165468421634775	0.665081296316779
YBR161W	0.3794849218578032	0.4132731675104556	0.6626678406339422
YBR162C	0.430474697716077	0.4172637707120466	0.6618898343036274
YBR162W-A	0.38785149384885764	0.43079964850615116	0.6668497363796133
YBR163W	0.3611293499671701	0.43434011818778734	0.6723571897570585
YBR164C	0.4046930604982206	0.3328514234875445	0.682829181494662
YBR165W	0.39431536205729756	0.4555605684637942	0.6783216783216782
YBR166C	0.3814987450699176	0.36213696665471495	0.7362256483805426
YBR168W	0.40318986747977015	0.4028380438606779	0.6592001876392636
YBR169C	0.37883316727554517	0.44935237462637	0.6636776264806818
YBR170C	0.3682600815586769	0.430222020842773	0.666402356139556
YBR171W	0.17409272891644068	0.5127211675061346	0.4606741573033708
YBR172C	0.41094218177782704	0.437687271113084	0.6568638330928864
YBR173C	0.3778621691053279	0.44532558918798176	0.6619010387579582
YBR174C	0.4104803493449782	0.41967363824408177	0.6700758446334175
YBR175W	0.372934605538748	0.425878519897603	0.6667442401675587
YBR176W	0.3865016872890889	0.446681664791901	0.6799775028121485
YBR177C	0.40157126823793493	0.4646464646464647	0.6764309764309764
YBR178W	0.40496051607162714	0.47391836280725175	0.6708931153375597
YBR179C	0.35130454860309396	0.4873008543061648	0.5981297621796351
YBR180W	0.4088022284122563	0.452924791086351	0.6698607242339832
YBR181C	0.4406221167787005	0.48398576512455516	0.7179385791485435
YBR182C	0.40357260999007605	0.46234424964163634	0.6667769324071011
YBR183W	0.3947310647639956	0.4270032930845225	0.6720087815587266
YBR184W	0.38647608576140735	0.3918636613523914	0.6710280373831776
YBR185C	0.37670180061484404	0.4723320158102767	0.6599692577953447
YBR186W	0.40198483496877785	0.4407894736842105	0.6699375557537912
YBR187W	0.3936565065796873	0.43358452367562705	0.6724777865257001
YBR188C	0.40420534615814785	0.4331730231517727	0.6641315289117549
YBR189W	0.35262948734931776	0.4493310372234733	0.6832693071930057
YBR191W	0.3682672764227642	0.40434451219512196	0.6542174796747966
YBR194W	0.4342185036983145	0.5098823814720504	0.6666666666666667
YBR195C	0.4465734101328318	0.4918302574350535	0.682966968378982
YBR197C	0.3963676389653274	0.43126031920748487	0.6769400110071546
YBR199W	0.41306266548984993	0.48764342453662846	0.6580979699911739
YBR200W	0.20299173336832438	0.5093819708699645	0.6478152473428684
YBR201W	0.40655084651986284	0.486997897532367	0.6574084320017706
YBR203W	0.40017875097754435	0.4601720478158865	0.6641716009384426
YBR204C	0.3967348764396735	0.464050095046405	0.67359946326736
YBR205W	0.39195757843570483	0.44586831639416696	0.6706805125939018
YBR206W	0.3972739361702127	0.43195921985815605	0.6751994680851062
YBR207W	0.3896646509070918	0.4339747113798791	0.6663001649257835
YBR208C	0.35309163701067614	0.4314946619217082	0.6742660142348755
YBR209W	0.3994066586089441	0.4328095813646852	0.6658608944072081
YBR210W	0.38953234265734266	0.43728146853146854	0.6564685314685315
YBR212W	0.39604180564820995	0.491438736935735	0.6663331109628641
YBR213W	0.3926556796814512	0.44408804335803564	0.6643070456807876
YBR214W	0.3987427031881454	0.4389312977099237	0.6792770543331836
YBR215W	0.37357810564252736	0.38022299808537	0.6762022750309721
YBR216C	0.4055782162936832	0.47436886782052695	0.6655275052364678
YBR217W	0.3752783964365256	0.4121380846325167	0.6684855233853008
YBR218C	0.36105544422177693	0.4613671788020485	0.6682253395680249
YBR219C	0.3796417649628659	0.43610747051114024	0.6580384447356925
YBR220C	0.40724227925184864	0.4454110482818617	0.6580034797738147
YBR221C	0.3656239488731921	0.42101132413947756	0.6332548491983406
YBR222C	0.38150480609877363	0.43409568003535526	0.6699812175450227
YBR223C	0.37294900221729493	0.446230598669623	0.6570953436807095
YBR224W	0.37302758542399816	0.391531388352821	0.6798728573050289
YBR225W	0.3691349788748054	0.3683566822325995	0.6772292639537469
YBR226C	0.3654429100707309	0.3637588413607275	0.6726170427753452
YBR227C	0.3821578598275481	0.4554499226177316	0.6637187707273933
YBR228W	0.3910149750415974	0.44947310038824184	0.6665557404326123
YBR229C	0.3549476135040745	0.42770663562281724	0.6759022118742725
YBR230C	0.38455494443820853	0.4132899315299135	0.6758334268717029
YBR231C	0.32898948331047095	0.41220850480109744	0.6350022862368541
YBR232C	0.38554747741793344	0.4114342366159947	0.6805463758537122
YBR233W	0.39796508266851655	0.4753150653254712	0.6825066481674182
YBR235W	0.38724068703992864	0.4820432745929066	0.6677448137407986
YBR238C	0.37497241227102185	0.42010593687927617	0.6509600529684396
YBR239C	0.3914197257850508	0.4392967713401149	0.6598850066342326
YBR240C	0.3783603643634748	0.41490779826705176	0.6706287491668518
YBR241C	0.386535889433794	0.46589389210878285	0.6708649130628622
YBR242W	0.394440102712962	0.4568493915373451	0.6742212794462432
YBR244W	0.40414031052328925	0.4731454859114434	0.6924669350201267
YBR245C	0.38198827772768257	0.46652389540126243	0.6689585211902616
YBR246W	0.3740056022408963	0.4560224089635854	0.6717086834733892
YBR248C	0.40879875886524825	0.4533466312056738	0.6751994680851063
YBR249C	0.3439956331877729	0.4748908296943231	0.6578602620087336
YBR250W	0.3989970565790908	0.44739997819688215	0.6609615174970022
YBR251W	0.23896046690893075	0.4623940094703227	0.5852879638806299
YBR255W	0.3945094607896752	0.4180247183637755	0.6729738597834408
YBR258C	0.3981736164594565	0.46803828804048847	0.6625591374188579
YBR259W	0.4042576660048533	0.4680123538495478	0.6784690050739025
YBR260C	0.40632279534109816	0.45379922351636165	0.6767609539656129
YBR261C	0.4100727476217123	0.45629546726357023	0.6755456071628428
YBR262C	0.4063350386415587	0.45803853270926304	0.6680091433547403
YBR263W	0.41475741239892183	0.4546271338724169	0.6764375561545373
YBR264C	0.40797069271758435	0.48801065719360565	0.6716252220248667
YBR266C	0.44733044733044736	0.521448248720976	0.7661025842844026
YBR267W	0.44549266247379454	0.3629829290206649	0.8421683138664272
YBR268W	0.2984092155787164	0.4403730115194734	0.5846407021393307
YBR269C	0.4236017897091723	0.4658836689038031	0.6715883668903804
YBR270C	0.4152878888153541	0.44584160600044126	0.6614824619457313
YBR271W	0.3837066755823025	0.44923659868494376	0.6631004123481555
YBR272C	0.38518105849582174	0.4903621169916435	0.65949860724234
YBR273C	0.37221551629540217	0.4231317897509053	0.6643256885767584
YBR274W	0.3860015382924954	0.46676189429733	0.6658608944072081
YBR275C	0.39494488364324687	0.444827970159225	0.6662955127491371
YBR276C	0.3823209231439146	0.45133899412148915	0.6568691487045503
YBR277C	0.41751110099054994	0.4841170442901059	0.6719799612888535
YBR278W	0.41592920353982304	0.4749262536873156	0.6692761515770366
YBR279W	0.21407359586830213	0.36901226597805037	0.6229825693996127
YBR280C	0.38044899738448124	0.45150392327811684	0.6607454228421972
YBR281C	0.38788346943279634	0.42518207901125576	0.6645332156256898
YBR282W	0.32525481313703286	0.48607021517553795	0.6061155152887882
YBR283C	0.3508509659613615	0.48056577736890527	0.6695032198712052
YBR284W	0.3957394048692515	0.4792605951307485	0.6612939585211902
YBR285W	0.37114406321030413	0.4147635025435653	0.664898798571274
YBR286W	0.39131390874106653	0.4372732270478285	0.6688290269378779
YBR287W	0.4123895784412389	0.4545454545454545	0.6767304036676729
YBR288C	0.3759390066150914	0.5014015024105842	0.6657697051238929
YBR289W	0.2788130733944954	0.33572247706422015	0.5709575688073394
YBR290W	0.36754675467546755	0.42629262926292627	0.6607260726072607
YBR291C	0.3434893806293784	0.3826309351718003	0.6624040920716112
YBR292C	0.34051772025330523	0.34185090545494945	0.6425952671925342
YBR293W	0.3865592584418451	0.48565438093136176	0.6589053189141469
YBR294W	0.39622433208213736	0.44910576286155895	0.6603002870390816
YBR295W	0.39178653782804435	0.44460305259690347	0.6614691995168551
YBR296C	0.3310855626796374	0.420738447932788	0.664713685606898
YBR297W	0.37865594998883684	0.40511274838133515	0.6776066086179952
YBR298C	0.3622093023255814	0.38534883720930235	0.6911627906976745
YBR299W	0.37615276120212654	0.4174894217207335	0.664098947596832
YBR300C	0.35264993811184875	0.4334421064476201	0.6689546528637336
YBR301W	0.4010989010989011	0.4398901098901099	0.6631868131868133
YCL001W	0.35164099129269927	0.45344943067649035	0.6846394284438491
YCL001W-A	0.32126391543910937	0.3962667266389295	0.663780501518048
YCL002C	0.4039991162174105	0.4785682722050376	0.6767565178965975
YCL004W	0.39219533464137785	0.44310006540222363	0.6685197296708087
YCL005W	0.37765486725663727	0.44966814159292035	0.6863938053097346
YCL007C	0.34034251029698676	0.41090396704964227	0.6520702362887492
YCL008C	0.26312811226799454	0.31473517428700776	0.5778632865550022
YCL009C	0.38633391455972105	0.43940714908456846	0.6901700087183958
YCL010C	0.27231885727450755	0.43117152401797026	0.5250547171984794
YCL011C	0.4051686377573368	0.43101182654402104	0.6664476565922033
YCL014W	0.4011155906555476	0.47257966532280327	0.6668139393604683
YCL016C	0.36730979250091	0.43514136633903655	0.6737046474942361
YCL022C	0.39930672033993064	0.46762831264676286	0.6747176562674717
YCL023C	0.38252945098910873	0.44065347855078907	0.6678150700155591
YCL024W	0.42588208770149927	0.46398376733175517	0.6779393529478075
YCL025C	0.40621481648277413	0.4470839900923215	0.6778878630938978
YCL026C-A	0.3975409836065574	0.4513735046521931	0.6658174568010633
YCL027W	0.3608761656907395	0.3951420516157016	0.6759921925829537
