orf	hap a | growth (undefined) | wortmannin [2-3.5 uM] | Zewail A~Huang J, 2003	het | growth (undefined) | wortmannin [2-3.5 uM] | Zewail A~Huang J, 2003
YNL170W	3.839779418236381	
YNL171C		-7.798916892308879
YNL173C	1.5124029137135135	
YNL177C	3.839779418236381	
YNL184C	2.2881950818878027	
YNL201C	-3.1423500953322216	
YNL213C	2.2881950818878027	
YNL218W		-5.19927792820592
YNL220W	-2.3665579271579325	
YNL229C	-3.918142263506511	
YNL246W	1.5124029137135135	
YNL248C	1.5124029137135135	
YNL250W	-1.5907657589836433	
YNL252C	3.063987250062092	
YNL258C		-5.19927792820592
YNL259C	1.5124029137135135	
YNL263C		-5.19927792820592
YNL265C	1.5124029137135135	
YNL266W	1.5124029137135135	
YNL269W	1.5124029137135135	
YNL270C	1.5124029137135135	
YNL271C	1.5124029137135135	
YNL275W	1.5124029137135135	
YNL284C	3.063987250062092	
YNL292W	-1.5907657589836433	
YNL294C	-1.5907657589836433	
YNL295W	-2.3665579271579325	
YNL296W	-2.3665579271579325	
YNL297C	-1.5907657589836433	
YNL305C	1.5124029137135135	
YNL307C	-3.1423500953322216	
YNL314W	-3.1423500953322216	
YNL315C	0.7366107455392243	
YNL323W	-3.918142263506511	
YNL329C	-3.1423500953322216	
YNL335W	-1.5907657589836433	
YNL339C	1.5124029137135135	
YNR001C	1.5124029137135135	
YNR004W	1.5124029137135135	
YNR005C	1.5124029137135135	
YNR006W	2.2881950818878027	
YNR010W	-3.1423500953322216	
YNR014W	1.5124029137135135	
YNR020C	3.063987250062092	
YNR023W		-5.19927792820592
YNR031C	-1.5907657589836433	
YNR032W	3.839779418236381	
YNR036C	2.2881950818878027	
YNR037C	3.063987250062092	
YNR047W	1.5124029137135135	
YNR048W	1.5124029137135135	
YNR051C	-2.3665579271579325	
YNR052C	-3.1423500953322216	
YNR070W	-1.5907657589836433	
YNR073C	1.5124029137135135	
YNR074C	1.5124029137135135	
YOL009C	0.7366107455392243	
YOL016C	1.5124029137135135	
YOL027C	3.063987250062092	
YOL032W	1.5124029137135135	
YOL033W	3.063987250062092	
YOL038W		5.19927792820592
YOL049W	1.5124029137135135	
YOL063C	-1.5907657589836433	
YOL067C	-3.1423500953322216	
YOL072W	1.5124029137135135	
YOL086C	3.063987250062092	
YOL087C	1.5124029137135135	
YOL090W	1.5124029137135135	
YOL091W	1.5124029137135135	
YOL095C	1.5124029137135135	
YOL096C	1.5124029137135135	
YOL099C	0.7366107455392243	
YOL100W	3.063987250062092	
YOL108C	0.7366107455392243	
YOL109W	1.5124029137135135	
YOL110W	-2.3665579271579325	
YOL127W		-5.19927792820592
YOL147C	-1.5907657589836433	
YOL148C	-3.1423500953322216	
YOL166C		-7.798916892308879
YOR002W	1.5124029137135135	
YOR006C	1.5124029137135135	
YOR021C	-1.5907657589836433	
YOR027W	-2.3665579271579325	
YOR047C	-3.1423500953322216	
YOR057W		2.59963896410296
YOR061W	1.5124029137135135	
YOR071C	-1.5907657589836433	
YOR072W	-1.5907657589836433	
YOR078W	0.7366107455392243	
YOR080W	1.5124029137135135	
YOR087W	1.5124029137135135	
YOR092W	1.5124029137135135	
YOR109W	1.5124029137135135	
YOR117W		2.59963896410296
YOR126C	3.063987250062092	
YOR127W	1.5124029137135135	
YOR129C	1.5124029137135135	
YOR135C	-1.5907657589836433	
YOR136W	-1.5907657589836433	
YOR150W	2.2881950818878027	
YOR153W	-3.918142263506511	
YOR157C		5.19927792820592
YOR158W	3.063987250062092	
YOR160W		-10.39855585641184
YOR172W	-1.5907657589836433	
YOR179C	-1.5907657589836433	
YOR180C	-1.5907657589836433	
YOR182C	-2.3665579271579325	
YOR183W	-1.5907657589836433	
YOR187W	1.5124029137135135	
YOR189W	-3.1423500953322216	
YOR205C	1.5124029137135135	
YOR209C	-3.1423500953322216	
YOR211C	2.2881950818878027	
YOR218C		-5.19927792820592
YOR222W	-2.3665579271579325	
YOR241W	3.839779418236381	
YOR242C	2.2881950818878027	
YOR252W	-2.3665579271579325	
YOR255W	3.063987250062092	
YOR259C		5.19927792820592
YOR260W		-10.39855585641184
YOR263C	1.5124029137135135	
YOR270C	-3.918142263506511	
YOR275C	-1.5907657589836433	
YOR276W	-1.5907657589836433	
YOR286W	1.5124029137135135	
YOR288C	1.5124029137135135	
YOR290C	0.7366107455392243	
YOR293W	1.5124029137135135	
YOR295W	1.5124029137135135	
YOR305W	3.063987250062092	
YOR307C	1.5124029137135135	
YOR309C	2.2881950818878027	
YOR312C	0.7366107455392243	
YOR327C	0.7366107455392243	
YOR328W	-1.5907657589836433	
YOR330C	2.2881950818878027	
YOR331C	-3.918142263506511	
YOR332W	0.7366107455392243	
YOR333C	-2.3665579271579325	
YOR358W	3.063987250062092	
YOR360C	-3.1423500953322216	
YOR367W	2.2881950818878027	
YOR369C	-3.1423500953322216	
YOR371C	-2.3665579271579325	
YOR374W	-1.5907657589836433	
YOR375C	-1.5907657589836433	
YOR378W	1.5124029137135135	
YOR381W	-1.5907657589836433	
YOR386W	-1.5907657589836433	
YPL005W	0.7366107455392243	
YPL013C	2.2881950818878027	
YPL014W	-1.5907657589836433	
YPL024W	-1.5907657589836433	
YPL029W	2.2881950818878027	
YPL030W	-2.3665579271579325	
YPL031C	-2.3665579271579325	
YPL033C	-2.3665579271579325	
YPL040C	1.5124029137135135	
YPL042C	-3.1423500953322216	
YPL046C	-2.3665579271579325	
YPL047W	1.5124029137135135	
YPL048W	-2.3665579271579325	
YPL049C	-2.3665579271579325	
YPL059W	2.2881950818878027	
YPL065W	1.5124029137135135	
YPL078C	3.839779418236381	
YPL079W	2.2881950818878027	
YPL080C	1.5124029137135135	
YPL081W	-1.5907657589836433	
YPL088W	-1.5907657589836433	
YPL097W	3.063987250062092	
YPL103C	-1.5907657589836433	
YPL104W	2.2881950818878027	
YPL111W	-1.5907657589836433	
YPL118W	1.5124029137135135	
YPL139C	-3.1423500953322216	
YPL142C		2.59963896410296
YPL143W		5.19927792820592
YPL144W	1.5124029137135135	
YPL148C	1.5124029137135135	
YPL162C	-1.5907657589836433	
YPL164C	-1.5907657589836433	
YPL195W	1.5124029137135135	
YPL213W	0.7366107455392243	
YPL215W	1.5124029137135135	
YPL219W	0.7366107455392243	
YPL222W	1.5124029137135135	
YPL224C	-1.5907657589836433	
YPL234C	0.7366107455392243	
YPL240C	1.5124029137135135	
YPL247C	-1.5907657589836433	
YPL248C	-1.5907657589836433	
YPL256C	-3.1423500953322216	
YPL260W	-1.5907657589836433	
YPL261C	-1.5907657589836433	
YPL262W	-3.1423500953322216	
YPL268W	3.063987250062092	
YPL269W	-2.3665579271579325	
YPL270W	1.5124029137135135	
YPR018W	-2.3665579271579325	
YPR023C	-1.5907657589836433	
YPR036W	1.5124029137135135	
YPR047W	1.5124029137135135	
YPR050C	-3.1423500953322216	
YPR067W	-3.1423500953322216	
YPR084W	3.063987250062092	
YPR087W	0.7366107455392243	
YPR103W		10.39855585641184
YPR115W	-2.3665579271579325	
YPR135W	-2.3665579271579325	
YPR140W	-2.3665579271579325	
YPR166C	0.7366107455392243	
YPR173C	1.5124029137135135	
