Line,Ca44,Cd111,Co59,Cu65,Fe57,K39,Mg25,Mn55,Mo95,Na23,Ni60,P31,S34,Zn66
YAL029C_ko,0.008667427,-0.042219406,-0.036393512,-0.017603295,-0.054879079,-0.067006845,-0.045541745,-0.011437194,0.106575622,-0.003437487,-0.043363342,-0.035473676,-0.004523227,-0.020532572
YAL030W_ko,-0.071058814,-0.0749627,-0.055863779,-0.030356531,.,-0.02591065,-0.050571967,-0.107706105,-0.028435107,0.095346114,-0.053212607,-0.057841122,-0.020994469,-0.039769771
YAL031C_ko,-0.018501453,-0.044994773,-0.032495055,-0.02122431,.,-0.048266354,-0.005756941,-0.07380484,0.013861941,0.135426745,-0.022955859,-0.014792619,-0.019191079,-0.012268363
YAL034C_ko,-0.026291603,-0.043051865,-0.030127398,0.019594416,.,-0.026484103,-0.006424541,-0.056315021,-0.053748746,0.125143748,-0.039404832,-0.009607335,-0.018361255,-0.002769221
YAL035W_ko,0.269707185,-0.100994387,0.031104208,-0.002108396,0.021798325,0.052378066,-0.043807567,-0.164244066,-0.265611678,0.209461801,-0.041678721,-0.033374345,0.004214439,-0.001797941
YAL036C_ko,0.091909227,-0.034851414,-0.020256308,-0.028555148,.,-0.078882617,-0.001947291,-0.101244137,-0.094196856,0.108565833,0.013576371,-0.018491305,-0.019467262,0.005736251
YAL037C-A_ko,-0.188309564,0.000796326,0.000178151,0.007142577,-0.060959716,0.200949441,0.010246939,0.032226549,0.044001892,-0.231389959,-0.011892043,0.005572573,0.058464701,0.013878026
YAL037W_ko,0.002719107,-0.015705776,0.003106783,-0.00313383,.,-0.09241699,0.028109087,-0.107390627,-0.091061691,0.180902525,0.026564224,0.011856647,0.010992481,0.00213282
YAL039C_ko,-0.100989991,0.009369435,0.053510574,-0.019070051,.,-0.333528056,0.020271143,-0.277223629,-0.297842231,0.033979099,0.013182435,-0.016135853,0.00872034,-0.009312862
YAL040C_ko,-0.041948808,-0.042523001,-0.045546529,-0.019272856,.,-0.060324707,-0.03622066,-0.034322147,-0.015888578,0.107577034,-0.036633419,-0.033190893,-0.029527124,-0.033634596
YAL042W_ko,-0.079876312,0.058671129,-0.029464399,-0.014905456,.,0.003414576,-0.04106392,0.065274668,-0.079852948,0.063888348,-0.062769903,-0.022046,-0.007331982,0.011123562
YAL043C-A_ko,-0.098312229,-0.007496404,-0.039799683,-0.025806838,.,0.03518963,-0.042445877,0.070825428,-0.104668745,0.161407809,-0.053756082,-0.013919876,-0.014542881,-0.024158769
YAL044C_ko,-0.117047765,-0.019282765,0.019763782,0.023697996,.,-0.111557732,0.0712262,-0.094725045,-0.066253836,0.487391876,0.036817951,-0.012153009,-0.023864745,0.00344642
YAL044W-A_ko,-0.078023644,-0.049773067,-0.020193861,0.026940701,0.050510732,0.108608204,0.010091275,0.055272811,0.048976744,-0.075320575,-0.001017279,0.001405366,0.016465613,0.008674038
YAL045C_ko,0.006057837,-0.050924387,-0.022005553,-0.017893416,.,-0.067068499,-0.020516534,-0.087639628,-0.087585844,0.097248479,0.032721019,-0.02465506,-0.011083329,0.009336212
YAL046C_ko,-0.042386689,-0.05239342,-0.014101348,-0.007523759,.,-0.023500571,-0.005230705,-0.097908547,-0.172081932,0.175029482,-0.027230512,-0.02499169,-0.007922631,0.005580629
YAL047C_ko,-0.104677376,-0.156738904,-0.032362888,-0.004745093,0.001977114,-0.096879811,-0.024584864,-0.035000975,-0.051489434,-0.045041796,-0.046297628,-0.004750359,-0.024825696,0.040168522
YAL048C_ko,-0.076369946,-0.036669162,0.033024482,-0.0400811,.,-0.380964485,-0.00055837,-0.277400381,-0.294002524,0.003565732,0.007141306,-0.048790942,-0.007337883,-0.026671426
YAL049C_ko,-0.02247108,-0.038787004,-0.007613036,0.001121129,-0.152156046,-0.016520696,0.001046799,-0.04176636,-0.021851714,0.058440677,-0.014630457,-0.007810934,0.062453327,-0.02220482
YAL051W_ko,-0.054517915,-0.002652096,0.019387386,-0.00189993,.,-0.116017733,0.000280286,-0.068673495,-0.109824206,0.11671488,0.035447942,0.001342191,0.0062331,0.008048997
YAL053W_ko,-0.04424167,-0.073083798,-0.058012786,0.042838131,0.125732125,-0.055061901,-0.049099078,-0.027308866,-0.051910914,0.062619801,-0.077701555,-0.045272262,-0.000849881,0.014575848
YAL054C_ko,-0.050727596,-0.030081579,-0.001334087,-0.015854643,-0.02503908,-0.019051236,-0.02196707,-0.026507882,0.029039447,-0.03300027,-0.031484422,-0.020669837,-0.015333063,0.037149902
YAL055W_ko,0.326804313,-0.061313832,-0.031278985,-0.006659533,-0.085358504,-0.046271438,-0.041922387,-0.106524289,-0.13916555,0.045821893,-0.050195791,-0.039965002,0.010764169,0.060382074
YAL056W_ko,-0.046647409,0.018704209,0.033013703,0.032312266,.,-0.125248019,0.05053763,-0.138834519,-0.163961604,0.094221832,0.093721727,0.030110979,0.050844659,-0.007107824
YAL058C-A_ko,-0.059081886,-0.045958382,-0.030593666,-0.018877945,-0.024172597,0.000389001,-0.002149808,0.020661432,0.053688216,-0.020569737,-0.063313606,-0.010597805,-0.000068753,0.020824436
YAL058W_ko,0.180809183,-0.085508498,-0.108268278,-0.000192132,.,0.010991811,-0.052098822,0.012277733,-0.070828798,0.099989135,-0.115571477,-0.032944283,0.006458764,0.049019908
YAL059W_ko,-0.071730804,-0.1306113,-0.104146131,-0.016183884,.,-0.02546141,-0.052317423,-0.037232235,-0.070956383,-0.018668005,-0.116591969,-0.041009786,-0.019782627,-0.025348749
YAL060W_ko,-0.053385077,-0.00806508,-0.003793438,-0.007649119,0.028496397,0.021990955,0.009318137,-0.036295655,-0.101433382,0.079308874,-0.013781603,0.014652349,0.009897334,-0.000691536
YAL061W_ko,-0.047935317,-0.017244644,-0.011635783,-0.024098502,.,0.001907149,0.009584968,-0.038365932,-0.032816592,0.080435003,-0.013879515,0.008547587,-0.014101387,-0.006089703
YAL062W_ko,-0.013696994,0.006716461,0.012280128,-0.011957963,-0.050044094,-0.076341555,0.010786953,-0.088793063,-0.103290687,0.28631016,-0.006180802,0.004177199,0.004116949,0.004555294
YAL064C-A_ko,-0.00606156,-0.04733321,-0.000425513,0.023581906,0.079417489,0.014424781,-0.007484921,0.010804222,0.031326612,0.007818269,-0.05217114,0.007246882,-0.025537377,-0.017656497
YAL065C_ko,-0.03938714,-0.033723411,-0.032078905,0.000180615,.,0.00071094,-0.006756562,-0.039774659,-0.050327656,0.073672096,-0.003719143,-0.007677437,0.004220113,-0.002565716
YAL066W_ko,-0.037749818,-0.011162686,0.002918414,0.018289927,.,0.050113708,0.018877844,-0.009992722,-0.070037401,0.097067232,-0.001065079,0.023418542,0.012329861,0.025734085
YAL067C_ko,0.066012901,0.012061175,0.004360744,-0.006801042,.,-0.02115712,0.004501306,-0.016222576,-0.030986757,0.080930204,0.014455867,0.003319967,0.03204439,0.056778613
YAL067W-A_ko,0.321985166,-0.022144477,-0.009179595,-0.004186979,-0.056264941,0.176110359,0.031527834,0.037866086,0.104813564,-0.16229765,-0.014888086,-0.021476541,0.041396653,0.007991008
YAL068C_ko,-0.020635142,-0.013583947,0.000401934,-0.015750256,.,-0.00972216,0.005643763,-0.042132204,-0.07027802,0.154690792,0.015990416,0.005004608,0.019830491,0.007207657
YAR002C-A_ko,-0.056079471,0.018977247,0.001153715,0.007080901,0.146259685,0.00744932,-0.01587118,0.068867277,0.144374495,-0.060485139,-0.040701568,0.003133095,-0.049889923,-0.008651254
YAR002W_ko,0.030147766,-0.07574159,-0.023162304,0.054472948,-0.015168474,0.016199088,0.012450211,0.079203558,0.077232005,0.112807513,-0.078904414,0.01422072,0.003922179,0.076700889
YAR003W_ko,-0.098596224,-0.085197274,-0.007735769,0.181032327,0.003300749,-0.064737297,-0.050056008,-0.014086359,0.277976401,0.181448593,-0.094406352,-0.030740027,0.014922984,0.055472693
YAR014C_ko,-0.041703898,-0.050395132,-0.074871487,0.003913533,0.024779194,0.058326971,-0.024812113,0.01382043,-0.065346741,0.04036896,-0.10332873,-0.037887185,-0.020298627,0.042014541
YAR018C_ko,-0.135666339,-0.054640767,-0.049403368,0.01763575,0.049747982,0.036226278,-0.0225202,0.034018053,-0.054124068,0.075535602,-0.104185708,-0.026400009,-0.027545527,-0.016904987
YAR020C_ko,-0.161666026,-0.052328239,-0.040548182,0.014066471,.,-0.05443804,-0.041458748,-0.029301591,0.016113177,0.069191281,-0.052063,-0.037659033,-0.043181874,-0.026800269
YAR023C_ko,-0.190165591,-0.058151165,-0.025539002,-0.000093187,.,-0.052289362,-0.042183747,-0.027034698,-0.053238581,0.082527121,-0.056312354,-0.017706106,-0.068505366,-0.052661664
YAR027W_ko,-0.14559408,-0.059897728,0.002438498,0.030562588,.,-0.035992444,-0.010358115,0.027702402,0.046834638,0.133740954,0.004130744,0.005449825,-0.019804846,-0.027590639
YAR028W_ko,0.014479244,-0.053414422,-0.016172272,0.02335589,.,-0.053672626,-0.031419621,-0.019361102,0.053404558,0.097856775,-0.006467593,-0.016056682,-0.063865525,0.03114756
YAR029W_ko,-0.070401876,0.183280498,0.019136283,0.021698409,.,-0.075607786,-0.007566744,0.033264687,-0.044974866,-0.019234778,0.106217467,0.016014679,-0.042942835,-0.043698077
YAR030C_ko,-0.167793815,-0.026118663,-0.015511089,0.019622841,.,-0.046017345,-0.009395336,-0.037892535,-0.043838812,0.080406902,-0.020965978,-0.012081674,-0.046527309,-0.000789377
YAR031W_ko,0.083396887,-0.02379938,-0.00691571,0.043205267,.,-0.025944146,-0.010299761,-0.018374125,-0.003674392,0.127249859,0.009031499,-0.015100318,-0.042027037,0.075328898
YAR035C-A_ko,-0.030805935,-0.033696926,-0.00283253,-0.001457049,-0.105770844,-0.037952099,-0.014707519,-0.039175939,0.049649107,-0.032559209,0.025626901,-0.027563469,0.02050266,0.014514088
YAR035W_ko,-0.167568228,-0.039031657,-0.019157943,0.062995799,.,-0.040509394,-0.012107681,-0.0187707,-0.044503516,0.105452852,-0.048420014,-0.018143942,-0.040532435,-0.018374308
YAR037W_ko,-0.16910356,-0.024523631,-0.00184221,0.004828556,.,0.001402332,0.002771828,-0.047157514,-0.052744012,0.086002754,-0.040135353,0.000197902,-0.009121032,-0.03227178
YAR040C_ko,-0.126110247,0.085019996,0.004285447,-0.003183142,.,-0.052040759,-0.01508204,0.05014229,0.033139638,0.00928722,0.019659096,-0.005847074,-0.03336007,-0.033324435
YAR042W_ko,-0.018643084,-0.008545946,-0.016035912,-0.013243696,-0.02212808,0.030583558,-0.009224607,0.149045546,0.07986375,0.002970936,-0.00358805,0.012235178,-0.004004179,-0.02279074
YAR043C_ko,-0.093759149,0.022913396,0.031155139,0.04666939,.,-0.003308977,0.024439027,0.136779488,0.053247761,0.033283419,0.010766721,0.035865766,0.044073418,-0.022531949
YAR044W_ko,-0.055457087,0.00110976,-0.026407336,0.05111692,-0.027267865,0.04277354,-0.028875349,0.206713186,0.017020381,0.085372298,-0.062350233,0.006045854,-0.016667673,0.008988796
YAR047C_ko,-0.082507534,-0.047452102,-0.026773036,-0.015333898,.,-0.018715064,-0.028756719,-0.000475386,0.017092436,0.095684745,-0.030374103,-0.006597342,-0.01945347,-0.001755637
YAR050W_ko,-0.056899487,0.006374775,0.008964943,-0.017341566,-0.008876714,-0.041939423,-0.004419524,0.031300257,0.075526975,-0.06323501,-0.000073005,0.007008756,-0.017515472,0.024188264
YBL001C_ko,-0.013748724,-0.014351463,-0.010036315,0.017567835,0.024232629,0.03597303,0.006320047,0.049850369,-0.056493878,0.032826414,-0.042181419,-0.002228537,-0.029509603,0.0302801
YBL002W_ko,-0.0981068,0.054452348,0.108426608,-0.03656796,0.033858569,-0.11843142,0.074423543,-0.115020028,-0.305456628,-0.133813499,0.077307537,0.08337634,0.283239693,0.057296634
YBL003C_ko,-0.049162721,0.009503023,0.006611255,0.005555989,0.056071461,0.001432289,-0.001604393,0.042285313,0.225860559,-0.017974077,0.05605165,0.006303846,-0.054362174,-0.009487136
YBL005W_ko,0.145782561,-0.017590467,0.007470353,0.027514048,0.059084527,0.056630337,0.02526281,0.061417834,0.152840352,-0.002822245,0.002677293,0.040352093,-0.041314924,0.106466353
YBL006C_ko,-0.106664448,-0.08891874,0.040970214,0.007125066,0.034310125,0.126519193,0.082404439,0.040472852,-0.146570448,0.1534738,0.002774216,0.050032089,-0.021183584,0.046313277
YBL007C_ko,0.935082116,-0.086390534,-0.130645392,-0.089994702,-0.066563717,-0.205065189,-0.12305137,0.100923799,0.14163919,-0.108036465,-0.238862591,-0.050115192,-0.140081727,0.044365189
YBL008W_ko,0.034094184,-0.014458773,0.004251881,-0.046112407,-0.053324709,0.069384391,-0.036102141,0.0212749,0.223397492,-0.057591654,-0.158945801,-0.032298945,0.191602556,0.029505696
YBL008W-A_ko,0.127204211,-0.029362275,0.017516636,-0.075027396,0.003587892,-0.085340318,-0.009692539,-0.073514381,0.17958079,-0.029758291,0.051547671,-0.045083323,0.011940326,0.10789277
YBL009W_ko,0.135901383,-0.007799464,-0.010289834,-0.049601046,-0.055481183,0.057931752,-0.007907325,0.017851804,0.022899823,-0.065951876,-0.040669906,-0.008567968,-0.089378943,0.034740964
YBL010C_ko,0.0750321,-0.003251276,-0.017426505,-0.060617251,-0.104994739,0.018616972,0.003053413,0.023206654,-0.066683841,-0.010085478,-0.141282475,0.007423205,-0.092863332,-0.000606563
YBL011W_ko,-0.000596001,0.008743737,0.017420645,-0.023900716,-0.072986159,-0.05910527,0.015658075,0.047911681,0.12954642,0.061913208,-0.121870476,0.02691226,-0.110806586,0.017873662
YBL012C_ko,-0.141221428,-0.027997353,0.061204546,-0.050211182,-0.093580288,-0.27317191,-0.02055005,-0.14313172,-0.181064161,-0.136076277,-0.120894492,-0.049178639,-0.04750632,-0.016118257
YBL013W_ko,-0.054124836,0.041177043,0.035131946,-0.031612728,-0.075991683,0.004810061,0.015739255,-0.047485381,-0.20486102,0.114942976,-0.116751006,-0.008835606,-0.105591366,0.036612501
YBL015W_ko,-0.03975282,-0.039970076,-0.008614915,-0.082926681,-0.037187097,-0.019118803,-0.018260019,-0.050300947,-0.19995016,0.073505409,-0.112609132,-0.02222429,-0.107469778,0.022510024
YBL016W_ko,-0.054580873,-0.020120664,0.001582277,-0.069838676,-0.057970575,0.035074186,-0.035685626,0.050602164,0.148627542,-0.078223854,-0.033163129,-0.027508842,-0.130561688,-0.007979295
YBL017C_ko,0.202731829,0.219249424,0.073833252,-0.002774225,0.018182041,-0.030464786,-0.011771373,0.352444198,0.290879745,-0.168037053,-0.095666818,0.018842014,-0.107958625,0.018515928
YBL019W_ko,-0.013710262,0.125852037,0.041363536,-0.027791845,0.016539078,0.050542643,0.013596239,0.1441069,0.384957762,-0.158073194,-0.081623232,0.03153756,-0.080274946,0.043377043
YBL021C_ko,-0.04959478,0.153895142,0.098681378,-0.020843528,0.047556706,-0.033119305,0.062037135,-0.100747572,-0.240602799,0.335351231,0.04188417,0.025620243,0.14418517,0.069429429
YBL022C_ko,-0.105446708,0.069472488,0.091897478,-0.074544328,0.023291423,-0.245190468,0.054794204,-0.174115403,-0.055588462,-0.161228835,0.089421949,-0.01888547,0.077121061,-0.011941544
YBL024W_ko,0.049412946,0.479481545,0.08661267,-0.019668532,0.223451586,0.06044356,0.148792183,-0.021845015,-0.270839434,-0.219278868,0.273036247,0.131443944,-0.102265226,0.044352992
YBL025W_ko,0.087234407,-0.158781558,-0.153369331,-0.028435564,-0.035233869,0.057110587,-0.114448972,0.050552229,-0.406394182,-0.127568061,-0.173866344,-0.019783364,-0.081004598,-0.042418487
YBL027W_ko,-0.077890532,-0.242395753,-0.196809832,-0.026629095,-0.003563146,-0.110506223,-0.085575884,-0.081905571,-0.158773583,0.006283671,-0.243059974,-0.056851473,-0.080371337,0.055316402
YBL028C_ko,-0.094366532,-0.013844737,-0.000041878,0.034981075,-0.022315287,0.052428258,0.002608843,0.022840117,0.096999469,-0.057574545,-0.152890615,0.000341656,-0.106174265,0.014388808
YBL029C-A_ko,0.016414699,-0.025673769,0.013742331,-0.023201165,0.094277722,0.068041882,-0.009027675,0.006535683,0.053141297,-0.078168947,0.312381555,-0.029156636,0.018512613,0.07653389
YBL029W_ko,-0.051457378,-0.02271309,0.021249322,-0.033098121,-0.052351806,0.03705416,0.026914273,0.018368636,0.113417819,-0.036332172,-0.124025419,0.032395515,-0.07229823,0.041008529
YBL031W_ko,-0.048537907,-0.031955512,-0.003705145,-0.026344592,0.004605596,-0.014064447,0.016633153,0.038195879,0.114383194,0.023518586,-0.142994708,0.032010452,-0.082017072,0.033498664
YBL032W_ko,-0.061748478,0.066297455,0.02800722,-0.022643427,-0.018631123,0.066756361,0.018128843,0.128729849,0.137052598,0.006325634,-0.112632876,0.025769654,-0.061772403,-0.005560246
YBL033C_ko,0.036881165,-0.09065695,-0.041636729,0.013964026,-0.062247072,0.239256494,0.036272021,0.142036747,-0.092334202,-0.042434733,-0.029697623,0.056441074,0.002344447,-0.027642014
YBL036C_ko,-0.076434995,-0.042266394,-0.022823913,-0.033957897,-0.028192443,0.097490496,0.008890918,0.047301604,0.102674903,-0.119472573,-0.166894867,0.01849359,-0.107924712,-0.015063815
YBL037W_ko,-0.014765653,-0.003358867,-0.005121352,0.0024574,0.026739797,0.058307222,-0.007212685,0.040240657,0.244526597,-0.032136698,0.040414102,0.015296632,0.041247352,0.003465676
YBL038W_ko,-0.009587279,0.016006649,-0.005913427,0.003937466,0.050278918,0.081979022,-0.014557488,0.050884428,0.21216972,-0.049825336,-0.013659372,0.025661746,-0.025277149,0.023318861
YBL039C_ko,0.072203947,0.007387665,0.011396614,0.045948368,0.011981148,0.08215154,0.054283507,0.103592154,0.087581024,-0.080683482,0.050262382,0.082990102,0.021906788,0.08282609
YBL039W-A_ko,-0.032537326,-0.015102339,0.026149732,0.010598022,0.167451784,0.008197165,0.010461627,-0.023409848,0.060393818,-0.049068172,0.060000065,-0.024370809,0.009800201,0.037509456
YBL042C_ko,-0.021621777,-0.018806798,-0.015509905,-0.016337477,-0.007640392,0.045834627,-0.016707326,-0.002572975,-0.107341146,-0.001632619,0.011573351,0.003177444,0.071066869,0.01418561
YBL043W_ko,-0.024305428,0.024569008,-0.000414418,0.004174108,0.035512611,0.041438193,0.002394472,0.018799779,0.267170887,-0.059196753,0.037105912,0.009182925,-0.01304803,0.019268138
YBL044W_ko,-0.094892428,-0.030111737,0.061557693,-0.06164473,0.0127735,-0.257566681,0.021173256,-0.164903752,-0.084514863,-0.108481445,0.002685269,-0.002783873,0.063975363,-0.013388055
YBL045C_ko,-0.176610452,0.038436908,0.078321159,-0.035954745,0.045161287,-0.239756044,0.02788843,-0.18044473,-0.208746823,-0.11008429,0.054456357,0.001837928,0.071957701,-0.027493516
YBL046W_ko,-0.030758918,0.050328614,0.038585494,0.034725982,0.080300055,0.083227419,0.045345059,0.04960278,0.32173347,0.015613513,0.04683505,0.046499636,-0.024484687,0.020240155
YBL047C_ko,0.298481951,0.073809383,0.002317523,0.01023143,0.074190229,-0.033134876,-0.010032605,0.079220484,0.439349246,0.063179157,0.0147392,0.033189553,-0.023739772,0.023618797
YBL048W_ko,-0.073109785,-0.003378959,0.000737594,-0.024983825,0.095446237,0.113670138,0.010947354,0.033578651,0.248282968,-0.058081754,-0.000272782,0.013773724,-0.022504378,-0.001063973
YBL049W_ko,-0.064112263,-0.015491188,0.006242866,-0.04560074,0.007477966,0.086202114,-0.006816804,0.017747088,0.176543033,-0.037033194,-0.034946809,0.024060961,-0.043174035,-0.019060377
YBL051C_ko,-0.078314245,-0.168177426,-0.141619365,0.002341419,0.085480016,0.090656418,-0.111531472,0.098320603,0.234164662,-0.055935951,-0.055178603,-0.035653399,-0.031268144,-0.007331525
YBL052C_ko,-0.0385138,-0.025720411,-0.038743912,-0.018965754,0.003747163,0.07871039,-0.004522144,0.056832988,0.16874436,-0.031225953,0.053570248,0.017469834,-0.043067078,-0.01698338
YBL053W_ko,-0.070775753,-0.014907385,-0.01219644,-0.012794096,-0.011462156,0.078939383,0.001223527,0.037595857,0.148609971,-0.06968985,-0.006755273,0.024525727,-0.043868684,-0.012592442
YBL054W_ko,-0.095433519,-0.039859689,-0.025819432,-0.033455677,-0.001241271,0.023751262,0.006079248,-0.037721661,0.120678156,-0.061826869,0.000123871,-0.003704917,-0.063655059,-0.035394514
YBL055C_ko,-0.064608924,-0.019830307,-0.022432915,-0.032073922,-0.007885232,0.051736387,0.001454517,-0.018687391,0.045489291,-0.074480111,0.002244795,0.000841919,-0.059058552,-0.018247073
YBL056W_ko,-0.08218181,-0.017816817,-0.019461301,-0.029703063,0.033259016,0.080742479,-0.019977161,-0.007626806,0.161972172,-0.071204997,0.015823184,0.001983524,-0.047459676,-0.0169775
YBL057C_ko,0.030940097,-0.010251987,-0.005427923,0.002785701,0.575150969,0.064593067,0.002932819,0.007310257,0.17285246,-0.018337166,0.465905362,0.013539919,-0.031180299,-0.009086561
YBL058W_ko,0.036522525,-0.201545653,-0.124571636,0.001745385,0.074766733,-0.108218158,-0.08433471,0.15942484,-0.088331866,0.035993841,-0.122328995,-0.04540874,-0.033288354,0.008523903
YBL059W_ko,-0.051870166,0.018003154,0.032779161,-0.006618922,0.060141894,-0.146633825,0.027488352,-0.02760053,0.036796494,0.140089324,0.028590651,0.01022255,0.030074052,0.037543718
YBL060W_ko,-0.040196532,-0.001498651,-0.013070873,-0.010526922,0.072819939,0.056276592,0.006899401,0.010410293,0.169106814,-0.020266655,-0.001668183,0.007611315,0.017798331,0.031995023
YBL061C_ko,-0.004041104,0.001679543,-0.020362878,-0.005294669,0.098522593,0.090623958,0.015385251,0.037463677,0.290462411,-0.127706306,0.023446802,0.020857924,0.008595167,0.024041644
YBL062W_ko,-0.02671282,0.004384837,-0.024121865,-0.006005862,0.034012496,0.074154707,0.007817068,0.020125092,0.283241671,-0.125646944,0.001382979,0.023657018,-0.023688947,0.00728177
YBL063W_ko,0.043256171,0.031581163,0.003056889,0.012749649,0.115850846,0.049740162,0.015194505,0.064241712,0.280037698,-0.011935645,0.040378752,0.030824097,-0.002778176,0.023859801
YBL064C_ko,-0.01829296,0.020364258,0.009373107,-0.019313892,0.348526381,0.035515853,0.038218751,0.008892734,0.215912327,0.050712956,0.215149103,0.028522625,-0.026258156,0.015950397
YBL065W_ko,-0.051433368,0.053203552,0.013078353,-0.014228573,0.039714617,0.034679507,0.025374015,-0.03207066,-0.25222145,-0.014309975,0.076572529,0.014432215,-0.019570141,0.021445731
YBL066C_ko,-0.027479725,0.027718587,-0.008329602,-0.020465154,0.052268761,0.013042096,-0.003471673,-0.034270101,-0.248665382,-0.038808294,0.032512086,-0.000073125,-0.035535026,-0.007019856
YBL067C_ko,-0.055664201,-0.110434121,-0.057472674,-0.008780047,0.098653234,0.02781866,0.018615994,0.010231112,0.180533913,0.032866483,-0.028503916,0.007672931,-0.024240666,0.008698448
