Line,Ca44,Cd111,Co59,Cu65,Fe57,K39,Mg25,Mn55,Mo95,Na23,Ni60,P31,S34,Zn66
YAR002C-A_ko,0.425509513,0.636419186,-0.726424512,0.891587909,-1.172176787,-0.049956489,-1.130470032,1.006373514,-0.854120357,-0.354891443,-0.158994324,-0.07669148,-0.559393014,-0.193366639
YAR002W_ko,0.54145655,-1.052137354,-0.738129667,1.642200968,0.72673029,-0.446558263,1.002047531,1.123240941,0.882526829,1.220657985,-0.785873175,0.37463062,0.679167655,0.212027751
YAR003W_ko,-1.016429296,-1.289437375,-0.174217246,-4.386079028,0.031188331,-0.562167635,-1.581176524,-0.191914552,2.455120544,0.606739941,-1.126999695,-0.459818297,0.801098219,-1.933498502
YAR014C_ko,-1.222595448,-0.956810658,-2.141598095,0.193776492,-0.95387307,0.073382727,-0.684809646,-0.026460386,-0.247373307,0.566272877,-1.171770836,-1.420579415,0.088111682,-0.232314082
YAR018C_ko,-0.792240292,-0.894518755,-2.103242473,-0.220595875,-1.244364116,0.247727139,-0.841627423,0.320106169,-0.093720744,0.723726615,-1.177839123,-1.438617815,-0.042015099,-0.23962522
YAR020C_ko,-0.811240017,-0.699109121,-1.581880019,1.076154261,.,-0.728534469,-1.160473259,-0.765452925,0.333112291,0.812329635,-0.354309778,-1.39825399,-0.564810116,-0.311530413
YAR023C_ko,-1.034934474,-0.907162064,-0.644422181,0.196202612,.,-1.281207001,-1.465692041,-0.539780239,-0.078101686,0.925969894,-0.434389244,-0.200286396,-1.120027512,-0.195557575
YAR027W_ko,-0.970190971,-0.994971053,-0.704132358,-0.704122261,.,-0.813697995,-0.734764587,0.308641278,-0.452314513,1.190820796,0.413531732,-0.197424806,-0.415737833,-0.345979457
YAR028W_ko,-4.460963638,-0.663591758,-0.679333144,-0.063747236,.,0.035671475,-0.179506708,-0.348945332,-1.491636561,1.055963934,0.391502218,-0.478196555,-1.091900661,-3.542338799
YAR029W_ko,-1.1342027,3.848407341,-0.492225891,0.62041949,.,-1.170657827,-0.701918559,0.75590163,-1.771634553,0.038337835,1.826998014,0.634332573,-0.520300887,-0.954146479
YAR030C_ko,-1.654766659,-0.03573568,0.752039434,-0.087132028,.,-0.014971731,1.041604671,-0.822232945,-0.182368923,0.823053388,-0.101023795,-0.451387556,-0.833848287,-2.901761282
YAR031W_ko,-4.959925915,-0.356902221,-0.496299701,-1.955192267,.,-0.787441915,-0.58719149,-0.383380908,0.261672036,0.7895152,-0.399898708,-0.443138305,-0.650405976,-4.192376744
YAR035C-A_ko,-2.353915486,-0.499098587,-1.068967909,-0.826091698,-0.865290606,1.66610816,-0.054907226,-0.71001112,0.690839665,-0.297528001,0.795037927,-0.10219423,1.038553277,0.757154847
YAR035W_ko,-1.273512707,-0.765680987,-0.739793624,-2.425426854,.,-0.842394545,-0.294480281,-0.4371226,-0.022506199,1.004948341,-0.352386437,-1.043214252,-1.098801086,-1.321306812
YAR037W_ko,-0.966141528,-0.114001272,0.084775532,0.293067502,.,0.115938327,0.221308473,-0.787799412,-0.123303799,0.838860865,-0.209909744,0.314408076,-0.517890018,-0.089921473
YAR040C_ko,-0.384386109,1.955720923,0.21410739,0.116579953,.,-1.066036404,-0.766555531,0.854083236,0.505186337,0.293881376,0.597509332,-0.728583874,-0.44086817,-0.442809404
YAR042W_ko,0.628700594,0.096821379,-0.360995448,-0.943713068,0.036241936,0.481893635,-0.338382776,2.057801244,0.464311052,-0.516781964,-0.138960714,0.09065867,0.361577113,0.141868809
YAR043C_ko,-0.063254,0.712650193,0.696361334,-2.925133667,.,-0.239260322,0.451479031,2.058632492,0.476075935,0.452010363,0.595565201,0.868442827,1.612819843,0.074451536
YAR044W_ko,0.124156634,0.1526311,-1.219398734,-1.915737478,0.550066642,-0.244948684,-0.981170596,2.863041044,0.114970557,0.989935043,-0.541230736,-0.333526215,-0.01439886,0.214700463
YAR047C_ko,-0.110275145,-0.746840827,-1.202925208,-0.324052794,.,-0.847088606,-0.997698129,-0.035478486,0.358006979,1.023912974,-0.109491143,0.238778752,-0.062941814,-0.009044303
YAR050W_ko,0.516107816,0.183740379,-0.532949211,0.318359712,-0.429376457,-0.995124871,-0.342407178,0.330455504,0.564189244,-0.389842889,0.442900877,-0.412517305,-0.043057059,1.680511182
YBL001C_ko,-0.843791912,0.05087548,-0.448180964,-0.157388797,0.666131335,0.950817631,-0.156249946,0.746346992,-0.427863938,0.323275788,-0.296775701,0.375028225,-0.364862604,-2.018813991
YBL002W_ko,-0.305803136,1.335061601,1.771270404,-0.750773597,1.090606043,-2.015136726,1.409458591,-1.991625781,-2.039413002,-1.874626245,1.7549968,1.758324037,-1.038863759,1.965846274
YBL003C_ko,0.062772871,0.377225328,-0.415316198,0.945807948,-1.197618484,-0.501005496,-0.307345701,0.673491974,2.108569559,-0.113958557,-0.703383581,-0.365601718,-1.100991909,0.391864486
YBL005W_ko,-1.832447276,0.132231976,0.331230914,0.170803032,0.404995935,0.878448222,0.662894834,0.819230261,1.22511311,0.008652338,0.516310387,1.055249629,-0.792495145,-2.355111761
YBL006C_ko,-0.970149392,-1.080149606,0.740910369,0.978356418,0.364195211,0.699226283,1.485978645,0.462277944,-1.206826297,0.855850351,-0.165802187,0.920034398,-0.029875395,-0.510875503
YBL007C_ko,-1.192872483,-1.935901489,-3.040718318,-1.287826936,-0.241405279,-2.705666048,-3.422229243,1.459655848,1.367728893,-0.797344616,-2.904504223,-2.237403597,-2.976495339,1.306779111
YBL008W_ko,-2.475567054,-0.226915106,0.335860305,-0.699985739,-0.477449784,0.598939933,-1.14071902,0.278713768,2.066784876,-1.899005697,-2.093385803,-1.241479457,-2.443592981,-0.241374663
YBL008W-A_ko,0.752402521,-0.294605283,1.092052826,-0.778939899,-1.053905635,1.792308756,-0.547262905,-0.461635912,-0.578098851,-0.32412123,1.258030263,-0.9158741,0.871802037,2.501974878
YBL009W_ko,-4.277340287,-0.104898769,-0.892648052,-0.683132312,-0.118297409,0.511538014,-0.282725473,0.269255074,0.501343578,-0.40282566,-1.633885307,-0.887610911,-1.822827775,-2.133137154
YBL010C_ko,-2.966847575,0.039756824,-0.974953317,-1.084378479,-0.63540289,-0.120047128,-0.176195821,0.265715133,-0.264973048,0.087426944,-1.808994269,-0.286768725,-1.876921379,-1.612627609
YBL011W_ko,-0.76509595,0.413705007,0.552585729,-1.185461233,-0.51097918,-0.175130192,-0.253330964,0.582949875,0.876886686,0.681265697,-1.498483168,0.572193061,-2.513676341,-1.358511582
YBL012C_ko,-1.770253724,-0.518750348,0.833715642,-1.701066609,-0.519903022,-3.166984738,-0.45166491,-2.698637338,-1.209266277,-1.044950661,-1.469349078,-2.002771801,-0.541736166,-0.140142123
YBL013W_ko,-1.436772415,1.249337099,1.502579719,-0.102738465,-0.238655723,0.303709928,-0.088579718,-0.732677434,-1.255103873,1.23776683,-1.519507519,-0.14808711,-2.189042239,0.294756412
YBL015W_ko,-2.339692849,-0.556500024,0.434103939,-0.898414043,-2.060641097,0.056883416,-0.287223825,-0.742915859,-1.338914124,0.702308265,-1.698313748,-0.45551661,-2.268216331,-0.784177007
YBL016W_ko,-0.543518378,-0.023784889,-0.702033048,-1.808931291,-0.788550121,1.318468113,-1.432674211,0.764173959,1.332435146,-0.611963346,-1.63202004,-0.873436753,-2.773829571,-0.889307986
YBL017C_ko,3.166982439,4.294298925,0.825889615,0.423615619,0.607400056,-0.91463079,-0.517647813,4.70555588,2.554244867,-1.418643063,-1.082186333,0.772491882,-2.041422441,1.35127891
YBL019W_ko,0.850690017,2.923527774,0.01705904,0.080083554,0.800969665,0.693661194,-0.423201336,2.097064673,2.934452947,-1.255432249,-0.845759609,0.668820636,-1.547713251,1.64717405
YBL021C_ko,-0.639378377,3.303540143,2.265646182,-0.966379418,0.333340072,-0.474310183,1.603921979,-1.67538707,-1.638844775,-0.509349614,-0.469734605,0.658570905,-3.238383949,-0.204696626
YBL022C_ko,-0.417710592,1.716779865,1.435483529,-0.914845209,0.038156556,-2.624729926,0.848467459,-3.229885734,-1.213883642,-1.424596938,1.384899121,-0.783279088,1.309693462,-0.475192374
YBL024W_ko,1.554013535,8.609788132,1.056638223,0.189762509,-2.590651896,0.679504042,3.160217439,-0.47849489,-1.935449076,-1.859691908,0.957984246,3.263237716,-2.000336461,0.554739061
YBL025W_ko,0.962898279,-1.878229346,-0.209883754,-2.511891298,-0.043432278,0.715266276,-1.324891528,0.841812148,-3.50368087,-2.321323512,-2.329333731,0.347642188,-2.282878227,-2.548199375
YBL027W_ko,-0.365239792,-5.042167167,-4.484466655,-2.14015038,0.137492909,-1.193888529,-1.937406585,-0.786133291,-1.002515019,0.136977802,-3.366259614,-1.019440023,-1.445848667,-0.25877842
YBL028C_ko,-0.208425421,0.119134725,-0.761430879,-3.53491505,-1.488730239,0.524780039,-0.108551455,0.254890205,-1.597954933,-0.318979803,-2.018917879,-0.34695477,-2.044345375,0.546204913
YBL029C-A_ko,-0.798298025,-0.330479948,-0.448436067,-0.8052189,-1.765083641,1.506456795,-0.491417226,0.51452867,0.749100206,-1.070454582,-0.720359712,-0.923435412,0.949154659,1.138946143
YBL029W_ko,0.042634637,0.050917023,0.862386567,-0.527747585,-0.070091039,0.310239887,1.476010124,0.239212002,0.568121664,-0.621113799,-1.664145306,1.54273235,-1.345619512,-1.544582032
YBL031W_ko,0.391360576,-0.138742505,0.411838734,-0.442742109,0.109665716,0.403102028,0.241835293,0.514444106,-0.504043595,-0.151811675,-1.83936365,0.526442701,-1.694198446,0.234736579
YBL032W_ko,0.152005102,1.613336032,0.480690795,-0.529808776,0.483826765,0.043187815,0.510248782,1.837406728,1.19377814,0.063806918,-1.360778728,0.290555126,-1.099130798,0.779612916
YBL033C_ko,-3.153884237,-0.961024329,0.359419284,-2.987733527,-1.707181583,2.176384796,1.479767814,1.653577159,-0.588783031,-0.503237359,-0.44154051,1.003208645,-0.988219091,-3.061377831
YBL036C_ko,-0.059894225,-0.787707733,-0.825374334,-0.308786844,0.08755651,1.184793842,-0.249487735,0.626113885,1.097610374,-0.95550632,-2.217168775,0.46317116,-2.063762341,0.191601152
YBL037W_ko,0.761931407,0.143301312,-0.716369662,0.741300741,1.241983078,0.378596323,-0.683981022,0.484054018,1.927774023,-0.880880159,-0.026400872,-0.361933402,-1.631026163,0.715351231
YBL038W_ko,0.499198834,0.467549671,-0.622949272,0.830288159,1.523252712,0.280280635,-0.441475833,0.668817472,1.898379589,-0.307637055,0.296081109,0.239929166,-0.137409448,1.017824357
YBL039C_ko,1.046019437,0.239631978,-0.583737069,1.757157158,0.803410519,0.284643284,1.425684126,1.487540381,0.550575563,-0.545573077,1.228833357,1.586298282,0.511485302,-0.142157766
YBL039W-A_ko,-1.851506647,-0.210637971,-0.234109015,-0.424234198,-1.743832713,2.99491026,0.086348541,-0.028759073,0.528109467,-0.775129715,1.057280127,-0.118453931,0.873636695,1.590748837
YBL042C_ko,-0.094277801,-0.263930991,-0.457469741,-0.108914195,0.173753218,-0.0959494,0.11651148,0.048615854,-1.700125724,-0.967763979,0.53569524,-0.334104696,-2.478013464,0.821557672
YBL043W_ko,0.594496407,0.688161136,-0.264233401,0.380140811,0.821949869,0.05732478,-0.340234072,0.272611005,1.205029257,-0.332616067,1.079107021,0.506144918,-0.072443965,0.298518848
YBL044W_ko,-0.583641527,0.063516532,1.014878281,-0.661418332,0.890363231,-0.892535414,0.218303896,-2.722459437,-0.91423367,-0.890748802,0.488620417,-0.485412469,1.750057197,0.128015586
YBL045C_ko,-1.535149615,1.039985921,1.016026956,-0.241228176,1.215616017,-1.61247728,0.028326394,-3.248699003,-1.503914311,-0.919237073,1.266934429,-0.394356292,1.666832171,0.241806943
YBL046W_ko,0.598391475,1.349894481,0.745120656,-0.254839332,0.899540456,1.030196602,0.591222789,0.883361323,1.574657783,0.279627617,1.162462144,0.77189063,-0.022306366,0.593017108
YBL047C_ko,4.286468506,1.754617059,-0.076044087,-0.304539901,1.411227915,-0.849537931,-0.442370045,1.176474892,2.278295343,0.791494967,-0.340641447,0.90002534,-0.114216761,1.377480258
YBL048W_ko,0.257879595,0.065336937,-0.536326014,0.101436622,0.560106842,1.065983673,0.382517607,0.366872349,-0.376805669,-0.430212454,0.485968954,0.394465745,0.12728474,0.08276542
YBL049W_ko,0.064374426,0.155528564,0.455492871,-1.372817525,0.189863325,0.404924065,-0.328102196,0.270806878,0.209406211,-0.12610844,-0.253308838,0.567920906,-0.632035262,-0.743671702
YBL051C_ko,-0.029542105,-3.302289378,-2.469448543,-0.068576743,-0.496319121,0.76026394,-2.446794152,1.420006252,1.215846335,-0.42275427,-1.599317829,-1.562880545,-0.611668273,0.673621348
YBL052C_ko,0.682060256,-0.469395262,-1.521882463,0.50660088,0.48605592,0.886735303,-0.177219668,0.827737896,1.002990801,-0.148069399,-0.823513441,0.244345093,-0.482849947,-0.663494493
YBL053W_ko,0.190847053,-0.098112973,-0.179027988,-0.124703194,0.63464254,0.813952194,0.111115921,0.44571024,0.862297735,-0.468552211,0.135120633,0.451040122,-0.711021393,0.503189305
YBL054W_ko,0.089023704,-0.603434216,-1.33087554,-0.093410666,0.456418621,0.323419262,0.128732102,-0.541943555,-0.63629865,-0.373175655,0.431899234,-0.219861181,-0.999017885,0.308830375
YBL055C_ko,0.322433465,-0.287734447,-0.917255541,0.313102196,0.594305977,-0.107673682,-0.603986286,-0.187394688,0.673742265,-0.51508713,0.442591321,-0.736850739,-0.789556048,-0.395586669
YBL056W_ko,-0.014717652,0.048685935,0.15751313,0.33313806,0.121266774,1.11382983,-0.30740748,-0.38235634,1.015991054,-0.476145867,-0.210228876,0.225827927,-0.52501875,-0.119345805
YBL057C_ko,1.145534219,0.013247712,-0.49396563,-0.332766355,-3.286523726,0.362485921,-0.405507764,0.026625852,1.463322738,-0.022208729,-1.464721932,0.283844634,-0.130578477,0.205881963
YBL058W_ko,0.430053426,-3.14963506,-3.028532127,0.537257409,1.630855021,-0.727593509,-2.383286077,2.308168894,-1.068563793,0.491342826,-1.506352426,-0.724427966,-0.308633284,0.277732769
YBL059W_ko,0.328061758,0.624433075,0.418643099,0.420116969,0.979264977,-1.688244495,0.267693226,-0.559991525,0.0989311,1.167270039,0.819110578,0.100391852,1.354820294,1.730649149
YBL060W_ko,0.359622377,0.366173954,0.13447159,-0.833290803,1.663875958,0.458963879,0.06110836,0.149539704,1.380990026,-0.028898903,0.363104172,0.079247246,0.277976734,-0.05917687
YBL061C_ko,0.864056567,0.229989132,-0.972683008,-0.231818713,1.930177525,0.352297718,0.025472566,0.424564318,2.591889059,-0.957185586,0.869219907,0.261151889,0.204174939,0.852463537
YBL062W_ko,0.403254924,0.314623717,-1.009777417,-0.377784471,1.182291577,0.678569747,-0.390370865,0.169948928,2.126067993,-0.960308533,0.50051101,0.48133519,-0.107871422,-0.415409256
YBL063W_ko,0.074526937,0.894510969,-0.150250301,1.15569339,-0.609892088,0.863412443,0.254075122,0.931049316,2.545963577,0.046785878,1.128897884,0.260540925,0.012766879,1.784952051
YBL064C_ko,0.599120188,0.936949989,-0.252540114,-0.048196784,-2.712441627,1.103853846,1.080665284,0.377938612,1.502063893,0.638089971,-1.223622686,0.488659719,-0.511512198,0.757494692
YBL065W_ko,-0.124963674,1.344026357,-0.620563672,-0.956240646,0.553927147,-0.256999205,0.212254776,-0.500845627,-1.777068747,0.080427618,1.4351572,0.347603801,-0.017574962,-1.076270221
YBL066C_ko,-0.65946605,0.871713143,-0.371334628,-0.82739892,0.030411298,-0.124695627,-0.326275918,-0.617333053,-1.599924065,-0.196140094,0.936074855,-0.45414843,-0.43954309,0.188477704
YBL067C_ko,0.411428014,-1.885880969,-1.374383241,-0.454928818,1.651088456,0.675012804,0.701928292,0.056141185,0.826944749,0.243828655,-0.029514714,0.745599984,-0.049826087,-0.620397635
YBL068W_ko,1.930385393,4.093414651,0.275285786,-0.801881151,1.001592261,-0.060784748,-0.261965158,3.115526971,4.081214795,-1.815205489,2.55518938,1.1686079,0.092717755,0.260403215
