orf	hap a | lipid particle number | YPD [standard] | Fei W~Yang H, 2008
YAL009W	-5.19216524021114
YAL016W	5.19216524021114
YAL047C	10.38433048042228
YBL042C	5.19216524021114
YBL058W	5.19216524021114
YBL093C	5.19216524021114
YBR097W	5.19216524021114
YBR279W	5.19216524021114
YDL073W	5.19216524021114
YDL077C	5.19216524021114
YDL160C	5.19216524021114
YDL232W	5.19216524021114
YDR027C	5.19216524021114
YDR073W	5.19216524021114
YDR080W	5.19216524021114
YDR138W	5.19216524021114
YDR150W	5.19216524021114
YDR173C	5.19216524021114
YDR174W	-5.19216524021114
YDR195W	5.19216524021114
YDR200C	5.19216524021114
YDR245W	5.19216524021114
YDR293C	-5.19216524021114
YDR320C	5.19216524021114
YDR323C	5.19216524021114
YDR369C	5.19216524021114
YDR382W	-5.19216524021114
YDR408C	5.19216524021114
YDR414C	5.19216524021114
YDR418W	-5.19216524021114
YDR477W	5.19216524021114
YDR523C	5.19216524021114
YDR532C	5.19216524021114
YEL036C	5.19216524021114
YEL051W	5.19216524021114
YER014C-A	-5.19216524021114
YER014W	-5.19216524021114
YGL012W	5.19216524021114
YGL025C	5.19216524021114
YGL038C	5.19216524021114
YGL095C	5.19216524021114
YGL167C	10.38433048042228
YGL168W	5.19216524021114
YGL173C	5.19216524021114
YGL206C	5.19216524021114
YGL212W	5.19216524021114
YGL234W	5.19216524021114
YGR036C	-5.19216524021114
YGR061C	5.19216524021114
YGR104C	10.38433048042228
YGR105W	5.19216524021114
YGR155W	-5.19216524021114
YGR180C	5.19216524021114
YGR204W	5.19216524021114
YHL025W	5.19216524021114
YHR004C	-5.19216524021114
YHR041C	10.38433048042228
YHR129C	5.19216524021114
YIL009C-A	5.19216524021114
YIL018W	-5.19216524021114
YIL030C	5.19216524021114
YIL040W	5.19216524021114
YIL125W	10.38433048042228
YJL029C	10.38433048042228
YJL075C	5.19216524021114
YJL136C	5.19216524021114
YJL140W	5.19216524021114
YJL176C	5.19216524021114
YJL183W	5.19216524021114
YJL184W	10.38433048042228
YJR043C	5.19216524021114
YKL037W	5.19216524021114
YKL048C	5.19216524021114
YKL054C	5.19216524021114
YKL113C	10.38433048042228
YKL143W	-5.19216524021114
YKL212W	5.19216524021114
YKR001C	5.19216524021114
YKR089C	5.19216524021114
YLL002W	5.19216524021114
YLL030C	10.38433048042228
YLL045C	-5.19216524021114
YLR056W	5.19216524021114
YLR148W	5.19216524021114
YLR233C	10.38433048042228
YLR240W	5.19216524021114
YLR244C	5.19216524021114
YLR318W	10.38433048042228
YLR320W	5.19216524021114
YLR358C	5.19216524021114
YLR370C	5.19216524021114
YLR372W	5.19216524021114
YLR396C	5.19216524021114
YLR404W	-5.19216524021114
YLR447C	5.19216524021114
YML008C	5.19216524021114
YML062C	5.19216524021114
YMR014W	5.19216524021114
YMR015C	5.19216524021114
YMR202W	5.19216524021114
YMR205C	5.19216524021114
YMR224C	5.19216524021114
YMR231W	5.19216524021114
YMR242C	-5.19216524021114
YMR300C	5.19216524021114
YMR313C	5.19216524021114
YNL052W	-5.19216524021114
YNL139C	5.19216524021114
YNL220W	5.19216524021114
YNL225C	5.19216524021114
YNL250W	5.19216524021114
YNR006W	5.19216524021114
YNR032W	5.19216524021114
YOL013C	5.19216524021114
YOL076W	5.19216524021114
YOR041C	5.19216524021114
YOR106W	5.19216524021114
YOR182C	5.19216524021114
YOR241W	5.19216524021114
YOR245C	-5.19216524021114
YOR290C	5.19216524021114
YOR369C	5.19216524021114
YPL031C	5.19216524021114
YPL042C	5.19216524021114
YPL045W	5.19216524021114
YPL084W	5.19216524021114
YPL129W	5.19216524021114
YPL183W-A	5.19216524021114
YPR036W	5.19216524021114
YPR072W	5.19216524021114
YPR087W	10.38433048042228
YPR139C	5.19216524021114
YPR159W	5.19216524021114
