orf	hap a | growth (colony size + intensity) | acetaminophen [100 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [50 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [60 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [70 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [80 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [90 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [100 mM], temperature [30 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [50 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [60 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [70 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017	hap a | growth (colony size) | acetaminophen [80 mM], temperature [37 C] | YPD | Huseinovic A~Vos JC, 2017
YAL055W	-0.1680776551493555	-0.17227053872287285	-0.6152044233851426	-0.1845540446836749	-0.4385317694516202	-0.7981153112295343	-0.9076369819256083	-0.26327702615703713	-0.1028806041738207	-0.24491464020006928	-0.2010189550263259
YAL056W	-0.05723709490684831										
YAL058W	0.3288172951798928										
YAL059W	0.4743298890103481										
YAL060W	0.4234964702630481										
YAL061W	0.24169699277291584										
YAL062W	0.37024721862918547										
YAL064C-A	0.21762670759471034										
YAL065C	0.32752670356671576										
YAL066W	0.22042477892910234										
YAL067C	-0.16889581722027147										
YAL068C	2.0014961787329018										
YAR002C-A	-0.1123545906396527	0.24318619444541392	0.4431745249126421	0.5578663994004767	0.1625502101045657	0.2462199147894326	0.45381086106837165	-0.6975260521118046	-0.4812181990650873	-0.9912571081228861	-0.27625533024404714
YAR002W	-0.010128783100277526	0.6053570968123321	0.3752390830748991	0.658905868121988	0.8460240400748739	0.9736204644906387	0.45130003888505565	0.1600140862152466	0.10163425817934406	0.2407100742725214	0.5277624764033545
YAR003W	-0.2674585778815145	-0.166908928032664	-0.4180252735362137	-0.48266975199844775	-0.18032110127887932	-0.058578096011069815	-0.8281149295794148	-0.19767349590742944	-0.39289024361717056	-0.7206735467231726	-0.13043756444383614
YAR014C	-0.2451684931148293	-0.6249891206295648	-1.084695240073955	-1.4763873611191862	-1.0533137611057721	-1.2008224152852258	-1.112083215837043	-0.853188581669945	-1.2742457000019187	-0.7013091226128707	-0.4915006468351102
YAR015W	-0.34575497014255824										
YAR018C	-0.09208521586963903	-0.6796449609058264	-0.3801441691281645	-0.2096036076969632	-0.4696630826179692	0.0008483039584437602	-0.11028718944995514	0.4962641043597725	0.10560178372315344	-0.44575045972005156	0.03528336118205764
YAR020C	-0.17840174383266894										
YAR023C	-0.23272813482288696										
YAR027W	-0.28936663894107123										
YAR028W	0.14201865416983364										
YAR029W	0.4953590163805982										
YAR030C	0.058973271305559995										
YAR031W	0.5664729764143652										
YAR035W	0.05358735978308196										
YAR042W	0.0021593240346360018										
YAR047C	-0.20266830201161404										
YAR050W	0.17536359022542963										
YBL001C	0.15800824676836317										
YBL002W	0.3071220421550545										
YBL003C	3.688257327977911										
YBL005W	0.261111699552839										
YBL006C	-0.3687620741099753										
YBL007C	-0.35552481307651884	2.8497311799800533	1.6299939236801855	-0.34511362150688474	1.315140724685036	2.604782843918144	-0.5137792003113448	-1.7064529524725203	-2.293448805969029	-0.989908391033624	-0.08211400420551604
YBL008W	-0.13182513000184298	-0.27525008977847004	-0.25012774300012586	-0.4238877246149254	-0.49001768919024163	-0.42953523492547235	-0.7496829073797692	-0.20113848955732117	-0.29196934722433343	-0.22588861913455946	0.1493683870077862
YBL009W	-0.09760405188605349										
YBL010C	3.544411121987432										
YBL011W	-0.007825259600352363	-1.0083664175314022	-0.16740357973219916	-0.18380629653402414	0.21694914759199885	0.20067741305629816	0.3408238628191523	-0.03294348631108885	-0.33942719895250634	0.33097974482853737	1.5247737821016019
YBL012C	0.16897934918387325										
YBL013W	0.559395122908489										
YBL015W	-0.05217780399063331										
YBL016W	1.337512347896729	-0.9043842332118552	-0.13680084422833494	-0.011568486687783052	-0.20125532350097877	0.12995118939960124	0.5182428518915326	1.2568350223762224	1.1324911874005812	1.3542005184176014	1.7720327472442277
YBL017C	1.1393925771284843	-0.20513917277922805	0.026712833506304726	0.1975755739018604	-0.456237703814981	0.02857873938888419	0.43263852265770736	-0.391626254456659	-0.1791852110823731	-0.9890044196102995	0.15100412736566526
YBL019W	0.28086140182636543										
YBL021C	-0.25438645244714847	-1.5306503765306185	-0.9838238968223976	-0.7498485431299668	-1.2231555045649334	-0.9962011761448362	-0.5599466183820966	-0.291954896717622	0.4402391377442562	0.383998799697757	0.7183692336666943
YBL022C											
YBL024W	-0.327180973207159	-1.0764228836675531	-0.7416883951565345	-0.9053778029309794	-1.2142326311223803	-1.1493851958918944	-0.6776535851460775	-1.3372493162281225	-1.298693831702893	-1.5044648786512922	-0.5677025061800854
YBL025W		-3.8996210473972583	-2.856722117422496	-2.75063875724647	-2.188111569400458	-2.1364102385246992	-0.48774745767512645	-0.418786269434278	-0.7653764140684277	0.4532760838940795	0.832637453421392
YBL027W	-0.20195085332948015	-0.8098326097730245	-1.5841957973581051	-1.5122457521296668	-0.8212640126571112	-1.309075680477838	-1.3832317933260403	-0.7887438669169445	-1.6900425766192104	-0.8278244470746441	0.04410934482468324
YBL028C	0.9043825013306744										
YBL029W	0.11853461110543366										
YBL031W	0.0607564780868949										
YBL032W	0.12401479379566306	0.19552255348693928	1.1460383200168018	0.9512753946352992	0.2629790177736725	0.5780196901344802	0.6722523910168634	0.8950142565174802	1.6959298974248669	0.5788787463279262	1.4691866699355074
YBL033C	-0.4321687756431537										
YBL036C	0.31933864063652584	0.45456284930740803	0.09367482959382895	0.041137621723571036	0.21194171401574974	0.031538028230189294	-0.6298873076343958	0.292952287204968	-0.03927516920618649	-0.09649958811204691	0.45326632266983125
YBL037W	1.5361625281965121										
YBL038W	0.729325881852815										
YBL039C	0.13951477759584943										
YBL042C	0.8467933401290398										
YBL043W	0.03826238965423326										
YBL044W	-0.08326366787141727										
YBL045C	-0.0422142649443458										
YBL046W	0.13756707943752736	0.24034820666315393	0.299700757854593	0.8093901832391335	1.069652492707506	0.8625479393829477	1.288946188127605	0.9687840814301796	0.9293222011317251	1.2717103387137518	2.5053414862072447
YBL047C	0.096882306220801	-0.027825930340990068	0.043459786429884455	-0.04634756103851057	0.2721510214261089	0.40468748596298804	0.5242713876518336	0.5040191122412893	0.6100333033062614	0.03507451860413196	0.46775655967070734
YBL048W	0.18140209873833124										
YBL049W	0.13662007294599476										
YBL051C	1.1641049370027632	-0.9539477257377097	-0.39299282255641005	-0.48052556422915293	-0.21379730294078558	-0.7160838666129984	-0.5257908101336185	-0.5535253471705143	-0.8073435235267676	-0.4049542273003728	0.0955364856621868
YBL052C	0.35278665222861555	0.31459610323688453	-0.3583951311993176	-0.5132947340900196	-0.6725469924052114	-0.3066127275318071	-0.39497306271630733	0.01866990318499598	-0.21151278507264593	-0.19216548647798584	0.39240732726615146
YBL053W	0.8574423314930084										
YBL054W	0.39707906922260855										
YBL055C	0.08120194023175126										
YBL056W	-0.26054285360491436										
YBL057C											
YBL058W	-0.5504303450317796	-1.4241546383442918	-1.5088442409528202	-1.8961899780523637	-1.2741698361851428	-1.7923609330596926	-1.4130600782919798	-1.2964137809771035	-0.6512088125691373	-0.0658233638871012	0.279513066144691
YBL059W	-0.11888915017192864										
YBL060W	0.17272872182381868										
YBL061C	-0.04140275983516173	-0.508008864800041	-0.2313274536230886	-0.7067758715230315	-0.47542685781087535	-0.6553370212815057	-0.5372014527203343	-0.10234062966069218	-0.721302512889289	-0.7752818763866184	0.0413431800913925
YBL062W	0.355232548813322										
YBL063W	1.5384344848133866										
YBL064C	0.6707059652862473										
YBL065W	0.5009427040887229										
YBL066C		-0.1561970109126082	-0.11210495060449718	0.0935841460782248	-0.09404119395801949	-0.3342507473386133	-0.8114545327069412	0.17511884726693916	0.08891979646135002	-0.16294728667136243	0.5607998547059396
YBL067C	0.293805971284321	-0.33598161988817904	-0.2247510429606776	-0.14253059867332163	-0.10986293069788591	-0.756067844309673	-1.0843188084310067	0.4982923371903229	-0.1166927178519012	-0.18992895340909877	0.747541981967112
YBL068W	-0.3082303210821571										
YBL069W	0.040231561882658064										
YBL070C	-0.7505807038689432										
YBL071C	0.14702211250378108										
YBL072C	1.4852926035300376	0.4170893534722289	-0.030509635251317842	-0.4520983326285913	-0.43207202196960237	-0.9605630138230099	-1.2003187933002057	-0.9403363809927544	-1.9036123947757881	-1.2651174056257202	-0.36097494434649097
YBL075C	0.13182276568503384	-0.5924376802532157	-0.7375772427940865	-0.5052657278283438	-0.23239820964620056	-0.36418211983337	-0.20252179121501426	-0.028067434764472852	-0.14490876767194644	0.20201624603869747	0.8275262915156847
YBL078C	0.25984472941677494	-0.3873840098238389	-0.650882193001055	-0.38898954362149357	-0.5755110498600614	-0.44774597676157146	0.07081838231831403	-0.14434624347518948	-0.3725868517625761	0.04260221835657959	0.48683450611630535
YBL079W	0.7975726240464589	-0.4065269101327143	-0.34193274466074963	-0.22144499642749238	-0.327486120212553	-0.34079179310533375	-0.13051097031447834	-0.11233365842847746	-0.3365732944073776	0.16849587288714205	0.588827240710405
YBL080C	0.29897048514403946										
YBL081W	0.41538571398522833	-0.04384201815353794	0.26860299553659256	0.2121760757995639	0.04155946983079345	0.23845361432107706	0.40123201820494203	-0.6920506102875548	-0.7592284035279883	-0.8704929799503539	-0.3721168972160761
YBL082C	0.11121839542141668	-1.0951565119789675	-0.8016893518165615	-0.9280861675328643	-0.35597583232883473	-0.6403141512828413	-0.5288822040826434	-0.3027137036318393	-0.599997083785403	-0.4426274615968505	0.3625498338948317
YBL083C											
YBL084C		-1.619091473906032	-0.9187611730383968	-0.5240153782461471	-0.33963037438640664	-0.2778706247708425	-0.395844787192355	1.9901019665669464	0.38751528977624555	3.5945158670773196	2.8576699888572157
YBL085W	0.21817000156831054	0.3099486939133428	1.6450613276448278	0.8836103161751305	0.736860304234183	1.1436838995196608	0.9113155916840651	0.25519488611379054	0.6714570161658424	0.16611581870462166	1.1700387384359139
YBL086C		0.18069301409029673	0.018561878275257387	0.18007156618532846	0.17334190215672826	0.20452130722008285	0.026838941368688803	0.8872273293001125	0.5136189734086193	0.510813448439876	0.9909755521711532
YBL087C	-0.27897834278815065	-0.10499009610452802	-0.21378430319526845	-0.08357942254212687	0.06234164104876857	-0.460821828038622	-0.4584104826911181	-0.3822043503826552	0.009856714807002731	0.2264269285440178	0.3869456225504366
YBL088C	-0.02367527074321406	0.3027839378728815	0.1221519711202567	-0.07094306019616528	0.4436822190728214	-0.07947640455265433	0.5440827648779047	0.11696014856403159	0.15952473252995936	0.2048233277975897	0.4106251064507949
YBL089W	-0.10136416156105006										
YBL090W	0.06897245730821845										
YBL091C	-0.1806161499416675										
YBL091C-A	-0.08238537840421342										
YBL093C	0.1935950757426896	-4.1261761798515675	-4.855119784954615	-4.442170093341229	-4.7683496585811325	-3.9485370193236196	-2.6990301537713215	-4.439834807569687	-3.31966595899976	-2.016968627043651	-0.779341938831414
YBL094C	-0.5444594798397017										
YBL095W											
YBL096C	-0.324523986513342										
YBL098W	-0.09178715577661244										
YBL099W											
YBL100C	-0.42308932406299743										
YBL101C		-0.32121247404399333	-0.7098680230625491	-0.47488347219909455	-0.318026145155316	-0.3524952482132645	0.48003661647445267	-0.34044393514495996	-0.4645470517067811	-0.3365101413565214	-0.17913371589278276
YBL102W											
YBL103C	-0.3594646607182758	0.6527589369526967	-0.18887964123044323	0.11745885451823063	0.2077784454868372	0.08385101284855545	0.4106651235504704	1.0372658621870134	1.1463621016015437	1.1582511191951566	3.008481155509667
YBL104C	-0.07848139245952818										
YBL106C	-0.035921932922829344										
YBL107C	0.3687161174308574										
YBR001C	-0.14286280203467178										
YBR003W	-0.21441010880311284										
YBR005W	-0.23650821538307928										
YBR006W	-0.015607462605599717										
YBR007C	-0.4158310883682579										
YBR008C											
YBR009C	-0.3409501469570612	0.24724718248743255	0.6275502056734286	0.41195481209075846	0.36241370971308945	0.39012193177475074	0.25201566603689257	0.5511036769081146	0.2911826206539099	-0.12122887068213736	0.32644469086570266
YBR010W	-0.3056482788929988	1.1078762613667394	1.3407665482968614	0.7829139954666434	0.6552423412955679	0.5554368119222464	0.10678880562690855	0.6146808922505341	0.8845092731782684	-0.16762873029186473	0.16417023589400198
YBR012C	-0.11280984092583163										
YBR013C	-0.010045678448979788										
YBR014C	3.138916256236644										
YBR015C	5.680922189095242	-1.0083664175314022	-1.436331823547806	-0.8394879552587275	-0.9216508356519053	-1.0660058356033244	-0.7742950393460644	-0.7748422345412326	-0.7132712526253907	-0.37338600864208865	-0.27894610252167956
YBR016W	1.9996910684000622										
YBR018C	-0.3372879590417332										
YBR019C	-0.054638732424411925										
YBR020W	-0.003447555669199735										
YBR021W	-0.022230065825296928										
YBR022W	-0.08921928647372207	-0.6377232075231246	-0.3739668805437684	-0.27313974155056214	-0.5357937471104266	-0.6939244359063266	-0.2330276524348359	-0.4477401413001503	-0.18726210969492393	-0.1366115231949498	0.04227314552997241
YBR023C	0.1610833336070812	-0.2905212671979653	-0.39974020495017065	-0.6142789507715294	-0.09760187678223652	-0.5760035136319995	-0.769608356434419	-1.0293328461245834	-1.5398370965089139	-1.3342186462572794	-0.6534178206992128
YBR024W	-0.14780398556532137										
YBR025C	-0.2581261617555475	-0.40301938777260926	-0.6161329838675956	-0.5796217573624036	-0.36714929462380835	-0.5508096331190468	-0.32401187135655535	-0.4561401881886345	-0.5031312833587632	-0.31220453372696194	0.3534986385234845
YBR026C	1.4439228074770332										
YBR027C	1.8419897923792687										
YBR028C	0.3670153710787173										
YBR030W	0.03112440875206932										
YBR031W	-0.11570025076166573	0.929397963146414	0.5177347877934124	0.09219385181163822	0.6351000164712999	0.4628958317954314	0.746790533904702	-0.42077253563016653	-0.31309691998790373	-0.5618392280860837	0.08048980795593702
YBR032W	0.03330187946049113										
YBR033W	-0.10056532615322684										
YBR034C	-0.15480174078971412	0.5063199136215607	1.152048884463713	1.1598890300323514	0.06357163792526581	0.6412542932223458	1.428435892175541	0.13270154089648215	0.7512171103696469	-0.5465035282036733	-0.06808447584879483
YBR035C											
YBR036C	0.1671239895269933	0.11867857661342841	0.868550594717717	0.5090357746991991	0.24763572771311462	0.6145366846904331	2.4556535189378814	0.26624956994779775	0.9653516558127511	1.048940706753523	1.3348492256231366
YBR037C	0.1118003427212021										
YBR040W	-0.16533971121125116										
YBR041W	0.006188718548721608	-0.8010699186532542	-0.6235217432145949	-1.1133252236539977	-0.7894311959255064	-0.9108537137239181	-0.6829365908824738	-0.6066830265203402	-0.6376910243651485	-0.4320798073186331	-0.40314221349010315
YBR042C	0.13272682403636082										
YBR043C	1.1515597852487192										
YBR044C	0.4338748883437217										
YBR045C	-0.3123464708394578										
YBR046C	-0.30206189444513354										
YBR047W	-0.05746686745694805										
YBR048W	-0.21976982196006564										
YBR050C	-0.03835365662126806										
YBR051W	-0.20479144332267582										
YBR052C	0.018265735574524947										
YBR053C	-0.04805907734492033										
YBR054W	0.15800180454733243										
YBR056W	-0.3375233148500597										
YBR057C	2.187885523966802	0.7304853907052956	1.157167506860347	0.4085661854641616	0.11775108511491506	-0.023111227377510854	0.4710912255064877	-0.4407946479854297	-0.13907796798816963	-0.4609692146165867	0.6123020217440162
YBR058C	-0.018305679514013982	-0.7065188536973228	-0.6722049907918772	-0.323371605847191	-0.42233620770096025	-0.6431541445963729	-0.49370840242688374	-0.22816643188856175	0.26862985986136434	0.16461752160850548	1.4960145141192456
YBR059C											
YBR061C	-0.6784087164012121	0.05791188568153812	0.32656393126120614	0.013790129394871262	-0.11831806288019323	0.06082509348030792	0.4336708618532626	0.012578816128499091	0.23503051542729164	-0.0620293750769858	0.017370270120397657
YBR062C	4.012129253268033										
YBR063C											
YBR064W	-0.1949423610700359										
YBR065C	0.014479857015404798	-0.11685382527775832	0.012981867191973176	-0.44321830201314155	-0.24555018546848476	-0.3817031813958138	0.10776754717414803	-1.093581444754617	-1.6802219700168113	0.041014558045154345	0.3790441086986767
YBR066C	-0.17708667177957468										
YBR067C	-0.29004607851912323										
YBR068C	0.27496676958315236										
YBR069C	0.5832785836768004	-0.18325704933204884	0.16934701079300254	-0.15367138437908667	0.24342650654605866	0.04351430079336169	0.5089822901053064	0.24977493126892122	0.044297114836544846	0.06923658875342198	1.1089729183094792
YBR071W	0.5406418174877314										
YBR072W	0.16533305208042137										
YBR073W		0.3954915387600526	0.5292587851474719	-0.22719268348987628	-0.6307676282538279	-0.556220292285275	-0.54173013461642	-0.29257124905691634	0.29972105190781667	-0.5871304237485114	-0.10793370128645116
YBR074W	0.39637686713024783										
YBR076W	-0.004183257310920883	-0.612013273657502	-1.1059936400420867	-0.9197085412873411	-0.3354092945880877	-0.7506863924803739	-0.06037909236755089	-0.505728505333034	-0.9524985321023681	-0.6883826687463355	-0.33449033125215255
YBR077C	-0.006833157561603968										
YBR078W		-0.19794235679586233	0.023775049552224904	-0.5398433592066414	-1.1878763936811392	-0.9243362205482961	-0.8762431496684701	-0.018181761593488437	0.3722515572663191	-0.707968673723895	-0.4393933340161982
YBR081C	0.14467070182752678	-4.8494829516735285	-4.732793178502682	-4.384044564753413	-5.168545663663838	-4.087754989866756	-2.548672742172162	-4.523083088259885	-3.1862712328368814	-1.9887986358054273	-0.8329677214688688
YBR082C	0.18744919687927405	-1.1980936007423584	-1.0020178232674315	-0.6373590230266287	-0.5252379065001065	-0.433274597083678	-0.418378695959326	-0.7463360857157358	-0.6957223802719605	0.22795783630950286	0.6884558279425886
YBR083W	-0.23064880061483478	-0.045423205693501584	-0.4826781581157285	-0.11918614660456346	-0.32061936908709027	-0.1610204248241418	-0.04928381463323602	-0.2658589458716376	-0.2538394464292186	-0.19709157893049792	0.16885154468386507
YBR084C-A		0.1903996216953719	-0.11772006320245877	-0.5847702186094217	-0.26176150229740897	-0.9125692495494714	-1.7072691644924192	0.4305506165216539	-1.6877924891224938	-0.6172690985795717	0.03119791936097737
YBR084W	0.42170338540946617										
YBR085W	-0.13693166387228398										
YBR088C		0.7272570745145561	1.3079394316841098	0.8057711359896559	-0.15112423878879566	0.7195339903800918	0.7926634750023629	-0.27326195598060865	-0.3119847276614143	-0.9858743721534471	0.038425537575182335
YBR090C											
YBR092C	-0.06699061754753081										
YBR093C	1.3183647785488846	-0.11712696026313098	0.43998621897801865	0.07619013361795085	-0.3912167515730581	0.032174157131442616	0.4902916304377279	-0.15578483142263055	-0.18635837014967868	-0.4119985224139885	0.3650842813883571
YBR094W	-0.2674403249219271	-0.47350621589339476	-0.8341077990438067	-0.6997525197928072	-0.5526494184483381	-0.18994063635808908	-0.532344780874535	0.0499893995818668	-0.1481627986613312	-0.05717252350236744	0.6507977894460917
YBR095C	-0.1618978472551777	-0.5676436089921472	-0.6657932981125166	-0.3784784429568761	-0.4870371022453656	-0.2998202182105879	-0.4028014903639482	0.011785953154691331	-0.10552160878735813	-0.4053203383285833	0.04796692239129415
YBR097W											
YBR098W	-0.47378659720584576	-0.44782117540799377	-0.7908148808182935	-0.8771801188132626	-0.25792414237845623	-0.6052577794180729	-0.15000916791854071	-0.36424612831090003	-0.8678642743862636	-0.8024342811188049	-0.4565182905288617
YBR099C	-0.4923444885886678										
YBR101C											
YBR103W	-0.7499721287222304	0.3690036527922901	0.1084024017771938	-0.19670495211549366	0.2101492804060697	0.13608106283800267	-0.6070115113826362	-0.5080534853451653	-0.8143841633026419	-0.3517263206529093	0.1426958075850007
YBR104W	-0.2844059140066282										
YBR105C	0.2863222578535023										
YBR106W	0.3983267126955803	0.15710056505018383	0.5212041175231602	0.4298981585001074	0.12246678248224666	0.2639415045019189	0.050097083698352494	1.9334481503292378	1.3963764592060226	1.2340872517565524	1.0362593868422552
YBR107C	-0.27037089126885344	0.1963859689574276	0.8529613966672063	0.5361995565978961	0.38503575218799796	0.6102968838243861	0.4959870314510393	0.19419168026112768	-0.1016827970046626	-0.6045503353723047	0.10003655564156448
YBR108W	-0.33124171986359463	-0.11454963389740394	-0.2793723109932334	0.1474854889268787	-0.11373913029213152	0.178575021614537	0.3308560875350102	0.06829587871233067	0.05400629797859627	0.05875573896701187	0.6328029800837879
YBR111C	-0.19029537229979446										
YBR112C	0.1045010915525662	-8.001168313020916	-6.013144992699585	-4.724133061211315	-5.168545663663838	-4.181361933658072	-2.973461419157961	-5.20366668855527	-3.4481446498965376	-2.2968152505286388	-0.7564752637433165
YBR113W	0.08867921144153923										
YBR114W	-0.2579384783828493	0.5739464201341085	0.9540249159412303	0.9305622250884134	0.3195923982525923	0.4514985216486474	0.37590206470869086	0.39774337095289225	0.628707542083414	-0.764168793385507	0.2142097177408579
YBR115C	-0.4512654514448546										
YBR116C	-0.3709558651116752										
YBR119W	0.25920694953472256	-0.627287295161402	-0.09592717746624119	-0.16243740663338752	-0.5232914350026575	-0.45991203342046616	0.14937196097197297	-0.6312075227110484	-0.5764687077873663	-0.5090563266977917	-0.009561709016390675
YBR120C	-0.1266434368860422										
YBR121C	0.49363293062573665										
YBR122C		-0.3026708133994325	-0.23698765763594523	0.08789382470500516	0.3139356324702041	-0.2079332385652071	0.32055300482540827	-0.06051297982474865	-0.12012427259638146	0.057119750994822194	0.4412821633073264
YBR125C	-0.0035003818816525564	0.15710056505018383	0.4698341894298118	0.42764486592372536	0.2678758124738503	0.47325994334098376	0.4183922417590421	-0.014883975126780637	0.06458172097217965	-0.38988438877723636	0.1936350861671324
