orf	hap ? | growth (pooled culture, barseq) | gradual switch 0.5% glucose to 5% galactose | YP (-C) | Perez-Samper G~Verstrepen KJ, 2018	hap ? | growth (pooled culture, barseq) | galactose [5%] | YP (-C) | Perez-Samper G~Verstrepen KJ, 2018	hap ? | growth (pooled culture, barseq) | glucose [5%] | YP (-C) | Perez-Samper G~Verstrepen KJ, 2018
YBL005W	-0.18990902840662446	0.2834263898286289	0.1517598610494659
YBL006C	-2.246248547589136	0.06831532490344047	0.32267030317160084
YBL007C		-0.559164273449649	-0.3768339180594026
YBL008W	-1.9974227178782935	-0.3471603729264296	0.31653656414097847
YBL008W-A			
YBL009W	0.33201250292337825	0.43577446983696877	0.1069063905921131
YBL010C	-0.45435052058231457	0.5560241841216831	0.6847250287456076
YBL011W	-0.6003256818333703	-0.1891205196983726	-0.12353380446387131
YBL012C			
YBL013W	0.9094486677281806	0.13965442141178855	-0.6786589055446967
YBL015W	0.1609853462721519	0.19892244883025303	-0.18081536064823242
YBL016W		-1.1199133248295807	-2.9280158361324498
YBL017C	0.42666596265100193	0.17764951943741863	0.1909555099148809
YBL019W	0.12862860675374335	0.6131457679778883	0.19903772095001698
YBL021C	-1.1408673613153077	-1.7172330550158172	-0.0934773580990227
YBL022C	1.6423895543935372		-2.946773217228133
YBL024W	1.4148815344888568	-2.0022001973843437	-1.9705524955451916
YBL025W			
YBL027W	0.8789754362523595	-1.2343071176976308	-1.3973314971048607
YBL028C	-0.2876670812740293	1.1657845274073246	0.3759846321411864
YBL029C-A			
YBL029W	-0.03864505620487348	0.18172146783048818	0.24377915990208893
YBL031W	0.07431593496449129	0.21691087792932862	0.13916506916748628
YBL032W	-0.014831496100214728	0.23784124700521897	-0.07706822944404956
YBL033C			
YBL036C	0.6237606713383373	-0.04440834896644274	-0.16346830694154504
YBL037W	-0.935652894779822	0.6034428454597169	0.5056312187810108
YBL038W	-2.140843417048011	-0.31275139204732266	-0.1601818000554165
YBL039C			
YBL039W-B			
YBL042C	-0.4465320624557666	-1.5800256808898754	-0.3739658917607675
YBL043W	0.21139169517266285	0.14568756953767542	0.27636004199011593
YBL044W	0.6242562805022286		-0.5982864223086514
YBL045C	-1.8322235807684137	-1.3147127817057784	0.26347671533794353
YBL046W	-0.5308039635456806	0.6098971263599912	0.6529590431598477
YBL047C	-1.763893019202204	0.946817102874534	0.6431506538159868
YBL048W	0.03705375386795491	0.08688618062949362	-0.1040630648288311
YBL049W			
YBL051C			
YBL052C	-0.2118864801625224	-0.7727293599600551	0.09755002352634105
YBL053W			
YBL054W	-0.05116325807530018	0.40543679005426325	0.16505662856541908
YBL055C	2.0621973883030047	-0.06137494618099789	-0.858299137318095
YBL056W	-0.3448005245229418	0.06326772105468638	0.32005841341929775
YBL057C	-0.009943104996965109	0.37677000134647387	0.23568314727065043
YBL058W			
YBL059W	0.30292658177453485	0.7185272024927029	0.2069724012495383
YBL060W	-0.6781521344184666	0.9931256816155476	0.6860321053244256
YBL061C	-1.4863732080691638	0.8575667147536195	0.7940517834757519
YBL062W	-3.0496539809034626	1.3147883920542482	1.6920956662590405
YBL063W	-0.19898535056128272	0.12796115521306284	0.33254420892372605
YBL064C	0.46443688594757987	-0.14361422228883558	-0.2781965020248196
YBL065W	0.25284427888041733	0.16092473822167017	-0.45150027646923896
YBL066C	0.24088397760184949	0.023214063637803775	-0.1012086048452849
YBL067C	-0.5524604162106896	-0.8290993621915695	-0.5955314439301551
YBL068W	0.30655562245990936	-0.1446782142433278	-0.1467906330087458
YBL069W	0.4118931673778658	0.23980803064667414	-0.18967852651696138
YBL070C	-0.40390062830411	0.3460969127052333	0.558800007494103
YBL071C	-1.1124677596104275	0.3624414266232195	-0.3648232259206503
YBL071C-B			
YBL071W-A			
YBL072C	-0.8410853024480814	-1.7305942409637716	-2.032083639935342
YBL075C	0.052088910535720456	0.22333617085696741	0.16003525678795347
YBL078C	-0.8799344460072792	-0.43268156014133796	0.03925408530531196
YBL079W	-0.40882442242529454	0.384654449148571	-0.472229930617552
YBL080C	-2.3056170492155474	-1.2968893664654706	-0.2221143436165529
YBL081W	-0.7771354742128341	0.30810912211311375	0.6162510367405624
YBL082C	-1.6786474943135188	-0.34724127721164033	0.6791264603758908
YBL083C	-1.3940864473138113	-0.4855363905012955	0.5167943762067924
YBL085W			
YBL086C	0.2288120277540452	-0.07766548491506586	0.08430901765930478
YBL087C	-0.548238054971122	-0.589701499978617	-1.884974090649066
YBL088C	-0.2910713055479379	0.08463541312051204	0.32375319439363504
YBL089W	-0.3620778692348255	-1.6714404575084902	-1.3390047982172517
YBL090W	-0.5823027633566799	-2.024084104646512	-0.6103887470709848
YBL091C	0.1012862218804246	-0.035657888406349925	0.017246924721798874
YBL091C-A			
YBL093C			-2.204111757254941
YBL094C			
YBL095W	0.2280383834857601	0.40656720400578206	-0.01858551087444604
YBL096C	0.13910145126023585	0.35823388907430703	-0.22425124293816823
YBL098W	-0.532691357383505	0.34465523484091387	0.4420351287716645
YBL099W	3.4928740631494164	-2.821067422045663	-3.4498180910952807
YBL100C	4.3072810940142725	-2.13690987981792	-3.8577813069354607
YBL100W-C			
YBL101C	-1.4382536037011415	-0.17010864437247367	0.2652776048449763
YBL102W	-0.3415393510107809	-0.05239190334811494	0.21073521614118548
YBL103C	-0.6205828607111521	-0.028136995169874956	-0.5813736036198877
YBL104C			
YBL106C	-0.19459070001347836	-0.01370662329654581	0.12790313598031558
YBL107C	-0.2174782989669547	0.08687537155495277	0.079399253880922
YBR001C	-0.34166395446270204	0.48341350059733545	0.33001481817807465
YBR003W	-2.396637643385756	-1.3053821639564347	0.6352248200903011
YBR005W	-0.3468477972320535	-0.0776728781348842	0.31645557563974974
YBR006W	-0.24248344723027807	0.2070224230277742	0.0775649356182821
YBR007C	-0.2785206989905154	-0.33280578155622226	0.18099128911400542
YBR008C	-0.44773519981955673	0.250807059466818	0.29962726055362393
YBR009C	-0.9149270254432073	0.3250271954735515	0.15436010438142353
YBR010W	-0.6094831577741707	0.2787704394600549	0.13735496134229547
YBR012C	-0.43400325236906145	0.48430361150853646	0.5095838585602053
YBR013C	-0.17529931512383728	-0.27645377105268043	0.22745960280721808
YBR014C	-0.4983849665663029	-0.046928828621158214	-0.4195084209131684
YBR015C	-0.1568799985910337	-0.272526193213672	0.041722166470896216
YBR016W	-0.06704596510319412	-0.2741804963365319	-0.099473424677118
YBR017C			
YBR018C	-5.761297790253739	-5.520304463238206	0.5748243384209055
YBR019C	-4.581233823506848	-4.214248759090201	-0.036500698140833024
YBR020W	-1.8835604646645392	-1.8963754270394249	0.12444458676117541
YBR021W	-2.1490079802275646	0.00396852981091537	-0.6315033683499429
YBR022W	-0.08877362498592432	-0.32503576488743	-0.0694817935825009
YBR023C	-1.1373512698118293	0.29490880888497684	0.6948441728179953
YBR024W	-1.4251046216523235	0.07920301089729001	0.12018515909480998
YBR025C	-0.04481723291609602	-0.7012291099767095	-1.4474240638741824
YBR026C			
YBR027C	0.19107456752406393	-0.11933259557568957	-0.24745019230315135
YBR028C	0.2856019621675341	-0.23071479778529239	-0.5664967768434999
YBR030W	-0.8347156805864953	0.15729934654455247	0.2834694545912404
YBR031W	-0.7620605114023087	-0.48187155272097804	-0.6660582692772407
YBR032W	-0.2776562546968962	0.13511446972629065	0.29011522672768547
YBR033W	-0.08987999957214445	0.36194987109044774	0.23718905059645626
YBR034C	-1.1420275382850729	0.10669848898191517	-0.1453381479309185
YBR035C	-0.3382348289133603	-0.09978482879438122	1.1295494839228857e-05
YBR036C	-1.579506019820273	-0.42922048043502725	-0.373533844858182
YBR037C	-1.1658338669594868	-1.597571171895355	-0.9026359302183588
YBR039W			
YBR040W	0.14989505504686063	0.031126142429151616	-0.08599979156316123
YBR041W	0.17402530125359505	-0.11485997834156551	-0.2950311838207321
YBR042C	0.49363091213427973	-0.134762760051682	-0.025958669016533164
YBR043C	-0.15356717518475732	-0.4322051419921768	-0.24841057730003788
YBR044C	-0.1100295275160961	-0.7729118508289593	-0.40100496942598457
YBR045C	-0.3696583813099698	-0.13968994332322932	0.17786592633482512
YBR046C	0.0164583145465057	-0.14295545364836812	-0.21211500944654335
YBR047W	0.08771004830712266	-0.22380368140986812	-0.203628382935194
YBR048W	-0.5185183431159983	-1.265654744062114	-1.6389186104768858
YBR050C	0.4071899556230329	0.3626634337841172	0.12192458373617064
YBR051W	-0.1541311221620418	0.0728498252591349	-0.10910045925731539
YBR052C	-0.14548138962759655	-0.12048029936722286	-0.13819985220733935
YBR053C	-0.5289299632476971	0.2179272116915164	0.1439989406358502
YBR054W	-0.3069213798191722	0.18610723812802885	0.12365202315223056
YBR056W	-0.13348076848163334	-0.07606417433298575	-0.11053710520347594
YBR056W-A			
YBR057C	-0.005982159995592335	-0.33880229113073457	-0.22269391184349738
YBR058C	-0.39032612894415086	-0.5250943746427204	-0.7077637334908811
YBR058C-A			
YBR059C	0.18332210370667137	-0.1419979848895287	-0.31685454271590624
YBR061C	-2.9585539262829004	-4.04473116605885	-1.3600941644101556
YBR062C			
YBR063C	-0.21630696068885952	0.14987166402881166	0.275408113000242
YBR064W	-0.08525957250275806	0.28422151190294076	0.26819554840704884
YBR065C	-0.1474352322848175	0.017435934803075055	0.10987854294706297
YBR066C	-0.2610883288713143	1.702864302524338	0.34959421538570773
YBR067C	-0.06861506671271696	0.15934284653974126	-0.018884435663280148
YBR068C	-0.023401711978751964	-0.16886992910913928	-0.13284669156035953
YBR069C	-0.208230804000352	-0.34280312267621976	-0.3347354259805492
YBR071W	-0.09898220967605918	0.0845453608955874	-0.0034221256901030197
YBR072C-A	-1.2504380834364368	0.6881848200606813	0.6039093039265748
YBR072W	0.051807070137329186	-0.008838024273171888	-0.05398160803867493
YBR073W	-0.014937341102102812	-0.25487303259554395	-0.18361405898285701
YBR074W			
YBR076W	0.2102168949941003	-0.10258561910297981	0.0395642894757876
YBR077C	-1.8284805709943386	0.623820711731877	-0.8335818900126832
YBR078W	-0.4980169122835709	-0.09681853330544554	0.16916181527581078
YBR081C			
YBR082C	0.9142668286607006	1.438785345765468	-1.3725958272799963
YBR083W	0.19143687512421564	-0.05840916540989861	-0.09893169437582577
YBR084C-A	1.363388659363267	-2.3261958430155656	-3.590094462048496
YBR084W	-0.4045365654270708	1.8169731522779824	-0.007235530749476548
YBR085C-A			
YBR085W	-0.9466089780781527	0.6883516354318687	1.176635816534405
YBR086C			
YBR089C-A	-0.37732839628119563	-0.3150929370654517	0.16571340197159
YBR090C	0.029608349514085294	-0.304597489458415	-0.27694295192334356
YBR092C	0.06645722864633617	0.09734875648386775	-0.07715602227813269
YBR093C			
YBR094W			
YBR095C	0.5869495737311441		-1.661951945391763
YBR097W		0.24406053581738615	
YBR098W	0.06977007251284224	-0.5637968743455103	-0.4638167541971739
YBR099C	0.15925152379528995	-0.3796463445763457	-0.6291366322166626
YBR101C			
YBR103W	-2.463930416490379	2.048895393027712	-0.558492707406846
YBR104W	0.20796708797310348	1.0208465593195284	0.1555827102969708
YBR105C			
YBR106W		-1.7699626919604583	
YBR107C	-0.03413659694132274	-0.5770233445981903	-0.11885240934234251
YBR108W	0.1045637950080161	0.0467952997546115	-0.25755438660687874
YBR111C	1.0158192659569971	-0.354174596642779	-0.5044948065002374
YBR111W-A			
YBR112C		-0.4410128064207937	-0.9402910094231542
YBR113W	-0.05884080029186146	-0.08073395189431999	-0.02359306223310388
YBR114W	-0.6502271045426098	1.259171632582259	0.5806778857533579
YBR115C	-0.32313759950852583	-0.09624635424264327	0.1865806391655673
YBR116C	-0.4199483341156196	0.4112663906725298	0.32968027651829984
YBR118W			
YBR119W	-0.39799249553948635	-0.18462530167202065	0.36904876296725003
YBR120C	-2.054906828713207	-1.2245091361537739	-0.08186775456004812
YBR121C			
YBR122C			
YBR125C	-0.5057656052963048	0.5186810308258234	0.357933532325794
YBR126C	1.1398411023182522	-1.0881087460086194	-3.2344850772460285
YBR127C			
YBR128C	-0.17582926045136113	0.1526720098083728	-0.14115599602814172
YBR129C	-0.22715575163714846	1.0818193322087177	0.15198076188042925
YBR130C	-0.10233158987090077	-0.2545472396020249	-0.41195004939542856
YBR131W	-2.512197519914679	-1.1120969367630802	-0.585171720105641
YBR132C			
YBR133C			
YBR134W	-0.7357207461126815	0.9815417227680405	0.39512463226095007
YBR137W	-0.9612101476304512	0.03574016669041003	0.3211211457464814
YBR138C	-0.2751245594209677	0.20924581690642066	0.19063329699098694
YBR139W	0.024125955992059578	0.2908180888884268	-0.09807552013649046
YBR141C	0.7664093855307623	-0.21702278864679106	-0.4772201323391139
YBR144C	0.0023435542197253524	0.4306514130327997	-0.20090539809686891
YBR145W	0.20005518730637786	-0.4364307180615938	-0.1213270407370639
YBR146W	1.1042218469079625	-2.1189780696807357	-2.3387784451536464
YBR147W	-0.5853815571636994	1.0235219924389505	-0.0744011003671321
YBR148W	0.40259913620078874	-0.4012118052722815	-0.2764556656961437
YBR149W	1.2262003935973758	-0.30039147266674193	-0.27793446462551397
YBR150C	-0.3365558735347193	0.03713694712172879	-0.008713285030229207
YBR151W	0.2963792088150575	-0.25857703572387836	-0.3651050834098528
YBR156C	0.13592713408802568	-0.05862569784472826	-0.03605516962439504
YBR157C			
YBR158W	0.016999273895467213	0.013615020537317276	-0.03081980016693438
YBR159W	-0.2376667867244988	0.21967362591064135	0.17054515590897634
YBR161W	-0.027894932609678666	0.1654469789343781	-0.0027465627257769716
YBR162C	-0.3373477251234298	0.3220944034364455	-0.11163251338636299
YBR162W-A	-0.28098483224445203	0.03999000468688438	-0.10678589908717918
YBR163W	-0.6441206502410232	-1.3628925937409924	-2.031754688557331
YBR164C	-0.6553478489578642	-3.6589409927155256	-0.9582997774416128
YBR165W	-0.4614531171915587	-0.5295029796951426	-0.10988240697765653
YBR166C	-0.26976866408336503	-0.8109733942478831	-0.28754545773219514
YBR168W	2.3134793255755794	-2.830178582827021	-3.5088077559907465
YBR169C	0.06185862746634308	0.01946102193751822	-0.24506979103666982
YBR170C	0.12109871604467687	-0.3593668128070087	-0.6056063457221073
YBR171W	-2.482382303375868	0.15792075134943034	-0.8669346968411155
YBR172C	-2.3211539878804675	0.9436619059400194	0.6777577871739197
YBR173C	1.2047014181122038	-2.8985944095782155	-2.72478724104838
YBR174C	0.1427416087081503	-1.5801907181449053	-0.4051944903365412
YBR175W	-1.0807449302674512	-1.6423925436398787	-0.4547083311856818
YBR176W	-0.18295654057516922	0.2771050933000031	0.2110233979895549
YBR177C	-0.9422645861015246	0.15744690678944595	0.4896178143140202
YBR178W	-0.018002722815552808	-0.49311806723487167	-0.3523430065811177
YBR179C		-2.2987436480216408	-2.599840095599587
YBR180W	-0.19177616984968598	0.2612692843772105	-0.05285413573125142
YBR181C		-1.0875029699089291	-2.8312176792661052
YBR182C	0.1789058642560106	0.03994842952354532	-0.14787096907674108
YBR182C-A			
YBR183W	-0.15794980408369047	0.20678544225712317	-0.06135101109250214
YBR184W	0.7318441329400781	-0.19281827602388693	-0.2867507060079105
YBR185C	-0.4950410105093267	-0.00014696683052841633	-0.09460580447069228
YBR186W	-0.04839541015694895	0.0354798130507765	0.09315082469896847
YBR187W	-1.5055376623116796	-0.9554242910870764	-0.009832795421198767
YBR188C	-0.12295985890178704	-0.017580132366572517	-0.17345754754725812
YBR189W		-2.6597953279816484	-2.433718040380539
YBR191W	0.9368507889538064	-3.8246668778188964	-3.3494665290335166
YBR194W			
YBR195C	-0.823211233680206	-0.22019249126575696	-0.7865701472877786
YBR196C-A			
YBR196C-B			
YBR197C	-0.47305525874305915	0.16351243534642879	-0.10587973700003803
YBR199W	0.15244921666563777	0.383003281125256	-0.3046249684590495
YBR200W		-1.1761553728864749	
YBR200W-A			
YBR201W			
YBR203W	-0.5083943186539372	0.13974880194578296	0.0781408475750837
YBR204C	0.45419077000316327	-0.23402017534640643	-0.2786525617286233
YBR205W	-0.44206488197393656	0.34481556944662767	0.14438187493676513
YBR206W	0.36660008367607877	0.0555599150551791	-0.1428457857435277
YBR207W	-0.11885747367531843	1.046446705956753	0.4860180963634382
YBR208C	0.21898177366350324	0.057955365068430034	-0.2275016106290489
YBR209W	-0.5068356450188587	-0.04993992795803359	-0.03644705402288431
YBR210W	-0.23800940407236684	-0.028541095463168596	-0.1457395471019076
YBR212W	1.1194735695747822	-0.6857570661859306	-0.13876788694892192
YBR213W	0.13458010127021666	0.21862825738328379	0.04791000135940767
YBR214W	-1.374055279412101	-0.338449826394836	0.287001115096395
YBR215W	-2.193417463607444	-0.05670975428765161	0.3943181776488322
YBR216C	-0.6578035720605996	1.1657844338222638	0.5727460523565846
YBR217W	-0.15248863801684745	0.392738513885727	0.3485150933688015
YBR218C	0.07275681107897344	-0.04115984772614085	-0.09025989683944195
YBR219C	-0.730151751737895	-0.03693431844925304	0.4176493879983042
YBR220C	0.07763297365675448	-0.21965821415264528	-0.47242753860782755
YBR221C	2.1237501539231802	-3.6011139256759135	-3.0440339463824215
YBR221W-A		-0.4884423704184319	-0.2229595490454549
YBR222C	0.4401890822051415	0.1118884357084155	-0.06358335459344629
YBR223C	0.42020271702839973	-0.07596588662269442	-0.2594332859549064
YBR224W	-0.06826955526131281	-0.4527954229564832	-0.4057537020324104
YBR225W	0.8111155533890224	-0.17905245166854328	-0.6821276330293728
YBR226C	-0.19862128547587424	0.8706412496598096	0.32343580473472994
YBR227C	-0.11918952750337136	0.06656731973828238	0.23437888936083817
YBR228W	-0.0194617561875068	0.4392715797917567	0.529762107643495
YBR229C	0.21399689865963253	0.8323708789760723	0.08371849473880288
YBR230C	0.6295916704143809	0.024411086756473598	-0.08833504706932957
YBR230W-A			
YBR231C	-0.03349675853164707	2.785641516116938	-1.4007020840874371
YBR232C	-0.7215348269725568	-0.019651403728607294	0.31163408466913595
YBR233W	-0.2540186552641486	0.22984725788925223	0.289038998669775
YBR235W	-0.3144439386713925	0.84937051171715	0.9492960679765083
YBR238C	0.2503961034612924	-0.33861593987806776	-1.2839550632095276
YBR239C	0.16688918160563562	-0.0802473563697799	0.012387162908089985
YBR240C	0.47864685635123017	-0.22385101205445543	-0.09752305630598465
YBR241C	0.09631460783745377	0.40018861002357126	0.29194914971787594
YBR242W	-0.30889338674513483	0.20608863128936464	0.050929049966946006
YBR244W	-0.23828324452272884	0.333726815949271	0.20029749659255075
YBR245C	0.6858124995155217	0.05680894807148252	-0.7093684690455702
YBR246W	-0.1992845491823406	0.34891766002808927	-0.8697315458653572
YBR248C	-0.9967970391599457	-1.3453208287296443	-1.2586422109092814
YBR249C			
YBR250W	-0.34835396145999353	0.4441464958067444	0.5170989900955011
YBR251W	-1.061074745117016	0.2771475341251525	-0.17702039222518912
YBR255W	-0.6172024905933564	0.0032057413751703113	-0.17809873781406932
YBR258C	-1.2486346570965923	-0.4874568963300981	-0.21900202482815273
YBR259W	1.38686976334224	-0.49233532178487704	-0.4258462052282199
YBR260C	0.08734338973003364	-0.2879181047959947	-0.3961240605363063
YBR261C	-1.1083718257978545	0.316669745377021	0.5074234828785533
YBR262C	-0.24707898567116468	0.3616040742901447	0.13797083816696548
YBR263W	-0.8380025092637274	0.9643940618567673	0.6124914593184942
YBR264C	0.14781999462079437	1.1113942469519456	0.9998313257707632
YBR266C		-2.338156996451331	
YBR267W	0.14007851394051868	-1.452798209867568	-1.7819624767694504
YBR268W		-3.4879918134089265	-4.145653205238571
YBR269C	-1.331579491206451	-1.0716745542059547	-1.2934132976319124
YBR270C	0.004783320466693898	-0.6530724134515598	-0.032803531414931246
YBR271W	0.1335890497958267	-0.038624605028058465	-0.08715562466873221
YBR272C	0.8059691228356948	-0.1498170869227986	-0.6977909955098758
YBR273C	-0.008715720447354391	0.1910395451816625	0.07340489073885112
YBR274W			
YBR275C	-0.11736285207572593	-0.26175338288217004	0.10262534999296202
YBR276C	-1.0576084630571057	0.2095538755308878	0.49946880838103275
YBR277C	-0.03500371999920841	-0.12085697923764963	-0.6621423898357137
YBR278W	0.3689249993407602	-0.2681704871169739	-0.8272735534950088
YBR279W	-1.6148073760022816	0.04056833696744578	-0.9530114697098595
YBR280C	0.11247387850773735	0.23295732342810999	-0.028732154615718656
YBR281C	-0.37831203955063614	-1.1698120370759868	-1.1485686312391779
YBR282W			
YBR283C	-0.11190868851762206	-1.3186049375992068	-1.7089865998017832
YBR284W	-0.18559448625323727	-0.03995189855160468	-0.11463171837588061
YBR285W	0.0594872638800678	-0.11544787969460854	-0.19700070863011915
YBR286W	-0.10633959770684372	-0.6931358037147812	-0.4942182451754174
YBR287W	-0.33576387806244423	0.19073452807168192	0.012451352330278678
YBR288C	-1.4140273311315994	-3.783817209269627	-0.3843045390936744
YBR289W			
YBR290W	-0.5027795431200603	-0.8136306640667195	-0.2953942980317534
YBR291C	-0.2988061422934924	-0.44648257247961054	-0.17692597857759887
YBR292C	-0.20508631413324335	0.15749140648593832	0.14865691586483182
YBR293W	-0.7731483023468236	-0.271724216033648	0.04887744479286582
YBR294W	0.323953946515121	-0.5323939860025204	-0.22719558505302337
YBR295W	-0.4407819077859105	-0.2199269202589736	-0.21793109059767218
YBR296C	-0.18120809836426124	0.018564477053375335	0.08946006703347793
YBR296C-A			
YBR297W	-0.6600510657165316	-0.2694945519559169	-0.31535473787929713
YBR298C	-0.35013586028206994	-0.9073572490503404	-0.920774714638477
YBR299W	-0.2628659501698732	0.07446362944685771	-0.05380434246260031
YBR300C	0.2952012646278824	-0.19180963963296485	-0.1346959737085309
YBR301W	-0.05240442724406113	-0.1312798750261652	-0.08640515757550613
YCL001W	-0.40305343722786846	-0.7286292950729981	0.0978021932313173
YCL001W-A	-0.8537197943092909	-1.198247436720516	-1.017993751960749
YCL001W-B			
YCL002C			
YCL005W	0.041637902174851096	0.810436295403388	0.4842488427691223
YCL005W-A			
YCL007C			
YCL008C	2.828108039880175	-3.5950690326248766	-4.203130675388431
YCL009C	-0.7769212961855918	-0.25318127205202834	0.0012578295103650228
YCL010C	-0.44037542247843686	-0.3918838313009084	-0.7499109428989557
YCL011C	0.4452531759325993	-0.3814808691303779	-0.5899744779855922
YCL012C			-0.7328885631577168
YCL014W	-0.12315875977456117	-0.11600159910413604	-0.24790378155415407
YCL016C	3.417906622099394	-0.743303877162942	-2.8288089172014765
YCL021W-A			
YCL022C	-0.5020524086619023	0.09884452651343088	0.23984866949686012
YCL023C	-1.2995333376818352	1.6181538660889212	1.4436929500610176
YCL024W	-0.47964918488483826	-0.34933828446544013	0.1846500297112072
YCL025C	-0.015523297647514164	-0.15345211786119684	-0.02884362144606776
