orf	hom | growth (pooled culture, barseq) | gadolinium [IC5], time [10 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC5], time [15 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC10], time [10 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC10], time [15 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC20], time [10 gen] | YPD | Pallares RM~Abergel RJ, 2022	hom | growth (pooled culture, barseq) | gadolinium [IC20], time [15 gen] | YPD | Pallares RM~Abergel RJ, 2022
YBL001C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL002W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL003C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL007C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL008W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL009W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL010C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	1.3209594302775622	-0.007096545758764693	-0.07821324225884169
YBL011W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL013W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	4.7426593174095535	-0.07821324225884169
YBL015W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL017C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL019W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL022C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL024W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL028C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL029W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL031W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL032W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL036C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL037W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL038W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL039C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL042C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL044W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL045C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL046W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL047C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL049W	0.01299751662506804	-0.09363570365434405	4.507298051916878	-0.05911291526384613	4.66103415644116	-0.07821324225884169
YBL051C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL052C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL053W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL054W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL056W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL057C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL059W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL060W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL061C	0.01299751662506804	-0.09363570365434405	4.49949671095637	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL062W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL063W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL064C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL065W	6.020316575058449	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	2.3395956510025453	-0.07821324225884169
YBL066C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL067C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL068W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL069W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL070C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL071C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL072C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL078C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL079W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL081W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL082C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL083C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL085W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL086C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL087C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL088C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL089W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL090W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL091C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL091C-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL095W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL096C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL100C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL102W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL104C	0.01299751662506804	-0.09363570365434405	4.912115366264176	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL106C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBL107C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR001C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR005W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR006W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR007C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR008C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR009C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR010W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR012C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR013C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR014C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR016W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR018C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR019C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR020W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR022W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR023C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR024W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR025C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-1.7558757006387924	-0.007096545758764693	-0.07821324225884169
YBR026C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR027C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	2.2360876796885445	-0.07821324225884169
YBR028C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR030W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR031W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR032W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR033W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR034C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR035C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR036C	0.01299751662506804	-26.1976270025253	-18.348436124983245	-13.22766768567612	-9.23162518310355	-0.07821324225884169
YBR037C	0.01299751662506804	-0.09363570365434405	5.242410321423783	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR040W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR042C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR043C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR044C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-2.4149765871032316	-2.8540563118228897
YBR045C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR047W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	1.5438899348296091	-0.07821324225884169
YBR048W	0.01299751662506804	-0.09363570365434405	-5.744862050781978	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR050C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR051W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR052C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR053C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR054W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR058C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-3.5809094794080747	-3.456377643762396
YBR059C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR062C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR063C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR064W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR065C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	1.4104084889650974	-0.007096545758764693	-0.07821324225884169
YBR066C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR067C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR068C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR069C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR071W	0.01299751662506804	-0.09363570365434405	1.783143912245697	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR072W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR073W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR074W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR076W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR077C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR083W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR084C-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-5.546251773109296	-0.007096545758764693	-0.07821324225884169
YBR084W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR089C-A	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR090C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR092C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR093C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR094W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR098W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR099C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR101C	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
YBR103W	0.01299751662506804	-0.09363570365434405	-0.031099466534745098	-0.05911291526384613	-0.007096545758764693	-0.07821324225884169
