orf	hap alpha | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017	hap a | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017
YAL002W	-1.2231022200048458	-0.9276069089422139
YAL004W	0.031810120236408015	0.5563609303838103
YAL005C	0.38335944581496906	0.8263300859580213
YAL007C	0.15399540377464477	0.32387776686811903
YAL008W	0.05365055025578015	-0.47931336221274423
YAL009W	-1.8801763205851025	-0.027594805307119788
YAL010C		1.0085819756769663
YAL011W	-1.3289753262769006	-1.979642641109703
YAL012W	-0.21520382816646189	0.47694282818514744
YAL013W		3.230329450669227
YAL014C	0.32001109765812413	-0.26394954938087983
YAL015C	-0.6599065068070459	0.12642130605796903
YAL016W		1.0170617518945626
YAL017W	-0.0246201125286102	0.3856015934925974
YAL018C	0.6862922033534505	-0.38876059476014846
YAL019W	0.0767167590718118	-0.8088937589573253
YAL020C	0.07994810346300256	0.9076664418438682
YAL021C		0.20772507022862582
YAL022C	-0.24751226300108342	0.0272778295218612
YAL023C	0.171644486847329	0.036072219142100466
YAL024C	0.5059209032407513	0.12464019241354349
YAL026C	-3.0818477318314397	2.0740436775925213
YAL027W	-0.4043277651227159	-0.2644126975063423
YAL028W	0.4585308361363205	-0.17998048023998078
YAL029C	-0.4352790272189757	-0.4322492861086402
YAL030W	-2.4872607809056304	-1.8158983946832181
YAL031C	-0.11681629548058699	-0.1329078647301752
YAL034C	-0.0732610966318615	0.16074631438883313
YAL035W	0.3839163725902082	1.4648305985797925
YAL036C	0.03597212709857305	0.4933340307790472
YAL037W	-0.9682724238848377	-0.09010475351366048
YAL039C	-3.398529466768911	-0.2924798306420079
YAL040C	-0.8539768939360054	-0.48943742121472383
YAL042C-A	-0.351443178453215	-0.5624033413579264
YAL042W	-0.4733886477340214	-0.3185686130994653
YAL044C	0.7988780741313899	-1.5183664365874991
YAL045C	-0.5483220268293381	-0.0021811168568432256
YAL046C	-0.2592467813434821	0.34368692184808913
YAL047C		2.472853826033846
YAL048C	-0.6106526190966749	-0.3079445036130258
YAL049C	-0.42932931956688525	-0.0767261910412453
YAL051W	0.219954146799015	0.29166317614515413
YAL053W	0.5170708546936436	1.5940797974743903
YAL054C	-0.45121297839428964	0.07956833698651512
YAL055W	1.8381209808586807	1.0529275401579985
YAL056C-A	-0.39890563713981686	0.020289997114119215
YAL056W	0.5654492693652892	-0.1331239519767494
YAL058W	0.7581729372078716	0.33633974949682477
YAL059W	0.5011389377505434	0.1708973374193374
YAL060W	0.8407465870912411	0.16355053146776072
YAL061W	0.7256448398857676	0.5632979078206497
YAL062W	0.845027454996098	0.5335869354669853
YAL064C-A	-0.3147569430783443	0.047830065083375874
YAL065C	0.4211429471329054	0.547893615693892
YAL066W	-0.31659905615825623	0.6920948957348408
YAL067C	0.2288888927185902	0.7212225539131605
YAL068C	1.7676143684258359	2.2973069963040964
YAR002C-A	0.015100752773200603	-0.25291758026551425
YAR002W	-0.006268119182693801	-0.11968027143362354
YAR003W	-0.5354955980700541	0.8785170706088858
YAR014C	-1.0867620937233435	-0.06993090877462464
YAR015W	0.2360514272810305	-0.22111739769051755
YAR018C	-0.3448546827261802	-0.08606202785080576
YAR020C	-0.01953518226774626	-0.6328373246731946
YAR023C	0.029307435023648465	-0.7742759697763676
YAR027W	0.012737271401237853	-0.6431276091166418
YAR028W	-0.2602856117426613	-0.037684809340386496
YAR029W	-0.20714080052260106	0.7204748587375674
YAR030C	0.212363682704305	-0.36655045145977705
YAR031W	0.18462836797292706	0.5151485617287449
YAR035W	-0.9328119935266868	-0.4309831770396382
YAR042W	-0.09984333354279164	-0.14447665633378234
YAR047C	-0.12763394649962725	-0.033527776614597306
YAR050W	0.04857235305677072	0.03803716581198173
YBL001C	-0.09318873917677793	-0.1566797858571648
YBL002W	-0.2496758450091157	-1.3345182858173399
YBL003C	0.04722231639298483	0.4194422044797106
YBL005W	-0.34665012180030885	-0.31056642803170836
YBL006C		1.6167251259377233
YBL007C	3.147782692376353	3.076331211234932
YBL008W	-1.1237454874938653	-1.465729548747623
YBL009W	0.5683138350477465	0.02894139409725399
YBL010C	0.3588282831357302	0.35807284075067114
YBL011W	-0.4332521493201472	-0.5667422665342088
YBL012C	0.05977151552965833	-0.3022766084569116
YBL013W	-0.06544953321211444	-0.7305787191778751
YBL015W	-3.0119561372864188	-2.6612726646389393
YBL016W	0.7841464299243414	1.2860837352976429
YBL017C	0.07121978697931122	-0.5617503159456737
YBL019W	0.12294845373134136	0.2083470941634388
YBL021C	-3.727323382938804	-1.7945688214987354
YBL022C		
YBL024W	0.015389411125918052	-0.6659446499142522
YBL025W	1.4011337709480631	0.24816761625534484
YBL027W	2.2590147804628034	2.0563968227302976
YBL028C	-0.357400050510371	-0.598397948658118
YBL029W	-0.4186766556114473	-0.35979104701457154
YBL031W		-0.885348550443256
YBL032W		-0.34227495417183623
YBL033C		-0.3563991353626981
YBL036C	-0.04311533170275577	-0.1854061963908595
YBL037W	-0.9080549890297723	-0.7718939465916466
YBL038W	-0.5435639694564731	0.24828038656865137
YBL039C	-0.43301087291103135	-0.26444737742444974
YBL042C	-0.24440613955649773	0.2148441786625265
YBL043W	0.10058466862663655	0.6809655491579005
YBL044W	1.2321257670538028	0.21030444709589455
YBL045C	-2.29764848862039	-1.217443040503129
YBL046W	0.18866827135710487	0.08855319349280504
YBL047C	2.4795380160531493	2.787139625803152
YBL048W	-0.33484460131860116	-1.8305765697240783
YBL049W	-0.5807415436394583	-0.3703089041187372
YBL051C	0.007243743035552055	0.18277168977504876
YBL052C	-0.058421796163267294	-0.2956792628098911
YBL053W	0.02523612105191939	-0.27059784332683573
YBL054W	0.27915978477573455	-0.13914581638448942
YBL055C	-0.07882401998733404	-0.004481420189422881
YBL056W	1.0729397594278338	-0.004552871770023205
YBL057C	0.06825523329077743	-0.556040971012633
YBL058W	1.7816177773358333	
YBL059W	-0.5019969385079667	-0.6686420876154491
YBL060W	0.5865843618560026	-0.43593271537247286
YBL061C	0.46426630026907517	-0.1523420480817197
YBL062W	0.7029599637326897	-0.004800079615146693
YBL063W	0.6377042402639175	0.13054775845836292
YBL064C	0.34879793825851213	-0.11302741744088277
YBL065W	0.4664362543440014	-0.13979769489812915
YBL066C		0.013066212895837613
YBL067C	0.5237708374946006	-2.0604711405590175
YBL068W	0.15617815952853187	0.2828282714374721
YBL069W	-0.35134601560015083	-0.050281007810463206
YBL070C	-0.1770631679829427	-0.3370488881578261
YBL071C	-0.3207485713637705	-0.7946132666451695
YBL072C	-1.3152529969970765	-1.868710719634138
YBL075C	0.14851755863610996	-0.039414880347793405
YBL078C	0.37060486473010473	0.37526223490620647
YBL079W	-0.9197305529777314	0.7687580887152566
YBL080C	-3.045517235842913	-1.022490145274843
YBL081W	-0.21909399972554047	-0.011939834059421445
YBL082C	1.6046323317882174	1.6812598145494493
YBL083C		1.7755219645626696
YBL085W	-0.08800452937937671	-0.3679014911120414
YBL086C	-0.06992118594241375	-0.32852577389427845
YBL087C	-0.9490969149786306	-0.2159234804775038
YBL088C	0.1472813959533753	-0.43319749889936765
YBL089W	-0.38900582962358515	-1.3319404427332306
YBL090W	-2.551319894257982	-0.2139181711698698
YBL091C	0.405851507184618	0.440273352340509
YBL091C-A	-0.45264169935409176	0.18786743037253084
YBL093C		-0.927075941268067
YBL094C	0.3057660674526223	0.13952958576303315
YBL095W	0.45061653706365634	0.4897840474054657
YBL096C	0.5410453190560344	-0.10281070750816744
YBL098W	-0.1709345283254515	-0.46847705133066364
YBL099W	-1.3153622470515323	-0.8159674609144053
YBL100C	0.7734862880483995	
YBL101C	1.323503573800315	0.01947186760716211
YBL102W	-0.6518512804389919	-1.212427764536167
YBL103C	-2.3209287153045177	-2.262003786353709
YBL104C	0.6294086993516006	0.15735694984798737
YBL106C	-0.006575100186825168	-0.22597016194745959
YBL107C	0.3506449691878063	0.8521967321781447
YBR001C	0.9854532180908885	0.29596444045237175
YBR003W	-3.6275716220275718	0.5491652655570266
YBR005W	1.0875086832540792	-0.15062332822201713
YBR006W	0.20883458032589303	-0.3059669267188172
YBR007C	-0.5018061126558477	-0.7602454859867421
YBR008C	-0.5905068937440825	-0.23610440701753754
YBR009C	-0.5685954317521622	-0.27505592992408906
YBR010W	0.09656873307094842	-0.24434178651995167
YBR012C	0.10439743143442612	-0.5770389532713789
YBR013C	0.05944221576420995	-0.2870579024314563
YBR014C	0.2162430139705336	1.246159780678286
YBR015C	-0.3629371620874043	1.0196484466795634
YBR016W	0.09042858631211219	0.020348536422065598
YBR018C	-0.16142936255840018	0.4622939244333945
YBR019C	0.6752537419709885	1.3771899356712263
YBR020W	-0.9975280931618065	0.8867735793952505
YBR021W	-0.33419764853833506	0.4285972319502772
YBR022W	-0.013341211760033807	1.2823568800101413
YBR023C	0.3117885401241172	1.2860123110834625
YBR024W	-0.3621568314371321	0.7312383553837104
YBR025C	0.6350974863061196	0.26033996264732767
YBR026C	-3.3560198762236815	1.3254388202609089
YBR027C	0.2110555130731716	-0.10660533296077512
YBR028C	0.08893976517974525	-0.1604289350035334
YBR030W	-0.1213306498485719	0.3852375864927689
YBR031W	-0.3529968392343723	-0.38815097753503586
YBR032W	0.6629949562369728	-0.7895191326595795
YBR033W	-0.08508252787661302	-0.4073423535991145
YBR034C	-1.1046223983794636	-1.3836588215010144
YBR035C		0.9971484760982514
YBR036C	1.6081869392556831	0.44529633140174324
YBR037C	-5.319949359919958	-3.319900140929054
YBR039W		1.243955640988941
YBR040W	-0.3931718196951517	-0.07588136512991148
YBR041W	0.1647487133585489	0.04958492994148139
YBR042C	0.019649987819936297	0.010756892901046608
YBR043C	0.07912307317360687	0.5547387220120248
YBR044C	-1.3990080887752177	-2.232669233207918
YBR045C	-0.1640782684452854	-0.24436325013497742
YBR046C	0.6900061671992439	0.04144068083588585
YBR047W	0.33602450624116614	0.09227113173237346
YBR048W	-1.7734947705225774	-0.9598969254771944
YBR050C	-0.24033936842431777	-0.06241182414222227
YBR051W	-0.09102098142300893	-0.08299575379336141
YBR052C	0.2857595528549193	0.06871248825494397
YBR053C	-0.004156548983436312	-0.32538099275781635
YBR054W	0.45692172537605763	0.2963465438944662
YBR056W	0.04439142312922707	0.10963888191522907
YBR057C	-0.5089457755749315	0.013257122490780681
YBR058C	-0.42520592716338185	0.32535794571210974
YBR059C	0.8097793663356663	1.108349598461837
YBR061C	0.9250021792251618	-2.684673031794785
YBR062C	0.33999753389502785	-0.5747058764105869
YBR063C	-0.2295020031805934	-0.055742061171885675
YBR064W	-0.26936411200600036	-0.23781822386711957
YBR065C	0.5899346796031659	0.5731818739083674
YBR066C	-0.346405414340945	-0.1340575645968028
YBR067C	0.244380443879889	-0.1916215248123789
YBR068C	0.07646614471980231	0.2073415716119661
YBR069C	0.13738632416363308	-0.23656975418810375
YBR071W	0.49072486904706153	-0.09552507871327422
YBR072W	-0.16177486558040852	-0.08830178614603343
YBR073W	0.23961154856627578	0.02569841490212029
YBR074W	0.5650622355786216	0.018557786911552614
YBR076W	0.03316816402511989	0.2617861157373803
YBR077C	0.6350387373640295	-0.23488696449688615
YBR078W	0.5630046158745451	-0.15132998267548398
YBR081C		
YBR082C	-0.41345472504172187	0.3402905553314186
YBR083W	-1.0379301695302845	-0.9277714471078307
YBR084C-A	-0.19410422195164337	-0.15070748218682206
YBR084W	0.04074130296997689	0.7694349020486482
YBR085W	0.1379340872839657	0.46915492131168646
YBR089C-A	0.20094998011186227	0.041592637120904136
YBR090C	-0.008437155009732975	-0.08351758479922394
YBR092C	-0.553694135932371	-0.22787003205984105
YBR093C	0.7691316853745215	-0.4660905798857146
YBR094W	-0.16940100759897023	-0.18178357655201194
YBR095C	1.4636538593850394	1.7340590029853395
YBR096W	0.06294422345446352	
YBR097W		
YBR098W	0.011689707675744775	-0.2353418485952591
YBR099C	0.16630484008419227	0.04144711959605577
YBR101C	0.07707602426103842	
YBR103W	-1.3240364064892052	-1.1554320507625266
YBR104W	0.22962249766987736	-0.4659668028734155
YBR105C	0.5060457090040652	0.28336248915321555
YBR106W	1.4856804085153665	0.8601280520271314
YBR107C	0.9210451108016328	-0.052976766436717566
YBR108W	-0.09909365066702956	0.516168088085403
YBR111C	-0.07606453424369271	
YBR112C	-0.28573506055148623	
YBR113W	0.4327926371934644	-0.3358198026226887
YBR114W	2.03226120550363	-0.0014999918442836879
YBR115C	-0.15865563885762843	0.6052648609504454
YBR116C		-0.400405412355151
YBR117C	-0.2925172328470627	
YBR119W	-1.8949962778643892	0.07963816186890446
YBR120C	-0.3821955460336538	-1.0032705869919847
YBR125C	1.2563927999027338	0.10102242916902854
YBR126C	-0.05714372485126682	-0.8397086145971425
YBR127C		1.9551290064666895
YBR128C	0.7915408333730066	0.3829356149147622
YBR129C	0.39482574311627383	-1.503025045919607
YBR130C	0.9783129938661717	-0.28023233232295264
YBR131W	0.32408859158823317	0.43702634662446926
YBR132C	-0.6670799688443383	-0.22598853149199577
YBR133C	0.002324610085197227	
YBR134W	0.3918023046688618	-0.14301897240361452
YBR137W	0.4690016442573636	0.02715664576803359
YBR138C	0.6491717899085904	0.1709024633397767
YBR139W	0.9607104330714551	0.5057201869292247
YBR141C	0.9786487482243441	0.4533266691453511
YBR144C	1.555851360087448	0.8060260944355507
YBR145W	0.5873306319658872	-0.006036922911174089
YBR146W	-1.715574390304831	0.4974172995266173
YBR147W	0.49800376043599587	0.29144347652764124
YBR148W	0.10013646289382701	-0.07198593407249898
YBR149W	-0.6215061469871465	0.1656850955715483
YBR150C	0.7555544259455058	1.694322925229705
YBR151W	-0.0661162160639875	0.03778310307254074
YBR156C	2.9080439199055155	0.5154215116979701
YBR157C	0.06636252288613144	0.2982005645450108
YBR158W	-0.5783044460092788	0.23465127511209283
YBR159W	-0.7803395953874119	-0.030196656866082208
YBR161W	-0.38255349921066684	0.28883073010617033
YBR162C	0.647291407691499	0.08220181227333132
YBR162W-A	-0.39896097276963366	-1.0659665536491325
YBR163W	0.16092900607011715	-1.4723782101816276
YBR164C	-3.7819677179552014	-5.553135348462302
YBR165W	-0.02023270006998103	0.1918949166827807
YBR166C	-0.3319004983114372	-0.19146400610862135
YBR168W	0.10060162309961641	0.780713933520122
YBR169C	-0.048195944671760534	0.7327188857491495
YBR170C	-1.1827031888338302	0.046432712368280726
YBR171W	-4.091602374464692	-4.999902230719812
YBR172C	-0.061748410941367474	-0.08132747265730754
YBR173C	0.08255744393443597	0.22450577128592109
YBR174C	-0.7364379617870371	0.3966016599213592
YBR175W	-0.9806867906971695	0.72945346080999
YBR176W	-0.3806635675134283	1.3562260934146957
YBR177C	0.40722386735375316	-0.20030195307366974
YBR178W	0.5469444453421598	-0.5223608330134532
YBR179C	-1.407987501605778	-0.45320134765284303
YBR180W	-0.4555333699433056	-0.12358592559661961
YBR181C	-0.6225516004126261	-1.3494909511729012
YBR182C	0.06884014126937597	-0.47358213507000874
YBR183W	-0.10686158530081821	-0.49401167505676835
YBR184W	-0.6905635029835103	-0.3384216375625621
YBR185C	0.19359218210760631	-1.0261575817872277
YBR186W	-0.2457449090234466	-0.2702857340824926
YBR187W	-0.15400304062591508	0.2975680083052201
YBR188C	0.14309793268637702	0.09899931608119635
YBR189W	-2.857937819388512	0.26254478268766973
YBR191W	-1.7216075131797202	-1.5059478730101943
YBR194W	0.14228479974191077	-0.37733764730847885
YBR195C	0.14860532279244293	-0.04950260409397668
YBR197C	0.4848517557552912	0.3156272746488193
YBR199W	0.23549341300596405	-0.16236789803105664
YBR200W	0.3061188325006279	0.3526739506184553
YBR201W	0.7545579502543875	0.7841464507467237
YBR203W	-0.1263374654733953	0.3784727997732686
YBR204C	0.7921098256413617	0.04410333761860688
YBR205W	0.014657390991668946	0.03133068520169995
YBR206W	-0.07682884912442188	-0.14089972581955146
YBR207W	-0.47205604918644406	-0.41251346008598677
YBR208C	-0.44893623046315767	0.0009873406405694121
YBR209W	-0.21032521186548978	0.7706728257609589
YBR210W	0.10173989021960742	-0.055362036349101466
YBR212W	-0.15498739472828163	-0.9869967584871869
YBR213W	-0.2203283550450589	-0.6927405172143714
YBR214W	-0.3882187330454536	-1.2650138612101307
YBR215W	-1.1436714265029864	-1.0579774718350048
YBR216C	-0.16195894491482138	0.07950679901672618
YBR217W	-0.1448225696898222	-0.17878727998747598
YBR218C	0.08203873201978926	-0.010269518035252688
YBR219C	0.6604997390304005	0.5742140429171614
YBR220C	1.2035622677280338	0.803248818607099
YBR221C	-0.7010127271010682	-1.177194096497587
YBR222C	0.28926693532666853	0.5762011856093272
YBR223C	0.4876724820321363	-0.5579075586745428
YBR224W	1.0817140392545619	0.06710693329336694
YBR225W	0.2932441630678293	0.27823547582531977
