ORF	hap alpha | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017	hap a | transport to/from cell surface (GFP-Snc1-Suc2 + Suc2 invertase activity) | standard | YPD | Dalton LE~Conibear E, 2017
YNL072W	0.252	-0.150
YDR307W	0.025	0.077
YDL124W	0.045	0.057
YKL037W	-0.063	0.166
YBR203W	-0.165	0.268
YJR127C	0.854	-0.752
YOL122C	-0.513	0.617
YML059C	0.095	0.009
YHL041W	0.308	-0.202
YJR130C	-0.025	0.131
YMR122C	0.458	-0.352
YMR156C	0.441	-0.334
YGL118C	0.414	-0.307
YOL027C	-1.107	1.214
YNL230C	-0.155	0.262
YDR406W	0.195	-0.088
YJR149W	0.344	-0.236
YBR073W	0.149	-0.042
YPR128C	0.024	0.085
YKL105C	-0.161	0.270
YJL163C	0.234	-0.125
YIL167W	0.035	0.074
YDL083C	-0.100	0.210
YDR310C	0.196	-0.085
YAL012W	-0.242	0.354
YBR030W	-0.161	0.274
YNL086W	0.338	-0.225
YHR156C	0.587	-0.473
YDR483W	0.104	0.010
YCL016C	-0.179	0.293
YAL028W	0.338	-0.222
YGR007W	0.254	-0.138
YBR269C	0.118	-0.002
YIL166C	-0.095	0.211
YDL079C	0.123	-0.007
YDL065C	0.314	-0.196
YOR307C	-0.142	0.259
YPL096W	-0.209	0.327
YNL323W	0.096	0.023
YNL277W	0.295	-0.176
YBL046W	0.106	0.014
YDR206W	0.434	-0.315
YGR059W	0.377	-0.257
YFR015C	0.065	0.054
YHR112C	-0.011	0.130
YJL012C	0.609	-0.489
YOR214C	0.356	-0.235
YPL166W	-0.050	0.172
YDR218C	0.128	-0.006
YBR241C	0.105	0.018
YDL027C	0.436	-0.314
YLR330W	0.211	-0.087
YGR068C	0.503	-0.380
YGR189C	0.144	-0.019
YNL292W	0.175	-0.050
YDR084C	0.113	0.014
YBR068C	0.009	0.118
YMR204C	0.125	0.003
YAL018C	0.533	-0.405
YHR001W-A	-0.097	0.226
YNL157W	0.513	-0.385
YMR069W	-0.061	0.190
YER011W	-0.493	0.623
YJL051W	0.256	-0.126
YBR093C	0.604	-0.473
YOL132W	-0.030	0.163
YER141W	-0.268	0.401
YLR042C	0.062	0.071
YJR066W	-0.167	0.301
YPL188W	NaN	0.067
YBR261C	0.071	0.065
YIL009W	0.112	0.024
YKL087C	0.924	-0.789
YER073W	0.008	0.129
YLR246W	0.259	-0.122
YKL183W	0.198	-0.061
YPL113C	0.064	0.073
YBR076W	-0.028	0.166
YOL128C	-0.100	0.238
YLR345W	0.299	-0.161
YIR007W	0.197	-0.059
YLL009C	0.069	NaN
YDR312W	0.302	-0.164
YNL128W	0.220	-0.081
YCL034W	-0.023	0.161
YDL240W	0.202	-0.062
YLR024C	-0.257	0.396
YNR064C	0.075	0.065
YGR097W	0.095	0.045
YJL020C	1.078	0.074
YIL094C	NaN	0.071
YLL049W	0.949	-0.806
YNL300W	-0.456	0.599
YOL039W	-0.026	0.170
YLR036C	0.258	-0.114
YLR313C	0.029	0.115
YLR446W	0.109	0.036
YBL061C	0.342	-0.198
YHR076W	0.075	0.070
YOR311C	0.266	-0.121
YDR493W	0.447	-0.301
YCL055W	0.256	-0.110
YBR018C	-0.195	0.341
YML099W-A	-0.012	0.158
YNL074C	-0.087	0.233
YOR031W	0.011	0.135
YJL201W	0.118	0.029
YDL123W	0.044	0.103
YGR207C	0.205	-0.058
YBR173C	0.014	0.133
YMR142C	-0.515	0.663
YGR181W	0.212	-0.064
YOR019W	0.899	-0.750
YCL006C	0.091	0.060
YLR084C	0.159	-0.007
YDL088C	-0.047	0.200
YOR302W	-0.015	0.169
YOL045W	-0.013	0.167
YHR096W	0.077	NaN
YOR010C	0.093	0.062
YML067C	-0.218	0.374
YJL049W	0.169	-0.013
YBL065W	0.344	-0.187
YMR234W	0.445	-0.287
YDL225W	-0.219	0.378
YKR009C	0.077	0.082
YLR125W	0.586	-0.427
YEL059W	-0.028	0.187
YLR367W	-0.396	0.555
YOR328W	0.051	0.109
YML101C-A	-0.129	0.290
YHL032C	0.116	0.047
YJL181W	0.240	-0.076
YIL153W	-0.560	0.723
YHR136C	0.117	0.047
YER169W	0.639	-0.476
YMR215W	0.515	-0.351
YDR435C	-0.212	0.376
YDR469W	-0.101	0.265
YIL001W	0.325	-0.160
YKR043C	0.371	-0.206
YPL055C	-0.797	0.962
YHL033C	0.360	-0.195
YDR515W	0.569	-0.402
YGL096W	-0.087	0.253
YOL147C	0.067	0.100
YIL122W	0.108	0.058
YER063W	0.067	0.100
YBL019W	0.049	0.119
YOL014W	-0.042	0.210
YGL033W	-0.307	0.476
YCR085W	0.157	0.013
YDR340W	0.205	-0.034
YKL115C	0.406	-0.234
YHR127W	0.091	0.081
YDR083W	0.031	0.141
YOR301W	-0.055	0.228
YOL107W	-0.432	0.605
YGR173W	0.596	-0.423
YMR153C-A	0.625	-0.451
YER079W	0.162	0.012
YPR071W	-0.191	0.365
YOR147W	0.087	NaN
YIR025W	0.469	-0.291
YGR221C	0.278	-0.099
YER164W	0.608	-0.428
YGL258W	-0.037	0.218
YDL188C	0.113	0.068
YOR318C	0.229	-0.048
YNL183C	0.008	0.174
YNL322C	NaN	0.091
YGL028C	-0.203	0.386
YLR097C	0.269	-0.085
YBR052C	0.189	-0.004
YPL247C	0.416	-0.229
YHL047C	-0.296	0.483
YJL013C	0.360	-0.172
YNL319W	0.058	0.131
YAR003W	-0.517	0.706
YDL057W	0.188	0.002
YOR348C	0.489	-0.297
YJL191W	-0.181	0.373
YNR068C	0.096	NaN
YOR228C	-0.016	0.209
YKL218C	-0.066	0.259
YOR175C	-0.037	0.231
YNR063W	0.300	-0.105
YPL019C	0.431	-0.235
YAL017W	-0.078	0.274
YCR083W	0.076	0.121
YNR060W	-0.055	0.252
YBR157C	0.000	0.197
YDR439W	0.058	0.140
YOR190W	0.028	0.170
YKL197C	0.431	-0.232
YDR509W	0.033	0.166
YKL129C	0.146	0.053
YBR298C	0.315	-0.116
YMR264W	-0.040	0.240
YOR101W	0.049	0.151
YGR279C	-0.387	0.589
YHR031C	0.038	0.164
YDR321W	-0.106	0.309
YNL145W	0.514	-0.311
YJL078C	-0.064	0.268
YDL066W	0.348	-0.143
YCR020C	-0.076	0.281
YEL057C	-0.128	0.334
YLR311C	0.208	-0.001
YDR033W	0.139	0.068
YJR011C	-0.353	0.560
YNL253W	0.065	0.143
YER032W	0.401	-0.192
YKL175W	0.199	0.009
YBR260C	0.276	-0.068
YBR024W	-0.368	0.577
YNL129W	0.381	-0.170
YPL181W	0.255	-0.045
YPL225W	-0.251	0.462
YGL036W	0.182	0.030
YGL007W	0.106	NaN
YKR078W	-0.091	0.304
YAL066W	-0.329	0.543
YPR167C	-0.376	0.592
YKR039W	0.161	0.056
YLR030W	0.675	-0.458
YBR071W	0.365	-0.148
YDR458C	-0.040	0.257
YER046W	0.214	0.004
YFL044C	0.086	0.132
YOR173W	0.073	0.145
YBR077C	0.489	-0.270
YDR537C	0.631	-0.411
YPL119C	0.183	0.038
YOR356W	0.659	-0.437
YML101C	0.358	-0.136
YIL136W	0.242	-0.020
YOR131C	-0.090	0.312
YNL305C	-0.387	0.611
YGR234W	0.038	0.187
YMR305C	-0.217	0.442
YKL164C	0.112	0.113
YDR399W	0.380	-0.153
YOR191W	-0.156	0.382
YIL007C	0.366	-0.139
YMR173W	0.215	0.012
YDR252W	0.305	-0.078
YJL048C	0.690	-0.463
YOR197W	0.394	-0.166
YNL030W	0.561	-0.331
YBR078W	0.427	-0.197
YLR134W	-0.663	0.894
YDR143C	0.144	0.088
YOL163W	0.170	0.062
YDR151C	0.091	0.141
YOL131W	0.059	0.174
YLL045C	-0.350	0.583
YOR042W	0.269	-0.035
YDR490C	0.270	-0.036
YDR453C	0.087	0.147
YOR308C	0.167	0.067
YFR055W	0.239	-0.005
YKR034W	0.078	0.156
YNL168C	-0.310	0.545
YIL060W	0.851	-0.615
YMR120C	-0.011	0.246
YAL021C	NaN	0.118
YOR247W	0.429	-0.192
YPR038W	0.143	0.094
YDL130W-A	0.109	0.129
YFR035C	0.379	-0.140
YMR294W	0.860	-0.621
YDR480W	0.054	0.187
YER086W	0.292	-0.050
YIL006W	-0.144	0.386
YPL186C	-0.041	0.284
YNL046W	0.360	-0.116
YLR179C	0.687	-0.443
YEL017W	0.434	-0.189
YGR039W	-0.001	0.246
YBR108W	-0.142	0.389
YDL203C	-0.064	0.312
YKL140W	0.152	0.096
YAL056W	0.429	-0.181
YMR119W	0.157	0.091
YIL073C	0.070	0.179
YBR047W	0.232	0.017
YKR051W	-0.062	0.312
YDR191W	0.677	-0.427
YDR244W	0.050	0.201
YPL125W	0.292	-0.040
YCR025C	-0.109	0.360
YPL206C	0.073	0.180
YBL096C	0.408	-0.154
YPL171C	0.453	-0.198
YOR223W	0.223	0.033
YGL175C	-0.179	0.437
YPL053C	-0.602	0.861
YHR028C	0.130	0.128
YGL263W	0.173	0.086
YCL048W	0.112	0.147
YNL187W	-0.002	0.262
YDR120C	0.343	-0.083
YGR199W	0.222	0.038
YMR163C	-0.307	0.567
YFL030W	-0.168	0.428
YNR067C	0.235	0.025
YNR065C	0.340	-0.079
YDL131W	0.360	-0.099
YBL068W	0.078	0.184
YMR114C	0.220	0.042
YDR014W	0.986	-0.723
YOR080W	0.043	0.220
YHR181W	0.015	0.249
YOR383C	0.451	-0.187
YBL094C	0.206	0.058
YOL082W	0.454	-0.190
YPL149W	-0.577	0.842
YIR039C	0.424	-0.159
YOL151W	0.133	0.134
YGR008C	-0.143	0.410
YMR295C	0.839	-0.570
YLR294C	0.122	0.147
YLL023C	-0.353	0.622
YLR095C	0.282	-0.011
YFR006W	0.074	0.197
YJR152W	0.273	-0.003
YIL138C	0.855	-0.583
YLR108C	0.095	0.177
YNL271C	NaN	0.136
YML096W	0.224	0.049
YNL122C	0.496	-0.222
YIL037C	0.052	0.221
YBR115C	-0.193	0.467
YJL213W	0.000	0.274
YLL005C	-0.128	0.403
YIR019C	0.581	-0.305
YPR062W	0.098	0.178
YNL195C	-0.137	0.413
YJR148W	0.149	0.128
YKL120W	0.081	0.196
YMR073C	0.088	0.191
YLL046C	0.059	0.220
YPL269W	0.127	0.153
YML002W	0.055	0.225
YKL171W	0.228	0.052
YNL025C	NaN	0.140
YMR306W	0.691	-0.410
YMR118C	0.313	-0.032
YFL053W	0.085	0.196
YJL126W	0.194	0.087
YOR083W	0.366	-0.084
YLR187W	0.171	0.111
YER044C-A	0.541	-0.256
YGR093W	0.061	0.224
YPL013C	0.454	-0.168
YER181C	0.477	-0.191
YNL120C	0.167	0.121
YOR264W	-0.015	0.303
YBL003C	-0.016	0.304
YNR013C	0.025	0.263
YLR331C	0.117	0.171
YFL018C	0.404	-0.115
YGR217W	0.234	0.056
YPL167C	0.539	-0.249
YDL095W	-0.414	0.704
YDR253C	0.257	0.035
YML053C	0.315	-0.022
YDR533C	0.447	-0.154
YNL318C	0.724	-0.430
YDR297W	0.201	0.093
YGL228W	0.034	0.260
YHR025W	0.273	0.022
YDR518W	0.014	0.281
YCL064C	-0.148	0.443
YDL232W	NaN	0.148
YOR365C	0.076	0.220
YKR104W	0.083	0.212
YAL007C	0.076	0.220
YPL253C	0.357	-0.061
YGR136W	0.200	0.096
YJR030C	0.236	0.061
YGR122C-A	0.642	-0.344
YBR300C	-0.233	0.531
YHR014W	0.799	-0.500
YMR205C	NaN	0.150
YDR035W	0.279	0.021
YDR484W	0.032	0.269
YDR467C	-0.139	0.440
YML102W	-0.114	0.415
YHR142W	0.076	0.225
YNL032W	0.198	0.104
YLR400W	0.068	0.233
YDR333C	0.313	-0.011
YGR053C	0.311	-0.009
YGR194C	0.162	0.140
YOR304W	0.383	-0.080
YNL335W	0.091	0.212
YGR067C	0.217	0.086
YPR003C	0.271	0.034
YGR052W	0.327	-0.022
YMR185W	0.153	NaN
YDL085W	0.266	0.040
YBR137W	0.347	-0.040
YBR074W	0.429	-0.048
YOL124C	0.126	0.181
YOR076C	-0.056	0.363
YPR005C	0.374	-0.066
YDR295C	-0.226	0.534
YGR139W	-0.658	0.966
YOL150C	-0.143	0.451
YPL267W	0.072	0.236
YER071C	0.068	0.241
YLR344W	0.441	-0.132
YOL056W	0.510	-0.201
YGL196W	-0.097	0.407
YJL079C	0.239	0.071
YJR049C	0.319	-0.008
YOL013W-B	-0.307	0.618
YMR194C-A	0.044	0.267
YCL013W	0.404	-0.093
YOR381W	0.098	0.214
YJL157C	0.429	-0.116
YGL158W	0.256	0.058
YDL210W	0.322	-0.007
YNL020C	0.183	0.134
YLR401C	0.079	0.238
YPL221W	-0.125	0.442
YIL030C	0.231	0.086
YDR422C	0.087	0.231
YNL057W	-0.151	0.469
YGR003W	0.310	0.008
YNL249C	0.129	0.189
YDR502C	0.721	-0.401
YLR131C	-0.087	0.408
YGL248W	0.099	0.222
YOL158C	0.019	0.303
YER185W	0.070	0.252
YOR283W	0.250	0.073
YHR207C	0.162	0.162
YAL051W	0.132	0.192
YGR051C	0.167	0.157
YGR096W	-0.387	0.712
YPL005W	2.048	-1.723
YMR105C	0.148	0.177
YKL101W	0.187	0.137
YKR098C	0.201	0.124
YKL044W	0.381	-0.055
YOR296W	0.054	0.272
YLR431C	-0.357	0.684
YNR004W	0.561	-0.234
YNL140C	0.392	-0.064
YOR380W	0.257	0.072
YOR021C	0.817	-0.488
YGL086W	0.155	0.175
YER040W	-0.120	0.451
YOR166C	0.400	-0.069
YHR189W	-0.467	0.800
YEL037C	0.279	0.053
YAR029W	-0.235	0.568
YLR385C	0.368	-0.034
YDR392W	-0.882	1.217
YCR079W	0.176	0.159
YML038C	0.294	0.042
YGR004W	0.253	0.084
YDR122W	0.486	-0.148
YML003W	0.004	0.335
YEL047C	0.221	0.119
YDR540C	0.272	0.069
YOL081W	0.343	-0.002
YDL117W	-0.023	0.365
YGL262W	0.524	-0.182
YOL091W	-0.329	0.672
YAL036C	-0.026	0.369
YOL136C	0.186	0.158
YMR244W	-0.240	0.585
YIR016W	0.264	0.082
YEL017C-A	0.639	-0.293
YGR161C	0.084	0.262
YLL042C	-0.019	0.365
YMR318C	-0.049	0.396
YPL026C	-0.375	0.724
YLL058W	0.363	-0.013
YIL015W	0.642	-0.293
YPR141C	0.489	-0.139
YPL033C	0.227	0.124
YPL071C	0.199	0.152
YCL075W	0.517	-0.164
YMR255W	-0.513	0.867
YNL142W	0.917	-0.563
YMR294W-A	1.016	-0.661
YNL332W	0.518	-0.162
YJL149W	0.117	0.239
YNL173C	-0.378	0.736
YDR096W	-0.030	0.389
YPL148C	-1.194	1.552
YGL110C	0.181	NaN
YLR181C	0.240	0.121
YML095C	-0.000	0.362
YDR183W	0.488	-0.126
YNR071C	-0.634	0.997
YPL067C	-0.361	0.725
YDR535C	0.135	0.230
YEL016C	0.512	-0.145
YLL057C	1.024	-0.656
YKL034W	0.210	0.158
YEL064C	0.078	0.292
YOR059C	0.211	0.159
YMR155W	0.772	-0.401
YNR061C	0.141	0.230
YLR224W	0.319	0.054
YBR278W	0.130	0.244
YLR438W	0.373	0.000
YBR209W	-0.237	0.612
YPL180W	-0.203	0.578
YBR225W	0.195	0.180
YKR091W	-0.103	0.478
YDR077W	0.399	-0.024
YKL216W	NaN	0.188
YCR036W	-0.030	0.406
YBR264C	0.432	-0.055
YMR127C	0.121	0.256
YJL052W	0.274	0.103
YEL011W	-0.080	0.458
YBR145W	0.448	-0.069
YDR405W	NaN	0.189
YKR040C	0.189	0.191
YOR331C	NaN	0.191
YPR022C	-0.277	0.660
YKL124W	0.471	-0.088
YHL035C	0.301	0.082
YER110C	-0.639	1.023
YKL146W	0.370	0.016
YML072C	-0.099	0.485
YDL114W	NaN	0.193
YKR093W	-0.216	0.603
YLR414C	0.183	0.204
YLR443W	0.500	-0.112
YNL078W	-0.298	0.688
YCR007C	0.272	0.119
YDR445C	0.108	0.284
YDR251W	0.433	-0.042
YLL021W	-0.714	1.106
YDL054C	0.214	0.178
YER039C-A	1.085	-0.692
YBL009W	0.432	-0.039
YOL025W	-0.242	0.635
YBR295W	0.018	0.376
YDR370C	0.211	0.183
YBR263W	0.395	-0.000
YAL004W	-0.029	0.424
YJL132W	0.351	0.044
YNR062C	0.120	0.276
YLR034C	0.263	0.133
YPL220W	0.051	0.345
YOR286W	-0.402	0.798
YPL090C	-0.927	1.324
YML057W	0.963	-0.565
YGL094C	0.168	0.230
YMR129W	0.452	-0.052
YLR213C	0.547	-0.146
YMR175W	0.138	0.263
YIL158W	0.250	0.152
YKL030W	0.220	0.182
YJL192C	0.010	0.392
YOR360C	-0.345	0.747
YDR263C	-0.289	0.691
YOR239W	0.086	0.653
YNR066C	0.274	0.129
YKL155C	NaN	0.202
YPR172W	-0.253	0.656
YKR018C	-0.287	0.691
YKL121W	-0.148	0.553
YGR070W	0.068	0.338
YEL003W	0.262	0.146
YIL054W	0.639	-0.231
YBR085W	0.062	0.347
YMR238W	0.136	0.273
YGR202C	-0.217	0.626
YJL152W	0.213	0.197
YDR380W	0.427	-0.017
YDR031W	0.582	-0.171
YLR282C	0.480	-0.068
YLR044C	0.631	-0.218
YGL071W	0.141	0.273
YGR275W	-0.156	0.570
YHR183W	-0.300	0.714
YIL013C	0.877	-0.463
YIR001C	0.444	-0.028
YDL022W	0.161	0.254
YOL003C	0.544	-0.128
YDR486C	-0.156	0.572
YJL165C	0.148	0.270
YDL241W	0.480	-0.062
YER075C	0.825	-0.407
YHR016C	0.367	0.051
YKR092C	-0.598	1.017
YNL304W	-0.045	0.465
YMR214W	-0.113	0.533
YJL029C	NaN	0.210
YPL162C	0.614	-0.194
YNL013C	-0.228	0.648
YFL003C	0.348	0.072
YPR054W	-0.015	0.437
YPR174C	-0.196	0.618
YAL024C	0.378	0.045
YPL115C	0.262	0.162
YLL026W	0.271	0.154
YOL061W	0.294	0.131
YOL075C	0.005	0.421
YDR026C	0.036	0.390
YHR033W	0.550	-0.123
YJL198W	0.091	0.338
YHR017W	0.455	-0.026
YOR018W	-0.192	0.622
YDL135C	0.111	0.319
YMR247C	0.202	0.228
YOL092W	-0.167	0.600
YMR226C	0.117	0.315
YPL257W	-0.050	0.483
YBR043C	0.011	0.422
YJL106W	0.478	-0.043
YER088C	0.206	0.229
YDR371W	0.102	0.334
YER089C	0.559	-0.122
YNL212W	0.313	0.123
YKR105C	0.047	0.392
YFR026C	0.841	-0.401
YNL190W	0.319	0.123
YLR220W	0.309	0.133
YHR123W	-0.044	0.487
YKL086W	0.662	-0.219
YBR296C	-0.032	0.475
YCL040W	0.354	0.089
YGR019W	0.185	0.259
YPR044C	-0.267	0.711
YER007W	-0.350	0.794
YDL171C	-0.049	0.494
YOR231W	0.374	0.071
YDL144C	0.242	0.203
YGR025W	0.241	0.205
YML047C	0.332	0.114
YPR184W	-0.025	0.473
YMR161W	0.194	0.255
YJR137C	-0.205	0.656
YBR276C	0.318	0.133
YLR111W	0.140	0.311
YER044C	NaN	0.226
YGR182C	0.207	0.244
YBR200W	0.207	0.245
YMR258C	-0.630	1.084
YDR068W	0.180	0.278
YLR244C	0.046	0.412
YNL125C	0.117	0.341
YPL152W	0.456	0.003
YOR058C	0.446	0.013
YAL059W	0.374	0.086
YNL028W	0.803	-0.342
YDL086W	0.037	0.424
YML042W	0.766	-0.305
YER180C	0.525	-0.064
YBR015C	-0.368	0.830
YFL052W	-0.128	0.591
YLR265C	0.654	-0.190
YFR012W	-0.524	0.988
YJR024C	0.020	0.444
YNL176C	-0.275	0.740
YDR408C	0.214	0.251
YMR034C	-0.221	0.688
YHR022C	0.643	-0.175
YJR133W	0.600	-0.132
YPL130W	0.392	0.077
YJL066C	0.344	0.125
YGR057C	0.535	-0.066
YJL199C	0.029	0.440
YNL315C	-0.810	1.280
YJR090C	0.235	NaN
YDR459C	0.184	0.287
YML021C	-0.031	0.502
YDR007W	0.400	0.072
YLR049C	0.312	0.161
YKL092C	0.858	-0.385
YEL040W	0.184	0.290
YOR093C	-0.230	0.703
YGR268C	0.843	-0.369
YML022W	0.283	0.191
YBR130C	0.784	-0.310
YDR363W-A	0.245	0.230
YGR017W	0.538	-0.062
YFL047W	0.292	0.187
YBL062W	0.548	-0.068
YIL173W	0.151	0.328
YLR297W	0.015	0.465
YBR169C	-0.098	0.579
YLR357W	0.243	NaN
YJL206C	-0.173	0.661
YPR133W-A	0.701	-0.214
YGR196C	0.373	0.115
YDR058C	0.407	0.082
YGR239C	0.359	0.129
YGL199C	0.070	0.419
YJR124C	0.536	-0.047
YAR031W	0.102	0.388
YJL064W	0.565	-0.074
YHR113W	0.192	0.300
YGL170C	0.258	0.234
YGL021W	0.427	0.066
YIL016W	0.714	-0.221
YKL143W	-0.005	0.499
YFL015C	-0.122	0.619
YLR118C	0.435	0.063
YML079W	-0.453	0.951
YJL168C	0.105	0.393
YKL076C	0.643	-0.144
YML013W	0.677	-0.177
YBL010C	0.252	0.250
YMR144W	0.720	-0.218
YMR110C	0.492	0.010
YLR137W	0.818	-0.315
YLR304C	0.510	-0.006
YGL131C	-0.467	0.971
YDR261C	0.043	0.462
YLR206W	0.552	-0.047
YDL020C	0.435	0.070
YKR036C	0.226	0.280
YBR227C	0.426	0.080
YDL040C	-0.032	0.538
YHL040C	0.268	0.240
YGR129W	0.685	-0.177
YBR162C	0.500	0.008
YGL173C	-0.449	0.957
YIL160C	0.853	-0.345
YBR046C	0.536	-0.028
YLR352W	0.721	-0.212
YGL157W	0.344	0.166
YPR109W	0.519	-0.008
YOR276W	-0.289	0.800
YJR135C	-0.041	0.553
YLR072W	0.537	-0.025
YML057C-A	0.545	-0.032
YPL133C	0.386	0.128
YCR107W	0.566	-0.051
YOR084W	0.510	0.006
YJL171C	0.701	-0.183
YBR287W	0.213	0.306
YGR250C	0.584	-0.065
YLL012W	0.392	0.128
YDL168W	0.481	0.041
YCL042W	0.435	0.087
YPL080C	-0.387	0.909
YKL190W	0.707	-0.185
YFR014C	0.139	0.384
YDL190C	-0.436	0.959
YMR319C	0.075	0.448
YGR011W	0.524	0.001
YHR021W-A	0.603	-0.078
YMR310C	0.342	0.184
YLR376C	0.112	0.415
YBL078C	0.262	0.265
YMR303C	0.972	-0.445
YNR024W	0.423	0.105
YMR223W	-0.293	0.822
YHL039W	0.401	0.127
YPL068C	0.113	0.416
YDR198C	0.646	-0.115
YKL151C	0.089	0.441
YLR104W	0.227	0.304
YNL326C	0.222	0.310
YBR054W	0.336	0.196
YJR079W	1.105	-0.573
YJR025C	0.248	0.284
YNL027W	0.725	-0.193
YDR482C	0.317	0.216
YLR346C	0.492	0.041
YHR086W	0.342	0.192
YDL242W	0.631	-0.096
YBR275C	0.313	0.223
YNR027W	0.331	0.206
YER087C-B	0.826	-0.289
YLL060C	0.885	-0.347
YPR171W	0.314	0.226
YOR375C	0.433	0.108
YBR131W	0.222	0.319
YBL063W	0.491	0.050
YPR018W	-0.068	0.611
YGL140C	0.207	0.337
YOR177C	-0.012	0.556
YOR230W	0.432	0.114
YOR134W	0.046	0.500
YLR433C	-0.021	0.567
YGL217C	0.290	0.257
YJL016W	0.540	0.288
YCR043C	0.296	0.253
YEL041W	-0.029	0.579
YKR006C	-0.924	1.474
YER081W	0.537	0.014
YNL289W	0.108	0.443
YDR112W	-0.156	0.707
YDL206W	0.275	NaN
YML018C	0.715	-0.164
YIL059C	0.488	0.064
YJR115W	0.552	0.000
YLR449W	-0.194	0.746
YLR366W	-0.219	0.772
YLR225C	0.381	0.173
YFR032C-A	0.413	0.142
YDR179C	0.358	0.197
YPR150W	-0.165	0.720
YFR038W	1.165	-0.609
YLR437C	0.511	0.046
YBL104C	0.484	0.074
YDR219C	0.412	0.148
YDR210W	0.934	-0.374
YJL135W	0.491	0.070
YOR280C	0.511	0.051
YPL207W	0.332	0.231
YHL003C	-0.434	0.997
YBR105C	0.378	0.184
YDL130W	0.375	0.188
YBR147W	0.371	0.192
YBL043W	0.030	0.533
YJR153W	0.250	0.313
YFR009W	0.354	0.210
YPR084W	-0.283	0.847
YLR142W	0.466	0.098
YDR034C	NaN	0.282
YLR390W	0.347	0.218
YOR111W	-0.103	0.668
YGL181W	0.136	0.430
YPR039W	0.536	0.031
YOL065C	0.647	-0.079
YMR053C	0.275	0.293
YDR272W	-0.135	0.703
YKL123W	-0.275	0.844
YDR369C	-0.278	0.848
YNL015W	-0.225	0.797
YDR524C	0.275	0.297
YCL047C	0.023	0.549
YBR197C	0.360	0.213
YGR133W	0.624	-0.050
YLR110C	0.080	0.495
YEL008W	-0.036	0.614
YCL010C	0.047	0.534
YPL170W	0.707	-0.126
YGL152C	0.221	0.360
YLR363C	-0.059	0.640
YDR262W	0.218	0.364
YLR335W	-0.143	0.725
YKR055W	0.021	0.562
YJL200C	-0.288	0.871
YKL026C	0.336	0.248
YJR094W-A	1.052	-0.468
YHR176W	0.005	0.579
YMR251W-A	-0.009	0.593
YIL156W	0.363	0.223
YOR184W	0.309	0.278
YBR138C	0.501	0.086
YMR259C	0.028	0.561
YBR291C	0.164	0.425
YER182W	0.538	0.051
YBR084W	-0.022	0.611
YDR003W	0.599	-0.008
YIL012W	0.623	-0.031
YGL053W	0.244	0.349
YDR344C	0.321	0.273
YCR089W	0.139	0.457
YGL243W	0.228	0.367
YDR378C	-1.216	1.812
YGL025C	0.495	0.102
YJL208C	-0.145	0.743
YGL121C	0.811	-0.213
YIL002C	0.511	0.087
YPL059W	NaN	0.299
YIR004W	NaN	0.299
YBR204C	0.624	-0.025
YJR039W	0.355	0.244
YOR170W	0.528	0.072
YDL214C	0.488	0.113
YML131W	0.682	-0.081
YMR011W	0.337	0.266
YBR245C	0.468	0.135
YLR299W	-0.305	0.908
YLL059C	0.625	-0.022
YMR243C	-0.161	0.765
YLR454W	0.334	0.270
YOR263C	0.365	0.241
YOL041C	-0.045	0.650
YDR271C	-0.328	0.935
YOL011W	0.200	0.406
YJL137C	0.765	-0.158
YDR348C	0.062	0.545
YDR270W	0.048	0.560
YOR192C	0.104	0.505
YDR497C	0.523	0.087
YJR080C	-0.305	0.918
YNR032C-A	0.684	-0.071
YLR017W	0.773	-0.159
YJL186W	0.856	-0.242
YBL091C	0.292	0.322
YOR029W	0.865	-0.248
YJL217W	-0.288	0.905
YDR231C	-0.482	1.101
YMR121C	0.337	0.283
YPL127C	0.303	0.317
YDL106C	0.359	0.261
YFR013W	0.400	0.222
YJL043W	0.244	0.380
YDR176W	-0.443	1.067
YBR107C	0.735	-0.111
YMR007W	0.393	0.232
YDL186W	-0.379	1.004
YMR036C	-0.015	0.642
YKR007W	0.533	0.095
YER055C	0.212	0.416
YOR108W	0.701	-0.073
YCR105W	0.882	-0.253
YIL071C	0.037	0.592
YPR045C	0.780	-0.151
YOR293W	-0.366	0.995
YDR326C	0.736	-0.106
YER097W	-0.033	0.665
YBR222C	0.192	0.441
YKL016C	0.247	0.388
YER005W	-0.084	0.719
YOR044W	0.090	0.546
YGL242C	0.561	0.076
YLR074C	-0.239	0.877
YOR052C	0.431	0.207
YKL107W	0.523	0.116
YNL083W	0.338	0.302
YIL141W	0.705	-0.062
YDR185C	0.917	-0.274
YKL168C	-0.731	1.375
YGL029W	0.259	0.384
YJR150C	0.429	0.215
YML121W	0.378	0.268
YLR410W	0.115	0.532
YHR137W	0.433	0.214
YOR245C	0.281	0.366
YIL024C	0.706	-0.059
YPL156C	0.791	-0.143
YPL058C	-0.037	0.686
YPL155C	1.110	-0.461
YKR044W	0.458	0.191
YLR219W	0.428	0.223
YMR254C	-0.221	0.872
YBR168W	0.030	0.621
YGR248W	0.435	0.217
YPL213W	NaN	0.327
YJL177W	0.583	0.070
YIL140W	0.605	0.048
YBR025C	0.489	0.164
YML075C	0.317	0.337
YDL091C	0.327	0.329
