orf	hom | mitotic recombination (frequency of Rad52 foci) | minimal complete-leu [standard] | Alvaro D~Rothstein R, 2007
YBL099W	-0.3595919298375619
YBL100C	-0.25982943641591255
YBL101C	-0.1426411799511804
YBL102W	-0.02162103375605597
YBL103C	-0.20187217833285911
YBL104C	-0.29254507191046153
YBL106C	0.14479103182722364
YBL107C	-0.3595919298375619
YBR001C	-0.3595919298375619
YBR003W	0.1158312445546043
YBR005W	-0.20766005912202254
YBR006W	-0.2695888107723783
YBR007C	0.2953460213260344
YBR008C	-0.058490586055856636
YBR009C	0.2065815371023968
YBR010W	-0.2737858474127236
YBR012C	-0.3595919298375619
YBR013C	-0.2966239682102091
YBR014C	-0.09031430531733764
YBR015C	-0.14168964157448574
YBR016W	-0.3595919298375619
YBR018C	0.05442241786228286
YBR019C	-0.11958361233040553
YBR020W	-0.3166888886251428
YBR021W	0.5906049337358522
YBR022W	-0.11118332121765505
YBR023C	0.21810250881338428
YBR024W	-0.3595919298375619
YBR025C	0.478918141453263
YBR026C	-0.14168964157448574
YBR027C	-0.3595919298375619
YBR028C	-0.05711569407511826
YBR030W	-0.28912140256950325
YBR031W	-0.28631505413847436
YBR032W	-0.2885165053397345
YBR033W	0.2712870761812492
YBR034C	-0.007239293497268496
YBR035C	-0.2621767892023043
YBR036C	-0.14544657757902152
YBR037C	-0.08242751296737295
YBR039W	0.33043198299551263
YBR040W	-0.3595919298375619
YBR041W	-0.3595919298375619
YBR042C	-0.28220607045441337
YBR043C	-0.2799737860491302
YBR044C	-0.058490586055856636
YBR045C	0.10042401205115448
YBR046C	-0.2040935832836296
YBR047W	-0.2795891573351765
YBR048W	0.09536889181061915
YBR050C	-0.199586384832791
YBR051W	-0.15885770064975838
YBR052C	-0.3595919298375619
YBR053C	-0.2445879443653828
YBR054W	-0.16476164856704673
YBR056W	-0.058490586055856636
YBR057C	-0.08358236470433206
YBR058C	0.10042401205115448
YBR059C	0.67544393941205
YBR062C	-0.03327520258645272
YBR063C	0.4086821174405006
YBR064W	-0.17558555308207532
YBR065C	0.02331151312183205
YBR066C	0.05790153002782776
YBR067C	-0.26655499777018105
YBR068C	-0.1517186171849202
YBR069C	0.18337770649010338
YBR071W	0.4184216094641598
YBR072W	0.40084258634582653
YBR073W	0.3830347028078995
YBR074W	0.004399702334667536
YBR076W	0.3183263003142307
YBR077C	-0.009103593160444665
YBR078W	-0.2849947500718241
YBR081C	-0.3595919298375619
YBR083W	-0.28631505413847436
YBR084C-A	-0.05985303557523082
YBR084W	0.022575160346910223
YBR085W	-0.11241918494213222
YBR089C-A	-0.3595919298375619
YBR090C	-0.3595919298375619
YBR092C	-0.2788086424814946
YBR093C	-0.23692101200057084
YBR094W	-0.22549821398336115
YBR095C	-0.3595919298375619
YBR096W	-0.16702711695391317
YBR097W	0.4940459004713963
YBR098W	0.03099612339671946
YBR099C	-0.12634441000666344
YBR101C	0.2712870761812492
YBR103W	-0.09248589906346853
YBR104W	0.3252438332749632
YBR105C	-0.3595919298375619
YBR106W	-0.3595919298375619
YBR107C	-0.17860205106167346
YBR108W	0.08006932435696353
YBR111C	-0.28362599447979225
YBR112C	-0.16165678352687915
YBR113W	-0.16924050560774823
YBR114W	-0.26160036825179983
YBR115C	0.31634986232545
YBR116C	-0.2378230040434899
YBR117C	-0.07890423648173496
YBR119W	-0.1481803480333859
YBR120C	-0.2621767892023043
YBR125C	-0.12524418585651767
YBR126C	-0.061203210774610724
YBR127C	1.2176055852094658
YBR128C	1.0320529363804039
YBR129C	-0.2567312223344949
YBR130C	0.38192630484872714
YBR131W	-0.27288735440303946
YBR132C	0.4927905507209419
YBR133C	0.8233062064477088
YBR134W	0.116971348090317
YBR137W	-0.3595919298375619
YBR138C	-0.16006694299426322
YBR139W	-0.07529023184625219
YBR141C	-0.16086504294163642
YBR144C	0.7146074587890624
YBR145W	0.33043198299551263
YBR146W	0.23185713830507343
YBR147W	0.04432450694277444
YBR148W	-0.07890423648173496
YBR149W	-0.1048138697145805
YBR150C	-0.3595919298375619
YBR151W	0.4940459004713963
YBR156C	1.2176055852094658
YBR157C	-0.04712827119616963
YBR158W	-0.28882024647006704
YBR159W	0.2537626593473932
YBR161W	0.004376727480982973
YBR162C	0.012555798431961505
YBR162W-A	0.6440792161014557
YBR163W	-0.17760760117828947
YBR164C	1.3836263762670473
YBR165W	1.2027263633693996
YBR166C	-0.3595919298375619
YBR168W	-0.07890423648173496
YBR169C	-0.026157555851109786
YBR170C	0.7658839668222102
YBR171W	-0.093344760898755
YBR172C	0.3488818202370387
YBR173C	-0.3595919298375619
YBR174C	0.5719403524870889
YBR175W	-0.3595919298375619
YBR176W	0.041876528538045146
YBR177C	-0.3595919298375619
YBR178W	-0.2803547341055342
YBR179C	-0.3595919298375619
YBR180W	-0.27720101487241866
YBR181C	-0.3595919298375619
YBR182C	-0.19060648179680895
YBR183W	-0.24918810378426995
YBR184W	-0.014579973421024652
YBR185C	-0.055728188406483165
YBR186W	-0.2404511103555922
YBR187W	-0.03802738793476989
YBR188C	-0.3595919298375619
YBR189W	-0.24214105105746409
YBR191W	-0.22603891445051522
YBR194W	-0.23220289977607123
YBR195C	0.1893773709799118
YBR197C	0.008420823673411234
YBR199W	0.13475355995329746
YBR200W	-0.1769385411464539
YBR201W	-0.3595919298375619
YBR203W	0.047635297408187054
YBR204C	-0.08921521297235716
YBR205W	-0.3595919298375619
YBR206W	0.07055284699344563
YBR207W	-0.1499644120148557
YBR208C	-0.193986190757624
YBR209W	-0.13730234717992712
YBR210W	-0.0740647934928414
YBR212W	-0.07569637712909691
YBR213W	-0.28912140256950325
YBR214W	-0.11605407824941795
YBR215W	-0.13730234717992712
YBR216C	-0.07241434761801643
YBR217W	0.15524456471146783
YBR218C	0.03470744892419501
YBR219C	-0.08126295659396879
YBR220C	-0.06905554548679367
YBR221C	-0.3595919298375619
YBR222C	0.025537695929735572
YBR223C	-0.3595919298375619
YBR224W	-0.002169471391652773
YBR225W	-0.09672567732972398
YBR226C	-0.09947820353399453
YBR227C	-0.07074471051208882
YBR228W	-0.29387536671060244
YBR229C	-0.07074471051208882
YBR230C	-0.15845135605626082
YBR231C	-0.22815880358364296
YBR232C	-0.3595919298375619
YBR233W	-0.07241434761801643
YBR235W	0.33043198299551263
YBR238C	-0.3595919298375619
YBR239C	-0.2276351656304401
YBR240C	-0.14451954142205814
YBR241C	-0.3595919298375619
YBR242W	-0.3595919298375619
YBR244W	-0.22042744321576532
YBR245C	-0.3595919298375619
YBR246W	-0.18527009922710097
YBR248C	-0.16814020835786492
YBR249C	-0.2083538119563401
YBR250W	-0.11724206776936007
YBR251W	0.4842589699328224
YBR255W	-0.28532926657301577
YBR258C	-0.06030444957261391
YBR259W	-0.3595919298375619
YBR260C	0.03470744892419501
YBR261C	-0.22042744321576532
YBR262C	0.00725622635217393
YBR263W	-0.13779852928407366
YBR264C	-0.3595919298375619
YBR266C	-0.3595919298375619
YBR267W	-0.11871085481219767
YBR268W	-0.2040935832836296
YBR269C	-0.03327520258645272
YBR270C	-0.3595919298375619
YBR271W	-0.22042744321576532
YBR272C	-0.1463656563440796
YBR273C	-0.1397613027402992
YBR274W	0.13722528740225182
YBR275C	-0.1703282280319186
YBR276C	-0.17246680093367725
YBR277C	-0.018136797713978633
YBR278W	-0.3595919298375619
YBR279W	-0.3595919298375619
YBR280C	0.04680252189234707
YBR281C	0.04432450694277444
YBR282W	0.39316142961670136
YBR283C	-0.2291937100895793
YBR284W	0.03945804384903549
YBR285W	0.15524456471146783
YBR286W	-0.3595919298375619
YBR287W	-0.09672567732972398
YBR288C	-0.3595919298375619
YBR289W	-0.04564740077606824
YBR290W	0.15334620005605107
YBR291C	0.025537695929735572
YBR292C	-0.052914635245084336
YBR293W	-0.3595919298375619
YBR294W	0.11356732467654641
YBR295W	-0.22100972140246744
YBR296C	0.6595203106543637
YBR297W	-0.0239046208917418
YBR298C	-0.29565149003835806
YBR299W	0.24999974775730155
YBR300C	-0.2685997655079257
YBR301W	-0.01695936622389725
YCL001W	0.8448134452892592
YCL001W-A	-0.08048113363541938
YCL002C	-0.18527009922710097
YCL004W	0.17462013171062485
YCL005W	1.059885833704763
YCL007C	1.7104798086616622
YCL008C	0.18786505885644772
YCL009C	0.5260002577556889
YCL010C	0.49209472828783296
YCL011C	0.6885456592759691
YCL014W	0.17928388780350588
YCL016C	0.5404392608142745
YCL022C	-0.21744108084190705
YCL023C	0.8968419863103626
YCL024W	0.9142983707773451
YCL025C	0.7957969474643305
YCL026C-A	0.6174700555715212
YCL027W	0.8824511132619723
YCL028W	0.14996419040840092
YCL029C	-0.03057390517543359
YCL030C	0.2712870761812492
YCL032W	1.1632194640009474
YCL033C	0.08799114875686485
YCL034W	0.19988691840547157
YCL035C	1.8398592923178636
YCL036W	0.1924272004288978
YCL037C	0.7353220475504574
YCL038C	0.46325587199503354
YCL039W	0.5120172232147427
YCL040W	0.059663105807850544
YCL042W	0.609377820098245
YCL044C	0.9652539828019413
YCL045C	-0.21172966280190308
YCL046W	0.13109174151040232
YCL047C	0.3429778723197505
YCL048W	-0.26160036825179983
YCL049C	0.6918730801937898
YCL050C	0.05442241786228286
YCL051W	0.6051016958708143
YCL055W	0.9874403976069092
YCL056C	0.46256422162312283
YCL057W	0.3451133428430249
YCL058C	0.5604399539398709
YCL061C	-0.11841852341046787
YCL063W	-0.3595919298375619
YCL064C	0.37643357718438436
YCL069W	0.5404392608142745
YCL076W	0.8809004977275161
YCR001W	0.16337356199382097
YCR002C	-0.14451954142205814
YCR003W	0.18786505885644772
YCR004C	1.0498186155236118
YCR005C	1.4933394165113936
YCR006C	0.39316142961670136
YCR007C	0.2822907797746005
YCR008W	0.17462013171062485
YCR009C	0.8671172485323484
YCR010C	0.42900682768595194
YCR011C	-0.13580039054034854
YCR014C	0.9045740173375366
YCR015C	0.8949970025862102
YCR016W	0.7383466717973856
YCR017C	0.32331833440960467
YCR019W	0.09788248751033286
YCR020C	1.2713736823133417
YCR020C-A	-0.3595919298375619
YCR020W-B	0.016784749889569732
YCR021C	2.0062043427329797
YCR022C	1.5837407226310973
YCR023C	0.5390438636194654
YCR024C	0.1422436431319469
YCR024C-A	-0.23871182831935905
YCR025C	-0.18152124265483294
YCR026C	-0.052914635245084336
YCR027C	-0.028380451677686096
YCR028C	0.7869093407158544
YCR028C-A	0.6051016958708143
YCR030C	1.1171471447606105
YCR031C	-0.045150653103502573
YCR032W	1.1387457094571143
YCR033W	2.21649734473925
YCR034W	0.17958954623665455
YCR036W	0.4460576116324063
YCR037C	-0.2227276826640595
YCR043C	-0.287589434585415
YCR044C	0.08799114875686485
YCR045C	-0.1735180657028002
YCR046C	0.28984234106415535
YCR047C	0.5467081347790138
YCR048W	1.6451091221827392
YCR049C	-0.11605407824941795
YCR050C	0.24105064713630608
YCR051W	0.4126628119859827
YCR053W	0.9502839724896307
YCR059C	-0.3595919298375619
YCR060W	0.9142983707773451
YCR061W	0.09285796037535324
YCR063W	-0.26758874145981865
YCR065W	0.7746939542716018
YCR066W	-0.2040935832836296
YCR067C	0.7904479248842291
YCR068W	-0.16006694299426322
YCR069W	-0.27288735440303946
YCR071C	-0.18527009922710097
YCR073C	0.30283102648218974
YCR073W-A	-0.055728188406483165
YCR075C	0.02854652113104256
YCR076C	-0.07241434761801643
YCR077C	-0.268097046367983
YCR079W	-0.0239046208917418
YCR081W	-0.16126170339452248
YCR082W	-0.3595919298375619
YCR083W	0.14479103182722364
YCR084C	
YCR085W	0.18210908584447794
YCR086W	0.09412242380610357
YCR087C-A	0.022575160346910223
YCR087W	-0.17558555308207532
YCR088W	0.05442241786228286
YCR089W	0.03945804384903549
YCR090C	1.0128313222061223
YCR091W	0.8802371327929892
YCR092C	0.6942627733984066
YCR094W	0.07621264668859043
YCR098C	0.9200887812346854
YCR099C	1.0498186155236118
YCR100C	0.18636105614025542
YCR101C	-0.08204041182649278
YCR102C	0.57459429061337
YCR102W-A	-0.12301230258050776
YCR105W	2.3288129253562353
YCR106W	1.027254160979652
YCR107W	0.8388706556093573
YDL001W	0.24999974775730155
YDL002C	0.4865687807898581
YDL005C	-0.14168964157448574
YDL006W	0.12275488301662618
YDL009C	1.5253514418040075
YDL010W	0.7204454989446418
YDL011C	0.6340425046420656
YDL012C	0.2712870761812492
YDL013W	0.10364090674967696
YDL018C	-0.10740044900516914
YDL019C	-0.19481009990727544
YDL020C	0.31634986232545
YDL021W	0.1924272004288978
YDL022W	1.768303041580635
YDL023C	1.0090505418974622
YDL024C	0.5120172232147427
YDL025C	0.6261565170668303
YDL026W	0.9922916544884619
YDL027C	0.8902627047280072
YDL032W	1.5253514418040075
YDL033C	0.3263490012627727
YDL034W	-0.01695936622389725
YDL035C	-0.2627464683873058
YDL036C	0.4927905507209419
YDL037C	1.927014509341497
YDL039C	1.339641404401987
YDL040C	1.9051019379222731
YDL041W	
YDL042C	
YDL044C	0.7550620832004817
YDL045W-A	0.6312116373073657
YDL046W	1.1565169490632783
YDL047W	0.15471160767777323
YDL048C	0.056502891971327344
YDL049C	2.063906690844456
YDL050C	0.42279738865033367
YDL051W	0.5069497281388574
YDL052C	0.6863390538252039
YDL053C	0.8318162649821352
YDL054C	0.14736441428469696
YDL056W	0.08799114875686485
YDL057W	0.3694899403256867
YDL059C	5.267787553461299
YDL061C	0.30283102648218974
YDL062W	1.6477503620404734
YDL063C	-0.19481009990727544
YDL065C	0.8567214080376883
YDL066W	-0.014579973421024652
YDL067C	1.029359430187724
YDL068W	0.22489891397398362
YDL069C	0.26142959171220526
YDL070W	2.9251500023264962
YDL071C	3.070112725664111
YDL072C	0.9759382240329051
YDL073W	0.44431942491941817
YDL074C	0.7039311651712137
YDL075W	-0.13376592200128296
YDL076C	0.1515368944832341
YDL077C	0.12463537741371845
YDL078C	-0.2506407857060238
YDL079C	0.6543207584069558
YDL080C	0.7957969474643305
YDL081C	0.731224315599155
YDL082W	0.6004413401910637
YDL083C	-0.17958569170719463
YDL085W	0.14736441428469696
YDL086W	0.41668497209964706
YDL088C	1.1892387234280446
YDL089W	0.380545451525289
YDL090C	0.5307615060760827
YDL091C	0.13722528740225182
YDL093W	0.3719996885878666
YDL094C	1.7871491323097812
YDL095W	0.13230630505334276
YDL096C	0.67544393941205
YDL099W	0.33043198299551263
YDL100C	0.3501469519336005
YDL101C	0.2666482599605226
YDL104C	-0.17860205106167346
YDL106C	0.2773532204698916
YDL107W	0.31912011557201964
YDL109C	0.10690310982423505
YDL110C	-0.16476164856704673
YDL112W	0.3526908188933539
YDL113C	0.9021660822000603
YDL114W	0.19551110618457632
YDL115C	1.4539579505767435
YDL116W	0.45220090878958474
YDL117W	0.09725148831399097
YDL118W	0.6626657188040301
YDL119C	1.0635823903806545
YDL121C	-0.138784277730978
YDL122W	-0.2930836008897957
YDL123W	0.14736441428469696
YDL124W	-0.24214105105746409
YDL125C	0.39316142961670136
YDL127W	-0.1923134055143923
YDL128W	-0.005355054800261628
YDL129W	-0.08810711167372927
YDL130W	-0.04564740077606824
YDL130W-A	0.9142983707773451
YDL131W	-0.23220289977607123
YDL133C-A	0.35784300486908177
YDL133W	0.09412242380610357
YDL134C	0.12988316103910186
YDL135C	0.05442241786228286
YDL136W	0.0628716902643205
YDL137W	1.1171471447606105
YDL138W	0.9962445304660232
YDL142C	-0.3595919298375619
YDL144C	0.25661547139011404
YDL146W	-0.1397613027402992
YDL149W	-0.03057390517543359
YDL151C	0.027036254784861245
YDL154W	-0.3595919298375619
YDL155W	-0.17660216289840402
YDL156W	0.1392205372706848
YDL157C	0.8448134452892592
YDL158C	0.047635297408187054
YDL159W	
YDL160C	0.7984901616305354
YDL161W	-0.29227252370750584
YDL162C	-0.2547781709262088
YDL167C	-0.3595919298375619
YDL168W	-0.3595919298375619
YDL169C	-0.24214105105746409
YDL170W	-0.20904125794670925
YDL171C	0.2537626593473932
YDL172C	-0.032738497442947635
YDL173W	0.2537626593473932
YDL174C	0.4358941530791704
YDL175C	0.19613202680652503
YDL176W	0.7238101015265177
YDL177C	0.5661544376900414
YDL178W	0.23185713830507343
YDL179W	3.946157286240824
YDL180W	0.885564003094302
YDL181W	0.862089751899685
YDL182W	0.22662307575513868
YDL183C	0.2389830306923341
YDL184C	-0.061203210774610724
YDL185W	0.7088321932588116
YDL186W	-0.25411056736626386
YDL187C	0.9719114999508834
YDL188C	0.31634986232545
YDL189W	0.7593657666485051
YDL190C	0.059663105807850544
YDL191W	-0.08958257264201099
YDL192W	0.18636105614025542
YDL194W	0.593534626018196
YDL197C	0.1510865607173127
YDL198C	0.3421273035520054
YDL199C	-0.276789060297593
YDL200C	0.3376953926042819
YDL201W	0.3429778723197505
YDL202W	0.39316142961670136
YDL203C	0.025537695929735572
YDL204W	0.478918141453263
YDL206W	0.9004517370750093
YDL210W	0.05032326590485865
YDL211C	-0.29515389906715805
YDL213C	-0.3595919298375619
YDL214C	0.2814625440202623
YDL215C	-0.007239293497268496
YDL216C	0.13475355995329746
YDL218W	-0.13580039054034854
YDL219W	0.6019897809491743
YDL222C	-0.14168964157448574
YDL223C	-0.1295839588932037
YDL224C	0.7119746171502718
YDL225W	0.7916779140336643
YDL226C	-0.0015254669620204686
YDL227C	0.11356732467654641
YDL229W	0.4991044950213754
YDL230W	0.6974659791833183
YDL231C	0.15471160767777323
YDL232W	-0.21432373766217777
YDL233W	-0.02162103375605597
YDL234C	0.7769180442404434
YDL236W	0.5531956083983163
YDL237W	0.30283102648218974
YDL238C	0.5437121015075539
YDL239C	0.6015128058942206
YDL240W	-0.09031430531733764
YDL241W	-0.13117022076178547
YDL242W	-0.07569637712909691
YDL243C	1.9065918680984308
YDR001C	-0.15885770064975838
YDR003W	1.0486201371687127
YDR004W	3.6815050524958512
YDR005C	2.0511245251235595
YDR006C	-0.06648442704121162
YDR007W	-0.12073749847226685
YDR008C	0.20866305720144077
YDR009W	0.29411493495166663
YDR010C	2.15164263817789
YDR011W	1.0735346583542082
YDR014W	1.8484845912282768
YDR015C	2.659739224658544
YDR017C	1.5604746102196891
YDR018C	0.8981731770986754
YDR019C	1.4716253772963668
YDR020C	1.6080010097260569
YDR022C	1.2069488452429318
YDR024W	2.04297837805791
YDR025W	-0.04415242682815635
YDR026C	1.2101307154699064
YDR027C	1.1860616349085253
YDR028C	0.34678326055079883
YDR029W	1.5565075305914717
YDR030C	0.751855983450612
YDR031W	1.411035469130328
YDR032C	0.7288964960399643
YDR033W	0.2798124681544763
YDR034C	0.08006932435696353
YDR035W	0.9142983707773451
YDR036C	0.6397530473689599
YDR042C	1.0715687782606669
YDR043C	0.7855541382683917
YDR046C	0.625090843070177
YDR048C	0.5604399539398709
YDR049W	1.2626683713536666
YDR051C	1.1335745700635176
YDR055W	2.0478923827782753
YDR056C	0.3710216249268701
YDR057W	2.1628795925720885
YDR058C	-0.1879797649878853
YDR059C	0.22352686973968428
YDR061W	0.39316142961670136
YDR063W	1.4038025140691845
YDR065W	2.601570292121593
YDR066C	0.2975737014320329
YDR067C	0.15334620005605107
YDR068W	0.9988926485525538
YDR069C	0.036594048822576636
YDR070C	1.6969499280178761
YDR071C	-0.002169471391652773
YDR072C	1.5081419695602338
YDR073W	2.286180232978014
YDR074W	0.39316142961670136
YDR075W	1.0804579752053762
YDR076W	1.6682334466514734
YDR077W	-0.3595919298375619
YDR078C	0.6440792161014557
YDR079W	0.8712615362971117
YDR080W	0.5519992944556744
YDR083W	0.7568512549710081
YDR084C	1.5063882288096258
YDR085C	3.723837252955428
YDR089W	1.11438585254932
YDR090C	2.488404856887485
YDR092W	1.8194309527931998
YDR093W	1.402171251863905
YDR094W	1.9023401161323221
YDR095C	0.7957969474643305
YDR096W	1.1387457094571143
YDR097C	1.1535569551567946
YDR098C	0.46329373018697423
YDR099W	1.6804787689732674
YDR100W	1.0128313222061223
YDR101C	-0.051488229223723946
YDR102C	1.5635714917359107
YDR103W	
YDR104C	0.699074895330991
YDR105C	1.3271331904210648
YDR107C	1.5826976025814625
YDR108W	0.18721947278487455
YDR109C	1.6376632148451062
YDR110W	0.9741455661082465
YDR111C	1.7495377659918359
YDR112W	3.039683767066427
YDR114C	1.519622130644003
YDR115W	1.9798199976857247
YDR116C	3.2946192141798476
YDR117C	0.13109174151040232
YDR119W	2.1462843851878146
YDR120C	0.5813497694802671
YDR121W	1.335584926886212
YDR122W	3.03481141776365
YDR123C	1.2504638667729457
YDR124W	0.8163068091915829
YDR125C	2.8551077111259393
YDR126W	0.9547393327016277
YDR127W	0.5707773908362465
YDR128W	-0.24296816992211268
YDR129C	1.3570529264788673
YDR130C	2.223249872326608
YDR131C	1.0383785948632127
YDR132C	1.4351500700435387
YDR133C	1.0762959812601656
YDR135C	0.19862966256672313
YDR136C	0.011721386485168793
YDR137W	0.4969894791965997
YDR138W	3.1137868673446567
YDR139C	0.5604399539398709
YDR140W	1.9927623184570105
YDR142C	-0.06905554548679367
YDR143C	0.4504361417490909
YDR144C	0.5333801926522994
YDR146C	1.3096436364854196
YDR147W	0.32725214929582114
YDR148C	1.2010904279838426
YDR149C	-0.045150653103502573
YDR150W	0.4684367655621276
YDR151C	2.3814685790717554
YDR152W	-0.023336622061038263
YDR153C	0.664773466533188
YDR154C	1.3578009198803127
YDR155C	1.2964654609618171
YDR156W	-0.21924808315964844
YDR157W	-0.3595919298375619
YDR158W	-0.26758874145981865
YDR159W	1.4263523151421609
YDR161W	0.8785818202928148
YDR162C	0.26533538744522267
YDR163W	0.037068523048516946
YDR165W	-0.03906469290864982
YDR169C	0.614559476515014
YDR171W	2.093826426902259
YDR173C	0.6261565170668303
YDR174W	1.204462272584074
YDR175C	0.7511782713083632
YDR176W	1.5222914687980962
YDR178W	0.42900682768595194
YDR179C	0.5006976238244532
YDR179W-A	1.2815460250086697
YDR181C	0.7444463306953575
YDR183W	0.668305761003432
YDR184C	0.4804371814374855
YDR185C	0.19613202680652503
YDR186C	1.8662916599465493
YDR191W	0.30952216745511657
YDR192C	0.7537239631368106
YDR193W	-0.13169412376425282
YDR194C	0.21146234285187912
YDR195W	0.16614057517811395
YDR197W	0.09536889181061915
YDR198C	0.002387827714214971
YDR199W	0.06722698531691719
YDR200C	-0.15387051483142788
YDR202C	-0.16126170339452248
YDR203W	0.022575160346910223
YDR204W	0.8233062064477088
YDR205W	0.8843948425938966
YDR206W	0.30283102648218974
YDR207C	0.7620405659229736
YDR209C	0.855863035886753
YDR210W	-0.3595919298375619
YDR213W	0.1515368944832341
YDR214W	0.10822089242214972
YDR215C	1.2639937474167313
YDR216W	0.6468517883278065
YDR217C	0.5382705109572822
YDR218C	0.6380330043789315
YDR219C	0.006387604040753856
YDR220C	-0.003450555472103993
YDR221W	0.7119746171502718
YDR222W	0.8806272615099906
YDR223W	1.2462819036648662
YDR225W	1.4042561787061554
YDR226W	0.6032321345806817
YDR227W	
