ORF	hom | mitotic recombination (frequency of Rad52 foci) | minimal complete-leu [standard] | Alvaro D~Rothstein R, 2007
YDR350C	4.072
YBR044C	1.818
YPL180W	10.000
YJL052W	22.807
YJR009C	6.522
YGR192C	10.744
YBR223C	0.000
YOR337W	9.845
YBR083W	0.442
YKL081W	5.618
YBL088C	1.730
YNL128W	9.220
YJR019C	1.064
YNL253W	0.922
YDL185W	6.452
YPL234C	8.046
YLR178C	0.990
YKL140W	1.835
YDR058C	1.036
YMR313C	11.053
YPL157W	5.195
YNL332W	2.762
YBR240C	1.299
YOL055C	3.550
YPL258C	9.137
YPR121W	6.500
YDL080C	6.977
YGR144W	0.391
YPL214C	7.143
YLR237W	6.612
YER063W	5.682
YOL072W	36.158
YHR167W	0.800
YHR025W	0.741
YCR053W	7.910
YKR059W	1.333
YJL138C	12.919
YPR163C	1.724
YGR162W	5.696
YGL049C	14.894
YGR181W	0.532
YOR297C	10.656
YBR067C	0.562
YPR040W	11.932
YER011W	1.969
YOR010C	5.333
YIL011W	4.145
YOR009W	13.402
YLR136C	2.500
YPR074C	4.348
YBR117C	1.695
YOL018C	4.630
YDR105C	10.185
YER175C	7.947
YGR260W	3.311
YNL273W	0.599
YKR010C	22.785
YJL093C	7.843
YDR457W	1.739
YPR133W-A	2.454
YOR045W	18.408
YNL070W	0.439
YNL121C	0.000
YHR117W	0.847
YOL006C	4.854
YLR234W	1.931
YJR066W	10.502
YGR221C	0.625
YGL179C	7.083
YLR183C	7.895
YGL096W	1.325
YGR096W	1.190
YAL016W	6.965
YJL164C	7.857
YPL203W	5.839
YKL166C	1.282
YNL079C	0.000
YIL138C	1.961
YLL028W	11.494
YGR138C	10.714
YPR156C	1.681
YOR273C	1.370
YKL174C	0.830
YMR156C	6.780
YBR126C	1.802
YDR074W	4.545
YMR261C	7.000
YOL115W	20.984
YNL299W	1.977
YJL129C	4.659
YKR050W	3.980
YDR120C	5.682
YOL093W	6.742
YKR056W	3.974
YDL112W	4.301
YDL201W	4.242
YDR165W	1.935
YML014W	4.000
YDR007W	1.442
YER090W	1.205
YKL211C	14.414
YDR354W	2.817
YGL026C	10.185
YHR106W	2.660
YOR115C	9.000
YLR043C	6.630
YGR209C	0.000
YCR083W	3.046
YML028W	12.295
YDR453C	2.484
YML100W	5.185
YLR435W	2.174
YDR513W	3.086
YML124C	7.692
YOR187W	0.581
YKL034W	5.612
YCR084C	NaN
YLR425W	4.688
YGR080W	2.047
YOR344C	10.458
YBR166C	0.000
YOR295W	4.545
YPR066W	5.224
YHR111W	1.058
YOR339C	8.571
YLR306W	7.778
YDR092W	13.158
YDR059C	3.521
YEL012W	2.685
YLL039C	1.471
YDL122W	0.402
YKR098C	3.750
YJL197W	0.000
YBL067C	2.740
YBR058C	2.778
YMR304W	10.000
YPL072W	10.317
YOR124C	0.000
YER151C	9.202
YER144C	3.750
YFR010W	4.082
YIL156W	4.545
YMR223W	6.299
YER098W	2.020
YGR184C	0.741
YLR024C	19.583
YBR165W	9.434
YDL091C	3.000
YMR067C	11.957
YDR330W	5.882
YJL048C	0.000
YBR273C	1.327
YDL190C	2.532
YKL010C	4.242
YML088W	5.019
YGR019W	2.041
YBR006W	0.543
YDL170W	0.909
YDL210W	2.475
YDR470C	4.412
YDL169C	0.709
YAR027W	4.651
YPL186C	3.933
YKR044W	10.471
YPL003W	4.444
YPL139C	3.390
YDR207C	6.773
YBR173C	0.000
YML021C	1.307
YDR213W	3.086
YGR072W	1.515
YKL216W	15.528
YMR271C	2.105
YJL130C	0.606
YLR420W	1.389
YML106W	9.890
YBL039C	0.524
YJR103W	12.745
YNL229C	3.846
YDR400W	5.344
YNR012W	10.753
YIL008W	4.202
YML029W	4.959
YKR042W	1.648
YKR060W	2.956
YJR049C	12.500
YEL040W	13.068
YEL038W	9.548
YEL005C	4.930
YLR386W	7.602
YCL063W	0.000
YNL054W	8.284
YEL013W	3.797
YOR068C	19.022
YOR106W	12.500
YDL077C	2.924
YGL212W	0.000
YML115C	6.612
YMR088C	6.878
YBR293W	0.000
YCL069W	5.435
YDL128W	2.139
YDR247W	2.830
YIL135C	1.657
YOR054C	7.658
YDR359C	1.695
YLR373C	8.295
YBR105C	0.000
YNL212W	3.774
YIL017C	4.571
YGL227W	1.136
YPL253C	6.926
YLR410W	1.818
YHR039C-A	7.386
YPR036W	0.901
YBR127C	9.524
YGR105W	12.736
YHR060W	1.587
YOR332W	0.532
YKL080W	3.139
YLR447C	6.796
YGR020C	0.633
YEL051W	8.861
YOR270C	4.233
YKL119C	5.263
YKR001C	4.255
YLL040C	0.893
YBR097W	5.155
YPL045W	9.091
YOR132W	4.762
YMR077C	7.362
YOR089C	9.402
YKL041W	2.105
YJR102C	7.752
YNR006W	4.020
YPL065W	6.061
YHR012W	2.419
YDR495C	4.082
YPL120W	9.278
YLR396C	7.531
YLR240W	11.465
YJL154C	4.717
YLR417W	11.168
YLR360W	20.787
YPR173C	4.673
YDR080W	5.505
YGL095C	6.422
YOR069W	6.154
YKR020W	2.041
YDR484W	2.098
YJL029C	8.057
YDR027C	9.333
YJR044C	1.163
YDR486C	0.000
YDR136C	2.242
YGR141W	0.559
YLR261C	8.397
YDR200C	1.242
YLR322W	0.341
YPR139C	1.948
YOL129W	3.448
YPR087W	15.476
YJR126C	13.333
YML041C	20.588
YDR485C	29.762
YGL104C	0.000
YDR372C	1.327
YNL246W	0.000
YAL002W	1.143
YML097C	4.636
YLR337C	2.542
YLR181C	13.636
YER072W	7.317
YFL004W	10.377
YPL019C	7.879
YJL012C	0.543
YIL173W	5.882
YOR359W	8.284
YML076C	4.608
YOR043W	3.876
YNL197C	7.407
YDL224C	6.471
YOR083W	3.521
YNL283C	0.654
YOL105C	9.910
YHL028W	2.083
YHR134W	25.926
YOR230W	18.878
YOR229W	3.352
YFL010C	10.983
YIL101C	4.478
YLR090W	6.923
YGR194C	1.382
YJR133W	1.220
YDR369C	9.179
YLR070C	0.000
YNL107W	0.820
YJL141C	9.502
YML007W	4.800
YHR161C	6.667
YGR241C	3.509
YHL009C	1.053
YIR018W	5.839
YDR259C	7.509
YOL028C	4.545
YPL239W	1.149
YAR035W	2.717
YER024W	0.800
YBR216C	1.734
YGL060W	2.083
YLL048C	0.433
YDR135C	3.371
YHR135C	11.215
YNL154C	2.105
YER123W	10.336
YCR004C	8.511
YPL087W	8.602
YNL064C	0.000
YEL004W	1.370
YLR020C	8.187
YER041W	0.000
YOL128C	2.685
YNL160W	7.143
YGR234W	4.000
YJL059W	5.517
YMR241W	0.000
YDR451C	4.688
YCR059C	0.000
YMR152W	4.741
YMR151W	3.831
YNL044W	3.043
YGL198W	0.885
YGL161C	11.966
YKL094W	1.932
YLR200W	8.108
YMR284W	3.846
YMR106C	3.378
YHL014C	2.564
YPR058W	1.515
YBR104W	4.135
YML038C	1.695
YPR024W	9.697
YJR110W	2.212
YFR049W	20.202
YER005W	2.685
YOR064C	12.281
YKL067W	2.358
YPR028W	5.161
YGR281W	1.487
YDR057W	15.232
YML027W	17.582
YBR183W	0.667
YKL126W	2.804
YMR104C	10.204
YDR368W	6.299
YLR120C	4.027
YLR121C	1.734
YGL259W	2.055
YIR039C	2.286
YDR349C	1.587
YBR264C	0.000
YNL304W	0.769
YER031C	0.794
YGL210W	0.690
YHR105W	0.962
YKR014C	2.041
YNL093W	4.032
YLR262C	2.721
YML001W	3.365
YKL214C	1.829
YGL164C	7.362
YNL339C	3.067
YOR172W	7.971
YBR054W	1.176
YOR162C	10.000
YBR111C	0.459
YHR017W	3.103
YHR016C	0.485
YHR155W	7.772
YOR003W	9.424
YKR053C	12.963
YBR148W	1.695
YBR162W-A	6.061
YMR089C	4.911
YPL074W	14.141
YGR270W	2.857
YNL237W	0.543
YJR099W	5.579
YJL139C	6.763
YOR087W	8.120
YIR026C	6.667
YJL056C	1.515
YMR273C	4.237
YML109W	0.000
YOL109W	17.094
YDR285W	1.003
YGL249W	1.852
YJR127C	9.375
YMR243C	1.739
YNR039C	0.538
YER033C	2.674
YGL255W	0.521
YLR130C	0.000
YKL175W	5.668
YBR046C	0.939
YGR285C	2.247
YNL241C	3.425
YAL004W	8.696
YAL018C	4.979
YAL027W	3.797
YAL036C	4.274
YAL037W	7.200
YAL042C-A	5.738
YAL045C	2.564
YAL046C	4.525
YAL049C	4.000
YAL053W	1.333
YAL056C-A	0.797
YAL061W	5.769
YAL064C-A	2.542
YAL065C	4.783
YAL066W	3.571
YAL068C	3.226
YAR023C	2.551
YAR028W	5.263
YAR029W	9.917
YAR030C	0.000
YAR047C	2.247
YBL009W	1.493
YBL010C	0.526
YBL012C	1.042
YBL028C	0.476
YBL029W	0.752
YBL036C	2.353
YBL044W	2.581
YBL046W	2.667
YBL048W	2.198
YBL053W	0.448
YBL054W	1.418
YBL055C	0.820
YBL059W	1.613
YBL060W	1.724
YBL062W	0.595
YBL065W	0.641
YBL070C	0.000
YBL071C	0.000
YBL081W	2.290
YBL083C	1.754
YBL086C	1.681
YBL094C	1.274
YBL095W	2.564
YBL096C	8.247
YBL100C	0.602
YBL104C	0.405
YBL107C	0.000
YBR007C	3.955
YBR012C	0.000
YBR013C	0.380
YBR014C	1.626
YBR016W	0.000
YBR025C	5.063
YBR027C	0.000
YBR028C	1.826
YBR030W	0.426
YBR032W	0.429
YBR033W	3.810
YBR042C	0.467
YBR047W	0.483
YBR051W	1.212
YBR052C	0.000
YBR053C	0.694
YBR056W	1.818
YBR062C	1.970
YBR063C	4.639
YBR064W	1.111
YBR071W	4.698
YBR074W	2.198
YBR090C	0.000
YBR094W	0.810
YBR095C	0.000
YBR096W	1.163
YBR099C	1.408
YBR108W	2.655
YBR113W	1.149
YBR116C	0.735
YBR134W	2.878
YBR137W	0.000
YBR138C	1.205
YBR139W	1.717
YBR141C	1.200
YBR144C	6.486
YBR147W	2.439
YBR159W	3.704
YBR162C	2.247
YBR174C	5.625
YBR178W	0.478
YBR184W	2.083
YBR187W	1.942
YBR194W	0.769
YBR197C	2.222
YBR204C	1.633
YBR206W	2.597
YBR209W	1.342
YBR219C	1.681
YBR220C	1.754
YBR224W	2.158
YBR225W	1.587
YBR226C	1.571
YBR230C	1.215
YBR232C	0.000
YBR235W	4.167
YBR238C	0.000
YBR239C	0.797
YBR241C	0.000
YBR242W	0.000
YBR246W	1.053
YBR250W	1.463
YBR255W	0.448
YBR259W	0.000
YBR261C	0.840
YBR262C	2.215
YBR269C	1.970
YBR270C	0.000
YBR271W	0.840
YBR277C	2.062
YBR280C	2.454
YBR281C	2.439
YBR284W	2.410
YBR285W	3.109
YBR287W	1.587
YBR292C	1.852
YBR300C	0.549
YCL001W-A	1.685
YCL002C	1.053
YCL005W	8.571
YCL006C	8.763
YCL007C	12.500
YCL022C	0.858
YCL023C	7.587
YCL033C	2.703
YCL042W	5.851
YCL044C	8.000
YCL045C	0.893
YCL046W	2.963
YCL047C	4.242
YCL049C	6.349
YCL056C	4.965
YCL074W	2.597
YCL075W	6.736
YCL076W	7.491
YCR001W	3.158
YCR006C	4.545
YCR007C	3.876
YCR015C	7.576
YCR016W	6.630
YCR022C	11.735
YCR023C	5.426
YCR025C	1.075
YCR026C	1.852
YCR043C	0.435
YCR045C	1.124
YCR049C	1.471
YCR050C	3.627
YCR051W	4.663
YCR060W	7.692
YCR061W	2.732
YCR076C	1.734
YCR079W	2.027
YCR082W	0.000
YCR085W	3.271
YCR087C-A	2.308
YCR087W	1.111
YCR090C	8.287
YCR095W	2.994
YCR099C	8.511
YCR100C	3.297
YCR101C	1.676
YCR102C	5.641
YCR102W-A	1.429
YDL009C	11.382
YDL010W	6.522
YDL011C	6.000
YDL012C	3.810
YDL023C	8.264
YDL025C	5.952
YDL026W	8.163
YDL027C	7.547
YDL032W	11.382
YDL034W	2.069
YDL036C	5.147
YDL038C	4.865
YDL041W	NaN
YDL046W	9.155
YDL050C	4.724
YDL057W	4.403
YDL062W	12.121
YDL063C	0.995
YDL068W	3.529
YDL071C	20.710
YDL072C	8.065
YDL073W	4.854
YDL086W	4.688
YDL089W	4.469
YDL094C	12.963
YDL096C	6.250
YDL099W	4.167
YDL109C	2.817
YDL110C	1.176
YDL114W	3.352
YDL118W	6.173
YDL119C	8.594
YDL121C	1.333
YDL124W	0.709
YDL129W	1.639
YDL133W	2.740
YDL144C	3.721
YDL146W	1.327
YDL156W	3.012
YDL157C	7.273
YDL158C	2.459
YDL162C	0.633
YDL172C	1.974
YDL173W	3.704
YDL176W	6.542
YDL177C	5.590
YDL180W	7.519
YDL183C	3.614
YDL186W	0.637
YDL187C	8.040
YDL199C	0.500
YDL203C	2.326
YDL206W	7.609
YDL211C	0.389
YDL218W	1.351
YDL233W	2.041
YDL237W	4.000
YDL241W	1.379
YDL242W	1.714
YDR008C	3.431
YDR010C	15.164
YDR015C	18.232
YDR018C	7.595
YDR020C	11.881
YDR026C	9.479
YDR029W	11.570
YDR031W	10.692
YDR042C	8.642
YDR048C	5.556
YDR049W	9.796
YDR051C	9.016
YDR056C	4.412
YDR061W	4.545
YDR063W	10.648
YDR065W	17.881
YDR066C	3.968
YDR067C	3.097
YDR070C	12.418
YDR071C	2.158
YDR084C	11.268
YDR089W	8.901
YDR090C	17.197
YDR094W	13.659
YDR095C	6.977
YDR100W	8.287
YDR102C	11.613
YDR107C	11.728
YDR109C	12.060
YDR111C	12.736
YDR112W	20.526
YDR114C	11.348
YDR115W	14.126
YDR117C	2.963
YDR119W	15.132
YDR124W	7.101
YDR128W	0.704
YDR131C	8.442
YDR132C	10.837
YDR133C	8.671
YDR134C	3.518
YDR140W	14.205
YDR149C	1.899
YDR154C	10.370
YDR157W	0.000
YDR161W	7.477
YDR179W-A	9.910
YDR185C	3.356
YDR186C	13.441
YDR193W	1.376
YDR198C	2.186
YDR199W	2.577
YDR203W	2.308
YDR209C	7.339
YDR210W	0.000
YDR215C	9.804
YDR219C	2.210
YDR220C	2.151
YDR221W	6.471
YDR222W	7.489
YDR230W	6.633
YDR239C	1.840
YDR248C	1.471
YDR249C	1.899
YDR250C	5.755
YDR262W	2.222
YDR266C	3.285
YDR269C	0.515
YDR271C	1.901
YDR274C	4.032
YDR278C	3.249
YDR282C	4.831
YDR286C	0.351
YDR287W	1.099
YDR290W	16.260
YDR291W	11.594
YDR306C	0.541
YDR307W	0.402
YDR314C	1.017
YDR317W	1.471
YDR319C	2.353
YDR326C	1.515
YDR332W	31.469
YDR333C	0.725
YDR336W	1.685
YDR338C	3.825
YDR340W	5.389
YDR344C	1.648
YDR348C	7.377
YDR352W	5.093
YDR357C	5.854
YDR360W	1.190
YDR370C	2.370
YDR374C	1.515
YDR387C	10.837
YDR391C	3.646
YDR401W	11.224
YDR415C	3.553
YDR417C	4.202
YDR426C	6.475
YDR428C	4.651
YDR431W	3.704
YDR433W	3.021
YDR438W	9.483
YDR442W	0.000
YDR444W	5.732
YDR445C	4.918
YDR455C	0.649
YDR458C	3.111
YDR459C	2.016
YDR467C	7.500
YDR475C	3.311
YDR476C	1.376
YDR491C	7.500
YDR493W	10.769
YDR506C	2.178
YDR509W	4.132
YDR514C	0.000
YDR520C	0.633
YDR521W	4.721
YDR532C	7.692
YDR535C	0.000
YDR537C	4.255
YDR539W	0.837
YDR540C	23.451
YDR541C	4.314
YEL001C	15.152
YEL006W	6.897
YEL007W	5.000
YEL008W	17.284
YEL010W	10.377
YEL014C	8.333
YEL016C	5.590
YEL020C	15.287
YEL023C	12.121
YEL025C	9.474
YEL028W	5.660
YEL033W	7.895
YEL041W	12.255
YEL043W	1.613
YEL045C	1.047
YEL047C	9.868
YEL048C	3.008
YEL057C	2.994
YEL059W	3.774
YEL067C	20.103
YEL068C	8.000
YER004W	3.540
YER007C-A	2.073
YER010C	8.667
YER030W	1.911
YER034W	1.361
YER038W-A	2.186
YER039C-A	2.597
YER046W-A	0.485
YER049W	7.071
YER051W	4.965
YER064C	9.917
YER066C-A	9.886
YER066W	1.242
YER067C-A	1.875
YER067W	9.845
YER068C-A	0.000
YER071C	7.636
YER077C	1.075
YER078C	7.194
YER079W	5.189
YER080W	5.702
YER084W	1.754
YER085C	16.727
YER087W	7.429
YER091C-A	6.173
YER093C-A	3.268
YER097W	1.351
YER113C	4.959
YER119C-A	5.314
YER121W	9.294
YER128W	8.403
YER130C	5.263
YER134C	6.404
YER135C	1.515
YER137C	10.048
YER139C	1.310
YER140W	4.301
YER152C	6.132
YER156C	4.663
YER158C	3.665
YER163C	4.301
YER181C	12.690
YER182W	16.981
YER184C	15.972
YER185W	10.870
YER186C	11.875
YER187W	9.249
YER188W	1.163
YFL012W	4.608
YFL012W-A	4.211
YFL015C	5.797
YFL019C	9.569
YFL032W	10.241
YFL034W	9.346
YFL040W	16.327
YFL042C	10.537
YFL044C	11.765
YFL046W	8.696
YFL049W	11.765
YFL051C	3.743
YFL052W	11.842
YFL054C	10.303
YFL063W	6.977
YFR006W	10.127
YFR007W	21.429
YFR011C	3.008
YFR012W	13.636
YFR016C	6.322
YFR017C	11.465
YFR018C	7.650
YFR020W	3.608
YFR022W	8.228
YFR026C	3.356
YFR032C	3.153
YFR035C	10.127
YFR038W	21.053
YFR039C	1.794
YFR043C	36.224
YFR044C	10.680
YFR045W	8.667
YFR054C	13.873
YFR055W	28.814
YFR056C	6.154
YFR057W	2.857
YGL007W	0.546
YGL010W	2.459
YGL015C	5.882
YGL024W	12.360
YGL034C	8.696
YGL036W	2.128
YGL039W	7.339
YGL041C	2.212
YGL042C	1.429
YGL050W	2.105
YGL057C	2.899
YGL059W	2.688
YGL072C	3.247
YGL079W	1.734
YGL080W	9.259
YGL081W	0.578
YGL082W	3.030
YGL085W	22.823
YGL088W	1.471
YGL101W	0.662
YGL108C	0.797
YGL109W	1.932
YGL114W	0.000
YGL117W	2.105
YGL118C	1.212
YGL132W	10.825
YGL138C	5.419
YGL139W	11.856
YGL140C	2.193
YGL146C	2.193
YGL149W	1.478
YGL152C	1.695
YGL157W	6.322
YGL159W	8.696
YGL160W	4.494
YGL165C	4.444
YGL176C	10.268
YGL177W	3.200
YGL196W	0.000
YGL199C	0.287
YGL214W	1.954
YGL217C	0.999
YGL218W	1.460
YGL220W	0.490
YGL226W	0.000
YGL230C	2.439
YGL231C	0.585
YGL235W	3.826
YGL242C	6.343
YGL250W	0.417
YGL258W	6.299
YGL260W	2.597
YGL261C	2.353
YGL262W	4.430
YGR001C	4.615
YGR011W	1.326
YGR012W	4.082
YGR015C	3.175
YGR016W	3.061
YGR017W	2.878
YGR018C	1.834
YGR021W	1.439
YGR022C	1.582
YGR025W	1.687
YGR026W	2.618
YGR031W	2.632
YGR033C	5.983
YGR035C	2.509
YGR039W	3.614
YGR042W	1.796
YGR043C	3.042
YGR045C	1.456
YGR050C	2.618
YGR051C	1.604
YGR052W	1.765
YGR053C	2.674
YGR054W	5.769
YGR058W	4.225
YGR064W	2.454
YGR066C	0.602
YGR067C	0.826
YGR068C	0.930
YGR069W	1.818
YGR071C	5.226
YGR079W	1.754
YGR093W	1.667
YGR102C	0.472
YGR106C	0.588
YGR107W	0.858
YGR110W	3.125
YGR111W	0.503
YGR117C	1.418
YGR122C-A	1.676
YGR122W	4.091
YGR125W	1.418
YGR126W	3.676
YGR127W	0.000
YGR130C	0.218
YGR131W	2.190
YGR137W	1.630
YGR139W	3.175
YGR146C	6.494
YGR149W	1.961
YGR150C	1.575
YGR151C	3.401
YGR153W	0.546
YGR154C	0.000
YGR160W	10.204
YGR164W	1.071
YGR168C	0.000
YGR173W	1.117
YGR176W	1.531
YGR182C	0.917
YGR201C	2.830
YGR203W	2.538
YGR205W	5.479
YGR206W	7.843
YGR207C	1.538
YGR210C	0.000
YGR219W	8.696
YGR226C	6.494
YGR228W	3.125
YGR235C	2.041
YGR237C	1.538
YGR242W	0.000
YGR243W	1.293
YGR250C	0.541
YGR259C	4.505
YGR263C	2.174
YGR266W	2.454
YGR269W	7.407
YGR272C	11.053
YGR273C	1.364
YGR283C	6.250
YGR287C	2.500
YGR290W	16.176
YGR291C	2.358
YHL005C	14.286
YHL008C	1.442
YHL010C	3.077
YHL012W	1.014
YHL013C	4.505
YHL017W	1.681
YHL021C	1.579
YHL026C	2.041
YHL029C	4.762
YHL035C	1.382
YHL037C	2.186
YHL039W	1.031
YHL041W	0.000
YHL042W	2.315
YHL044W	1.117
YHL045W	2.353
YHL046C	0.823
YHR003C	0.556
YHR009C	3.125
YHR022C	11.157
YHR029C	2.762
YHR032W	2.890
YHR033W	9.179
YHR034C	7.116
YHR035W	3.191
YHR045W	2.459
YHR048W	5.446
YHR049C-A	0.402
YHR078W	4.027
YHR080C	0.407
YHR087W	15.217
YHR095W	2.083
YHR097C	2.027
YHR100C	2.797
YHR112C	1.333
YHR113W	2.326
YHR125W	0.000
YHR126C	1.724
YHR127W	0.568
YHR130C	5.634
YHR131C	1.117
YHR132W-A	2.381
YHR133C	14.783
YHR138C	1.724
YHR139C-A	0.382
YHR140W	1.562
YHR151C	0.000
YHR159W	0.568
YHR162W	3.093
YHR177W	1.026
YHR180W	0.926
YHR181W	1.299
YHR182W	4.790
YHR198C	4.487
YHR199C	3.070
YHR202W	2.073
YHR209W	5.714
YHR210C	0.000
YIL001W	1.754
YIL006W	4.061
YIL012W	2.069
YIL014C-A	1.770
YIL023C	5.769
YIL024C	2.532
YIL025C	17.647
YIL028W	7.317
YIL029C	0.000
YIL032C	4.478
YIL039W	9.722
YIL041W	10.067
YIL042C	0.625
YIL054W	1.053
YIL055C	2.347
YIL056W	5.988
YIL057C	2.273
YIL058W	3.106
YIL059C	2.913
YIL060W	1.478
YIL064W	6.186
YIL067C	3.571
YIL077C	7.317
YIL086C	11.679
YIL087C	6.422
YIL089W	2.158
YIL092W	1.355
YIL096C	4.520
YIL100W	3.774
YIL102C	1.000
YIL103W	0.800
YIL108W	2.985
YIL110W	0.667
YIL130W	2.655
YIL137C	4.895
YIL141W	0.806
YIL152W	3.497
YIL157C	4.091
YIL158W	4.000
YIL161W	1.744
YIL163C	3.226
YIL165C	1.105
YIL166C	3.101
YIR003W	1.408
YIR007W	1.370
YIR014W	0.746
YIR016W	0.485
YIR020C	9.302
YIR020W-A	4.520
YIR024C	9.434
YIR035C	7.500
YIR036C	18.675
YIR042C	1.532
YIR043C	2.113
YIR044C	0.641
YJL007C	4.142
YJL016W	3.881
YJL022W	2.190
YJL027C	2.232
YJL028W	4.902
YJL037W	17.647
YJL038C	15.254
YJL043W	9.223
YJL045W	3.261
YJL046W	9.701
YJL049W	11.475
YJL051W	22.500
YJL055W	7.059
YJL057C	18.182
YJL064W	3.846
YJL067W	5.000
YJL068C	8.589
YJL070C	5.861
YJL075C	4.730
YJL084C	13.333
YJL103C	4.969
YJL107C	8.612
YJL118W	3.333
YJL119C	9.420
YJL120W	3.419
YJL122W	13.907
YJL123C	1.508
YJL131C	23.478
YJL132W	2.871
YJL135W	7.087
YJL142C	20.183
YJL144W	1.786
YJL147C	8.904
YJL149W	9.524
YJL150W	8.654
YJL152W	17.483
YJL160C	9.276
YJL161W	9.548
YJL163C	11.180
YJL169W	28.649
YJL171C	11.521
YJL175W	8.219
YJL181W	10.738
YJL182C	25.568
YJL185C	2.459
YJL193W	16.410
YJL200C	7.981
YJL206C	9.076
YJL207C	17.840
YJL211C	0.526
YJL213W	9.016
YJL215C	10.059
YJL216C	3.465
YJL217W	2.688
YJL218W	8.537
YJR003C	1.058
YJR008W	4.206
YJR011C	1.596
YJR014W	2.273
YJR015W	0.000
YJR018W	5.882
YJR020W	2.260
YJR024C	1.042
YJR026W	2.451
YJR030C	1.676
YJR037W	1.005
YJR038C	4.274
YJR039W	2.203
YJR054W	10.377
YJR056C	4.094
YJR061W	3.982
YJR079W	2.326
YJR080C	5.000
YJR087W	9.009
YJR088C	1.923
YJR096W	8.696
YJR098C	7.317
YJR100C	8.889
YJR107W	6.173
YJR111C	13.242
YJR115W	11.111
YJR116W	6.711
YJR119C	1.111
YJR120W	7.792
YJR124C	0.556
YJR128W	1.250
YJR129C	4.124
YJR142W	11.450
YJR146W	4.688
YJR149W	5.825
YJR154W	2.920
YKL023W	1.744
YKL027W	1.449
YKL030W	5.025
YKL031W	12.121
YKL033W-A	7.229
YKL037W	1.818
YKL044W	12.308
YKL047W	2.488
YKL050C	12.329
YKL053W	2.857
YKL056C	3.448
YKL061W	16.234
YKL063C	7.738
YKL065C	5.078
YKL066W	9.783
YKL069W	3.261
YKL070W	19.617
YKL071W	1.471
YKL075C	3.070
YKL077W	8.602
YKL091C	1.087
YKL097C	6.464
YKL098W	5.488
YKL100C	0.455
YKL102C	1.538
YKL105C	1.521
YKL107W	5.208
YKL115C	0.662
YKL118W	4.301
YKL121W	0.758
YKL123W	5.366
YKL131W	5.769
YKL133C	1.562
YKL134C	1.770
YKL136W	2.632
YKL137W	0.000
YKL147C	3.500
YKL151C	14.344
YKL161C	1.724
YKL162C	1.408
YKL162C-A	3.846
YKL169C	2.326
YKL171W	5.983
YKL177W	2.688
YKL187C	1.266
YKL202W	2.083
YKL206C	4.206
YKL207W	6.322
YKL215C	2.844
YKL222C	0.667
YKR005C	14.167
YKR007W	5.208
YKR011C	5.195
YKR012C	6.250
YKR015C	5.625
YKR016W	6.250
YKR017C	0.000
YKR018C	8.929
YKR021W	11.409
YKR023W	4.061
YKR027W	1.156
YKR032W	3.529
YKR033C	4.396
YKR035C	9.600
YKR040C	9.804
YKR041W	9.942
YKR043C	2.339
YKR045C	0.392
YKR047W	0.985
YKR049C	3.535
YKR051W	2.484
YKR064W	16.230
YKR065C	7.287
YKR070W	10.870
YKR073C	11.321
YKR074W	7.471
YKR075C	2.966
YKR077W	7.407
YKR078W	5.696
YKR088C	1.010
YKR089C	2.817
YKR096W	1.765
YKR104W	6.283
YKR105C	0.000
YKR106W	0.518
YLL007C	1.724
YLL012W	3.431
YLL014W	5.495
YLL017W	11.053
YLL020C	3.922
YLL023C	8.108
YLL025W	4.000
YLL029W	2.857
YLL030C	0.000
YLL032C	1.818
YLL033W	17.127
YLL044W	1.739
YLL047W	1.633
YLL049W	5.556
YLL053C	2.521
YLL054C	6.220
YLL055W	11.982
YLL056C	4.739
YLL058W	3.704
YLL059C	0.524
YLR001C	4.878
YLR003C	3.067
YLR004C	4.878
YLR012C	2.521
YLR016C	1.200
YLR021W	19.403
YLR030W	0.515
YLR031W	0.505
YLR036C	0.382
YLR040C	7.143
YLR041W	10.219
YLR042C	4.265
YLR046C	2.273
YLR047C	10.059
YLR049C	1.619
YLR050C	14.570
YLR053C	10.909
YLR057W	2.920
YLR063W	3.046
YLR064W	16.049
YLR065C	9.444
YLR072W	4.324
YLR073C	7.692
YLR077W	1.294
YLR089C	5.882
YLR091W	7.729
YLR104W	11.064
YLR108C	1.619
YLR111W	0.962
YLR112W	3.061
YLR114C	0.422
YLR118C	2.469
YLR122C	1.250
YLR123C	4.739
YLR124W	0.000
YLR125W	NaN
YLR126C	2.516
YLR128W	1.481
YLR137W	3.261
YLR143W	0.000
YLR149C	0.452
YLR152C	0.000
YLR164W	0.610
YLR168C	14.634
YLR169W	1.905
YLR171W	6.250
YLR173W	5.714
YLR177W	2.885
YLR179C	0.559
YLR184W	0.000
YLR187W	2.752
YLR193C	7.826
YLR194C	1.818
YLR199C	6.667
YLR201C	2.242
YLR202C	0.565
YLR211C	7.500
YLR217W	9.322
YLR218C	9.910
YLR224W	4.386
YLR225C	7.207
YLR232W	6.522
YLR235C	2.273
YLR236C	2.811
YLR241W	1.327
YLR247C	15.695
YLR252W	1.376
YLR253W	3.681
YLR254C	1.829
YLR255C	2.424
YLR257W	12.698
YLR262C-A	0.858
YLR267W	0.549
YLR269C	5.769
YLR271W	0.930
YLR278C	3.000
YLR279W	7.018
YLR280C	3.101
YLR281C	0.694
YLR282C	0.518
YLR283W	3.261
