orf	hom | mitotic recombination (frequency of Rad52 foci) | minimal complete-leu [standard] | Alvaro D~Rothstein R, 2007
YAL002W	1.1428571428571428
YAL004W	8.695652173913043
YAL005C	3.5294117647058822
YAL007C	13.636363636363635
YAL008W	6.25
YAL009W	4.972375690607735
YAL010C	10.0
YAL011W	3.508771929824561
YAL012W	0.7299270072992701
YAL013W	4.0
YAL014C	3.015075376884422
YAL015C	1.8292682926829267
YAL016W	6.965174129353234
YAL017W	5.405405405405405
YAL018C	4.979253112033195
YAL019W	12.676056338028168
YAL020C	10.69182389937107
YAL021C	3.787878787878788
YAL022C	24.82758620689655
YAL023C	2.7586206896551726
YAL024C	7.741935483870968
YAL026C	10.869565217391305
YAL027W	3.79746835443038
YAL028W	6.185567010309279
YAL029C	2.6217228464419478
YAL030W	2.3923444976076556
YAL031C	2.9585798816568047
YAL034C	1.015228426395939
YAL035W	5.128205128205128
YAL036C	4.273504273504273
YAL037W	7.199999999999999
YAL039C	5.405405405405405
YAL040C	7.518796992481203
YAL042C-A	5.737704918032787
YAL042W	2.5974025974025974
YAL044C	3.7735849056603774
YAL045C	2.564102564102564
YAL046C	4.524886877828054
YAL047C	2.1052631578947367
YAL048C	6.1946902654867255
YAL049C	4.0
YAL051W	1.4492753623188406
YAL053W	1.3333333333333335
YAL054C	11.267605633802818
YAL055W	9.615384615384617
YAL056C-A	0.796812749003984
YAL056W	4.166666666666666
YAL058W	0.0
YAL059W	3.3333333333333335
YAL060W	2.7149321266968327
YAL061W	5.769230769230769
YAL062W	2.2900763358778624
YAL064C-A	2.5423728813559325
YAL065C	4.782608695652174
YAL066W	3.571428571428571
YAL067C	7.575757575757576
YAL068C	3.225806451612903
YAR002C-A	7.142857142857142
YAR002W	24.444444444444443
YAR003W	1.1235955056179776
YAR014C	1.6304347826086956
YAR015W	2.083333333333333
YAR018C	3.91304347826087
YAR020C	2.450980392156863
YAR023C	2.5510204081632653
YAR027W	4.651162790697675
YAR028W	5.263157894736842
YAR029W	9.917355371900827
YAR030C	0.0
YAR031W	6.25
YAR035W	2.717391304347826
YAR042W	1.3313190444717213
YAR047C	2.247191011235955
YAR050W	0.0
YBL001C	0.0
YBL002W	1.4285714285714286
YBL003C	2.9069767441860463
YBL005W	0.5617977528089888
YBL006C	0.546448087431694
YBL007C	0.45662100456621
YBL008W	0.8849557522123894
YBL009W	1.4925373134328357
YBL010C	0.5263157894736842
YBL011W	0.591715976331361
YBL012C	1.0416666666666665
YBL013W	0.7782101167315175
YBL015W	2.083333333333333
YBL016W	5.05050505050505
YBL017C	1.5037593984962405
YBL019W	3.0434782608695654
YBL021C	0.904977375565611
YBL022C	4.25531914893617
YBL024W	2.7027027027027026
YBL025W	0.8928571428571428
YBL027W	0.0
YBL028C	0.4761904761904762
YBL029W	0.7518796992481203
YBL031W	3.664921465968586
YBL032W	1.6597510373443984
YBL033C	0.0
YBL036C	2.3529411764705883
YBL037W	1.1111111111111112
YBL038W	2.5423728813559325
YBL039C	0.5235602094240838
YBL042C	4.444444444444445
YBL043W	1.9230769230769231
YBL044W	2.5806451612903225
YBL045C	2.5380710659898478
YBL046W	2.666666666666667
YBL047C	2.631578947368421
YBL048W	2.197802197802198
YBL049W	1.092896174863388
YBL051C	1.4285714285714286
YBL052C	2.3952095808383236
YBL053W	0.4484304932735426
YBL054W	1.4184397163120568
YBL055C	0.819672131147541
YBL056W	2.877697841726619
YBL057C	0.5319148936170213
YBL058W	2.6178010471204187
YBL059W	1.6129032258064515
YBL060W	1.7241379310344827
YBL061C	0.5154639175257731
YBL062W	0.5952380952380952
YBL063W	0.0
YBL064C	0.641025641025641
YBL065W	0.641025641025641
YBL066C	
YBL067C	2.73972602739726
YBL068W	0.0
YBL069W	0.0
YBL070C	0.0
YBL071C	0.0
YBL072C	1.7543859649122806
YBL075C	2.247191011235955
YBL078C	2.097902097902098
YBL079W	0.9009009009009009
YBL080C	0.8928571428571428
YBL081W	2.2900763358778624
YBL082C	0.6802721088435374
YBL083C	1.7543859649122806
YBL085W	0.5847953216374269
YBL086C	1.680672268907563
YBL087C	3.10077519379845
YBL088C	1.7301038062283738
YBL089W	3.4482758620689653
YBL090W	2.604166666666667
YBL091C	1.4925373134328357
YBL091C-A	3.870967741935484
YBL093C	9.574468085106384
YBL094C	1.2738853503184715
YBL095W	2.564102564102564
YBL096C	8.24742268041237
YBL098W	3.3783783783783785
YBL099W	0.0
YBL100C	0.6024096385542169
YBL101C	1.3100436681222707
YBL102W	2.0408163265306123
YBL103C	0.9523809523809524
YBL104C	0.4048582995951417
YBL106C	3.0456852791878175
YBL107C	0.0
YBR001C	0.0
YBR003W	2.8708133971291865
YBR005W	0.9174311926605505
YBR006W	0.5434782608695652
YBR007C	3.954802259887006
YBR008C	1.8181818181818181
YBR009C	3.418803418803419
YBR010W	0.5181347150259068
YBR012C	0.0
YBR013C	0.38022813688212925
YBR014C	1.6260162601626018
YBR015C	1.3157894736842104
YBR016W	0.0
YBR018C	2.5
YBR019C	1.4492753623188406
YBR020W	0.2590673575129534
YBR021W	5.737704918032787
YBR022W	1.5
YBR023C	3.488372093023256
YBR024W	0.0
YBR025C	5.063291139240507
YBR026C	1.3157894736842104
YBR027C	0.0
YBR028C	1.82648401826484
YBR030W	0.425531914893617
YBR031W	0.4424778761061947
YBR032W	0.4291845493562232
YBR033W	3.8095238095238098
YBR034C	2.127659574468085
YBR035C	0.5882352941176471
YBR036C	1.293103448275862
YBR037C	1.6736401673640167
YBR039W	4.166666666666666
YBR040W	0.0
YBR041W	0.0
YBR042C	0.46728971962616817
YBR043C	0.4807692307692308
YBR044C	1.8181818181818181
YBR045C	2.7777777777777777
YBR046C	0.9389671361502347
YBR047W	0.4830917874396135
YBR048W	2.7472527472527473
YBR050C	0.966183574879227
YBR051W	1.2121212121212122
YBR052C	0.0
YBR053C	0.6944444444444444
YBR054W	1.1764705882352942
YBR056W	1.8181818181818181
