orf	hom | growth (pooled culture, barseq) | Auroramycin [1.56 uM] | YPD, HEPES [25 mM], pH 6.8, DMSO | Wong JH~Arumugam P, 2019
YBL091C-A	-0.188210707344012
YBL093C	2.54454443445032e-15
YBL094C	-0.508380896210833
YBL095W	-0.962159965303704
YBL096C	-0.100750712709829
YBL098W	0.0866214329859861
YBL099W	-0.00880717172363037
YBL100C	0.335075355666879
YBL101C	-0.00571201077244367
YBL102W	-0.349447499657218
YBL103C	0.6153211787773
YBL104C	-0.13898781772492
YBL106C	0.109097892917641
YBL107C	-0.208150582094938
YBR001C	0.0256257807615803
YBR003W	2.54454443445032e-15
YBR005W	-0.0103554948845597
YBR006W	-0.00516948055000056
YBR007C	-0.24727407628812
YBR008C	-0.493342513053361
YBR009C	-0.442292300594397
YBR010W	0.0040762832530096
YBR012C	2.54454443445032e-15
YBR013C	-0.129973368866649
YBR014C	0.646760561674215
YBR015C	-2.27456536680022
YBR016W	-0.054284809802753
YBR017C	2.54454443445032e-15
YBR018C	-0.0308877398087117
YBR019C	-0.111210306959391
YBR020W	-0.0455622615505821
YBR021W	2.54454443445032e-15
YBR022W	0.11358244746129
YBR023C	-0.275585921494384
YBR024W	-0.32464140221367
YBR025C	-3.18044559383411
YBR026C	0.605306645602158
YBR027C	-0.295820050921492
YBR028C	0.207347257405657
YBR030W	0.465442396092983
YBR031W	0.511404372963632
YBR032W	0.112007767747967
YBR033W	-0.163962064107878
YBR034C	0.0113571194083454
YBR035C	0.00564224590736743
YBR036C	-0.671623181259769
YBR037C	0.230630757068429
YBR039W	2.54454443445032e-15
YBR040W	-0.233574142566014
YBR041W	-0.392935013723167
YBR042C	0.314977339297504
YBR043C	0.191199166772683
YBR044C	-0.727257111578507
YBR045C	0.267306087816153
YBR046C	-0.31277646700717
YBR047W	2.54454443445032e-15
YBR048W	-0.772225933072057
YBR050C	0.17439596085591
YBR051W	-0.0144201412989674
YBR052C	-0.145122198144656
YBR053C	-0.0918495445869388
YBR054W	-1.00502183169057
YBR056W	-0.260853598196045
YBR057C	2.54454443445032e-15
YBR058C	0.200375257067388
YBR059C	-0.373556138536084
YBR061C	2.54454443445032e-15
YBR062C	-0.199102247299495
YBR063C	-0.0617102260429185
YBR064W	-0.222410176394668
YBR065C	0.0168808688788201
YBR066C	0.42097787352317
YBR067C	-0.047117284591483
YBR068C	0.0120881246756388
YBR069C	-0.0179038630389692
YBR071W	0.0527207494297623
YBR072W	0.30285752724759
YBR073W	0.0196902377112701
YBR074W	0.0203439203491885
YBR076W	2.54454443445032e-15
YBR077C	0.507853373951609
YBR078W	-0.260564993895564
YBR081C	0.577712328186794
YBR082C	2.54454443445032e-15
YBR083W	-0.290224513284925
YBR084C-A	-0.0159185831063759
YBR084W	-0.030281687660337
YBR085W	2.54454443445032e-15
YBR086C	2.54454443445032e-15
YBR089C-A	-0.24803225151188
YBR090C	-0.036745777860334
YBR092C	-0.0964576379134155
YBR093C	-0.336909239897466
YBR094W	-0.241280748316481
YBR095C	2.54454443445032e-15
YBR096W	2.54454443445032e-15
YBR097W	2.54454443445032e-15
YBR098W	-0.6849059129855469
YBR099C	-0.126803720897458
YBR101C	0.129390557696623
YBR103W	-0.492262368864668
YBR104W	0.403759343099401
YBR105C	-0.258572312687473
YBR106W	-0.531561816406919
YBR107C	-0.0720312776809598
YBR108W	-0.418025622413845
YBR111C	-0.00525121879551211
YBR112C	0.759243436714
YBR113W	-0.556262246016409
YBR114W	-0.619214103955904
YBR115C	2.54454443445032e-15
YBR116C	0.224719737865036
YBR117C	2.54454443445032e-15
YBR118W	2.54454443445032e-15
YBR119W	-0.352155013959075
YBR120C	0.0545904685167351
YBR121C	0.00564224590736743
YBR122C	2.54454443445032e-15
YBR125C	0.217012358603788
YBR126C	0.699413283745499
YBR127C	0.0792847432443295
YBR128C	-0.0278464296763346
YBR129C	0.233956623088043
YBR130C	0.459169352936218
YBR131W	0.00307137549898733
YBR132C	0.701437130055395
YBR133C	-1.12766554654644
YBR134W	-0.0683477624400445
YBR137W	0.116464528191843
YBR138C	-0.0788091489022541
YBR139W	-2.26378239613266
YBR141C	0.225508724589326
YBR144C	0.0417756508031325
YBR145W	0.0985087824829474
YBR146W	-1.78871306122617
YBR147W	0.0122201819388543
YBR148W	-0.179431713286916
YBR149W	2.54454443445032e-15
YBR150C	0.202398818292202
YBR151W	0.0618309152606087
YBR156C	-1.34649829170747
YBR157C	0.0262415761638313
YBR158W	-1.52616959284738
YBR159W	2.54454443445032e-15
YBR161W	-0.510724877511564
YBR162C	-1.09361525943912
YBR162W-A	-0.11469705304942
YBR163W	-1.75772910925154
YBR164C	-2.25398221707125
YBR165W	2.54454443445032e-15
YBR166C	2.54454443445032e-15
YBR168W	-1.33156047374745
YBR169C	-0.123749769882341
YBR170C	2.54454443445032e-15
YBR171W	-2.42756201725505
YBR172C	0.385026823849549
YBR173C	0.63833598260579
YBR174C	0.0751783683685165
YBR175W	-0.191534789541629
YBR176W	0.571429399555369
YBR177C	-0.314758332476015
YBR178W	0.212878855303991
YBR179C	0.299606304359263
YBR180W	0.361335312643904
YBR181C	-1.20036418307704
YBR182C	0.171260239631191
YBR183W	-0.278414432089859
YBR184W	-0.00338719298869201
YBR185C	0.391822849148773
YBR186W	0.0536060985770498
YBR187W	1.32718312336324
YBR188C	0.293255678469389
YBR189W	-0.117194792676787
YBR191W	-1.36537398107512
YBR194W	-0.505800003327247
YBR195C	0.73050166961834
YBR197C	0.319507423850574
YBR199W	-0.0698002147542317
YBR200W	0.183298043242633
YBR201W	2.54454443445032e-15
YBR203W	-0.496542550265703
YBR204C	-0.0430596093498873
YBR205W	-0.217016954773646
YBR206W	-0.0473140296507209
YBR207W	-0.240808912593035
YBR208C	-0.128666097546943
YBR209W	2.54454443445032e-15
YBR210W	0.315313249888919
YBR212W	-0.574162900965771
YBR213W	-0.406246144988024
YBR214W	-0.649278404998234
YBR215W	0.130671425303684
YBR216C	-0.383027861572385
YBR217W	0.181003197610436
YBR218C	-0.0434644516394638
YBR219C	-0.291263386846861
YBR220C	-0.111518313736872
YBR221C	0.372239153359964
YBR222C	0.0713096487771194
YBR223C	-0.412531667591905
YBR224W	-0.266269385920746
YBR225W	0.129037572137853
YBR226C	0.109757480450068
YBR227C	0.195803926429816
YBR228W	0.0965266014294007
YBR229C	-0.318456384600922
YBR230C	0.0195143032926033
YBR231C	-0.257951935767116
YBR232C	-0.200699626141642
YBR233W	-0.259378788573123
YBR235W	0.121365411954208
YBR238C	2.54454443445032e-15
YBR239C	0.00341832027303398
YBR240C	-0.150767963374451
YBR241C	-0.0583498509478045
YBR242W	-0.0117505539400661
YBR244W	0.0741052512167345
YBR245C	0.215158267983715
YBR246W	-0.613033356178751
YBR248C	-0.242954744763633
YBR249C	0.0747994036632474
YBR250W	-0.314751144470827
YBR251W	0.720513854783761
YBR255W	-0.00776408687104385
YBR258C	0.36856736655509
YBR259W	-0.207428221199316
YBR260C	-0.35053577670282
YBR261C	0.107402173506193
YBR262C	-0.179453453481277
YBR263W	0.152101702101664
YBR264C	0.130785154944373
YBR266C	0.544375476665545
YBR267W	0.091019859874364
YBR268W	0.0742570117095802
YBR269C	0.490093995189313
YBR270C	0.0775495376313617
YBR271W	0.191366361052395
YBR272C	2.54454443445032e-15
YBR273C	-0.00330467509065872
YBR274W	-1.08178396154799
YBR275C	-0.418284304285105
YBR276C	0.231947165693031
YBR277C	-0.222001896924026
YBR278W	0.757309553215076
YBR279W	-0.102544924485515
YBR280C	0.185569896086357
YBR281C	-0.382729602867501
YBR282W	-0.116457957231723
YBR283C	-0.691052073107197
YBR284W	-0.45912645968938
YBR285W	-0.19681074488841
YBR286W	-0.0494069366425995
YBR287W	-2.2308996787535
YBR288C	-0.00814884485864357
YBR289W	2.54454443445032e-15
YBR290W	0.155215974893936
YBR291C	0.364829899753633
YBR292C	0.44903211719301
YBR293W	-0.159689393175524
YBR294W	0.0613875036619106
YBR295W	0.135193736211445
YBR296C	0.23888610156958
YBR297W	-0.231162825351008
YBR298C	0.00729207620834632
YBR299W	-1.11419582782055
YBR300C	1.64016731132278
YBR301W	0.427085231314547
YCL001W	0.312025363011061
YCL001W-A	-0.26537217868198
YCL002C	0.184192132222884
YCL005W	-0.37083223168768
YCL007C	-1.79576998971023
YCL008C	1.39609183762959
YCL009C	-0.30906352826869
YCL010C	0.220039123055425
YCL011C	-0.525081467697312
YCL014W	0.08285544102854948
YCL016C	-3.79445634164214
YCL022C	-0.0220061053157254
YCL023C	-0.136930073710307
YCL024W	0.215247836228131
YCL025C	0.0308373411487076
YCL026C-A	0.0343995039621488
YCL027W	-0.237950477058969
YCL028W	-0.356741157116932
YCL029C	0.180434502132441
YCL030C	-1.53956288969721
YCL032W	2.54454443445032e-15
YCL033C	0.64270295870681
YCL034W	2.54454443445032e-15
YCL035C	0.0933581369757739
YCL036W	-0.762579254256715
YCL037C	2.54454443445032e-15
YCL038C	-0.426497093399389
YCL039W	-1.17508795498964
YCL040W	-2.39277629614414
YCL041C	2.54454443445032e-15
YCL042W	0.735381065788898
YCL044C	-1.07032041681622
YCL045C	-2.64096249237836
YCL046W	-0.981333457956881
YCL047C	2.54454443445032e-15
YCL048W	2.54454443445032e-15
YCL049C	0.482569050517087
YCL050C	-0.577342228607602
YCL051W	0.152633755513905
YCL055W	-1.05038271819146
YCL056C	-0.689830451333215
YCL057W	-0.00268999805356704
YCL058C	0.292793548031294
YCL061C	-0.10717503197230789
YCL063W	-0.1692017247623245
YCL064C	-0.302893972958566
YCL069W	0.0626207877645106
YCL076W	0.313788320475969
YCR001W	-0.43813077835511
YCR002C	0.419852570887664
YCR003W	0.141448604547906
YCR004C	0.0256604553041528
YCR005C	0.0165545833321412
YCR006C	-0.0331731963489848
YCR007C	-0.109573810094452
YCR008W	-0.169696591156306
YCR009C	-5.90503762358239
YCR010C	-0.094846198560181
YCR011C	2.54454443445032e-15
YCR014C	2.54454443445032e-15
YCR015C	0.149953167506175
YCR016W	-0.225649671892534
YCR017C	-0.194712507471806
YCR019W	-0.252042270378404
YCR020C	-0.317413824313758
YCR020C-A	-0.14410470878925
YCR020W-B	-1.99401994132803
YCR021C	-0.171975710325655
YCR022C	-0.392500909116265
YCR023C	0.0162999541907271
YCR024C	-2.37386373367806
YCR024C-A	-0.69105578854222
YCR025C	0.0398439533098043
YCR026C	2.54454443445032e-15
YCR027C	-0.203911340184237
YCR028C	0.737506113820119
YCR028C-A	2.54454443445032e-15
YCR030C	-0.205485581311882
YCR031C	-0.00231005507859867
YCR032W	0.17972626989045
YCR033W	0.312639528470455
YCR034W	-0.350686568848195
YCR036W	0.133425762836924
YCR037C	-0.181539283927651
YCR043C	-0.0883199607398406
YCR044C	0.66853660631928
YCR045C	0.0875238274679931
YCR046C	0.548847535125727
YCR047C	0.604104663449148
YCR048W	-1.8167249998357
YCR049C	0.374148402109706
YCR050C	0.33877829939842
YCR051W	0.66795772699252
YCR053W	0.0432962359017934
YCR059C	-0.0437325188272745
YCR060W	-0.20592563916409
YCR061W	0.07035740739091101
YCR063W	2.54454443445032e-15
YCR064C	2.54454443445032e-15
YCR065W	-0.463940689335773
YCR066W	2.54454443445032e-15
YCR067C	0.380548796409754
YCR068W	-0.131558681781146
YCR069W	-0.172862793567571
YCR071C	-0.0991676951400421
YCR073C	0.408694059104459
YCR073W-A	-0.693698185099874
YCR075C	0.0417056302467302
YCR076C	-0.426540584576959
YCR077C	-0.638110845952768
YCR079W	-0.78868003349033
YCR081W	-0.228835261916901
YCR082W	0.0688420842008588
YCR083W	-0.12392606829925
YCR084C	0.211734576917736
YCR085W	-0.236352075099467
YCR086W	-0.0809138646999882
YCR087C-A	0.671429425797372
YCR087W	-0.194425045761382
YCR088W	-0.0334465116344496
YCR089W	0.124680165740128
YCR090C	-0.0119866625109445
YCR091W	0.12627240617109
YCR092C	0.179359918375367
YCR094W	-0.990075000963671
YCR095C	0.0429483483354322
YCR098C	-0.275194700367205
YCR099C	-0.066095033694031
YCR100C	-0.182629804821691
YCR101C	-0.369282764073406
YCR102C	-0.289588957111224
YCR102W-A	-0.113962756940919
YCR105W	0.11563086531962
YCR106W	0.190943794582187
YCR107W	0.366143750772819
YDL001W	0.0573249498517769
YDL002C	0.428531943013013
YDL005C	2.54454443445032e-15
YDL006W	0.355264399514928
YDL009C	-3.37176226877245
YDL010W	1.3705868594819
YDL011C	-0.958636324017066
YDL012C	0.0541942947855818
YDL013W	-0.99021940331929
YDL018C	-0.236702626324194
YDL019C	-0.0434107926685561
YDL020C	0.478426233010496
YDL021W	0.408655284565659
YDL022W	-0.116562690541268
YDL023C	2.54454443445032e-15
YDL024C	-0.177064984414357
YDL025C	-0.183416517369959
YDL026W	-0.0983357554868753
YDL027C	-0.26857453844879
YDL032W	0.665063599657192
YDL033C	-2.2773979103159
YDL034W	0.103572229642596
YDL035C	0.867858330983877
YDL036C	-0.52953934195886
YDL037C	-0.043659915737991
YDL039C	0.7606632304117525
YDL040C	0.490139158092592
YDL041W	0.518602818599396
YDL042C	2.54454443445032e-15
YDL044C	-0.686685888415288
YDL045W-A	2.54454443445032e-15
YDL046W	0.0698461775745586
YDL047W	1.56807965822168
YDL048C	-0.344010378667672
YDL049C	-0.189066847398364
YDL050C	0.39816691398345
YDL051W	-2.31688782093904
YDL052C	-0.139589480008828
YDL053C	0.194562977675659
YDL054C	0.509177743906196
YDL056W	1.33516946205788
YDL057W	-0.154306373858709
YDL059C	0.247632964156069
YDL061C	-0.600281453312945
YDL062W	-0.0962951449514396
YDL063C	-0.139252119860246
YDL065C	-1.15959670049952
YDL066W	-0.85362091193158
YDL067C	-1.07469705423701
YDL068W	0.766396307776816
YDL069C	0.345442334962241
YDL070W	-0.289762234666391
YDL071C	0.64598996376335
YDL072C	0.27490283796541
YDL073W	0.650438802394772
YDL074C	0.42197411714066
YDL075W	-0.513485128613269
YDL076C	-1.06617080565434
YDL077C	0.270616710832689
YDL078C	0.205182848740399
YDL079C	0.228571147270664
YDL080C	0.244255593405649
YDL081C	-4.15441227532019
YDL082W	2.54454443445032e-15
YDL083C	-0.624281799550044
YDL085W	0.353060314047612
YDL086W	-0.256405897794345
YDL088C	-0.0328103364472093
YDL089W	-0.300352305732965
YDL090C	-0.424039266525565
YDL091C	0.597146816423812
YDL093W	0.259405395289146
YDL094C	1.15296002191707
YDL095W	-0.0462930859939368
YDL096C	-0.783318644724823
YDL099W	-0.129124008622472
YDL100C	-0.364830096619938
YDL101C	0.117834713316226
YDL104C	0.325866301697883
YDL106C	0.679754085522935
YDL107W	0.00670545071874101
YDL109C	-0.171092985839643
YDL110C	-0.384844598614901
YDL112W	0.657587494847692
YDL113C	0.252361660016795
YDL114W	-0.167850847613681
YDL115C	0.00524391683176394
YDL116W	3.84660954523196
YDL117W	0.00685648790143529
YDL118W	0.584260360589866
YDL119C	0.502463419050805
YDL121C	0.220841518011047
YDL122W	0.736667052426529
YDL123W	-0.0324276755626532
YDL124W	0.145479350590666
YDL125C	-2.25750347738552
YDL127W	0.00526984567773851
YDL128W	-2.86613234083374
YDL129W	0.0986235692932568
YDL130W	-0.485401701626882
YDL130W-A	-0.214644564991699
YDL131W	0.193954107826222
YDL133C-A	-0.252701237857909
YDL133W	-0.117379605741925
YDL134C	-0.341019093278959
YDL135C	-0.00710906802348591
YDL136W	-0.0485165402902373
YDL137W	-0.980592545070239
YDL138W	-0.08462815430681
YDL142C	-0.00310269499705194
YDL144C	2.54454443445032e-15
YDL146W	2.54454443445032e-15
YDL149W	-0.146737418738501
YDL151C	0.340889673348358
YDL154W	-0.173515072446773
YDL155W	-0.222473192142849
YDL156W	-0.186684906129346
YDL157C	-0.0229381238743341
YDL158C	2.54454443445032e-15
YDL159W	2.54454443445032e-15
YDL160C	0.196786193768628
YDL161W	-0.149946410609023
YDL162C	-0.112696458015947
YDL167C	0.152901135378239
YDL168W	0.0161330351425671
YDL169C	0.158356558402753
YDL170W	-0.162671764939478
YDL171C	0.21722325846524
YDL172C	0.305470106156228
YDL173W	2.40738538148541
YDL174C	-0.804778364585452
YDL175C	2.54454443445032e-15
YDL176W	-0.152621406232542
YDL177C	-0.0586443651926198
YDL178W	0.175856067836354
YDL179W	-0.0145240078769914
YDL180W	0.146878696060876
YDL181W	2.54454443445032e-15
YDL182W	-0.169265023671434
YDL183C	-0.0772170457299626
YDL184C	0.0208443727364971
YDL185W	-0.226746164698836
YDL186W	-0.127573327977035
YDL187C	0.0419495639820507
YDL188C	-0.282363362302211
YDL189W	-0.197719420564827
YDL190C	0.123179203438074
YDL191W	0.00531164269224574
YDL192W	-1.57267250373109
YDL194W	-0.732312671451694
YDL197C	0.771755867680411
YDL198C	-3.61528283429785
YDL199C	-0.434147584353778
YDL200C	0.00400889056017466
YDL201W	-0.229980241126254
YDL202W	-0.18683506218899
YDL203C	-0.0402813174868351
YDL204W	0.247683124148051
YDL206W	-1.1517706920649
YDL210W	0.133309130809708
YDL211C	0.446374520398825
YDL213C	-0.218428603856862
YDL214C	0.00744028450239324
YDL215C	-0.103139869576809
YDL216C	-0.0908896237544712
YDL218W	-0.0921645465131352
YDL219W	-0.197825362865348
YDL222C	-0.358097669302163
YDL223C	-0.318054580548532
YDL224C	-0.310341743190277
YDL225W	0.107543298175706
YDL226C	-0.0432929388579618
YDL227C	0.001061469568266
YDL229W	0.225716914585926
YDL230W	0.89606557416081
YDL231C	-1.37473679868235
YDL232W	-0.00552274379976207
YDL233W	-1.08682758266984
YDL234C	0.00878983243266467
YDL236W	-0.914977589414067
YDL237W	0.205167834373725
YDL238C	2.54454443445032e-15
YDL239C	-0.315011216181271
YDL240W	0.00766095707955107
YDL241W	-0.197461152830144
YDL242W	-0.224880092445412
YDL243C	0.249353954853207
YDR001C	0.258113781820533
YDR003W	-1.1575912286685
YDR004W	0.509256657093128
YDR005C	-2.55725818325496
YDR006C	-0.462595039504007
YDR007W	0.00638961298946549
YDR008C	-0.00441840384521355
YDR009W	-0.132945025307547
YDR010C	-0.314103516186727
YDR011W	-0.243772131294948
YDR014W	0.070485692037017
YDR015C	0.223266414059414
YDR017C	-0.17510229381766
YDR018C	0.0344807471152541
YDR019C	-1.64580522393268
YDR020C	-0.378529632309976
YDR022C	-0.102770102718253
YDR024W	0.184350206136005
YDR025W	-1.0315477746265
YDR026C	-1.15729039251584
YDR027C	-1.65278061733926
YDR028C	-0.61023194438868
YDR029W	0.0395777540369115
YDR030C	-0.141975877069105
YDR031W	0.149936466263357
YDR032C	0.00324431459369027
YDR033W	-0.0467034534540452
YDR034C	-2.26633459805283
YDR035W	0.063757059316177
YDR036C	-0.230152370897964
YDR042C	-0.151732668395093
YDR043C	-0.0645807881557268
YDR046C	-0.0432955908018978
YDR048C	-0.167139931476807
YDR049W	-0.327188307057446
YDR051C	0.2016878968366
YDR055W	-0.0715337862063433
YDR056C	0.184122067374365
YDR057W	-0.48746856234051
YDR058C	-0.0199281013210826
YDR059C	-0.239412871560024
YDR061W	-0.345828805873563
YDR063W	0.0884083442514545
YDR065W	-0.630614716484792
YDR066C	-0.250821241079784
YDR067C	0.25887943779535
YDR068W	-0.0675173820613314
YDR069C	0.001288495720445
YDR070C	-0.0546875523231147
YDR071C	-0.16496277464998
YDR072C	-0.667364541419299
YDR073W	-0.374999685598426
YDR074W	-0.127905372829738
YDR075W	-0.238570034820754
YDR076W	-0.481088340944641
YDR077W	-0.145041212797775
YDR078C	0.385222161676625
YDR079W	-0.722222462125961
YDR080W	-0.476384358122267
YDR083W	0.42664042831923
YDR084C	0.000310572191543458
YDR085C	-0.0494650047435272
YDR089W	-0.0620900830011325
YDR090C	0.00680616568039905
YDR092W	-1.32236392728984
YDR093W	-0.453447437711018
YDR094W	-0.115654742979016
YDR095C	-0.207664138230867
YDR096W	-0.430447785321548
YDR097C	-0.0542398497954236
YDR098C	-0.0372140613777912
YDR099W	-0.14616692936204
YDR100W	-0.790247961808718
YDR101C	0.263789529503919
YDR102C	-1.08331264398782
YDR103W	-0.447433938547057
YDR104C	-0.30010648895265
YDR105C	0.879276411984782
YDR107C	-0.07227812945185
YDR108W	-1.47080180090963
YDR109C	0.0396675861598594
YDR110W	0.109276953822657
YDR111C	0.176936282782424
YDR112W	-0.00326718635745219
YDR114C	0.432774052656871
YDR115W	-0.669234526870961
YDR116C	-0.599807344924683
YDR117C	-0.189506431979031
YDR119W	-0.396267858211719
YDR120C	-1.09248764106699
YDR121W	-0.0342474472314281
YDR122W	-0.231431838214666
YDR123C	-0.314026886687426
YDR124W	-0.328240633285612
YDR125C	-0.274144683487871
YDR126W	-2.88627396307956
YDR127W	2.54454443445032e-15
YDR128W	0.232224938538301
YDR129C	-0.0314253479932171
YDR130C	0.208300449934625
YDR131C	-0.292322932617072
YDR132C	-0.193157322589543
YDR133C	0.00859282274787909
YDR135C	-0.0558890304189216
YDR136C	-2.52076411344701
YDR137W	-0.724079799985842
YDR138W	0.441971193637291
YDR139C	0.133849247617099
YDR140W	-0.00647097661908096
YDR142C	-0.265442692600189
YDR143C	-0.898034932501555
YDR144C	-0.381962796601552
YDR146C	0.213235142193643
YDR147W	2.54454443445032e-15
YDR148C	0.30065735341248
YDR149C	0.150295371770239
YDR150W	-0.203701165128784
YDR151C	-0.238496701022256
YDR152W	-0.27349898996207
YDR153C	-0.320083134912323
YDR154C	-0.195433394253283
YDR155C	-0.31806122081826
YDR156W	0.684258753968757
YDR157W	-0.0196980008854858
YDR158W	0.4306733136773
YDR159W	-0.307838159138885
YDR161W	0.0825470015413916
YDR162C	0.544468910316427
YDR163W	0.0543228050741809
YDR165W	-1.69808834937236
YDR169C	0.00139759866819507
YDR171W	0.118967774436822
YDR173C	0.497478723464017
YDR174W	0.593229037956161
YDR175C	1.48732296106364
YDR176W	-1.08787048435877
YDR178W	-0.0780497538882911
YDR179C	-1.88049556332274
YDR179W-A	-0.839656448840784
YDR181C	0.283253643534969
YDR183W	0.000103326279853375
YDR184C	-0.132822188748649
YDR185C	-0.14195181787899
YDR186C	0.178468218452021
YDR191W	-0.476412164882024
YDR192C	-0.276004820226518
YDR193W	-1.05803885151024
YDR194C	-1.05796289782835
YDR195W	2.87928642002412
YDR197W	0.348954673729446
YDR198C	0.213487729370471
YDR199W	-0.00516948055000056
YDR200C	-1.21319716997104
YDR202C	-0.665437123438359
YDR203W	-0.506283515665746
YDR204W	0.334660684160426
YDR205W	-0.230199927409994
YDR206W	-0.4853050436442
YDR207C	0.682489380940082
YDR209C	-0.512436541982955
YDR210W	0.174434888155707
YDR213W	0.411742880927209
YDR214W	0.0714046685834124
YDR215C	-0.364926803739276
YDR216W	0.0781750134756102
YDR217C	-0.317665437274589
YDR218C	-0.22507074177331
YDR219C	-0.19659952071204
YDR220C	0.0372463724489797
YDR221W	-0.289495348396122
YDR222W	-0.371973150256587
YDR223W	0.0357715471595665
YDR225W	-0.00513342822439365
YDR226W	2.54454443445032e-15
YDR227W	2.54454443445032e-15
YDR229W	-0.231683647744186
YDR230W	-0.493087455971298
YDR231C	-0.0604813888690976
