orf	hom | growth (pooled culture, barseq) | Auroramycin [1.56 uM] | YPD, HEPES [25 mM], pH 6.8, DMSO | Wong JH~Arumugam P, 2019
YBL095W	-1.3559866389837731
YBL096C	-0.17510625847069045
YBL098W	0.0817566554584978
YBL099W	-0.04906358672254806
YBL100C	0.4223547647450094
YBL101C	-0.04482052242903066
YBL102W	-0.5160373031727078
YBL103C	0.8065354468485731
YBL104C	-0.22752437098106032
YBL106C	0.11256896734945605
YBL107C	-0.3223375521265728
YBR001C	-0.0018604740203272598
YBR003W	-0.036990096375270544
YBR005W	-0.05118613699459334
YBR006W	-0.0440767838476429
YBR007C	-0.3759707892559956
YBR008C	-0.7132987066943222
YBR009C	-0.6433154854411403
YBR010W	-0.03140204063475538
YBR012C	-0.036990096375270544
YBR013C	-0.21516673056122898
YBR014C	0.8496347638417576
YBR015C	-3.1551242559061508
YBR016W	-0.11140753113456614
YBR017C	-0.036990096375270544
YBR018C	-0.0793331822298407
YBR019C	-0.18944500582015564
YBR020W	-0.09945004859296229
YBR021W	-0.036990096375270544
YBR022W	0.11871671008612787
YBR023C	-0.4147826576443689
YBR024W	-0.4820313603528758
YBR025C	-4.396968575522952
YBR026C	0.792806820518043
YBR027C	-0.44252102519183184
YBR028C	0.2472561053995934
YBR030W	0.60107107158891
YBR031W	0.6640789816766074
YBR032W	0.11655802839858419
YBR033W	-0.2617608241918075
YBR034C	-0.021420958421304957
YBR035C	-0.02925530890465265
YBR036C	-0.9576983839392177
YBR037C	0.2791747641075855
YBR039W	-0.036990096375270544
YBR040W	-0.35718995668651776
YBR041W	-0.5756530456355734
YBR042C	0.3948029905489929
YBR043C	0.22511916717446334
YBR044C	-1.0339652879762973
YBR045C	0.32945188662328045
YBR046C	-0.4657660727915631
YBR047W	-0.036990096375270544
YBR048W	-1.0956117108312007
YBR050C	0.20208415084849674
YBR051W	-0.05675824013841675
YBR052C	-0.23593381104971156
YBR053C	-0.16290391124918321
YBR054W	-1.414744699610603
YBR056W	-0.39458655284284955
YBR057C	-0.036990096375270544
YBR058C	0.23769839704250192
YBR059C	-0.5490871207445538
YBR061C	-0.036990096375270544
YBR062C	-0.3099334584810984
YBR063C	-0.12158681389563575
YBR064W	-0.3418856067729817
YBR065C	-0.013848614199425065
YBR066C	0.5401159771625809
YBR067C	-0.10158178353162961
YBR068C	-0.020418844994267642
YBR069C	-0.061533970886080966
YBR071W	0.03528321443498795
YBR072W	0.37818829988697245
YBR073W	-0.009997333840088997
YBR074W	-0.009101219710973869
YBR076W	-0.036990096375270544
YBR077C	0.6592110225133033
YBR078W	-0.39419091377217147
YBR081C	0.7549785896842875
YBR082C	-0.036990096375270544
YBR083W	-0.43485026870349885
YBR084C-A	-0.058812409543239144
YBR084W	-0.07850236332532064
YBR085W	-0.036990096375270544
YBR086C	-0.036990096375270544
YBR089C-A	-0.3770101491700356
YBR090C	-0.08736379274700136
YBR092C	-0.1692210096369981
YBR093C	-0.49884897496345837
YBR094W	-0.36775471380245556
YBR095C	-0.036990096375270544
YBR096W	-0.036990096375270544
YBR097W	-0.036990096375270544
YBR098W	-0.9759072866731483
YBR099C	-0.21082155422526563
YBR101C	0.1403875792736613
YBR103W	-0.711817969081263
YBR104W	0.5165116047954746
YBR105C	-0.39145920624039604
YBR106W	-0.7656924154351927
YBR107C	-0.1357356372904682
YBR108W	-0.6100490164807133
YBR111C	-0.04418883638268532
YBR112C	1.0038341991023063
YBR113W	-0.7995535013571974
YBR114W	-0.8858523351969178
YBR115C	-0.036990096375270544
YBR116C	0.2710715233017733
YBR117C	-0.036990096375270544
YBR118W	-0.036990096375270544
YBR119W	-0.5197489541787702
YBR120C	0.037846356844044436
YBR121C	-0.02925530890465265
YBR122C	-0.036990096375270544
YBR125C	0.2605057058028612
YBR126C	0.9218148179651159
YBR127C	0.07169900522111577
YBR128C	-0.07516394042570955
YBR129C	0.2837340951328223
YBR130C	0.5924715428891317
YBR131W	-0.032779638852300695
YBR132C	0.9245892488100753
YBR133C	-1.5828733286338383
YBR134W	-0.13068601556163292
YBR137W	0.12266766902871708
YBR138C	-0.1450272198022296
YBR139W	-3.140342201422029
YBR141C	0.2721531217875033
YBR144C	0.020278903543215532
YBR145W	0.09805267010541951
YBR146W	-2.4890837487351205
YBR147W	-0.020237811611162157
YBR148W	-0.28296770716170633
YBR149W	-0.036990096375270544
YBR150C	0.24047243707278293
YBR151W	0.04777207041194971
YBR156C	-1.8828646447200534
YBR157C	-0.001016298378216753
YBR158W	-2.129170699383955
YBR159W	-0.036990096375270544
YBR161W	-0.7371276742771644
YBR162C	-1.5361948005418848
YBR162W-A	-0.19422488255951917
YBR163W	-2.4466087684775655
YBR164C	-3.1269074267846704
YBR165W	-0.036990096375270544
YBR166C	-0.036990096375270544
YBR168W	-1.8623868333852591
YBR169C	-0.20663498341012723
YBR170C	-0.036990096375270544
YBR171W	-3.36486282356408
YBR172C	0.49083175007703095
YBR173C	0.83808575841138
YBR174C	0.06606969776791895
YBR175W	-0.29955945521875055
YBR176W	0.746365509280667
YBR177C	-0.46848295334738277
YBR178W	0.2548392087983094
YBR179C	0.37373129491524787
YBR180W	0.4583537604533902
YBR181C	-1.6825337319909308
YBR182C	0.19778548367969292
YBR183W	-0.4186601788785697
YBR184W	-0.041633498722431855
YBR185C	0.5001482194754713
YBR186W	0.03649691330667712
YBR187W	1.782405860898738
YBR188C	0.36502541034905744
YBR189W	-0.1976489596897637
YBR191W	-1.9087407671041559
YBR194W	-0.7303763104123775
YBR195C	0.9644329635544647
YBR197C	0.40101314902439517
YBR199W	-0.13267713933501912
YBR200W	0.21428775140715994
YBR201W	-0.036990096375270544
YBR203W	-0.7176855427418658
YBR204C	-0.09601923696173209
YBR205W	-0.33449219930626795
YBR206W	-0.10185149549457559
YBR207W	-0.3671078882117566
YBR208C	-0.21337463110467011
YBR209W	-0.036990096375270544
YBR210W	0.3952634804100132
YBR212W	-0.8240929779931678
YBR213W	-0.5939008804548203
YBR214W	-0.9270665932836771
YBR215W	0.14214348266413276
YBR216C	-0.5620716247646134
YBR217W	0.21114181563364998
YBR218C	-0.09657422324208992
YBR219C	-0.4362744296391167
YBR220C	-0.1898672431707496
YBR221C	0.4733015120999651
YBR222C	0.06076618489128013
YBR223C	-0.6025175168582999
YBR224W	-0.4020108955114072
YBR225W	0.1399036818466244
YBR226C	0.11347317632321466
YBR227C	0.23143169553390758
YBR228W	0.09533535692389787
YBR229C	-0.47355250325907416
YBR230C	-0.01023851711346922
YBR231C	-0.3906087499310788
YBR232C	-0.3121232577307095
YBR233W	-0.3925647800984122
YBR235W	0.1293861451360088
YBR238C	-0.036990096375270544
YBR239C	-0.03230402255776991
YBR240C	-0.2436734230550067
YBR241C	-0.11698017540291482
YBR242W	-0.053098582052902125
YBR244W	0.06459859331122128
YBR245C	0.2579639879952748
YBR246W	-0.8773793314940181
YBR248C	-0.3700495458530028
YBR249C	0.0655501862999243
YBR250W	-0.46847309952438754
YBR251W	0.9507409646040976
YBR255W	-0.04763365265355504
YBR258C	0.4682679685360364
YBR259W	-0.3213472890121225
YBR260C	-0.5175291898779463
YBR261C	0.11024435593182338
YBR262C	-0.2829975101489765
YBR263W	0.17152161314450093
YBR264C	0.1422993912534218
YBR266C	0.7092780892647956
YBR267W	0.08778632834855148
YBR268W	0.06480663726709805
YBR269C	0.6348652172095571
YBR270C	0.06932026334164362
YBR271W	0.22534836885072973
YBR272C	-0.036990096375270544
YBR273C	-0.041520377384884954
YBR274W	-1.5199756253779653
YBR275C	-0.6104036357811741
YBR276C	0.28097938962426033
YBR277C	-0.3413259085631057
YBR278W	1.0011830956051002
YBR279W	-0.17756589014751906
YBR280C	0.21740216704930462
YBR281C	-0.5616627507574511
YBR282W	-0.19663885384504168
YBR283C	-0.9843328751855697
YBR284W	-0.6663929345605237
YBR285W	-0.30679210583019473
YBR286W	-0.10472059957896519
YBR287W	-3.09526426002068
YBR288C	-0.048161105960370654
YBR289W	-0.036990096375270544
YBR290W	0.17579087729378395
YBR291C	0.46314438621396403
YBR292C	0.5785747072494591
YBR293W	-0.25590354640983304
YBR294W	0.04716421061033066
YBR295W	0.14834298447987776
YBR296C	0.29049177089202727
YBR297W	-0.35388435347663844
YBR298C	-0.026993605506720256
YBR299W	-1.564408090970629
YBR300C	2.2114665958041386
YBR301W	0.5484883727119598
YCL001W	0.3907562138631103
YCL001W-A	-0.40078094073402026
YCL002C	0.21551343145648852
YCL005W	-0.5453529976829085
YCL007C	-2.4987578825668817
YCL008C	1.8768707722965257
YCL009C	-0.4606761152631116
YCL010C	0.26465500736493497
YCL011C	-0.7568086977051881
YCL014W	0.07659396884662827
YCL016C	-5.238697687820422
YCL022C	-0.06715761308187315
YCL023C	-0.22470347077867955
YCL024W	0.258086774443446
YCL025C	0.005283899451963852
YCL026C-A	0.010167162739326307
YCL027W	-0.3631893437673177
YCL028W	-0.5260359617318351
YCL029C	0.2103622078799271
YCL030C	-2.14753117256523
YCL032W	-0.036990096375270544
YCL033C	0.8440723163504034
YCL034W	-0.036990096375270544
YCL035C	0.09099180303429852
YCL036W	-1.082387365125781
YCL037C	-0.036990096375270544
YCL038C	-0.6216623046486675
YCL039W	-1.647883301023414
YCL040W	-3.317176110821931
YCL041C	-0.036990096375270544
YCL042W	0.9711219829598311
YCL044C	-1.504260592106476
YCL045C	-3.6574072018679624
YCL046W	-1.382271011054157
YCL047C	-0.036990096375270544
YCL048W	-0.036990096375270544
YCL049C	0.6245494938746609
YCL050C	-0.8284514239050915
YCL051W	0.17225098937770084
YCL055W	-1.4769285927488351
YCL056C	-0.9826581901494397
YCL057W	-0.04067773487638186
YCL058C	0.3643918894460244
YCL061C	-0.18391316709440161
YCL063W	-0.2689437194866406
YCL064C	-0.4522184549811055
YCL069W	0.04885488318666257
YCL076W	0.39317299993282123
YCR001W	-0.637610578103954
YCR002C	0.5385733331749439
YCR003W	0.15691759785787182
YCR004C	-0.0018129397189439952
YCR005C	-0.014295909372257106
YCR006C	-0.08246624677587042
YCR007C	-0.18720158083399666
YCR008W	-0.26962211714010015
YCR009C	-8.132030931939228
YCR010C	-0.16701193525000813
YCR011C	-0.036990096375270544
YCR014C	-0.036990096375270544
YCR015C	0.16857625082917094
YCR016W	-0.34632653501315463
YCR017C	-0.303915694424739
YCR019W	-0.3825073650296359
YCR020C	-0.4721232883012514
YCR020C-A	-0.23453896508821093
YCR020W-B	-2.7705328578160766
YCR021C	-0.27274649397240286
YCR022C	-0.5750579445128059
YCR023C	-0.01464497290564426
YCR024C	-3.291249440201467
YCR024C-A	-0.9843379685651806
YCR025C	0.017630796776207033
YCR026C	-0.036990096375270544
YCR027C	-0.31652610119831603
YCR028C	0.9740351482412122
YCR028C-A	-0.036990096375270544
YCR030C	-0.31868418164176954
YCR031C	-0.040156882327488416
YCR032W	0.2093913133174464
YCR033W	0.39159815506492973
YCR034W	-0.5177359063550129
YCR036W	0.14591932224853454
YCR037C	-0.28585691320714307
YCR043C	-0.158065309499941
YCR044C	0.8794868972024124
YCR045C	0.08299372127370301
YCR046C	0.7154087014914864
YCR047C	0.7911590588554624
YCR048W	-2.527484484070299
YCR049C	0.47591884455059813
YCR050C	0.42743102041506803
YCR051W	0.8786933287126415
YCR053W	0.022363428528873866
YCR059C	-0.09694170859448398
YCR060W	-0.3192874438918538
YCR061W	0.05946078543440173
YCR063W	-0.036990096375270544
YCR064C	-0.036990096375270544
YCR065W	-0.672992619111846
YCR066W	-0.036990096375270544
YCR067C	0.484692955153329
YCR068W	-0.21733998898870274
YCR069W	-0.2739625700629559
YCR071C	-0.17293614666316126
YCR073C	0.5232764605202416
YCR073W-A	-0.9879603515882012
YCR075C	0.020182914440429477
YCR076C	-0.6217219254133193
YCR077C	-0.911757318005635
YCR079W	-1.1181681487896067
YCR081W	-0.35069356583944966
YCR082W	0.057383473843098456
YCR083W	-0.20687666567789542
YCR084C	0.25327055151711025
YCR085W	-0.3609981419564875
YCR086W	-0.14791251222811896
YCR087C-A	0.883452577575311
YCR087W	-0.3035216216968617
YCR088W	-0.08284092658959176
YCR089W	0.13393024272985002
YCR090C	-0.05342225628577311
YCR091W	0.13611299788405917
YCR092C	0.20888909289755878
YCR094W	-1.3942545329411644
YCR095C	0.021886519788338117
YCR098C	-0.4142463442113093
YCR099C	-0.12759781657749758
YCR100C	-0.28735187593761485
YCR101C	-0.5432288785137367
YCR102C	-0.433979003606244
YCR102W-A	-0.19321825781593197
YCR105W	0.12152482533763072
YCR106W	0.22476908501714113
YCR107W	0.4649455055852757
YDL001W	0.04159497615560469
YDL002C	0.5504716268456169
YDL005C	-0.036990096375270544
YDL006W	0.4500313258101359
YDL009C	-4.659238927529723
YDL010W	1.8419067546599261
YDL011C	-1.3511561837143098
YDL012C	0.03730325403317392
YDL013W	-1.3944524898450834
YDL018C	-0.3614787022272281
YDL019C	-0.09650066375129895
YDL020C	0.618870228300431
YDL021W	0.5232233056557049
YDL022W	-0.19678242963094772
YDL023C	-0.036990096375270544
YDL024C	-0.2797232287872484
YDL025C	-0.28843035682292656
YDL026W	-0.17179566528193943
YDL027C	-0.4051709607025581
YDL032W	0.8747258554370708
YDL033C	-3.159007305750977
YDL034W	0.10499399954968633
YDL035C	1.1527311343146698
YDL036C	-0.762919865234913
YDL037C	-0.09684217917401239
YDL039C	1.0057805521476253
YDL040C	0.634927129693372
YDL041W	0.6739471171718637
YDL042C	-0.036990096375270544
YDL044C	-0.9783474021658102
YDL045W-A	-0.036990096375270544
YDL046W	0.0587599556508279
YDL047W	2.112643771498516
YDL048C	-0.5085837153644772
YDL049C	-0.2961762265751675
YDL050C	0.5088451096858032
YDL051W	-3.2131428522901633
YDL052C	-0.22834917195066012
YDL053C	0.22973051571421851
YDL054C	0.6610265619809877
YDL056W	1.7933540956062648
YDL057W	-0.24852412497918494
YDL059C	0.3024825852329762
YDL061C	-0.8598981262909224
YDL062W	-0.16899825285769607
YDL063C	-0.22788669493473782
YDL065C	-1.6266467999737293
YDL066W	-1.2071936718074243
YDL067C	-1.5102603944620552
YDL068W	1.0136398577680155
YDL069C	0.43656654900227704
YDL070W	-0.43421654466429954
YDL071C	0.8485783740346309
YDL072C	0.3398660459556818
YDL073W	0.8546771548871647
YDL074C	0.5414816979724779
YDL075W	-0.740911620597079
YDL076C	-1.4985720133118243
YDL077C	0.33399032146796115
YDL078C	0.24428898179310865
YDL079C	0.2763513061584521
YDL080C	0.2978526479007729
YDL081C	-5.7321505949603475
YDL082W	-0.036990096375270544
YDL083C	-0.8927994886939489
YDL085W	0.44700981045319027
YDL086W	-0.3884893323556627
YDL088C	-0.08196881290504617
YDL089W	-0.4487341588100724
YDL090C	-0.6182929427277724
YDL091C	0.7816207528550457
YDL093W	0.31862106170525795
YDL094C	1.543568581509866
YDL095W	-0.10045191413382833
YDL096C	-1.1108183800398213
YDL099W	-0.21400236780877863
YDL100C	-0.5371248488426873
YDL101C	0.1245460151530274
YDL104C	0.40973034595414154
YDL106C	0.8948646065438454
YDL107W	-0.027797792981254378
YDL109C	-0.27153639317096473
YDL110C	-0.5645621356612615
YDL112W	0.864477085220575
YDL113C	0.3089650140558965
YDL114W	-0.26709184209327264
YDL115C	-0.0298013664132662
YDL116W	5.2362127741311015
YDL117W	-0.02759074058979866
YDL118W	0.763955092981028
YDL119C	0.6518220932963907
YDL121C	0.26575498679708465
YDL122W	0.9728849038773946
YDL123W	-0.08144423445455774
YDL124W	0.16244322798825783
YDL125C	-3.131734618049774
YDL127W	-0.029765821327804767
YDL128W	-3.9660858647954713
YDL129W	0.09821002793716777
YDL130W	-0.7024128839676138
YDL130W-A	-0.33123996055912774
YDL131W	0.22889583410693248
YDL133C-A	-0.38341072399124493
YDL133W	-0.1979023144361015
YDL134C	-0.5044830509968611
YDL135C	-0.046735706754299486
YDL136W	-0.103499981643624
YDL137W	-1.3812553155657807
YDL138W	-0.15300432162189087
YDL142C	-0.04124348886868174
YDL144C	-0.036990096375270544
YDL146W	-0.036990096375270544
YDL149W	-0.23814806902723937
YDL151C	0.4303254403042211
YDL154W	-0.27485675982090574
YDL155W	-0.3419719931920574
YDL156W	-0.2929108939778592
YDL157C	-0.06843528966454387
YDL158C	-0.036990096375270544
YDL159W	-0.036990096375270544
YDL160C	0.23277825667813615
YDL161W	-0.24254718074993642
YDL162C	-0.19148232619938446
YDL167C	0.17261753249873824
YDL168W	-0.014873797275144028
YDL169C	0.18009621002356072
YDL170W	-0.25999199135379497
YDL171C	0.2607948221640932
YDL172C	0.38176980677984934
YDL173W	3.2632230796148645
YDL174C	-1.1402368731409993
YDL175C	-0.036990096375270544
YDL176W	-0.24621425286491547
YDL177C	-0.11738391624089253
YDL178W	0.2040857681766884
YDL179W	-0.05690062774780246
YDL180W	0.16436154916527673
YDL181W	-0.036990096375270544
YDL182W	-0.2690304940826299
YDL183C	-0.14284465281185846
YDL184C	-0.008415164385036611
YDL185W	-0.3478296844609192
YDL186W	-0.21187658573118434
YDL187C	0.02051731595900831
YDL188C	-0.4240736501150812
YDL189W	-0.3080377823484109
YDL190C	0.1318726180537183
YDL191W	-0.029708523041018342
YDL192W	-2.1929201598569685
YDL194W	-1.0408958049736232
YDL197C	1.0209871193852804
YDL198C	-4.99307404389801
YDL199C	-0.6321501356559693
YDL200C	-0.031494427277363506
YDL201W	-0.3522631838582357
YDL202W	-0.29311673846387415
YDL203C	-0.09221055909747854
YDL204W	0.3025513480773964
YDL206W	-1.6159183572615754
YDL210W	0.14575943486368917
YDL211C	0.5749314866732725
YDL213C	-0.33642738714122494
YDL214C	-0.026790431154758848
YDL215C	-0.17838148271710905
YDL216C	-0.16158798426732943
YDL218W	-0.16333573804155752
YDL219W	-0.30818301550416694
YDL222C	-0.527895564029631
YDL223C	-0.4730016820079101
YDL224C	-0.46242838216578996
YDL225W	0.11043781955313053
YDL226C	-0.09633910145987888
YDL227C	-0.035534959245155484
YDL229W	0.2724385232754299
YDL230W	1.1913996068852863
YDL231C	-1.9215759759034663
YDL232W	-0.044561061953019065
YDL233W	-1.526889775895387
YDL234C	-0.02494037594741024
YDL236W	-1.2913057200984797
YDL237W	0.24426839904341358
YDL238C	-0.036990096375270544
YDL239C	-0.4688296241141397
YDL240W	-0.026487917667588543
YDL241W	-0.3076837307754932
YDL242W	-0.34527154138774835
YDL243C	0.30484184030619044
YDR001C	0.3168504271320876
YDR003W	-1.6238975581565651
YDR004W	0.6611347417270622
YDR005C	-3.5426594485665164
YDR006C	-0.6711479076920555
YDR007W	-0.028230765551265885
YDR008C	-0.04304715508260158
YDR009W	-0.21924048618680994
YDR010C	-0.4675852851292482
YDR011W	-0.3711700767913681
YDR014W	0.05963664704867099
YDR015C	0.2690792048266422
YDR017C	-0.2770326344946077
YDR018C	0.010278536566881762
YDR019C	-2.293175635636408
YDR020C	-0.5559051357618153
YDR022C	-0.17787458030421077
YDR024W	0.21573013029285862
YDR025W	-1.4511083275764356
YDR026C	-1.623485150802737
YDR027C	-2.302737995450152
YDR028C	-0.8735389592079399
YDR029W	0.017265872092940178
YDR030C	-0.2316206128599718
YDR031W	0.16855335559103116
YDR032C	-0.03254256177965091
YDR033W	-0.10101447470649895
YDR034C	-3.1438409392932107
YDR035W	0.05041256413594142
YDR036C	-0.35249915145401256
YDR042C	-0.24499590853844938
YDR043C	-0.1255219823069944
YDR046C	-0.09634273693111954
YDR048C	-0.26611726825894627
YDR049W	-0.4855228366192293
YDR051C	0.23949785594717013
YDR055W	-0.13505364099187017
YDR056C	0.21541738163495416
YDR057W	-0.7052462819821197
YDR058C	-0.06430893907412086
YDR059C	-0.3651940969896287
YDR061W	-0.5110765432559374
YDR063W	0.08420627908252486
YDR065W	-0.901481096579102
YDR066C	-0.38083349220039686
YDR067C	0.31790004218574697
YDR068W	-0.1295476717434854
YDR069C	-0.03522373583054241
YDR070C	-0.11195963890362183
YDR071C	-0.26313266857609113
YDR072C	-0.951860340964709
YDR073W	-0.5510660365724648
YDR074W	-0.21233177616572707
YDR075W	-0.3640386771164586
YDR076W	-0.6964998258150605
YDR077W	-0.23582279064105813
YDR078C	0.49109953290716835
YDR079W	-1.0270634364540738
YDR080W	-0.6900512753630133
YDR083W	0.5478786054860081
YDR084C	-0.03656434217467511
YDR085C	-0.1048002034152517
YDR089W	-0.12210754852671332
YDR090C	-0.027659725829214884
YDR092W	-1.8497795607705674
YDR093W	-0.6586077318655719
YDR094W	-0.19553775126283232
YDR095C	-0.3216707006694138
YDR096W	-0.6270781909608715
YDR097C	-0.1113458967947873
YDR098C	-0.08800574872392837
YDR099W	-0.23736600207134664
YDR100W	-1.120317575190194
YDR101C	0.3246311411932274
YDR102C	-1.5220712507683292
YDR103W	-0.650364004323094
YDR104C	-0.44839717588099337
YDR105C	1.168383842706734
YDR107C	-0.1360740390574116
YDR108W	-2.053268636555237
YDR109C	0.017389020284359742
YDR110W	0.11281443663018828
YDR111C	0.20556660278893565
YDR112W	-0.041468985193077665
YDR114C	0.5562870090641534
YDR115W	-0.954423848525213
YDR116C	-0.8592481851714726
YDR117C	-0.29677884003134136
YDR119W	-0.5802219432367787
YDR120C	-1.5346489819796336
YDR121W	-0.08393890543028615
YDR122W	-0.354253135227987
YDR123C	-0.4674802360227746
YDR124W	-0.48696543941574977
YDR125C	-0.4128069072325686
YDR126W	-3.993697416993424
YDR127W	-0.036990096375270544
YDR128W	0.28136018017443254
YDR129C	-0.08007017333548999
YDR130C	0.24856280874985406
YDR131C	-0.4377269294915738
YDR132C	-0.30178373762255134
YDR133C	-0.025210450677666293
YDR135C	-0.11360670956914148
YDR136C	-3.492630811293913
YDR137W	-1.0296096058063453
YDR138W	0.5688950966925217
YDR139C	0.14649986496600442
YDR140W	-0.04586096618451006
YDR142C	-0.40087760617186574
YDR143C	-1.2680795345409133
YDR144C	-0.5606115588038159
YDR146C	0.2553276319218795
YDR147W	-0.036990096375270544
YDR148C	0.3751721468705333
YDR149C	0.16904536849924967
YDR150W	-0.31623797845211804
YDR151C	-0.36393814598840996
YDR152W	-0.4119217451401639
YDR153C	-0.4757825669842343
YDR154C	-0.3049039367198549
YDR155C	-0.4730107849566183
YDR156W	0.90103992283209
YDR157W	-0.06399350121560522
YDR158W	0.5534071683402646
YDR159W	-0.4589962930880933
YDR161W	0.07617113830717967
YDR162C	0.7094061746839782
YDR163W	0.03747942497404064
YDR165W	-2.364849020705945
YDR169C	-0.03507416983729792
YDR171W	0.12609929501762715
YDR173C	0.644988722046264
YDR174W	0.7762499866208609
YDR175C	2.0019368119646987
YDR176W	-1.5283194588707594
YDR178W	-0.1439861877139997
YDR179C	-2.6149056570485896
YDR179W-A	-1.1880502037767942
YDR181C	0.35131391748582536
YDR183W	-0.03684844944461611
YDR184C	-0.21907209319361234
YDR185C	-0.23158763083024286
YDR186C	0.20766668793544169
YDR191W	-0.6900893948247486
YDR192C	-0.41535691348467857
YDR193W	-1.4874241587060333
YDR194C	-1.4873200360575922
