orf	hap alpha | replicative lifespan (SEBYL) | standard | SC | Yu R~Dang W, 2021
YAL002W	-0.9489692147635999
YAL004W	-0.4214363442688689
YAL005C	-0.08152304965684018
YAL007C	-0.7268087930298576
YAL008W	0.7356818881184803
YAL009W	-2.2521010048099113
YAL011W	4.649787382592775
YAL014C	1.0630348747201197
YAL015C	-0.6365315889197984
YAL017W	0.78513809472736
YAL018C	0.3894884418563121
YAL019W	3.2273326782230556
YAL020C	-0.5690199433729528
YAL021C	-3.4327698117729177
YAL022C	-5.8035276522321135
YAL023C	-2.3329579790897075
YAL024C	1.8880900055906975
YAL026C	-1.5911148799564923
YAL028W	0.6556099345612437
YAL029C	-0.27856285536980363
YAL030W	-0.03363687978296464
YAL031C	0.0370148439440092
YAL034C	0.2222793623691445
YAL036C	0.21442916927388564
YAL042W	0.27409062643559096
YAL044C	0.32433185376703183
YAL045C	-0.21262124655796202
YAL046C	0.02445453593361975
YAL048C	-0.5077884494762418
YAL049C	0.3824232694836162
YAL051W	0.10217143203328947
YAL053W	0.8973958319679577
YAL055W	0.08333097237276378
YAL056C-A	0.5590525788010483
YAL056W	-0.7118934275619028
YAL058W	2.104755291686748
YAL059W	0.3604427316429639
YAL060W	0.41382403715453137
YAL061W	0.3384621985124269
YAL062W	0.6273492450704552
YAL064C-A	0.33061200541716806
YAL065C	0.3463123868975688
YAL066W	-0.06974776236901037
YAL067C	0.7529523110440004
YAL068C	0.5755379810040087
YAR002C-A	-0.9481841940410403
YAR002W	-0.6930529679013772
YAR003W	-0.8798875277716334
YAR014C	-1.3956451109785346
YAR015W	0.542567176598088
YAR018C	-1.6900272931742548
YAR020C	-0.20634109490782412
YAR027W	0.2929310860961167
YAR028W	0.6273492450704552
YAR029W	0.3824232694836162
YAR030C	-0.20634109490782412
YAR042W	0.08882610565539803
YAR047C	0.4813356827013769
YAR050W	0.9146662548934777
YBL001C	-0.26286247388940287
YBL002W	0.881695450487557
YBL005W	-0.19535082834255563
YBL006C	-1.6554864520333283
YBL007C	-2.0468184979954676
YBL008W	3.8820386514263374
YBL009W	-0.02735672813282673
YBL010C	-0.38532546168282317
YBL011W	-0.003806153557168782
YBL012C	-0.10350358749749079
YBL013W	0.17517821321782862
YBL015W	0.0370148439440092
YBL016W	-3.078726172415493
YBL017C	-0.16630511812920745
YBL019W	0.1610478684724335
YBL022C	-1.7524363157997476
YBL024W	-0.477172702527888
YBL028C	-0.03913201542065654
YBL031W	-0.9827250351819651
YBL036C	0.6799455298594613
YBL037W	0.7121313135428224
YBL038W	0.9441044731130498
YBL042C	0.007969133730659356
YBL043W	-0.6914829311663715
YBL045C	-0.601990747778872
YBL047C	-1.1153932735282095
YBL049W	-0.016366461567558235
YBL051C	-0.9411190216683427
YBL053W	0.9005359101480827
YBL054W	0.2269894772842751
YBL055C	0.7121313135428224
YBL056W	0.32590189050203744
YBL057C	0.7560923845140117
YBL059W	0.2835108562658538
YBL060W	7.433465297435503
YBL061C	-3.001794297038384
YBL062W	-3.048895446189699
YBL064C	0.27252058970058535
YBL065W	-0.38689549841782883
YBL066C	-0.03520692122808392
YBL067C	-0.8210110913324894
