orf	hap alpha | replicative lifespan (SEBYL) | standard | SC | Yu R~Dang W, 2021
YMR303C	21.875
YMR304C-A	19.97
YMR305C	20.79333333
YMR306C-A	20.49
YMR306W	20.16666667
YMR311C	19.31
YMR312W	14.89666667
YMR315W	21.07833333
YMR316C-A	21.01666667
YMR316C-B	19.92333333
YMR316W	21.11666667
YMR317W	20.735
YMR318C	20.57
YMR319C	20.08333333
YMR320W	20.6375
YMR326C	20.22
YNL001W	19.22333333
YNL004W	21.73166667
YNL005C	20.015
YNL008C	20.11
YNL009W	21.16
YNL010W	20.91833333
YNL011C	21.89
YNL012W	19.64666667
YNL013C	20.65666667
YNL014W	19.11375
YNL015W	21.965
YNL020C	20.09166667
YNL021W	25.09
YNL022C	19.05333333
YNL025C	18.4325
YNL027W	20.78333333
YNL028W	20.575
YNL029C	20.815
YNL031C	19.62
YNL032W	24.075
YNL034W	20.62833333
YNL035C	20.005
YNL037C	19.875
YNL040W	20.955
YNL041C	20.07333333
YNL042W	20.72166667
YNL043C	21.085
YNL044W	20.88333333
YNL045W	19.7
YNL046W	20.86
YNL049C	20.03666667
YNL051W	18.26333333
YNL052W	19.7525
YNL054W	18.68
YNL056W	22.84333333
YNL063W	19.67333333
YNL065W	20.21333333
YNL066W	18.31166667
YNL068C	20.53
YNL069C	26.8525
YNL070W	18.835
YNL071W	19.11333333
YNL072W	19.6625
YNL073W	20.42333333
YNL074C	19.66166667
YNL076W	19.7775
YNL077W	20.97666667
YNL078W	23.65
YNL080C	17.92833333
YNL082W	16.965
YNL083W	20.88666667
YNL085W	21.21
YNL086W	19.85333333
YNL087W	20.43166667
YNL089C	20.39666667
YNL090W	20.54
YNL091W	17.55666667
YNL092W	21.575
YNL093W	19.64
YNL094W	20.9
YNL095C	20.39666667
YNL096C	19.8
YNL097C	14.97166667
YNL098C	18.065
YNL099C	24.01833333
YNL100W	19.23833333
YNL101W	18.86333333
YNL104C	21.29333333
YNL105W	24.98833333
YNL106C	21.12333333
YNL107W	19.315
YNL108C	20.99
YNL109W	20.15666667
YNL115C	19.59
YNL116W	21.34
YNL117W	20.71
YNL119W	18.32666667
YNL120C	19.10333333
YNL122C	18.855
YNL123W	22.21833333
YNL125C	20.90166667
YNL127W	21.145
YNL128W	21.475
YNL129W	21.31
YNL130C	21.795
YNL135C	19.69
YNL136W	16.36333333
YNL140C	18.76
YNL142W	22.255
YNL143C	20.64333333
YNL145W	21.65666667
YNL146W	21.03
YNL147W	16.04833333
YNL154C	18.815
YNL155W	24.75
YNL157W	20.75
YNL159C	19.49
YNL160W	19.2975
YNL167C	17.5
YNL168C	21.94
YNL175C	21.1825
YNL176C	21.32
YNL177C	29.25666667
YNL180C	17.06
YNL183C	20.15833333
YNL184C	21.08
YNL187W	23.54
YNL190W	21.25
YNL191W	20.97833333
YNL193W	23.5
YNL194C	20.875
YNL195C	19.83333333
YNL196C	21.605
YNL197C	16.65833333
YNL198C	20.565
YNL199C	14.745
YNL200C	20.67666667
YNL202W	20.82666667
YNL204C	20.365
YNL205C	21.23333333
YNL206C	18.57333333
YNL210W	20.25666667
YNL211C	18.06166667
YNL212W	14.255
YNL214W	20.84
YNL215W	18.515
YNL217W	20.685
YNL218W	19.205
YNL224C	19.75
YNL226W	21.845
YNL228W	18.98
YNL229C	19.19
YNL233W	16.48666667
YNL235C	22.31
YNL241C	19.435
YNL248C	20.28
YNL249C	21.00833333
YNL252C	20.98666667
YNL255C	21.235
YNL257C	22.175
YNL259C	20.7025
YNL264C	26.05
YNL266W	20.425
YNL268W	20.6
YNL269W	21.205
YNL270C	20.58
YNL271C	16.405
YNL274C	21.00333333
YNL275W	19.755
YNL279W	19.84333333
YNL281W	19.43
YNL283C	18.73833333
YNL285W	20.35
YNL286W	20.045
YNL288W	20.62
YNL289W	22.61
YNL292W	19.87
YNL294C	20.055
YNL295W	22.045
YNL296W	18.4
YNL297C	20.81666667
YNL298W	16.065
YNL299W	21.525
YNL301C	20.22666667
YNL302C	22.63
YNL303W	19.46333333
YNL304W	20.675
YNL305C	19.045
YNL311C	21.61
YNL314W	21.13833333
YNL316C	21.31
YNL318C	20.73666667
YNL319W	20.11
YNL320W	19.51
YNL321W	20.77666667
YNL323W	19.45
YNL324W	18.77166667
YNL325C	18.30333333
YNL326C	21.59333333
YNL327W	20.3675
YNL329C	21.16666667
YNL333W	20.46666667
YNL334C	23.21
YNL335W	21.14666667
YNL336W	20.53666667
YNL338W	19.425
YNL339C	20.18166667
YNR001C	20.17
YNR002C	20.115
YNR004W	17.575
YNR006W	21.90333333
YNR007C	21.0175
YNR008W	19.63333333
YNR009W	20.16333333
YNR010W	18.68
YNR013C	20.92666667
YNR015W	19.19
YNR018W	20.76666667
YNR022C	21.41666667
YNR025C	20.64166667
YNR028W	21.32
YNR029C	23.92333333
YNR030W	23.06166667
YNR032C-A	20.10166667
YNR032W	21.46666667
YNR033W	21.17
YNR034W	21.07
YNR037C	21.31166667
YNR039C	20.26333333
YNR040W	21.04166667
YNR041C	19.9975
YNR042W	20.31
YNR044W	17.245
YNR047W	19.535
YNR048W	20.77666667
YNR049C	20.81
YNR050C	20.18
YNR051C	16.565
YNR055C	22.08833333
YNR057C	17.8175
YNR058W	20.26666667
YNR060W	19.53
YNR061C	20.32666667
YNR063W	20.10333333
YNR064C	19.60833333
YNR065C	19.545
YNR066C	19.885
YNR067C	21.195
YNR069C	20.4825
YNR070W	20.92
YNR071C	21.32666667
YNR072W	20.48
YNR074C	20.65
YNR075W	21.305
YOL001W	19.94333333
YOL002C	23.45333333
YOL003C	14.64
YOL006C	19.99
YOL007C	20.80333333
YOL011W	19.18
YOL012C	19.275
YOL013C	21.26333333
YOL013W-A	19.8
YOL014W	20.895
YOL015W	24.68
YOL016C	20.71333333
YOL019W	20.93333333
YOL020W	22.71333333
YOL023W	20.445
YOL025W	20.945
YOL027C	21.21666667
YOL030W	20.78166667
YOL032W	20.18666667
YOL035C	23.34666667
YOL036W	20.005
YOL037C	21.3625
YOL039W	21.58
YOL041C	21.31166667
YOL042W	20.025
YOL043C	20.985
YOL044W	19.9
YOL045W	19.93833333
YOL046C	20.23
YOL047C	20.08333333
YOL048C	19.925
YOL049W	23.755
YOL050C	22.69333333
YOL052C	19.05666667
YOL053W	19.59166667
YOL055C	19.85
YOL056W	20.845
YOL057W	19.70666667
YOL060C	21.765
YOL061W	24.35333333
YOL062C	21.69
YOL063C	21.35666667
YOL065C	19.81833333
YOL068C	18.855
YOL070C	24.13
YOL071W	23.085
YOL075C	20.4575
YOL079W	24.61333333
YOL082W	19.97
YOL084W	23.935
YOL085C	21.46333333
YOL087C	19.40666667
YOL088C	20.73333333
YOL089C	20.72
YOL090W	16.465
YOL091W	16.7125
YOL092W	20.38
YOL093W	15.87166667
YOL095C	21.68666667
YOL096C	20.33
YOL098C	19.23333333
YOL100W	16.785
YOL101C	21.515
YOL103W	21.01333333
YOL104C	20.4175
YOL105C	20.0
YOL106W	19.1775
YOL107W	17.0
YOL109W	22.51
YOL110W	16.895
YOL111C	21.22333333
YOL112W	20.755
YOL113W	21.79333333
YOL115W	15.35
YOL116W	19.92
YOL117W	20.59833333
YOL118C	20.54
YOL119C	19.14666667
YOL122C	21.68333333
YOL124C	21.195
YOL125W	14.88166667
YOL126C	20.22
YOL128C	17.71
YOL131W	20.42
YOL138C	17.5
YOL141W	20.725
YOL150C	21.3
YOL151W	18.7925
YOL152W	21.08333333
YOL155C	21.82
YOL158C	21.225
YOL159C	21.1775
YOL160W	21.67
YOL162W	21.565
YOR001W	14.875
YOR002W	22.375
YOR003W	20.99666667
YOR005C	20.80333333
YOR006C	20.25166667
YOR007C	19.21
YOR008C	19.645
YOR008C-A	26.26
YOR009W	22.43333333
YOR010C	20.21
YOR011W	20.93666667
YOR012W	21.355
YOR013W	21.55666667
YOR014W	17.005
YOR015W	20.04833333
YOR016C	20.15
YOR019W	19.84
YOR022C	20.49333333
YOR023C	20.46666667
YOR024W	19.07
YOR025W	17.7
YOR027W	20.63666667
YOR028C	20.81333333
YOR029W	20.66
YOR030W	17.28666667
YOR032C	21.47666667
YOR037W	20.30666667
YOR038C	16.915
YOR039W	15.38666667
YOR040W	20.98166667
YOR042W	23.65
YOR043W	21.23333333
YOR044W	19.72333333
YOR045W	20.18
YOR047C	21.19666667
YOR049C	19.7
YOR050C	20.5725
YOR051C	19.51
YOR052C	20.29
YOR053W	18.48333333
YOR054C	21.27333333
YOR055W	20.40333333
YOR058C	18.67166667
YOR059C	20.51166667
YOR061W	19.55666667
YOR062C	17.75
YOR064C	19.56
YOR067C	23.41833333
YOR068C	19.615
YOR070C	20.77833333
YOR071C	20.91666667
YOR072W	20.46833333
YOR073W	14.99333333
YOR078W	20.98333333
YOR079C	20.18666667
YOR081C	19.13
YOR082C	18.11166667
YOR083W	17.79333333
YOR084W	20.985
YOR085W	24.17333333
YOR086C	20.04
YOR087W	21.505
YOR089C	18.91333333
YOR090C	20.96666667
YOR091W	20.9275
YOR092W	20.13666667
YOR093C	19.905
YOR094W	20.97
YOR099W	21.75666667
YOR100C	20.78666667
YOR105W	23.62
YOR107W	20.75
YOR108W	20.97
YOR111W	20.635
YOR112W	32.415
YOR113W	20.09333333
YOR114W	21.05333333
YOR115C	21.75666667
YOR118W	21.45333333
YOR123C	19.365
YOR124C	22.215
YOR125C	19.89166667
YOR128C	22.175
YOR130C	19.68166667
YOR135C	23.335
YOR136W	16.76
YOR138C	22.56
YOR139C	24.525
YOR140W	19.98333333
YOR142W	24.74
YOR147W	21.8
YOR152C	20.885
YOR153W	21.76333333
YOR154W	18.89666667
YOR156C	19.44
YOR161C	21.02
YOR163W	20.73666667
YOR165W	22.745
YOR166C	22.60166667
YOR167C	20.40666667
YOR172W	20.34333333
YOR173W	19.285
YOR175C	20.03333333
YOR177C	20.62
YOR178C	20.89333333
YOR179C	18.54
YOR180C	20.21333333
YOR182C	18.68833333
YOR185C	21.345
YOR186W	21.65833333
YOR187W	21.83333333
YOR188W	21.76666667
YOR189W	27.59333333
YOR191W	19.73833333
YOR193W	23.75
YOR195W	18.92333333
YOR196C	21.54
YOR197W	19.295
YOR202W	21.97
YOR208W	23.84
YOR209C	19.11
YOR213C	20.46666667
YOR214C	20.6
YOR215C	21.43166667
YOR216C	24.60333333
YOR219C	21.30666667
YOR220W	22.18
YOR221C	21.87333333
YOR222W	18.745
YOR223W	21.26333333
YOR225W	20.605
YOR226C	20.23666667
YOR228C	20.97666667
YOR229W	21.75
YOR230W	22.34833333
YOR231W	26.05
YOR233W	25.04333333
YOR234C	23.18333333
YOR235W	22.21
YOR237W	21.9825
YOR238W	21.53666667
YOR239W	21.1375
YOR242C	20.56333333
YOR243C	18.8175
YOR245C	23.04
YOR246C	18.44333333
YOR247W	27.59
YOR248W	21.11333333
YOR251C	22.16333333
YOR252W	21.0725
YOR253W	20.88666667
YOR255W	21.195
YOR263C	22.93
YOR264W	23.75333333
YOR267C	23.70333333
YOR268C	20.93833333
YOR270C	18.51
YOR271C	20.66166667
YOR273C	21.72666667
YOR274W	16.89
YOR275C	16.9125
YOR276W	22.18
YOR280C	21.59333333
YOR283W	19.93166667
YOR285W	20.43333333
YOR288C	22.42333333
YOR289W	20.74333333
YOR291W	21.01666667
YOR293W	19.22
YOR296W	21.17666667
YOR298C-A	18.951666664999998
YOR298W	20.40666667
YOR299W	23.475
YOR300W	21.73
YOR301W	22.15
YOR302W	21.514166664999998
YOR303W	20.57125
YOR304C-A	15.875
YOR304W	20.48
YOR305W	21.4175
YOR306C	20.34666667
YOR307C	22.31
YOR308C	22.39
YOR309C	21.18666667
YOR313C	20.35
YOR316C	21.45666667
YOR317W	19.78
YOR320C	20.88
YOR321W	21.05833333
YOR323C	14.64333333
YOR324C	21.58
YOR325W	20.73833333
YOR327C	18.37333333
YOR328W	21.04
YOR333C	20.41666667
YOR334W	21.49333333
YOR337W	21.4025
YOR338W	21.63666667
YOR339C	20.93
YOR342C	20.81666667
YOR343C	20.36666667
YOR344C	19.85333333
YOR345C	21.01666667
YOR346W	22.84666667
YOR347C	20.79666667
YOR348C	21.62666667
YOR349W	19.73833333
YOR350C	25.3175
YOR351C	20.62
YOR352W	24.295
YOR354C	20.515
YOR355W	18.95333333
YOR356W	21.11666667
YOR357C	19.515
YOR358W	19.03666667
YOR359W	17.585
YOR360C	18.71833333
YOR363C	30.555
YOR364W	20.28666667
YOR365C	21.39
YOR366W	22.475
YOR367W	21.88666667
YOR368W	19.05666667
YOR374W	22.20666667
YOR376W	22.04
YOR377W	21.2
YOR378W	21.57
YOR380W	20.87666667
YOR381W	20.83
YOR382W	20.11
YOR383C	20.41666667
YOR384W	19.755
YOR385W	20.51166667
YPL002C	16.92333333
YPL003W	21.74666667
YPL004C	21.57333333
YPL006W	16.04333333
YPL009C	18.11333333
YPL013C	20.78666667
YPL014W	19.77
YPL017C	16.083333335
YPL021W	18.89
YPL022W	18.48
YPL023C	15.35666667
YPL030W	19.73
YPL032C	20.1
YPL033C	20.015
YPL034W	20.62
YPL036W	21.6
YPL037C	19.69166667
YPL039W	19.965
YPL040C	20.92
YPL042C	18.975
YPL046C	20.9125
YPL047W	20.94
YPL048W	19.77
YPL051W	21.08
YPL054W	19.86666667
YPL056C	19.76333333
YPL058C	20.73333333
YPL060W	20.44333333
YPL066W	18.01
YPL067C	20.6325
YPL069C	14.98666667
YPL070W	19.30166667
YPL071C	19.23666667
YPL072W	18.58
YPL077C	18.48
YPL078C	20.94333333
YPL079W	19.225
YPL080C	18.27166667
YPL081W	20.52
YPL084W	18.86333333
YPL086C	16.6
YPL087W	20.08333333
YPL088W	18.47666667
YPL091W	16.95
YPL095C	19.35666667
YPL097W	15.415
YPL098C	13.105
YPL099C	19.27333333
YPL100W	20.18666667
YPL101W	14.68833333
YPL102C	15.0675
YPL103C	19.34
YPL105C	20.4625
YPL107W	18.48
YPL108W	21.94166667
YPL109C	22.11833333
YPL110C	20.68666667
YPL111W	20.32333333
YPL112C	20.69833333
YPL114W	17.8825
YPL115C	21.99666667
YPL116W	19.67833333
YPL118W	19.975
YPL119C	20.38166667
YPL120W	21.24
YPL121C	17.825
YPL123C	15.485
YPL127C	20.93
YPL130W	20.19333333
YPL133C	21.09
YPL134C	21.35333333
YPL135W	20.56333333
YPL136W	18.09
YPL137C	18.975
YPL138C	17.80333333
YPL139C	18.25
YPL141C	20.53333333
YPL144W	17.195
YPL145C	20.95666667
YPL147W	16.935
YPL149W	20.5
YPL150W	15.86
YPL152W	20.11166667
YPL155C	20.11333333
YPL157W	19.87
YPL158C	17.16333333
YPL159C	19.335
YPL161C	18.64333333
YPL162C	19.02333333
YPL163C	20.3
YPL164C	23.04666667
YPL165C	21.29333333
YPL166W	19.885
YPL167C	20.96333333
YPL168W	18.77666667
YPL170W	22.09666667
YPL171C	19.0
YPL174C	17.19333333
YPL176C	20.89
YPL177C	20.28666667
YPL179W	21.35666667
YPL180W	19.3625
YPL182C	16.205
YPL183C	19.56333333
YPL184C	17.2925
YPL185W	18.7675
YPL186C	21.08
YPL187W	18.16
YPL189W	21.07333333
YPL191C	22.48666667
YPL192C	20.005
YPL194W	19.12375
YPL195W	19.8975
YPL196W	18.7075
YPL198W	19.1375
YPL199C	19.81
YPL200W	20.625
YPL201C	20.215
YPL202C	21.28
YPL203W	19.49666667
YPL205C	15.395
YPL206C	23.54333333
YPL207W	20.38666667
YPL208W	21.45
YPL212C	18.84833333
YPL213W	12.835
YPL214C	18.56
YPL216W	20.91333333
YPL219W	19.845
YPL220W	20.47666667
YPL221W	20.76666667
YPL222W	23.02
YPL224C	20.615
YPL225W	16.74
YPL226W	18.935
YPL227C	22.16666667
YPL229W	20.19166667
YPL230W	18.0425
YPL232W	21.23
YPL239W	19.03166667
YPL240C	20.065
YPL241C	18.605
YPL245W	21.055
YPL246C	15.825
YPL247C	18.225
YPL248C	20.53666667
YPL249C	23.8
YPL250C	18.1425
YPL253C	19.86666667
YPL256C	21.88333333
YPL257W	21.35
YPL258C	25.34333333
YPL259C	19.80333333
YPL260W	18.37
YPL261C	19.23666667
YPL263C	20.055
YPL264C	21.49333333
YPL265W	20.03
YPL267W	19.59666667
YPL269W	18.18666667
YPL270W	19.46666667
YPL272C	20.405
YPL273W	19.3925
YPL274W	21.74666667
YPR001W	20.81166667
YPR003C	20.04333333
YPR004C	20.85
YPR006C	20.74333333
YPR008W	21.735
YPR009W	20.595
YPR011C	21.74
YPR012W	18.61
YPR014C	20.30333333
YPR015C	20.76333333
YPR017C	19.45666667
YPR018W	18.06
YPR020W	16.4125
YPR021C	20.93666667
YPR022C	20.7975
YPR023C	20.48666667
YPR024W	14.935
YPR026W	19.70666667
YPR028W	19.9475
YPR029C	19.485
YPR030W	20.48
YPR031W	19.87333333
YPR032W	15.09
YPR036W	14.32
YPR037C	20.995
YPR038W	21.96
YPR039W	22.645
YPR040W	30.17
YPR042C	20.94
YPR043W	17.8725
YPR046W	20.29833333
YPR049C	21.18
YPR050C	18.71666667
YPR051W	19.38666667
YPR052C	19.45
YPR053C	18.83
YPR054W	21.66666667
YPR057W	18.43166667
YPR058W	19.74
YPR060C	18.58166667
YPR061C	20.635
YPR062W	19.00666667
YPR063C	20.23833333
YPR064W	19.07333333
YPR065W	20.61
YPR066W	19.76333333
YPR070W	17.72666667
YPR071W	19.20166667
YPR073C	19.46
YPR074C	18.55833333
YPR075C	17.9125
YPR076W	21.475
YPR078C	21.775
YPR079W	19.0
YPR083W	19.24
YPR084W	20.605
YPR087W	14.49
YPR089W	20.885
YPR091C	22.07
YPR092W	22.005
YPR093C	20.86666667
YPR095C	20.465
YPR096C	20.19333333
YPR097W	20.315
YPR098C	21.02333333
YPR099C	20.74666667
YPR100W	20.65
YPR106W	20.39666667
YPR109W	21.71666667
YPR111W	18.55166667
YPR114W	17.91
YPR115W	19.33666667
YPR118W	21.815
YPR119W	21.725
YPR120C	14.91
YPR121W	23.91666667
YPR122W	22.3225
YPR123C	22.11666667
YPR124W	19.74833333
YPR125W	22.69666667
YPR126C	21.56833333
YPR127W	20.965
YPR128C	21.43
YPR129W	20.90833333
YPR131C	17.99
YPR132W	25.24166667
YPR133W-A	13.40166667
YPR138C	20.095
YPR140W	19.5525
YPR145W	20.79333333
YPR149W	20.435
YPR150W	20.355
YPR151C	19.67666667
YPR152C	21.63
YPR154W	20.10666667
YPR155C	19.575
YPR156C	20.86166667
YPR158W	21.75
YPR160W	21.18166667
YPR164W	15.59
YPR167C	18.99833333
YPR170C	20.08333333
YPR171W	19.91
YPR173C	19.88
YPR174C	22.125
YPR179C	20.24666667
YPR184W	21.3
YPR185W	21.11166667
YPR188C	22.42833333
YPR189W	16.71666667
YPR191W	20.32333333
YPR192W	21.62666667
YPR193C	21.12666667
YPR195C	21.485
YPR196W	21.135
YPR197C	19.70666667
YPR198W	20.175
YPR199C	20.45
YPR200C	18.6425
YPR201W	20.77833333
