orf	hap alpha | replicative lifespan (SEBYL) | standard | SC | Yu R~Dang W, 2021
YGR286C	19.06
YGR287C	20.63333333
YGR289C	18.98833333
YGR290W	19.68
YGR292W	20.54
YGR295C	20.46833333
YHL002W	23.06333333
YHL003C	20.03
YHL005C	17.355
YHL006C	20.03333333
YHL007C	15.675
YHL008C	20.65166667
YHL010C	19.4725
YHL012W	21.45333333
YHL013C	20.39833333
YHL014C	17.90666667
YHL016C	24.61
YHL017W	20.90333333
YHL019C	24.95666667
YHL022C	20.19333333
YHL024W	20.14
YHL026C	20.7
YHL028W	20.17333333
YHL029C	24.3575
YHL030W	16.61166667
YHL031C	20.08
YHL032C	20.5
YHL033C	15.43
YHL034C	20.23
YHL036W	19.585
YHL037C	19.67333333
YHL040C	25.86833333
YHL041W	22.08
YHL042W	21.33
YHL043W	20.99166667
YHL044W	19.38
YHL045W	21.34
YHL046C	19.81333333
YHL047C	21.16666667
YHR001W-A	21.77166667
YHR003C	20.0725
YHR004C	15.64666667
YHR006W	23.52
YHR008C	21.525
YHR009C	20.645
YHR015W	19.32166667
YHR016C	20.82666667
YHR017W	21.80333333
YHR018C	20.95666667
YHR022C	21.22
YHR026W	13.75
YHR028C	19.62
YHR031C	18.20666667
YHR032W	23.46
YHR033W	20.29666667
YHR035W	21.055
YHR037W	22.55
YHR038W	20.835
YHR041C	20.28
YHR043C	19.85666667
YHR044C	21.04
YHR045W	19.005
YHR046C	22.065
YHR047C	21.2275
YHR048W	22.53
YHR049C-A	20.18
YHR049W	20.41333333
YHR050W	22.79
YHR057C	23.405
YHR061C	20.63
YHR066W	16.1725
YHR067W	20.415
YHR073W	23.595
YHR075C	17.65
YHR076W	18.39833333
YHR077C	18.2
YHR078W	21.96
YHR079C	17.13
YHR079C-A	23.075
YHR080C	17.88333333
YHR081W	17.06666667
YHR082C	21.16
YHR086W	19.31333333
YHR087W	20.105
YHR092C	22.65666667
YHR093W	20.42333333
YHR094C	20.515
YHR095W	21.93666667
YHR097C	20.89666667
YHR100C	10.9875
YHR103W	18.76
YHR104W	19.57833333
YHR106W	20.6325
YHR109W	20.3925
YHR110W	20.845
YHR111W	16.5775
YHR112C	21.55166667
YHR113W	22.51666667
YHR114W	21.09
YHR115C	19.72
YHR117W	19.99333333
YHR121W	19.64333333
YHR124W	21.59333333
YHR125W	23.5
YHR126C	20.84
YHR127W	21.25166667
YHR129C	15.24
YHR130C	16.3875
YHR131C	20.54833333
YHR132W-A	20.455
YHR133C	19.62666667
YHR134W	15.0
YHR135C	18.915
YHR136C	20.66
YHR137W	19.17
YHR138C	19.42833333
YHR139C	20.43
YHR139C-A	21.57166667
YHR140W	17.40833333
YHR143W	19.095
YHR146W	19.68333333
YHR150W	17.085
YHR152W	19.30333333
YHR153C	20.37333333
YHR155W	21.0075
YHR157W	20.89333333
YHR158C	21.525
YHR159W	20.535
YHR160C	21.28
YHR161C	20.43
YHR162W	19.30333333
YHR167W	16.085
YHR168W	20.88666667
YHR176W	20.275
YHR179W	19.75
YHR180W	21.37333333
YHR181W	20.34333333
YHR182W	22.94
YHR183W	18.16333333
YHR184W	20.54333333
YHR185C	21.49666667
YHR189W	21.935
YHR191C	13.9325
YHR193C	19.53
YHR195W	20.33
YHR198C	20.85666667
YHR199C	20.35333333
YHR200W	15.49833333
YHR202W	20.44
YHR203C	18.66
YHR204W	19.73666667
YHR206W	17.0075
YHR207C	20.915
YHR209W	21.35833333
YHR210C	20.69
YIL001W	20.08
YIL002C	25.39333333
YIL005W	22.91
YIL007C	20.96333333
YIL009C-A	15.38666667
YIL009W	19.5
YIL010W	21.37666667
YIL012W	20.585
YIL014C-A	20.44333333
YIL015W	19.55666667
YIL018W	17.3525
YIL020C	19.695
YIL023C	27.375
YIL024C	20.58666667
YIL027C	20.25
YIL028W	20.68833333
YIL029C	19.795
YIL030C	16.27
YIL032C	25.13
YIL035C	20.89333333
YIL038C	19.13
YIL039W	13.37666667
YIL041W	20.25666667
YIL043C	17.92166667
YIL044C	19.60333333
YIL045W	19.8
YIL047C	20.91
YIL049W	17.135
YIL050W	20.99833333
YIL052C	18.52166667
YIL053W	19.485
YIL055C	20.375
YIL056W	16.235
YIL057C	19.26
YIL058W	20.09
YIL059C	20.84
YIL060W	21.64666667
YIL064W	15.015
YIL065C	18.94833333
YIL066C	20.435
YIL067C	21.01166667
YIL070C	21.68833333
YIL071C	20.83666667
YIL073C	21.61833333
YIL074C	21.28
YIL076W	19.91666667
YIL077C	19.175
YIL085C	22.18
YIL086C	19.23
YIL087C	18.98833333
YIL088C	20.8325
YIL089W	20.98
YIL090W	17.86333333
YIL092W	21.682499999999997
YIL094C	20.32
YIL096C	19.57166667
YIL097W	16.855
YIL099W	20.54166667
YIL100W	20.56
YIL101C	19.77
YIL103W	16.4925
YIL105C	19.81666667
YIL107C	19.395
YIL108W	20.73666667
YIL110W	20.885
YIL111W	20.625
YIL114C	20.81333333
YIL116W	17.7875
YIL117C	20.1875
YIL119C	21.11666667
YIL120W	20.655
YIL121W	21.73
YIL122W	21.05333333
YIL123W	21.14666667
YIL124W	20.31333333
YIL125W	21.255
YIL130W	23.98666667
YIL132C	18.33666667
YIL133C	25.02333333
YIL135C	19.15333333
YIL137C	19.205
YIL140W	22.35666667
YIL141W	22.25333333
YIL145C	20.29666667
YIL146C	19.40166667
YIL149C	25.845
YIL152W	19.8
YIL155C	20.8825
YIL156W	20.10333333
YIL157C	20.86333333
YIL159W	21.01666667
YIL160C	19.70333333
YIL162W	20.96666667
YIL163C	21.46
YIL164C	22.0
YIL165C	20.26
YIL173W	21.10833333
YIR001C	20.455
YIR004W	16.8625
YIR005W	16.54333333
YIR007W	22.13
YIR013C	19.55
YIR014W	21.08
YIR016W	20.95333333
YIR017C	20.2125
YIR019C	20.52
YIR020C	20.22833333
YIR020W-A	20.04
YIR021W	19.7
YIR023W	19.855
YIR024C	19.76333333
YIR025W	20.54
YIR027C	19.7
YIR028W	19.4
YIR029W	20.30333333
YIR030C	20.93
YIR031C	20.28
YIR032C	20.70333333
YIR033W	16.51166667
YIR034C	20.98833333
YIR035C	20.785
YIR037W	19.01666667
YIR038C	20.60666667
YIR039C	19.75166667
YIR042C	19.95333333
YJL003W	19.99
YJL007C	21.43
YJL012C	19.26333333
YJL013C	21.665
YJL016W	19.322499999999998
YJL020C	18.99666667
YJL030W	19.33
YJL036W	20.88666667
YJL037W	20.86666667
YJL038C	20.84333333
YJL042W	20.82166667
YJL043W	20.37166667
YJL044C	19.735
YJL045W	19.36666667
YJL046W	21.625
YJL047C	15.755
YJL048C	20.67166667
YJL049W	20.805
YJL051W	20.06166667
YJL052W	20.11666667
YJL053W	20.185
YJL055W	20.58
YJL056C	18.555
YJL058C	19.40333333
YJL060W	19.37833333
YJL063C	20.3725
YJL064W	18.32
YJL066C	21.8
YJL067W	21.355
YJL068C	20.89666667
YJL070C	20.49833333
YJL071W	18.4225
YJL073W	20.78666667
YJL077C	23.95
YJL078C	21.42
YJL080C	15.635
YJL082W	19.26666667
YJL083W	20.2725
YJL088W	18.75833333
YJL089W	21.44666667
YJL092W	17.29833333
YJL093C	19.68666667
YJL094C	21.24833333
YJL099W	13.63666667
YJL100W	20.82833333
YJL101C	18.58333333
YJL103C	20.96666667
YJL106W	20.12333333
YJL107C	20.83666667
YJL110C	19.75166667
YJL112W	21.05
YJL116C	21.27666667
YJL117W	20.85333333
YJL118W	19.96
YJL119C	20.99666667
YJL120W	17.56
YJL121C	19.11
YJL122W	21.72833333
YJL128C	19.1525
YJL129C	20.65666667
YJL130C	21.47
YJL132W	20.650833329999998
YJL133W	20.5825
YJL134W	20.125
YJL135W	21.94833333
YJL137C	20.02666667
YJL138C	20.56833333
YJL139C	24.71666667
YJL141C	20.795
YJL142C	19.60333333
YJL144W	21.12666667
YJL145W	20.97166667
YJL147C	20.18833333
YJL148W	18.53166667
YJL150W	19.78
YJL151C	20.62
YJL153C	22.16666667
YJL155C	20.06333333
YJL157C	19.06666667
YJL158C	19.22
YJL159W	20.15
YJL160C	21.49833333
YJL161W	19.465
YJL163C	19.58
YJL165C	20.72
YJL168C	19.98666667
YJL169W	21.015
YJL170C	21.17
YJL171C	20.11833333
YJL172W	21.32333333
YJL177W	20.67
YJL178C	20.74666667
YJL179W	16.82
YJL181W	19.67
YJL182C	20.38333333
YJL183W	19.86
YJL185C	21.13333333
YJL186W	22.22166667
YJL190C	17.84
YJL193W	19.51833333
YJL197W	20.17
YJL198W	20.37666667
YJL199C	18.0275
YJL200C	20.605
YJL201W	20.01666667
YJL204C	21.45666667
YJL206C	20.1375
YJL207C	20.23
YJL210W	19.94666667
YJL211C	19.8575
YJL212C	21.09
YJL213W	20.02333333
YJL214W	21.04333333
YJL215C	20.725
YJL216C	20.63
YJL217W	19.70333333
YJL218W	20.10333333
YJR001W	20.84833333
YJR003C	21.03833333
YJR004C	19.2925
YJR008W	27.86
YJR009C	26.11
YJR011C	20.57666667
YJR014W	19.23
YJR019C	21.16666667
YJR020W	20.915
YJR021C	22.795
YJR025C	21.825
YJR030C	24.74
YJR031C	22.4025
YJR032W	18.23666667
YJR033C	18.73166667
YJR035W	19.57333333
YJR036C	21.71
YJR037W	20.79666667
YJR038C	21.67666667
YJR039W	21.39
YJR040W	19.73333333
YJR043C	16.07
YJR048W	20.69
YJR049C	17.255
YJR050W	20.145
YJR052W	22.21666667
YJR053W	18.69333333
YJR054W	19.83
YJR056C	19.135
YJR058C	21.9325
YJR060W	18.91
YJR061W	21.13666667
YJR062C	21.6075
YJR066W	19.535
YJR069C	21.07333333
YJR070C	16.99666667
YJR074W	15.04333333
YJR077C	22.9375
YJR078W	21.23166667
YJR079W	21.8125
YJR080C	21.63333333
YJR082C	23.06333333
YJR083C	20.96666667
YJR084W	22.655
YJR087W	14.41333333
YJR091C	22.84
YJR092W	21.995
YJR094C	21.9425
YJR094W-A	19.40666667
YJR095W	20.80833333
YJR096W	21.515
YJR097W	17.44166667
YJR098C	21.81166667
YJR099W	21.12666667
YJR100C	21.17666667
YJR104C	22.44
YJR106W	19.89333333
YJR107W	20.23333333
YJR108W	29.035
YJR109C	21.09833333
YJR110W	21.0975
YJR111C	22.12
YJR113C	20.975
YJR115W	20.85
YJR116W	20.39666667
YJR117W	15.96833333
YJR118C	13.7925
YJR119C	21.12833333
YJR120W	18.25
YJR125C	22.61666667
YJR126C	21.3975
YJR127C	19.67666667
YJR128W	21.77
YJR129C	19.56
YJR130C	21.31666667
YJR131W	20.81666667
YJR133W	20.0625
YJR135C	20.01
YJR137C	20.34333333
YJR140C	20.8
YJR142W	21.48333333
YJR144W	19.035
YJR145C	16.29166667
YJR146W	20.45833333
YJR147W	20.7
YJR148W	21.03333333
YJR149W	20.36833333
YJR150C	21.365
YJR153W	20.93166667
YJR154W	23.14
YKL001C	24.39
YKL005C	20.485
YKL006W	12.735
YKL007W	19.6925
YKL008C	19.155
YKL011C	21.175
YKL015W	20.53
YKL017C	20.34
YKL023W	20.58
YKL025C	19.80166667
YKL026C	20.3775
YKL027W	23.65333333
YKL030W	20.59833333
YKL031W	20.76333333
YKL033W-A	19.875
YKL034W	21.855
YKL037W	18.98666667
YKL038W	21.625
YKL039W	20.21666667
YKL040C	20.47333333
YKL041W	17.38
YKL043W	17.515
YKL044W	20.6
YKL046C	22.305
YKL047W	20.9025
YKL050C	20.24333333
YKL051W	20.73666667
YKL053C-A	15.23166667
YKL053W	16.245
YKL054C	21.095
YKL055C	20.39833333
YKL057C	17.8125
YKL061W	20.63333333
YKL062W	20.94
YKL063C	19.45
YKL064W	20.0625
YKL065C	19.57333333
YKL066W	21.32333333
YKL067W	19.67833333
YKL068W	20.67
YKL069W	18.54
YKL070W	20.8
YKL071W	20.97833333
YKL072W	20.50333333
YKL073W	15.99333333
YKL074C	18.3
YKL075C	20.89
YKL076C	18.775
YKL077W	19.9975
YKL079W	22.29166667
YKL081W	21.365
YKL085W	21.42
YKL086W	20.68666667
YKL090W	19.22
YKL091C	21.16666667
YKL094W	19.9
YKL096W-A	20.14
YKL097C	22.19
YKL098W	20.5775
YKL100C	20.57333333
YKL102C	21.06166667
YKL103C	21.00666667
YKL106W	20.635
YKL107W	20.3775
YKL109W	19.005
YKL110C	16.56666667
YKL113C	13.92833333
YKL115C	22.21166667
YKL116C	37.42
YKL117W	21.33333333
YKL118W	18.8
YKL126W	14.4225
YKL127W	21.025
YKL128C	20.3075
YKL129C	21.175
YKL131W	20.1975
YKL132C	20.275
YKL133C	20.11333333
YKL136W	20.23833333
YKL137W	20.35333333
YKL142W	21.05
YKL146W	20.465
YKL148C	20.8025
YKL149C	19.115
YKL151C	20.65666667
YKL155C	12.785
YKL157W	20.332500000000003
YKL159C	20.52333333
YKL160W	20.44166667
YKL161C	20.43
YKL162C-A	20.52666667
YKL164C	24.64666667
YKL167C	19.98666667
YKL168C	20.01
YKL175W	19.5025
YKL176C	18.20833333
YKL178C	21.21
YKL179C	20.95333333
YKL183W	20.99
YKL184W	19.8175
YKL185W	16.92166667
YKL187C	20.19666667
YKL188C	19.58333333
YKL190W	18.67
YKL191W	17.52333333
YKL194C	20.58
YKL198C	20.428333334999998
YKL201C	19.404166664999998
YKL202W	19.7825
YKL205W	22.905
YKL206C	19.39
YKL207W	20.43666667
YKL208W	19.83166667
YKL211C	20.67333333
YKL212W	21.4
YKL215C	20.48166667
YKL216W	21.23666667
YKL217W	19.9625
YKL220C	20.2175
YKL222C	21.615
YKR003W	21.26
YKR005C	20.57333333
YKR006C	18.37666667
YKR007W	18.98
YKR009C	20.19833333
YKR010C	18.76
YKR011C	21.05666667
YKR012C	20.07
YKR013W	20.22666667
YKR014C	21.73333333
YKR015C	19.88666667
YKR016W	14.57666667
YKR017C	20.57333333
YKR018C	18.44666667
YKR019C	20.5325
YKR020W	20.99166667
YKR021W	26.39666667
YKR026C	21.1825
YKR027W	20.74166667
YKR028W	20.35
YKR029C	17.97333333
YKR030W	19.36333333
YKR031C	19.12
YKR032W	20.8625
YKR033C	20.475
YKR034W	19.96333333
YKR035W-A	21.10333333
YKR036C	20.32333333
YKR039W	18.285
YKR040C	20.15
YKR042W	16.46666667
YKR043C	19.75333333
YKR044W	20.99
YKR045C	17.78
YKR046C	20.325
YKR047W	18.54
YKR048C	18.72666667
YKR049C	19.36
YKR050W	21.03833333
YKR051W	21.435
YKR053C	19.4425
YKR054C	18.485
YKR056W	20.94333333
YKR057W	16.515
YKR058W	19.97
YKR059W	19.645
YKR060W	19.31666667
YKR061W	18.54166667
YKR065C	15.63333333
YKR066C	21.30666667
YKR067W	21.65
YKR069W	21.32
YKR070W	20.31666667
YKR072C	20.97
YKR073C	20.6
YKR074W	21.07833333
YKR075C	19.77
YKR076W	19.61
YKR077W	20.005
YKR078W	19.71666667
YKR080W	18.53
YKR084C	24.595
YKR088C	21.65333333
YKR089C	19.74333333
YKR092C	17.69
YKR093W	18.02333333
YKR094C	23.05666667
YKR096W	20.005
YKR097W	21.17666667
YKR098C	21.7175
YKR099W	20.80666667
YKR100C	22.17
YKR102W	20.29166667
YKR103W	20.09166667
YKR104W	19.735
YKR105C	20.16
YKR106W	20.77333333
YLL001W	20.34333333
YLL005C	21.16
YLL007C	17.38666667
YLL010C	20.335
YLL012W	20.37666667
YLL013C	24.78666667
YLL015W	21.19166667
YLL019C	19.70333333
YLL020C	23.78
YLL021W	20.83666667
YLL024C	21.3
YLL028W	20.4725
YLL030C	22.0675
YLL032C	20.25166667
YLL038C	16.795
YLL039C	20.705
YLL043W	17.57
YLL044W	22.39166667
YLL045C	20.72
YLL046C	21.83833333
YLL047W	21.57333333
YLL048C	20.46
YLL051C	20.58
YLL052C	20.3375
YLL053C	20.92666667
YLL054C	20.10666667
YLL055W	18.94666667
YLL056C	19.33666667
YLL057C	20.14666667
YLL058W	20.86666667
YLL059C	21.41666667
YLL060C	22.80333333
YLL061W	20.04833333
YLL062C	20.22166667
YLL063C	19.74333333
YLR001C	20.645
YLR003C	20.825
YLR004C	19.865
YLR011W	21.78
YLR012C	20.92333333
YLR013W	21.765
YLR014C	22.17
YLR015W	16.93
YLR016C	21.7725
YLR017W	21.83833333
YLR018C	20.41
YLR019W	21.17
YLR020C	21.6725
YLR021W	16.76666667
YLR023C	20.67166667
YLR024C	23.41333333
YLR025W	16.4225
YLR027C	16.85
YLR028C	22.21
YLR030W	21.1525
YLR031W	18.56
YLR032W	14.14166667
YLR034C	20.065
YLR035C	20.66
YLR036C	20.54666667
YLR037C	21.55666667
YLR038C	20.43666667
YLR039C	18.77166667
YLR040C	18.01
YLR041W	19.275
YLR042C	21.34
YLR044C	18.7
YLR047C	25.005
YLR049C	27.055
YLR050C	20.65
YLR052W	21.535
YLR055C	15.54
YLR058C	21.25
YLR059C	20.75
YLR064W	22.7975
YLR072W	21.765
YLR073C	21.39333333
YLR074C	21.45666667
YLR077W	22.20333333
YLR079W	14.23
YLR080W	21.59
YLR081W	22.04666667
YLR083C	23.97333333
YLR084C	24.69333333
YLR087C	15.03333333
YLR093C	20.38
YLR096W	23.05333333
YLR097C	22.02833333
YLR099C	21.14
YLR104W	19.78
YLR107W	20.235
YLR108C	23.47333333
YLR109W	20.37
YLR110C	27.1925
YLR113W	18.61166667
YLR114C	19.3575
YLR118C	21.31666667
YLR119W	26.30666667
YLR121C	20.73666667
YLR122C	21.44
YLR123C	20.03
YLR124W	21.86
YLR125W	25.68
YLR126C	20.16333333
YLR128W	21.55333333
YLR130C	20.69166667
YLR131C	11.87166667
YLR133W	21.065
YLR135W	19.44666667
YLR136C	20.835
YLR137W	21.22333333
YLR142W	20.88666667
YLR146C	20.8575
YLR149C	20.7
YLR150W	20.80666667
YLR151C	19.64666667
YLR152C	21.44
YLR164W	20.83666667
YLR165C	20.13666667
YLR168C	19.78666667
YLR171W	20.60333333
YLR172C	17.49666667
YLR173W	20.65
YLR176C	20.12
YLR177W	21.23
YLR178C	21.02
YLR179C	21.55
YLR180W	20.575
YLR181C	22.08666667
YLR182W	18.105
YLR183C	20.50333333
YLR184W	19.11
YLR185W	21.1225
YLR187W	19.82
YLR188W	20.64333333
YLR189C	17.88666667
YLR191W	19.17833333
YLR193C	19.5575
YLR199C	19.18333333
YLR204W	20.855
YLR205C	21.875
YLR206W	27.43
YLR207W	19.31666667
YLR209C	21.88333333
YLR211C	21.50333333
YLR213C	20.65333333
YLR214W	21.75666667
YLR216C	19.02166667
YLR217W	18.245
YLR218C	19.92333333
YLR219W	19.77666667
YLR220W	21.855
YLR221C	23.29
YLR224W	20.93166667
YLR225C	20.15666667
YLR228C	21.93
YLR232W	19.755
YLR236C	20.21
YLR237W	17.14
YLR238W	18.46
YLR241W	20.40833333
YLR247C	20.5175
YLR248W	18.89666667
YLR250W	20.01166667
YLR251W	23.005
YLR253W	19.74
YLR255C	18.89333333
YLR257W	25.935
YLR258W	21.025
YLR260W	17.365
YLR261C	20.61
YLR262C-A	20.065
YLR263W	21.55
YLR264W	20.67
YLR265C	22.16
YLR266C	20.07
YLR267W	20.95
YLR269C	18.52833333
YLR271W	21.07833333
YLR273C	19.86666667
YLR278C	21.35333333
YLR280C	20.54666667
YLR281C	20.76166667
YLR282C	20.75
YLR283W	19.08333333
YLR284C	20.6
YLR285W	18.83
YLR286C	20.31666667
YLR287C	20.13333333
YLR288C	19.22666667
YLR289W	21.125
YLR290C	20.22333333
YLR292C	17.285
YLR294C	19.6775
YLR295C	20.74
YLR297W	20.40666667
YLR299W	20.26
YLR300W	20.18
YLR303W	21.17333333
YLR304C	19.8975
YLR306W	20.63666667
YLR307W	20.94166667
YLR309C	20.47833333
YLR311C	20.55833333
YLR312C	19.84
YLR312W-A	18.275
YLR313C	20.27
YLR315W	18.06666667
YLR318W	16.84666667
YLR319C	19.29
YLR322W	12.04
YLR325C	19.12166667
YLR326W	21.01
YLR327C	21.54
YLR328W	21.025
YLR329W	21.45666667
YLR331C	17.94
YLR332W	19.49333333
YLR334C	20.59
YLR335W	21.9
YLR341W	21.13
YLR342W	16.345
YLR343W	20.60666667
YLR345W	20.11333333
YLR346C	20.295
YLR349W	20.38166667
YLR350W	15.73166667
YLR351C	18.88166667
YLR352W	20.84666667
YLR353W	19.43
YLR354C	19.53
YLR356W	20.69666667
YLR360W	21.29666667
YLR361C	19.63666667
YLR365W	20.86333333
YLR366W	20.7375
YLR367W	19.755
YLR370C	15.52666667
YLR372W	18.24
YLR374C	17.285
YLR375W	21.84666667
YLR380W	20.01333333
YLR381W	19.53833333
YLR384C	20.6
YLR386W	15.325
YLR387C	22.39666667
YLR388W	18.20666667
YLR390W	20.96833333
YLR390W-A	21.655833335
YLR392C	21.585
YLR393W	21.595
YLR394W	20.18
YLR395C	21.29666667
YLR398C	20.36666667
YLR400W	21.68
YLR401C	18.11
YLR402W	24.47666667
YLR404W	20.15333333
YLR406C	19.2
YLR407W	24.55
YLR408C	21.275
YLR410W	14.075
YLR412W	22.34666667
YLR413W	20.90333333
YLR414C	21.6475
YLR415C	20.48333333
YLR416C	20.83833333
YLR417W	17.59
YLR420W	19.95666667
YLR421C	20.27333333
YLR422W	19.25
YLR425W	17.50833333
YLR426W	18.9025
YLR427W	17.71
YLR428C	21.03166667
YLR429W	21.75
YLR431C	19.675
YLR432W	21.23
YLR433C	20.4
YLR437C	20.86333333
YLR439W	19.55333333
YLR442C	17.75166667
YLR443W	19.61
YLR444C	20.8125
YLR445W	19.4575
YLR446W	20.495
YLR449W	21.07
YLR451W	19.3475
YLR452C	14.005
YLR453C	20.06
YLR454W	20.86
YLR455W	20.105
YLR456W	20.00333333
YLR460C	20.445
YLR461W	20.805
YML001W	16.74
YML002W	22.74
YML003W	20.51
YML004C	20.18333333
YML005W	20.91666667
YML006C	18.57
YML007W	18.24333333
YML009C	20.71666667
YML009C-A	29.93166667
YML009W-B	23.83666667
YML011C	20.4
YML012C-A	14.16
YML012W	19.59333333
YML013W	17.645
YML014W	15.84
YML016C	16.45333333
YML017W	20.80333333
YML018C	26.08
YML019W	19.21
YML020W	19.725
YML021C	19.355
YML022W	19.15666667
YML024W	14.475
YML026C	17.63666667
YML027W	18.185
YML028W	17.24666667
YML029W	20.0
YML034C-A	20.4
YML034W	22.89
YML035C	11.335
YML037C	20.62666667
YML041C	19.70666667
YML042W	21.20833333
YML047C	19.99166667
YML048W	21.96333333
YML050W	18.71
YML051W	20.69
YML052W	20.88
YML053C	20.13666667
YML054C	20.54666667
YML055W	20.81333333
YML057C-A	19.28
YML057W	20.57666667
YML059C	20.05
YML060W	19.88333333
YML062C	17.07666667
YML066C	20.5
YML067C	21.10666667
YML068W	20.94166667
YML070W	23.37
YML071C	20.23666667
YML072C	19.76666667
YML075C	20.02666667
YML076C	19.90666667
YML078W	19.58
YML079W	19.58
YML080W	19.95
YML081C-A	20.575
YML081W	20.08
YML082W	20.28
YML083C	21.46666667
YML084W	20.61
YML086C	19.715
YML087C	21.86
YML088W	19.96
YML089C	20.94666667
YML090W	17.32333333
YML094W	12.17666667
YML095C	19.50333333
YML096W	18.28333333
YML097C	15.85
YML099C	20.59
YML100W	20.68666667
YML100W-A	21.48
YML101C	20.0725
YML101C-A	18.03
YML102W	15.59666667
YML104C	19.96
YML106W	20.76166667
YML107C	20.29
YML109W	19.33666667
YML111W	21.5825
YML113W	16.96666667
YML115C	21.675
YML116W	20.18666667
YML116W-A	23.0
YML117W	21.74
YML119W	21.24666667
YML120C	20.635
YML121W	18.50333333
YML122C	21.96
YML123C	21.40666667
YML124C	18.32
YML128C	18.76333333
YMR002W	20.58666667
YMR003W	20.685
YMR004W	24.21
YMR006C	19.64333333
YMR007W	20.38333333
YMR008C	19.93
YMR009W	20.47
YMR010W	18.45
YMR011W	23.27
YMR012W	21.095
YMR016C	18.31
YMR017W	26.29
YMR018W	20.69333333
YMR019W	20.99333333
YMR020W	22.50666667
YMR022W	17.03
YMR025W	22.77
YMR031C	20.165
YMR034C	21.21666667
YMR036C	16.91
YMR037C	19.38333333
YMR038C	23.955
YMR039C	20.32
YMR040W	21.81666667
YMR042W	21.50333333
YMR048W	17.23
YMR052C-A	21.645
YMR052W	19.89
YMR053C	18.68
YMR054W	17.95
YMR056C	20.84666667
YMR057C	20.00666667
YMR058W	20.1925
YMR060C	19.70666667
YMR062C	21.415
YMR063W	16.47666667
YMR064W	20.82
YMR065W	20.46333333
YMR069W	19.0
YMR070W	22.325
YMR071C	21.2925
YMR072W	19.96333333
YMR073C	23.38
YMR074C	19.575
YMR075C-A	21.36666667
YMR075W	22.39333333
YMR080C	18.58
YMR081C	20.84666667
YMR082C	19.76
YMR083W	18.69333333
YMR084W	19.80666667
YMR085W	20.41333333
YMR086C-A	20.09
YMR086W	20.735
YMR087W	20.58333333
YMR088C	19.55
YMR090W	19.54333333
YMR092C	20.34333333
YMR095C	21.32333333
YMR096W	20.17
YMR098C	22.085
YMR099C	20.02666667
YMR100W	19.47666667
YMR102C	21.31333333
YMR103C	19.755
YMR104C	20.45333333
YMR105C	18.89
YMR106C	20.20333333
YMR107W	20.775
YMR109W	22.83666667
YMR110C	20.09666667
YMR111C	18.59666667
YMR114C	20.4175
YMR119W	18.425
YMR119W-A	19.24
YMR120C	21.66333333
YMR121C	21.38
YMR123W	18.95666667
YMR124W	18.85333333
YMR126C	19.69333333
YMR127C	19.27333333
YMR129W	21.905
YMR133W	21.05
YMR135W-A	19.21
YMR136W	21.95
YMR137C	20.70333333
YMR138W	20.17
YMR139W	21.42666667
YMR140W	18.945
YMR143W	20.295
YMR144W	20.53666667
YMR145C	20.57833333
YMR147W	20.795
YMR148W	21.84
YMR153C-A	19.815
YMR153W	21.18333333
YMR154C	18.83166667
YMR155W	24.33166667
YMR156C	20.69
YMR157C	19.135
YMR158C-A	19.13333333
YMR158W	21.36833333
YMR158W-B	20.75
YMR159C	20.5925
YMR160W	20.211666665
YMR161W	20.32
YMR162C	20.70666667
YMR163C	21.645
YMR164C	22.02666667
YMR166C	18.54666667
YMR167W	18.185
YMR170C	19.86666667
YMR171C	19.7075
YMR172C-A	21.16
YMR172W	20.74166667
YMR173W	20.54333333
YMR173W-A	19.48333333
YMR175W	20.43
YMR176W	19.65166667
YMR177W	21.1475
YMR178W	17.54333333
YMR179W	16.18
YMR180C	20.575
YMR181C	21.10666667
YMR182C	20.16666667
YMR183C	20.71
YMR184W	20.28333333
YMR186W	20.70833333
YMR187C	20.2675
YMR188C	21.995
YMR189W	20.9
YMR190C	16.185
YMR191W	20.03666667
YMR192W	19.835
YMR193C-A	21.2975
YMR194W	21.30666667
YMR195W	20.2975
YMR199W	19.815
YMR201C	21.0175
YMR204C	19.70333333
YMR206W	21.385
YMR207C	23.955
YMR210W	21.17666667
YMR214W	21.28666667
YMR215W	21.04
YMR216C	21.49333333
YMR219W	20.9
YMR221C	21.23
YMR222C	22.19
YMR223W	22.67666667
YMR225C	22.02833333
YMR230W	18.705
YMR232W	20.515
YMR233W	21.40166667
YMR234W	20.62833333
YMR237W	21.91666667
YMR238W	23.06333333
YMR241W	21.93333333
YMR242C	18.24
YMR244W	19.825
YMR245W	18.66666667
YMR246W	21.09666667
YMR247C	20.94333333
YMR251W	20.89
YMR251W-A	19.39333333
YMR252C	20.28833333
YMR253C	20.84666667
YMR254C	20.27
YMR255W	20.77
YMR258C	22.20666667
YMR259C	21.69166667
YMR262W	20.94
YMR264W	16.56333333
YMR265C	20.745
YMR269W	20.4125
YMR271C	20.7
YMR273C	19.11
YMR274C	17.95
YMR275C	21.095
YMR276W	20.565
YMR278W	21.59
YMR279C	20.21333333
YMR280C	21.15333333
YMR283C	20.84833333
YMR284W	19.7
YMR285C	20.28666667
YMR289W	21.68
YMR291W	18.31
YMR292W	19.39
YMR294W	15.935
YMR294W-A	20.505
YMR299C	18.08666667
YMR300C	20.86
YMR302C	20.80666667
