orf	hap a | growth (pooled culture, barseq) | standard | YPD | Saeki N~Moriya H, 2023	hap a | growth (pooled culture, barseq) | sodium chloride [1 M] | YPD | Saeki N~Moriya H, 2023	hap a | growth (pooled culture, barseq) | calcium chloride [5 mM], sodium chloride [1 M] | YPD | Saeki N~Moriya H, 2023
YAL001C	-0.737584035160424	-0.856437613807176	-0.9133720443719459
YAL004W	0.90952229436744	-0.5776732092534611	-0.004133349903108985
YAL005C	0.520591817026196	-0.816086479239057	-0.34390440718122894
YAL008W	0.23982024252612	-0.23990169001848488	-0.95886088405024
YAL011W	-0.268008889128596	-0.768820266192494	-0.719841401023856
YAL012W	-0.805660347072978	-1.4604628013809622	-0.46510768389428203
YAL013W	-1.26221849205774	0.509839416620984	0.46877737192005997
YAL014C	0.875154416988509	-0.7940366180473998	-0.03969318013779399
YAL015C	0.702092486232425	-0.33113924128243605	0.192777554855025
YAL017W	0.48660867494204	-0.920040026986118	-0.5544339340528796
YAL018C	0.625373753593411	-0.16563501903207495	-0.02762729255138896
YAL019W	0.0542606111352892	0.1619867294764068	-0.2439323853071662
YAL020C	-1.63275131972794	0.739431039365658	0.23219633471515988
YAL022C	1.07388635757551	-0.47622429122383503	0.23591882462822
YAL023C	-1.03077773354951	1.612642087730876	0.42225631046953405
YAL024C	-0.0284831389342757	-0.15514409044415228	-0.9490447385710543
YAL026C	-1.1407156565263	-0.22893981821855003	-0.40776079867179016
YAL027W	1.24897360358108	-0.7636438779406309	0.14114505257587018
YAL028W	1.26834706972784	-0.6352451185914191	0.18254953941666985
YAL029C	0.826058975098497	-0.270451953418373	-0.009273212050422974
YAL030W	0.352457684100934	-0.3985732148030593	0.23109752188563099
YAL031C	0.371013838794908	-0.64484735369776	0.154291955008386
YAL034C	0.368859930025754	-0.3785090055147069	-0.8386978012149351
YAL036C	1.03932704255632	-0.24290901565425693	-0.11012404866385195
YAL037W	0.315115117067979	-0.14826165902003302	-0.03483113347379502
YAL039C	-0.754393451342909	1.1347176374900911	0.469369669486897
YAL040C	0.146621042813579	0.101538519951544	-0.7211627132814911
YAL042W	1.02478473120609	-1.345560578316407	-0.11572557630770508
YAL044C	-0.845244836861216	1.6548521468894308	0.29097818012548504
YAL044W-A	0.305613159947679	-0.3906287981765685	-0.75346268485148
YAL045C	0.37800754391135	-0.7437020177109259	-0.4572703516847707
YAL046C	0.242656664387396	-0.596303666983533	-0.3408642542548443
YAL048C	-1.34883128011428	1.850030290080094	0.7180813762509601
YAL049C	0.6937226783327345	-0.6737969944130551	-0.6272587425505365
YAL051W	0.86225993013742	0.018736428737268995	0.38148270627587
YAL053W	0.392928635365011	0.21532476319897798	0.723546870545819
YAL054C	0.672605197432742	-0.826456225452162	-0.19999076577238006
YAL055W	-0.180400246135046	-0.290188542044446	-0.603670297992688
YAL056W	1.32584916739007	-0.46609148688302204	0.3084948541569099
YAL058W	-1.63288388987081	1.559940750852948	0.789379071432501
YAL059W	-0.393446673262048	1.792423841513588	0.751560451220589
YAL060W	0.424416231091446	-0.5963875296854431	-0.3731865905854965
YAL061W	0.997967054332361	-0.293857519707749	0.2647109852121291
YAL062W	0.705078389936879	0.070998058045051	-0.366291262707854
YAL064C-A	0.909756104623714	-1.019518701636368	-0.3469765314834551
YAL065C	0.547790655879458	-0.23416874694111894	-0.11761304355041097
YAL066W	0.557573970304334	-0.4989420106918005	-0.19634394439734698
YAL067C	1.44975463519233	-0.8826384665675231	0.1401025277201
YAL067W-A	-0.157936267902973	-0.8934034243360469	-1.553674482920497
YAL068C	0.718913808135275	-0.9419892630393689	-0.7245305149437945
YAR002C-A	0.956387925771501	-0.6156195273635681	0.051223270604979
YAR003W	-0.348273568890931	-1.934484008165159	0.003291006329860957
YAR015W	-1.48395287845261	0.34716153757588986	-0.14476002254012998
YAR020C	0.463785062402713	-0.5016553732714194	-0.4801244865566079
YAR023C	0.259627735055418	-0.569547641662915	-0.989975670103884
YAR027W	0.336110106900834	-0.561708596675001	-1.180934487970136
YAR028W	0.354154941221655	-0.616986618623813	-0.6633770014177709
YAR029W	0.803791830850476	-0.7967476055752217	0.10432223417186803
YAR030C	0.981609590477972	-0.762348613274619	-0.408230549704101
YAR031W	0.305504507373928	-0.610215738259703	-0.9758344818917389
YAR035C-A	0.217940384375437	-0.5954137172385721	-1.199129170421928
YAR035W	0.449555443842849	-0.909878701641591	-0.764934592808638
YAR042W	0.16019734142551978	-0.32953519001850773	-0.8664248587519803
YAR047C	0.892891171251649	-0.8139304655220525	-0.2063905574072069
YAR050W	1.24723514171264	-0.596288656613776	0.13294827328411007
YBL002W	-1.8480225777753	1.8221487563595524	1.222296708457156
YBL003C	-0.184412216186401	0.722395725324907	0.050712968706256994
YBL005W	0.00399647545309819	0.03237545785790311	-0.2446952847303572
YBL006C	-0.657678564023664	-2.889252085294936	-0.957928021696546
YBL007C	-1.87092746743072	-4.04209260587393	-1.29428114941203
YBL008W	-1.0299955854302	-2.26358172677224	-1.7175864051265097
YBL008W-A	-0.445669640170978	-0.43918479289395096	-1.063251873966792
YBL009W	-0.114519804721558	0.309252062963132	-0.23632216355792401
YBL010C	0.244692224429846	-0.061061919944806003	0.336964893777628
YBL011W	0.0540819285364301	0.6236232243518058	0.22643724217608993
YBL012C	-1.08073337551408	1.6887699200493569	0.647526314239101
YBL013W	0.560635151545372	8.781524107892569e-05	-0.20052726949530802
YBL015W	-0.35686202220756	-0.35334406360286996	-0.311286617185349
YBL017C	1.74123461560457	-1.444365516258134	-1.490577852523792
YBL019W	0.699788515330882	-0.17218133378526002	0.29843205075105594
YBL021C	-0.523928022465459	0.823500148979049	0.276938495945396
YBL024W	-0.404673644438448	0.398411522990632	-0.829225194085732
YBL027W	-3.0779966878657	3.0328736178358637	1.9421035135184102
YBL028C	-0.292983205812566	0.20493017696587448	-0.16552619386302203
YBL029C-A	-0.931150858226839	-0.058744386663797	-1.183844386569171
YBL029W	-0.271372226060324	0.618124955465589	0.11469855953392402
YBL031W	-0.216528513598732	1.113314804747905	0.632883089144685
YBL032W	-0.300077955339555	0.80571823035708	-0.009318801788994024
YBL036C	-0.131461186485162	0.334511020349362	-0.103984613927532
YBL038W	-1.1642065029856	1.664284658874548	0.7202419416482528
YBL039C	-1.47441336733522	3.1501142915718	1.223537279141041
YBL042C	-1.13598627245627	-0.47166649622274015	-0.38676031895719
YBL044W	-1.03982688951523	1.530914960479236	0.635289935543988
YBL045C	-0.990995321185921	1.4711804536644442	0.6100703438453831
YBL046W	0.0552704656839771	0.9824787379865729	-0.0342810269446809
YBL047C	-0.673148348566477	-0.268629249501795	-0.940966771802913
YBL048W	0.183660018558526	-0.1749333302819836	0.326971179566535
YBL049W	-0.246814966421577	0.05949188119790999	-0.043751560113962
YBL051C	-0.724221625998068	2.185730609856188	0.18231531277385205
YBL052C	0.0281264292358037	-0.0524528071976568	0.3899955494922543
YBL053W	-0.0284919547688728	0.16241615126440578	-0.42959649227416524
YBL054W	0.159234289824589	0.09097606644382097	-0.43868720974223097
YBL055C	-0.227306036002888	-0.05205449158130199	-0.42834205344382903
YBL056W	-0.397941120763529	0.4435607403137603	-0.32986515712971204
YBL057C	-0.367762449954673	-0.07754793137698002	-0.327808710832046
YBL059W	-0.436127162031295	0.14578091066917198	-0.36148667593957307
YBL060W	-0.287082597977462	0.2502887783991444	-0.22919382611365996
YBL061C	-0.0430485760841667	-0.28947211213125934	-0.7007781538675213
YBL062W	0.14804481636273	0.07495137494124698	-0.556747047320829
YBL063W	0.568128154858229	0.05292989586050201	0.458073209693031
YBL064C	-0.279712163865993	-1.008997416798537	-1.575590101142277
YBL065W	-0.208468558042968	-0.20684091548574202	-0.589869467777133
YBL066C	-0.39471084816767	-0.269182475031861	-0.333373051446365
YBL067C	-0.415181253752589	-0.217955970254951	-0.21461002628446496
YBL068W	0.892844402583235	-0.285682808249068	0.34930297826521495
YBL069W	-0.220164056238036	0.1254324881397422	-0.208526878679708
YBL070C	0.452480470669539	-0.298349157083037	0.38474068754783997
YBL071C	-0.91711250374205	-0.09194291653940989	-0.6689024081161901
