orf	hap a | growth (pooled culture, barseq) | standard | YPD | Saeki N~Moriya H, 2023	hap a | growth (pooled culture, barseq) | sodium chloride [1 M] | YPD | Saeki N~Moriya H, 2023	hap a | growth (pooled culture, barseq) | calcium chloride [5 mM], sodium chloride [1 M] | YPD | Saeki N~Moriya H, 2023
YAL001C	-0.9586765443796987	-0.4951786886481755	-1.4335169376768948
YAL004W	0.63902635287946	-0.24810407418315983	-0.2849355082700249
YAL005C	0.2617614857967055	-0.45941464971858215	-0.7141459334461853
YAL008W	-0.010588604786319213	0.051269757371304424	-1.4909799964067887
YAL011W	-0.5031858709202641	-0.4175216347750241	-1.1890424071460135
YAL012W	-1.024710970225529	-1.030538612329519	-0.8672540596871173
YAL013W	-1.467575075555337	0.715780691498932	0.31246149667245093
YAL014C	0.6056893082232688	-0.43987140508640726	-0.3298559025392989
YAL015C	0.4378182101542587	-0.029595957314765345	-0.03619091586679297
YAL017W	0.2287976366556552	-0.5515508131322528	-0.9800940352786246
YAL018C	0.3634005850052261	0.11709383247495227	-0.31461386049317625
YAL019W	-0.1905825465086205	0.40747171387153436	-0.5878578547674776
YAL020C	-1.8269941134677237	0.9192724599865658	0.01360423560735078
YAL022C	0.7984604678998882	-0.1581878155051872	0.018306612234417867
YAL023C	-1.243076168724926	1.6932173381600488	0.253694500081325
YAL024C	-0.27084447425807306	0.1263921578489924	-1.478579905567787
YAL026C	-1.3497166052952962	0.06098548938206748	-0.7948115120903498
YAL027W	0.968296133759063	-0.41293369560216653	-0.10141485940594214
YAL028W	0.9870885106917067	-0.2991312393137419	-0.049111294930779384
YAL029C	0.558066438743813	0.024192431758602008	-0.29142835800027633
YAL030W	0.0986703808163435	-0.08936407238715302	0.012216177644058544
YAL031C	0.11666996079795264	-0.3076418974112125	-0.08480724241815762
YAL034C	0.11458065653190948	-0.07158075180000172	-1.3391858786635509
YAL036C	0.7649377275985506	0.04860430292342149	-0.4188265855273177
YAL037W	0.06244786957339997	0.13249219810850307	-0.3237139988333186
YAL039C	-0.9749817776573159	1.2696230866784426	0.3132097072249608
YAL040C	-0.10099238062855315	0.3538952248382004	-1.1907115339999403
YAL042W	0.7508315994387693	-0.928698413218381	-0.4259026269091657
YAL044C	-1.0631081598224643	1.7306289801157055	0.08785947401205436
YAL044W-A	0.05323091487619639	-0.08232277284145921	-1.2315139632644934
YAL045C	0.1234538961922866	-0.3952588154973783	-0.8573536734775359
YAL046C	-0.007837258777644173	-0.2646166313309549	-0.710305508247561
YAL048C	-1.5515899930727108	1.9036193752059027	0.6273908451407545
YAL049C	0.4296994469080077	-0.3333005582796376	-1.0720888251499296
YAL051W	0.5931815795895257	0.2805060315643441	0.20218788815233424
YAL053W	0.13792744329632603	0.4547463081276562	0.6342950445416295
YAL054C	0.40921536533301667	-0.4686055686660882	-0.5323492974626199
YAL055W	-0.41820496821445	0.006699488090100169	-1.0422910948811297
YAL056W	1.0428658860720554	-0.1492069030032347	0.10998713599989088
YAL058W	-1.8271227072916658	1.64650706138798	0.7174565332193608
YAL059W	-0.6248612646352726	1.8525615972480085	0.6696827581639898
YAL060W	0.16847059768652914	-0.26469096056526153	-0.7511361894430175
YAL061W	0.7248182940007417	0.003447597867269856	0.05467785463792942
YAL062W	0.44071455443636126	0.3268265864903074	-0.7424257753371173
YAL064C-A	0.6392531502131603	-0.6397208046562791	-0.7180267459807066
YAL065C	0.28814452061292045	0.05635098251142855	-0.4282869401118195
YAL066W	0.29763439356235066	-0.17832299663800788	-0.5277425079218668
YAL067C	1.1630549238682175	-0.51840104232271	-0.1027318124748304
YAL067W-A	-0.39641477625056043	-0.5279422453850174	-2.2423688866697074
YAL068C	0.45413499205116026	-0.5710048716385412	-1.1949658562926218
YAR002C-A	0.6844862929779303	-0.2817366749179317	-0.21500713115948328
YAR003W	-0.5810430857854516	-1.450673339006502	-0.275556807444416
YAR015W	-1.6826587439343021	0.5715959477135818	-0.4625799328339395
YAR020C	0.2066585972832208	-0.18072790559450258	-0.8862237986257918
YAR023C	0.008624780308600463	-0.24090221681920523	-1.5302852587747315
