orf	hom | sporulation efficiency | sporulation medium [unknown] | Deutschbauer AM~Davis RW, 2002	hom | growth (culture turbidity) | post-germination (YPD [standard], sporulation medium [unknown]) | Deutschbauer AM~Davis RW, 2002
YLR131C	1.0	1.0
YLR133W	1.0	1.0
YLR134W	1.0	1.0
YLR135W	1.0	1.0
YLR136C	1.0	1.0
YLR137W	1.0	1.0
YLR138W	1.0	1.0
YLR139C	1.0	1.0
YLR142W	1.0	1.0
YLR143W	1.0	1.0
YLR144C	1.0	1.0
YLR146C	1.0	1.0
YLR148W	1.0	1.0
YLR149C	1.0	1.0
YLR150W	1.0	1.0
YLR151C	1.0	1.0
YLR152C	1.0	1.0
YLR154C	1.0	1.0
YLR164W	1.0	1.0
YLR165C	1.0	1.0
YLR168C	1.0	1.0
YLR169W	1.0	1.0
YLR170C	1.0	1.0
YLR171W	1.0	1.0
YLR172C	1.0	1.0
YLR173W	1.0	1.0
YLR174W	1.0	1.0
YLR176C	1.0	1.0
YLR177W	1.0	1.0
YLR178C	1.0	1.0
YLR179C	1.0	1.0
YLR180W	1.0	1.0
YLR181C	1.0	1.0
YLR182W	1.0	1.0
YLR183C	1.0	1.0
YLR184W	1.0	1.0
YLR185W	1.0	1.0
YLR187W	1.0	1.0
YLR188W	1.0	1.0
YLR189C	1.0	1.0
YLR190W	1.0	1.0
YLR191W		0.915
YLR192C	1.0	1.0
YLR193C	1.0	1.0
YLR194C	1.0	1.0
YLR199C	1.0	1.0
YLR200W	1.0	1.0
YLR201C	1.0	1.0
YLR202C	1.0	1.0
YLR203C	0.47224177081861884	
YLR204W	1.0	1.0
YLR205C	1.0	1.0
YLR206W	1.0	1.0
YLR207W	1.0	1.0
YLR209C	1.0	1.0
YLR210W	1.0	1.0
YLR211C	1.0	1.0
YLR213C		0.898
YLR214W	1.0	1.0
YLR216C	1.0	1.0
YLR217W	1.0	1.0
YLR218C	1.0	1.0
YLR219W	1.0	1.0
YLR220W	1.0	1.0
YLR221C	1.0	1.0
YLR224W	1.0	1.0
YLR225C	1.0	1.0
YLR226W	1.0	1.0
YLR227C	1.0	1.0
YLR228C	1.0	1.0
YLR231C	1.0	1.0
YLR232W	1.0	1.0
YLR233C	1.0	1.0
YLR234W	1.0	1.0
YLR235C	1.0	1.0
YLR236C	1.0	1.0
YLR237W	1.0	1.0
YLR238W	1.0	1.0
YLR239C	0.3840818544468583	
YLR240W	1.0	1.0
YLR241W	1.0	1.0
YLR242C	1.0	1.0
YLR244C	1.0	1.0
YLR246W	1.0	1.0
YLR247C	1.0	1.0
YLR248W	1.0	1.0
YLR250W	1.0	1.0
YLR251W	1.0	1.0
YLR252W	1.0	1.0
YLR253W	1.0	1.0
YLR254C	1.0	1.0
YLR255C	1.0	1.0
YLR257W	1.0	1.0
YLR258W	1.0	1.0
YLR260W	1.0	1.0
YLR261C	1.0	1.0
YLR262C	1.0	1.0
YLR262C-A	1.0	1.0
YLR263W		0.9259999999999999
YLR264W	1.0	1.0
YLR265C	1.0	1.0
YLR266C	1.0	1.0
YLR267W	1.0	1.0
YLR268W	0.37686185399860855	
YLR269C	0.30758001959459724	
YLR270W	1.0	1.0
YLR271W	1.0	1.0
YLR273C	1.0	1.0
YLR278C	1.0	1.0
YLR279W	1.0	1.0
YLR280C	1.0	1.0
YLR281C	1.0	1.0
YLR282C	1.0	1.0
YLR283W	1.0	1.0
YLR284C	1.0	1.0
YLR285W	1.0	1.0
YLR286C	1.0	1.0
YLR287C	1.0	1.0
YLR287C-A	1.0	1.0
YLR288C	1.0	1.0
YLR289W	1.0	1.0
YLR290C	1.0	1.0
YLR292C	1.0	1.0
YLR294C	1.0	1.0
YLR295C	1.0	1.0
YLR296W	1.0	1.0
YLR297W	1.0	1.0
YLR299W	1.0	1.0
YLR300W	1.0	1.0
YLR303W	1.0	1.0
YLR304C	1.0	1.0
YLR306W	1.0	1.0
YLR307W	1.0	1.0
YLR308W	0.3715293128996981	
YLR309C	1.0	1.0
YLR311C	1.0	1.0
YLR312C	1.0	1.0
YLR312W-A	1.0	1.0
YLR313C	1.0	1.0
YLR315W	1.0	1.0
YLR318W	1.7915313572771572	
YLR319C	1.0	1.0
YLR320W	1.0	1.0
YLR322W	1.0	1.0
YLR324W	1.0	1.0
YLR325C	1.0	1.0
YLR326W	1.0	1.0
YLR327C	1.0	1.0
YLR328W	1.0	1.0
YLR329W		0.866
YLR330W	0.53521714922049	
YLR331C	1.0	1.0
YLR332W	1.0	1.0
YLR333C	1.0	1.0
YLR334C	1.0	1.0
YLR335W	1.0	1.0
YLR337C	1.0	1.0
YLR338W	1.0	1.0
YLR341W	0.3176703800193844	
YLR342W	1.0	1.0
YLR343W		0.9445000000000001
YLR344W	1.0	1.0
YLR345W	1.0	1.0
YLR346C	1.0	1.0
YLR348C	1.0	1.0
YLR349W	1.0	1.0
YLR350W	1.0	1.0
YLR351C	1.0	1.0
YLR352W	1.0	1.0
YLR353W	1.0	1.0
YLR354C	1.0	1.0
YLR356W	1.0	1.0
YLR357W	1.0	1.0
YLR358C		0.7015
YLR360W		0.6395
YLR361C	1.0	1.0
YLR362W	1.0	1.0
YLR363C	1.0	1.0
YLR364W	1.0	1.0
YLR365W	1.0	1.0
YLR366W	1.0	1.0
YLR367W	1.0	1.0
YLR368W	1.0	1.0
YLR369W	1.0	1.0
YLR370C	1.0	1.0
YLR371W	1.0	1.0
YLR372W	1.0	1.0
YLR373C	1.7731390171774493	
YLR374C	1.0	1.0
YLR375W	1.0	1.0
YLR376C	1.0	1.0
YLR377C	0.5258371726129639	
YLR380W	1.0	1.0
YLR381W	1.0	1.0
YLR382C	1.0	1.0
YLR384C	1.0	1.0
YLR385C	1.0	1.0
YLR386W	1.0	1.0
YLR387C	1.0	1.0
YLR388W	1.0	1.0
YLR389C	1.0	1.0
YLR390W	1.0	1.0
YLR390W-A	1.0	1.0
YLR392C	1.0	1.0
YLR393W	1.0	1.0
YLR394W		0.95
YLR395C	1.0	1.0
YLR396C	1.0	1.0
YLR398C	1.0	1.0
YLR399C	1.0	1.0
YLR400W	1.0	1.0
YLR401C	1.0	1.0
YLR402W	1.0	1.0
YLR403W	1.0	1.0
YLR404W	0.49541101533294185	
YLR405W	1.0	1.0
YLR406C	1.0	1.0
YLR407W	1.0	1.0
YLR408C	1.0	1.0
YLR410W	1.0	1.0
YLR412W	1.0	1.0
YLR413W	1.0	1.0
YLR414C	1.0	1.0
YLR415C	1.0	1.0
YLR416C	1.0	1.0
YLR417W	0.4097324273440833	
YLR418C	1.0	1.0
YLR420W	1.0	1.0
YLR421C	1.0	1.0
YLR422W	1.0	1.0
YLR423C	0.5123779393819218	
YLR425W	1.0	1.0
YLR426W	1.0	1.0
YLR427W	1.0	1.0
YLR428C	1.0	1.0
YLR429W	1.0	1.0
YLR431C	1.0	1.0
YLR432W	1.0	1.0
YLR433C	1.0	1.0
YLR434C	1.0	1.0
YLR435W	1.0	1.0
YLR436C	1.0	1.0
YLR437C	1.0	1.0
YLR438W	1.0	1.0
YLR439W	1.0	1.0
YLR441C	1.0	1.0
YLR442C	1.0	1.0
YLR443W	1.0	1.0
YLR444C	1.0	1.0
YLR445W	1.0	1.0
YLR446W	1.0	1.0
YLR447C	1.0	1.0
YLR448W	1.0	1.0
YLR449W	1.0	1.0
YLR450W	0.463317158250095	
YLR451W	1.0	1.0
YLR452C		0.8444999999999999
YLR453C	1.0	1.0
YLR454W	1.0	1.0
YLR455W	1.0	1.0
YLR456W	1.0	1.0
YLR460C	1.0	1.0
YLR461W	1.0	1.0
YML001W	0.4672352240491338	
YML002W	1.0	1.0
YML003W	1.0	1.0
YML004C	1.0	1.0
YML005W	1.0	1.0
YML006C	1.0	1.0
YML007W	1.0	1.0
YML008C	1.0	1.0
YML009C	1.0	1.0
YML009C-A	1.0	1.0
YML009W-B	0.5811462950830043	
YML011C	1.0	1.0
YML012W	1.0	1.0
YML012C-A	1.3654101452105545	0.7235
YML013W		0.7315
YML014W		0.741
YML016C	1.0	1.0
YML017W	1.0	1.0
YML018C	1.0	1.0
YML019W	1.0	1.0
YML020W	1.0	1.0
YML021C	1.0	1.0
YML022W	1.0	1.0
YML024W	1.0	1.0
YML026C	1.0	1.0
YML027W	1.0	1.0
YML028W	1.0	1.0
YML029W	1.0	1.0
YML030W	1.0	1.0
YML032C	1.0	1.0
YML034W	1.0	1.0
YML035C	1.0	1.0
YML034C-A	1.0	1.0
YML036W	1.0	1.0
YML037C	1.0	1.0
YML038C	1.0	1.0
YML041C	1.0	1.0
YML042W	1.0	1.0
YML047C	1.0	1.0
YML048W	1.0	1.0
YML047W-A	1.0	1.0
YML050W	1.0	1.0
YML051W	1.2923175762182888	0.976
YML052W	1.0	1.0
YML053C	1.0	1.0
YML054C	1.0	1.0
YML055W	1.0	1.0
YML056C	1.0	1.0
YML057W	1.0	1.0
YML057C-A	1.0	1.0
YML058W	1.0	1.0
YML059C	1.0	1.0
YML060W	1.0	1.0
YML061C	1.0	1.0
YML062C	1.0	1.0
YML063W	1.0	1.0
YML066C	0.2770415577050449	
YML067C	1.0	1.0
YML068W	1.0	1.0
YML070W	1.0	1.0
YML071C	1.0	1.0
YML072C	1.0	1.0
YML073C	1.0	1.0
YML074C	1.0	1.0
YML075C	1.0	1.0
YML076C	1.3139053366891558	
YML078W	1.0	1.0
YML079W	1.0	1.0
YML080W	1.0	1.0
YML081C-A	1.0	1.0
YML081W	1.0	1.0
YML082W	1.0	1.0
YML083C	1.0	1.0
YML084W	1.0	1.0
YML086C	1.0	1.0
YML087C	1.0	1.0
YML088W	1.0	1.0
YML089C	1.0	1.0
YML090W	1.0	1.0
YML094W	1.0	1.0
YML095C	1.0	1.0
YML094C-A	1.0	1.0
YML096W	1.0	1.0
YML097C	1.0	1.0
YML099C	1.0	1.0
YML100W	1.0	1.0
YML100W-A	1.0	1.0
YML101C	1.0	1.0
YML101C-A	1.0	1.0
YML102W	1.0	1.0
YML103C	1.0	1.0
YML104C	1.0	1.0
YML106W	1.0	1.0
YML107C	1.0	1.0
YML108W	1.0	1.0
YML109W	1.0	1.0
YML110C	1.0	1.0
YML111W	1.0	1.0
YML112W	1.0	1.0
YML113W	1.0	1.0
YML115C	1.7351606668019124	
YML116W	1.0	1.0
YML117W		0.6495
YML116W-A	1.0	1.0
YML118W	1.0	1.0
YML119W	1.0	1.0
YML120C	0.3829709543904225	
YML121W	1.0	1.0
YML122C	1.0	1.0
YML123C	1.0	1.0
YML124C	1.0	1.0
YML128C	1.0	1.0
YML129C	1.0	1.0
YML131W	1.0	1.0
YMR002W	1.0	1.0
YMR003W	1.0	1.0
YMR004W	1.0	1.0
YMR006C	1.0	1.0
YMR007W	1.0	1.0
YMR008C	1.0	1.0
YMR009W	1.0	1.0
YMR010W	1.0	1.0
YMR011W	1.0	1.0
YMR012W	1.0	1.0
YMR014W	1.0	1.0
YMR015C	1.0	1.0
YMR016C	1.5035080167134303	
YMR017W	0.2869199809430768	
YMR018W	1.0	1.0
YMR019W	1.0	1.0
YMR020W	1.0	1.0
YMR021C	1.0	1.0
YMR022W	1.0	1.0
YMR023C	1.0	1.0
YMR024W	1.0	1.0
YMR025W	1.0	1.0
YMR026C	1.0	1.0
YMR027W	1.0	1.0
YMR029C	1.0	1.0
YMR030W	0.3722187714105092	
YMR031C	1.0	1.0
YMR031W-A	1.0	1.0
YMR032W	1.0	1.0
YMR034C	1.0	1.0
YMR035W	1.0	1.0
YMR036C	1.0	1.0
YMR037C	1.0	1.0
YMR038C	1.0	1.0
YMR039C	1.3268429105500894	
YMR040W	1.0	1.0
YMR041C	1.0	1.0
YMR042W	1.0	1.0
YMR044W	1.0	1.0
YMR048W	1.0	1.0
YMR052C-A	1.0	1.0
YMR052W	1.0	1.0
YMR053C	1.0	1.0
YMR054W	1.0	1.0
YMR055C	1.0	1.0
YMR056C	1.0	1.0
YMR057C	1.0	1.0
YMR058W	1.0	1.0
YMR060C	1.0	1.0
YMR062C	1.0	1.0
YMR063W	0.49267554892109044	
YMR064W	1.0	1.0
YMR065W	1.0	1.0
YMR066W	1.0	1.0
YMR067C	1.0	1.0
YMR068W	1.0	1.0
YMR069W	1.0	1.0
YMR070W	1.0	1.0
YMR071C	1.0	1.0
YMR072W	1.0	1.0
YMR073C	1.0	1.0
YMR074C	1.0	1.0
YMR075C-A	1.0	1.0
YMR075W	1.0	1.0
YMR077C	0.38924262659238174	
YMR078C	1.0	1.0
YMR080C	1.0	1.0
YMR081C	1.0	1.0
YMR082C	1.0	1.0
YMR083W	1.0	1.0
YMR084W	1.0	1.0
YMR085W	1.0	1.0
YMR086C-A	1.0	1.0
YMR086W	1.0	1.0
YMR087W	1.0	1.0
YMR088C	1.0	1.0
YMR089C	1.0	1.0
YMR090W	1.0	1.0
YMR091C	1.0	1.0
YMR092C	1.0	1.0
YMR095C	1.0	1.0
YMR096W	1.0	1.0
YMR097C	1.0	1.0
YMR098C	1.0	1.0
YMR099C	1.0	1.0
YMR100W	1.0	1.0
YMR101C	0.3755812129848707	
YMR102C	1.0	1.0
YMR103C	1.0	1.0
YMR104C	1.0	1.0
YMR105C	1.0	1.0
YMR106C	1.0	1.0
YMR107W	1.0	1.0
YMR108W	1.0	1.0
YMR109W	1.0	1.0
YMR110C	1.0	1.0
YMR111C	1.457539485230822	
YMR114C	1.0	1.0
YMR115W	1.0	1.0
YMR116C	1.0	1.0
YMR118C	1.0	1.0
YMR119W	1.0	1.0
YMR119W-A	1.0	1.0
YMR120C	1.0	1.0
YMR121C	1.0	1.0
YMR122C	1.0	1.0
YMR123W	1.0	1.0
YMR124W	1.0	1.0
YMR125W	0.35025797517065577	
YMR126C	1.0	1.0
YMR127C	1.0	1.0
YMR129W	1.0	1.0
YMR130W	1.0	1.0
YMR132C	1.0	1.0
YMR133W		0.899
YMR135C	0.27436510787650803	
YMR135W-A	1.0	1.0
YMR136W	1.0	1.0
YMR137C	1.0	1.0
YMR138W	1.0	1.0
YMR139W	0.268700621330232	
YMR140W	1.0	1.0
YMR141C	1.0	1.0
YMR142C	1.0	1.0
YMR143W	1.0	1.0
YMR144W	1.0	1.0
YMR145C	1.0	1.0
YMR147W	1.0	1.0
YMR148W	0.5282515410016733	
YMR150C		0.6765
YMR151W	0.5030621988154028	
YMR152W		0.776
YMR153C-A	1.0	1.0
YMR153W	1.0	1.0
YMR154C	0.6007181935762096	
YMR155W	1.0	1.0
YMR156C	1.0	1.0
YMR157C	1.0	1.0
YMR158C-A	1.0	1.0
YMR158W	1.0	1.0
YMR158W-B	1.0	1.0
YMR159C	0.49370669990132876	
YMR160W	1.0	1.0
YMR161W	1.0	1.0
YMR162C	1.0	1.0
YMR163C	1.0	1.0
YMR164C	1.0	1.0
YMR165C	1.0	1.0
YMR166C	1.0	1.0
YMR167W	1.0	1.0
YMR169C	1.0	1.0
YMR170C	1.0	1.0
YMR171C	1.0	1.0
YMR172C-A	1.0	1.0
YMR172W	1.0	1.0
YMR173W	1.0	1.0
YMR173W-A	1.0	1.0
YMR174C	1.0	1.0
YMR175W	1.0	1.0
YMR176W	1.0	1.0
YMR177W	1.0	1.0
YMR178W	1.0	1.0
YMR179W	1.7857730434062353	
YMR180C	1.0	1.0
YMR181C	1.0	1.0
YMR182C	1.0	1.0
YMR183C	1.0	1.0
YMR184W	1.0	1.0
YMR186W	1.0	1.0
YMR187C	1.0	1.0
YMR188C	1.0	1.0
YMR189W		0.973
YMR190C	1.0	1.0
YMR191W	1.0	1.0
YMR192W	1.0	1.0
YMR193C-A	1.0	1.0
YMR193W	1.0	1.0
YMR194C-A	1.0	1.0
YMR194W	1.0	1.0
YMR195W	1.0	1.0
YMR196W	0.35867615226310934	
YMR198W	1.0	1.0
YMR199W	1.4688382355682876	
YMR201C	1.0	1.0
YMR202W	1.0	1.0
YMR204C	1.0	1.0
YMR205C	1.0	1.0
YMR206W	1.0	1.0
YMR207C	1.0	1.0
YMR209C	1.0	1.0
YMR210W	1.0	1.0
YMR214W	1.0	1.0
YMR215W	1.0	1.0
YMR216C	1.0	1.0
YMR217W	1.0	1.0
YMR219W	1.0	1.0
YMR221C	1.0	1.0
YMR222C	1.0	1.0
YMR223W	0.5164296758775047	
YMR224C	1.0	1.0
YMR225C	1.0	1.0
YMR226C	1.0	1.0
YMR228W	1.0	1.0
YMR230W	1.0	1.0
YMR231W	1.0	1.0
YMR232W	1.0	1.0
YMR233W	1.3162579501716212	
YMR234W	1.0	1.0
YMR237W	1.0	1.0
YMR238W		0.9590000000000001
YMR241W	1.0	1.0
YMR242C	1.4617200352506434	0.619
YMR243C	1.0	1.0
YMR244C-A	1.0	1.0
YMR244W	1.0	1.0
YMR245W	1.0	1.0
YMR246W	1.0	1.0
YMR247C	1.0	1.0
YMR250W	1.0	1.0
YMR251W	1.0	1.0
YMR251W-A	1.0	1.0
YMR252C	1.0	1.0
YMR253C	1.0	1.0
YMR254C	1.0	1.0
YMR255W	1.2873962132417698	
YMR256C	1.0	1.0
YMR257C	1.0	1.0
YMR258C	1.0	1.0
YMR259C	1.0	1.0
YMR261C	1.0	1.0
YMR262W	1.0	1.0
YMR263W	1.0	1.0
YMR264W	1.4505695042951192	0.7915000000000001
YMR265C	1.0	1.0
YMR266W	1.0	1.0
YMR267W	1.0	1.0
YMR269W	1.0	1.0
YMR271C	1.0	1.0
YMR272C	1.0	1.0
YMR273C	1.0	1.0
YMR274C	1.0	1.0
YMR275C	1.0	1.0
YMR276W	1.0	1.0
YMR278W	1.0	1.0
YMR279C	1.0	1.0
YMR280C	0.410282720880597	
YMR282C	1.0	1.0
YMR283C	1.0	1.0
YMR284W	1.0	1.0
YMR285C	1.0	1.0
YMR286W	0.4141148537700262	
YMR287C	0.660938821440803	
YMR289W	1.0	1.0
YMR291W	1.0	1.0
YMR292W	1.0	1.0
YMR293C	1.0	1.0
YMR294W		0.7565
YMR294W-A	1.0	1.0
YMR295C	1.0	1.0
YMR297W	1.0	1.0
YMR299C	1.0	1.0
YMR300C	1.0	1.0
YMR302C	1.0	1.0
YMR303C	1.0	1.0
YMR304C-A	1.0	1.0
YMR304W	1.0	1.0
YMR305C	1.0	1.0
YMR306C-A		0.9315
YMR306W	0.4914155668849497	
YMR307W	2.2549920216414168	
YMR310C	1.0	1.0
YMR311C	1.0	1.0
YMR312W	1.4856883621084935	
YMR313C	0.35171665023066606	
YMR315W	1.0	1.0
YMR316C-A	1.0	1.0
YMR316C-B	1.0	1.0
YMR316W	1.0	1.0
YMR317W	1.0	1.0
YMR318C	1.0	1.0
YMR319C	1.0	1.0
YMR320W	1.0	1.0
YMR322C	1.0	1.0
YMR326C	1.0	1.0
YNL001W	1.0	1.0
YNL003C	1.0	1.0
YNL004W	1.0	1.0
YNL005C	1.0	1.0
YNL008C	1.0	1.0
YNL009W	1.0	1.0
YNL010W	1.0	1.0
YNL011C	1.0	1.0
YNL012W	0.24063894847533446	
YNL013C	1.0	1.0
YNL014W	1.0	1.0
YNL015W	1.0	1.0
YNL016W	1.0	1.0
YNL018C	1.0	1.0
YNL020C	1.0	1.0
YNL021W	1.0	1.0
YNL022C	1.0	1.0
YNL023C	1.0	1.0
YNL024C	1.0	1.0
YNL025C	0.4461821933199455	
YNL027W	1.0	1.0
YNL028W	1.0	1.0
YNL029C	1.0	1.0
YNL030W	1.0	1.0
YNL031C	1.0	1.0
YNL032W	1.0	1.0
YNL034W	1.0	1.0
YNL035C	1.0	1.0
YNL037C	1.0	1.0
YNL040W	1.0	1.0
YNL041C	1.0	1.0
YNL042W	1.0	1.0
YNL043C	1.0	1.0
YNL044W	1.0	1.0
YNL045W	1.0	1.0
YNL046W	1.0	1.0
YNL047C	1.0	1.0
YNL049C	1.0	1.0
YNL050C	1.0	1.0
YNL051W	1.0	1.0
YNL052W	1.0	1.0
YNL053W	1.0	1.0
YNL054W	0.4034119781167819	
YNL055C	1.0	1.0
YNL056W	1.0	1.0
YNL057W	1.0	1.0
YNL058C	1.0	1.0
YNL059C	1.0	1.0
YNL063W	1.0	1.0
YNL064C	1.0	1.0
YNL065W	1.0	1.0
YNL066W	1.0	1.0
YNL067W	1.0	1.0
YNL068C	1.0	1.0
YNL069C	1.0	1.0
YNL070W		0.6355
YNL071W	1.0	1.0
YNL072W	1.0	1.0
YNL073W	1.0	1.0
YNL074C	1.0	1.0
YNL076W	1.0	1.0
YNL077W	1.0	1.0
YNL078W	1.0	1.0
YNL079C	1.0	1.0
YNL080C	1.0	1.0
YNL081C	1.0	1.0
YNL082W	1.0	1.0
YNL083W	1.0	1.0
YNL084C	1.0	1.0
YNL085W	1.0	1.0
YNL086W	1.0	1.0
YNL087W	1.0	1.0
YNL089C	1.0	1.0
YNL090W	1.0	1.0
YNL091W	1.0	1.0
YNL092W	1.0	1.0
YNL093W	1.0	1.0
YNL094W	1.0	1.0
YNL095C	1.0	1.0
YNL096C	1.0	1.0
YNL097C	1.6445992542813255	
YNL098C	1.0	1.0
YNL099C	1.0	1.0
YNL100W	1.0	1.0
YNL101W	1.0	1.0
YNL104C	1.0	1.0
YNL105W	1.0	1.0
YNL106C	1.0	1.0
YNL107W	1.507933217830574	
YNL108C	1.0	1.0
YNL109W	1.0	1.0
YNL111C	1.0	1.0
YNL115C	1.0	1.0
YNL116W	1.0	1.0
YNL117W	0.43922727443263127	
YNL119W	1.0	1.0
YNL120C	1.0	1.0
YNL121C	1.0	1.0
YNL122C	1.0	1.0
YNL123W	1.0	1.0
YNL125C	1.0	1.0
YNL127W	1.0	1.0
YNL128W	1.0	1.0
YNL129W	1.0	1.0
YNL130C	1.0	1.0
YNL133C	1.0	1.0
YNL134C	1.0	1.0
YNL135C		0.765
YNL136W	1.0	1.0
YNL138W	1.0	1.0
YNL139C	1.0	1.0
YNL140C	1.0	1.0
YNL141W	1.0	1.0
YNL142W	1.0	1.0
YNL143C	1.0	1.0
YNL144C	1.0	1.0
YNL145W	1.0	1.0
YNL146W	1.0	1.0
YNL147W		0.8634999999999999
YNL148C	2.2403360595278743	
YNL153C	1.0	1.0
YNL154C	1.0	1.0
YNL155W	1.0	1.0
YNL156C	1.0	1.0
YNL157W	1.0	1.0
YNL159C	1.0	1.0
YNL160W	1.0	1.0
YNL164C	1.0	1.0
YNL165W	1.0	1.0
YNL166C	1.0	1.0
YNL167C	1.0	1.0
YNL168C	1.0	1.0
YNL169C	1.0	1.0
YNL170W	1.0	1.0
YNL171C	1.0	1.0
YNL173C	1.0	1.0
YNL175C	1.0	1.0
YNL176C	1.0	1.0
YNL177C	1.0	1.0
YNL179C	1.0	1.0
YNL180C	1.0	1.0
YNL183C	1.0	1.0
YNL184C	1.0	1.0
YNL185C	1.0	1.0
YNL187W	1.0	1.0
YNL190W	1.0	1.0
YNL191W	1.0	1.0
YNL192W	1.0	1.0
YNL193W	1.0	1.0
YNL194C	1.0	1.0
YNL195C	1.0	1.0
YNL196C	0.37454960201453313	
YNL197C	0.5443190689092329	
YNL198C	1.0	1.0
YNL199C	1.0	1.0
YNL200C	1.0	1.0
YNL201C	1.0	1.0
YNL202W	1.0	1.0
YNL203C	1.0	1.0
YNL204C	1.0	1.0
YNL205C	1.0	1.0
YNL206C	1.0	1.0
YNL208W	1.0	1.0
YNL210W	1.0	1.0
YNL211C	1.0	1.0
YNL212W	1.0	1.0
YNL213C	1.0	1.0
YNL214W	1.0	1.0
YNL215W	1.0	1.0
YNL217W	1.0	1.0
YNL218W	1.0	1.0
YNL219C	1.0	1.0
YNL220W	1.0	1.0
YNL223W	1.0	1.0
YNL224C	1.0	1.0
YNL225C	1.0	1.0
YNL226W	1.0	1.0
YNL227C	1.0	1.0
YNL228W	1.0	1.0
YNL229C	1.0	1.0
YNL230C	1.0	1.0
YNL231C	1.0	1.0
YNL233W	1.0	1.0
YNL234W	1.0	1.0
YNL235C	1.0	1.0
YNL236W	1.0	1.0
YNL237W	1.0	1.0
YNL238W	1.0	1.0
YNL239W	1.0	1.0
YNL241C	1.0	1.0
YNL242W	0.4784409942884723	
YNL243W	1.0	1.0
YNL246W		0.7985
YNL248C	1.0	1.0
YNL249C	1.0	1.0
YNL250W	1.0	1.0
YNL252C	1.0	1.0
YNL253W	1.0	1.0
YNL254C	1.0	1.0
YNL255C	1.0	1.0
YNL257C	1.0	1.0
YNL259C	1.0	1.0
YNL264C	1.0	1.0
YNL265C	1.0	1.0
YNL266W	1.0	1.0
YNL268W	1.0	1.0
YNL269W	1.0	1.0
YNL270C	1.0	1.0
YNL271C	1.0	1.0
YNL273W	1.0	1.0
YNL274C	1.0	1.0
YNL275W	1.0	1.0
YNL276C	1.0	1.0
YNL277W	1.0	1.0
YNL278W	1.0	1.0
YNL279W	1.0	1.0
YNL280C	1.0	1.0
YNL281W	1.0	1.0
YNL283C		0.767
YNL284C	1.0	1.0
YNL285W	1.0	1.0
YNL286W	1.0	1.0
YNL288W	0.4894857414489826	
YNL289W	1.0	1.0
YNL291C	1.457683333625606	
YNL292W	1.0	1.0
YNL293W	1.0	1.0
YNL294C	1.0	1.0
YNL295W	1.0	1.0
YNL296W	1.0	1.0
YNL297C	1.0	1.0
YNL298W	1.0	1.0
YNL299W	1.0	1.0
YNL300W	1.0	1.0
YNL301C	1.0	1.0
YNL302C	1.0	1.0
YNL303W	1.0	1.0
YNL304W	1.0	1.0
YNL305C	1.0	1.0
YNL307C		0.935
YNL309W	1.0	1.0
YNL311C	1.0	1.0
YNL314W		0.794
YNL315C	0.560570497823021	
YNL316C	1.0	1.0
YNL318C	1.0	1.0
YNL319W	1.0	1.0
YNL320W	1.0	1.0
YNL321W	1.0	1.0
YNL322C	1.0	1.0
YNL323W	1.0	1.0
YNL324W	1.0	1.0
YNL325C	1.0	1.0
YNL326C	1.0	1.0
YNL327W	1.0	1.0
YNL328C	1.0	1.0
YNL329C	1.0	1.0
YNL330C	1.0	1.0
YNL331C	1.0	1.0
YNL332W	1.0	1.0
YNL333W	1.0	1.0
YNL334C	1.0	1.0
YNL335W	1.0	1.0
YNL336W	1.0	1.0
YNL338W	1.0	1.0
YNL339C	1.0	1.0
YNR001C	0.46235736492038737	
YNR002C	1.0	1.0
YNR004W	1.0	1.0
YNR005C	1.0	1.0
YNR006W	0.37931070539766193	
YNR007C	0.3590216475654536	
YNR008W	1.0	1.0
YNR009W	1.0	1.0
YNR010W	1.0	1.0
YNR012W	1.0	1.0
YNR013C	1.0	1.0
YNR014W	1.0	1.0
YNR015W	1.0	1.0
YNR018W	1.0	1.0
YNR019W	1.0	1.0
YNR020C	1.0	1.0
YNR021W	1.0	1.0
YNR022C	1.0	1.0
YNR023W	1.0	1.0
YNR024W	1.0	1.0
YNR025C	1.0	1.0
YNR027W	1.0	1.0
YNR028W	1.0	1.0
YNR029C	1.0	1.0
YNR030W	1.0	1.0
YNR031C	1.0	1.0
YNR032C-A	1.0	1.0
YNR032W	1.0	1.0
YNR033W	1.0	1.0
YNR034W	1.0	1.0
YNR036C	1.0	1.0
YNR037C	1.0	1.0
YNR039C	1.0	1.0
YNR040W		0.7415
YNR041C	1.0	1.0
YNR042W	0.5095836252627365	
YNR044W	1.0	1.0
YNR045W	0.4404517691334794	
YNR047W	1.0	1.0
YNR048W	1.0	1.0
YNR049C	0.3258145866227432	
YNR050C	1.0	1.0
YNR051C	1.0	1.0
YNR052C	0.46083428513704916	
YNR055C	1.0	1.0
YNR056C	1.0	1.0
YNR057C	1.0	1.0
YNR058W	1.0	1.0
YNR059W	1.0	1.0
YNR060W	1.0	1.0
YNR061C	1.0	1.0
YNR062C	1.0	1.0
YNR063W	1.0	1.0
YNR064C	1.0	1.0
YNR065C	1.0	1.0
YNR066C	1.0	1.0
YNR067C	1.0	1.0
YNR068C	1.0	1.0
YNR069C	1.0	1.0
YNR070W	1.0	1.0
YNR071C	1.0	1.0
YNR072W	1.0	1.0
