orf	hom | sporulation efficiency | sporulation medium [unknown] | Deutschbauer AM~Davis RW, 2002	hom | growth (culture turbidity) | post-germination (YPD [standard], sporulation medium [unknown]) | Deutschbauer AM~Davis RW, 2002
YDR312W	1.0	1.0
YDR313C	1.0	1.0
YDR314C	1.0	1.0
YDR315C	1.0	1.0
YDR316W	1.0	1.0
YDR317W	1.0	1.0
YDR318W	1.0	1.0
YDR319C	1.0	1.0
YDR320C	0.5824121677780214	
YDR321W	1.0	1.0
YDR322W	1.0	1.0
YDR323C	1.0	1.0
YDR326C		0.942
YDR329C	1.0	1.0
YDR330W	1.0	1.0
YDR332W	1.0	1.0
YDR333C	1.0	1.0
YDR334W	1.0	1.0
YDR335W	1.0	1.0
YDR336W	1.0	1.0
YDR337W	1.0	1.0
YDR338C	1.0	1.0
YDR340W	1.0	1.0
YDR344C	1.0	1.0
YDR345C	1.0	1.0
YDR346C	1.0	1.0
YDR347W	1.0	1.0
YDR348C	1.0	1.0
YDR349C	1.0	1.0
YDR350C	1.0	1.0
YDR351W	1.0	1.0
YDR352W	1.0	1.0
YDR354W	1.0	1.0
YDR357C	1.0	1.0
YDR358W	1.0	1.0
YDR359C	1.0	1.0
YDR360W	1.0	1.0
YDR363W	1.0	1.0
YDR363W-A	0.40052896352101003	
YDR364C	1.0	1.0
YDR368W	1.0	1.0
YDR369C	1.0	1.0
YDR370C	1.0	1.0
YDR371W		0.78
YDR372C	1.0	1.0
YDR374C	0.456071129255765	
YDR375C	1.0	1.0
YDR377W	0.6177789352803745	
YDR378C	1.0	1.0
YDR379W	1.0	1.0
YDR380W	1.0	1.0
YDR382W	1.0	1.0
YDR383C	1.0	1.0
YDR384C	1.0	1.0
YDR385W	1.0	1.0
YDR386W	1.0	1.0
YDR387C	1.0	1.0
YDR388W	1.0	1.0
YDR389W	0.5046237083054186	
YDR391C	1.0	1.0
YDR392W	0.4265141251442621	
YDR393W	0.5838015383623745	
YDR395W	1.0	1.0
YDR399W	1.0	1.0
YDR400W	1.0	1.0
YDR401W	1.0	1.0
YDR402C	0.5444955343144176	
YDR403W	0.32867945202268783	
YDR405W	1.0	1.0
YDR406W	1.0	1.0
YDR408C	1.0	1.0
YDR409W	1.0	1.0
YDR410C	1.0	1.0
YDR411C	1.0	1.0
YDR414C	1.0	1.0
YDR415C	1.0	1.0
YDR417C	0.4546720111174968	
YDR418W	1.0	1.0
YDR419W	1.0	1.0
YDR420W	1.0	1.0
YDR421W	1.0	1.0
YDR422C	1.0	1.0
YDR423C	1.0	1.0
YDR424C	1.0	1.0
YDR425W	1.0	1.0
YDR426C	1.0	1.0
YDR428C	1.0	1.0
YDR430C	1.0	1.0
YDR431W	1.0	1.0
YDR432W	1.0	1.0
YDR433W	1.0	1.0
YDR435C	1.0	1.0
YDR436W	1.0	1.0
YDR438W	1.0	1.0
YDR439W		0.8594999999999999
YDR440W	1.0	1.0
YDR441C	1.0	1.0
YDR442W		0.7934999999999999
YDR443C	0.46756475459383795	
YDR444W	1.0	1.0
YDR445C	1.0	1.0
YDR446W	1.0	1.0
YDR447C	1.0	1.0
YDR448W	1.0	1.0
YDR450W	1.0	1.0
YDR451C	1.0	1.0
YDR452W	1.0	1.0
YDR453C	1.0	1.0
YDR455C	1.0	1.0
YDR456W	1.0	1.0
YDR457W	1.0	1.0
YDR458C	1.0	1.0
YDR459C	1.0	1.0
YDR461W	1.0	1.0
YDR462W	1.0	1.0
YDR463W	1.0	1.0
YDR465C	1.0	1.0
YDR466W	1.0	1.0
YDR467C	1.0	1.0
YDR469W	1.0	1.0
YDR470C	1.0	1.0
YDR471W	1.0	1.0
YDR475C	1.0	1.0
YDR476C	1.0	1.0
YDR477W	1.0	1.0
YDR479C	1.0	1.0
YDR480W	1.0	1.0
YDR481C	1.0	1.0
YDR482C	1.0	1.0
YDR483W	1.0	1.0
YDR484W	1.0	1.0
YDR485C	1.0	1.0
YDR486C	1.0	1.0
YDR488C	1.0	1.0
YDR490C	1.0	1.0
YDR491C	1.0	1.0
YDR492W	1.0	1.0
YDR493W	1.0	1.0
YDR494W	0.5595244877889276	
YDR495C	0.4976515183235757	
YDR496C	1.0	1.0
YDR497C	1.0	1.0
YDR500C	1.0	1.0
YDR501W	1.0	1.0
YDR502C	1.0	1.0
YDR503C	1.0	1.0
YDR504C	1.0	1.0
YDR505C	1.0	1.0
YDR506C	1.0	1.0
YDR507C	1.0	1.0
YDR508C	1.0	1.0
YDR509W	1.0	1.0
YDR511W	1.0	1.0
YDR512C	0.48061879836019494	
YDR513W	1.0	1.0
YDR514C	1.0	1.0
YDR515W	1.0	1.0
YDR516C	1.0	1.0
YDR517W	1.0	1.0
YDR518W	0.5097288813189182	
YDR519W	1.0	1.0
YDR520C	1.0	1.0
YDR521W	1.0	1.0
YDR522C	1.0	1.0
YDR523C	1.0	1.0
YDR524C	1.0	1.0
YDR525W	1.0	1.0
YDR525W-A	1.0	1.0
YDR528W	1.0	1.0
YDR529C	1.0	1.0
YDR530C	1.0	1.0
YDR532C	1.0	1.0
YDR533C	1.0	1.0
YDR534C	1.0	1.0
YDR535C	1.0	1.0
YDR536W	1.0	1.0
YDR537C	1.0	1.0
YDR538W	1.0	1.0
YDR539W	1.0	1.0
YDR540C	1.0	1.0
YDR541C	1.0	1.0
YEL001C	1.0	1.0
YEL003W	1.0	1.0
YEL004W	1.0	1.0
YEL005C	1.0	1.0
YEL006W	1.0	1.0
YEL007W	1.0	1.0
YEL008W	1.0	1.0
YEL009C	1.0	1.0
YEL010W	1.0	1.0
YEL011W		0.929
YEL012W	0.28653513326410524	
YEL013W	0.35251955438532273	
YEL014C	1.0	1.0
YEL015W	1.0	1.0
YEL016C	1.0	1.0
YEL017C-A	1.0	1.0
YEL017W	1.0	1.0
YEL018W	1.0	1.0
YEL020C	1.0	1.0
YEL023C	1.0	1.0
YEL024W	0.5819816988829711	
YEL025C	1.0	1.0
YEL027W	1.0	1.0
YEL028W	1.0	1.0
YEL029C	1.0	1.0
YEL030W	1.0	1.0
YEL031W	1.0	1.0
YEL033W	1.0	1.0
YEL036C	1.0	1.0
YEL037C	0.5983108526436693	
YEL038W	1.0	1.0
YEL039C	1.0	1.0
YEL040W	1.0	1.0
YEL041W	1.0	1.0
YEL042W	1.5045426819055594	
YEL043W	1.0	1.0
YEL044W	1.0	1.0
YEL045C	1.0	1.0
YEL046C	1.0	1.0
YEL047C	1.0	1.0
YEL048C	1.0	1.0
YEL049W	1.0	1.0
YEL050C	1.0	1.0
YEL051W	1.0	1.0
YEL052W	1.0	1.0
YEL053C		0.952
YEL054C	1.0	1.0
YEL056W	1.0	1.0
YEL057C	1.0	1.0
YEL059W	1.0	1.0
YEL060C	0.4816265315076448	
YEL061C	1.0	1.0
YEL062W	0.37542408045674214	
YEL063C	1.0	1.0
YEL064C	1.0	1.0
YEL065W	1.0	1.0
YEL066W	1.0	1.0
YEL067C	1.0	1.0
YEL068C	1.0	1.0
YEL071W	1.0	1.0
YEL072W	1.0	1.0
YER001W	1.0	1.0
YER002W	1.0	1.0
YER004W	1.0	1.0
YER005W	1.0	1.0
YER007C-A	1.0	1.0
YER007W	1.0	1.0
YER010C	1.0	1.0
YER011W	1.0	1.0
YER014C-A	1.0	1.0
YER014W	1.0	1.0
YER016W	1.0	1.0
YER017C	1.0	1.0
YER019C-A	1.0	1.0
YER019W	1.0	1.0
YER020W	1.0	1.0
YER024W	1.0	1.0
YER027C	1.0	1.0
YER028C	1.0	1.0
YER030W	1.0	1.0
YER031C	1.0	1.0
YER032W	1.0	1.0
YER033C	1.0	1.0
YER034W	1.0	1.0
YER035W	1.0	1.0
YER037W	1.0	1.0
YER038W-A	1.0	1.0
YER039C	1.0	1.0
YER039C-A	1.0	1.0
YER040W	1.0	1.0
YER041W	1.0	1.0
YER042W	1.0	1.0
YER044C	1.0	1.0
YER044C-A		0.8434999999999999
YER045C	1.0	1.0
YER046W	0.3734552197946998	
YER046W-A	1.0	1.0
YER047C	1.0	1.0
YER048C	1.0	1.0
YER049W	1.0	1.0
YER050C	1.0	1.0
YER051W	1.0	1.0
YER052C	1.0	1.0
YER053C	1.0	1.0
YER054C	1.0	1.0
YER055C	1.0	1.0
YER056C	1.0	1.0
YER056C-A	1.0	1.0
YER057C	1.0	1.0
YER058W	0.4139389652033237	
YER059W	1.0	1.0
YER060W	1.0	1.0
YER060W-A	1.0	1.0
YER061C	1.0	1.0
YER062C	1.0	1.0
YER063W	1.0	1.0
YER064C	1.0	1.0
YER065C	0.5767756697179642	
YER066C-A	1.0	1.0
YER066W	1.0	1.0
YER067C-A	1.0	1.0
YER067W	1.0	1.0
YER068C-A	1.0	1.0
YER068W	1.0	1.0
YER069W	1.0	1.0
YER070W	1.0	1.0
YER071C	1.0	1.0
YER072W		0.9115
YER073W	1.0	1.0
YER074W	1.0	1.0
YER075C	1.0	1.0
YER077C	1.0	1.0
YER078C	1.0	1.0
YER079W	1.0	1.0
YER080W	1.0	1.0
YER081W	1.0	1.0
YER083C	1.0	1.0
YER084W	1.0	1.0
YER085C	1.0	1.0
YER086W	1.0	1.0
YER087C-B	1.0	1.0
YER087W		0.863
YER088C	1.0	1.0
YER089C	1.0	1.0
YER090W	1.0	1.0
YER091C	1.0	1.0
YER091C-A	1.0	1.0
YER092W	0.5442890032184556	
YER093C-A	1.0	1.0
YER095W	1.0	1.0
YER096W	0.49099347486444256	
YER097W	1.0	1.0
YER098W	1.0	1.0
YER101C	1.0	1.0
YER103W	1.0	1.0
YER106W		0.9484999999999999
YER107C	1.0	1.0
YER110C	1.0	1.0
YER111C	0.5260748479408786	
YER113C	1.0	1.0
YER114C	1.0	1.0
YER115C	1.0	1.0
YER116C	1.0	1.0
YER117W	1.0	1.0
YER118C	1.0	1.0
YER119C	1.0	1.0
YER119C-A	1.0	1.0
YER120W	1.0	1.0
YER121W	1.0	1.0
YER122C	1.0	1.0
YER123W		0.919
YER124C	1.0	1.0
YER128W	1.0	1.0
YER129W		0.9450000000000001
YER130C	1.0	1.0
YER131W	1.0	1.0
YER132C	1.0	1.0
YER134C	1.0	1.0
YER135C	1.0	1.0
YER137C	1.0	1.0
YER139C	1.347894042018448	
YER140W	1.0	1.0
YER141W	1.0	1.0
YER142C	1.0	1.0
YER143W	1.0	1.0
YER144C	1.0	1.0
YER145C	1.0	1.0
YER149C	1.0	1.0
YER150W	1.0	1.0
YER151C	1.0	1.0
YER152C	1.0	1.0
YER153C	1.0	1.0
YER154W	1.0	1.0
YER155C	1.7346276982795525	
YER156C	1.0	1.0
YER158C	1.0	1.0
YER161C	1.0	1.0
YER162C	1.0	1.0
YER163C	1.0	1.0
YER164W	1.0	1.0
YER166W	1.0	1.0
YER167W	1.5253000183311376	
YER169W	1.0	1.0
YER170W	1.0	1.0
YER173W	1.0	1.0
YER174C	1.0	1.0
YER175C	1.0	1.0
YER176W	1.0	1.0
YER177W	1.0	1.0
YER178W	1.0	1.0
YER179W	1.0	1.0
YER180C	0.3529597369047008	
YER181C	1.0	1.0
YER182W	1.0	1.0
YER183C	1.0	1.0
YER184C	1.0	1.0
YER185W	1.0	1.0
YER186C	1.0	1.0
YER187W	1.0	1.0
YER188W	1.0	1.0
YFL001W	1.0	1.0
YFL003C		0.9269999999999999
YFL004W	1.0	1.0
YFL007W	1.0	1.0
YFL010C	1.0	1.0
YFL010W-A	1.0	1.0
YFL011W	1.0	1.0
YFL012W	1.0	1.0
YFL013C	1.0	1.0
YFL012W-A	1.0	1.0
YFL014W	1.0	1.0
YFL015C	1.0	1.0
YFL016C	1.0	1.0
YFL018C	1.0	1.0
YFL019C	1.0	1.0
YFL020C	1.0	1.0
YFL021W	1.0	1.0
YFL023W	1.0	1.0
YFL025C		0.757
YFL026W	1.0	1.0
YFL027C	1.0	1.0
YFL028C	1.0	1.0
YFL030W	1.0	1.0
YFL031W	1.0	1.0
YFL032W	1.0	1.0
YFL033C	0.43212042265874895	
YFL034C-A	1.0	1.0
YFL034W	1.0	1.0
YFL036W	1.0	1.0
YFL040W	1.0	1.0
YFL041W	1.0	1.0
YFL042C	1.0	1.0
YFL044C	1.0	1.0
YFL046W	1.0	1.0
YFL047W	1.0	1.0
YFL048C	1.0	1.0
YFL049W	1.0	1.0
YFL050C	1.0	1.0
YFL051C	1.0	1.0
YFL052W	1.0	1.0
YFL053W	1.0	1.0
YFL054C	1.0	1.0
YFL055W	1.0	1.0
YFL060C	1.0	1.0
YFL063W	1.0	1.0
YFR001W	1.0	1.0
YFR006W	1.0	1.0
YFR007W	1.0	1.0
YFR008W	1.0	1.0
YFR009W	1.0	1.0
YFR010W		0.8175
YFR011C	1.0	1.0
YFR012W	1.0	1.0
YFR013W	1.0	1.0
YFR014C	1.0	1.0
YFR015C	1.0	1.0
YFR016C	1.0	1.0
YFR017C	1.0	1.0
YFR018C	1.0	1.0
YFR019W	1.0	1.0
YFR020W	1.0	1.0
YFR021W	0.3665820395143703	
YFR022W	1.0	1.0
YFR023W	1.0	1.0
YFR024C-A	1.0	1.0
YFR025C	1.0	1.0
YFR026C	1.0	1.0
YFR030W	1.0	1.0
YFR031C-A	1.0	1.0
YFR032C	1.0	1.0
YFR032C-A	1.0	1.0
YFR033C	1.0	1.0
YFR034C	1.0	1.0
YFR035C	1.0	1.0
YFR036W	1.0	1.0
YFR038W	1.0	1.0
YFR039C	1.0	1.0
YFR040W	1.0	1.0
YFR041C	1.0	1.0
YFR043C	1.0	1.0
YFR044C	1.0	1.0
YFR045W	1.0	1.0
YFR046C	1.0	1.0
YFR047C	1.0	1.0
YFR048W	1.0	1.0
YFR049W	1.0	1.0
YFR053C	1.0	1.0
YFR054C	1.0	1.0
YFR055W	1.0	1.0
YFR056C	1.0	1.0
YFR057W	1.0	1.0
YGL002W	1.0	1.0
YGL003C	1.0	1.0
YGL004C	1.0	1.0
YGL005C	1.0	1.0
YGL006W	1.0	1.0
YGL007W	1.0	1.0
YGL009C	1.0	1.0
YGL010W	1.0	1.0
YGL012W	1.0	1.0
YGL013C	1.0	1.0
YGL014W	1.0	1.0
YGL015C	1.0	1.0
YGL016W	1.0	1.0
YGL017W	1.0	1.0
YGL019W	1.0	1.0
YGL020C	1.0	1.0
YGL021W	1.0	1.0
YGL022W	1.0	1.0
YGL023C	1.0	1.0
YGL024W	1.0	1.0
YGL025C	1.0	1.0
YGL026C	1.0	1.0
YGL027C	1.0	1.0
YGL028C	1.0	1.0
YGL029W	1.0	1.0
YGL031C	1.0	1.0
YGL032C	1.0	1.0
YGL033W	0.38399555279887504	
YGL034C	1.0	1.0
YGL035C	1.0	1.0
YGL036W	1.0	1.0
YGL037C	1.0	1.0
YGL038C	1.0	1.0
YGL039W	1.0	1.0
YGL041C	1.0	1.0
YGL042C	1.0	1.0
YGL043W	1.0	1.0
YGL045W	0.6168903552055807	
YGL049C	1.0	1.0
YGL050W	1.0	1.0
YGL051W	1.0	1.0
YGL053W	1.0	1.0
YGL054C	1.0	1.0
YGL056C	1.0	1.0
YGL057C	1.0	1.0
YGL058W	1.0	1.0
YGL059W	1.0	1.0
YGL060W	1.0	1.0
YGL062W	1.0	1.0
YGL063W	1.0	1.0
YGL064C	1.0	1.0
YGL066W	0.4083469578892102	
YGL067W	1.0	1.0
YGL070C	1.0	1.0
YGL071W	1.0	1.0
YGL072C	1.0	1.0
YGL076C	1.0	1.0
YGL077C	1.0	1.0
YGL078C	1.0	1.0
YGL079W	1.0	1.0
YGL080W	1.0	1.0
YGL081W	1.0	1.0
YGL082W	1.0	1.0
YGL083W	1.0	1.0
YGL084C	1.0	1.0
YGL085W	1.0	1.0
YGL086W	1.0	1.0
YGL087C	1.0	1.0
YGL088W	1.0	1.0
YGL089C	1.0	1.0
YGL090W	1.0	1.0
YGL094C	1.0	1.0
YGL095C	1.0	1.0
YGL096W	1.0	1.0
YGL101W	1.0	1.0
YGL104C	1.0	1.0
YGL105W	1.0	1.0
YGL107C	1.0	1.0
YGL108C	1.0	1.0
YGL109W	1.0	1.0
YGL110C	1.0	1.0
YGL114W	1.0	1.0
YGL115W	1.0	1.0
YGL117W	1.0	1.0
YGL118C	1.0	1.0
YGL121C	1.0	1.0
YGL124C	0.366839906363286	
YGL125W	1.0	1.0
YGL126W	1.0	1.0
YGL127C		0.794
YGL129C	1.0	1.0
YGL131C	1.0	1.0
YGL132W	1.0	1.0
YGL133W	1.0	1.0
YGL135W	1.0	1.0
YGL136C	1.0	1.0
YGL138C	1.0	1.0
YGL139W	1.0	1.0
YGL140C	1.343317114446223	
YGL141W	1.0	1.0
YGL143C	1.0	1.0
YGL144C	1.0	1.0
YGL146C	1.0	1.0
YGL147C	1.0	1.0
YGL148W		0.853
YGL149W	1.0	1.0
YGL151W	1.0	1.0
YGL152C	1.0	1.0
YGL153W	1.0	1.0
YGL154C	1.0	1.0
YGL156W	1.0	1.0
YGL157W	1.0	1.0
YGL158W	1.0	1.0
YGL159W	1.0	1.0
YGL160W	1.0	1.0
YGL161C	1.0	1.0
YGL162W	1.0	1.0
YGL163C	1.416337124864742	
YGL164C	1.0	1.0
YGL165C	1.0	1.0
YGL166W	1.0	1.0
YGL167C	1.0	1.0
YGL168W	1.0	1.0
YGL170C	0.3586422380436465	
YGL173C	1.0	1.0
YGL174W	1.0	1.0
YGL175C	0.45416557598760987	
YGL176C	1.0	1.0
YGL177W	1.0	1.0
YGL179C	1.0	1.0
YGL180W	0.41098473091134	
YGL181W	1.0	1.0
YGL194C	1.3672410857054293	
YGL195W	1.0	1.0
YGL196W	1.0	1.0
YGL197W	1.0	1.0
YGL198W	1.0	1.0
YGL199C	1.0	1.0
YGL200C	1.0	1.0
YGL202W	1.0	1.0
YGL203C	1.0	1.0
YGL205W	0.6541702605386016	
YGL206C	1.0	1.0
YGL208W	1.0	1.0
YGL209W	1.0	1.0
YGL210W	1.0	1.0
YGL211W	1.0	1.0
YGL212W	0.3837253528396366	
YGL213C		0.8234999999999999
YGL214W		0.833
YGL215W	0.5275222984800911	
YGL216W	1.0	1.0
YGL217C	1.0	1.0
YGL218W	1.0	1.0
YGL219C	1.0	1.0
YGL220W	1.0	1.0
YGL221C	1.0	1.0
YGL222C	1.0	1.0
YGL223C	1.0	1.0
YGL224C	1.0	1.0
YGL226C-A	1.0	1.0
YGL226W	1.0	1.0
YGL227W	0.22401558866003835	
YGL228W	1.0	1.0
YGL229C	1.0	1.0
YGL230C	1.0	1.0
YGL231C	1.0	1.0
YGL232W	1.0	1.0
YGL234W	1.0	1.0
YGL235W	1.0	1.0
YGL236C	1.0	1.0
YGL237C	0.44107037239229996	
YGL240W	1.0	1.0
YGL241W	1.0	1.0
YGL242C	1.0	1.0
YGL243W	1.0	1.0
YGL244W	0.526332980138023	
YGL246C	1.0	1.0
YGL248W	1.0	1.0
YGL249W	0.4688087147307557	
YGL250W	0.3613518346784608	
YGL251C	1.0	1.0
YGL252C	1.0	1.0
YGL253W	1.0	1.0
YGL254W	1.0	1.0
YGL255W	1.0	1.0
YGL256W	1.0	1.0
YGL257C	1.0	1.0
YGL258W	1.0	1.0
YGL259W	1.0	1.0
YGL260W	1.0	1.0
YGL261C	1.0	1.0
YGL262W	1.0	1.0
YGL263W	1.0	1.0
YGR001C	1.0	1.0
YGR003W	1.0	1.0
YGR004W	1.0	1.0
YGR006W	1.0	1.0
YGR007W	1.0	1.0
YGR008C	1.0	1.0
YGR010W	1.0	1.0
YGR011W	1.0	1.0
YGR012W	1.0	1.0
YGR014W	1.0	1.0
YGR015C	1.0	1.0
YGR016W	1.0	1.0
YGR017W	1.0	1.0
YGR018C	1.0	1.0
YGR019W	1.0	1.0
YGR020C	1.0	1.0
YGR021W	1.0	1.0
YGR022C	1.0	1.0
YGR023W	1.0	1.0
YGR025W	1.0	1.0
YGR026W	1.0	1.0
YGR027C	1.0	1.0
YGR028W	1.0	1.0
YGR031W	1.0	1.0
YGR032W		0.9295
YGR033C	1.0	1.0
YGR034W	1.0	1.0
YGR035C	1.0	1.0
YGR036C	1.0	1.0
YGR037C	1.0	1.0
YGR038W	1.0	1.0
YGR039W	1.0	1.0
YGR040W	1.0	1.0
YGR041W	1.0	1.0
YGR042W	1.0	1.0
YGR043C	1.0	1.0
YGR044C	1.3022644228050049	
YGR045C	1.0	1.0
YGR049W	1.0	1.0
YGR050C	1.0	1.0
YGR051C	1.0	1.0
YGR052W	1.0	1.0
YGR053C	1.0	1.0
YGR054W	1.0	1.0
YGR055W	1.0	1.0
YGR056W	1.3570280242541557	
YGR057C	1.0	1.0
YGR058W	1.0	1.0
YGR059W	0.524255958236598	
YGR061C	1.0	1.0
YGR062C	1.0	1.0
YGR063C	1.0	1.0
YGR064W	1.0	1.0
YGR066C	1.0	1.0
YGR067C	1.0	1.0
YGR068C	1.0	1.0
YGR069W	1.0	1.0
YGR070W	1.0	1.0
YGR071C	1.0	1.0
YGR072W	1.0	1.0
YGR076C	1.0	1.0
YGR077C	1.0	1.0
YGR078C	1.0	1.0
YGR079W	1.0	1.0
YGR080W	1.0	1.0
YGR081C	1.0	1.0
YGR084C	1.0	1.0
YGR085C	1.0	1.0
YGR086C	1.0	1.0
YGR087C	1.0	1.0
YGR088W	1.0	1.0
YGR089W	1.0	1.0
YGR092W	1.0	1.0
YGR093W	1.0	1.0
YGR096W	1.0	1.0
YGR097W	1.0	1.0
YGR100W	1.0	1.0
YGR101W	1.0	1.0
YGR102C	1.0	1.0
YGR104C	1.0	1.0
YGR105W	1.0	1.0
YGR106C		0.7829999999999999
YGR107W	1.0	1.0
YGR108W	1.0	1.0
YGR109C	1.0	1.0
YGR110W	1.0	1.0
YGR111W	1.0	1.0
YGR112W	0.4303734048920939	
YGR117C	1.0	1.0
YGR118W	1.0	1.0
YGR121C	1.0	1.0
YGR122C-A	1.0	1.0
YGR122W	0.6019761774675769	
YGR123C	1.0	1.0
YGR124W	1.0	1.0
YGR125W	1.0	1.0
YGR126W	1.0	1.0
YGR127W	1.0	1.0
YGR129W	1.0	1.0
YGR130C	1.0	1.0
YGR131W	1.0	1.0
YGR132C	1.0	1.0
YGR133W		0.925
YGR134W	1.0	1.0
YGR135W	1.0	1.0
YGR136W	1.0	1.0
YGR137W	1.0	1.0
YGR138C	1.0	1.0
YGR139W	1.0	1.0
YGR141W	1.0	1.0
YGR142W	1.0	1.0
YGR143W	1.0	1.0
YGR144W	1.0	1.0
YGR146C	1.0	1.0
YGR148C	1.0	1.0
YGR149W	1.0	1.0
YGR150C	1.0	1.0
YGR151C	1.0	1.0
YGR152C	1.0	1.0
YGR153W	1.0	1.0
YGR154C	1.0	1.0
YGR155W	1.0	1.0
YGR157W	1.0	1.0
YGR159C	1.0	1.0
YGR160W	1.0	1.0
YGR161C	1.0	1.0
YGR162W	1.0	1.0
YGR163W	1.0	1.0
YGR164W	1.0	1.0
YGR165W	1.0	1.0
YGR166W	1.0	1.0
YGR167W	1.0	1.0
YGR168C	1.0	1.0
YGR169C	1.0	1.0
YGR170W	1.0	1.0
YGR171C	1.0	1.0
YGR173W	1.0	1.0
YGR174C	1.0	1.0
YGR176W	1.0	1.0
YGR177C	1.0	1.0
YGR178C	1.0	1.0
YGR180C	1.0	1.0
YGR181W	1.0	1.0
YGR182C	1.0	1.0
YGR183C	0.5713187147276959	
YGR184C	1.0	1.0
YGR187C	1.0	1.0
YGR188C	1.0	1.0
YGR189C	1.0	1.0
YGR192C	1.0	1.0
YGR193C	1.0	1.0
YGR194C	1.0	1.0
YGR196C	1.0	1.0
YGR197C	1.0	1.0
YGR199W	1.0	1.0
YGR200C	1.0	1.0
YGR201C	1.0	1.0
YGR202C	1.0	1.0
YGR203W	1.0	1.0
YGR204W	1.0	1.0
YGR205W	1.0	1.0
YGR206W	1.0	1.0
YGR207C	1.0	1.0
YGR208W	1.0	1.0
YGR209C	1.0	1.0
YGR210C	1.0	1.0
YGR212W	1.0	1.0
YGR213C	1.0	1.0
YGR214W	1.0	1.0
YGR215W	1.0	1.0
YGR217W	1.0	1.0
YGR219W	1.0	1.0
YGR220C	1.0	1.0
YGR221C	1.0	1.0
YGR222W	1.0	1.0
YGR223C	1.0	1.0
YGR224W	1.0	1.0
YGR225W	0.27910708968502124	
YGR226C	1.0	1.0
YGR227W	1.0	1.0
YGR228W	1.0	1.0
YGR229C	1.0	1.0
YGR230W	1.0	1.0
YGR231C	1.0	1.0
YGR232W	1.0	1.0
YGR233C	1.0	1.0
YGR234W	1.0	1.0
YGR235C	1.0	1.0
YGR236C	1.0	1.0
YGR237C	1.0	1.0
YGR238C	1.0	1.0
YGR239C	1.0	1.0
YGR240C	1.0	1.0
YGR241C	1.0	1.0
YGR242W	1.0	1.0
YGR243W	1.0	1.0
YGR244C	0.27572753476367934	
YGR247W	1.0	1.0
YGR248W	1.0	1.0
YGR249W	1.0	1.0
YGR250C	1.0	1.0
YGR252W	0.5172239722694234	
YGR254W	1.0	1.0
YGR255C	1.0	1.0
YGR256W	1.0	1.0
YGR257C	1.0	1.0
YGR258C	1.0	1.0
YGR259C	1.0	1.0
YGR260W	1.0	1.0
YGR261C	1.0	1.0
YGR262C	1.0	1.0
YGR263C	1.0	1.0
YGR266W	1.0	1.0
YGR268C	1.0	1.0
YGR269W	1.0	1.0
YGR270W	1.0	1.0
YGR271W	1.0	1.0
YGR271C-A	1.0	1.0
YGR273C	1.0	1.0
YGR275W	1.0	1.0
YGR276C	1.0	1.0
YGR279C	1.0	1.0
YGR281W	1.0	1.0
YGR282C	1.0	1.0
YGR283C	1.0	1.0
YGR284C	1.0	1.0
YGR285C	1.0	1.0
YGR286C	1.0	1.0
YGR287C	1.0	1.0
YGR288W	1.0	1.0
YGR289C	1.0	1.0
YGR290W	1.0	1.0
YGR291C	1.0	1.0
YGR292W	1.0	1.0
YGR295C	1.0	1.0
YHL002W	1.0	1.0
YHL003C	1.0	1.0
YHL005C	1.0	1.0
YHL006C	1.0	1.0
YHL007C		0.9344999999999999
YHL008C	1.0	1.0
YHL009C		0.69
YHL010C	1.0	1.0
YHL011C	0.4103922081359377	
YHL012W	1.0	1.0
YHL013C	1.0	1.0
YHL014C	1.3621202988927394	
YHL016C	1.0	1.0
YHL017W	1.0	1.0
YHL019C	1.0	1.0
YHL020C	1.861125780072173	
YHL021C	1.0	1.0
YHL022C		0.863
YHL023C	0.3605885533767823	
YHL024W	0.22768584974607875	
YHL025W	1.0	1.0
YHL026C	1.0	1.0
YHL027W	0.5623199769823479	
YHL028W	1.0	1.0
YHL029C	1.0	1.0
YHL030W	1.0	1.0
YHL031C	1.0	1.0
YHL032C	1.0	1.0
YHL033C	1.0	1.0
YHL034C	1.0	1.0
YHL035C	1.0	1.0
YHL036W	1.0	1.0
YHL037C	1.0	1.0
YHL038C	0.4684214327056458	
YHL039W	1.0	1.0
YHL040C	1.0	1.0
YHL041W	1.0	1.0
YHL042W	1.0	1.0
YHL043W	1.0	1.0
YHL044W		0.8065
YHL045W	1.0	1.0
YHL046C	1.0	1.0
YHL047C	1.0	1.0
YHR001W-A	1.0	1.0
YHR003C	1.0	1.0
YHR004C	0.5285661204816755	
YHR005C	0.21385359951603145	
YHR006W	1.0	1.0
YHR008C	1.0	1.0
YHR009C	1.0	1.0
YHR010W	1.0	1.0
YHR011W	1.0	1.0
YHR012W	1.0	1.0
YHR013C	0.41783660335640327	
YHR014W	1.0	1.0
YHR015W	1.0	1.0
YHR016C	1.0	1.0
YHR017W	1.0	1.0
YHR018C	1.0	1.0
YHR021C	1.0	1.0
YHR021W-A	1.0	1.0
YHR022C	1.0	1.0
YHR025W	1.0	1.0
YHR026W	1.0	1.0
YHR028C	1.0	1.0
YHR029C	1.0	1.0
YHR030C		0.9275
YHR031C	1.0	1.0
YHR032W	1.0	1.0
YHR033W	1.0	1.0
YHR034C	1.0	1.0
YHR035W	1.0	1.0
YHR037W	1.0	1.0
