ORF	hom | sporulation efficiency | sporulation medium [unknown] | Deutschbauer AM~Davis RW, 2002	hom | growth (culture turbidity) | post-germination (YPD [standard], sporulation medium [unknown]) | Deutschbauer AM~Davis RW, 2002
YGL157W	1.000	1.000
YGL158W	1.000	1.000
YGL159W	1.000	1.000
YGL160W	1.000	1.000
YGL161C	1.000	1.000
YGL162W	1.000	1.000
YGL163C	1.416	NaN
YGL164C	1.000	1.000
YGL165C	1.000	1.000
YGL166W	1.000	1.000
YGL167C	1.000	1.000
YGL168W	1.000	1.000
YGL169W	1.000	1.000
YGL170C	0.359	NaN
YGL171W	1.000	1.000
YGL172W	1.000	1.000
YGL173C	1.000	1.000
YGL174W	1.000	1.000
YGL175C	0.454	NaN
YGL176C	1.000	1.000
YGL177W	1.000	1.000
YGL179C	1.000	1.000
YGL180W	0.411	NaN
YGL181W	1.000	1.000
YGL194C	1.367	NaN
YGL195W	1.000	1.000
YGL196W	1.000	1.000
YGL197W	1.000	1.000
YGL198W	1.000	1.000
YGL199C	1.000	1.000
YGL200C	1.000	1.000
YGL201C	1.000	1.000
YGL202W	1.000	1.000
YGL203C	1.000	1.000
YGL205W	0.654	NaN
YGL206C	1.000	1.000
YGL207W	1.000	1.000
YGL208W	1.000	1.000
YGL209W	1.000	1.000
YGL210W	1.000	1.000
YGL211W	1.000	1.000
YGL212W	0.384	NaN
YGL213C	NaN	0.824
YGL214W	NaN	0.833
YGL215W	0.528	NaN
YGL216W	1.000	1.000
YGL217C	1.000	1.000
YGL218W	1.000	1.000
YGL219C	1.000	1.000
YGL220W	1.000	1.000
YGL221C	1.000	1.000
YGL222C	1.000	1.000
YGL223C	1.000	1.000
YGL224C	1.000	1.000
YGL225W	1.000	1.000
YGL226C-A	1.000	1.000
YGL226W	1.000	1.000
YGL227W	0.224	NaN
YGL228W	1.000	1.000
YGL229C	1.000	1.000
YGL230C	1.000	1.000
YGL231C	1.000	1.000
YGL232W	1.000	1.000
YGL233W	1.000	1.000
YGL234W	1.000	1.000
YGL235W	1.000	1.000
YGL236C	1.000	1.000
YGL237C	0.441	NaN
YGL238W	1.000	1.000
YGL239C	1.000	1.000
YGL240W	1.000	1.000
YGL241W	1.000	1.000
YGL242C	1.000	1.000
YGL243W	1.000	1.000
YGL244W	0.526	NaN
YGL245W	1.000	1.000
YGL246C	1.000	1.000
YGL247W	1.000	1.000
YGL248W	1.000	1.000
YGL249W	0.469	NaN
YGL250W	0.361	NaN
YGL251C	1.000	1.000
YGL252C	1.000	1.000
YGL253W	1.000	1.000
YGL254W	1.000	1.000
YGL255W	1.000	1.000
YGL256W	1.000	1.000
YGL257C	1.000	1.000
YGL258W	1.000	1.000
YGL259W	1.000	1.000
YGL260W	1.000	1.000
YGL261C	1.000	1.000
YGL262W	1.000	1.000
YGL263W	1.000	1.000
YGR001C	1.000	1.000
YGR002C	1.000	1.000
YGR003W	1.000	1.000
YGR004W	1.000	1.000
YGR005C	1.000	1.000
YGR006W	1.000	1.000
YGR007W	1.000	1.000
YGR008C	1.000	1.000
YGR009C	1.000	1.000
YGR010W	1.000	1.000
YGR011W	1.000	1.000
YGR012W	1.000	1.000
YGR013W	1.000	1.000
YGR014W	1.000	1.000
YGR015C	1.000	1.000
YGR016W	1.000	1.000
YGR017W	1.000	1.000
YGR018C	1.000	1.000
YGR019W	1.000	1.000
YGR020C	1.000	1.000
YGR021W	1.000	1.000
YGR022C	1.000	1.000
YGR023W	1.000	1.000
YGR024C	1.000	1.000
YGR025W	1.000	1.000
YGR026W	1.000	1.000
YGR027C	1.000	1.000
YGR028W	1.000	1.000
YGR029W	1.000	1.000
YGR030C	1.000	1.000
YGR031W	1.000	1.000
YGR032W	NaN	0.929
YGR033C	1.000	1.000
YGR034W	1.000	1.000
YGR035C	1.000	1.000
YGR036C	1.000	1.000
YGR037C	1.000	1.000
YGR038W	1.000	1.000
YGR039W	1.000	1.000
YGR040W	1.000	1.000
YGR041W	1.000	1.000
YGR042W	1.000	1.000
YGR043C	1.000	1.000
YGR044C	1.302	NaN
YGR045C	1.000	1.000
YGR046W	1.000	1.000
YGR047C	1.000	1.000
YGR048W	1.000	1.000
YGR049W	1.000	1.000
YGR050C	1.000	1.000
YGR051C	1.000	1.000
YGR052W	1.000	1.000
YGR053C	1.000	1.000
YGR054W	1.000	1.000
YGR055W	1.000	1.000
YGR056W	1.357	NaN
YGR057C	1.000	1.000
YGR058W	1.000	1.000
YGR059W	0.524	NaN
YGR060W	1.000	1.000
YGR061C	1.000	1.000
YGR062C	1.000	1.000
YGR063C	1.000	1.000
YGR064W	1.000	1.000
YGR065C	1.000	1.000
YGR066C	1.000	1.000
YGR067C	1.000	1.000
YGR068C	1.000	1.000
YGR069W	1.000	1.000
YGR070W	1.000	1.000
YGR071C	1.000	1.000
YGR072W	1.000	1.000
YGR073C	1.000	1.000
YGR074W	1.000	1.000
YGR075C	1.000	1.000
YGR076C	1.000	1.000
YGR077C	1.000	1.000
YGR078C	1.000	1.000
YGR079W	1.000	1.000
YGR080W	1.000	1.000
YGR081C	1.000	1.000
YGR082W	1.000	1.000
YGR083C	1.000	1.000
YGR084C	1.000	1.000
YGR085C	1.000	1.000
YGR086C	1.000	1.000
YGR087C	1.000	1.000
YGR088W	1.000	1.000
YGR089W	1.000	1.000
YGR090W	1.000	1.000
YGR091W	1.000	1.000
YGR092W	1.000	1.000
YGR093W	1.000	1.000
YGR094W	1.000	1.000
YGR095C	1.000	1.000
YGR096W	1.000	1.000
YGR097W	1.000	1.000
YGR098C	1.000	1.000
YGR099W	1.000	1.000
YGR100W	1.000	1.000
YGR101W	1.000	1.000
YGR102C	1.000	1.000
YGR103W	1.000	1.000
YGR104C	1.000	1.000
YGR105W	1.000	1.000
YGR106C	NaN	0.783
YGR107W	1.000	1.000
YGR108W	1.000	1.000
YGR109C	1.000	1.000
YGR110W	1.000	1.000
YGR111W	1.000	1.000
YGR112W	0.430	NaN
YGR113W	1.000	1.000
YGR114C	1.000	1.000
YGR115C	1.000	1.000
YGR116W	1.000	1.000
YGR117C	1.000	1.000
YGR118W	1.000	1.000
YGR119C	1.000	1.000
YGR120C	1.000	1.000
YGR121C	1.000	1.000
YGR122C-A	1.000	1.000
YGR122W	0.602	NaN
YGR123C	1.000	1.000
YGR124W	1.000	1.000
YGR125W	1.000	1.000
YGR126W	1.000	1.000
YGR127W	1.000	1.000
YGR128C	1.000	1.000
YGR129W	1.000	1.000
YGR130C	1.000	1.000
YGR131W	1.000	1.000
YGR132C	1.000	1.000
YGR133W	NaN	0.925
YGR134W	1.000	1.000
YGR135W	1.000	1.000
YGR136W	1.000	1.000
YGR137W	1.000	1.000
YGR138C	1.000	1.000
YGR139W	1.000	1.000
YGR140W	1.000	1.000
YGR141W	1.000	1.000
YGR142W	1.000	1.000
YGR143W	1.000	1.000
YGR144W	1.000	1.000
YGR145W	1.000	1.000
YGR146C	1.000	1.000
YGR147C	1.000	1.000
YGR148C	1.000	1.000
YGR149W	1.000	1.000
YGR150C	1.000	1.000
YGR151C	1.000	1.000
YGR152C	1.000	1.000
YGR153W	1.000	1.000
YGR154C	1.000	1.000
YGR155W	1.000	1.000
YGR156W	1.000	1.000
YGR157W	1.000	1.000
YGR158C	1.000	1.000
YGR159C	1.000	1.000
YGR160W	1.000	1.000
YGR161C	1.000	1.000
YGR162W	1.000	1.000
YGR163W	1.000	1.000
YGR164W	1.000	1.000
YGR165W	1.000	1.000
YGR166W	1.000	1.000
YGR167W	1.000	1.000
YGR168C	1.000	1.000
YGR169C	1.000	1.000
YGR170W	1.000	1.000
YGR171C	1.000	1.000
YGR172C	1.000	1.000
YGR173W	1.000	1.000
YGR174C	1.000	1.000
YGR175C	1.000	1.000
YGR176W	1.000	1.000
YGR177C	1.000	1.000
YGR178C	1.000	1.000
YGR179C	1.000	1.000
YGR180C	1.000	1.000
YGR181W	1.000	1.000
YGR182C	1.000	1.000
YGR183C	0.571	NaN
YGR184C	1.000	1.000
YGR185C	1.000	1.000
YGR186W	1.000	1.000
YGR187C	1.000	1.000
YGR188C	1.000	1.000
YGR189C	1.000	1.000
YGR190C	1.000	1.000
YGR191W	1.000	1.000
YGR192C	1.000	1.000
YGR193C	1.000	1.000
YGR194C	1.000	1.000
YGR195W	1.000	1.000
YGR196C	1.000	1.000
YGR197C	1.000	1.000
YGR198W	1.000	1.000
YGR199W	1.000	1.000
YGR200C	1.000	1.000
YGR201C	1.000	1.000
YGR202C	1.000	1.000
YGR203W	1.000	1.000
YGR204W	1.000	1.000
YGR205W	1.000	1.000
YGR206W	1.000	1.000
YGR207C	1.000	1.000
YGR208W	1.000	1.000
YGR209C	1.000	1.000
YGR210C	1.000	1.000
YGR211W	1.000	1.000
YGR212W	1.000	1.000
YGR213C	1.000	1.000
YGR214W	1.000	1.000
YGR215W	1.000	1.000
YGR216C	1.000	1.000
YGR217W	1.000	1.000
YGR218W	1.000	1.000
YGR219W	1.000	1.000
YGR220C	1.000	1.000
YGR221C	1.000	1.000
YGR222W	1.000	1.000
YGR223C	1.000	1.000
YGR224W	1.000	1.000
YGR225W	0.279	NaN
YGR226C	1.000	1.000
YGR227W	1.000	1.000
YGR228W	1.000	1.000
YGR229C	1.000	1.000
YGR230W	1.000	1.000
YGR231C	1.000	1.000
YGR232W	1.000	1.000
YGR233C	1.000	1.000
YGR234W	1.000	1.000
YGR235C	1.000	1.000
YGR236C	1.000	1.000
YGR237C	1.000	1.000
YGR238C	1.000	1.000
YGR239C	1.000	1.000
YGR240C	1.000	1.000
YGR241C	1.000	1.000
YGR242W	1.000	1.000
YGR243W	1.000	1.000
YGR244C	0.276	NaN
YGR245C	1.000	1.000
YGR246C	1.000	1.000
YGR247W	1.000	1.000
YGR248W	1.000	1.000
YGR249W	1.000	1.000
YGR250C	1.000	1.000
YGR251W	1.000	1.000
YGR252W	0.517	NaN
YGR253C	1.000	1.000
YGR254W	1.000	1.000
YGR255C	1.000	1.000
YGR256W	1.000	1.000
YGR257C	1.000	1.000
YGR258C	1.000	1.000
YGR259C	1.000	1.000
YGR260W	1.000	1.000
YGR261C	1.000	1.000
YGR262C	1.000	1.000
YGR263C	1.000	1.000
YGR264C	1.000	1.000
YGR265W	1.000	1.000
YGR266W	1.000	1.000
YGR267C	1.000	1.000
YGR268C	1.000	1.000
YGR269W	1.000	1.000
YGR270W	1.000	1.000
YGR271C-A	1.000	1.000
YGR271W	1.000	1.000
YGR273C	1.000	1.000
YGR274C	1.000	1.000
YGR275W	1.000	1.000
YGR276C	1.000	1.000
YGR277C	1.000	1.000
YGR278W	1.000	1.000
YGR279C	1.000	1.000
YGR280C	1.000	1.000
YGR281W	1.000	1.000
YGR282C	1.000	1.000
YGR283C	1.000	1.000
YGR284C	1.000	1.000
YGR285C	1.000	1.000
YGR286C	1.000	1.000
YGR287C	1.000	1.000
YGR288W	1.000	1.000
YGR289C	1.000	1.000
YGR290W	1.000	1.000
YGR291C	1.000	1.000
YGR292W	1.000	1.000
YGR295C	1.000	1.000
YHL002W	1.000	1.000
YHL003C	1.000	1.000
YHL005C	1.000	1.000
YHL006C	1.000	1.000
YHL007C	NaN	0.934
YHL008C	1.000	1.000
YHL009C	NaN	0.690
YHL010C	1.000	1.000
YHL011C	0.410	NaN
YHL012W	1.000	1.000
YHL013C	1.000	1.000
YHL014C	1.362	NaN
YHL015W	1.000	1.000
YHL016C	1.000	1.000
YHL017W	1.000	1.000
YHL019C	1.000	1.000
YHL020C	1.861	NaN
YHL021C	1.000	1.000
YHL022C	NaN	0.863
YHL023C	0.361	NaN
YHL024W	0.228	NaN
YHL025W	1.000	1.000
YHL026C	1.000	1.000
YHL027W	0.562	NaN
YHL028W	1.000	1.000
YHL029C	1.000	1.000
YHL030W	1.000	1.000
YHL031C	1.000	1.000
YHL032C	1.000	1.000
YHL033C	1.000	1.000
YHL034C	1.000	1.000
YHL035C	1.000	1.000
YHL036W	1.000	1.000
YHL037C	1.000	1.000
YHL038C	0.468	NaN
YHL039W	1.000	1.000
YHL040C	1.000	1.000
YHL041W	1.000	1.000
YHL042W	1.000	1.000
YHL043W	1.000	1.000
YHL044W	NaN	0.806
YHL045W	1.000	1.000
YHL046C	1.000	1.000
YHL047C	1.000	1.000
YHR001W-A	1.000	1.000
YHR003C	1.000	1.000
YHR004C	0.529	NaN
YHR005C	0.214	NaN
YHR005C-A	1.000	1.000
YHR006W	1.000	1.000
YHR007C	1.000	1.000
YHR008C	1.000	1.000
YHR009C	1.000	1.000
YHR010W	1.000	1.000
YHR011W	1.000	1.000
YHR012W	1.000	1.000
YHR013C	0.418	NaN
YHR014W	1.000	1.000
YHR015W	1.000	1.000
YHR016C	1.000	1.000
YHR017W	1.000	1.000
YHR018C	1.000	1.000
YHR019C	1.000	1.000
YHR020W	1.000	1.000
YHR021C	1.000	1.000
YHR021W-A	1.000	1.000
YHR022C	1.000	1.000
YHR023W	1.000	1.000
YHR024C	1.000	1.000
YHR025W	1.000	1.000
YHR026W	1.000	1.000
YHR028C	1.000	1.000
YHR029C	1.000	1.000
YHR030C	NaN	0.927
YHR031C	1.000	1.000
YHR032W	1.000	1.000
YHR033W	1.000	1.000
YHR034C	1.000	1.000
YHR035W	1.000	1.000
YHR036W	1.000	1.000
YHR037W	1.000	1.000
YHR038W	1.000	1.000
YHR039C	1.000	1.000
YHR039C-A	1.000	1.000
YHR040W	1.000	1.000
YHR041C	1.000	1.000
YHR042W	1.000	1.000
YHR043C	1.000	1.000
YHR044C	1.000	1.000
YHR045W	1.000	1.000
YHR046C	1.000	1.000
YHR047C	1.000	1.000
YHR048W	1.000	1.000
YHR049C-A	1.000	1.000
YHR049W	1.000	1.000
YHR050W	1.000	1.000
YHR051W	1.000	1.000
YHR057C	1.000	1.000
YHR058C	1.000	1.000
YHR059W	1.000	1.000
YHR060W	1.000	1.000
YHR061C	1.000	1.000
YHR062C	1.000	1.000
YHR064C	1.000	1.000
YHR065C	1.000	1.000
YHR066W	1.000	1.000
YHR067W	1.000	1.000
YHR068W	1.000	1.000
YHR069C	1.000	1.000
YHR070W	1.000	1.000
YHR072W	1.000	1.000
YHR073W	1.000	1.000
YHR074W	1.000	1.000
YHR075C	1.000	1.000
YHR076W	1.000	1.000
YHR077C	1.000	1.000
YHR078W	1.000	1.000
YHR079C	1.000	1.000
YHR079C-A	0.497	NaN
YHR080C	1.000	1.000
YHR081W	1.000	1.000
YHR082C	1.374	NaN
YHR083W	1.000	1.000
YHR084W	1.000	1.000
YHR085W	1.000	1.000
YHR086W	0.509	NaN
YHR087W	1.000	1.000
YHR088W	1.000	1.000
YHR091C	1.000	1.000
YHR092C	1.000	1.000
YHR093W	1.000	1.000
YHR094C	1.000	1.000
YHR095W	1.000	1.000
YHR096C	1.000	1.000
YHR097C	1.000	1.000
YHR100C	1.000	1.000
YHR101C	1.000	1.000
YHR103W	1.000	1.000
YHR104W	1.000	1.000
YHR105W	1.000	1.000
YHR106W	1.000	1.000
YHR107C	1.000	1.000
YHR108W	1.000	1.000
YHR109W	1.000	1.000
YHR110W	1.000	1.000
YHR111W	1.000	1.000
YHR112C	1.000	1.000
YHR113W	1.000	1.000
YHR114W	1.000	1.000
YHR115C	1.000	1.000
YHR116W	0.417	NaN
YHR117W	1.000	1.000
YHR118C	1.000	1.000
YHR120W	1.000	1.000
YHR121W	1.000	1.000
YHR122W	1.000	1.000
YHR123W	1.000	1.000
YHR124W	0.251	NaN
YHR125W	1.000	1.000
YHR126C	1.000	1.000
YHR127W	1.000	1.000
YHR129C	NaN	0.789
YHR130C	1.000	1.000
YHR131C	1.000	1.000
YHR132C	1.000	1.000
YHR132W-A	0.366	NaN
YHR133C	1.000	1.000
YHR134W	1.000	1.000
YHR135C	1.000	1.000
YHR136C	1.000	1.000
YHR137W	1.000	1.000
YHR138C	1.000	1.000
YHR139C	1.000	1.000
YHR139C-A	1.000	1.000
YHR140W	1.000	1.000
YHR142W	0.273	NaN
YHR143W	1.000	1.000
YHR143W-A	1.000	1.000
YHR146W	1.000	1.000
YHR147C	1.000	1.000
YHR148W	1.000	1.000
YHR150W	1.000	1.000
YHR151C	NaN	0.958
YHR152W	1.000	1.000
YHR153C	1.000	1.000
YHR154W	1.000	1.000
YHR155W	1.000	1.000
YHR156C	1.000	1.000
YHR157W	NaN	0.870
YHR158C	1.000	1.000
YHR159W	1.000	1.000
YHR160C	1.000	1.000
YHR161C	1.000	1.000
YHR162W	1.000	1.000
YHR163W	1.000	1.000
YHR164C	1.000	1.000
YHR166C	1.000	1.000
YHR167W	1.000	1.000
YHR168W	1.000	1.000
YHR170W	1.000	1.000
YHR171W	0.285	NaN
YHR172W	1.000	1.000
YHR176W	1.000	1.000
YHR177W	1.000	1.000
YHR178W	1.000	1.000
YHR179W	NaN	0.905
YHR180W	1.000	1.000
YHR181W	1.000	1.000
YHR182W	1.000	1.000
YHR183W	1.000	1.000
YHR184W	0.249	NaN
YHR185C	0.370	NaN
YHR186C	1.000	1.000
YHR188C	1.000	1.000
YHR189W	1.000	1.000
YHR190W	1.000	1.000
YHR191C	NaN	0.800
YHR193C	1.000	1.000
YHR194W	1.000	1.000
YHR195W	1.000	1.000
YHR196W	1.000	1.000
YHR197W	1.000	1.000
YHR198C	1.000	1.000
YHR199C	1.000	1.000
YHR200W	0.551	NaN
YHR202W	1.000	1.000
YHR203C	1.000	1.000
YHR204W	1.932	NaN
YHR206W	1.000	1.000
YHR207C	1.291	NaN
YHR209W	1.000	1.000
YHR210C	1.000	1.000
YIL001W	1.000	1.000
YIL002C	1.000	1.000
YIL003W	1.000	1.000
YIL004C	1.000	1.000
YIL005W	1.000	1.000
YIL006W	1.000	1.000
YIL007C	1.000	1.000
YIL008W	1.000	1.000
YIL009C-A	1.000	1.000
YIL009W	1.000	1.000
YIL010W	1.000	1.000
YIL011W	1.000	1.000
YIL012W	1.000	1.000
YIL013C	1.000	1.000
YIL014C-A	1.000	1.000
YIL014W	1.000	1.000
YIL015W	1.000	1.000
YIL016W	1.000	1.000
YIL017C	1.000	1.000
YIL018W	1.000	1.000
YIL019W	1.000	1.000
YIL020C	1.000	1.000
YIL021W	1.000	1.000
YIL022W	1.000	1.000
YIL023C	1.000	1.000
YIL024C	1.000	1.000
YIL025C	1.000	1.000
YIL026C	1.000	1.000
YIL027C	1.000	1.000
YIL028W	1.000	1.000
YIL029C	NaN	0.811
YIL030C	1.000	1.000
YIL031W	1.000	1.000
YIL032C	1.000	1.000
YIL033C	1.000	1.000
YIL034C	1.000	1.000
YIL035C	1.000	1.000
YIL036W	1.000	1.000
YIL037C	1.380	NaN
YIL038C	1.529	NaN
YIL039W	1.000	1.000
YIL040W	1.000	1.000
YIL041W	NaN	0.924
YIL042C	1.000	1.000
YIL043C	1.000	1.000
YIL044C	1.000	1.000
YIL045W	1.000	1.000
YIL046W	1.000	1.000
YIL047C	1.000	1.000
YIL048W	1.000	1.000
YIL049W	1.000	1.000
YIL050W	1.000	1.000
YIL051C	1.000	1.000
YIL052C	0.481	NaN
YIL053W	1.000	1.000
YIL054W	1.000	1.000
YIL055C	1.000	1.000
YIL056W	1.000	1.000
YIL057C	1.000	1.000
YIL058W	1.000	1.000
YIL059C	1.000	1.000
YIL060W	1.321	NaN
YIL061C	1.000	1.000
YIL062C	1.000	1.000
YIL063C	1.000	1.000
YIL064W	1.000	1.000
YIL065C	NaN	0.918
YIL066C	1.000	1.000
YIL067C	1.000	1.000
YIL068C	1.000	1.000
YIL069C	1.000	1.000
YIL070C	1.000	1.000
YIL071C	1.000	1.000
YIL072W	NaN	0.885
YIL073C	NaN	0.939
YIL074C	1.000	1.000
YIL075C	1.000	1.000
YIL076W	1.000	1.000
YIL077C	1.000	1.000
YIL078W	1.000	1.000
YIL079C	1.000	1.000
YIL083C	1.000	1.000
YIL084C	1.000	1.000
YIL085C	1.000	1.000
YIL086C	1.000	1.000
YIL087C	1.000	1.000
YIL088C	1.000	1.000
YIL089W	1.000	1.000
YIL090W	1.000	1.000
YIL091C	1.000	1.000
YIL092W	1.000	1.000
YIL093C	1.000	1.000
YIL094C	1.000	1.000
YIL095W	1.000	1.000
YIL096C	1.000	1.000
YIL097W	1.000	1.000
YIL098C	1.000	1.000
YIL099W	1.000	1.000
YIL100W	1.000	1.000
YIL101C	NaN	0.868
YIL102C	1.000	1.000
YIL103W	1.000	1.000
YIL104C	1.000	1.000
YIL105C	1.000	1.000
YIL106W	1.000	1.000
YIL107C	0.552	NaN
YIL108W	1.000	1.000
YIL109C	1.000	1.000
YIL110W	0.470	NaN
YIL111W	1.000	1.000
YIL112W	1.000	1.000
YIL113W	1.000	1.000
YIL114C	1.000	1.000
YIL115C	1.000	1.000
YIL116W	1.000	1.000
YIL117C	0.381	NaN
YIL118W	1.000	1.000
YIL119C	1.000	1.000
YIL120W	1.000	1.000
YIL121W	1.000	1.000
YIL122W	1.000	1.000
YIL123W	1.000	1.000
YIL124W	1.000	1.000
YIL125W	0.540	NaN
YIL126W	1.000	1.000
YIL128W	1.000	1.000
YIL129C	1.000	1.000
YIL130W	1.000	1.000
YIL131C	1.000	1.000
YIL132C	1.000	1.000
YIL133C	1.000	1.000
YIL134W	1.000	1.000
YIL135C	1.000	1.000
YIL136W	1.000	1.000
YIL137C	1.000	1.000
YIL138C	1.000	1.000
YIL139C	1.000	1.000
YIL140W	1.000	1.000
YIL141W	1.000	1.000
YIL142W	1.000	1.000
YIL143C	1.000	1.000
YIL144W	1.000	1.000
YIL145C	1.000	1.000
YIL146C	1.000	1.000
YIL147C	1.000	1.000
YIL148W	1.000	1.000
YIL149C	1.000	1.000
YIL150C	1.000	1.000
YIL152W	1.000	1.000
YIL153W	1.000	1.000
YIL154C	NaN	0.723
YIL155C	1.000	1.000
YIL156W	1.000	1.000
YIL157C	0.466	NaN
YIL158W	1.000	1.000
YIL159W	1.000	1.000
YIL160C	NaN	0.847
YIL161W	1.000	1.000
YIL162W	1.000	1.000
YIL163C	1.000	1.000
YIL164C	1.000	1.000
YIL165C	1.000	1.000
YIL166C	1.000	1.000
YIL167W	1.000	1.000
YIL168W	1.000	1.000
YIL170W	1.000	1.000
YIL171W	1.000	1.000
YIL173W	1.000	1.000
YIR001C	1.000	1.000
YIR002C	1.000	1.000
YIR003W	1.000	1.000
YIR004W	1.000	1.000
YIR005W	1.000	1.000
YIR006C	1.000	1.000
YIR007W	1.000	1.000
YIR008C	1.000	1.000
YIR009W	1.000	1.000
YIR010W	1.000	1.000
YIR011C	1.000	1.000
YIR012W	1.000	1.000
YIR013C	1.000	1.000
YIR014W	1.000	1.000
YIR015W	1.000	1.000
YIR016W	1.000	1.000
YIR017C	1.000	1.000
YIR018W	1.000	1.000
YIR019C	1.000	1.000
YIR020C	1.000	1.000
YIR020W-A	1.000	1.000
YIR021W	0.544	NaN
YIR022W	1.000	1.000
YIR023W	1.000	1.000
YIR024C	1.000	1.000
YIR025W	0.272	NaN
YIR026C	1.000	1.000
YIR027C	1.000	1.000
YIR028W	1.000	1.000
YIR029W	1.000	1.000
YIR030C	1.000	1.000
YIR031C	1.000	1.000
YIR032C	1.000	1.000
YIR033W	1.000	1.000
YIR034C	1.000	1.000
YIR035C	1.000	1.000
YIR036C	1.000	1.000
YIR037W	1.000	1.000
YIR038C	1.000	1.000
YIR039C	1.000	1.000
YIR042C	1.000	1.000
YIR043C	1.000	1.000
YIR044C	1.000	1.000
YJL001W	1.000	1.000
YJL002C	1.000	1.000
YJL003W	1.000	1.000
YJL004C	1.000	1.000
YJL005W	1.000	1.000
YJL006C	1.000	1.000
YJL007C	0.410	NaN
YJL008C	1.000	1.000
YJL009W	1.000	1.000
YJL010C	1.000	1.000
YJL011C	1.000	1.000
YJL012C	1.000	1.000
YJL013C	1.000	1.000
YJL014W	1.000	1.000
YJL015C	1.000	1.000
YJL016W	1.000	1.000
YJL019W	1.000	1.000
YJL020C	1.000	1.000
YJL022W	1.000	1.000
YJL023C	1.000	1.000
YJL024C	1.000	1.000
YJL025W	1.000	1.000
YJL026W	1.000	1.000
YJL027C	1.000	1.000
YJL028W	1.000	1.000
YJL029C	1.000	1.000
YJL030W	1.000	1.000
YJL031C	1.000	1.000
YJL032W	1.000	1.000
YJL033W	1.000	1.000
YJL034W	1.000	1.000
YJL035C	1.000	1.000
YJL036W	0.518	NaN
YJL037W	1.000	1.000
YJL038C	1.000	1.000
YJL039C	1.000	1.000
YJL041W	1.000	1.000
YJL042W	1.000	1.000
YJL043W	1.000	1.000
YJL044C	1.000	1.000
YJL045W	1.000	1.000
YJL046W	1.000	1.000
YJL047C	1.000	1.000
YJL048C	1.000	1.000
YJL049W	1.000	1.000
YJL050W	1.000	1.000
YJL051W	1.000	1.000
YJL052W	1.000	1.000
YJL053W	NaN	0.945
YJL054W	1.000	1.000
YJL055W	1.000	1.000
YJL056C	1.000	1.000
YJL057C	1.000	1.000
YJL058C	1.000	1.000
YJL059W	1.000	1.000
YJL060W	1.000	1.000
YJL061W	1.000	1.000
YJL062W	NaN	0.763
YJL063C	1.000	1.000
YJL064W	1.000	1.000
YJL065C	1.000	1.000
YJL066C	1.000	1.000
YJL067W	1.000	1.000
YJL068C	1.000	1.000
YJL069C	1.000	1.000
YJL070C	1.000	1.000
YJL071W	1.000	1.000
YJL072C	1.000	1.000
YJL073W	NaN	0.786
YJL074C	1.000	1.000
YJL075C	1.000	1.000
YJL076W	1.000	1.000
YJL077C	1.000	1.000
YJL078C	1.000	1.000
YJL079C	1.000	1.000
YJL080C	1.000	1.000
YJL081C	1.000	1.000
YJL082W	1.000	1.000
YJL083W	1.000	1.000
YJL084C	1.000	1.000
YJL085W	1.000	1.000
YJL086C	1.000	1.000
YJL087C	1.000	1.000
YJL088W	1.471	0.984
YJL089W	1.000	1.000
YJL090C	1.000	1.000
YJL091C	1.000	1.000
YJL092W	1.000	1.000
YJL093C	1.000	1.000
YJL094C	1.000	1.000
YJL095W	NaN	0.934
YJL096W	1.000	1.000
YJL097W	1.000	1.000
YJL098W	1.368	NaN
YJL099W	1.000	1.000
YJL100W	1.000	1.000
YJL101C	1.000	1.000
YJL102W	1.000	1.000
YJL103C	1.432	NaN
YJL104W	1.000	1.000
YJL105W	1.000	1.000
YJL106W	0.596	NaN
YJL107C	1.000	1.000
YJL108C	1.000	1.000
YJL109C	1.000	1.000
YJL110C	1.000	1.000
YJL111W	1.000	1.000
YJL112W	1.000	1.000
YJL115W	1.000	1.000
YJL116C	1.000	1.000
YJL117W	1.000	1.000
YJL118W	1.000	1.000
YJL119C	1.000	1.000
YJL120W	1.000	1.000
YJL121C	NaN	0.857
YJL122W	1.000	1.000
YJL123C	1.000	1.000
YJL124C	NaN	0.769
YJL125C	1.000	1.000
YJL126W	1.000	1.000
YJL127C	1.000	1.000
YJL128C	1.000	1.000
YJL129C	1.000	1.000
YJL130C	1.000	1.000
YJL131C	1.000	1.000
YJL132W	1.000	1.000
YJL133W	1.000	1.000
YJL134W	1.000	1.000
YJL135W	1.000	1.000
YJL136C	1.000	1.000
YJL137C	1.000	1.000
YJL138C	1.000	1.000
YJL139C	1.000	1.000
YJL140W	1.000	1.000
YJL141C	NaN	0.753
YJL142C	1.321	NaN
YJL143W	1.000	1.000
YJL144W	1.000	1.000
YJL145W	1.000	1.000
YJL146W	NaN	0.966
YJL147C	NaN	0.952
YJL148W	1.000	1.000
YJL149W	1.000	1.000
YJL150W	1.000	1.000
YJL151C	1.000	1.000
YJL152W	1.000	1.000
YJL153C	1.000	1.000
YJL154C	NaN	0.865
YJL155C	NaN	0.917
YJL156C	1.000	1.000
YJL157C	NaN	0.956
YJL158C	1.000	1.000
YJL159W	1.000	1.000
YJL160C	1.000	1.000
YJL161W	1.000	1.000
YJL162C	1.000	1.000
YJL163C	1.000	1.000
YJL164C	1.000	1.000
YJL165C	1.000	1.000
