ORF	hap a | growth (AUC) | standard | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [50 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004	hap a | growth (AUC) | hydroxyurea [150 mM] | minimal complete | Hartman JL 4th~Tippery NP, 2004
YPR078C	-0.924	0.286	1.366
YBR081C	-13.185	4.358	3.592
YBR082C	-2.422	0.071	-1.209
YBR084W	-1.038	-0.190	0.554
YBR085W	-1.094	2.240	1.928
YBR089C-A	-0.476	1.384	2.443
YBR092C	-2.757	3.804	5.111
YBR093C	-4.054	4.809	5.862
YBR094W	-2.061	-7.761	-7.531
YBR095C	-0.058	1.179	1.197
YBR099C	-2.295	-7.082	-7.253
YBR103W	-0.969	1.086	3.962
YBR104W	-2.113	1.671	1.514
YBR105C	-1.205	0.784	0.211
YBR106W	-9.345	19.034	14.601
YBR107C	-1.633	1.791	2.249
YBR108W	-3.351	4.771	5.856
YBR111C	-3.816	6.044	5.489
YBR113W	-4.780	6.989	5.323
YBR114W	-1.370	1.806	2.495
YBR115C	-3.660	4.288	4.646
YBR116C	-3.161	3.304	3.786
YBR119W	-1.208	1.042	1.724
YBR120C	-5.069	3.615	5.476
YBR121C	-2.605	2.115	0.571
YBR126C	-0.691	1.853	2.280
YBR127C	-6.926	7.871	0.925
YBR128C	-2.608	2.808	2.632
YBR129C	-2.678	3.577	4.077
YBR130C	-2.693	4.218	3.652
YBR132C	-15.747	NaN	NaN
YBR133C	-1.452	-0.187	-4.089
YBR134W	-2.475	1.540	3.778
YBR137W	-1.491	1.902	2.681
YBR138C	-3.344	3.261	3.937
YBR139W	-2.443	2.921	3.453
YBR141C	-0.082	0.515	1.429
YBR144C	-0.105	2.100	3.283
YBR145W	-2.204	2.741	2.513
YBR146W	-1.804	1.322	2.075
YBR147W	-8.465	5.598	0.819
YBR148W	-2.129	3.884	4.134
YBR149W	-1.448	1.978	2.827
YBR151W	-2.918	3.765	1.778
YBR156C	-3.606	3.396	4.698
YBR157C	-1.373	1.267	2.508
YBR158W	-1.816	2.603	3.679
YBR159W	-2.207	3.156	3.990
YBR161W	-1.175	1.638	2.892
YBR162C	-0.402	1.065	1.769
YBR162W-A	-1.260	2.648	3.061
YBR163W	-5.618	4.197	7.377
YBR164C	0.490	0.215	1.336
YBR165W	-2.111	3.519	3.110
YBR166C	-2.018	2.576	3.153
YBR170C	-2.014	3.138	4.346
YBR171W	-2.804	3.372	-5.199
YBR172C	-6.605	8.217	5.500
YDL001W	-3.041	2.938	4.101
YDL002C	-1.888	3.081	2.612
YDL006W	-5.929	-6.960	-3.664
YDL009C	-1.983	3.792	3.542
YDL010W	-1.670	3.208	4.089
YDL011C	-0.526	1.080	2.366
YDL012C	-3.286	4.842	3.875
YDL013W	-6.094	-1.234	-3.448
YDL018C	-2.732	3.954	4.539
YDL019C	-0.766	1.222	1.573
YDL020C	-6.449	12.922	14.446
YDL021W	0.930	-1.354	-2.825
YDL022W	-2.530	3.725	3.939
YDL023C	-1.118	2.079	1.284
YDL024C	0.263	-0.266	1.234
YDL025C	-0.963	1.926	2.870
YDL026W	-2.233	2.277	2.968
YDL027C	0.242	0.285	1.654
YDL032W	-11.747	17.451	18.137
YDL033C	-9.867	12.171	13.834
YDL034W	0.021	-0.024	1.489
YDL035C	-1.595	1.563	2.132
YDL036C	-1.230	1.257	3.016
YDL037C	-2.691	2.582	3.379
YDL039C	-1.103	1.477	1.286
YDL041W	-1.439	2.771	3.044
YDL042C	-1.439	2.560	4.211
YDL044C	-3.632	6.362	8.607
YDL045W-A	-2.341	3.445	6.083
YDL046W	0.234	0.565	1.038
YDL048C	0.710	-0.265	1.179
YDL049C	-2.352	4.264	6.184
YDL050C	-2.985	3.670	3.127
YDL051W	-2.505	3.325	2.992
YDL052C	-2.779	1.823	1.102
YDL053C	-4.313	5.481	4.021
YDL054C	-0.114	0.166	0.152
YDL056W	0.200	0.849	2.541
YDL057W	-3.151	5.435	7.916
YDL059C	0.119	-4.342	-6.826
YDL061C	-3.563	4.731	6.770
YDL062W	-4.344	5.268	7.503
YDL063C	-3.137	4.084	5.608
YDL065C	-2.118	1.130	0.552
YDL066W	-2.409	3.447	3.130
YDL068W	-4.785	4.550	4.805
YDL069C	-4.070	3.989	5.099
YDL070W	-2.343	2.599	1.918
YDL071C	-1.784	2.594	1.693
YDL073W	-1.010	1.475	1.008
YDL076C	-2.022	4.024	3.616
YDL077C	-2.395	2.903	0.699
YDL078C	-3.094	4.476	4.742
YDL079C	-2.772	3.880	3.281
YDL080C	-3.270	3.002	2.838
YDL081C	-6.284	8.812	3.421
YDL082W	-2.258	2.844	3.342
YDL083C	-4.592	6.308	6.003
YDL085W	-2.685	3.268	2.138
YDL086W	-1.498	2.303	1.405
YDL088C	1.414	-1.449	-1.463
YDL089W	0.186	0.243	0.007
YDL090C	-3.714	3.994	2.013
YDL091C	0.986	-0.737	-0.071
YDL093W	-0.123	0.956	0.672
YDL094C	-1.201	2.025	1.548
YDL095W	-1.764	1.594	2.065
YDR438W	-0.204	-0.155	-0.295
YDR439W	-4.675	5.589	3.480
YDR440W	-0.059	-0.068	-0.185
YDR441C	-0.624	0.596	-0.154
YDR442W	0.765	-1.251	-3.454
YDR443C	1.208	0.177	0.756
YDR446W	-0.272	1.151	0.656
YDR447C	-2.180	3.608	3.605
YDR448W	-7.214	5.752	1.808
YDR450W	-3.870	6.409	5.832
YDR451C	-1.461	3.452	3.201
YDR452W	-0.245	0.544	0.550
YDR453C	-1.306	2.223	1.908
YDR455C	0.791	-0.611	-2.926
YDR456W	-1.769	-0.014	-3.453
YDR457W	-2.729	3.664	3.725
YDR458C	0.370	-0.006	-0.126
YDR459C	-0.471	1.983	1.210
YDR462W	1.778	-1.039	-1.578
YDR463W	0.401	-0.528	-4.553
YDR465C	-1.813	4.410	3.464
YDR466W	-0.353	1.412	0.464
YDR467C	-0.314	1.027	1.189
YDR469W	-2.025	2.118	-2.196
YDR470C	-12.373	8.547	7.740
YDR471W	-2.333	4.314	3.480
YDR475C	-0.765	1.632	1.494
YDR476C	1.684	-1.952	-1.603
YDR479C	0.030	-0.783	-2.029
YDR480W	-0.833	1.058	0.303
YDR481C	-2.851	3.485	4.183
YDR482C	0.510	-0.702	0.373
YDR484W	-1.422	0.639	-0.312
YDR485C	-1.910	2.236	0.625
YDR486C	-1.521	2.449	2.573
YDR488C	0.013	-1.719	-0.335
YDR490C	0.218	-0.183	0.527
YDR491C	-1.254	-0.043	0.019
YDR492W	-0.227	0.065	-0.851
YDR494W	1.150	-0.967	-0.529
YDR495C	-3.372	-1.229	-4.589
YDR496C	-1.517	2.262	1.478
YDR497C	-0.554	1.313	0.827
YDR500C	-3.048	5.684	4.925
YDR501W	-0.448	0.647	-0.717
YDR503C	-1.450	2.941	1.628
YDR504C	-0.281	1.266	0.937
YDR505C	-2.672	3.787	3.021
YDR506C	-1.313	1.020	1.037
YDR507C	-4.294	5.343	4.199
YDR508C	6.951	-7.567	-7.708
YDR509W	5.352	-5.717	-5.540
YDR511W	-0.037	1.215	0.651
YDR512C	-0.409	-2.088	-3.104
YDR513W	-1.270	1.645	0.303
YDR514C	-0.309	0.670	0.218
YDR516C	-1.665	3.513	2.386
YDR517W	0.624	0.238	0.568
YDR518W	-4.941	7.173	7.605
YDR519W	-0.327	0.504	0.489
YDR520C	0.770	-0.866	-0.683
YDR522C	0.768	-1.309	-1.983
YDR524C	0.688	-2.541	-3.740
YDR525W	2.516	-3.006	-1.697
YDR528W	0.625	0.247	-0.853
YDR529C	-4.573	1.673	3.985
YDR530C	0.038	-0.407	-0.310
YDR532C	-11.425	12.046	3.309
YDR533C	0.632	-0.704	-0.915
YDR534C	-1.382	1.714	0.587
YGL101W	-0.153	0.879	-0.171
YGL104C	-0.551	0.186	-0.114
YGL105W	-7.074	4.478	0.565
YGL107C	-2.957	3.926	5.180
YGL108C	1.671	-2.454	-3.040
YGL109W	3.013	-3.423	-2.847
YGL110C	0.223	-0.637	-0.977
YGL114W	1.271	-1.784	-2.268
YGL115W	-2.605	2.292	-0.032
YGL117W	-0.829	-0.124	-0.444
YGL118C	-0.625	1.248	0.858
YGL121C	-0.418	-0.418	-1.548
YGL124C	-0.626	-0.347	-0.457
YGL125W	-0.221	0.022	-0.416
YGL126W	-0.543	-0.410	-1.640
YGL127C	-0.243	-5.866	-9.348
YGL129C	-1.077	1.657	2.903
YGL131C	1.291	-1.341	-0.514
YGL132W	-0.505	0.723	0.552
YGL133W	2.440	-2.068	-0.870
YGL135W	-10.804	-1.091	1.237
YGL136C	-2.273	-1.455	-3.684
YGL138C	0.171	-0.033	1.368
YGL139W	-0.573	0.774	1.592
YGL140C	-1.037	0.522	0.582
YGL141W	0.136	0.056	-0.597
YGL143C	-2.439	3.083	4.662
YGL144C	1.409	-2.674	-1.149
YGL146C	2.585	-2.849	-1.703
YGL147C	-3.112	2.992	2.418
YGL148W	-1.878	1.058	-0.480
YGL149W	-1.218	2.271	1.204
YGL151W	1.226	-1.236	-2.966
YGL152C	-1.753	1.123	-0.833
YGL153W	-0.975	0.781	-0.792
YGL154C	0.176	-0.043	0.498
YGL156W	-0.247	1.591	1.603
YGL157W	-2.421	1.966	1.186
YGL158W	0.024	0.255	0.416
YGL159W	1.622	-1.932	-1.337
YGL160W	0.783	-0.099	-0.144
YGL161C	-1.447	1.583	1.782
YGL162W	0.257	0.848	0.693
YGL163C	-2.459	-11.370	-7.134
YGL164C	-0.763	1.568	1.763
YGL165C	0.332	0.305	1.417
YGL166W	0.365	-0.261	-0.497
YGL167C	-3.620	-3.713	-5.867
YGL168W	-3.891	-5.079	-5.683
YGL170C	-1.359	2.502	1.991
YGL173C	-9.319	7.912	2.372
YGL174W	-3.428	5.964	3.422
YGL175C	0.899	-2.208	-6.953
YGL176C	0.606	-0.152	1.268
YGL177W	-0.365	1.393	0.920
YGL179C	-1.785	1.776	2.592
YGL180W	0.834	-0.708	-0.142
YGL181W	-1.431	2.390	1.612
YER101C	-0.141	0.420	0.475
YER103W	-1.850	3.604	4.694
YER106W	-0.183	-0.310	-0.654
YER108C	-0.512	0.298	-0.096
YER109C	0.816	-0.382	-0.151
YER110C	-2.387	2.409	-0.361
YER111C	-0.885	-7.472	-8.708
YER113C	0.225	1.315	1.218
YER114C	-0.591	0.985	0.734
YER115C	-1.995	3.037	2.695
YER116C	-5.548	0.143	-3.217
YER117W	-0.888	1.805	1.564
YER118C	-0.263	0.018	-0.354
YER119C	-0.285	0.778	-0.110
YER119C-A	-2.174	0.974	-0.060
YER120W	-1.763	-0.144	-0.650
YER121W	1.732	-1.683	-1.698
YER123W	-0.579	2.594	2.282
YER124C	0.699	-0.008	0.132
YER128W	-0.743	0.422	0.607
YER129W	-1.151	1.539	-0.729
YER130C	-0.093	0.700	-0.691
YER131W	-0.552	1.999	2.435
YER132C	-0.037	0.206	-0.516
YER134C	0.191	-0.449	-0.442
YER135C	-0.308	0.831	0.285
YER137C	0.006	0.139	-0.972
YER139C	-2.351	2.489	-0.212
YER140W	0.733	-1.989	-1.250
YER141W	-0.403	0.872	-1.166
YER142C	-0.783	1.539	-0.020
YER143W	-0.046	0.846	0.479
YER145C	-2.493	1.258	-0.756
YER149C	0.644	-0.321	1.148
YER150W	-0.862	2.037	1.830
YER151C	-4.072	7.691	0.524
YER152C	-1.104	1.064	-0.044
YER153C	-5.725	4.983	3.560
YER154W	-3.296	4.533	8.251
YER155C	-4.863	1.530	-1.835
YER156C	0.020	0.010	0.048
YER158C	1.231	-0.656	-0.903
YER161C	-0.784	0.992	0.369
YER162C	-0.238	0.385	-1.037
YER163C	-1.119	0.562	0.776
YER164W	-0.707	0.208	0.657
YER166W	0.379	-0.426	-0.286
YER167W	-1.999	1.309	1.363
YER169W	-3.331	4.433	6.242
YER170W	0.464	-0.870	-0.978
YER173W	-1.763	-5.059	-7.461
YER174C	0.746	-0.691	-2.023
YER175C	0.457	-1.118	0.889
YER176W	-0.773	1.072	2.760
YER177W	-2.855	1.309	2.165
YER178W	-6.686	0.116	-1.018
YER179W	-1.596	1.098	2.317
YER180C	-1.281	0.978	2.547
YER181C	-1.633	1.474	4.015
YER182W	-0.746	-0.434	0.232
YER183C	-1.829	1.824	3.449
YER184C	-1.905	1.414	2.691
YER185W	-1.817	1.138	2.827
YER186C	-0.465	-0.573	0.700
YER187W	-0.902	1.314	1.462
YMR052C-A	-2.591	1.301	3.022
YMR052W	-1.551	0.986	2.992
YMR053C	-2.830	1.941	3.768
YMR054W	-0.994	0.818	1.959
YMR055C	-0.459	0.314	0.496
YMR056C	-1.990	3.398	4.465
YMR057C	-1.151	-0.963	-0.141
YMR058W	-1.988	-1.787	0.328
YJR034W	-0.148	-1.261	-0.017
YJR039W	-1.594	1.607	3.471
YJR044C	0.193	-1.627	-2.596
YJR066W	0.602	-0.483	0.801
YIL102C	-1.555	2.234	3.509
YIL111W	-1.785	1.830	1.988
YIL122W	-1.914	1.396	3.581
YIL131C	-1.906	1.860	3.491
YIL136W	0.143	0.040	1.755
YIL158W	-0.088	-0.563	0.746
YIR004W	-2.940	3.417	4.993
YIL056W	-0.312	0.380	1.803
YIL085C	-1.111	-0.435	1.690
YIL094C	-1.134	1.195	2.682
YDL047W	-1.959	0.820	3.001
YDL067C	-3.764	3.334	4.289
YDL074C	-0.095	-2.155	-4.451
YDL075W	-8.119	5.607	8.706
YDR477W	-3.264	2.354	1.564
YDR483W	-0.258	0.012	1.309
YDR521W	-4.246	4.791	7.697
YDR523C	-2.282	3.141	6.973
YLR006C	-0.403	-0.161	-1.927
YML009W-B	-6.475	2.064	1.173
YMR038C	-3.977	4.546	-2.186
YBR173C	-3.076	4.793	2.722
YER014W	-17.114	NaN	NaN
YER016W	-1.545	-4.982	-7.780
YER028C	1.238	-0.738	1.375
YER044C	-17.128	NaN	NaN
YER055C	-0.028	0.726	1.871
YHR028C	-0.924	0.918	2.222
YHR033W	-0.801	-0.115	1.038
YAL024C	-1.614	-0.630	-3.761
YBR299W	1.337	-0.539	1.020
YCR107W	0.301	0.238	1.463
YDR242W	-0.852	2.099	3.844
YDR326C	-0.936	2.033	3.057
YDR417C	-2.373	1.833	1.493
YDR444W	-0.032	0.453	1.156
YDR461W	-1.122	1.372	0.578
YDR493W	-2.399	2.069	3.399
YDR502C	-0.807	1.184	1.813
YDR515W	-2.187	2.254	2.472
YER089C	-0.333	0.361	1.545
YFL001W	-1.978	2.025	-0.982
YFL003C	0.385	-0.198	0.782
YFL004W	-1.007	1.667	1.966
YFL010C	-0.262	-0.342	0.715
YFL010W-A	-0.377	0.347	0.282
YFL012W	0.201	-0.534	0.604
YFL013C	-1.702	1.707	2.321
YFL033C	-0.276	-0.434	-0.120
YGR122C-A	-0.011	-0.186	0.228
YOL148C	-17.128	NaN	NaN
YGR254W	-0.446	-0.062	0.214
YGR258C	-0.650	1.684	1.409
YGR271W	-1.252	0.959	-1.326
YNR033W	-1.173	1.410	1.796
YGR273C	-0.977	1.054	1.920
YGR276C	-4.306	4.148	4.069
YGR289C	-8.031	6.046	5.485
YGR291C	-1.628	-0.029	0.489
YGR292W	-1.734	1.653	2.829
YFL063W	1.603	-0.158	-0.325
YJL103C	0.550	0.596	0.648
YML073C	-14.996	NaN	NaN
YNL011C	1.621	-1.124	-1.846
YNL014W	1.235	-0.625	-1.104
YOR150W	-1.847	2.562	2.007
YOR158W	-3.584	7.089	6.794
YLR337C	-3.919	0.930	-5.614
YLR338W	0.533	1.074	-5.859
YLR369W	-10.569	-2.308	1.007
YLR389C	0.396	1.710	1.412
YLR240W	-5.781	-4.733	-3.812
YLR244C	-6.445	-2.610	-2.769
YGL206C	-13.534	6.434	3.941
YGL223C	-17.045	NaN	NaN
YLR399C	1.881	-8.498	-11.449
YLR403W	-10.220	12.534	10.610
YLR396C	0.453	-1.914	-7.397
YGL240W	-10.287	-0.345	0.731
YPL059W	-8.566	11.829	7.427
YPL050C	1.248	-0.161	-0.436
YPL045W	-1.030	-2.260	-6.443
YPL031C	-13.633	5.899	4.040
YPL024W	-1.358	-12.451	-8.235
YGR219W	-1.776	2.981	3.406
YGR222W	-4.463	6.002	4.397
YGR229C	0.239	0.275	0.227
YBL025W	-16.963	NaN	NaN
YBL033C	-9.820	-1.542	0.230
YGL020C	-4.230	-8.614	-5.363
YGL038C	-14.968	NaN	NaN
YGL070C	-11.944	-1.787	2.351
YGL095C	-10.395	-1.983	0.804
YGL088W	-1.509	3.713	4.180
YNL153C	-3.963	6.760	-0.891
YNL225C	-12.636	11.306	5.499
YKR006C	-5.099	6.247	6.223
YDR245W	-4.856	4.210	3.029
YDR268W	-0.837	2.695	3.127
YDR283C	1.474	-1.020	-2.102
YDR296W	-0.093	3.200	2.495
YDR300C	-17.098	NaN	NaN
YIL018W	3.600	-1.742	-1.888
YIL066C	-0.544	1.980	0.720
YFL018C	-1.742	4.563	4.483
YGR262C	-11.579	-2.226	1.986
YMR064W	-2.527	5.090	6.061
YMR066W	-0.737	1.451	1.995
YML110C	-2.888	2.275	1.888
YML111W	-2.310	4.669	2.849
YML112W	-17.065	NaN	NaN
YML129C	-2.748	2.717	1.069
YMR097C	-11.684	12.733	3.363
YMR098C	-3.582	5.371	6.255
YOL143C	-17.128	NaN	NaN
YAL016W	-11.970	0.472	2.859
YJR090C	-16.664	NaN	NaN
YLR286C	-1.606	2.978	0.725
YDL202W	-3.137	3.600	3.940
YBR279W	1.181	0.421	-3.901
YCR044C	-5.292	7.472	5.012
YCR063W	-0.901	0.343	-4.047
YJL003W	0.050	3.374	1.842
YJL004C	2.930	-1.711	-3.504
YJL006C	-16.195	NaN	NaN
YJL012C	1.927	-1.177	-1.762
YJL013C	-2.156	5.940	2.669
YJL027C	-3.834	-9.997	-5.756
YJL028W	1.125	-0.226	-3.609
YJR004C	-3.357	4.853	2.628
YJR032W	-4.204	6.867	4.170
YJR037W	-1.191	2.236	1.300
YJR047C	-0.436	1.665	0.256
YJR040W	0.645	0.769	-2.114
YJR038C	-0.270	2.422	0.116
YDL160C	1.193	-10.591	-10.773
YDL167C	-16.595	NaN	NaN
YDL185W	-6.751	8.947	0.696
YOR331C	-6.502	4.421	-0.946
YNL003C	-6.288	3.430	1.314
YNL084C	-5.043	-0.135	-4.545
YIL098C	1.214	1.039	-0.863
YJL184W	-14.819	NaN	NaN
YPL148C	-4.941	5.555	2.705
YPL268W	-8.985	7.950	-0.052
YPR067W	-8.301	15.179	12.292
YBR097W	-5.779	-0.307	-3.582
YBR101C	0.225	-0.184	-4.166
YBR122C	-4.388	2.261	3.375
YDL040C	-4.201	6.756	6.824
YDL072C	-2.686	3.608	0.728
YER122C	-6.174	6.910	4.123
YJL075C	-1.113	2.816	1.149
YBR035C	-11.989	10.641	2.726
YPR072W	-17.105	NaN	NaN
YOR008C-A	-3.025	4.913	-1.563
YOR128C	3.613	-2.905	-4.104
YEL044W	-5.933	-7.879	-3.630
YER087W	-8.272	0.220	3.416
YEL029C	-0.481	-0.883	-4.728
YHR010W	-6.450	4.819	0.182
YHR021C	-0.254	0.841	-0.463
YLL027W	-8.057	13.575	13.844
YLR226W	-16.673	NaN	NaN
YOR369C	6.749	-7.756	-7.982
YFL016C	-5.858	5.139	3.324
YGR257C	0.099	-3.002	-7.916
YNL055C	-3.481	-6.043	-1.158
YGR167W	-2.386	-3.415	-7.207
YCL007C	-1.477	2.366	-5.688
YLR148W	1.950	-5.738	-7.522
YKL155C	0.161	-2.953	-3.203
YER014C-A	-13.354	8.390	3.998
YER070W	-15.327	NaN	NaN
YEL036C	-5.764	-5.911	-3.426
YNL296W	-0.587	-1.608	-3.779
YDR138W	-9.624	9.742	0.564
YPR133W-A	-7.499	6.471	-0.174
YGL029W	3.318	-3.855	-2.682
YBL093C	-7.230	-6.205	-2.363
YBL002W	-0.679	1.445	3.767
YPR131C	-5.401	2.508	-1.962
YBR112C	-17.127	NaN	NaN
YKR085C	2.922	-3.261	-1.615
YGR162W	1.970	-1.401	-2.370
YGR271C-A	-4.173	2.773	2.447
YGR252W	-0.823	1.465	2.832
YGR255C	0.112	-2.715	-2.409
YNL059C	0.308	-13.739	-9.894
YNL147W	2.758	-2.615	-4.764
YNL220W	7.647	-7.755	-7.619
YNL284C	1.656	-2.004	-0.827
YPL183W	6.106	-7.183	-8.183
YOR147W	5.323	-5.258	-5.715
YNL292W	4.329	-4.992	-4.910
YMR263W	5.089	-5.948	-6.597
YNL307C	0.449	-3.856	-9.531
YNL277W	6.265	-7.287	-7.358
