orf	hap a | growth (colony size) | thiamethoxam [10 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Actara | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | acetamiprid [15 mM] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Mospilan | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | N-methylpyrrolidin-2-one [0.9% v/v], dimethyl sulfoxide [0.8% v/v] | YPD | Mattiazzi Usaj M~Petrovic U, 2014	hap a | growth (colony size) | Confidor | YPD | Mattiazzi Usaj M~Petrovic U, 2014
YBR241C	-0.7979999999999999	-0.36200000000000004	-0.38299999999999995	-0.037000000000000005	0.237	-0.317
YBR242W	-0.716	0.311	-0.648	-0.19899999999999998	0.36200000000000004	0.35700000000000004
YBR244W	0.11900000000000001	0.354	-0.41700000000000004	-0.473	0.35	0.09
YBR245C	0.318	0.151	-0.747	-0.214	0.226	-1.3980000000000001
YBR246W	-0.03	0.444	0.075	-0.203	-0.092	-0.113
YBR248C	-0.14	-0.45399999999999996	-0.418	-0.237	0.055999999999999994	0.856
YBR249C	-0.125	-0.006999999999999999	-0.434	-0.24100000000000002	0.314	-0.317
YBR250W	-0.447	0.38299999999999995	-0.111	-0.066	0.41700000000000004	0.42
YBR255W	0.28300000000000003	0.059000000000000004	-0.25	-0.073	0.132	-0.426
YBR258C	0.042	0.665	-1.0979999999999999	0.001	0.081	-0.488
YBR259W	0.06	0.506	0.272	-0.212	0.272	-0.064
YBR260C	0.14400000000000002	0.057999999999999996	-0.266	-0.049	0.264	0.4
YBR261C	-0.047	0.203	-0.8420000000000001	-0.436	0.4	-0.687
YBR262C	-0.021	0.27399999999999997	-0.528	-0.253	0.428	-0.29
YBR263W	0.03	-0.013999999999999999	0.055999999999999994	-0.16899999999999998	0.419	-0.195
YBR264C	-0.128	-0.426	0.055999999999999994	-0.5660000000000001	0.182	0.47600000000000003
YBR266C	0.387	0.166	0.41600000000000004	0.16899999999999998	0.654	-0.618
YBR267W	0.035	-1.774	0.377	0.552	0.45	0.21100000000000002
YBR269C	-0.035	0.28	-1.052	-0.75	0.325	0.064
YBR270C	0.027000000000000003	0.275	-0.156	-0.077	-0.083	-0.927
YBR271W	0.016	0.364	-0.41700000000000004	-0.691	0.39899999999999997	-0.182
YBR272C	-0.006	0.077	0.293	-0.052000000000000005	0.252	0.42200000000000004
YBR273C	0.075	0.09300000000000001	-0.444	-0.105	0.44299999999999995	-0.53
YBR274W	0.009000000000000001	-0.005	0.051	-0.071	0.483	-0.08
YBR275C	-0.006	0.46799999999999997	-0.585	-0.374	0.42200000000000004	-0.583
YBR276C	-0.13699999999999998	0.09300000000000001	-0.391	-0.086	0.368	-0.326
YBR277C	-0.022000000000000002	-0.035	0.267	-0.037000000000000005	0.517	0.084
YBR278W	0.159	0.311	0.025	-0.069	0.41100000000000003	0.34
YBR280C	-0.087	0.111	-0.02	-0.098	0.387	
YBR281C	0.105	-0.24600000000000002	-0.327	-0.36700000000000005	0.452	0.8059999999999999
YBR283C	0.027000000000000003	0.019	0.535	0.054000000000000006	0.195	-0.196
YBR284W	-0.065	0.213	-0.272	-0.29	0.083	-0.349
YBR285W	-0.03	0.275	-0.746	-0.21	0.287	0.27899999999999997
YBR286W	-0.057	-0.08	-0.34700000000000003	-0.341	0.574	0.544
YBR287W	0.053	-0.012	0.324	0.09699999999999999	0.48100000000000004	0.557
YBR288C	-0.064	-0.015	-0.575	-0.392	0.228	-0.23600000000000002
YBR289W	0.073	-2.3209999999999997	-1.943	-1.4409999999999998	0.43	-4.603
YBR290W	-0.16399999999999998	-0.11800000000000001	-0.7190000000000001	-0.7140000000000001	0.475	
YBR291C	-0.12300000000000001	-0.048	-0.03	-0.445	0.048	0.032
YBR292C	0.113	0.34700000000000003	-0.013000000000000001	-0.064	0.512	0.23399999999999999
YBR293W	0.195	0.237	-0.223	0.094	0.47	0.17800000000000002
YBR294W	-0.019	0.063	-0.703	0.128	0.14400000000000002	0.773
YBR295W	-0.027999999999999997	0.015	-1.146	-0.2	0.529	0.355
YBR296C	0.115	0.14800000000000002	0.14400000000000002	-0.184	0.494	0.256
YBR297W	-0.11599999999999999	0.493	-0.07	-0.303	0.39299999999999996	0.794
YBR298C	0.131	0.023	0.012	-0.217	0.42200000000000004	-0.237
YBR299W	-0.195	0.298	-0.7490000000000001	-1.236	0.066	-0.102
YBR300C	-0.096	-0.013999999999999999	-0.41	-0.057	0.5479999999999999	-0.21600000000000003
YBR301W	-0.14400000000000002	-0.402	0.363	-0.14	0.387	-0.10800000000000001
YCL001W	-0.09699999999999999	0.8029999999999999	-0.418	-0.569	-0.737	-0.616
YCL001W-A	-0.042	-0.21	0.428	-0.14	0.43	0.165
YCL002C	-0.43200000000000005	0.28	0.062	-0.12	0.078	-0.799
YCL006C	-0.18100000000000002	0.295	-0.207	-0.405	-0.142	0.17
YCL009C	-0.025	0.44	-0.254	-0.214	0.1	-0.37799999999999995
YCL010C	-0.083	-0.406	-0.192	-0.248	-0.015	-2.1
YCL011C	0.017	0.111	-0.649	-0.249	0.312	-2.063
YCL013W	-0.043	0.059000000000000004	-0.387	-0.08900000000000001	0.374	-0.419
YCL014W	-0.191	0.39649999999999996	0.07650000000000001	-0.19299999999999998	0.15	0.17500000000000002
YCL016C	0.027000000000000003	-0.41600000000000004	-1.18	-0.024	-0.249	-1.163
YCL022C	-0.057999999999999996	-0.071	0.015	-0.125	0.273	-0.02
YCL023C	0.198	0.298	-0.526	-0.583	-0.49200000000000005	-0.723
YCL024W	0.111	0.428	-0.321	-0.528	-0.276	-0.215
YCL025C	-0.22399999999999998	0.36200000000000004	-0.478	-0.312	-0.157	-0.45
YCL026C	0.28300000000000003	0.299	0.07400000000000001	0.16399999999999998	0.083	-0.379
YCL026C-A	0.006999999999999999	0.22399999999999998	-0.34299999999999997	-0.355	0.297	-0.436
YCL027W	-0.075	0.268	0.664	0.264	0.285	-0.302
YCL028W	0.11699999999999999	0.085	0.05	-0.055	-0.07	0.469
YCL029C	-0.6779999999999999	0.073	0.24	0.129	0.158	0.415
YCL030C	-0.08900000000000001	0.071	0.619	-0.004	0.062	0.486
YCL032W	-0.602	0.039	-0.997	-0.184	0.316	-0.843
YCL033C	0.21100000000000002	-0.017	-0.797	-0.055999999999999994	0.43200000000000005	0.598
YCL034W	0.018000000000000002	0.07200000000000001	-0.057999999999999996	0.009000000000000001	0.34	0.081
YCL035C	0.11900000000000001	0.239	-0.415	-0.415	0.42200000000000004	-0.1
YCL036W	-0.14300000000000002	0.205	-0.8590000000000001	-0.34	0.5429999999999999	
YCL037C	0.27399999999999997	0.19	-1.087	-0.059000000000000004	-0.47600000000000003	-0.809
YCL038C	0.131	-0.138	0.27	-0.001	-0.06	-0.588
YCL039W	0.151	0.027000000000000003	-0.84	-0.044000000000000004	0.23199999999999998	-0.687
YCL040W	-0.612	0.552	-0.601	-0.091	-0.292	-0.335
YCL042W	0.13699999999999998	0.32799999999999996	-0.897	-0.445	0.369	-0.131
YCL044C	-0.47100000000000003	-0.002	-0.51	-0.243	0.226	-0.623
YCL045C	0.14400000000000002	0.35100000000000003	-0.233	-0.43799999999999994	0.17	0.747
YCL046W	-0.6809999999999999	0.563	-0.991	-0.677	0.43799999999999994	-0.426
YCL047C	0.11	-0.036000000000000004	-0.155	-0.233	0.20800000000000002	-0.078
YCL048W	0.036000000000000004	0.439	0.25	0.0	0.18	0.147
YCL049C	-0.109	0.318	-0.777	-0.45299999999999996	0.252	
YCL050C	0.212	0.688	0.204	0.187	0.18600000000000003	-0.266
YCL051W	-0.039	0.105	-0.532	-0.037000000000000005	0.205	-0.349
YCL055W	-0.086	0.013000000000000001	-0.019	-0.132	0.087	-0.125
YCL056C	0.36	0.281	-0.8170000000000001	-0.015	0.23399999999999999	-0.627
YCL057W	0.105	-0.016	0.297	-0.109	0.36200000000000004	0.0
YCL061C	0.08549999999999999	0.096	-0.48	-0.20800000000000002	0.10849999999999999	-1.0735
YCL063W	-0.1225	0.1805	-0.1355	-0.29850000000000004	0.39349999999999996	0.38249999999999995
YCL064C	0.054000000000000006	0.071	-0.217	-0.391	0.221	-0.303
YCL069W	0.28600000000000003	-0.109	0.49	-0.046	0.348	-0.154
YCL074W	0.048	0.544	-1.328	-0.428	-0.009000000000000001	-0.175
YCL075W	-0.165	0.6970000000000001	-0.603	-0.563	0.456	-0.922
YCL076W	-0.282	0.261	0.017	-0.521	0.63	-0.478
YCR001W	0.061	0.314	0.075	-0.33299999999999996	0.52	0.08800000000000001
YCR005C	-0.133	-0.026000000000000002	-0.513	-0.423	0.485	0.48
YCR006C	-0.065	0.051	-0.171	-0.20800000000000002	0.402	-0.426
YCR007C	-0.113	0.196	-0.408	-0.715	0.455	-0.348
YCR008W	-0.059000000000000004	0.196	-0.111	-0.653	0.408	-0.7909999999999999
YCR009C	-0.24	0.49200000000000005	-0.765	-4.277	0.502	-0.787
YCR010C	-0.078	0.129	-0.157	-0.106	0.462	
YCR011C	-0.027999999999999997	0.207	0.23800000000000002	0.024	0.35600000000000004	0.311
YCR014C	-0.157	0.457	-0.08800000000000001	0.046	-0.133	0.021
YCR015C	0.16399999999999998	0.428	-0.396	-0.45299999999999996	0.218	0.095
YCR016W	0.081	0.187	0.1	0.063	0.13	0.379
YCR017C	-0.226	0.648	-0.51	-0.8029999999999999	0.612	-1.006
YCR019W	0.057	0.644	0.289	-0.233	0.43700000000000006	-0.418
YCR020C	-0.076	0.441	-0.799	-0.449	-0.353	-0.604
YCR020C-A	-0.042	0.05	-0.605	-0.951	0.182	-0.74
YCR021C	-0.10300000000000001	0.18899999999999997	-0.149	-0.1	0.5429999999999999	
YCR022C	-0.059000000000000004	0.711	0.034	-0.27899999999999997	-0.257	
YCR023C	-0.078	0.308	0.28600000000000003	-0.105	-0.131	-0.17600000000000002
YCR024C-A	0.016	-0.304	-1.367	-0.644	0.449	0.16699999999999998
YCR025C	0.054000000000000006	0.705	-0.628	-0.40299999999999997	0.494	0.13
YCR026C	-0.13	-0.114	-0.45	-0.062	0.222	0.28300000000000003
YCR027C	0.034	0.013999999999999999	-0.657	-0.07400000000000001	-0.136	-0.364
YCR028C-A	-0.43	0.897	-0.39299999999999996	-0.259	0.28	-0.892
YCR030C	0.10800000000000001	0.365	-0.25	-0.22	0.594	-0.44799999999999995
YCR031C	0.057	0.29600000000000004	-0.036000000000000004	0.16	0.43799999999999994	-0.10099999999999999
YCR032W	-0.23199999999999998	0.011000000000000001	-0.767	-0.772	0.609	-0.20600000000000002
YCR033W	-0.262	0.5720000000000001	-0.595	-0.441	0.183	-2.904
YCR034W	0.15	-2.205	-5.2860000000000005	-3.2560000000000002	-0.28300000000000003	-1.719
YCR036W	-0.04	0.182	-0.534	-0.37799999999999995	0.017	0.157
YCR037C	-0.301	-0.11900000000000001	-0.445	-0.115	-0.425	-0.096
YCR043C	-0.145	-0.28	-0.13	0.254	-0.11699999999999999	-0.213
YCR044C	-0.23800000000000002	-0.28800000000000003	-1.78	-0.725	0.138	0.106
YCR045C	-0.033	0.16399999999999998	-0.9059999999999999	-0.142	0.43200000000000005	-0.22699999999999998
YCR048W	0.028999999999999998	0.49	-0.308	-0.529	0.502	0.8420000000000001
YCR049C	-0.04	0.09	0.154	-0.025	0.349	-0.63
YCR050C	-0.038	0.16699999999999998	-0.32899999999999996	-0.308	0.337	
YCR051W	-0.121	0.032	-0.7240000000000001	-0.032	0.45799999999999996	0.122
YCR053W	-0.138	-0.436	0.257	-0.308	0.37	0.6709999999999999
YCR059C	-0.027999999999999997	0.005	0.299	-0.045	0.544	0.12
YCR060W	0.027999999999999997	0.124	0.017	-0.10300000000000001	-0.413	-0.142
YCR061W	-0.021999999999999992	-0.1855	0.04100000000000001	-0.249	-0.28900000000000003	-0.5895
YCR063W	0.345	-0.306	-0.225	0.486	0.122	-0.885
YCR065W	0.078	-0.139	-0.46	-0.331	0.131	-0.445
YCR067C	-0.613	0.385	-0.28600000000000003	-0.627	0.5379999999999999	0.025
YCR068W	-0.6809999999999999	0.09300000000000001	0.19699999999999998	-0.065	-0.003	0.516
YCR069W	-0.5539999999999999	-0.055	-0.795	-0.268	0.54	-0.43200000000000005
YCR071C	-0.809	-1.271	0.396	-0.366	0.525	0.179
YCR073C	0.026000000000000002	0.24600000000000002	-0.46299999999999997	-0.569	0.568	0.083
YCR073W-A	0.002	-0.626	-0.187	-0.198	0.375	-0.32
YCR075C	-0.045	0.2	-1.002	-0.20800000000000002	0.275	-0.244
YCR076C	-0.272	0.011000000000000001	-0.245	0.11900000000000001	0.161	0.11800000000000001
YCR077C	-0.08900000000000001	1.057	-0.115	0.762	-0.7879999999999999	0.578
YCR079W	0.128	0.879	-0.779	0.449	0.154	0.025
YCR081W	1.0190000000000001	0.897	-0.21	0.326	0.209	1.548
YCR082W	-0.659	0.635	-0.621	0.299	-0.21899999999999997	-1.016
YCR083W	0.263	1.234	-0.546	-0.08199999999999999	0.248	0.545
YCR085W	0.254	0.6759999999999999	-0.919	0.302	0.09300000000000001	0.7140000000000001
YCR086W	-0.509	1.06	-1.229	-0.14	-0.096	0.337
YCR087C-A	0.10800000000000001	0.838	-0.212	0.081	0.26	0.207
YCR087W	0.157	0.9129999999999999	-1.3630000000000002	-0.168	0.198	0.033
YCR088W	0.13699999999999998	0.527	-0.7609999999999999	0.095	0.21600000000000003	
YCR089W	0.5	0.758	-1.578	-1.056	0.37	-0.001
YCR090C	0.102	0.134	-0.424	-0.301	0.231	0.578
YCR091W	-0.138	0.19899999999999998	-0.32299999999999995	-0.191	0.156	-0.054000000000000006
YCR092C	-0.342	0.524	0.09300000000000001	-0.195	0.21	-0.11
YCR095C	-0.723	0.29	-0.315	-0.295	-0.301	0.257
YCR098C	-0.008	0.043	-0.5479999999999999	-0.226	0.201	-0.259
YCR099C	-0.05	0.27699999999999997	-1.0490000000000002	-0.6890000000000001	0.384	-0.012
YCR100C	0.042	0.539	-0.165	0.009000000000000001	0.217	0.48
YCR101C	0.031	0.235	0.242	-0.10400000000000001	0.374	-0.271
YCR102C	-0.17300000000000001	0.11	-0.299	-0.141	0.27899999999999997	0.004
YCR102W-A	0.034	0.161	-0.254	-0.504	0.33399999999999996	-0.5329999999999999
YCR105W	0.027999999999999997	0.08	0.13699999999999998	-0.131	0.387	0.49700000000000005
YCR106W	-0.193	0.195	0.42100000000000004	0.1	-0.23399999999999999	-0.049
YCR107W	-0.19399999999999998	-0.327	-0.141	0.138	-0.33899999999999997	-0.12300000000000001
YDL001W	0.035	-0.114	0.185	-0.13699999999999998	0.061	0.157
YDL002C	0.182	0.035	0.09	0.086	0.255	1.012
YDL006W	-0.024	-0.026000000000000002	-0.235	-0.66	0.324	-0.556
YDL010W	0.114	0.7829999999999999	0.011000000000000001	-0.47600000000000003	0.44799999999999995	-0.282
YDL011C	-0.405	-0.08	-0.064	-0.626	0.034	-0.38
YDL012C	-0.307	0.315	-0.23800000000000002	-0.626	-0.091	0.35100000000000003
YDL013W	0.139	0.105	-0.534	-0.091	0.539	-0.526
YDL018C	-0.159	0.16899999999999998	-0.392	-0.621	0.061	0.052000000000000005
YDL019C	-0.053	0.486	0.21100000000000002	-0.091	0.342	-0.009000000000000001
YDL020C	0.069	0.293	-1.178	-1.092	-0.142	-1.7080000000000002
YDL023C	0.473	0.287	-0.813	-0.439	0.21	-0.665
YDL024C	0.028999999999999998	0.217	-0.08	-0.312	0.503	-0.44799999999999995
YDL025C	0.156	-0.376	-1.3659999999999999	-0.035	-0.449	-0.732
YDL026W	-0.040999999999999995	0.38299999999999995	-0.695	-0.502	0.555	-0.457
YDL027C	-0.034	-0.275	0.024	-0.122	0.518	-0.35200000000000004
YDL033C	-0.94	0.897	2.957	2.42	2.812	-0.45399999999999996
YDL034W	-0.05	0.111	-0.18899999999999997	-0.001	0.48700000000000004	
YDL035C	0.015	0.6970000000000001	-0.059000000000000004	-0.19699999999999998	-0.384	-0.20600000000000002
YDL036C	-0.01	-0.639	0.235	-0.006	0.419	-0.28800000000000003
YDL037C	0.10099999999999999	0.27	-0.23600000000000002	0.055	0.41600000000000004	0.457
YDL039C	-0.019500000000000003	0.1885	0.12349999999999997	-0.152	0.414	0.293
YDL040C	0.165	-0.27899999999999997	-0.759	-0.327	0.299	0.877
YDL041W	0.066	-0.195	-1.0490000000000002	-0.309	0.276	0.008
YDL042C	0.016	0.183	-1.109	-0.9	-0.266	-1.6640000000000001
YDL046W	-0.051	0.271	-0.597	-0.14300000000000002	0.265	-0.779
YDL048C	-0.098	-0.01	-0.295	-0.084	0.5489999999999999	-0.308
YDL050C	-0.055999999999999994	-0.19899999999999998	-0.76	-0.02	0.47600000000000003	-0.272
YDL051W	-0.17	-0.171	-0.22899999999999998	-0.054000000000000006	0.5329999999999999	0.043
YDL052C	0.026000000000000002	-0.129	-0.295	-0.061	0.469	
YDL053C	0.023	0.18899999999999997	0.47200000000000003	-0.079	-0.193	-0.091
YDL054C	-0.273	0.247	0.522	-0.026000000000000002	-0.182	0.546
YDL056W	-0.113	0.486	-0.006	-0.051	-0.017	-0.33299999999999996
YDL059C	-0.10099999999999999	0.502	0.4	0.076	0.45899999999999996	0.16399999999999998
YDL061C	0.27899999999999997	-1.473	-0.019	0.47200000000000003	0.128	-0.37
YDL062W	-0.905	0.897	2.407	-0.649	0.8320000000000001	0.20199999999999999
YDL065C	-0.22699999999999998	0.009000000000000001	0.087	-0.08800000000000001	-0.121	0.185
YDL066W	-0.115	0.226	-0.299	-0.076	0.498	-0.35100000000000003
YDL070W	-0.071	0.354	-0.36	-0.113	-0.584	-0.434
YDL071C	0.322	0.799	0.31	0.20600000000000002	-0.698	0.653
YDL074C	-0.195	-2.6214999999999997	-0.7385	-0.8055000000000001	-0.3325	-0.033499999999999995
YDL076C	-0.012	0.13699999999999998	-0.526	-0.302	-0.643	-0.72
YDL077C	-0.001	-0.141	-0.701	-0.61	0.036000000000000004	-0.506
YDL078C	-0.047	0.275	-0.64	0.19899999999999998	0.12	-0.025
YDL079C	0.042	0.293	0.006999999999999999	0.079	0.382	0.337
YDL080C	-0.08199999999999999	-0.6859999999999999	0.013000000000000001	0.035	-0.069	0.018000000000000002
YDL081C	0.36700000000000005	0.373	0.175	0.8009999999999999	0.359	0.508
YDL082W	-0.062	0.182	0.31	0.16899999999999998	0.41	0.245
YDL083C	-0.845	0.308	-0.485	0.493	0.304	0.249
YDL085W	0.195	0.231	-0.10400000000000001	0.081	-0.184	0.48100000000000004
YDL086W	0.019	0.102	0.37200000000000005	-0.122	0.42200000000000004	0.568
YDL088C	-0.07200000000000001	-0.066	0.326	-0.10300000000000001	0.36200000000000004	0.01
YDL089W	0.039	-0.49700000000000005	-0.025	-0.024	0.35200000000000004	-0.205
YDL090C	-0.131	-1.9069999999999998	0.8740000000000001	0.35600000000000004	-0.56	-5.1579999999999995
YDL091C	0.07	0.545	0.662	0.609	-0.053	0.391
YDL093W	0.048	0.652	0.484	0.37799999999999995	-0.075	-0.003
YDL094C	0.218	0.7	-0.534	0.37200000000000005	-0.008	0.023
YDL095W	0.652	1.025	-0.789	0.205	0.215	0.25
YDL096C	-0.669	0.718	-0.512	0.239	0.09	-0.23
YDL099W	-0.42700000000000005	1.126	0.128	0.057	-0.775	-0.266
YDL100C	-0.623	0.8959999999999999	0.46	0.309	-0.359	-0.446
YDL104C	0.287	0.897	-0.629	0.584	0.33899999999999997	0.426
YDL106C	0.14400000000000002	1.053	-0.294	0.54	0.17600000000000002	0.8540000000000001
YDL109C	-0.159	0.9359999999999999	-0.451	0.373	0.21899999999999997	1.091
YDL110C	-0.142	0.938	-1.045	-0.055999999999999994	0.28300000000000003	-0.24600000000000002
YDL112W	-0.09699999999999999	0.5529999999999999	-0.711	-0.122	0.171	0.024
YDL113C	-0.077	0.483	-0.67	0.106	0.064	0.195
YDL114W	-0.12	0.084	0.22	-0.057999999999999996	0.161	-0.129
YDL117W	0.469	0.726	-0.185	-0.05	0.20600000000000002	0.369
YDL118W	0.20600000000000002	0.39899999999999997	-0.607	0.602	0.503	0.187
YDL119C	0.185	-0.046	-0.083	-0.064	0.36200000000000004	0.033
YDL121C	0.127	-0.153	-0.8540000000000001	-0.39799999999999996	0.22699999999999998	-0.988
YDL122W	0.16	0.17300000000000001	-0.115	-0.5529999999999999	0.34700000000000003	-0.264
YDL123W	-0.107	0.318	-0.76	-0.61	0.33399999999999996	-0.632
YDL124W	0.16899999999999998	0.265	-0.6990000000000001	-0.217	0.32799999999999996	0.099
YDL125C	0.16899999999999998	0.409	-0.345	-0.266	0.449	-0.555
YDL127W	0.252	0.499	-0.593	-0.23600000000000002	0.055999999999999994	0.057
YDL128W	0.016	0.5	-2.3280000000000003	-0.48700000000000004	0.426	-0.33
YDL129W	-0.13699999999999998	0.5589999999999999	-0.33899999999999997	0.354	0.231	-0.848
YDL130W	-0.114	0.542	-0.39799999999999996	-0.135	0.415	0.677
YDL130W-A	0.065	-0.11699999999999999	-0.836	-0.218	0.363	0.8270000000000001
YDL131W	-0.064	0.307	-0.121	-0.14800000000000002	0.424	-0.363
YDL133C-A	-0.0645	0.22750000000000004	-0.46299999999999997	-0.4085	0.548	0.46
YDL133W	0.217	0.152	-0.009000000000000001	-0.431	0.484	-0.408
YDL134C	-0.121	0.34700000000000003	-0.35700000000000004	-0.638	0.516	-0.9279999999999999
YDL135C	0.023	-0.152	-0.011000000000000001	0.027000000000000003	0.519	-0.11199999999999999
YDL136W	-0.184	0.192	-0.76	0.24600000000000002	0.743	0.442
YDL137W	-0.243	0.327	-1.2409999999999999	-0.8540000000000001	0.387	-0.38799999999999996
YDL138W	-0.07200000000000001	-0.057999999999999996	-0.784	-0.426	0.35100000000000003	-0.141
YDL142C	0.113	0.24	0.645	0.16699999999999998	0.574	0.44
YDL144C	0.019	0.369	0.055999999999999994	-0.41200000000000003	0.326	-0.41700000000000004
YDL146W	0.14800000000000002	0.395	-0.8740000000000001	-0.841	0.171	-0.386
YDL149W	0.016	0.124	-0.251	-0.18899999999999997	0.5489999999999999	0.9179999999999999
YDL154W	-0.15	0.168	0.34	-0.139	0.447	
YDL155W	-0.02	-0.086	-0.912	-1.247	0.442	0.361
YDL156W	0.102	0.128	-0.20199999999999999	-0.536	0.457	-0.419
YDL157C	-0.38299999999999995	-0.052000000000000005	-0.062	-0.231	0.521	0.40700000000000003
YDL159W	-0.037000000000000005	0.852	0.027999999999999997	-0.006	0.040999999999999995	0.076
YDL160C	-0.156	0.45899999999999996	-0.9740000000000001	-0.638	0.255	-1.189
YDL161W	0.08199999999999999	0.805	-0.35100000000000003	-0.41200000000000003	0.45799999999999996	0.613
YDL162C	0.028999999999999998	0.223	-0.521	-0.321	0.124	-1.501
YDL167C	0.085	0.217	-0.935	-0.643	0.499	-0.358
YDL168W	0.11800000000000001	0.542	-0.024	-0.47200000000000003	-0.23199999999999998	0.386
YDL169C	-0.121	0.302	-0.46399999999999997	-0.53	0.55	-0.8109999999999999
YDL170W	-0.054000000000000006	0.11199999999999999	0.348	0.069	0.505	0.013000000000000001
YDL171C	-0.175	-0.11199999999999999	-0.36200000000000004	-0.406	0.637	-0.261
YDL172C	-0.064	0.133	-0.9209999999999999	-1.013	0.695	-0.715
YDL173W	0.324	0.59	-0.99	-0.905	0.507	-0.996
YDL174C	-0.061	0.445	-1.005	-0.331	0.462	-0.467
YDL175C	-0.018000000000000002	-0.048	-0.076	-0.01	-0.4	0.8079999999999999
YDL176W	-0.091	-0.488	-0.281	-0.016	0.244	0.47100000000000003
YDL177C	-0.001	0.087	-0.628	-0.16399999999999998	0.35	0.314
YDL178W	-0.013999999999999999	-0.08900000000000001	-0.264	-0.175	0.308	-0.364
YDL179W	-0.113	0.474	-0.6829999999999999	-0.601	0.389	-1.1320000000000001
YDL180W	-0.078	-0.469	-0.183	0.027999999999999997	-0.507	-0.13699999999999998
YDL181W	0.153	-2.6310000000000002	0.36	0.195	0.122	-0.012
YDL182W	0.19899999999999998	-0.297	-0.47	-0.263	0.11699999999999999	-0.902
YDL183C	0.047	0.326	-0.315	0.325	-0.953	0.136
YDL184C	-0.044000000000000004	0.354	-0.777	-0.861	-0.23399999999999999	0.491
YDL185W	0.34	0.742	0.179	-0.068	0.179	-0.29100000000000004
YDL186W	0.33399999999999996	-0.324	-0.141	-0.177	0.251	0.634
YDL187C	0.34299999999999997	-0.6679999999999999	-0.028999999999999998	-0.23	0.13	0.124
YDL188C	0.22	0.37200000000000005	-0.8	-0.484	0.423	-0.23800000000000002
YDL189W	-0.084	0.32299999999999995	-0.7090000000000001	-0.72	0.326	-0.732
YDL190C	0.009000000000000001	-0.018000000000000002	-0.9390000000000001	-0.8759999999999999	0.56	-0.9179999999999999
YDL191W	0.126	-0.545	0.539	0.156	-0.242	0.16699999999999998
YDL192W	0.165	-0.807	-0.106	-0.483	0.25	-0.109
YDL194W	0.16	0.064	-0.522	-0.688	0.693	0.138
YDL197C	-0.17800000000000002	-0.314	0.267	0.07	0.436	0.245
YDL199C	0.19899999999999998	0.40399999999999997	-0.337	-0.674	0.723	0.07200000000000001
YDL200C	0.313	-1.124	-0.32299999999999995	0.011000000000000001	0.021	-0.512
YDL201W	0.27899999999999997	0.043	0.47200000000000003	0.113	0.109	0.649
YDL203C	0.284	-0.703	-1.492	-0.8140000000000001	0.121	0.207
YDL204W	0.32899999999999996	0.12300000000000001	-0.325	-0.209	0.353	-0.76
YDL206W	0.14400000000000002	0.833	-0.068	-0.645	0.555	0.27399999999999997
YDL210W	0.054000000000000006	-0.516	0.29100000000000004	-0.040999999999999995	0.419	0.215
YDL211C	0.002	-0.78	0.284	-0.07	0.557	0.183
YDL213C	-0.19899999999999998	0.004	-0.23	-0.588	0.7070000000000001	0.27399999999999997
YDL214C	0.26	0.11	-0.161	-0.373	0.568	0.23600000000000002
YDL215C	-0.048	0.633	-0.14300000000000002	0.09300000000000001	-0.145	0.215
YDL216C	-0.161	0.086	0.047	-0.069	0.099	0.363
YDL218W	0.341	-0.62	0.405	0.055999999999999994	-0.13699999999999998	0.092
YDL219W	0.166	-0.43700000000000006	-0.414	-0.616	0.35100000000000003	0.366
YDL222C	0.207	-0.275	-0.153	-0.599	0.331	0.223
YDL223C	0.39	-0.036000000000000004	-0.43700000000000006	-1.8730000000000002	0.353	-0.622
YDL224C	0.18	0.632	0.222	-0.17	0.313	0.092
YDL226C	0.07400000000000001	-0.158	-0.321	-0.263	0.35100000000000003	-0.18100000000000002
YDL227C	-0.154	-0.907	-1.159	-0.733	0.183	-0.147
YDL229W	0.293	-0.537	0.109	0.032	0.433	0.011000000000000001
YDL230W	0.29600000000000004	-0.65	0.262	0.09699999999999999	0.34700000000000003	0.257
YDL231C	0.262	0.046	0.204	0.003	0.076	0.209
YDL232W	0.161	-3.3139999999999996	0.265	-0.732	0.93	0.557
YDL233W	0.253	0.445	0.32899999999999996	0.064	-0.022000000000000002	0.162
YDL234C	0.226	0.281	-0.18899999999999997	0.145	0.081	0.314
