orf	hom | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014	het | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014
YBL098W	0.41266800000000003	
YBL099W	-1.98029	
YBL100C		
YBL100W-C	0.64541	
YBL101C		
YBL102W	-0.36699499999999996	
YBL103C	1.06498	
YBL104C	-1.53506	
YBL105C		-6.8233
YBL106C	0.391679	
YBL107C	-1.5139	
YBR001C	0.240125	
YBR002C		-8.01472
YBR003W	0.524415	
YBR004C		-0.8094859999999999
YBR005W	0.48807399999999995	
YBR006W	-0.740287	
YBR007C	-3.01467	
YBR008C	1.05473	
YBR009C	0.268796	
YBR010W	0.244642	
YBR011C		-0.768564
YBR012C	-2.18329	
YBR013C	0.023911599999999998	
YBR014C	-0.506505	
YBR015C	0.415204	
YBR016W	-0.448446	
YBR017C		
YBR018C	1.0508600000000001	
YBR019C	1.5389	
YBR020W	0.190506	
YBR021W	-1.19604	
YBR022W	-0.5658989999999999	
YBR023C	-0.271889	
YBR024W	1.49685	
YBR025C	-0.39426300000000003	
YBR026C	-1.16099	
YBR027C	0.521199	
YBR028C	0.44786499999999996	
YBR029C		1.9332099999999999
YBR030W	1.28109	
YBR031W	0.33632	
YBR032W	-0.755831	
YBR033W	0.42757	
YBR034C	0.45741400000000004	
YBR035C	-1.5045	
YBR036C	1.92124	
YBR037C	0.16756500000000002	
YBR038W		-0.613286
YBR039W	-0.402685	
YBR040W	-0.43158500000000005	
YBR041W	0.647346	
YBR042C	2.24553	
YBR043C	0.167607	
YBR044C	-0.334229	
YBR045C	-1.01168	
YBR046C	-0.6373	
YBR047W	-0.724581	
YBR048W	0.6327689999999999	
YBR049C		0.402711
YBR050C	0.5230130000000001	
YBR051W	0.108341	
YBR052C	0.8238129999999999	
YBR053C	-0.25968	
YBR054W	-0.6683819999999999	
YBR055C		-0.66277
YBR056W	0.373303	
YBR056W-A	-0.11975899999999999	
YBR057C	-0.501004	
YBR058C	-0.550217	
YBR058C-A	-1.07513	
YBR059C	0.0300084	
YBR060C		-4.11747
YBR061C	0.203583	
YBR062C	-0.394553	
YBR063C	-1.5623	
YBR064W	-0.57794	
YBR065C	-0.0481941	
YBR066C	0.587222	
YBR067C	-0.6606890000000001	
YBR068C	-0.6517149999999999	
YBR069C	2.72821	
YBR070C		-0.780025
YBR071W	-2.55963	
YBR072C-A	0.627526	
YBR072W	-0.2585	
YBR073W	-0.8077310000000001	
YBR074W	-0.10914668999999987	
YBR076W	-1.6673200000000001	
YBR077C	-0.416178	
YBR078W	-0.356802	
YBR079C		0.293595
YBR080C		1.0115299999999998
YBR081C	1.0230700000000001	
YBR082C	1.8427799999999999	
YBR083W	-0.197853	
YBR084C-A	0.5541229999999999	
YBR084W	-0.5147010000000001	
YBR085C-A	-0.159631	
YBR085W	0.5473279999999999	
YBR086C	0.256927	
YBR088C		0.165605
YBR089C-A	-1.6661400000000002	
YBR089W		0.48214300000000004
YBR090C	1.01444	
YBR091C		2.0213400000000004
YBR092C	-1.0698	
YBR093C	0.12369300000000001	
YBR094W	0.9185479999999999	
YBR095C	0.986547	
YBR097W		
YBR098W	-0.328303	
YBR099C	-1.43351	
YBR101C	0.604478	
YBR102C		0.29441100000000003
YBR103W	-1.38479	
YBR104W	0.22414800000000001	
YBR105C	-0.4699335	
YBR106W	1.31	
YBR107C	-0.270181	
YBR108W	0.9988290000000001	
YBR109C		-1.85969
YBR110W		1.1521700000000001
YBR111W-A	-0.8462959999999999	
YBR112C		
YBR113W	0.0579211	
YBR114W	-1.72147	
YBR115C	-0.45164499999999996	
YBR116C	-0.46851099999999996	
YBR118W	-0.0950394	
YBR119W	0.05794169999999999	
YBR120C	-1.2921799999999999	
YBR121C		-0.0788341
YBR122C		
YBR123C		2.01973
YBR124W		1.4482899999999999
YBR125C	-2.72435	
YBR126C		
YBR127C		
YBR128C	1.26795	
YBR129C	0.325465	
YBR130C	-0.256388	
YBR131W	-0.882357	
YBR133C	0.054587	
YBR134W	-0.159948	
YBR135W		1.60091
YBR136W		1.13563
YBR137W	-1.7843799999999999	
YBR138C	-0.734957	
YBR139W	-0.590616	
YBR140C		-8.9022
YBR141C	1.14104	
YBR142W		0.7337
YBR143C		0.9805149999999999
YBR144C	1.16067	
YBR145W	-0.23264200000000002	
YBR146W	0.5	
YBR147W	1.11341	
YBR148W	-0.201786	
YBR149W	-1.24463	
YBR150C	-0.536728	
YBR151W	-1.41178	
YBR152W		-0.528489
YBR153W		-0.635613
YBR154C		1.58911
YBR155W		-0.0828253
YBR156C	2.57103	
YBR157C	-0.7957609999999999	
YBR158W	1.28413	
YBR159W	-0.141602	
YBR160W		0.47058500000000003
YBR161W	0.686951	
YBR162C	1.17536	
YBR162W-A	0.43475699999999995	
YBR163W	-3.5341699999999996	
YBR164C	1.29155	
YBR165W	0.690616	
YBR167C		-0.664686
YBR168W	1.3715700000000002	
YBR169C	0.554495	
YBR170C	-0.753436	
YBR171W	0.576759	
YBR172C	-0.335674	
YBR173C	0.036715	
YBR174C	0.8271360000000001	
YBR175W	0.650875	
YBR176W	-0.143651	
YBR177C	-0.41146000000000005	
YBR178W	-0.349745	
YBR179C	-2.99506	
YBR180W	-1.01292	
YBR181C	1.13893	
YBR182C	-1.28128	
YBR182C-A	-0.9757620000000001	
YBR183W	-0.411887	
YBR184W	-0.6193390000000001	
YBR185C	-0.14564100000000002	
YBR186W	-0.206938	
YBR187W	-1.52662	
YBR188C	2.03017	
YBR189W	1.00539	2.05552
YBR190W		-0.377853
YBR191W	0.9001979999999999	2.41891
YBR192W		-5.720269999999999
YBR193C		0.558758
YBR194W	0.702615	
YBR195C	-0.440986	
YBR196C		2.57365
YBR196C-A	1.32368	
YBR196C-B	-1.61948	
YBR197C	-0.12879100000000002	
YBR198C		4.0511800000000004
YBR199W	0.681783	
YBR200W		
YBR200W-A	0.219381	
YBR201W	0.4703005	
YBR202W		-0.152544
YBR203W	-0.293693	
YBR204C	-0.5754229999999999	
YBR205W	0.0657171	
YBR206W	-1.0212299999999999	
YBR207W	0.05926699999999999	
YBR208C	0.524791	
YBR209W		-0.559467
YBR210W	-1.03888	
YBR211C		-1.0791600000000001
YBR212W	0.25955900000000004	
YBR213W	-0.6217159999999999	
YBR214W	0.299046	
YBR215W	0.0696194	
YBR216C	-0.604202	
YBR217W	-0.42353199999999996	
YBR218C	0.167504	
YBR219C	0.620304	
YBR220C	0.31190999999999997	
YBR221C	0.19186199999999998	
YBR221W-A	0.425101	
YBR222C	0.0209713	
YBR223C	-0.0250269	
YBR224W	0.172441	
YBR225W	0.594166	
YBR226C	-0.780325	
YBR227C	0.800774	
YBR228W	-0.22194899999999998	
YBR229C	-0.180971	
YBR230C	-1.67431	
YBR230W-A		
YBR231C	-2.98157	
YBR232C	-1.9317	
YBR233W	-0.781849	
YBR233W-A		-1.5790600000000001
YBR234C		-3.60255
YBR235W	0.055445600000000005	
YBR236C		-0.965066
YBR237W		-0.175637
YBR238C	-1.30053	
YBR239C	0.24686	
YBR240C	-0.116953	
YBR241C	-0.119951	
YBR242W	0.18884700000000001	
YBR243C		-1.8217599999999998
YBR244W	-0.0701441	
YBR245C	-1.24468	
YBR246W	1.0368899999999999	
YBR247C		1.81424
YBR248C	0.516674	
YBR249C	-0.130125	
YBR250W	-1.32013	
YBR251W	0.0239601	
YBR252W		-1.89327
YBR253W		-0.115818
YBR254C		-2.3757200000000003
YBR255W	0.425546	
YBR256C		-0.970002
YBR257W		-0.131297
YBR258C	-0.873475	
YBR259W	0.9209510000000001	
YBR260C	0.816129	
YBR261C	-1.11311	
YBR262C	-0.56799	
YBR263W	0.535738	
YBR264C	-0.413434	
YBR265W		-2.0566
YBR266C	1.15359	
YBR267W	1.2890700000000002	
YBR268W	-0.570259	
YBR269C	-0.303858	
YBR270C	-0.592093	
YBR271W	-0.530515	
YBR272C	0.0982214	
YBR273C	-0.5452229999999999	
YBR274W	1.31628	
YBR275C	-0.8828299999999999	
YBR276C	0.41688800000000004	
YBR277C	2.9960000000000004	
YBR278W	1.69635	
YBR279W	1.1067	
YBR280C	0.268322	
YBR281C	-3.3561199999999998	
YBR282W	-0.5439	
YBR283C		
YBR284W	0.489386	
YBR285W	-1.51955	
YBR286W	-0.883293	
YBR287W	0.44840100000000005	
YBR288C	-0.038020599999999995	
YBR289W		
YBR290W	0.188723	
YBR291C	-0.27152600000000005	
YBR292C	0.695416	
YBR293W	-0.8982120000000001	
YBR294W	0.8895139999999999	
YBR295W	-0.44693599999999994	
YBR296C	-1.22559	
YBR296C-A	-0.16624	
YBR297W	-0.406954	
YBR298C	-0.9239059999999999	
YBR299W	1.0416100000000001	
YBR300C	1.3071700000000002	
YBR301W	0.495479	
YCL001W	0.932261	
YCL001W-A	-1.2844	
YCL001W-B	-0.590626	
YCL002C	-0.20498899999999998	
YCL004W		1.352695
YCL005W	-0.142283	
YCL005W-A	-1.02319	
YCL007C		
YCL008C	1.04103	
YCL009C	-1.15392	
YCL010C	1.04677	
YCL011C	-1.10721	
YCL012C	-0.387409	
YCL014W	-0.7136866666666667	
YCL016C	-1.89052	
YCL017C		-8.53333
YCL021W-A	-0.11479500000000001	
YCL022C	0.9612229999999999	
YCL024W	-0.674693	
YCL025C	-2.98401	
YCL026C-A	0.640666	
YCL026C-B	0.7132470000000001	
YCL027W	-1.09028	
YCL028W	1.5569600000000001	
YCL029C	1.3840299999999999	
YCL030C	0.505121	
YCL031C		1.6265
YCL032W	0.024496900000000002	
YCL033C	-1.01316	
YCL034W	1.7757599999999998	
YCL035C	1.83633	
YCL036W	-0.6101850000000001	
YCL037C	-1.56472	
YCL038C	-0.15889	
YCL039W	0.06947289999999999	
YCL040W	-1.50265	
YCL041C		1.06231
YCL042W	-2.7648900000000003	
YCL043C		0.770679
YCL044C	0.21083200000000002	
YCL045C	-0.180972	
YCL046W	0.8350860000000001	
YCL047C	0.721847	
YCL048W	-0.624175	
YCL049C	0.057298	
YCL050C	1.26465	
YCL051W	-0.149347	
YCL052C		-1.57761
YCL054W		2.0666900000000004
YCL055W	-0.379335	
YCL056C	0.948939	
YCL057C-A	0.30448000000000003	
YCL057W	0.452891	
YCL058C	0.828892	
YCL059C		0.932692
YCL061C	1.48993	
YCL063W	-2.073725	
YCL064C	-0.20515799999999998	
YCL069W	0.5581520000000001	
YCL076W	1.0385799999999998	
YCR001W	-0.9659139999999999	
YCR002C	1.0452700000000001	
YCR003W	0.170938	
YCR004C	-1.5831899999999999	
YCR005C	-0.442959	
YCR006C	0.17658800000000002	
YCR007C	-0.189169	
YCR008W	-0.736442	
YCR009C	0.219426	
YCR010C	0.28328200000000003	
YCR011C	0.20338499999999998	
YCR012W		-0.149895
YCR013C		-1.42333
YCR014C	0.383829	
YCR015C	0.8194959999999999	
YCR016W	0.416857	
YCR017C	1.57182	
YCR019W	0.119956	
YCR020C	0.61478	
YCR020C-A	-1.2620200000000001	
YCR020W-B		
YCR021C	-0.811187	
YCR022C	0.034693199999999993	
YCR023C	1.5983100000000001	
YCR024C	-2.47143	
YCR024C-A	-0.42717200000000005	
YCR025C	-1.42895	
YCR026C	-0.644951	
YCR027C	-0.768672	
YCR028C	0.653442	
YCR028C-A	-1.36782	
YCR030C	0.538261	
YCR031C	1.7184700000000002	
YCR032W	1.0891600000000001	
YCR033W	-1.76256	
YCR034W	1.78577	
YCR035C		1.4287100000000001
YCR036W	-0.8794930000000001	
YCR037C	-0.624938	
YCR043C	0.872078	
YCR044C	-0.759413	
YCR045C	-1.23612	
YCR046C	-1.29075	
YCR047C	0.172543	
YCR048W	0.15141300000000002	
YCR049C	0.887805	
YCR050C	0.0816947	
YCR051W	-0.215252	
YCR052W		-2.64018
YCR053W	0.385623	
YCR054C		-1.13382
YCR057C		1.12776
YCR059C	0.21518299999999999	
YCR060W	0.9994379999999999	
YCR061W	-0.06808599999999995	
YCR063W	-0.344396	
YCR064C	0.27234400000000003	
YCR065W	-0.294487	
YCR066W	-1.50373	
YCR067C	-0.027690199999999998	
YCR068W	-1.16436	
YCR069W	-1.2024299999999999	
YCR071C	0.360521	
YCR072C		-0.5690310000000001
YCR073C	0.0155792	
YCR073W-A	0.814542	
YCR075C	0.18426900000000002	
YCR075W-A	-0.727646	
YCR076C	-1.93327	
YCR077C	-0.402077	
YCR079W	-0.043916000000000004	
YCR081W	0.6726810000000001	
YCR082W	-0.957312	
YCR083W	-0.9465319999999999	
YCR084C		
YCR085W	0.649382	
YCR086W	-0.561042	
YCR087C-A	0.57014	
YCR087W	-1.0085	
YCR088W	-1.33463	
YCR089W	-0.250092	
YCR090C	0.602823	
YCR091W	-0.21063099999999998	
YCR092C	1.7055099999999999	
YCR093W		-0.500909
YCR094W	1.96272	
YCR095C	-0.6256079999999999	
YCR095W-A	0.333046	
YCR098C	0.8509620000000001	
YCR099C	-1.0340200000000002	
YCR100C	-1.90473	
YCR101C	-0.7747890000000001	
YCR102C	0.22057399999999996	
YCR102W-A	0.41709799999999997	
YCR105W	0.0847685	
YCR106W	-0.60124	
YCR107W	1.6548200000000002	
YDL001W	-1.6568200000000002	
YDL002C	0.581785	
YDL003W		0.14130299999999998
YDL004W		-0.276491
YDL006W	0.8430790000000001	
YDL007W		-1.35404
YDL008W		-1.0749
YDL009C	0.545391	
YDL010W	-0.907913	
YDL011C	0.732186	
YDL012C	0.0275901	
YDL013W	0.8388760000000001	
YDL014W		2.42082
YDL015C		-1.20825
YDL016C		0.10067999999999999
YDL017W		-0.825205
YDL018C	0.688574	
YDL019C	0.282096	
YDL020C	1.8622900000000002	
YDL021W	-0.471166	
YDL022W	0.017462400000000003	
YDL023C	-0.9549780000000001	
YDL024C	-0.582008	
YDL025C	-0.85165	
YDL026W	0.29965110000000006	
YDL027C	-0.0388415	
YDL028C		1.39127
YDL029W		-3.41591
YDL030W		-0.13848
YDL031W		0.114855
YDL032W	-1.31103	
YDL033C	0.219975	
YDL034W	-0.912665	
YDL035C	-1.23831	
YDL036C	0.39709949999999994	
YDL037C	0.0442017	
YDL039C	0.0032749999999999724	
YDL040C	0.272426	
YDL041W	-1.6529200000000002	
YDL043C		0.698995
YDL044C	0.907098	
YDL045C		-0.5781810000000001
YDL045W-A	-0.311701	
YDL046W	1.09735	
YDL047W	0.36645	
YDL048C	-0.25997	
YDL049C	-1.13171	
YDL050C	1.25947	
YDL051W	-1.1704700000000001	
YDL052C	2.0449900000000003	
YDL053C	-1.20546	
YDL054C	1.06669	
YDL055C		-1.58645
YDL056W	-0.225336	
YDL057W	0.245025	
YDL058W		-0.435105
YDL059C	-0.297749	
YDL060W		0.9547129999999999
YDL061C	0.740526	
YDL062W	-0.5794199999999999	
YDL063C	1.0013299999999998	
YDL064W		-1.29597
YDL065C	-0.7540939999999999	
YDL066W	-0.573701	
YDL067C	0.303342	
YDL068W	0.260191	
YDL069C	0.5069489999999999	
YDL070W	-0.797759	
YDL071C	-1.7500900000000001	
YDL072C	-0.0401155	
YDL073W	-0.49332600000000004	
YDL074C	0.34681	
YDL075W	-1.0	
YDL076C	1.08404	
YDL077C	-0.7177029	
YDL078C	0.414509	
YDL079C	-1.6724599999999998	
YDL080C	0.66452	
YDL081C	0.563247	
YDL082W	0.288991	
YDL083C	0.29667899999999997	
YDL084W		0.258998
YDL085C-A	-0.03817430000000001	
YDL085W	0.470049	
YDL086W	-0.116849	
YDL087C		0.409057
YDL088C	0.248644	
YDL089W	0.189388	
YDL090C	-0.36080999999999996	
YDL091C	-0.689887	
YDL092W		0.945034
YDL093W	0.589939	
YDL094C	0.40696	
YDL095W	0.49986	
YDL096C	1.7575900000000002	
YDL097C		0.489569
YDL098C		-0.381998
YDL099W	-0.286812	
YDL100C	0.21751700000000002	
YDL101C	0.0220176	
YDL102W		-3.1743799999999998
YDL103C		-1.5813
YDL104C	0.488009	
YDL105W		-1.15675
YDL106C	1.38141	
YDL107W	-0.640388	
YDL108W		0.9387340000000001
YDL109C		
YDL110C	0.133601	
YDL111C		3.62006
YDL112W	0.731395	
YDL113C	0.7928850000000001	
YDL114W	-0.23395300000000002	
YDL115C	-0.8194170000000001	
YDL116W		
YDL117W	0.636659	
YDL118W	1.06833	
YDL119C	0.9868629999999999	
YDL120W		-3.4963300000000004
YDL121C	0.844167	
YDL122W	-0.6078939999999999	
YDL123W	-0.043058099999999995	
YDL124W	0.490453	
YDL125C	0.559322	
YDL126C		-2.0261400000000003
YDL127W	2.18697	
YDL128W	1.06301	
YDL129W	0.23693899999999998	
YDL130W	1.20113	
YDL130W-A	-0.8544879999999999	
YDL131W	1.0501	
YDL132W		-2.1885
YDL133C-A	0.15446249999999997	
YDL133W	0.8493379999999999	
YDL134C	-0.1141	
YDL135C	-0.797922	
YDL136W	0.384254	
YDL137W	0.912608	
YDL138W	1.19928	
YDL139C		0.306429
YDL140C		-2.2032
YDL141W		-0.302661
YDL142C	-2.35239	
YDL143W		4.055280000000001
YDL144C	0.175337	
YDL145C		2.43825
YDL146W	-0.15069200000000002	
YDL147W		3.72517
YDL148C		-1.42127
YDL149W	-1.06205	
YDL150W		3.6340199999999996
YDL151C	-0.0361321	
YDL152W		2.24269
YDL153C		-0.145295
YDL154W	0.978475	
YDL155W	0.10331800000000001	
YDL156W	0.325494	
YDL157C	1.80171	
YDL158C		-0.9789690000000001
YDL159W		
YDL159W-A	-0.720468	
YDL160C	0.553006	
YDL160C-A	-1.32352	
YDL161W	0.146652	
YDL162C	0.783321	
YDL163W		-2.63898
YDL164C		-1.8042599999999998
YDL165W		-2.0175099999999997
YDL166C		2.0731900000000003
YDL167C	0.728991	
YDL168W	0.011612200000000001	
YDL169C	-0.350629	
YDL170W	-1.5087	
YDL171C	-0.7957569999999999	
YDL172C	1.26868	
YDL173W	0.999057	
YDL174C	-0.8686209999999999	
YDL175C	-1.2819	
YDL176W	0.285513	
YDL177C	0.621007	
YDL178W	-0.742801	
YDL179W	-1.07837	
YDL180W	-0.305193	
YDL181W		-1.45194
YDL182W	-0.043915699999999995	
YDL183C	-0.391795	
YDL184C	0.8237479999999999	
YDL185W	0.189095	
YDL186W	-0.230785	
YDL187C	-0.418454	
YDL188C	-0.052721199999999996	
YDL189W	-0.042150599999999996	
YDL190C	-0.708221	
YDL191W	0.8907149999999999	
YDL192W	0.287629	
YDL193W		-5.00697
YDL194W	1.3604100000000001	
YDL195W		1.37322
YDL196W		1.28265
YDL197C	1.03427	
YDL198C	-3.93223	
YDL199C	-0.66635	
YDL200C	0.5131439999999999	
YDL201W	0.528175	
YDL202W	0.931582	
YDL203C	0.232625	
YDL204W	-0.026715199999999998	
YDL205C		0.505459
YDL206W		
YDL207W		1.70387
YDL208W		0.347368
YDL209C		-0.72515
YDL210W	0.48632700000000006	
YDL211C	-0.807475	
YDL212W		1.8379599999999998
YDL213C	0.437411	
YDL214C	-0.0987319	
YDL215C	0.352971	
YDL216C	-0.190058	
YDL217C		-0.319548
YDL218W	-0.8821040000000001	
YDL219W	-1.5745	
YDL220C		-0.403614
YDL221W		-0.268952
YDL222C	-1.2883	
YDL223C	-0.145922	
YDL224C	0.670933	
YDL225W	0.108896	
YDL226C	0.400857	
YDL227C	2.42823	1.19644
YDL229W	1.7208599999999998	
YDL230W	0.436622	
YDL231C	0.24263	
YDL232W		
YDL233W	-0.727019	
YDL234C	-0.16016	
YDL235C		-0.515253
YDL236W	0.646183	
YDL237W	0.0240349	
YDL238C	-0.559503	
YDL239C	0.7093189999999999	
YDL240W	-0.5422640000000001	
YDL241W	-0.0417846	
YDL242W	-0.33036	
YDL243C	1.3497	
YDR001C	0.154197	
YDR002W		-0.503322
YDR003W	-0.538484	
YDR003W-A	1.1511799999999999	
YDR004W	-0.208234	
YDR005C	0.479784	
YDR006C	0.602925	
YDR007W	-0.37359899999999996	
YDR008C	0.19446300000000002	
YDR009W	0.35248	
YDR010C	-0.329047	
YDR011W	-0.167795	
YDR013W		-3.3450900000000003
YDR014W	-0.256585	
YDR015C	1.05472	
YDR016C		-1.33492
YDR017C	1.00549	
YDR018C	-1.2776100000000001	
YDR019C	0.09715889999999999	
YDR020C	0.807767	
YDR021W		1.2298200000000001
YDR022C	-0.24354099999999998	
YDR023W		-2.5575
YDR024W	-0.208188	
YDR025W	1.56731	
YDR026C	-0.19433499999999998	
YDR027C		
YDR028C	1.8483	
YDR029W	0.07667739999999999	
YDR030C	-0.9463530000000001	
YDR031W	-0.183187	
YDR032C	0.19021400000000002	
YDR033W	0.12323599999999998	
YDR034C	-1.5175100000000001	
YDR034W-B	0.518744	
YDR035W	0.00485125	
YDR036C	-0.34655	
YDR037W		-4.4093599999999995
YDR041W		2.76722
YDR042C	1.03924	
YDR043C	0.458438	
YDR044W		-1.7970400000000002
YDR045C		-0.46732799999999997
YDR046C	0.47551899999999997	
YDR047W		0.590807
YDR048C		
YDR049W	-0.49277600000000005	
YDR050C		-0.217678
YDR051C	-0.654726	
YDR052C		-0.718429
YDR053W		1.23603
YDR054C		0.054957799999999994
YDR055W	-0.774663	
YDR056C	0.0380023	
YDR057W	0.152505	
YDR058C	0.534559	
YDR059C	0.353375	
YDR060W		-1.6879099999999998
YDR061W	-0.345115	
YDR062W		-0.43323100000000003
YDR063W	0.873423	
YDR064W		4.38966
YDR065W	-0.0121811	
YDR066C	-1.23377	
YDR067C	-3.13706	
YDR068W	-0.31133299999999997	
YDR069C	-0.9166120000000001	
YDR070C	1.12884	
YDR071C	0.132227	
YDR072C	-0.125935	
YDR073W	1.34063	
YDR074W	0.256531	
YDR075W	-0.742667	
YDR076W	-1.89832	
YDR077W	-2.89252	
YDR078C	-0.315664	
YDR079C-A	0.816009	
YDR079W	-2.45798	
YDR080W	0.302609	
YDR081C		2.06918
YDR082W		-0.405273
YDR083W	0.0856561	
YDR084C	-0.37714899999999996	
YDR085C	-1.00981	
YDR086C		-2.56427
YDR087C		0.764792
YDR088C		-1.28305
YDR089W	0.395122	
YDR090C	0.2529635	
YDR091C		1.02699
YDR092W	-0.41469700000000004	
YDR093W	-0.586187	
YDR094W	0.532169	
YDR095C	-0.588305	
YDR096W	0.369054	
YDR097C	0.472469	
YDR098C	-2.34317	
YDR099W	-0.00221567	
YDR100W	-0.375093	
YDR101C	1.61933	
YDR102C	1.14266	
YDR103W		-1.57023
YDR104C	0.5663630000000001	
YDR105C	0.0124943	
YDR107C	-0.427494	
YDR108W	-0.145748	
YDR109C	0.181187	
