ORF	hom | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014	het | growth (pooled culture) | Sodium pyrithione [8.35 uM] | YPD | Aiyar RS~Steinmetz LM, 2014
YLR139C	-0.370	NaN
YLR140W	NaN	-0.469
YLR141W	NaN	-0.039
YLR142W	-0.207	NaN
YLR143W	-0.811	NaN
YLR144C	0.728	NaN
YLR145W	NaN	-1.269
YLR146C	1.511	NaN
YLR147C	NaN	2.815
YLR148W	0.468	NaN
YLR149C	-2.807	NaN
YLR150W	-0.007	NaN
YLR151C	0.277	NaN
YLR152C	-1.045	NaN
YLR153C	NaN	0.160
YLR154C	0.474	NaN
YLR163C	NaN	7.047
YLR164W	0.639	NaN
YLR165C	-0.147	NaN
YLR166C	NaN	0.041
YLR167W	NaN	0.541
YLR168C	-0.099	NaN
YLR169W	0.750	NaN
YLR170C	1.268	NaN
YLR171W	-0.327	NaN
YLR172C	-0.186	NaN
YLR173W	-1.103	NaN
YLR174W	-0.853	NaN
YLR175W	NaN	-0.520
YLR176C	0.806	NaN
YLR177W	-0.059	NaN
YLR178C	-0.789	NaN
YLR179C	-0.153	NaN
YLR180W	1.631	NaN
YLR181C	1.093	NaN
YLR182W	0.887	NaN
YLR183C	-0.225	NaN
YLR184W	0.235	NaN
YLR185W	-0.019	NaN
YLR186W	NaN	0.989
YLR187W	0.366	NaN
YLR188W	-0.340	NaN
YLR189C	-0.290	NaN
YLR190W	0.495	NaN
YLR191W	-0.474	NaN
YLR192C	-1.197	NaN
YLR193C	-0.099	NaN
YLR194C	1.354	NaN
YLR195C	NaN	0.933
YLR196W	NaN	-2.834
YLR197W	NaN	5.946
YLR198C	NaN	2.639
YLR199C	0.386	NaN
YLR200W	0.479	NaN
YLR201C	-0.494	NaN
YLR202C	-0.229	NaN
YLR203C	-2.250	NaN
YLR204W	2.079	NaN
YLR205C	-0.391	NaN
YLR206W	1.693	NaN
YLR207W	0.199	NaN
YLR208W	NaN	4.393
YLR209C	-0.496	NaN
YLR210W	-0.888	NaN
YLR211C	-0.025	NaN
YLR212C	NaN	0.990
YLR213C	0.523	NaN
YLR214W	-1.876	NaN
YLR215C	NaN	-0.056
YLR216C	-0.908	NaN
YLR217W	-0.544	NaN
YLR218C	-1.083	NaN
YLR219W	-1.745	NaN
YLR220W	-0.122	NaN
YLR221C	-0.233	NaN
YLR222C	NaN	2.659
YLR223C	NaN	0.309
YLR224W	0.800	NaN
YLR225C	-0.664	NaN
YLR226W	NaN	NaN
YLR227C	-1.080	NaN
YLR228C	0.483	NaN
YLR229C	NaN	0.248
YLR230W	NaN	0.004
YLR231C	-0.658	NaN
YLR232W	-0.595	NaN
YLR233C	NaN	NaN
YLR234W	NaN	NaN
YLR235C	NaN	NaN
YLR236C	-1.205	NaN
YLR237W	-0.890	NaN
YLR238W	0.411	NaN
YLR239C	-0.536	NaN
YLR240W	0.545	NaN
YLR241W	0.265	NaN
YLR242C	NaN	NaN
YLR243W	NaN	-0.239
YLR244C	1.542	NaN
YLR246W	1.144	NaN
YLR247C	0.096	NaN
YLR248W	-0.262	NaN
YLR249W	NaN	-2.904
YLR250W	0.419	NaN
YLR251W	1.254	NaN
YLR252W	-0.757	NaN
YLR253W	0.646	NaN
YLR254C	-1.106	NaN
YLR255C	-0.614	NaN
YLR257W	-0.243	NaN
YLR258W	0.145	NaN
YLR259C	NaN	-0.092
YLR260W	-1.576	NaN
YLR261C	-0.015	NaN
YLR262C	1.083	NaN
YLR262C-A	0.140	NaN
YLR263W	0.440	NaN
YLR264C-A	0.960	NaN
YLR264W	0.692	NaN
YLR265C	-0.420	NaN
YLR266C	0.380	NaN
YLR267W	-0.137	NaN
YLR268W	0.892	NaN
YLR269C	0.910	NaN
YLR270W	-0.606	NaN
YLR271W	0.323	NaN
YLR272C	NaN	0.308
YLR273C	-0.067	NaN
YLR274W	NaN	-0.947
YLR275W	NaN	5.108
YLR276C	NaN	-2.125
YLR277C	NaN	-3.295
YLR278C	-0.981	NaN
YLR279W	0.064	NaN
YLR280C	0.265	NaN
YLR281C	-0.372	NaN
YLR282C	0.333	NaN
YLR283W	-0.243	NaN
YLR284C	-1.967	NaN
YLR285C-A	-0.294	NaN
YLR285W	0.466	NaN
YLR286C	2.105	NaN
YLR287C	-1.394	NaN
YLR287C-A	1.753	NaN
YLR288C	-0.052	NaN
YLR289W	-1.485	NaN
YLR290C	0.704	NaN
YLR291C	NaN	0.773
YLR292C	-0.638	NaN
YLR293C	NaN	-3.630
YLR294C	-0.025	NaN
YLR295C	-0.592	NaN
YLR296W	0.453	NaN
YLR297W	1.142	NaN
YLR298C	NaN	-0.601
YLR299W	-1.431	NaN
YLR300W	0.841	NaN
YLR303W	-0.698	NaN
YLR304C	-2.015	NaN
YLR305C	NaN	0.165
YLR306W	0.398	NaN
YLR307C-A	1.052	NaN
YLR307W	-0.025	NaN
YLR308W	2.032	NaN
YLR309C	-0.960	NaN
YLR310C	NaN	3.591
YLR311C	0.319	NaN
YLR312C	-0.656	NaN
YLR312W-A	0.806	NaN
YLR313C	-0.008	NaN
YLR314C	NaN	-0.856
YLR315W	0.401	NaN
YLR316C	NaN	0.303
YLR317W	NaN	-0.446
YLR318W	-0.255	NaN
YLR319C	-0.217	NaN
YLR320W	-0.961	NaN
YLR321C	NaN	-3.075
YLR322W	-0.455	NaN
YLR323C	NaN	-0.866
YLR324W	-0.677	NaN
YLR325C	-1.554	NaN
YLR326W	0.174	NaN
YLR327C	-3.282	NaN
YLR328W	-0.786	NaN
YLR329W	0.517	NaN
YLR330W	-1.418	NaN
YLR331C	-0.538	NaN
YLR332W	-0.635	NaN
YLR333C	NaN	NaN
YLR334C	1.549	NaN
YLR335W	1.135	NaN
YLR336C	NaN	0.368
YLR337C	NaN	NaN
YLR338W	-0.895	NaN
YLR339C	NaN	0.150
YLR340W	NaN	0.250
YLR341W	0.073	NaN
YLR342W	0.373	NaN
YLR342W-A	-0.785	NaN
YLR343W	-1.283	NaN
YLR344W	0.971	NaN
YLR345W	-0.779	NaN
YLR346C	-0.635	NaN
YLR347C	NaN	-1.108
YLR348C	-0.504	NaN
YLR349W	0.444	NaN
YLR350W	0.848	NaN
YLR351C	0.096	NaN
YLR352W	-0.212	NaN
YLR353W	0.323	NaN
YLR354C	-0.399	NaN
YLR355C	NaN	-1.918
YLR356W	-0.478	NaN
YLR357W	-0.433	NaN
YLR358C	-1.991	NaN
YLR359W	NaN	-1.633
YLR360W	-0.528	NaN
YLR361C	0.802	NaN
YLR361C-A	-0.925	NaN
YLR362W	NaN	-0.316
YLR363C	-0.652	NaN
YLR363W-A	0.218	NaN
YLR364W	-1.078	NaN
YLR365W	-0.142	NaN
YLR366W	-0.346	NaN
YLR367W	0.741	NaN
YLR368W	0.111	NaN
YLR369W	-2.597	NaN
YLR370C	-0.893	NaN
YLR371W	0.665	NaN
YLR372W	-0.172	NaN
YLR373C	-0.839	NaN
YLR374C	1.357	NaN
YLR375W	0.205	NaN
YLR376C	-1.859	NaN
YLR377C	-1.832	NaN
YLR378C	NaN	-1.807
YLR379W	NaN	-1.184
YLR380W	-1.452	NaN
YLR381W	0.096	NaN
YLR382C	-0.376	NaN
YLR384C	-0.582	NaN
YLR385C	-0.154	NaN
YLR386W	-0.370	NaN
YLR387C	-0.196	NaN
YLR388W	-0.358	NaN
YLR389C	-0.516	NaN
YLR390W	0.055	NaN
YLR390W-A	0.412	NaN
YLR392C	-0.602	NaN
YLR393W	-1.626	NaN
YLR394W	0.525	NaN
YLR395C	-2.528	NaN
YLR396C	0.166	NaN
YLR397C	NaN	0.431
YLR398C	-0.335	NaN
YLR399C	-0.067	NaN
YLR400W	1.174	NaN
YLR401C	-0.717	NaN
YLR402W	0.813	NaN
YLR403W	-1.193	NaN
YLR404W	-0.081	NaN
YLR405W	-1.450	NaN
YLR406C	0.201	NaN
YLR406C-A	0.715	NaN
YLR407W	-1.556	NaN
YLR408C	-0.730	NaN
YLR409C	NaN	-0.255
YLR410W	1.095	NaN
YLR412C-A	-0.789	NaN
YLR412W	-1.179	NaN
YLR413W	-1.133	NaN
YLR414C	-0.071	NaN
YLR415C	1.070	NaN
YLR416C	-1.577	NaN
YLR417W	-0.660	NaN
YLR418C	-0.638	NaN
YLR419W	0.301	NaN
YLR420W	0.096	NaN
YLR421C	-1.463	NaN
YLR422W	0.432	NaN
YLR423C	1.811	NaN
YLR424W	NaN	0.512
YLR425W	-0.075	NaN
YLR426W	-0.494	NaN
YLR427W	-1.537	NaN
YLR428C	0.671	NaN
YLR429W	0.703	NaN
YLR430W	NaN	-0.878
YLR431C	-1.026	NaN
YLR432W	-0.448	NaN
YLR433C	0.605	NaN
YLR434C	0.230	NaN
YLR435W	1.589	NaN
YLR436C	0.066	NaN
YLR437C	0.236	NaN
YLR438C-A	NaN	-2.960
YLR438W	-2.152	NaN
YLR439W	-1.352	NaN
YLR440C	NaN	-1.945
YLR441C	0.277	NaN
YLR443W	0.918	NaN
YLR444C	-0.347	NaN
YLR445W	0.784	NaN
YLR446W	0.509	NaN
YLR447C	NaN	NaN
YLR448W	0.380	NaN
YLR449W	0.587	NaN
YLR450W	-0.283	NaN
YLR451W	0.322	NaN
YLR452C	0.519	NaN
YLR453C	-0.434	NaN
YLR454W	-1.263	NaN
YLR455W	-1.751	NaN
YLR456W	-0.752	NaN
YLR457C	NaN	0.114
YLR458W	NaN	0.183
YLR459W	NaN	0.926
YLR460C	-3.135	NaN
YLR461W	1.317	NaN
YML001W	0.057	NaN
YML002W	-1.456	NaN
YML003W	0.316	NaN
YML004C	0.691	NaN
YML005W	2.135	NaN
YML006C	0.460	NaN
YML007C-A	0.651	NaN
YML007W	-0.695	NaN
YML008C	NaN	NaN
YML009C	0.702	NaN
YML009C-A	-0.228	NaN
YML009W-B	-0.413	NaN
YML010W	NaN	0.709
YML011C	0.054	NaN
YML012C-A	1.399	NaN
YML012W	0.745	NaN
YML013W	1.054	NaN
YML014W	-0.812	NaN
YML015C	NaN	-1.779
YML016C	-1.194	NaN
YML017W	2.339	NaN
YML018C	0.894	NaN
YML019W	-0.426	NaN
YML020W	-0.105	NaN
YML021C	-0.107	NaN
YML022W	0.173	NaN
YML023C	NaN	0.176
YML024W	0.139	NaN
YML025C	NaN	-0.740
YML026C	1.379	NaN
YML027W	-0.301	NaN
YML028W	-8.611	NaN
YML029W	-1.591	NaN
YML030W	0.181	NaN
YML031W	NaN	3.233
YML032C	-1.204	NaN
YML034C-A	-2.568	NaN
YML034W	-0.009	NaN
YML035C	0.499	NaN
YML036W	2.085	NaN
YML037C	-1.571	NaN
YML038C	0.482	NaN
YML041C	-1.350	NaN
YML042W	0.431	NaN
YML043C	NaN	-0.165
YML046W	NaN	0.593
YML047C	0.303	NaN
YML047W-A	0.635	NaN
YML048W	0.138	NaN
YML049C	NaN	-0.587
YML050W	1.500	NaN
YML051W	-0.232	NaN
YML052W	-0.739	NaN
YML053C	0.153	NaN
YML054C	0.656	NaN
YML054C-A	-0.040	NaN
YML055W	1.478	NaN
YML056C	NaN	NaN
YML057C-A	0.579	NaN
YML057W	1.060	NaN
YML058W	-0.789	NaN
YML058W-A	0.418	NaN
YML059C	-0.689	NaN
YML060W	-0.257	NaN
YML061C	-0.091	NaN
YML062C	0.374	NaN
YML063W	-1.034	NaN
YML064C	NaN	-0.803
YML065W	NaN	0.595
YML066C	0.410	NaN
YML067C	1.979	NaN
YML068W	0.153	NaN
YML069W	NaN	0.003
YML070W	-0.292	NaN
YML071C	-0.125	NaN
YML072C	-0.877	NaN
YML073C	2.399	NaN
YML074C	0.423	NaN
YML075C	1.707	NaN
YML076C	-0.595	NaN
YML077W	NaN	0.131
YML078W	0.441	NaN
YML079W	-0.693	NaN
YML080W	0.512	NaN
YML081C-A	0.151	NaN
YML081W	-2.836	NaN
YML082W	0.857	NaN
YML083C	-0.311	NaN
YML084W	-0.837	NaN
YML085C	NaN	6.211
YML086C	0.522	NaN
YML087C	-0.069	NaN
YML088W	-1.651	NaN
YML089C	-0.434	NaN
YML090W	0.849	NaN
YML091C	NaN	-1.841
YML092C	NaN	1.940
YML093W	NaN	0.459
YML094C-A	0.126	NaN
YML094W	-0.119	NaN
YML095C	-1.446	NaN
YML096W	-0.725	NaN
YML097C	-3.955	NaN
YML098W	NaN	-0.346
YML099C	-1.107	NaN
YML099W-A	-0.752	NaN
YML100W	0.092	NaN
YML101C	1.311	NaN
YML101C-A	0.395	NaN
YML102W	-0.458	NaN
YML103C	1.530	NaN
YML104C	0.853	NaN
YML105C	NaN	1.333
YML106W	-0.185	NaN
YML107C	-0.616	NaN
YML108W	0.367	NaN
YML109W	0.393	NaN
YML110C	-0.674	NaN
YML111W	0.828	NaN
YML112W	-0.645	NaN
YML113W	-0.222	NaN
YML114C	NaN	-0.093
YML115C	1.040	NaN
YML116W	1.543	NaN
YML116W-A	0.358	NaN
YML117W	0.939	NaN
YML118W	0.853	NaN
YML119W	-0.869	NaN
YML120C	0.517	NaN
YML121W	0.697	NaN
YML122C	0.541	NaN
YML123C	0.410	NaN
YML124C	0.383	NaN
YML125C	NaN	0.206
YML126C	NaN	0.251
YML127W	NaN	-4.929
YML128C	0.177	NaN
YML129C	-1.832	NaN
YML130C	NaN	0.501
YML131W	0.760	NaN
YMR001C	NaN	0.985
YMR001C-A	0.194	NaN
YMR002W	-0.096	NaN
YMR003W	-0.348	NaN
YMR004W	-0.314	NaN
YMR005W	NaN	-1.168
YMR006C	-0.625	NaN
YMR007W	1.163	NaN
YMR008C	0.020	NaN
YMR009W	0.003	NaN
YMR010W	0.475	NaN
YMR011W	1.007	NaN
YMR012W	-1.149	NaN
YMR013C	NaN	-1.560
YMR013W-A	0.360	NaN
YMR014W	NaN	NaN
YMR015C	0.507	NaN
YMR016C	1.350	NaN
YMR017W	0.202	NaN
YMR018W	-0.388	NaN
YMR019W	-0.159	NaN
YMR020W	1.324	NaN
YMR021C	4.370	NaN
YMR022W	-0.369	NaN
YMR023C	-0.295	NaN
YMR024W	NaN	NaN
YMR025W	-0.074	NaN
YMR026C	-0.894	NaN
YMR027W	0.167	NaN
YMR028W	NaN	1.168
YMR029C	-0.409	NaN
YMR030W	-0.291	NaN
YMR031C	0.672	NaN
YMR031W-A	-0.248	NaN
YMR032W	-3.761	NaN
YMR033W	NaN	-5.857
YMR034C	-0.417	NaN
YMR035W	-0.647	NaN
YMR036C	-0.567	NaN
YMR037C	0.875	NaN
YMR038C	0.531	NaN
YMR039C	1.395	NaN
YMR040W	-0.552	NaN
YMR041C	0.109	NaN
YMR042W	0.489	NaN
YMR043W	NaN	-4.656
YMR044W	0.359	NaN
YMR047C	NaN	0.729
YMR048W	-0.331	NaN
YMR049C	NaN	1.290
YMR052C-A	0.829	NaN
YMR052W	0.669	NaN
YMR053C	1.903	NaN
YMR054W	-0.472	NaN
YMR055C	-0.623	NaN
YMR056C	-0.040	NaN
YMR057C	1.073	NaN
YMR058W	-0.285	NaN
YMR059W	NaN	-1.637
YMR060C	-0.069	NaN
YMR061W	NaN	-1.973
YMR062C	-0.405	NaN
YMR063W	0.195	NaN
YMR064W	-0.855	NaN
YMR065W	1.097	NaN
YMR066W	-0.641	NaN
YMR067C	-0.356	NaN
YMR068W	0.036	NaN
YMR069W	0.051	NaN
YMR070W	0.463	NaN
YMR071C	0.046	NaN
YMR072W	-0.625	NaN
YMR073C	2.412	NaN
YMR074C	0.828	NaN
YMR075C-A	-1.410	NaN
YMR075W	-0.773	NaN
YMR076C	NaN	-0.511
YMR077C	1.067	NaN
YMR078C	-1.942	NaN
YMR079W	NaN	-2.870
YMR080C	-0.965	NaN
YMR081C	0.711	NaN
YMR082C	1.183	NaN
YMR083W	-1.235	NaN
YMR084W	0.610	NaN
YMR085W	0.308	NaN
YMR086C-A	0.223	NaN
YMR086W	0.337	NaN
YMR087W	-1.488	NaN
YMR088C	0.528	NaN
YMR089C	-0.667	NaN
YMR090W	-3.814	NaN
YMR091C	-0.903	NaN
YMR092C	0.419	NaN
YMR093W	NaN	1.236
YMR094W	NaN	-0.195
YMR095C	-0.015	NaN
YMR096W	0.571	NaN
YMR097C	-0.102	NaN
YMR098C	-1.189	NaN
YMR099C	2.235	NaN
YMR100W	-0.265	NaN
YMR101C	-1.050	NaN
YMR102C	-0.855	NaN
YMR103C	1.534	NaN
YMR104C	0.664	NaN
YMR105C	-0.071	NaN
YMR105W-A	0.175	NaN
YMR106C	0.105	NaN
YMR107W	0.013	NaN
YMR109W	0.589	NaN
YMR110C	0.614	NaN
YMR111C	0.829	NaN
YMR112C	NaN	-1.052
YMR113W	NaN	-3.088
YMR114C	-0.025	NaN
YMR115W	0.728	NaN
YMR116C	0.194	NaN
YMR117C	NaN	0.551
YMR118C	0.037	NaN
YMR119W	-1.177	NaN
YMR119W-A	0.495	NaN
YMR120C	-0.599	NaN
YMR121C	-1.038	NaN
YMR122C	-0.657	NaN
YMR123W	-0.072	NaN
YMR124W	0.606	NaN
YMR125W	0.881	NaN
YMR126C	0.447	NaN
YMR127C	-0.001	NaN
YMR128W	NaN	-0.959
YMR129W	-0.580	NaN
YMR130W	0.722	NaN
YMR131C	NaN	-0.404
YMR132C	-0.447	NaN
YMR133W	-0.104	NaN
YMR134W	NaN	-1.391
YMR135C	-1.646	NaN
YMR135W-A	0.138	NaN
YMR136W	-0.880	NaN
YMR137C	1.481	NaN
YMR138W	-3.211	NaN
YMR139W	-0.406	NaN
YMR140W	0.285	NaN
YMR141C	1.332	NaN
YMR142C	0.523	NaN
YMR143W	1.323	NaN
YMR144W	0.005	NaN
YMR145C	-0.015	NaN
YMR146C	NaN	6.282
YMR147W	0.463	NaN
YMR148W	-0.027	NaN
YMR149W	NaN	0.075
YMR150C	-0.114	NaN
YMR151W	0.030	NaN
YMR152W	-1.040	NaN
YMR153C-A	-1.151	NaN
YMR153W	0.435	NaN
YMR154C	0.375	NaN
YMR155W	0.964	NaN
YMR156C	-0.154	NaN
YMR157C	-0.039	NaN
YMR158C-A	0.678	NaN
YMR158W	0.517	NaN
YMR158W-B	-0.793	NaN
YMR159C	1.943	NaN
YMR160W	0.610	NaN
YMR161W	-0.401	NaN
YMR162C	-0.936	NaN
YMR163C	0.469	NaN
YMR164C	-0.181	NaN
YMR165C	NaN	NaN
YMR166C	-0.686	NaN
YMR167W	-0.347	NaN
YMR168C	NaN	-1.676
YMR169C	-0.054	NaN
YMR170C	-0.132	NaN
YMR171C	-2.218	NaN
YMR172C-A	0.044	NaN
YMR172W	-0.595	NaN
YMR173W	-0.111	NaN
YMR173W-A	0.081	NaN
YMR174C	-0.284	NaN
YMR175W	-0.234	NaN
YMR175W-A	-1.373	NaN
YMR176W	-0.581	NaN
YMR177W	0.851	NaN
YMR178W	0.414	NaN
YMR179W	-0.447	NaN
YMR180C	0.823	NaN
YMR181C	-2.249	NaN
YMR182C	0.463	NaN
YMR182W-A	-0.463	NaN
YMR183C	-0.452	NaN
YMR184W	0.827	NaN
YMR185W	NaN	-5.204
YMR186W	1.059	NaN
YMR187C	-0.062	NaN
YMR188C	-2.401	NaN
YMR189W	0.519	NaN
YMR190C	0.582	NaN
YMR191W	-2.054	NaN
YMR192W	-0.289	NaN
YMR193C-A	1.376	NaN
YMR193W	-0.981	NaN
YMR194C-A	-1.059	NaN
YMR194C-B	1.227	NaN
YMR194W	1.307	NaN
YMR195W	-2.667	NaN
YMR196W	-1.162	NaN
YMR197C	NaN	-1.802
YMR198W	NaN	NaN
YMR199W	0.511	NaN
YMR200W	NaN	-0.296
YMR201C	0.840	NaN
YMR202W	1.308	NaN
YMR203W	NaN	-15.110
YMR204C	0.187	NaN
YMR205C	NaN	NaN
YMR206W	-0.370	NaN
YMR207C	0.374	NaN
YMR208W	NaN	-1.268
YMR209C	-0.052	NaN
YMR210W	0.279	NaN
YMR211W	NaN	5.042
YMR213W	NaN	1.274
YMR214W	-0.050	NaN
YMR215W	-0.206	NaN
YMR216C	2.698	NaN
YMR218C	NaN	1.959
YMR219W	-0.044	NaN
YMR220W	NaN	-1.847
YMR221C	0.921	NaN
YMR222C	0.156	NaN
YMR223W	0.084	NaN
YMR224C	-2.305	NaN
YMR225C	-1.028	NaN
YMR226C	0.132	NaN
YMR227C	NaN	-0.304
YMR228W	-0.885	NaN
YMR229C	NaN	0.144
YMR230W	-1.040	NaN
YMR230W-A	-0.461	NaN
YMR231W	NaN	-1.374
YMR232W	0.990	NaN
YMR233W	0.211	NaN
YMR234W	0.970	NaN
YMR235C	NaN	-3.949
YMR236W	NaN	-1.582
YMR237W	-0.449	NaN
YMR238W	-0.714	NaN
YMR239C	NaN	1.897
YMR240C	NaN	-1.058
YMR241W	-0.521	NaN
YMR242C	1.807	NaN
YMR242W-A	0.216	NaN
YMR243C	-0.916	NaN
YMR244C-A	0.439	NaN
YMR244W	0.151	NaN
YMR245W	0.423	NaN
YMR246W	-2.475	NaN
YMR247C	-0.229	NaN
YMR247W-A	0.359	NaN
YMR250W	-0.767	NaN
YMR251W	0.163	NaN
YMR251W-A	1.921	NaN
YMR252C	1.372	NaN
YMR253C	-1.121	NaN
YMR254C	0.503	NaN
YMR255W	0.318	NaN
YMR256C	-0.031	NaN
YMR257C	0.978	NaN
YMR258C	0.670	NaN
YMR259C	0.490	NaN
YMR260C	NaN	5.305
YMR261C	-1.542	NaN
YMR262W	-0.276	NaN
YMR263W	1.958	NaN
YMR264W	1.167	NaN
YMR265C	0.605	NaN
YMR266W	NaN	NaN
YMR267W	-0.573	NaN
YMR268C	NaN	-0.477
YMR269W	0.476	NaN
YMR270C	NaN	-3.564
YMR271C	1.814	NaN
YMR272C	-0.761	NaN
YMR272W-B	0.154	NaN
YMR273C	0.828	NaN
YMR274C	-0.658	NaN
YMR275C	-0.787	NaN
YMR276W	0.535	NaN
YMR277W	NaN	-4.814
YMR278W	-0.567	NaN
YMR279C	0.017	NaN
YMR280C	-2.955	NaN
YMR281W	NaN	-0.667
YMR282C	-0.260	NaN
YMR283C	-0.541	NaN
YMR284W	3.084	NaN
YMR285C	1.306	NaN
YMR286W	-3.291	NaN
YMR287C	-0.528	NaN
YMR288W	NaN	-0.123
YMR289W	-2.088	NaN
YMR290C	NaN	0.768
YMR290W-A	NaN	-1.178
YMR291W	0.503	NaN
YMR292W	-0.471	NaN
YMR293C	-1.623	NaN
YMR294W	1.689	NaN
YMR294W-A	-0.269	NaN
YMR295C	0.912	NaN
YMR296C	NaN	0.675
YMR297W	-1.073	NaN
YMR298W	NaN	1.055
YMR299C	-0.142	NaN
YMR300C	0.682	NaN
YMR301C	NaN	-4.993
YMR302C	-1.399	NaN
YMR303C	0.342	NaN
YMR304C-A	0.512	NaN
YMR304W	-0.823	NaN
YMR305C	0.160	NaN
YMR306C-A	0.578	NaN
YMR306W	-2.230	NaN
YMR307W	3.117	NaN
YMR308C	NaN	-2.230
YMR309C	NaN	3.513
YMR310C	0.229	NaN
YMR311C	1.631	NaN
YMR312W	-0.317	NaN
YMR313C	0.381	NaN
YMR314W	NaN	4.397
YMR315W	0.559	NaN
YMR315W-A	NaN	NaN
YMR316C-A	-0.109	NaN
YMR316C-B	-0.717	NaN
YMR316W	-0.368	NaN
YMR317W	-0.330	NaN
YMR318C	-0.782	NaN
YMR319C	1.339	NaN
YMR320W	-0.283	NaN
YMR322C	0.899	NaN
YMR326C	-0.568	NaN
YNL001W	-1.181	NaN
YNL002C	NaN	1.299
YNL003C	NaN	NaN
YNL004W	-0.757	NaN
YNL005C	-1.092	NaN
YNL006W	NaN	-4.052
YNL007C	NaN	-2.760
YNL009W	-0.529	NaN
YNL010W	-0.179	NaN
YNL011C	1.309	NaN
YNL012W	0.655	NaN
YNL013C	0.043	NaN
YNL014W	-0.724	NaN
YNL016W	0.683	NaN
YNL020C	0.549	NaN
YNL022C	0.752	NaN
YNL023C	0.626	NaN
YNL024C	-0.435	NaN
YNL024C-A	NaN	2.571
YNL025C	0.846	NaN
YNL026W	NaN	-0.636
YNL027W	-1.080	NaN
YNL031C	0.570	NaN
YNL032W	-1.905	NaN
YNL034W	-1.283	NaN
YNL035C	0.609	NaN
YNL038W	NaN	0.591
YNL039W	NaN	1.349
YNL041C	0.050	NaN
YNL042W	-0.366	NaN
YNL042W-B	1.817	NaN
YNL043C	0.500	NaN
YNL044W	0.093	NaN
YNL045W	0.760	NaN
YNL046W	0.203	NaN
YNL047C	-0.816	NaN
YNL049C	1.487	NaN
YNL050C	0.356	NaN
YNL051W	2.448	NaN
YNL052W	-0.240	NaN
YNL053W	1.420	NaN
YNL054W	-0.250	NaN
YNL055C	0.209	NaN
YNL056W	-3.923	NaN
YNL057W	0.086	NaN
YNL058C	-1.018	NaN
YNL059C	2.209	NaN
YNL061W	NaN	2.330
YNL062C	NaN	2.301
YNL063W	-0.716	NaN
YNL064C	NaN	NaN
YNL065W	-0.687	NaN
YNL066W	-0.853	NaN
YNL067W	0.713	NaN
YNL067W-A	-0.374	NaN
YNL068C	1.488	NaN
YNL069C	0.697	NaN
YNL070W	-0.750	NaN
YNL071W	1.020	NaN
YNL072W	-1.664	NaN
YNL073W	-0.414	NaN
YNL074C	0.967	NaN
YNL075W	NaN	4.182
YNL076W	1.152	NaN
YNL077W	-0.172	NaN
YNL078W	0.204	NaN
YNL079C	0.502	NaN
YNL080C	NaN	NaN
YNL081C	0.440	NaN
YNL082W	-0.301	NaN
YNL083W	-0.562	NaN
YNL084C	-0.423	NaN
YNL085W	0.127	NaN
YNL086W	1.606	NaN
YNL087W	-0.962	NaN
YNL088W	NaN	-1.135
YNL089C	0.474	NaN
YNL090W	-0.325	NaN
YNL091W	1.934	NaN
YNL092W	0.112	NaN
YNL093W	-0.260	NaN
YNL094W	0.599	NaN
YNL095C	0.076	NaN
YNL096C	-0.432	NaN
YNL097C	0.200	NaN
YNL097C-B	-1.825	NaN
YNL098C	0.174	NaN
YNL099C	-0.776	NaN
YNL100W	-0.394	NaN
YNL101W	-1.085	NaN
YNL102W	NaN	-0.376
YNL103W	NaN	2.568
YNL104C	0.522	NaN
YNL105W	-0.164	NaN
YNL106C	-0.006	NaN
YNL107W	-1.739	NaN
YNL108C	0.298	NaN
YNL109W	1.601	NaN
YNL110C	NaN	4.574
YNL111C	0.777	NaN
YNL112W	NaN	4.536
YNL113W	NaN	0.387
YNL114C	NaN	3.012
YNL115C	0.477	NaN
YNL116W	0.261	NaN
YNL117W	-1.437	NaN
YNL118C	NaN	0.889
YNL119W	-0.483	NaN
YNL120C	0.738	NaN
YNL121C	-0.170	NaN
YNL122C	0.086	NaN
YNL123W	-2.016	NaN
YNL124W	NaN	-1.402
YNL125C	0.904	NaN
YNL127W	-0.533	NaN
YNL128W	-1.002	NaN
YNL129W	0.419	NaN
YNL130C	0.502	NaN
YNL130C-A	-1.492	NaN
YNL131W	NaN	3.167
YNL132W	NaN	0.099
YNL133C	2.190	NaN
YNL134C	0.180	NaN
YNL135C	0.811	NaN
YNL136W	0.908	NaN
YNL137C	NaN	-2.247
YNL138W	NaN	NaN
YNL138W-A	NaN	-0.026
YNL139C	1.298	NaN
YNL140C	-0.618	NaN
YNL141W	-0.030	NaN
YNL142W	-0.142	NaN
YNL143C	-0.946	NaN
YNL144C	-1.457	NaN
YNL145W	-1.328	NaN
YNL146C-A	-0.372	NaN
YNL146W	-0.178	NaN
YNL147W	2.034	NaN
YNL148C	0.637	NaN
YNL149C	NaN	0.782
YNL150W	NaN	0.805
YNL151C	NaN	-0.941
YNL152W	NaN	-0.440
YNL154C	0.131	NaN
YNL155W	-1.724	NaN
YNL157W	0.747	NaN
YNL158W	NaN	-1.267
YNL159C	0.722	NaN
YNL160W	0.320	NaN
YNL161W	NaN	1.033
YNL162W	0.700	NaN
YNL162W-A	0.094	NaN
YNL163C	NaN	-0.916
