orf	hap a | growth (culture turbidity) | L-cysteine [1 mM] | SC (2) | Bhat A~Sengupta S, 2019
YBR115C	0.19782804042087204
YBR116C	0.19139570449857013
YBR119W	0.23832976179772458
YBR120C	0.1767897385422779
YBR121C	0.20936286163101211
YBR125C	0.21793694975572417
YBR126C	0.24054332543631035
YBR127C	0.3143121117368144
YBR128C	0.14848717467055142
YBR129C	0.1636092649717163
YBR130C	0.16438107828900983
YBR131W	0.25403404952507314
YBR132C	0.14988417345616295
YBR133C	0.28947363738052306
YBR134W	0.11055664509076138
YBR137W	0.13035651999672934
YBR138C	0.1524303146648599
YBR139W	0.16026543148095446
YBR141C	0.21046821852865313
YBR144C	0.18775425516556968
YBR145W	0.1433078900807511
YBR146W	0.13808330883854694
YBR147W	0.3264221761353244
YBR148W	0.15232922602093002
YBR149W	0.14053421262608823
YBR150C	0.21264188036147777
YBR151W	0.15053906262708394
YBR156C	0.13742316589343573
YBR157C	0.12748083158184922
YBR158W	0.11039080200049062
YBR159W	0.12297434177683553
YBR161W	0.14697997753033934
YBR162C	0.14551249914181874
YBR162W-A	0.1647283299546889
YBR164C	0.17197537222395748
YBR165W	0.14224618081420284
YBR166C	0.14725819642874044
YBR168W	0.3187959455766545
YBR169C	0.28770636514743353
YBR170C	0.17158121753056887
YBR171W	0.14104175853703102
YBR172C	0.1366397688007989
YBR173C	0.25303515441746205
YBR174C	0.15027908447209498
YBR175W	0.14794628396879045
YBR176W	0.249038471192791
YBR177C	0.22710948330310374
YBR178W	0.1746078350899652
YBR179C	0.2112436882605741
YBR180W	0.23114141498343047
YBR181C	0.31198805050668726
YBR182C	0.17516943389531775
YBR183W	0.20816496522133585
YBR184W	0.17226131095875266
YBR185C	0.17576525108364327
YBR186W	0.2092174966465718
YBR187W	0.17803964771466113
YBR188C	0.15984943754380307
YBR189W	0.24736114948790905
YBR195C	0.19310222525791187
YBR197C	0.23838373931832363
YBR199W	0.2593812371508629
YBR200W	0.320017411419833
YBR201W	0.2576701821967719
YBR203W	0.25101191012238744
YBR204C	0.24333692424961026
YBR205W	0.23080940077846518
YBR206W	0.25892567896396895
YBR207W	0.22074936510833074
YBR208C	0.19099043744004549
YBR209W	0.26143194535354247
YBR210W	0.21872239020201387
YBR212W	0.1999709541452697
YBR213W	0.23234112908376495
YBR214W	0.28595498852486523
YBR215W	0.19639316450975478
YBR216C	0.21686844951525575
YBR217W	0.15304975611446422
YBR218C	0.25107941915801807
YBR219C	0.23128851469037395
YBR220C	0.20689221790842857
YBR221C	0.2905238372380423
YBR222C	0.14531098660913172
YBR223C	0.14533431236781047
YBR224W	0.25036697880980274
YBR225W	0.2749808685448858
YBR226C	0.30955512232501187
YBR227C	0.2437809652845638
YBR228W	0.24549352521501483
YBR229C	0.21098929431910735
YBR230C	0.23029705371560616
YBR231C	0.2696684457295479
YBR232C	0.27498244772177555
YBR233W	0.305503404163517
YBR235W	0.2502594569631479
YBR238C	0.2774811780173935
YBR239C	0.1794338043637404
YBR240C	0.18730396834965285
YBR241C	0.09915480648124386
YBR242W	0.29024093911430027
YBR244W	0.1889583594747151
YBR245C	0.225755008110781
YBR246W	0.22342651198268973
YBR248C	0.16151553606612745
YBR249C	0.2131420958465267
YBR250W	0.23508972511602494
YBR251W	0.3530644151935339
YBR255W	0.3002829799684322
YBR258C	0.20762510542435986
YBR259W	0.23053845333343276
YBR260C	0.18976911604651292
YBR261C	0.26066993817380074
YBR262C	0.24855826108617696
YBR263W	0.23261883560326538
YBR264C	0.23755437263036142
YBR268W	0.2101398111592198
YBR269C	0.2637514065164707
YBR270C	0.21988367030908637
YBR271W	0.2455283141099796
YBR272C	0.3376113300399102
YBR273C	0.26446371914724964
YBR274W	0.25518585593639304
YBR275C	0.20736596285374195
YBR276C	0.23397245082110185
YBR277C	0.23795552992237182
YBR278W	0.27249957722617973
YBR279W	0.32287603112115304
YBR280C	0.27329094056720166
YBR281C	0.24527614840922052
YBR282W	0.23548897340562458
YBR283C	0.2239131305104782
YBR284W	0.22757875178898893
YBR285W	0.25271732598760543
YBR286W	0.27847692516495276
YBR287W	0.26983335018313187
YBR288C	0.3485077239392766
YBR290W	0.28878342143440583
YBR291C	0.26290099345023454
YBR292C	0.266149462108999
YBR293W	0.24179281280744963
YBR294W	0.24315635145114753
YBR295W	0.24484519161713403
YBR296C	0.22076260125743283
YBR297W	0.23774053992917524
YBR298C	0.23139175166116385
YBR299W	0.21118339854354998
YBR300C	0.22205477627942855
YBR301W	0.21071805161398197
YCL001W	0.27938573051197596
YCL001W-A	0.24477513947110113
YCL002C	0.2701030265320576
YCL005W	0.19012727026425094
YCL008C	0.2807065181895807
YCL009C	0.24326046917567604
YCL010C	0.17729023189082632
YCL011C	0.260984817286052
YCL014W	0.2518365493322846
YCL016C	0.165467821125166
YCL022C	0.12437415117863608
YCL023C	0.1828305611226671
YCL024W	0.249951955658998
YCL025C	0.2847916852041784
YCL026C-A	0.21677771347198477
YCL027W	0.26971251843961497
YCL028W	0.3173207033724021
YCL029C	0.2539122930019959
YCL030C	0.2697516372461029
YCL032W	0.2955576102013233
YCL033C	0.18517024407176463
YCL034W	0.28412934554678754
YCL035C	0.20352360134393324
YCL036W	0.14934008456351
YCL037C	0.29940624518333175
YCL038C	0.19674855734617325
YCL039W	0.24170744762346166
YCL040W	0.22882771358359635
YCL042W	0.23722732079243664
YCL044C	0.22763831038631768
YCL045C	0.1947124805835736
YCL046W	0.19051272328796426
YCL047C	0.20413277611378783
YCL048W	0.22932926050799127
YCL049C	0.23018465613987224
YCL050C	0.1836994353203677
YCL051W	0.22248207460865815
YCL055W	0.2420842429602807
YCL056C	0.17624874456295864
YCL057W	0.26670097398280224
YCL058C	0.2869338519141825
YCL061C	0.19695248023206371
YCL063W	0.22190009963225021
YCL064C	0.21947263047418852
YCL069W	0.2072574236456758
YCL076W	0.14146745444269604
YCR001W	0.23411898116971283
YCR002C	0.10294887981524309
YCR003W	0.2579379944968751
YCR004C	0.2259795211694643
YCR005C	0.21387938601349285
YCR006C	0.25379514892434935
YCR007C	0.32526634927853587
YCR008W	0.33444214882866036
YCR009C	0.42722248289175757
YCR010C	0.2539275039694744
YCR011C	0.2694984130337175
YCR014C	0.30638404616841103
YCR015C	0.26745419059913805
YCR016W	0.2738109342218491
YCR017C	0.2556952891763267
YCR019W	0.192146475253271
YCR020C	0.2387103006062896
YCR020C-A	0.2521784515346274
YCR020W-B	0.28406748591532816
YCR021C	0.2486781015783311
YCR022C	0.23300969466222746
YCR023C	0.2415146726076026
YCR024C	0.4451784026250481
YCR024C-A	0.3441669899571386
YCR025C	0.27905438154412837
YCR026C	0.3045196330856645
YCR027C	0.2990169938741365
YCR028C	0.2650317983895909
YCR028C-A	0.2604438479630141
YCR030C	0.21260182525815843
YCR031C	0.3350781210655782
YCR032W	0.18905708624396264
YCR033W	0.1847848416428022
YCR036W	0.18066058710047947
YCR037C	0.20750242410277106
YCR043C	0.26369097031383004
YCR044C	0.2287999597770435
YCR045C	0.24464964408275566
YCR046C	0.18622809371841864
YCR047C	0.23023444853561675
YCR048W	0.18283434890986144
YCR049C	0.23350200335424653
YCR050C	0.2355407797996689
YCR051W	0.24712550282425122
YCR053W	0.11012918044201359
YCR059C	0.25503781389791896
YCR060W	0.2657253983756949
YCR061W	0.24458619660573971
YCR063W	0.21650262374589632
YCR065W	0.22773757728688818
YCR066W	0.22688900272245868
YCR067C	0.15937209640951874
YCR068W	0.22826911210385717
YCR069W	0.20244423682148582
YCR071C	0.13744851656854756
YCR073C	0.20373750496423879
YCR073W-A	0.1815299128479046
YCR075C	0.2048695512208648
YCR076C	0.2266855396247774
YCR077C	0.18758404069494394
YCR079W	0.2075253906745175
YCR081W	0.3532553991775856
YCR082W	0.17261846548319376
YCR083W	0.2530226366535738
YCR084C	0.24128606216589943
YCR085W	0.19347592373935146
YCR086W	0.18585785665640578
YCR087C-A	0.20950473957419571
YCR087W	0.20304356962411282
YCR088W	0.2983763173629359
YCR089W	0.19319292136824293
YCR090C	0.23402495915079427
YCR091W	0.19857431288539912
YCR092C	0.20427207941781525
YCR094W	0.23511079113054612
YCR095C	0.16723456196709183
YCR098C	0.20827790233569402
YCR099C	0.24886853197969117
YCR100C	0.24120549339840683
YCR101C	0.23681769211342654
YCR102C	0.24463246730831426
YCR102W-A	0.188566284437805
YCR105W	0.27169912817709146
YCR106W	0.27693986560279954
YCR107W	0.19951440768655926
YDL001W	0.1981984639412634
YDL002C	0.12115072811869967
YDL006W	0.14862790834892686
YDL009C	0.137667650037142
YDL010W	0.12552682434696247
YDL011C	0.13474133032913488
YDL012C	0.13936458046653358
YDL013W	0.1773024325137687
YDL018C	0.1604199033781884
YDL019C	0.14618695660927877
YDL020C	0.19269668727141748
YDL021W	0.07136595457557889
YDL022W	0.12808871928851945
YDL023C	0.13295391290277891
YDL024C	0.1392259960071229
YDL025C	0.11913552780759042
YDL026W	0.14756129716851962
YDL027C	0.16931383696928376
YDL032W	0.26764629501516357
YDL033C	0.24180616834151333
YDL034W	0.1597732013144459
YDL035C	0.37040157703336596
YDL036C	0.1473182048903891
YDL037C	0.140080577395223
YDL039C	0.15061418005395985
YDL040C	0.25063020574623923
YDL041W	0.17226276344517083
YDL042C	0.12485801130241786
YDL046W	0.1449984039198396
YDL048C	0.17526285049388926
YDL050C	0.12438791461075467
YDL051W	0.10229493591272389
YDL052C	0.14793509283680462
YDL053C	0.10257136794004285
YDL054C	0.17314644184816286
YDL056W	0.10311401718777477
YDL059C	0.12619039668342297
YDL062W	0.13912726748540463
YDL065C	0.09863684946046213
YDL066W	0.1391889927244522
YDL070W	0.14310449487096855
YDL071C	0.16632532904021605
YDL072C	0.26516777154261584
YDL073W	0.21335097306398002
YDL074C	0.20428601040228858
YDL076C	0.14304516280867594
YDL077C	0.22806896945991195
YDL078C	0.12408450594127839
YDL079C	0.12448699154258112
YDL080C	0.1133642192056052
YDL081C	0.2651097143410803
YDL082W	0.18663822147896109
YDL083C	0.29710242599051045
YDL085W	0.12826215084632553
YDL086W	0.17546177288076273
YDL088C	0.2407307399169095
YDL089W	0.220254033424604
YDL091C	0.22064936594425
YDL093W	0.2314033423332854
YDL094C	0.22488772836068546
YDL095W	0.24249212805611248
YDL096C	0.13496669941705372
YDL099W	0.16576735337984103
YDL100C	0.3574046145367734
YDL101C	0.30443597737468076
YDL104C	0.22523692031999207
YDL106C	0.16973625364335196
YDL107W	0.2556247043925608
YDL109C	0.19738634903412786
YDL110C	0.22543372106342843
YDL112W	0.21522938395195282
YDL113C	0.2266207739757805
YDL114W	0.17030531671923296
YDL118W	0.20238880483312252
YDL119C	0.24555835457503716
YDL121C	0.1542988727459036
YDL122W	0.24777650613333904
YDL123W	0.20410867575207886
YDL124W	0.22924161460640283
YDL125C	0.15103592200388632
YDL127W	0.2359567910585155
YDL128W	0.24597534451445824
YDL129W	0.30220678988019417
YDL130W	0.32767417941208155
YDL130W-A	0.22973877944770982
YDL131W	0.21691806282671136
YDL133C-A	0.28354395264273685
YDL133W	0.24693573794447085
YDL134C	0.18055391786113043
YDL135C	0.5229674749124061
YDL136W	0.5147637617843006
YDL137W	0.30196978348657694
YDL138W	0.2895899159190587
YDL142C	0.14731103125084083
YDL144C	0.1481575601138914
YDL149W	0.1664667905083816
YDL154W	0.18325598725643863
YDL155W	0.2175234722817912
YDL156W	0.21274683418537593
YDL157C	0.3732500903243456
YDL159W	0.3839828152624636
YDL161W	0.24166858087468193
YDL162C	0.22828062917990036
YDL167C	0.24570696085446145
YDL168W	0.2775222140808325
YDL169C	0.24502523661924155
YDL170W	0.1625220061845922
YDL171C	0.2090542468958651
YDL172C	0.11636843132671601
YDL173W	0.1212588030803887
YDL174C	0.2154589718573359
YDL175C	0.30410160467993747
YDL176W	0.3839592304010982
YDL177C	0.22198427131677662
YDL178W	0.3184576747475362
YDL179W	0.44077790183136883
YDL180W	0.2313206606464331
YDL181W	0.23620964947567633
YDL182W	0.23086155199249167
YDL183C	0.15167373689545935
YDL184C	0.20903411178180073
YDL185W	0.2676459491763447
YDL186W	0.26772274550051167
YDL187C	0.3552625908330233
YDL188C	0.2604584196796808
YDL189W	0.29257385316339585
YDL190C	0.3445682543907761
YDL191W	0.2584017318048429
YDL192W	0.2296031623334373
YDL194W	0.43632053300753504
YDL197C	0.2407419708485077
YDL199C	0.18927974182309718
YDL200C	0.25986514293912616
YDL201W	0.21806594099772852
YDL203C	0.39373086190554973
YDL204W	0.31357932521215
YDL206W	0.20096396425053928
YDL210W	0.2445273211898622
YDL211C	0.23372852060122726
YDL213C	0.30051403061775683
YDL214C	0.24090781194278996
YDL215C	0.33734169316299867
YDL216C	0.38552577888529277
YDL218W	0.3208156171389718
YDL219W	0.2739075550345275
YDL222C	0.3319296026202114
YDL223C	0.3122647987223147
YDL224C	0.3461010388252372
YDL225W	0.21007432436209714
YDL226C	0.28885775693980403
YDL227C	0.17049862519029238
YDL229W	0.19374163367988864
YDL230W	0.2453468533476487
YDL231C	0.2326711213978048
YDL233W	0.29875408512436363
YDL234C	0.31001959533073337
YDL236W	0.31639909684696005
YDL237W	0.3228136949668802
YDL238C	0.3274741227694599
YDL239C	0.1895847962567319
YDL240W	0.22781830134030423
YDL241W	0.29910238659037286
YDL242W	0.2852462816308679
YDL243C	0.27553592227237556
YDR001C	0.31113900478857637
YDR003W	0.28658703751746684
YDR004W	0.27897503050621986
YDR005C	0.29589833258551757
YDR006C	0.25179082540823927
YDR007W	0.15371932224531637
YDR008C	0.31401890907227303
YDR009W	0.31455551980654195
YDR010C	0.3119875476758414
YDR011W	0.2275592169391299
YDR014W	0.22278272175309563
YDR015C	0.22957290032331393
YDR018C	0.20942207817045586
YDR019C	0.22516520706377421
YDR020C	0.20993155369065483
YDR026C	0.3294174446263304
YDR027C	0.23811556670851003
YDR028C	0.2723106896315938
YDR029W	0.3088162761696106
YDR030C	0.23685950785912493
YDR031W	0.2658406783439415
YDR032C	0.25061369983315707
YDR033W	0.26392246056699986
YDR034C	0.2841914752426205
YDR035W	0.2680001175601605
YDR036C	0.23526261008355118
YDR042C	0.27066435787165843
YDR043C	0.308034223790351
YDR046C	0.2377563505080187
YDR048C	0.23164842588053064
YDR049W	0.22238929081137795
YDR050C	0.2991668458919833
YDR051C	0.27215366526524604
YDR055W	0.2708044225403132
YDR056C	0.28561187882460676
YDR057W	0.26881896460875376
YDR058C	0.18183003460251707
YDR059C	0.326301236323603
YDR061W	0.28872515824360756
YDR063W	0.24355330084978155
YDR065W	0.3894383297993644
YDR066C	0.1867870601049736
YDR067C	0.15018332348207264
YDR068W	0.2794555487588907
YDR069C	0.27600939203085206
YDR070C	0.2238263818569747
YDR071C	0.23293051285045557
YDR072C	0.25701702977144414
YDR073W	0.1993119437723562
YDR074W	0.19529290264305546
YDR075W	0.1754496867847706
YDR076W	0.19750009124789758
YDR077W	0.2213291340444801
YDR079W	0.17631984282963145
YDR080W	0.3841897978657037
YDR083W	0.3929348593238006
YDR084C	0.22777622521008803
YDR085C	0.2014547634411685
YDR089W	0.19918605395514022
YDR090C	0.22452098203174814
YDR092W	0.2531454369000055
YDR093W	0.21435484876120603
YDR094W	0.20466547011971534
YDR095C	0.18092129025125497
YDR096W	0.18506440195020163
YDR097C	0.15460454550941588
YDR098C	0.21387381352538423
YDR099W	0.22152878427955336
YDR100W	0.2031714668114612
YDR101C	0.30431360618412007
YDR102C	0.18898858821530526
YDR103W	0.19563188707298562
YDR104C	0.1829016166079551
YDR105C	0.21839714854916545
YDR107C	0.19727422946892698
YDR108W	0.17289507566912074
YDR109C	0.1954561464431154
YDR110W	0.1588919291677724
YDR111C	0.16912573347824233
YDR112W	0.22444667501265467
YDR114C	0.2844476512639659
YDR116C	0.2055352184241472
YDR117C	0.18550791351478998
YDR119W	0.18371209269061287
YDR120C	0.1545591391993966
YDR121W	0.2269382817024953
YDR122W	0.18702720302849718
YDR123C	0.2240694127327896
YDR124W	0.22115195796373646
YDR125C	0.2021718617025749
YDR126W	0.26285379664624064
YDR127W	0.2165879197544631
YDR128W	0.1932384212157345
YDR129C	0.3114291411632444
YDR130C	0.2151525117184894
YDR131C	0.2146769203934768
YDR132C	0.23973995660037128
YDR133C	0.2248251855571762
YDR135C	0.17927023722662164
YDR136C	0.15972879098530704
YDR137W	0.19148544025407035
YDR138W	0.2244588385432201
YDR139C	0.22019387501345122
YDR140W	0.20338883309446876
YDR142C	0.21554410716095226
YDR143C	0.18477955311563096
YDR144C	0.23369853935040263
YDR146C	0.2570995025117299
YDR147W	0.2575815559151383
YDR150W	0.1800480911051514
YDR151C	0.25628948976883925
YDR152W	0.14905856508655607
YDR153C	0.14806936490785225
YDR154C	0.14764761244598912
YDR155C	0.15497900699937509
YDR156W	0.1856120904853091
YDR157W	0.14200156399182667
YDR158W	0.2556355388064613
YDR161W	0.14037824316631178
YDR162C	0.06825391876466828
YDR163W	0.18316634962196196
YDR165W	0.17246788878925173
YDR169C	0.16495339932998462
YDR171W	0.10208043316491336
YDR173C	0.16667493316493676
YDR174W	0.2548716464990916
YDR175C	0.16422056462764892
YDR178W	0.14857159217024202
YDR179C	0.15195442442365684
YDR179W-A	0.0854946841838243
YDR181C	0.18720305684713082
YDR183W	0.16519281870851146
YDR184C	0.19136194808903417
YDR185C	0.14889335304003087
YDR186C	0.19240515448846285
YDR191W	0.17994923655505562
YDR192C	0.1974312626996019
YDR193W	0.058904584891854295
YDR194C	0.21929720473739772
YDR195W	0.1443952833746884
YDR197W	0.18080273150366644
YDR198C	0.14935109731166513
YDR199W	0.19044752046805477
YDR200C	1.9611964531906012
YDR202C	0.2163584864208007
YDR203W	0.2339949574178073
YDR204W	0.31112959444230437
YDR205W	0.18552540771356948
YDR206W	0.15086246799201153
YDR209C	0.24320555063970067
YDR210W	0.19627552525539016
YDR213W	0.0415728675505944
YDR214W	0.3141096317367173
YDR215C	0.23098131182192924
YDR216W	0.23697048994641437
YDR217C	0.1786870481975915
YDR218C	0.18518911034596514
YDR219C	0.22465612323095566
YDR220C	0.20770732052308746
YDR221W	0.3483475471535234
YDR222W	0.2657309670688318
YDR223W	0.2650450291997211
YDR225W	0.24766243407747018
YDR226W	2.5622731645324786
YDR227W	0.2322160100648914
YDR229W	0.2550507308911844
YDR230W	0.302394834148129
YDR231C	0.281082508936616
YDR233C	0.2675108283727967
YDR234W	0.23348928161718008
YDR237W	0.3644434908932362
YDR239C	0.27366769772664273
YDR241W	0.2456258076169984
YDR242W	0.28554594545399464
YDR244W	0.11835054125267018
YDR245W	0.3053326962527542
YDR247W	0.16285147874119277
YDR248C	0.20272472916257867
YDR249C	0.17382089589961675
YDR250C	0.3107147412520046
YDR251W	0.22661928981300872
YDR252W	0.2585594795323604
YDR253C	0.26775199287263174
YDR254W	0.0759323949342684
YDR255C	0.07715843156823383
YDR256C	0.2463247328228273
YDR257C	0.2631873471471264
YDR258C	0.25354349048918556
YDR259C	0.23423321917010256
YDR260C	0.2614755749781273
YDR261C	0.2607234423961532
YDR262W	0.2529516286125929
YDR263C	0.26522811899097765
YDR264C	0.2489897685717607
YDR265W	0.207206350096576
YDR266C	0.280210259437236
YDR268W	0.355431095322512
YDR269C	0.2438170741963431
YDR270W	0.23956851582986702
YDR271C	0.18651604346323714
YDR272W	0.2233638761348735
YDR273W	0.24288907076563715
YDR274C	0.18929329539953862
YDR275W	0.26056354222040484
YDR277C	0.2275377232846742
YDR278C	0.21958508787419578
YDR279W	0.24537169304563952
YDR281C	0.20975324666019085
YDR282C	0.19828670746877414
YDR283C	0.2778849790299013
YDR284C	0.2119628566296638
YDR285W	0.20426929345771783
YDR286C	0.1853498849711838
YDR287W	0.1678694239038932
YDR289C	0.11201838363033659
YDR290W	0.15268430105926833
YDR291W	0.21760669932955806
YDR293C	0.2756759000778764
YDR294C	0.3937993229974782
YDR295C	0.2606370787789417
YDR297W	0.2579976115525256
YDR298C	0.3706029685296412
YDR300C	0.23629887199795085
YDR304C	0.21697451019138664
YDR305C	0.21314404221179487
YDR306C	0.1778405303274938
YDR307W	0.19325111576233944
YDR309C	0.17176723778084904
YDR310C	0.23854105163825515
YDR312W	0.302015900750602
YDR313C	0.2656878299504931
YDR314C	0.2367061167620901
YDR315C	0.2965318627717615
YDR316W	0.2060991004935395
YDR317W	0.23398767005458235
YDR318W	0.23063163484338045
YDR319C	0.16731966150654703
YDR320C	0.191502420005407
YDR321W	0.18509091680234463
YDR322W	0.18461319386967556
YDR323C	0.17893890927704315
YDR326C	0.19278607487200775
YDR329C	0.1823004404177448
YDR330W	0.2275122112446023
