orf	hap a | growth (culture turbidity) | L-cysteine [1 mM] | SC (2) | Bhat A~Sengupta S, 2019
YBR025C	0.8054607562895827
YBR026C	0.6281303501891216
YBR027C	0.7037643484515813
YBR028C	0.8814364972842551
YBR030W	0.7935959519286563
YBR031W	0.8197729225213851
YBR032W	0.6657095040072085
YBR033W	0.7150271192372586
YBR034C	0.6717949000046358
YBR035C	0.7372282301478923
YBR036C	0.6068965130393372
YBR037C	0.773899794623503
YBR040W	0.6310640040953723
YBR041W	0.4125412578839892
YBR042C	0.5791449987407512
YBR043C	0.6361428214991188
YBR044C	0.7987759651190816
YBR045C	0.6587320205087038
YBR046C	0.6505914872799926
YBR047W	0.6302058262433081
YBR048W	0.8990061451126516
YBR050C	0.6029708039166939
YBR051W	0.5313662175073403
YBR052C	0.6287824928605918
YBR053C	0.6399112927042809
YBR054W	0.6012511411561965
YBR056W	0.5717232051461141
YBR057C	0.5903051035527268
YBR058C	0.8327093934571944
YBR059C	0.47167055448163364
YBR062C	0.518195330886325
YBR063C	0.5606638303153446
YBR064W	0.5291622805230701
YBR065C	0.5536634410128393
YBR066C	0.5409575975160736
YBR067C	0.42652762318389226
YBR068C	0.41774675310098885
YBR069C	0.6760700143892096
YBR071W	0.5864937033722629
YBR072W	0.5390588478481724
YBR073W	0.6078478499984747
YBR074W	0.6215285623955069
YBR076W	0.5156786843169814
YBR077C	0.7147417769607299
YBR078W	0.48659005238070446
YBR083W	0.6000000219057762
YBR084C-A	0.798170382521812
YBR084W	0.6129466765441942
YBR085W	0.40295168913083007
YBR089C-A	0.4209568199828714
YBR090C	0.44448082234444874
YBR092C	0.49384616376474333
YBR093C	0.43343377214269735
YBR094W	0.4910787733459941
YBR095C	0.44411860485051974
YBR097W	0.5184671007267182
YBR098W	0.5430500430564275
YBR099C	0.4564994885156833
YBR101C	0.5456198733221314
YBR103W	0.46161648471423455
YBR104W	0.541918553448908
YBR105C	0.4222162968509513
YBR106W	0.6129535911569811
YBR107C	0.4447632571635122
YBR108W	0.46823122846087983
YBR111C	0.5024967642140173
YBR113W	0.4398710597285682
YBR114W	0.45102355830740837
YBR115C	0.4360319821275623
YBR116C	0.42267073408216826
YBR119W	0.5201621569378205
YBR120C	0.3923312218984262
YBR121C	0.4599921125078176
YBR125C	0.4778022081839693
YBR126C	0.524760171282324
YBR127C	0.6779926926671789
YBR128C	0.33354113680669256
YBR129C	0.3649527424689796
YBR130C	0.36655595307577366
YBR131W	0.5527831030817916
YBR132C	0.3364429826554072
YBR133C	0.6263982142455978
YBR134W	0.25475184154436387
YBR137W	0.29588014129145424
YBR138C	0.3417318271216994
YBR139W	0.3580069316108029
YBR141C	0.4622881598328434
YBR144C	0.4151067156026201
YBR145W	0.3227827269633764
YBR146W	0.3119302269146195
YBR147W	0.7031477181864746
YBR148W	0.34152184579260925
YBR149W	0.3170212442116477
YBR150C	0.46680329014724126
YBR151W	0.3378033184277632
YBR156C	0.3105589780026237
YBR157C	0.2899067613752621
YBR158W	0.25440735228066735
YBR159W	0.2805458808450551
YBR161W	0.3304103869380701
YBR162C	0.3273621408596436
YBR162W-A	0.36727726422857393
YBR164C	0.38233082028111615
YBR165W	0.320577344496758
YBR166C	0.3309883032281017
YBR168W	0.6873065122269937
YBR169C	0.6227272363994041
YBR170C	0.3815120821601231
YBR171W	0.31807551856741006
YBR172C	0.308931705577925
YBR173C	0.5507081981848244
YBR174C	0.3372632918095719
YBR175W	0.33241759865212905
YBR176W	0.5424062878728105
YBR177C	0.4968553946797668
YBR178W	0.3877989720921973
YBR179C	0.4638989655440263
YBR180W	0.505230523083143
YBR181C	0.6731651527278003
YBR182C	0.38896552511911503
YBR183W	0.45750384211029704
YBR184W	0.3829247722151466
YBR185C	0.3902031565704397
YBR186W	0.4596901603651305
YBR187W	0.3949275332055709
YBR188C	0.35714282901311534
YBR189W	0.538922155261958
YBR195C	0.42621551896834375
YBR197C	0.5202742790424977
YBR199W	0.5638902811080087
YBR200W	0.6898437410512998
YBR201W	0.5603360777925934
YBR203W	0.5465055151767445
YBR204C	0.5305630346798036
YBR205W	0.5045408631834237
YBR206W	0.5629439956515704
YBR207W	0.4836441572965093
YBR208C	0.42182891335654343
YBR209W	0.5681500121444002
YBR210W	0.4794337250628337
YBR212W	0.44048324247176857
YBR213W	0.5077225691876613
YBR214W	0.6190892769150578
YBR215W	0.43305145791452687
YBR216C	0.4755827195064637
YBR217W	0.34301853088806616
YBR218C	0.5466457449441667
YBR219C	0.505536078591378
YBR220C	0.45486009141812594
YBR221C	0.6285796893680181
YBR222C	0.32694355903089434
YBR223C	0.32699201129634164
YBR224W	0.5451658638675196
YBR225W	0.5962938351185499
YBR226C	0.6681114743589066
YBR227C	0.5314853967084684
YBR228W	0.5350427261607477
YBR229C	0.46337053845404835
YBR230C	0.5034766158749998
YBR231C	0.5852588705558879
YBR232C	0.5962971153847528
YBR233W	0.6596952454772553
YBR235W	0.5449425194898616
YBR238C	0.6014874779033734
YBR239C	0.39782347536833923
YBR240C	0.4141713798378669
YBR241C	0.23106794261938426
YBR242W	0.6279920533912047
YBR244W	0.41760788104879004
YBR245C	0.4940418788381563
YBR246W	0.4892051267288179
YBR248C	0.36060364882939044
YBR249C	0.46784233774248785
YBR250W	0.5134319528092911
YBR251W	0.758488976609749
YBR255W	0.6488513804466891
YBR258C	0.4563824453511317
YBR259W	0.5039780511561799
YBR260C	0.41929198458303885
YBR261C	0.5665671708463268
YBR262C	0.5414087954492371
YBR263W	0.508299421164251
YBR264C	0.5185515185753353
YBR268W	0.46160599205181685
YBR269C	0.572967996824288
YBR270C	0.48184593607733944
YBR271W	0.5351149896526524
YBR272C	0.7263898284467482
YBR273C	0.5744476126062787
YBR274W	0.555175635335675
YBR275C	0.45584415440877873
YBR276C	0.5111111506668763
YBR277C	0.5193848024940414
YBR278W	0.5911396968424119
YBR279W	0.6957816658360363
YBR280C	0.5927835167580922
YBR281C	0.5345911910642265
YBR282W	0.5142612713482289
YBR283C	0.4902159307247229
YBR284W	0.4978301591689875
YBR285W	0.5500480049768688
YBR286W	0.6035558438577857
YBR287W	0.5856014100834779
YBR288C	0.7490238176302065
YBR290W	0.6249644976965314
YBR291C	0.5712015188206082
YBR292C	0.577949237851723
YBR293W	0.5273556064239335
YBR294W	0.530187948866554
YBR295W	0.5336960076245758
YBR296C	0.48367165142515167
YBR297W	0.5189382252845991
YBR298C	0.5057505224249775
YBR299W	0.4637737317450649
YBR300C	0.48635575735424136
YBR301W	0.4628071131125455
YCL001W	0.6054436143059143
YCL001W-A	0.5335504953082784
YCL002C	0.5861615817899151
YCL005W	0.4200359425167516
YCL008C	0.608187154442646
YCL009C	0.5304042222018013
YCL010C	0.39337084667172817
YCL011C	0.5672212377318133
YCL014W	0.5482184557265675
YCL016C	0.36881333527266635
YCL022C	0.2834535649056597
YCL023C	0.4048792184380585
YCL024W	0.5443037777872114
YCL025C	0.616672863281274
YCL026C-A	0.475394242599249
YCL027W	0.585350418388332
YCL028W	0.6842421391506889
YCL029C	0.552530190434562
YCL030C	0.5854316759723635
YCL032W	0.6390358424637237
YCL033C	0.4097392078117609
YCL034W	0.6152970513585762
YCL035C	0.44786280115970023
YCL036W	0.3353128012187887
YCL037C	0.6470302269691264
YCL038C	0.43378967990701944
YCL039W	0.527178285865511
YCL040W	0.5004245025830358
YCL042W	0.5178721665043304
YCL044C	0.4979538742861328
YCL045C	0.4295603412976607
YCL046W	0.4208366055296742
YCL047C	0.4491281789791021
YCL048W	0.5014663158440644
YCL049C	0.503243143632999
YCL050C	0.40668404390363616
YCL051W	0.48724334143492104
YCL055W	0.527960965131395
YCL056C	0.39120746921572075
YCL057W	0.579094838304634
YCL058C	0.6211225719271974
YCL061C	0.4342132685213933
YCL063W	0.4860344630259066
YCL064C	0.48099212414075104
YCL069W	0.45561869676801797
YCL076W	0.31895977409389437
YCR001W	0.5114155235039947
YCR002C	0.23894899167066536
YCR003W	0.5608923774968547
YCR004C	0.4945082373590316
YCR005C	0.4693738368621325
YCR006C	0.552286858758886
YCR007C	0.7007468346633465
YCR008W	0.7198068052999785
YCR009C	0.9125301133059335
YCR010C	0.5525617866558952
YCR011C	0.5849056786436092
YCR014C	0.661524515031693
YCR015C	0.5806594198445817
YCR016W	0.5938636475668216
YCR017C	0.5562338300511784
YCR019W	0.4242302350783781
YCR020C	0.5209526121431383
YCR020C-A	0.5489286549742358
YCR020W-B	0.6151685565333822
YCR021C	0.5416577281170728
YCR022C	0.509111313593481
YCR023C	0.5267778536065368
YCR024C	0.9498281494062967
YCR024C-A	0.7400072450918649
YCR025C	0.6047553362367222
YCR026C	0.6576517562145913
YCR027C	0.6462216741576788
YCR028C	0.575627626796776
YCR028C-A	0.566097536265135
YCR030C	0.4667200876874509
YCR031C	0.7211278468174126
YCR032W	0.41781295629183873
YCR033W	0.4089386498942537
YCR036W	0.40037174844383994
YCR037C	0.45612761171245286
YCR043C	0.5728424587454068
YCR044C	0.5003668523766356
YCR045C	0.5332898162901905
YCR046C	0.4119365730760144
YCR047C	0.5033465723964146
YCR048W	0.40488708642954063
YCR049C	0.5101339371984087
YCR050C	0.5143688835888712
YCR051W	0.5384326700170587
YCR053W	0.2538639119847844
YCR059C	0.5548681224164042
YCR060W	0.5770683726736333
YCR061W	0.533158023192239
YCR063W	0.4748228262258809
YCR065W	0.4981600714899544
YCR066W	0.4963974124221896
YCR067C	0.3561512960188062
YCR068W	0.49926417560082054
YCR069W	0.44562074519589145
YCR071C	0.31061163642444417
YCR073C	0.4483071217553956
YCR073W-A	0.40217751186849604
YCR075C	0.45065860821635567
YCR076C	0.49597477887987435
YCR077C	0.4147531461077402
YCR079W	0.4561753178748118
YCR081W	0.7588856885374897
YCR082W	0.3836666535859635
YCR083W	0.5506821962859333
YCR084C	0.526302984001737
YCR085W	0.42699176544629736
YCR086W	0.4111675166584227
YCR087C-A	0.4602868213684779
YCR087W	0.4468656792811708
YCR088W	0.6448908609218015
YCR089W	0.42640391292685637
YCR090C	0.5112202209682325
YCR091W	0.4375821392755157
YCR092C	0.4494175397993603
YCR094W	0.5134757111342209
YCR095C	0.3724832093131458
YCR098C	0.45773843508191703
YCR099C	0.5420532901428579
YCR100C	0.5261356265595599
YCR101C	0.517021285820723
YCR102C	0.5332541366946744
YCR102W-A	0.41679346279019136
YCR105W	0.5894770040941232
YCR106W	0.600363063766922
YCR107W	0.4395349041771334
YDL001W	0.4368014258564939
YDL002C	0.2767578705919149
YDL006W	0.333833468800517
YDL009C	0.3110668204608976
YDL010W	0.28584789758717916
YDL011C	0.3049882692236644
YDL012C	0.314591684313898
YDL013W	0.39339618980545293
YDL018C	0.35832780063255737
YDL019C	0.32876312389716766
YDL020C	0.4253731354711457
YDL021W	0.1733449400129787
YDL022W	0.291169465707044
YDL023C	0.30127544578243226
YDL024C	0.31430381667766294
YDL025C	0.2725718965471623
YDL026W	0.3316179040785316
YDL027C	0.3768022793048964
YDL032W	0.5810584591335953
YDL033C	0.5273833485390157
YDL034W	0.35698447111906395
YDL035C	0.7945017288265576
YDL036C	0.33111295280340297
YDL037C	0.3160789531194327
YDL039C	0.33795935234532354
YDL040C	0.545712638854467
YDL041W	0.3829277893199045
YDL042C	0.28445863914481884
YDL046W	0.3262942622751313
YDL048C	0.38915957007574475
YDL050C	0.28348215430657314
YDL051W	0.2375906194098141
YDL052C	0.3323943524329985
YDL053C	0.2381648240112706
YDL054C	0.38476336608040873
YDL056W	0.23929201501748876
YDL059C	0.2872262700308151
YDL062W	0.3140987377943821
YDL065C	0.22999204230647874
YDL066W	0.31422695345966106
YDL070W	0.32236023443780304
YDL071C	0.37059455069615627
YDL072C	0.5759100702274403
YDL073W	0.468276217494282
YDL074C	0.4494464772400215
YDL076C	0.3222369898792302
YDL077C	0.49884843930493755
YDL078C	0.28285191382458275
YDL079C	0.2836879569073235
YDL080C	0.2605837344379227
YDL081C	0.5757894738096059
YDL082W	0.4127884904517706
YDL083C	0.6422447337892228
YDL085W	0.29152971773534864
YDL086W	0.38957277165366344
YDL088C	0.5251494686375666
YDL089W	0.48261525433326863
YDL091C	0.48343643903493927
YDL093W	0.5057745985688699
YDL094C	0.4922403653591111
YDL095W	0.5288082240440604
YDL096C	0.30545640588845013
YDL099W	0.36943552366591137
YDL100C	0.7675044385961819
YDL101C	0.657477986573458
YDL104C	0.4929657068897945
YDL106C	0.3776797232115753
YDL107W	0.5560872113397929
YDL109C	0.4351145007881096
YDL110C	0.4933745013900093
YDL112W	0.4721780525521115
YDL113C	0.49584024767511126
YDL114W	0.378861781021081
YDL118W	0.4455056018708043
YDL119C	0.5351773897060516
YDL121C	0.34561319592917855
YDL122W	0.5397849340772949
YDL123W	0.44907811770825634
YDL124W	0.5012842577790891
YDL125C	0.3388353947150291
YDL127W	0.5152330221671837
YDL128W	0.5360435611996331
YDL129W	0.6528475183557989
YDL130W	0.7057483793671817
YDL130W-A	0.5023169685772177
YDL131W	0.475685776275998
YDL133C-A	0.6140810732303326
YDL133W	0.5380384904126854
YDL134C	0.4001501751020599
YDL135C	1.1114116087602857
YDL136W	1.0943708560194607
YDL137W	0.6523552086798561
YDL138W	0.6266397480234503
YDL142C	0.331098051719481
YDL144C	0.33285646145638353
YDL149W	0.37088839445491767
YDL154W	0.4057629135943712
YDL155W	0.47694333278362727
YDL156W	0.467021300228082
YDL157C	0.8004186605759429
YDL159W	0.8227126765964654
YDL161W	0.5270975518557458
YDL162C	0.4992880988709404
YDL167C	0.5354860746666126
YDL168W	0.6015727180135041
YDL169C	0.5340699970992473
YDL170W	0.3626942885387469
YDL171C	0.4593510579863231
YDL172C	0.2668240837940515
YDL173W	0.2769823639001106
YDL174C	0.47265495254444706
YDL175C	0.6567834276188204
YDL176W	0.8226636861229227
YDL177C	0.4862093044472721
YDL178W	0.6866038560677126
YDL179W	0.9406874292482518
YDL180W	0.5056028521706423
YDL181W	0.515758259666105
YDL182W	0.504649191684126
YDL183C	0.340160263794675
YDL184C	0.4593092333278031
YDL185W	0.581057740757208
YDL186W	0.5812172620801866
YDL187C	0.7630550270028463
YDL188C	0.5661278046346951
YDL189W	0.6328379824059623
YDL190C	0.7408407515651565
YDL191W	0.5618556526234193
YDL192W	0.5020352647102426
YDL194W	0.9314285828191404
YDL197C	0.5251727975284513
YDL199C	0.4182754564562336
YDL200C	0.5648954502014277
YDL201W	0.4780701487892054
YDL203C	0.8429613188828176
YDL204W	0.6764705485132305
YDL206W	0.44254592304199314
YDL210W	0.5330357271795902
YDL211C	0.5106044588191742
YDL213C	0.64933131885071
YDL214C	0.5255172826460804
YDL215C	0.7258297387315781
YDL216C	0.8259177206020438
YDL218W	0.6915017739546636
YDL219W	0.5940643483169282
YDL222C	0.7145877443675098
YDL223C	0.6737400141156047
YDL224C	0.7440246513608663
YDL225W	0.4614699628781817
YDL226C	0.6251189074068143
YDL227C	0.3792633213731863
YDL229W	0.4275436981293115
YDL230W	0.534738059360874
YDL231C	0.5084080292155919
YDL233W	0.6456755601080627
YDL234C	0.6690762776768301
YDL236W	0.6823277780950122
YDL237W	0.695652181177664
YDL238C	0.7053328217132463
YDL239C	0.41890911551950005
YDL240W	0.49832775149204844
YDL241W	0.6463990519060872
YDL242W	0.6176171509694355
YDL243C	0.5974467927098658
YDR001C	0.6714015149796182
YDR003W	0.6204021690694789
YDR004W	0.6045905082624121
YDR005C	0.6397435909931581
YDR006C	0.5481234779924817
YDR007W	0.344409353641289
YDR008C	0.6773836520984292
YDR009W	0.6784982999046063
YDR010C	0.6731641082475776
YDR011W	0.49778958137926244
YDR014W	0.48786784567715763
YDR015C	0.5019724044634373
YDR018C	0.4601151171023311
YDR019C	0.49281674411545506
YDR020C	0.4611733996424007
YDR026C	0.7093694898343337
YDR027C	0.5197172309029133
YDR028C	0.5907473395348264
YDR029W	0.6665767431401165
YDR030C	0.5171081454868269
YDR031W	0.577307832221302
YDR032C	0.5456783527721524
YDR033W	0.5733233102945259
YDR034C	0.6154261071614815
YDR035W	0.5817934193167794
YDR036C	0.5137910694602777
YDR042C	0.5873275792369788
YDR043C	0.6649522639540173
YDR046C	0.5189710670186473
YDR048C	0.5062836861081625
YDR049W	0.4870506109331206
YDR050C	0.6465329467660654
YDR051C	0.5904211685242811
YDR055W	0.5876185215638252
YDR056C	0.6183765694527439
YDR057W	0.5834943283892612
YDR058C	0.402800924770999
YDR059C	0.7028965020120564
YDR061W	0.6248434733978045
YDR063W	0.5310124921492252
YDR065W	0.8340448712802123
YDR066C	0.41309765804265985
YDR067C	0.3370643770830687
YDR068W	0.6055886407669684
YDR069C	0.5984302840824267
YDR070C	0.4900357364234512
YDR071C	0.5089468371356984
YDR072C	0.5589793495881479
YDR073W	0.4391143461387186
YDR074W	0.43076599398766824
YDR075W	0.3895476664153174
YDR076W	0.4353507661122107
YDR077W	0.484848453318744
YDR079W	0.39135515453378994
YDR080W	0.8231426208556549
YDR083W	0.8413078623363942
YDR084C	0.4982403509552295
YDR085C	0.44356541111066494
YDR089W	0.43885284781298906
YDR090C	0.491478559892192
YDR092W	0.5509372769552935
YDR093W	0.47036146807189483
YDR094W	0.45023469095724905
YDR095C	0.4009132810232642
YDR096W	0.409519352559029
YDR097C	0.34624813938725396
YDR098C	0.46936226168994805
YDR099W	0.4852631667829283
YDR100W	0.44713134731609805
YDR101C	0.6572237971389444
YDR102C	0.4176706721881217
YDR103W	0.4314701324385411
YDR104C	0.405026814890636
YDR105C	0.4787581331082322
YDR107C	0.43488160602958237
YDR108W	0.3842412282584769
YDR109C	0.43110508400579234
YDR110W	0.35515389263413505
YDR111C	0.3764115507371773
YDR112W	0.4913242093536607
YDR114C	0.6159582359877466
YDR116C	0.45204133211731096
YDR117C	0.41044061477186206
YDR119W	0.4067103357928489
YDR120C	0.3461538214010166
YDR121W	0.4964997747185072
YDR122W	0.41359648291845963
YDR123C	0.4905405601536911
YDR124W	0.48448042316747053
YDR125C	0.4450549676044966
YDR126W	0.5711034816203236
YDR127W	0.47500000309311996
YDR128W	0.4264984252091293
YDR129C	0.672004186251106
YDR130C	0.4720183735503437
YDR131C	0.4710304752598177
YDR132C	0.5230914135528489
YDR133C	0.4921104514489491
YDR135C	0.3974837137144832
YDR136C	0.35689222198429094
YDR137W	0.42285713319164614
YDR138W	0.49134947543910085
YDR139C	0.48249029328286047
YDR140W	0.4475828605546868
YDR142C	0.4728317955953665
YDR143C	0.4089276645657225
YDR144C	0.5105421817655784
YDR146C	0.5591506619625718
YDR147W	0.5601519832822085
YDR150W	0.39909947177495286
YDR151C	0.5574681035097137
YDR152W	0.33472802896705517
YDR153C	0.3326732623762146
YDR154C	0.33179719817111436
YDR155C	0.3470259707864888
YDR156W	0.4106570111728799
YDR157W	0.3200692264383537
YDR158W	0.5561097165841239
YDR161W	0.3166972644530107
YDR162C	0.16688061929061737
YDR163W	0.4055767183018815
YDR165W	0.3833538756804068
YDR169C	0.3677447783303051
YDR171W	0.23714505430647767
YDR173C	0.37132074837682943
YDR174W	0.5545229594989806
YDR175C	0.366222534101699
YDR178W	0.33371648883531213
YDR179C	0.34074330792246876
YDR179W-A	0.202693136864382
YDR181C	0.4139617664669054
YDR183W	0.36824210025845255
YDR184C	0.4226006152689751
YDR185C	0.33438485050741396
YDR186C	0.42476756358039364
YDR191W	0.39889413110552885
YDR192C	0.4352077954531077
YDR193W	0.14746018316246695
YDR194C	0.48062772980390034
YDR195W	0.3250414602911587
YDR197W	0.40066701079521383
YDR198C	0.3353356768990299
YDR199W	0.42070116623350046
YDR200C	4.098900812833385
YDR202C	0.47452342417715937
YDR203W	0.5111579013690896
YDR204W	0.6713819678085357
YDR205W	0.41047695372120674
YDR206W	0.3384750960451334
YDR209C	0.5302901454200037
YDR210W	0.4328070976577823
YDR213W	0.11145874025798042
YDR214W	0.6775721012151452
YDR215C	0.5048979567993684
YDR216W	0.51733867747626
YDR217C	0.39627231347538694
YDR218C	0.40977839683614176
YDR219C	0.49175927518840395
YDR220C	0.4565532225525163
YDR221W	0.7486910984141373
YDR222W	0.5770799399629026
YDR223W	0.5756551098353061
YDR225W	0.5395479836051923
YDR226W	5.347457345259391
YDR227W	0.5074626719642328
YDR229W	0.5548949535945492
YDR230W	0.6532381239052822
YDR231C	0.6089681624146479
YDR233C	0.5807770678268596
YDR234W	0.5101075116064362
YDR237W	0.782125592418929
YDR239C	0.5935661167219275
YDR241W	0.5353175031634249
YDR242W	0.6182396126566657
YDR244W	0.27094132249144115
YDR245W	0.659340651008533
YDR247W	0.3633786689265353
YDR248C	0.4462033838810355
YDR249C	0.38616434202220495
YDR250C	0.6705202347701849
YDR251W	0.4958371647722322
YDR252W	0.5621833261997714
YDR253C	0.5812780147209524
YDR254W	0.18283034983204705
YDR255C	0.1853770731028817
YDR256C	0.5367693105865851
YDR257C	0.5717963327138973
YDR258C	0.5517641138625442
YDR259C	0.5116528186760526
YDR260C	0.5682406395996897
YDR261C	0.566678309815896
YDR262W	0.5505346983846696
YDR263C	0.5760354239459352
YDR264C	0.542305122789409
YDR265W	0.4555126067928793
YDR266C	0.6071563257724912
YDR268W	0.7634050445249435
YDR269C	0.531560402139273
YDR270W	0.5227352967878867
YDR271C	0.41253470228002387
YDR272W	0.48907501954702337
YDR273W	0.5296327534321138
YDR274C	0.41830360994493876
YDR275W	0.5663461651741231
YDR277C	0.49774493476066956
YDR278C	0.4812257206497311
YDR279W	0.5347896563810293
YDR281C	0.46080302028239145
YDR282C	0.43698472531002275
YDR283C	0.6023262533582422
YDR284C	0.46539282206549515
YDR285W	0.44941175280310325
YDR286C	0.41011235788433636
YDR287W	0.37380194451520077
YDR289C	0.25778816480867917
YDR290W	0.34225940765493623
YDR291W	0.47711621200553533
YDR293C	0.5977375546045707
YDR294C	0.843103526261562
YDR295C	0.566498915312002
YDR297W	0.5610162140436248
YDR298C	0.7949200592384748
YDR300C	0.515943592687537
YDR304C	0.4758030287407395
YDR305C	0.46784638073238277
YDR306C	0.3945139265730458
YDR307W	0.4265247943210757
YDR309C	0.3818984834201758
YDR310C	0.5206010481902211
YDR312W	0.6524510034597395
YDR313C	0.5769903355415774
YDR314C	0.5167895215032238
YDR315C	0.6410595598829827
YDR316W	0.4532126279402449
YDR317W	0.5111427640583487
YDR318W	0.5041716077867251
YDR319C	0.3726599780747504
YDR320C	0.42289240353077306
YDR321W	0.4095744292093546
YDR322W	0.40858210314344845
YDR323C	0.39679547930443926
YDR326C	0.42555881139325175
YDR329C	0.4037780517207066
YDR330W	0.49769194115155735
YDR332W	0.5053147933985696
YDR333C	0.3721275100111108
YDR334W	0.34918478574391365
YDR335W	0.5619524271527356
