orf	hap a | transport to/from cell surface (Msb2) | standard [standard] | Chavel CA~Cullen PJ, 2010
YER011W	32.5979012
YER014C-A	1.95
YER014W	28.92282
YER016W	28.60062
YER017C	1.7555458000000002
YER019C-A	33.1147624
YER019W	42.213301799999996
YER020W	35.779271
YER024W	28.4897458
YER027C	23.934679999999997
YER028C	27.25812
YER030W	29.202657800000004
YER031C	
YER032W	29.5502024
YER033C	23.338956600000003
YER034W	31.279014000000004
YER035W	30.7175958
YER037W	30.44712
YER038W-A	32.64245820000001
YER039C	28.5253914
YER039C-A	30.53376
YER040W	22.0735378
YER041W	34.1395734
YER042W	29.1581008
YER044C	2.28762
YER044C-A	30.7175958
YER045C	33.1682308
YER046W	
YER046W-A	29.764076
YER047C	26.422301
YER048C	26.858959600000002
YER049W	30.2007346
YER050C	27.3936436
YER051W	30.031418000000006
YER052C	30.120531999999997
YER053C	30.6284818
YER054C	26.6272632
YER055C	30.512340000000002
YER056C	23.4904504
YER056C-A	19.9971816
YER057C	27.402555
YER058W	30.316582800000003
YER059W	19.694194000000003
YER060W	30.664127399999998
YER060W-A	23.882552
YER061C	35.0128906
YER062C	31.8404322
YER063W	
YER064C	25.86
YER065C	31.0651404
YER066C-A	27.6966312
YER066W	
YER067C-A	28.168935400000002
YER067W	30.5304564
YER068C-A	23.3656908
YER068W	3.4130662000000003
YER069W	23.3300452
YER070W	2.78
YER071C	26.5292378
YER072W	31.475064800000002
YER073W	29.1937464
YER074W	19.622902800000002
YER075C	32.4018504
YER077C	32.37
YER078C	32.57
YER079W	29.657139200000003
YER080W	31.63547
YER081W	31.305748200000004
YER083C	36.9199302
YER084W	40.82312340000001
YER085C	27.3758208
YER086W	2.6110402
YER087C-B	35.422815
YER087W	34.98
YER088C	32.21
YER089C	23.628
YER090W	30.03
YER091C	30.08
YER091C-A	36.035019999999996
YER092W	31.53
YER093C-A	32.39
YER095W	28.98
YER096W	29.62
YER097W	30.3
YER098W	31.62
YER101C	29.346280000000004
YER103W	26.9459
YER106W	28.01066
YER110C	31.952140000000004
YER111C	20.51998
YER114C	24.209280000000003
YER115C	26.796460000000003
YER116C	26.264080000000003
YER117W	29.58912
YER118C	32.5499
YER119C	29.336940000000002
YER119C-A	42.22614
YER120W	31.513160000000003
YER121W	40.83448
YER122C	36.9471
YER123W	29.850640000000002
YER124C	26.72174
YER128W	32.3631
YER129W	33.474560000000004
YER130C	28.132080000000002
YER131W	2.59652
YER132C	24.95648
YER134C	26.69372
YER135C	32.91416
YER137C	32.48452
YER139C	42.47832
YER140W	31.541180000000004
YER141W	20.94962
YER142C	27.459600000000002
YER143W	28.832580000000004
YER144C	5.37168
YER145C	25.843780000000002
YER149C	33.035579999999996
YER150W	30.7286
YER151C	36.482040000000005
YER152C	35.96834
YER153C	30.784640000000003
YER154W	28.851260000000003
YER155C	3.4184400000000004
YER156C	32.82076
YER158C	32.727360000000004
YER161C	28.262840000000004
YER162C	27.62772
YER163C	28.020000000000003
YER164W	31.886760000000002
YER166W	18.14762
YER167W	28.468320000000002
YER169W	24.12522
YER170W	29.75724
YER173W	36.27656
YER174C	20.66008
YER175C	36.63414
YER176W	36.98856
YER177W	23.316540000000003
YER178W	46.76196
YER179W	31.113780000000002
YER180C	27.91326
YER181C	25.79748
YER182W	32.7033
YER183C	35.936040000000006
YER184C	28.45026
YER185W	32.1126
YER186C	28.461000000000002
YER187W	29.1591
YER188W	34.84524
YFL001W	41.9934
YFL003C	33.27252
YFL004W	27.322560000000003
YFL007W	28.47347
YFL010C	25.926360000000003
YFL010W-A	28.471740000000004
YFL011W	42.362320000000004
YFL012W	27.902520000000003
YFL012W-A	32.51625
YFL013C	30.06126
YFL014W	23.42925
YFL015C	31.71056
YFL016C	28.72
YFL018C	47.443799999999996
YFL019C	32.76
YFL020C	32.32086
YFL021W	30.43544
YFL023W	31.1052
YFL025C	44.8868
YFL026W	33.02432
YFL027C	36.29584
YFL028C	37.996
YFL030W	38.588480000000004
YFL031W	38.49832
YFL032W	36.82392
YFL033C	23.46153
YFL034C-A	34.50108
YFL034W	43.366960000000006
YFL036W	2.9366399999999997
YFL040W	37.596720000000005
YFL041W	34.2608
YFL042C	37.31524
YFL044C	36.733760000000004
YFL046W	35.25256
YFL047W	38.0604
YFL048C	40.546240000000004
YFL049W	35.34272
YFL050C	37.7384
YFL051C	42.8904
YFL052W	34.196400000000004
YFL053W	30.57054
YFL054C	34.66008
YFL055W	33.75848
YFL063W	
YFR001W	35.04648
YFR006W	35.81928
YFR007W	36.192800000000005
YFR008W	43.2768
YFR009W	42.7616
YFR010W	38.5112
YFR011C	34.982240000000004
YFR012W	53.95432
YFR013W	36.80576
YFR014C	32.85282
YFR015C	2.66616
YFR016C	32.372339999999994
YFR017C	34.76312
YFR018C	33.81
YFR019W	2.2815
YFR020W	33.28192
YFR021W	34.302839999999996
YFR022W	36.56796
YFR023W	36.37062
YFR024C-A	35.467575
YFR026C	44.28144
YFR030W	33.04275
YFR031C-A	2.3828
YFR032C	44.858239999999995
YFR032C-A	37.177679999999995
YFR033C	42.6436
YFR034C	42.466899999999995
YFR035C	41.31246
YFR036W	25.6804
YFR038W	36.435539999999996
YFR039C	38.96228
YFR041C	39.0507
YFR043C	40.92372
YFR044C	9.094159999999999
YFR045W	32.52458
YFR046C	32.69838
YFR047C	32.59526
YFR048W	33.70258
YFR049W	36.836059999999996
YFR053C	31.087419999999998
YFR054C	35.66984
YFR055W	31.943339999999996
YFR056C	26.422539999999998
YFR057W	30.561959999999996
YGL002W	40.214529999999996
YGL003C	36.94114
YGL004C	39.52643
YGL005C	42.269
YGL006W	39.644389999999994
YGL007W	42.44594
YGL010W	2.99815
YGL012W	42.947269999999996
YGL013C	36.636410000000005
YGL014W	47.50839
YGL015C	34.49347
YGL016W	49.23847
YGL017W	38.425470000000004
YGL019W	51.13566
YGL020C	3.3384
YGL021W	43.261829999999996
YGL023C	3.25373
YGL024W	3.05713
YGL025C	40.4013
YGL026C	37.2557
YGL027C	3.41101
YGL029W	36.63
YGL031C	37.59756
YGL032C	33.71082
YGL033W	5.39682
YGL034C	27.044159999999998
YGL035C	16.447860000000002
YGL036W	24.57312
YGL037C	32.36376
YGL038C	3.35445
YGL039W	36.30198
YGL041C	37.271519999999995
YGL042C	50.75928
YGL043W	41.29554
YGL045W	19.51092
YGL049C	31.522920000000003
YGL050W	24.83052
YGL051W	23.56068
YGL053W	22.75416
YGL054C	40.31742
YGL056C	38.618579999999994
YGL057C	34.52592
YGL058W	23.19174
YGL059W	30.836519999999997
YGL060W	42.8571
YGL062W	34.56024
YGL063W	28.914600000000004
YGL064C	27.473160000000004
YGL066W	22.85712
YGL067W	29.36076
YGL070C	51.087149999999994
YGL071W	1.9390799999999997
YGL072C	34.963499999999996
YGL076C	38.63574
YGL077C	36.64518
YGL078C	49.077600000000004
YGL079W	41.209740000000004
YGL080W	23.020139999999998
YGL081W	26.63232
YGL082W	34.1055
YGL083W	31.746
YGL084C	38.93604
YGL086W	26.323439999999998
YGL087C	31.703100000000003
YGL088W	39.7719
YGL090W	34.45728
YGL094C	26.62374
YGL095C	3.5631000000000004
YGL096W	28.991819999999997
YGL101W	33.29784
YGL104C	27.523699999999998
YGL105W	2.36174
YGL107C	30.68466
YGL108C	30.81936
YGL109W	43.42728
YGL110C	32.90272
YGL114W	33.57622
YGL117W	28.50252
YGL118C	30.496080000000003
YGL121C	36.39594
YGL124C	40.652460000000005
YGL125W	36.234300000000005
YGL126W	35.03098
YGL127C	38.73972
YGL129C	46.10224
YGL131C	46.01818000000001
YGL132W	36.36996
YGL133W	40.3021
YGL135W	38.7143
YGL136C	34.21242
YGL138C	37.56548
YGL139W	30.39236
YGL140C	42.18878
YGL141W	38.97582
YGL143C	37.85502
YGL144C	2.9981400000000002
YGL146C	25.04988
YGL147C	25.862460000000002
YGL148W	28.029340000000005
YGL149W	32.409800000000004
YGL151W	28.608420000000002
YGL152C	30.99946
YGL153W	34.3245
YGL154C	28.113400000000002
YGL156W	31.503819999999997
YGL157W	33.60532
YGL159W	20.83754
YGL160W	30.018760000000004
YGL161C	26.08662
YGL162W	27.029960000000003
YGL163C	23.434060000000002
YGL164C	28.89796
YGL165C	24.64826
YGL166W	26.68438
YGL167C	30.45774
YGL168W	32.176300000000005
YGL170C	31.849400000000003
YGL173C	37.60284
YGL174W	35.19312
YGL175C	24.900440000000003
YGL176C	30.840680000000006
YGL177W	27.87056
YGL179C	24.844400000000004
YGL180W	31.008800000000004
YGL181W	2.3910400000000003
YGL194C	35.893660000000004
YGL195W	36.956786
YGL196W	35.430516
YGL197W	41.504018
YGL198W	45.882834
YGL199C	40.245549999999994
YGL200C	3.4814999999999996
YGL202W	43.131
YGL203C	38.016
YGL205W	45.54
YGL206C	2.568
YGL208W	40.8375
YGL209W	35.458499999999994
YGL210W	38.510999999999996
YGL211W	3.8279999999999994
YGL212W	4.1415
YGL213C	37.570499999999996
YGL214W	35.662549999999996
YGL215W	31.234499999999997
YGL216W	30.69
YGL217C	30.726
YGL218W	29.837925
YGL219C	22.463919999999998
YGL220W	4.092
YGL221C	4.273499999999999
YGL222C	35.095499999999994
YGL223C	3.16185
YGL224C	31.795499999999997
YGL226C-A	31.729499999999998
YGL226W	37.1415
YGL227W	32.6205
YGL228W	36.5475
YGL229C	32.5215
YGL230C	30.393
YGL231C	4.2405
YGL232W	24.5355
YGL234W	30.788999999999998
YGL235W	33.0744
YGL236C	27.885
YGL237C	26.1195
YGL240W	3.0174
YGL241W	30.293999999999997
YGL242C	29.105999999999998
YGL243W	31.481999999999996
YGL244W	29.666999999999998
YGL246C	35.244
YGL248W	26.911499999999997
YGL249W	25.9875
YGL250W	32.2245
YGL251C	30.393
YGL253W	37.933499999999995
YGL254W	31.118999999999996
YGL255W	29.831999999999997
YGL256W	32.6205
YGL257C	29.898
YGL258W	32.4885
YGL259W	26.614499999999996
YGL260W	32.802
YGL261C	33.214499999999994
YGL262W	32.702999999999996
YGL263W	31.9605
YGR001C	32.3565
YGR003W	29.848499999999998
YGR004W	27.819
YGR006W	5.7255
YGR007W	4.718999999999999
YGR008C	30.9375
YGR010W	28.594499999999996
YGR011W	26.324799999999996
YGR012W	29.3205
YGR014W	31.218
YGR015C	33.198
YGR016W	32.241
YGR017W	29.964
YGR018C	17.9491
YGR019W	33.66
YGR020C	4.8345
YGR021W	25.888499999999997
YGR022C	33.858900000000006
YGR023W	27.8685
YGR025W	30.889850000000003
YGR026W	29.996999999999996
YGR027C	33.5775
YGR028W	26.277520000000003
YGR031W	35.4651
YGR032W	26.84048
YGR033C	37.7036
YGR034W	32.6095
YGR035C	38.574799999999996
YGR036C	40.4503
YGR037C	34.3761
YGR038W	31.716440000000002
YGR039W	33.2266
YGR040W	20.266560000000002
YGR041W	30.0927
YGR042W	27.8905
YGR043C	27.3702
YGR044C	23.6192
YGR045C	29.7055
YGR049W	27.7332
YGR050C	21.2926
YGR051C	23.945899999999998
YGR052W	26.6321
YGR053C	27.31264
YGR054W	23.316699999999997
YGR055W	19.856099999999998
YGR056W	8.6878
YGR057C	35.658699999999996
YGR058W	18.1379
YGR059W	29.4272
YGR061C	26.6684
YGR062C	30.128999999999998
YGR063C	22.627360000000003
YGR064W	28.507599999999996
YGR066C	26.232799999999997
YGR067C	23.752299999999998
YGR068C	25.5552
YGR069W	25.3858
YGR070W	28.435
YGR071C	28.9432
YGR072W	30.564600000000002
YGR076C	20.9209
YGR077C	33.3839
YGR078C	30.927599999999998
YGR079W	30.0201
YGR080W	27.7211
YGR081C	26.6684
YGR084C	25.264799999999997
YGR085C	27.842100000000002
YGR086C	30.744880000000002
YGR087C	23.800700000000003
YGR088W	27.951
YGR089W	20.84768
YGR092W	29.945839999999997
YGR093W	30.363519999999998
YGR096W	33.4565
YGR097W	30.153200000000002
YGR100W	30.8913
YGR101W	34.3035
YGR102C	30.1653
YGR105W	28.761699999999998
YGR106C	35.15776
YGR107W	2.4926
YGR108W	25.6157
YGR109C	27.3097
YGR110W	26.277520000000003
YGR111W	24.1758
YGR112W	31.6536
YGR117C	27.17644
YGR118W	33.6259
YGR121C	28.6286
YGR122C-A	29.330940000000002
YGR122W	26.6805
YGR123C	30.9403808
YGR124W	31.5107104
YGR125W	32.5444328
YGR126W	28.792733400000003
YGR127W	28.8372904
YGR129W	29.247214800000002
YGR130C	29.621493600000004
YGR131W	30.74433
YGR132C	30.1829118
YGR133W	36.117904200000005
YGR134W	33.09
YGR135W	21.966601
YGR136W	33.1771422
YGR137W	28.801644800000002
YGR138C	27.759011
YGR139W	36.1000814
YGR141W	30.539367800000004
YGR142W	30.4680766
YGR143W	31.5107104
YGR144W	30.9314694
YGR146C	29.844278600000003
YGR148C	33.007825600000004
YGR149W	30.512633600000004
YGR150C	35.31587820000001
YGR151C	27.5184032
YGR152C	24.7380464
YGR153W	2.8310099999999996
YGR154C	33.96105
YGR155W	1.7806799999999998
YGR157W	46.69245
YGR159C	49.52345999999999
YGR160W	27.628499999999995
YGR161C	40.863899999999994
YGR162W	33.29
YGR163W	47.03832
YGR164W	47.98626
YGR165W	45.42426
YGR166W	35.4688
YGR167W	2.12
YGR168C	27.082449999999994
YGR169C	28.28865
YGR170W	57.017309999999995
YGR171C	49.11354
YGR173W	40.992
YGR174C	26.903149999999997
YGR176W	44.77095
YGR177C	36.546929999999996
YGR178C	31.84566
YGR180C	39.82629
YGR181W	27.481799999999996
YGR182C	41.74779
YGR187C	37.76388
YGR188C	
YGR189C	40.90233
YGR192C	48.37056
YGR193C	44.65566
YGR194C	40.658939999999994
YGR196C	44.68128
YGR197C	33.92088
YGR199W	41.33787
YGR200C	19.279049999999998
YGR201C	
YGR203W	47.691629999999996
YGR204W	
YGR205W	48.1656
YGR206W	29.80455
YGR207C	53.404889999999995
YGR208W	3.54837
YGR209C	46.38501
YGR210C	31.61
YGR212W	41.965559999999996
YGR213C	41.952749999999995
YGR214W	3.08721
YGR215W	40.056869999999996
YGR217W	36.45726
YGR219W	48.1821
YGR220C	40.79414
YGR221C	7.1857999999999995
YGR222W	45.56595
YGR223C	7.845479999999999
YGR224W	8.257779999999999
YGR225W	25.126739999999998
YGR226C	35.06906
YGR227W	44.622640000000004
YGR228W	34.56252
YGR229C	53.43045
YGR230W	33.65546
YGR231C	35.37534
YGR232W	30.54554
YGR233C	32.795519999999996
YGR234W	37.84914
YGR235C	46.63702
YGR236C	35.95256
YGR237C	33.785039999999995
YGR238C	27.022080000000003
YGR239C	29.882279999999998
YGR241C	32.25364
YGR242W	39.36876
YGR243W	36.14104
YGR244C	4.2408
YGR247W	46.08335999999999
YGR248W	28.97428
YGR249W	34.692099999999996
YGR250C	28.320520000000002
YGR252W	29.07
YGR254W	28.5147
YGR255C	32.51
YGR256W	29.70128
YGR257C	40.43
YGR258C	37.35372
YGR259C	32.53488
YGR260W	30.7188
YGR261C	30.73168
YGR262C	4.18905
YGR263C	39.889359999999996
YGR266W	42.98056
YGR268C	38.08616
YGR269W	42.71008
YGR270W	56.182559999999995
YGR271C-A	27.71
YGR271W	36.74154
YGR273C	29.341680000000004
YGR275W	52.808
YGR276C	32.080380000000005
YGR279C	35.05788
YGR281W	41.05762
YGR282C	38.12253
YGR283C	36.768519999999995
YGR284C	42.714389999999995
YGR285C	42.10046
YGR286C	35.01083
YGR287C	35.212669999999996
YGR288W	41.00716
YGR289C	31.736700000000003
YGR290W	35.05288
YGR291C	35.58162000000001
YGR292W	34.593540000000004
YGR295C	30.17124
YHL002W	
YHL003C	48.17841
YHL005C	45.155249999999995
YHL006C	46.090379999999996
YHL007C	31.58946
YHL008C	40.49241
YHL009C	43.64367
YHL011C	
YHL012W	40.76142
YHL013C	45.44987999999999
YHL014C	41.542829999999995
YHL016C	34.586999999999996
YHL017W	31.704749999999997
YHL019C	53.96853
YHL020C	23.145999999999997
YHL021C	22.241349999999997
YHL022C	24.311449999999997
YHL023C	16.088099999999997
YHL024W	32.15
YHL026C	29.1281
YHL027W	28.875449999999997
YHL028W	32.64075
YHL029C	27.71
YHL030W	32.00505
YHL031C	23.4557
YHL032C	18.90756
YHL033C	59.64336
YHL034C	27.8893
YHL035C	35.458079999999995
YHL036W	23.87784
YHL037C	40.402739999999994
YHL038C	36.91842
YHL039W	
YHL040C	40.53084
YHL041W	37.930409999999995
YHL042W	42.31143
YHL043W	37.34115
YHL044W	45.65484
YHL045W	22.59684
YHL046C	45.936659999999996
YHL047C	29.18515
YHR001W-A	28.899359999999998
YHR003C	
YHR004C	
YHR005C	14.26425
YHR006W	
YHR008C	
YHR009C	
YHR010W	1.94
YHR011W	30.8396
YHR012W	24.947149999999997
YHR013C	30.309849999999997
YHR014W	24.0425
YHR015W	31.6057
YHR016C	31.05
YHR017W	29.45
YHR021C	32.76
YHR021W-A	35.296769999999995
YHR022C	27.432899999999997
YHR025W	
YHR026W	
YHR028C	29.202060000000003
YHR029C	42.90069
YHR031C	35.6767
YHR032W	29.9
YHR033W	31.26414
YHR034C	32.9581
YHR035W	35.7161
YHR037W	31.45105
YHR038W	31.07675
YHR039C	32.051899999999996
YHR039C-A	1.32037
YHR041C	
YHR043C	33.7067
YHR044C	38.56275
YHR045W	31.30842
YHR046C	40.23725
YHR047C	42.1777
YHR048W	43.211949999999995
YHR049C-A	23.25585
YHR049W	40.13875
YHR050W	27.21555
YHR051W	20.95095
YHR057C	24.0143
YHR059W	
YHR060W	2.1079
YHR061C	28.959
YHR064C	30.012839999999997
YHR066W	30.17055
YHR067W	
YHR073W	34.120400000000004
YHR075C	29.24465
YHR076W	31.43135
YHR077C	33.0172
YHR078W	25.38345
YHR079C	23.82715
YHR079C-A	38.76169
YHR080C	24.122649999999997
YHR081W	20.10385
YHR082C	26.07295
YHR086W	27.25495
YHR087W	18.1634
YHR091C	28.9393
YHR092C	28.5059
YHR093W	28.4271
YHR094C	30.0228
YHR095W	32.505
YHR096C	25.6297
YHR097C	23.1278
YHR103W	24.77275
YHR104W	27.13675
YHR105W	28.87035
YHR106W	28.308899999999998
YHR108W	33.755950000000006
YHR109W	28.220249999999997
YHR110W	29.26435
YHR111W	18.4195
YHR112C	33.3324
YHR113W	24.8811
YHR114W	24.3098
YHR115C	27.5406
YHR116W	26.003999999999998
YHR117W	26.3783
YHR120W	1.97
YHR121W	27.0087
YHR123W	24.47725
YHR124W	28.7423
YHR125W	28.71275
YHR126C	33.470299999999995
YHR127W	
YHR129C	28.062649999999998
YHR130C	28.71275
YHR131C	
YHR132C	26.6935
YHR132W-A	31.333279999999995
YHR133C	27.057949999999998
YHR134W	24.77275
YHR135C	25.757749999999998
YHR136C	27.82625
YHR137W	27.21555
YHR138C	25.669099999999997
YHR139C	28.7423
YHR139C-A	30.2592
YHR140W	29.42
YHR142W	36.69125
YHR143W	41.241949999999996
YHR146W	28.976999999999997
YHR147C	30.919150000000002
YHR150W	32.3868
YHR151C	27.7573
YHR152W	30.2592
YHR153C	29.16585
YHR154W	29.99325
YHR155W	31.76625
YHR156C	30.4956
YHR157W	31.2836
YHR158C	30.66305
YHR159W	31.352549999999997
YHR160C	40.05995
YHR161C	36.1692
YHR162W	30.84
YHR163W	35.0266
YHR167W	26.95945
YHR168W	29.17
YHR171W	26.06175
YHR176W	31.2639
YHR177W	30.406950000000002
YHR178W	28.220249999999997
YHR179W	28.81125
YHR180W	
YHR181W	26.62
YHR182W	32.8399
YHR183W	31.25405
YHR184W	35.0069
YHR185C	
YHR189W	38.6514
YHR191C	33.92
YHR193C	28.12
YHR194W	
YHR195W	23.680799999999998
YHR198C	32.877
YHR199C	39.2067
YHR200W	46.601099999999995
YHR202W	35.9307
YHR203C	31.005
YHR204W	34.8777
YHR206W	37.9782
YHR207C	32.1048
YHR209W	30.197699999999998
YHR210C	40.96169999999999
YIL001W	33.769164
YIL002C	44.528484
YIL005W	27.804348
YIL006W	29.8816
YIL007C	29.13456
YIL008W	15.34008
YIL009C-A	33.39055
YIL009W	18.89496
YIL010W	33.410720000000005
YIL011W	19.574412
YIL012W	34.54308
YIL013C	29.248361999999997
YIL014C-A	32.01968
YIL014W	26.964366
YIL015W	38.667486
YIL016W	2.189616
YIL017C	23.141976
YIL018W	40.4781
YIL020C	38.846807999999996
YIL023C	14.241942
YIL024C	35.01498
YIL025C	32.929182
YIL027C	30.758442000000002
YIL028W	27.832662
YIL029C	2.9729699999999997
YIL030C	33.71588
YIL032C	25.595856
YIL034C	19.91418
YIL035C	26.785044
YIL036W	39.243204
YIL037C	35.826648
YIL038C	31.38564
YIL039W	36.85538999999999
YIL040W	36.08147399999999
YIL041W	34.901723999999994
YIL042C	30.35816
YIL043C	35.184864
YIL044C	54.91972199999999
YIL045W	47.33157
YIL047C	35.0336
YIL050W	33.36333
YIL052C	37.85432
YIL053W	3.086226
YIL054W	38.42104
YIL055C	3.0912
YIL056W	30.823800000000002
YIL057C	36.109787999999995
YIL058W	25.04656
YIL059C	27.22832
YIL060W	32.80536
YIL064W	2.7181439999999997
YIL065C	37.072464
YIL066C	39.14595
YIL067C	28.32312
YIL070C	27.292720000000003
YIL071C	33.5524
YIL072W	38.922312
YIL073C	3.105102
YIL074C	31.37568
YIL076W	39.10368
YIL077C	34.843379999999996
YIL079C	18.97224
YIL084C	21.612640000000003
YIL085C	31.586340000000003
YIL086C	37.596720000000005
YIL087C	39.554480000000005
YIL088C	43.44424
YIL089W	36.88832
YIL090W	27.07376
YIL092W	31.31293
YIL093C	28.232960000000002
YIL094C	31.833360000000003
YIL095W	2.82072
YIL096C	45.13152
YIL097W	35.38392
YIL098C	46.11165
YIL099W	32.4532
YIL100W	38.473000000000006
YIL101C	28.969300000000004
YIL102C	37.45038
YIL103W	29.3722
YIL105C	30.651999999999997
YIL107C	35.6685
YIL108W	34.9338
YIL110W	33.7567
YIL113W	44.68672
YIL114C	43.98456
YIL116W	40.861520000000006
YIL117C	48.76344
YIL119C	39.64584
YIL120W	3.9509600000000002
YIL121W	39.1952
YIL122W	26.07672
YIL123W	35.537679999999995
YIL125W	25.08912
YIL128W	26.231440000000003
YIL130W	42.28680000000001
YIL131C	26.592240000000004
YIL132C	35.72632000000001
YIL133C	33.4836
YIL135C	2.882
YIL136W	23.88576
YIL137C	36.08264
YIL138C	26.042800000000003
YIL139C	2.96584
YIL140W	39.00656
YIL141W	30.685440000000003
YIL145C	32.9072
YIL146C	33.59888
YIL148W	43.471039999999995
YIL149C	41.19688000000001
YIL152W	29.00864
YIL153W	30.98936
YIL154C	33.756080000000004
YIL155C	38.901759999999996
YIL156W	2.84008
YIL157C	35.9464
YIL158W	25.62564
YIL160C	29.01912
YIL161W	31.398080000000004
YIL162W	3.2488
YIL163C	39.90784
YIL164C	2.12744
YIL165C	29.448800000000002
YIL166C	28.851440000000004
YIL173W	2.9868
YIR001C	36.585679999999996
YIR002C	37.63368
YIR003W	3.10208
YIR004W	27.859560000000002
YIR005W	41.89904
YIR007W	19.65
YIR009W	34.542080000000006
YIR013C	44.57144
YIR014W	3.3326400000000005
YIR016W	41.89904
YIR017C	36.87785
YIR018W	37.07969
YIR019C	43.202169999999995
YIR020C	36.05367
YIR020W-A	31.84867
YIR021W	37.63475
YIR023W	29.82848
YIR024C	38.10571
YIR025W	37.14697
YIR026C	40.5362
YIR027C	38.484159999999996
YIR028W	35.73409
YIR029W	30.0572
YIR030C	30.873479999999997
YIR031C	32.200649999999996
YIR032C	32.91332
YIR033W	44.77609999999999
YIR036C	31.43658
YIR037W	33.471799999999995
YIR038C	33.33724
YIR039C	35.60794
YIR042C	40.46051
YJL003W	43.57575
YJL004C	39.94845
YJL006C	3.3384
YJL007C	29.06046
YJL012C	40.446
YJL013C	34.90875
YJL016W	35.59527
YJL020C	33.94495500000001
YJL022W	24.355950000000004
YJL023C	34.38054
YJL024C	4.28223
YJL027C	43.4634
YJL028W	39.14595
YJL029C	37.75479
YJL030W	
YJL036W	
YJL037W	
YJL038C	
YJL042W	40.209
YJL043W	
YJL044C	
YJL045W	
YJL046W	
YJL047C	
YJL048C	
YJL049W	
YJL051W	
YJL052W	
YJL053W	
YJL055W	
YJL056C	
YJL057C	34.544529999999995
YJL058C	31.780089999999998
YJL059W	29.77258
YJL060W	31.429049999999997
YJL062W	36.58495
YJL063C	37.28703
YJL064W	35.02721
YJL065C	31.57166
YJL066C	34.007
YJL067W	37.21024
YJL068C	38.26336
YJL070C	28.596749999999997
YJL071W	24.98966
YJL073W	29.32281
YJL075C	47.68455
YJL077C	25.91114
YJL078C	30.897750000000002
YJL079C	26.273149999999998
YJL080C	1.9746
YJL082W	28.93886
YJL083W	27.80895
YJL084C	32.54799
YJL088W	2.7534699999999996
YJL089W	36.70562
YJL092W	29.344749999999998
YJL093C	30.56242
YJL094C	34.19325
YJL095W	2.01848
YJL096W	29.45445
YJL098W	28.77431
YJL099W	29.377660000000002
YJL100W	28.94983
YJL101C	2.8665
YJL102W	26.72292
YJL103C	
YJL105W	31.05375
YJL106W	30.11265
YJL107C	32.40538
YJL108C	30.92443
YJL110C	32.85515
YJL112W	28.64267
YJL115W	30.935399999999998
YJL116C	30.79279
YJL117W	28.072229999999998
YJL118W	33.16231
YJL119C	24.82511
YJL120W	2.76444
YJL121C	23.81587
YJL122W	26.33897
YJL123C	30.73794
YJL124C	32.50411
YJL126W	31.30838
YJL127C	2.2817600000000002
YJL128C	32.448
YJL129C	14.93953
YJL130C	3.0129
YJL131C	33.9526
YJL132W	30.246209999999998
YJL133W	36.663
YJL134W	36.2637
YJL135W	34.9327
YJL136C	22.9724
YJL138C	25.9908
YJL139C	37.151070000000004
YJL140W	2.3444
YJL141C	29.582639999999998
YJL142C	29.717599999999997
YJL144W	28.156699999999997
YJL145W	27.2371
YJL146W	31.6294
YJL147C	32.8031
YJL148W	34.7633
YJL149W	33.4565
YJL150W	24.7808
YJL151C	26.81245
YJL152W	23.752299999999998
YJL153C	18.888099999999998
YJL154C	32.3796
YJL155C	20.7999
YJL157C	27.612199999999998
YJL158C	34.2672
YJL159W	35.0075
YJL160C	27.26724
YJL161W	33.47645
YJL162C	33.650099999999995
YJL163C	30.79643
YJL164C	28.8706
YJL165C	30.420029999999997
YJL166W	22.9053
YJL168C	28.096199999999996
YJL169W	4.9368
YJL170C	27.83
YJL171C	27.7816
YJL172W	29.78305
YJL175W	23.7442
YJL177W	31.19888
YJL178C	28.991600000000002
YJL180C	29.1247
YJL181W	27.3339
YJL182C	25.0107
YJL184W	2.4074999999999998
YJL185C	27.1766
YJL186W	24.6719
YJL187C	15.488
YJL188C	4.2229
YJL189W	34.87628
YJL190C	36.6025
YJL191W	30.28538
YJL192C	36.154799999999994
YJL193W	30.008
YJL196C	27.10629
YJL197W	27.9752
YJL200C	28.16075
YJL201W	32.5127
YJL204C	26.414299999999997
YJL205C	30.4799
YJL206C	32.11726
YJL207C	58.6003
YJL208C	49.2712
YJL209W	37.2438
YJL210W	41.2731
YJL211C	29.2578
YJL212C	30.855
YJL213W	28.211560000000002
YJL214W	32.791000000000004
YJL215C	31.1938
YJL216C	32.912
YJL217W	31.0002
YJR001W	31.6602
YJR003C	32.052240000000005
YJR004C	36.4014
YJR005W	31.97562
YJR008W	32.527770000000004
YJR009C	37.19037
YJR010C-A	29.398920000000004
YJR010W	36.540060000000004
YJR011C	6.82212
YJR014W	32.08605
YJR015W	43.39899
YJR018W	5.21475
YJR019C	40.356030000000004
YJR020W	40.760940000000005
YJR021C	37.39896
YJR024C	36.38055
YJR025C	31.97562
YJR030C	39.40368
YJR031C	40.6232
YJR032W	34.39515
YJR033C	35.9264
YJR034W	31.07082
YJR035W	30.999540000000003
YJR036C	42.49368
YJR037W	42.115199999999994
YJR038C	52.130399999999995
YJR039W	26.227080000000004
YJR040W	48.8883
YJR043C	41.83448
YJR044C	31.146
YJR048W	43.00456
YJR049C	42.49368
