orf	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004
YAL002W	-1.4322767537859258	1.1969554899543053	0.012130841092047866	0.02737730024836587	0.011726056044044324	0.011750348679653857	0.902516363496824	0.9930510864443793	0.9534464979740356	0.751119166685139	0.007580961923055746	0.007312400148608141	-1.4214730854697342	-0.9306806412821129	0.009422169859369146	0.010533659161255968	0.009961620439024023	0.009765082213338177	0.8832364971205243	0.8971340626475455	0.016917537640290303	-0.01848153608917894	-0.017766023982692395	0.9172522254150115	0.9075295339597745	0.9674220088962037	0.011150299312792293	0.008344584369051625	1.1378414177002	0.008822462769646504
YAL004W	-1.4322767537859258	1.1969554899543053	0.012130841092047866	0.02737730024836587	0.011726056044044324	0.011750348679653857	0.902516363496824	0.9930510864443793	0.9534464979740356	0.751119166685139	0.007580961923055746	0.007312400148608141	0.0	0.009496741237572853	0.009422169859369146	1.053365916125613	0.009961620439024023	0.009765082213338177	0.8832364971205243	0.017765030943515864	0.854335650834655	0.8963545003251726	0.8616521631605755	0.9172522254150115	0.9075295339597745	0.9674220088962037	0.011150299312792293	0.008344584369051625	1.1378414177002	0.8822462769646255
YAL005C	-1.4322767537859258	1.1969554899543053	0.012130841092047866	0.02737730024836587	0.011726056044044324	1.1750348679653526	0.902516363496824	0.9930510864443793	0.9534464979740356	-0.023472473958910573	0.007580961923055746	0.007312400148608141	0.0	0.009496741237572853	0.009422169859369146	1.053365916125613	0.009961620439024023	0.009765082213338177	0.8832364971205243	0.017765030943515864	0.016917537640290303	-0.01848153608917894	-0.017766023982692395	0.9172522254150115	0.9075295339597745	0.9674220088962037	0.011150299312792293	0.008344584369051625	1.1378414177002	0.8822462769646255
YAL007C	-1.4322767537859258	1.1969554899543053	0.012130841092047866	0.02737730024836587	0.011726056044044324	0.011750348679653857	0.902516363496824	0.9930510864443793	0.9534464979740356	0.751119166685139	0.007580961923055746	0.007312400148608141	0.0	0.009496741237572853	0.009422169859369146	1.053365916125613	0.009961620439024023	0.009765082213338177	0.8832364971205243	0.8971340626475455	0.854335650834655	0.8963545003251726	0.8616521631605755	0.9172522254150115	0.9075295339597745	0.9674220088962037	0.011150299312792293	0.008344584369051625	1.1378414177002	0.8822462769646255
YAL008W	-1.4322767537859258	1.1969554899543053	0.012130841092047866	0.02737730024836587	0.011726056044044324	0.011750348679653857	0.902516363496824	0.9930510864443793	0.9534464979740356	0.751119166685139	0.007580961923055746	0.007312400148608141	0.0	0.009496741237572853	0.009422169859369146	1.053365916125613	0.009961620439024023	0.009765082213338177	0.8832364971205243	0.8971340626475455	0.854335650834655	-0.01848153608917894	0.8616521631605755	0.9172522254150115	0.9075295339597745	0.9674220088962037	0.011150299312792293	0.008344584369051625	1.1378414177002	0.8822462769646255
YAL009W	-1.4322767537859258	1.1969554899543053	-1.1888224270206567	0.02737730024836587	0.011726056044044324	0.011750348679653857	0.017871611158353062	0.9930510864443793	0.9534464979740356	0.751119166685139	0.007580961923055746	0.007312400148608141	-1.4214730854697342	-0.9306806412821129	0.009422169859369146	-1.0322985978031012	-0.9762388030243262	-0.9569780569071138	0.017489831626149106	0.017765030943515864	0.016917537640290303	-0.9333175725035304	-0.017766023982692395	-0.01891241701886634	0.9075295339597745	0.019156871463291283	-1.0927293326536134	-0.8177692681670357	0.01137841417700232	-0.8646013514253326
YAL010C	-1.4322767537859258	-2.9504952827373616	-2.9902523291897136	-2.005387243192787	-2.310033040676666	-2.3148186898917436	-2.193740269687824	-2.41380239328807	-1.9068929959480712	-2.3472473958910594	-2.9944799596069345	-2.888398058700133	-1.4214730854697342	-2.8110354063214844	-2.788962278373188	-3.1179631117318154	-3.9348400734143767	-2.8904643351480175	-2.146876832109789	-1.7409730324645434	-2.4953368019428037	-1.8481536089178818	-1.7766023982692283	-1.8912417018866219	-2.2370603012108434	-1.8773734034025333	-2.7485487806032216	-2.46999697323921	-2.8047790946309923	-2.6114489798152904
YAL011W	-1.4322767537859258	1.1969554899543053	0.012130841092047866	0.02737730024836587	0.011726056044044324	0.011750348679653857	0.017871611158353062	0.9930510864443793	0.9534464979740356	0.751119166685139	0.007580961923055746	0.007312400148608141	0.0	0.009496741237572853	-0.9233726462181499	1.053365916125613	0.009961620439024023	0.009765082213338177	0.017489831626149106	0.8971340626475455	0.016917537640290303	-0.01848153608917894	-0.017766023982692395	-0.01891241701886634	0.9075295339597745	0.9674220088962037	0.011150299312792293	0.008344584369051625	1.1378414177002	0.8822462769646255
YAL012W	0.7161383768929629	0.011969554899543391	0.012130841092047866	0.02737730024836587	0.011726056044044324	-0.5698919109631955	0.017871611158353062	-0.46702897629809903	-0.4767232489870178	-1.185359934924985	-1.8687071140331881	-1.8025066366318552	-1.4214730854697342	-2.3409467150616416	-2.3225648703344284	-2.0751308547674583	-2.4555394382193514	-1.9237211960275657	-1.2811301666154138	-1.3012885166125285	-2.0766277453456214	-1.8481536089178818	-1.7766023982692283	-1.8912417018866219	-0.8893789432805785	-1.8773734034025333	-0.5407895166704105	-2.883053899507254	-0.5518530875845966	-2.6114489798152904
YAL013W	-1.4322767537859258	1.1969554899543053	-1.1888224270206567	-2.682975424339838	0.011726056044044324	0.011750348679653857	-1.7514178935185887	-1.9271090390405774	-2.860339493922107	-0.023472473958910573	-1.4934494988419393	-0.7166152145635772	-1.4214730854697342	-0.9306806412821129	-0.9233726462181499	0.010533659161255968	-0.9762388030243262	0.009765082213338177	0.017489831626149106	0.017765030943515864	-0.8205005755540744	-0.9333175725035304	-0.8971842111259603	-0.01891241701886634	0.009075295339598	0.019156871463291283	-1.0927293326536134	-0.8177692681670357	0.01137841417700232	-0.8646013514253326
