ORF	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004
YMR274C	3.000	4.000	4.000	4.000	5.000	5.000	3.000	3.000	2.000	4.000	4.000	4.000	3.000	5.000	5.000	3.000	5.000	4.000	3.000	3.000	3.000	2.000	3.000	3.000	5.000	4.000	5.000	4.000	5.000	5.000
YMR275C	3.000	4.000	4.000	4.000	5.000	5.000	2.000	2.000	1.000	2.000	3.000	3.000	2.000	3.000	4.000	2.000	3.000	3.000	0.000	0.000	1.000	0.000	1.000	0.000	4.000	2.000	5.000	2.000	3.000	3.000
YMR276W	3.000	4.000	4.000	4.000	5.000	5.000	3.000	3.000	2.000	4.000	4.000	4.000	3.000	4.000	5.000	3.000	5.000	4.000	3.000	3.000	3.000	2.000	3.000	3.000	5.000	4.000	5.000	4.000	5.000	4.000
YMR278W	3.000	4.000	4.000	4.000	5.000	5.000	2.000	2.000	2.000	4.000	4.000	4.000	3.000	4.000	5.000	3.000	5.000	4.000	3.000	3.000	3.000	5.000	5.000	4.000	4.000	4.000	5.000	4.000	3.000	4.000
YMR280C	2.000	5.000	4.000	3.000	5.000	4.000	1.000	2.000	2.000	1.000	2.000	1.000	1.000	3.000	2.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	1.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR283C	2.000	5.000	5.000	3.000	5.000	5.000	2.000	2.000	3.000	3.000	4.000	3.000	1.000	3.000	3.000	3.000	4.000	5.000	2.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	4.000	4.000	3.000
YMR284W	3.000	5.000	5.000	3.000	5.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	1.000	2.000	1.000	2.000	2.000	2.000	2.000	0.000	1.000	1.000	1.000	1.000	4.000	1.000	4.000	1.000	4.000	1.000
YMR285C	3.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	1.000	1.000	1.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	2.000	0.000	1.000	1.000	4.000	4.000	4.000	4.000	4.000	4.000
YMR289W	3.000	5.000	5.000	3.000	5.000	5.000	3.000	3.000	3.000	4.000	4.000	3.000	1.000	4.000	3.000	3.000	5.000	5.000	2.000	1.000	2.000	1.000	2.000	1.000	4.000	4.000	4.000	4.000	5.000	4.000
YMR291W	3.000	5.000	5.000	3.000	5.000	5.000	3.000	3.000	3.000	4.000	4.000	3.000	1.000	4.000	3.000	3.000	5.000	5.000	2.000	1.000	2.000	1.000	2.000	1.000	4.000	4.000	4.000	4.000	5.000	4.000
YMR292W	3.000	5.000	5.000	3.000	5.000	5.000	3.000	3.000	3.000	4.000	4.000	3.000	1.000	4.000	3.000	3.000	5.000	5.000	2.000	1.000	2.000	1.000	2.000	1.000	4.000	4.000	4.000	4.000	5.000	4.000
YMR294W	3.000	5.000	5.000	3.000	5.000	5.000	2.000	2.000	2.000	3.000	4.000	2.000	1.000	3.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	0.000	0.000	0.000	3.000	3.000	3.000	3.000	4.000	3.000
YMR294W-A	3.000	5.000	5.000	3.000	5.000	5.000	2.000	2.000	3.000	4.000	4.000	3.000	1.000	4.000	3.000	3.000	5.000	5.000	1.000	1.000	1.000	0.000	2.000	1.000	4.000	4.000	4.000	4.000	5.000	4.000
YMR295C	3.000	5.000	5.000	3.000	5.000	5.000	2.000	2.000	3.000	4.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	0.000	1.000	1.000	3.000	3.000	4.000	3.000	4.000	3.000
YMR297W	3.000	5.000	5.000	3.000	5.000	5.000	3.000	1.000	3.000	4.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR299C	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	2.000	4.000	2.000	1.000	3.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR302C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	0.000	1.000	0.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR303C	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR304W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR304C-A	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR305C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	1.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	0.000	1.000	0.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR306C-A	3.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR307W	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YMR310C	2.000	5.000	5.000	3.000	5.000	4.000	2.000	1.000	1.000	3.000	4.000	2.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	0.000	1.000	1.000	3.000	2.000	4.000	3.000	4.000	3.000
YNL339C	3.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL338W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL336W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	0.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL335W	2.000	5.000	5.000	3.000	5.000	4.000	1.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL334C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL333W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL332W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL329C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	1.000	3.000	4.000	3.000	1.000	3.000	3.000	3.000	4.000	3.000	0.000	0.000	1.000	0.000	1.000	0.000	3.000	2.000	3.000	3.000	4.000	3.000
YNL328C	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL327W	2.000	4.000	4.000	3.000	4.000	4.000	2.000	1.000	1.000	3.000	4.000	2.000	1.000	3.000	3.000	3.000	3.000	3.000	0.000	0.000	1.000	0.000	1.000	0.000	3.000	2.000	4.000	2.000	4.000	3.000
YNL326C	2.000	5.000	5.000	3.000	5.000	4.000	3.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	4.000	4.000	4.000
YNL324W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	2.000	2.000	1.000	2.000	2.000	1.000	1.000	1.000	0.000	1.000	1.000	4.000	1.000	4.000	1.000	4.000	2.000
YNL325C	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	3.000	2.000	1.000	3.000	2.000	1.000	1.000	1.000	0.000	1.000	1.000	4.000	2.000	4.000	1.000	4.000	2.000
YNL323W	1.000	3.000	4.000	2.000	3.000	3.000	1.000	1.000	0.000	3.000	4.000	2.000	0.000	3.000	3.000	1.000	3.000	3.000	0.000	0.000	0.000	0.000	1.000	0.000	2.000	2.000	2.000	2.000	2.000	2.000
YNL322C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	1.000	2.000	3.000	4.000	2.000	1.000	3.000	3.000	3.000	3.000	4.000	0.000	0.000	0.000	1.000	1.000	0.000	4.000	2.000	3.000	2.000	3.000	2.000
YNL321W	3.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL319W	3.000	4.000	5.000	3.000	4.000	4.000	2.000	2.000	2.000	2.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	3.000	3.000	4.000	3.000	4.000	3.000
YNL318C	3.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL314W	2.000	4.000	4.000	3.000	4.000	4.000	1.000	1.000	1.000	2.000	4.000	2.000	0.000	3.000	3.000	2.000	4.000	3.000	0.000	0.000	0.000	0.000	1.000	0.000	3.000	2.000	3.000	2.000	4.000	2.000
YNL311C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	1.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	0.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL307C	2.000	4.000	5.000	3.000	5.000	4.000	0.000	1.000	0.000	3.000	4.000	3.000	1.000	4.000	3.000	2.000	4.000	3.000	0.000	0.000	0.000	0.000	1.000	1.000	3.000	2.000	4.000	2.000	4.000	3.000
YNL305C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	3.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL304W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	3.000	1.000	1.000	1.000	0.000	2.000	1.000	4.000	2.000	4.000	3.000	4.000	3.000
YNL303W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	3.000	1.000	1.000	1.000	0.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL301C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	4.000	4.000	3.000
YNL299W	2.000	3.000	4.000	2.000	3.000	3.000	1.000	0.000	0.000	1.000	3.000	1.000	0.000	2.000	2.000	0.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	2.000	1.000	2.000	2.000
YGR077C	2.000	3.000	4.000	2.000	4.000	3.000	1.000	0.000	1.000	2.000	4.000	2.000	1.000	3.000	3.000	3.000	4.000	3.000	0.000	0.000	0.000	0.000	1.000	0.000	3.000	3.000	2.000	2.000	2.000	2.000
YGR118W	2.000	3.000	4.000	2.000	3.000	2.000	1.000	1.000	0.000	2.000	3.000	3.000	1.000	4.000	2.000	2.000	3.000	3.000	1.000	1.000	0.000	1.000	2.000	1.000	2.000	1.000	2.000	2.000	2.000	2.000
YNL295W	2.000	4.000	5.000	3.000	5.000	4.000	1.000	1.000	1.000	3.000	3.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	3.000	3.000	4.000	3.000	3.000	3.000
YNL294C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	2.000	3.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	0.000	2.000	1.000	3.000	3.000	3.000	3.000	4.000	3.000
YNL293W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL292W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	1.000	1.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	0.000	0.000	1.000	1.000	3.000	3.000	3.000	3.000	4.000	3.000
YNL291C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL289W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	1.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	3.000	3.000	1.000	0.000	1.000	0.000	1.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL288W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	1.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	3.000	1.000	0.000	1.000	0.000	1.000	0.000	3.000	3.000	4.000	3.000	4.000	3.000
YNL286W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	5.000	1.000	0.000	1.000	0.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL285W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	1.000	1.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	4.000	0.000	0.000	0.000	0.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL283C	2.000	3.000	5.000	3.000	5.000	4.000	1.000	1.000	1.000	3.000	4.000	3.000	0.000	4.000	3.000	2.000	4.000	3.000	0.000	0.000	0.000	0.000	1.000	0.000	3.000	3.000	3.000	2.000	4.000	3.000
YNL281W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	1.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	3.000	0.000	0.000	0.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YGR112W	1.000	4.000	5.000	3.000	5.000	4.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	0.000	0.000	0.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL278W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL275W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL273W	2.000	4.000	5.000	3.000	4.000	4.000	2.000	2.000	2.000	3.000	3.000	3.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	3.000	2.000	4.000	3.000	4.000	3.000
YNL271C	1.000	2.000	3.000	2.000	3.000	3.000	1.000	1.000	0.000	1.000	2.000	2.000	0.000	2.000	2.000	1.000	2.000	2.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	2.000	1.000	2.000	1.000
YNL270C	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL269W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL266W	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	3.000	3.000	4.000	3.000	4.000	3.000
YNL265C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	4.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL264C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	1.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	4.000	0.000	0.000	0.000	1.000	2.000	1.000	3.000	3.000	4.000	3.000	4.000	3.000
YNL259C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	1.000	2.000	1.000	4.000	2.000	0.000	4.000	4.000	0.000	4.000	4.000	0.000	0.000	0.000	1.000	2.000	1.000	3.000	3.000	4.000	3.000	4.000	3.000
YNL257C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	1.000	2.000	2.000	4.000	3.000	1.000	4.000	3.000	3.000	3.000	3.000	0.000	0.000	0.000	1.000	2.000	1.000	3.000	3.000	4.000	3.000	3.000	3.000
YNL255C	3.000	5.000	5.000	3.000	5.000	4.000	3.000	3.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL254C	3.000	5.000	5.000	3.000	5.000	4.000	2.000	3.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL253W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL249C	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YNL248C	1.000	2.000	2.000	1.000	2.000	2.000	1.000	1.000	1.000	3.000	4.000	3.000	1.000	3.000	2.000	2.000	2.000	3.000	1.000	1.000	1.000	1.000	2.000	1.000	1.000	1.000	1.000	2.000	1.000	1.000
YGR072W	2.000	4.000	5.000	3.000	4.000	4.000	1.000	1.000	1.000	3.000	4.000	3.000	1.000	4.000	3.000	3.000	3.000	4.000	1.000	1.000	1.000	1.000	1.000	1.000	3.000	2.000	3.000	3.000	3.000	3.000
YOR001W	0.000	1.000	1.000	0.000	1.000	1.000	0.000	0.000	0.000	3.000	3.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOR002W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	2.000	4.000	5.000	1.000	1.000	1.000	1.000	1.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YOR003W	2.000	5.000	5.000	3.000	5.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YOR005C	2.000	4.000	5.000	3.000	5.000	4.000	2.000	1.000	2.000	3.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	3.000	4.000	3.000
YOR006C	2.000	3.000	4.000	2.000	4.000	3.000	1.000	0.000	0.000	2.000	3.000	2.000	1.000	3.000	3.000	2.000	3.000	3.000	0.000	0.000	0.000	0.000	1.000	1.000	2.000	2.000	2.000	2.000	2.000	2.000
YOR007C	2.000	3.000	3.000	2.000	4.000	3.000	1.000	0.000	1.000	3.000	4.000	2.000	1.000	3.000	3.000	2.000	3.000	3.000	0.000	0.000	0.000	0.000	1.000	1.000	2.000	2.000	2.000	2.000	2.000	2.000
YOR008C	1.000	1.000	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
YOR009W	2.000	5.000	5.000	4.000	5.000	5.000	3.000	3.000	2.000	3.000	4.000	3.000	2.000	4.000	4.000	4.000	4.000	5.000	2.000	1.000	2.000	1.000	2.000	1.000	4.000	3.000	4.000	4.000	4.000	3.000
YOR010C	2.000	5.000	5.000	4.000	5.000	5.000	2.000	3.000	2.000	3.000	4.000	3.000	2.000	4.000	4.000	4.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	4.000	4.000	3.000
YOR011W	2.000	5.000	5.000	4.000	5.000	5.000	3.000	2.000	2.000	4.000	4.000	3.000	2.000	4.000	4.000	4.000	4.000	5.000	1.000	1.000	1.000	1.000	2.000	1.000	4.000	3.000	4.000	4.000	4.000	3.000
