ORF	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004
YOL122C	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	3.000	3.000	3.000	2.000	4.000	4.000	2.000	NaN	4.000	4.000	3.000	3.000	1.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL124C	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	3.000	3.000	3.000	2.000	4.000	4.000	2.000	NaN	4.000	4.000	3.000	3.000	1.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL126C	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	3.000	3.000	3.000	2.000	4.000	4.000	2.000	NaN	4.000	4.000	3.000	3.000	1.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL128C	3.000	4.000	4.000	3.000	3.000	4.000	2.000	3.000	2.000	3.000	3.000	3.000	2.000	4.000	4.000	2.000	NaN	4.000	4.000	3.000	3.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL129W	3.000	4.000	4.000	3.000	3.000	4.000	2.000	3.000	2.000	3.000	3.000	3.000	2.000	4.000	4.000	2.000	NaN	4.000	4.000	3.000	3.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL131W	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	3.000	3.000	3.000	2.000	4.000	4.000	3.000	NaN	4.000	4.000	3.000	3.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL132W	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	3.000	3.000	3.000	2.000	4.000	4.000	3.000	NaN	4.000	4.000	3.000	3.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL136C	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	3.000	4.000	3.000	2.000	4.000	4.000	3.000	NaN	4.000	4.000	3.000	3.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL137W	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	3.000	4.000	3.000	2.000	4.000	4.000	3.000	NaN	4.000	4.000	3.000	3.000	1.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL138C	3.000	4.000	3.000	3.000	4.000	4.000	2.000	2.000	1.000	3.000	4.000	2.000	2.000	4.000	4.000	3.000	NaN	4.000	4.000	3.000	3.000	1.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	3.000
YBR232C	3.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	4.000	4.000	4.000	2.000	4.000	4.000	4.000	NaN	4.000	4.000	3.000	3.000	2.000	4.000	2.000	4.000	4.000	4.000	4.000	4.000	4.000
YDR424C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	5.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YEL011W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	5.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YER064C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	5.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YER078C	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	3.000	3.000	4.000	4.000	2.000	2.000	2.000	1.000	0.000	1.000	4.000	3.000	4.000	4.000	4.000	4.000
YER088C	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YER092W	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	3.000	3.000	4.000	4.000	2.000	2.000	2.000	3.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YER093C-A	2.000	4.000	4.000	3.000	4.000	4.000	2.000	2.000	2.000	3.000	3.000	3.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	2.000	2.000	1.000	1.000	1.000	4.000	3.000	4.000	4.000	4.000	4.000
YER095W	2.000	3.000	3.000	2.000	3.000	3.000	2.000	1.000	2.000	3.000	4.000	3.000	0.000	1.000	1.000	2.000	2.000	2.000	1.000	1.000	1.000	1.000	2.000	1.000	3.000	1.000	3.000	1.000	3.000	1.000
YER096W	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YER097W	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YER098W	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	4.000	4.000	4.000
YGR134W	3.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	3.000	3.000	2.000	4.000	4.000	4.000	4.000	4.000	4.000
YGR210C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	5.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YHL024W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	3.000	4.000	4.000	0.000	4.000	4.000	3.000	4.000	4.000	3.000	5.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YHL025W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YHR016C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YHR017W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	0.000	3.000	4.000	2.000	4.000	4.000	3.000	4.000	2.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YHR032W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YHR045W	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	0.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YHR064C	1.000	2.000	2.000	1.000	2.000	2.000	1.000	1.000	1.000	2.000	2.000	2.000	0.000	2.000	2.000	2.000	2.000	2.000	1.000	5.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	2.000
YHR140W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YHR162W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YHR181W	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YHR191C	1.000	3.000	3.000	2.000	3.000	3.000	2.000	1.000	1.000	3.000	4.000	4.000	0.000	2.000	2.000	1.000	2.000	3.000	1.000	1.000	0.000	0.000	2.000	1.000	2.000	1.000	3.000	1.000	2.000	2.000
YHR193C	2.000	5.000	4.000	3.000	4.000	4.000	2.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	2.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YLL030C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	4.000	4.000	0.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	2.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YLL044W	2.000	3.000	3.000	2.000	3.000	4.000	2.000	2.000	3.000	3.000	4.000	4.000	0.000	3.000	3.000	2.000	4.000	4.000	3.000	4.000	2.000	2.000	2.000	3.000	2.000	3.000	3.000	3.000	2.000	3.000
YLL048C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YLL049W	2.000	5.000	4.000	3.000	4.000	5.000	2.000	2.000	3.000	3.000	4.000	4.000	0.000	4.000	4.000	2.000	4.000	4.000	2.000	3.000	2.000	1.000	1.000	1.000	3.000	3.000	4.000	3.000	3.000	3.000
YLL059C	2.000	5.000	5.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YLR030W	2.000	5.000	5.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YLR031W	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YLR032W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	3.000	4.000	3.000	3.000	4.000	2.000	3.000	2.000	2.000	2.000	2.000	4.000	3.000	4.000	2.000	3.000	3.000
YLR034C	3.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YLR035C	3.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000	4.000	4.000
YLR036C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YLR037C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YLR039C	1.000	3.000	3.000	2.000	2.000	3.000	1.000	2.000	1.000	2.000	3.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	1.000	2.000	0.000	3.000	0.000	2.000	0.000
YLR040C	2.000	5.000	4.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YLR041W	2.000	5.000	5.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YLR050C	2.000	5.000	5.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YLR052W	1.000	3.000	3.000	2.000	3.000	3.000	2.000	2.000	2.000	4.000	4.000	3.000	1.000	3.000	4.000	2.000	3.000	4.000	2.000	3.000	1.000	3.000	3.000	2.000	2.000	2.000	3.000	2.000	3.000	3.000
YMR142C	1.000	1.000	1.000	1.000	1.000	2.000	0.000	1.000	0.000	1.000	2.000	2.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	1.000	2.000	2.000	1.000	0.000	1.000	1.000	1.000	1.000
YMR171C	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR181C	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	3.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR209C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	3.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR271C	3.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	3.000	4.000	4.000	4.000	4.000	4.000	4.000
YMR279C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YMR306W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	1.000	4.000	4.000	1.000	4.000	3.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	3.000
YMR311C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	1.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR312W	1.000	2.000	3.000	2.000	3.000	3.000	1.000	1.000	1.000	3.000	3.000	3.000	0.000	1.000	2.000	1.000	2.000	2.000	1.000	1.000	1.000	0.000	0.000	0.000	2.000	1.000	2.000	1.000	2.000	1.000
YMR313C	2.000	5.000	5.000	3.000	4.000	5.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR315W	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	3.000	2.000	2.000	1.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	1.000	0.000	1.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR316C-A	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR316C-B	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR316W	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	2.000	3.000	2.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	3.000
YMR317W	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YMR318C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	3.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	3.000	4.000
YMR319C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	4.000	4.000	4.000	4.000	4.000
YMR320W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	2.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YNL250W	1.000	2.000	2.000	2.000	1.000	2.000	1.000	1.000	1.000	2.000	3.000	3.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	2.000	1.000	2.000	1.000
YNL279W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL300W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YNL316C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YOL016C	2.000	5.000	5.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YOR096W	1.000	1.000	1.000	1.000	1.000	2.000	1.000	1.000	1.000	4.000	3.000	3.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	2.000	2.000	2.000	0.000	1.000	1.000	1.000	1.000	1.000
YOR306C	2.000	4.500	4.000	3.000	4.000	4.000	2.500	2.500	2.500	3.500	4.000	4.000	1.500	3.500	3.500	2.500	3.500	3.500	2.500	3.000	2.000	1.500	3.000	2.000	3.000	3.000	3.500	3.000	3.500	3.500
YOR317W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	3.000
YPL134C	2.000	5.000	4.000	3.000	3.000	4.000	3.000	3.000	2.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	2.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YML070W	2.000	5.000	4.000	3.000	3.000	4.000	3.000	3.000	2.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YML071C	2.000	4.000	4.000	2.000	3.000	3.000	3.000	3.000	2.000	4.000	4.000	4.000	0.000	2.000	3.000	1.000	3.000	3.000	2.000	3.000	1.000	2.000	3.000	2.000	4.000	1.000	4.000	2.000	4.000	2.000
YML074C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	3.000	3.000	3.000	4.000	3.000	4.000	4.000	4.000	4.000
YML090W	2.000	4.000	4.000	3.000	4.000	4.000	2.000	1.000	2.000	1.000	1.000	1.000	1.000	4.000	3.000	3.000	4.000	4.000	1.000	2.000	1.000	1.000	1.000	0.000	4.000	3.000	4.000	3.000	4.000	3.000
YML094W	1.000	1.000	2.000	1.000	1.000	2.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	1.000	0.000
YML095C	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	3.000
YML095C-A	1.000	2.000	3.000	1.000	2.000	3.000	1.000	1.000	1.000	3.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	2.000	0.000	2.000	0.000
YML096W	2.000	5.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	3.000	4.000	3.000	4.000	3.000	4.000	4.000
YML097C	2.000	4.000	4.000	2.000	3.000	4.000	2.000	2.000	2.000	3.000	3.000	3.000	0.000	2.000	3.000	1.000	3.000	3.000	1.000	1.000	1.000	1.000	1.000	2.000	4.000	2.000	4.000	2.000	4.000	2.000
YML099C	2.000	5.000	4.000	3.000	3.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
YML100W	2.000	4.000	4.000	3.000	4.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	3.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	3.000
YML100W-A	2.000	5.000	4.000	3.000	2.000	4.000	3.000	3.000	3.000	4.000	4.000	4.000	1.000	4.000	4.000	3.000	4.000	4.000	3.000	4.000	2.000	2.000	3.000	2.000	4.000	3.000	4.000	3.000	4.000	4.000
