orf	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [2.5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate [90 μM], iron sulfate pentahydrate [5 uM], YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGal [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPGE [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], copper [50 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [30°C] | Davis-Kaplan SR~Kaplan J, 2004	hom | growth (spot assay) | YPD [standard], iron [100 uM], temperature [37ºC] | Davis-Kaplan SR~Kaplan J, 2004
YHL006C	3.0	4.0	5.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	2.0	5.0	4.0	4.0	5.0	4.0	4.0
YHL007C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	4.0	3.0	2.0	2.0	1.0	1.0	1.0	5.0	4.0	4.0	4.0	4.0	4.0
YHL008C	3.0	4.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0
YHL009C	3.0	4.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	0.0	1.0	1.0	5.0	4.0	4.0	4.0	4.0	4.0
YHL010C	3.0	4.0	5.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	5.0	4.0	3.0	5.0	5.0	4.0	4.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL011C	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0
YHL012W	3.0	4.0	5.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	5.0	4.0	3.0	5.0	5.0	4.0	4.0	3.0	2.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL013C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	5.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	2.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL014C	3.0	4.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	5.0	4.0	3.0	5.0	5.0	4.0	4.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL016C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL017W	3.0	4.0	5.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL019C	3.0	4.0	5.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	4.0	3.0	1.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL020C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	4.0	4.0	3.0	5.0	5.0	3.0	2.0	2.0	1.0	2.0	1.0	3.0	4.0	4.0	5.0	4.0	4.0
YHL021C	3.0	4.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL022C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	2.0	1.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	3.0
YHL023C	3.0	4.0	4.0	4.0	4.0	5.0	1.0	2.0	1.0	2.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	2.0	3.0	1.0	3.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0
YHL024W	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	0.0	4.0	4.0	3.0	4.0	4.0	3.0	5.0	3.0	2.0	3.0	3.0	4.0	3.0	4.0	3.0	4.0	4.0
YHL025W										0.0	0.0	0.0																		
YHL026C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL027W	3.0	4.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	2.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL028W	3.0	4.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL029C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL030W	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL031C	1.5	3.5	4.0	2.0	4.0	3.0	3.0	3.0	3.0	3.5	4.5	3.5	1.0	2.0	3.0	1.0	2.0	2.5	3.5	3.0	2.5	3.0	3.0	3.0	3.5	2.0	3.5	2.0	3.5	2.0
YHL032C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	2.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL033C	3.0	3.0	4.0	4.0	4.0	4.0	1.0	2.0	2.0	3.0	2.0	2.0	2.0	4.0	4.0	3.0	5.0	4.0	3.0	2.0	2.0	1.0	3.0	2.0	3.0	4.0	3.0	4.0	4.0	4.0
YHL034C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL035C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL036W	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0
YHL037C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	4.0	4.0	3.0	2.0	1.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0
YHL038C	2.5	4.0	3.0	3.0	3.5	3.5	2.0	2.5	2.5	0.5	0.5	0.5	1.0	4.0	4.0	2.0	4.0	3.5	2.5	2.5	2.5	0.0	0.5	0.5	3.0	4.0	4.0	3.0	3.5	3.0
YHL039W	2.0	4.0	4.0	2.0	4.0	4.0	3.0	3.0	4.0	5.0	5.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0
YHL040C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	4.0	4.0	3.0	3.0	1.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0
YHL041W	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL042W	3.0	4.0	5.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL043W	3.0	4.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL044W	3.0	4.0	4.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	2.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL045W	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	2.0	1.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL046C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	2.0	1.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHL047C	3.0	4.0	4.0	4.0	5.0	5.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	2.0	1.0	3.0	2.0	4.0	4.0	4.0	5.0	4.0	4.0
YHR001W-A	3.0	4.0	5.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0
YHR003C	2.0	4.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	5.0	4.0	4.0	2.0	3.0	3.0	2.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	4.0	3.0	4.0	4.0
YHR004C	1.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	4.0	4.0	3.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	3.0	1.0	3.0	2.0
YHR006W	2.0	4.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	5.0	4.0	4.0	2.0	3.0	4.0	2.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0	3.0	3.0	4.0	3.0	4.0	4.0
YHR008C										0.0	0.0	0.0																		
YHR009C	2.0	4.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	4.0	2.0	4.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	4.0	3.0	4.0	4.0
YHR010W	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	2.0	2.0	2.0	1.0	3.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
YHR011W	1.5	1.5	1.5	1.5	2.0	1.5	1.5	1.5	1.0	0.0	0.0	0.5	0.0	1.5	1.0	0.0	1.5	1.5	1.0	0.5	0.5	0.0	0.0	0.0	1.5	1.0	1.5	1.0	1.5	1.0
YHR012W	3.0	4.0	5.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	1.0	3.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0
YHR013C	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
YHR014W	3.0	4.0	5.0	4.0	5.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	5.0	4.0	3.0	5.0	5.0	4.0	4.0	3.0	1.0	3.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0
YHR015W	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR016C	2.0	5.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	1.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	2.0	2.0	3.0	2.0	4.0	3.0	4.0	3.0	4.0	4.0
YHR017W	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	4.0	4.0	4.0	0.0	3.0	4.0	2.0	4.0	4.0	3.0	4.0	2.0	2.0	2.0	2.0	4.0	3.0	4.0	3.0	4.0	4.0
YHR018C	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR021C	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR021W-A	2.0	4.0	5.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	2.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0
YHR022C	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR025W	2.0	4.0	4.0	3.0	3.5	3.5	2.5	3.0	2.0	2.0	3.0	1.5	1.5	4.0	4.0	2.0	4.0	3.5	3.5	3.0	2.5	2.5	3.0	2.5	3.5	3.0	3.5	3.5	3.5	3.0
YHR026W	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
YHR028C	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR029C	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR030C	2.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	1.0	2.0	4.0	2.0	2.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	2.0	4.0	1.0	4.0	2.0
YHR031C	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR032W	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	4.0	4.0	4.0	1.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	2.0	2.0	3.0	2.0	4.0	3.0	4.0	3.0	4.0	4.0
YHR033W	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR034C	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR035W	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR037W	3.0	5.0	5.0	3.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	5.0	4.0	4.0	4.0	4.0
YHR038W	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0
YHR039C	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	4.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR039C-A	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
YHR041C	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
YHR043C	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	4.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
YHR044C	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	4.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR045W	2.0	5.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0	4.0	4.0	4.0	0.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	2.0	3.0	3.0	4.0	3.0	4.0	3.0	4.0	4.0
YHR046C	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR047C	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR048W	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR049C-A	3.0	5.0	5.0	3.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR049W	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	2.0	1.0	2.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	2.0	1.0	1.0	1.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR050W	3.0	5.0	5.0	3.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR051W	2.0	3.5	4.0	2.5	3.5	3.5	2.0	2.5	2.5	0.0	0.5	0.5	1.0	4.0	3.0	1.5	3.5	3.5	2.5	2.5	2.5	0.5	0.5	0.5	3.0	4.0	3.0	3.0	3.5	3.0
YHR057C	3.0	5.0	5.0	3.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0
YHR059W	1.0	2.0	2.0	1.0	2.0	2.0	0.0	1.0	0.0	2.0	3.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
YHR060W	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
YHR061C	3.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR064C	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
YHR066W	3.0	4.0	4.0	3.0	4.0	5.0	2.0	2.0	3.0	3.0	4.0	4.0	2.0	4.0	4.0	3.0	5.0	4.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0	3.0	4.0	3.0	4.0
YHR067W	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
YHR073W	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	4.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	2.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR075C	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	2.0	4.0	3.0	4.0	4.0	4.0	4.0
YHR076W	3.0	5.0	5.0	4.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0
