orf	hap alpha | cell size | YPD [standard] | Cook~Ho, 2008
YAL002W	1.6026659831074914
YAL004W	0.5076198171972707
YAL005C	0.060928439944518735
YAL007C	0.30683397034565296
YAL009W	-2.4520987969183317
YAL010C	-0.9131130924895511
YAL011W	-0.990731165288701
YAL012W	-0.06206762307884883
YAL013W	2.0563177726229482
YAL014C	0.42688455900522276
YAL015C	0.2937732767631107
YAL017W	0.2036178276011673
YAL018C	-0.26550659177633973
YAL019W	0.08319536431075596
YAL020C	0.6295289863803316
YAL021C	1.1739358092814296
YAL022C	-0.3955656755021759
YAL024C	0.22022471795649487
YAL026C	-0.3588094222891385
YAL027W	0.19776664227224872
YAL028W	-0.1955582544118386
YAL029C	-0.0806778888672461
YAL030W	0.10532535690450079
YAL031C	0.3239383580533589
YAL034C	0.009171893660744092
YAL036C	-0.10924562381786984
YAL037W	0.2591650677308317
YAL039C	-1.2374090000095606
YAL040C	0.1628643650924262
YAL042C-A	0.3045413848645195
YAL042W	0.12115705878347943
YAL044C	-0.10594225660158105
YAL045C	0.19256892356672933
YAL046C	0.18765955494223469
YAL047C	0.9243675241793645
YAL048C	-2.2691576241159113
YAL049C	0.052951620064649235
YAL051W	0.11020707343848608
YAL053W	0.42824930134618266
YAL054C	0.019062959515405938
YAL055W	-0.40018907542171694
YAL056C-A	0.0539845454862061
YAL056W	1.0696993843577876
YAL058W	-0.48344750780245205
YAL059W	0.35086843511481536
YAL060W	0.26917921829747593
YAL061W	0.012092572553487573
YAL062W	0.15539278561716374
YAL064C-A	0.09274614453727571
YAL065C	-0.057959149727290805
YAL066W	0.1612578818055073
YAL067C	0.15175828123426877
YAL068C	0.5023141814995774
YAR002C-A	0.5496808590701027
YAR002W	1.7068806367737532
YAR003W	2.55134963383158
YAR014C	2.8160954046998867
YAR015W	0.40691950856094106
YAR020C	-0.21756012379469192
YAR023C	0.01487047959563391
YAR027W	0.11197796738591775
YAR028W	0.12370492555945971
YAR029W	-0.13006289107436578
YAR030C	0.3376096617152289
YAR031W	0.09600253954968872
YAR035W	0.12667446830850462
YAR042W	0.20564761246381466
YAR047C	-0.06679304975384276
YAR050W	-0.07115135374175448
YBL001C	-0.09018246791461912
YBL002W	-1.4480703759876676
YBL003C	-0.05429209106491904
YBL005W	0.17930519088752295
YBL006C	5.128512267214594
YBL007C	3.2936516249209973
YBL008W	0.6443633632466437
YBL009W	0.07316601899241472
YBL010C	0.22559915987184537
YBL011W	-0.23972123598651357
YBL012C	-1.3288840025760393
YBL013W	0.14032581541073555
YBL015W	0.4341630790966183
YBL016W	3.762537516343226
YBL017C	0.3196514725447524
YBL019W	0.5520132438528242
YBL021C	-1.00707173378379
YBL022C	-0.6536570513239216
YBL024W	1.7622242448123817
YBL025W	1.5982037903533002
YBL027W	-0.4776046238911272
YBL028C	0.06142902250747836
YBL029W	0.25658789360779605
YBL031W	0.5139674368108258
YBL032W	1.9088638915825116
YBL033C	-0.398266312030453
YBL036C	0.04744123146769994
YBL037W	0.20446764285114394
YBL038W	-1.6888372589143217
YBL039C	1.4502271057095864
YBL042C	-0.7136828241642544
YBL043W	-0.01829145888331917
YBL044W	-0.9228883931488012
YBL045C	-0.6405158034894585
YBL046W	0.7744120191759126
YBL047C	2.330772984352784
YBL048W	0.3295427596608209
YBL049W	0.09280359438508985
YBL051C	1.6819343322812672
YBL052C	0.32447164533191786
YBL053W	0.23235582570359578
YBL054W	1.0213736520124608
YBL055C	0.059402305103545
YBL056W	0.7285259304549088
YBL057C	0.0959507778718878
YBL058W	-0.528400517228443
YBL059W	0.4938963439611239
YBL060W	0.21649853859479756
YBL061C	0.6983356427962034
YBL062W	0.42424452863849593
YBL063W	0.5864951264778723
YBL064C	1.055446331008703
YBL065W	0.10144261690781514
YBL066C	0.19161205502603146
YBL067C	-1.2529811276035412
YBL068W	0.15847894921431702
YBL069W	0.4627074205083572
YBL070C	0.22514441289756898
YBL071C	0.22992169508745336
YBL072C	-1.9534243838411744
YBL075C	0.03595849462911544
YBL078C	0.15730964985783702
YBL079W	-0.17459584227749367
YBL080C	-1.3443016262915224
YBL081W	0.6224988828389474
YBL082C	0.2832894537479219
YBL083C	0.7061718877323462
YBL085W	0.37650432881266516
YBL086C	0.562191319919741
YBL087C	-1.468186006836359
YBL088C	0.6671062479065518
YBL089W	-0.4782031728285149
YBL090W	-1.5744276820412135
YBL091C	0.27374489447170036
YBL091C-A	-0.2929469971912769
YBL093C	1.0026640781015443
YBL094C	1.9127701573278497
YBL095W	0.21604398440282224
YBL096C	0.06882265069442874
YBL098W	-0.13736072989930925
YBL099W	-1.9907870809823989
YBL100C	-1.7505176148747612
YBL101C	0.059448624818022364
YBL102W	-0.0617995820515834
YBL103C	-0.6283212129244903
YBL104C	0.22164847708404176
YBL106C	0.11750626060520906
YBL107C	-0.029301523678308183
YBR001C	0.07327024659027737
YBR003W	-0.6327084132371474
YBR005W	0.4271273746789727
YBR006W	-0.4107436382161806
YBR007C	0.11535611368688613
YBR008C	-0.04229544834868906
YBR009C	0.35194115137738036
YBR010W	0.37107538911353216
YBR012C	-0.16088335661948922
YBR013C	-0.05477839631481189
YBR014C	-0.3278882903490974
YBR015C	0.13014418196300614
YBR016W	0.3101270539972141
YBR018C	0.8711836000874451
YBR019C	0.14418247038311877
YBR020W	0.08098634468052512
YBR021W	0.40397140148756666
YBR022W	0.2521992321231325
YBR023C	1.439669765635011
YBR024W	-0.11382403020757692
YBR025C	-0.49205500390609963
YBR027C	-0.13719413757299465
YBR028C	0.06476128297126019
YBR031W	-1.4258893484863975
YBR032W	-0.10384771363341277
YBR033W	0.06919016419234096
YBR034C	-0.7469687855398234
YBR035C	-0.4013240640323305
YBR036C	-0.12042824669148593
YBR037C	-0.6948980586111061
YBR040W	0.055521440990832796
YBR041W	0.16529234056591743
YBR043C	0.08736892275976148
YBR044C	0.35148712078077293
YBR045C	0.11966300330200447
YBR046C	-0.033054507470678854
YBR047W	0.15013402019686328
YBR048W	-0.10968539858125956
YBR051W	0.03462752928157532
YBR052C	-0.059619778646237964
YBR053C	0.19410296062940435
YBR054W	-0.3024834023680205
YBR056W	-0.017525513296025252
YBR057C	0.24332802940840204
YBR058C	0.13450561746726547
YBR059C	-1.0428462673960768
YBR061C	0.14151812622794638
YBR062C	-0.24042799032119863
YBR063C	-0.044415696428723735
YBR064W	0.05223574759033801
YBR065C	0.37409812873031967
YBR066C	0.11894774179649896
YBR067C	-0.055860261903279175
YBR068C	0.1817928087423919
YBR069C	0.6323279485984405
YBR071W	0.02851863300156253
YBR072W	-0.028162992421170888
YBR073W	0.0605504812712387
YBR074W	-0.059286326084142235
YBR076W	-0.11575697856095833
YBR077C	1.1368252687987241
YBR078W	-0.15319243180979566
YBR081C	2.898748887877655
YBR082C	2.201812314717526
YBR083W	-0.7292723338444267
YBR084C-A	-2.486247073042293
YBR084W	-0.18707021761610848
YBR085W	4.323205582186083
YBR089C-A	0.17485506448631055
YBR090C	-0.06161405191533853
YBR092C	-0.16370343659024306
YBR094W	-0.19299530844370935
YBR095C	0.6973891075343918
YBR097W	-0.2340316034096584
YBR098W	0.32729186495240536
YBR099C	0.33050990663483487
YBR101C	1.6229970389057393
YBR103W	0.14030533568026884
YBR104W	-0.4520444338584475
YBR105C	-0.20489402677865148
YBR106W	-1.3920405906534195
YBR107C	0.6001086741421271
YBR108W	-0.019433828769412128
YBR111C	0.6743628624672376
YBR112C	1.4956010556275252
