ORF	hap alpha | cell size | YPD [standard] | Cook~Ho, 2008
YFL030W	0.065
YCR098C	0.065
YLR014C	0.065
YMR044W	0.065
YOL151W	0.066
YGL021W	0.066
YHL024W	0.066
YNR049C	0.066
YIL164C	0.066
YPR149W	0.066
YJR091C	0.067
YPR196W	0.067
YIL074C	0.067
YKL029C	0.067
YGL251C	0.068
YDR239C	0.068
YMR180C	0.068
YLL061W	0.068
YLR296W	0.068
YLR214W	0.068
YNR055C	0.068
YCL051W	0.068
YDR380W	0.068
YLL038C	0.069
YPL030W	0.069
YOL037C	0.069
YGL144C	0.069
YNL305C	0.069
YIL071C	0.070
YHR199C	0.070
YOR280C	0.070
YKR043C	0.070
YCR091W	0.070
YJL044C	0.070
YOR155C	0.070
YNL001W	0.071
YDR071C	0.071
YPL230W	0.071
YDR513W	0.071
YJR096W	0.072
YGL198W	0.072
YDL154W	0.072
YJL060W	0.072
YER032W	0.072
YAR037W	0.072
YLR232W	0.072
YPR093C	0.072
YKL183W	0.072
YIR027C	0.072
YGR084C	0.073
YLR392C	0.073
YLR097C	0.074
YIL120W	0.074
YGR169C	0.074
YPL032C	0.074
YDR147W	0.075
YNR014W	0.075
YEL065W	0.075
YJL158C	0.075
YLR013W	0.075
YPR198W	0.075
YKR099W	0.075
YJL077C	0.075
YBR224W	0.075
YFR024C-A	0.076
YDR009W	0.076
YOL015W	0.076
YGR052W	0.076
YNR062C	0.076
YGR227W	0.076
YOR161C	0.076
YOR008C-A	0.077
YLR012C	0.077
YPL222W	0.077
YLR149C	0.078
YOR339C	0.078
YIL136W	0.078
YDR370C	0.078
YGR289C	0.078
YGR230W	0.078
YER069W	0.078
YPR171W	0.079
YBR056W	0.079
YJL082W	0.079
YNL220W	0.079
YBL043W	0.079
YIL002C	0.079
YDR275W	0.080
YJR048W	0.080
YOR162C	0.080
YER175C	0.080
YBR108W	0.080
YOR183W	0.081
YNL098C	0.081
YKL174C	0.081
YLR142W	0.081
YGR149W	0.081
YOL029C	0.081
YGR256W	0.081
YFL044C	0.082
YCR107W	0.082
YGL067W	0.082
YOR245C	0.082
YKR070W	0.082
YOR338W	0.082
YPR114W	0.083
YDL034W	0.083
YMR245W	0.083
YLL016W	0.083
YCL012W	0.084
YER031C	0.084
YCR053W	0.084
YJL179W	0.084
YDR098C	0.084
YDL218W	0.084
YPR095C	0.084
YML002W	0.084
YBR188C	0.085
YLR391W	0.085
YHR185C	0.085
YGR189C	0.085
YLR282C	0.085
YMR172W	0.085
YPR012W	0.085
YLR278C	0.085
YDL130W-A	0.086
YLR070C	0.086
YOL088C	0.086
YDL010W	0.086
YDR316W	0.086
YOR180C	0.086
YJL152W	0.087
YJR031C	0.087
YNL024C	0.087
YOR037W	0.088
YKR003W	0.088
YGR263C	0.088
YDL241W	0.088
YOR302W	0.088
YBR072W	0.088
YGR134W	0.088
YNL154C	0.089
YMR285C	0.089
YOL071W	0.089
YPR075C	0.089
YBL107C	0.089
YFL046W	0.090
YJL119C	0.090
YMR202W	0.090
YLR284C	0.090
YHR135C	0.090
YKL031W	0.090
YOR067C	0.090
YLR004C	0.090
YIL099W	0.091
YLR461W	0.091
YLL053C	0.091
YBR161W	0.091
YNL335W	0.091
YLR252W	0.091
YCR021C	0.091
YLR228C	0.092
YLL012W	0.092
YBR046C	0.092
YMR253C	0.093
YHR097C	0.093
YDR102C	0.093
YPL185W	0.093
YJL088W	0.093
YMR258C	0.093
YGR059W	0.094
YMR310C	0.094
YDR149C	0.095
YFL054C	0.095
YGR204W	0.095
YMR316C-B	0.095
YML101C	0.096
YML038C	0.096
YIL086C	0.096
YPR043W	0.096
YOR170W	0.096
YOR334W	0.097
YFL055W	0.097
YOL104C	0.097
YJR024C	0.097
YIL170W	0.098
YHR198C	0.098
YFL040W	0.098
YJR078W	0.098
YNL123W	0.098
YPL206C	0.098
YDR097C	0.098
YPR199C	0.098
YLR042C	0.098
YNL218W	0.098
YJL140W	0.098
YKL132C	0.098
YMR007W	0.099
YPR156C	0.099
YKR076W	0.099
YML034W	0.099
YJR146W	0.099
YPL240C	0.099
YBR273C	0.099
YHR035W	0.099
YFR016C	0.099
YER046W	0.100
YHL031C	0.100
YBR239C	0.100
YDL094C	0.100
YPR128C	0.100
YDR445C	0.100
YFL048C	0.100
YJL132W	0.100
YIL155C	0.100
YBR008C	0.100
YGR137W	0.101
YER187W	0.101
YKL033W-A	0.101
YDR509W	0.101
YFR018C	0.101
YHR011W	0.101
YHR039C	0.101
YPR089W	0.101
YLR460C	0.101
YNR050C	0.101
YBR185C	0.102
YDR035W	0.102
YMR107W	0.102
YIL138C	0.102
YGR209C	0.102
YMR104C	0.102
YBR063C	0.102
YPR147C	0.102
YPR121W	0.102
YGR028W	0.103
YNL297C	0.103
YHR048W	0.103
YEL017W	0.104
YGR068C	0.104
YNL311C	0.104
YPL089C	0.104
YBR208C	0.104
YML067C	0.104
YFR025C	0.104
YDR068W	0.104
YCR106W	0.104
YGL056C	0.104
YLR341W	0.104
YLR136C	0.105
YNL190W	0.105
YGR032W	0.105
YDR152W	0.105
YMR188C	0.105
YMR294W-A	0.106
YIR038C	0.106
YAR040C	0.106
YJL150W	0.106
YBR240C	0.106
YML075C	0.106
YER065C	0.106
YDR124W	0.106
YDR340W	0.107
YBR258C	0.107
YKR080W	0.107
YML009C	0.107
YER170W	0.107
YNL254C	0.107
YPL034W	0.108
YNL236W	0.108
YCR014C	0.108
YOL055C	0.108
YFL052W	0.108
YBR182C	0.109
YER046W-A	0.109
YGR223C	0.109
YDR319C	0.109
YLR072W	0.109
YOR087W	0.109
YFL031W	0.109
YNL320W	0.110
YOR274W	0.110
YBR150C	0.110
YEL011W	0.110
YLR271W	0.110
YNL090W	0.111
YHR130C	0.111
YBL003C	0.111
YPL272C	0.111
YEL028W	0.111
YKR097W	0.111
YMR191W	0.111
YMR031C	0.111
YBR013C	0.111
YGR080W	0.112
YBR178W	0.112
YBR067C	0.112
YDR048C	0.113
YLL052C	0.113
YDR055W	0.113
YER051W	0.113
YMR306C-A	0.113
YGR250C	0.113
YJR115W	0.113
YGR226C	0.113
YNL167C	0.113
YLR189C	0.113
YFR017C	0.114
YDL123W	0.114
YOL099C	0.114
YAL065C	0.114
YJR026W	0.114
YNR007C	0.114
YLR108C	0.115
YLR236C	0.115
YJR083C	0.115
YIR031C	0.115
YFL043C	0.115
YBR207W	0.115
YDL129W	0.115
YOR386W	0.115
YKL197C	0.115
YER097W	0.115
YOR050C	0.115
YLR348C	0.115
YJR142W	0.115
YBR052C	0.116
YMR274C	0.116
YKL137W	0.116
YHR028C	0.116
YIL156W	0.116
YMR318C	0.116
YML116W	0.116
YDL036C	0.116
YNL009W	0.116
YBR151W	0.116
YCR073C	0.116
YNL339C	0.116
YPR059C	0.117
YNL004W	0.117
YBR241C	0.117
YNL270C	0.117
YBR090C	0.117
YDR347W	0.118
YBL102W	0.118
YDR154C	0.118
YAL012W	0.118
YHR039C-B	0.118
YDL027C	0.118
YEL025C	0.118
YNL157W	0.118
YHR021W-A	0.118
YER045C	0.118
YML078W	0.119
YOR328W	0.119
YER039C	0.119
YGR207C	0.119
YJL073W	0.120
YOL082W	0.120
YMR042W	0.121
YLR188W	0.121
YNL159C	0.121
YPR138C	0.121
YLR408C	0.121
YJR050W	0.121
YOR010C	0.122
YBR232C	0.122
YJL161W	0.122
YAR047C	0.122
YNL330C	0.122
YJR134C	0.122
YBR271W	0.122
YFR040W	0.123
YKR087C	0.123
YML100W	0.123
YDL093W	0.123
YNR022C	0.124
YJR033C	0.124
YGL085W	0.124
YEL057C	0.124
YKL007W	0.124
YPL199C	0.124
YML019W	0.125
YHL041W	0.125
YIR028W	0.125
YOL053W	0.125
YAR050W	0.126
YHR126C	0.126
YPL220W	0.126
YDR415C	0.126
YMR250W	0.126
YGR053C	0.126
YBR229C	0.127
YBR187W	0.127
YLL063C	0.127
YBR169C	0.127
YNL314W	0.128
YBR157C	0.128
YDR502C	0.128
YPL187W	0.129
YML052W	0.129
YJR107W	0.129
YIL085C	0.129
YJR032W	0.129
YHR161C	0.130
YKL027W	0.130
YOR054C	0.131
YGL157W	0.131
YOR009W	0.131
YJL036W	0.131
YDR286C	0.131
YOL030W	0.131
YOR292C	0.132
YCR105W	0.132
YLR281C	0.132
YMR141C	0.132
YNL165W	0.132
YOR062C	0.132
YML120C	0.132
YDR333C	0.132
YPL127C	0.133
YPR192W	0.133
YJL068C	0.133
YJL056C	0.134
YOL051W	0.134
YLL046C	0.134
YLR043C	0.134
YAL029C	0.134
YKL086W	0.134
YOR222W	0.135
YDR185C	0.135
YNL231C	0.135
YER184C	0.135
YKL124W	0.135
YIL067C	0.136
YKL117W	0.136
YCL026C-A	0.136
YLR237W	0.136
YMR178W	0.136
YOL114C	0.136
YMR315W	0.137
YGL221C	0.137
YOR273C	0.137
YLR365W	0.137
YOL047C	0.137
YLR394W	0.137
YOR318C	0.137
YGR153W	0.137
YNL183C	0.137
YBR223C	0.137
YKL222C	0.138
YDL109C	0.138
YPL056C	0.138
YGL079W	0.138
YPL202C	0.138
YLR401C	0.138
YBR233W	0.138
YNR024W	0.138
YHR140W	0.138
YBR130C	0.138
YMR222C	0.138
YOL083W	0.138
YMR299C	0.138
YER121W	0.138
YNL200C	0.139
YPR071W	0.139
YIL095W	0.139
YGL140C	0.139
YPR195C	0.140
YKR106W	0.140
YER067W	0.140
YGR168C	0.141
YMR102C	0.141
YKR067W	0.141
YGL170C	0.141
YLR121C	0.141
YDR058C	0.141
YGR096W	0.141
YGL177W	0.142
YHR017W	0.142
YJL062W	0.142
YER019C-A	0.142
YBL001C	0.143
YPR021C	0.143
YER173W	0.143
YHR138C	0.143
YGR254W	0.143
YPR052C	0.143
YNL276C	0.144
YKL140W	0.144
YPR063C	0.144
YLR028C	0.144
YGR173W	0.144
YOR017W	0.144
YML051W	0.144
YDR192C	0.145
YNR021W	0.145
YDR001C	0.145
YHR171W	0.146
YML050W	0.146
YOR324C	0.146
YPR174C	0.146
YJL165C	0.146
YMR312W	0.146
YBR230C	0.147
YGR125W	0.147
YFR020W	0.147
YER053C	0.147
YER080W	0.147
YGL248W	0.147
YDR530C	0.148
YER142C	0.148
YGR287C	0.148
YDL022W	0.148
YOR173W	0.148
YMR122C	0.148
YMR303C	0.148
YIL139C	0.149
YKL158W	0.149
YLR019W	0.149
YDR112W	0.149
YFL020C	0.149
YKL093W	0.149
YMR155W	0.149
YJL089W	0.149
YDR022C	0.150
YBR139W	0.150
YHR095W	0.150
YJR008W	0.150
YMR271C	0.150
YFL041W	0.150
YGR049W	0.150
YPR054W	0.151
YLL039C	0.151
YFR049W	0.151
YML047C	0.151
YGR051C	0.151
YER049W	0.151
YML059C	0.152
YNR065C	0.153
YER001W	0.153
YIL158W	0.153
YJL003W	0.153
YKL190W	0.153
YKL147C	0.153
YGR177C	0.154
YPL023C	0.154
YMR034C	0.154
YCL007C	0.154
YKR069W	0.154
YER140W	0.154
YBR032W	0.155
YPR068C	0.155
YGR236C	0.155
YPL221W	0.155
YDR043C	0.155
YOR357C	0.155
YER090W	0.156
YBR242W	0.156
YDR171W	0.156
YPR185W	0.156
YAL044C	0.156
YLR109W	0.157
YCR099C	0.157
YKL085W	0.157
YLR107W	0.157
YGR017W	0.158
YJR009C	0.158
YGR131W	0.158
YPL070W	0.158
YMR020W	0.159
YDR385W	0.159
YAL036C	0.159
YBR048W	0.160
YPR122W	0.160
YMR283C	0.160
YJR150C	0.161
YPR077C	0.161
YLR427W	0.161
YIL087C	0.161
YJL186W	0.162
YBR209W	0.162
YLR248W	0.163
YIL113W	0.163
YBR024W	0.163
YDR447C	0.163
YPR091C	0.163
YCL040W	0.164
YLL025W	0.164
YGL202W	0.164
YLR351C	0.165
YBR076W	0.165
YCR017C	0.165
YML042W	0.165
YDL038C	0.165
YDR008C	0.165
YJL137C	0.166
YDR421W	0.166
YGL160W	0.166
YOR059C	0.167
YEL071W	0.168
YOL067C	0.168
YKR011C	0.169
YOR298W	0.169
YBR214W	0.169
YNR028W	0.169
YBR036C	0.169
YPR078C	0.169
YNL091W	0.169
YDR306C	0.170
YLR095C	0.170
YMR244W	0.170
YDR107C	0.170
YNL224C	0.170
YEL020C	0.170
YCR059C	0.171
YJR061W	0.171
YLR438W	0.171
YDL215C	0.171
YPR098C	0.171
YNL318C	0.171
YKR026C	0.172
YCR102C	0.172
YIR024C	0.172
YGR124W	0.172
YBR165W	0.172
YGR286C	0.172
YLR063W	0.173
YDL078C	0.173
YMR171C	0.173
YHR079C-B	0.173
YDR368W	0.173
YDL243C	0.173
YFR032C	0.174
YBR204C	0.174
YGL227W	0.174
YML005W	0.175
YNL008C	0.175
YML100W-A	0.175
YOR385W	0.175
YGR282C	0.175
YEL052W	0.176
YKL106W	0.176
YLR077W	0.176
YNL051W	0.176
YER057C	0.176
YLR050C	0.177
YDR524C	0.177
YNL191W	0.177
YFR011C	0.177
YNL074C	0.177
YIL089W	0.177
YAR029W	0.178
YBR172C	0.178
YEL040W	0.178
YER152C	0.178
YGR290W	0.178
YJR020W	0.178
YOR079C	0.178
YGL108C	0.178
YMR129W	0.178
YNL197C	0.178
YDR358W	0.179
YOR136W	0.179
YJL043W	0.180
YJL094C	0.180
YBR213W	0.180
YLR053C	0.180
YPL064C	0.181
YNL187W	0.181
YOL057W	0.181
YMR214W	0.181
YLR242C	0.181
YJL049W	0.181
YBR301W	0.181
YNL321W	0.182
YGR141W	0.182
YDL180W	0.182
YER010C	0.182
YDL114W	0.183
YGR234W	0.183
YOR311C	0.183
YBR260C	0.183
YJR080C	0.183
YKL216W	0.183
YIL054W	0.183
YDR117C	0.183
YPR200C	0.183
YBR027C	0.184
YGR203W	0.184
YBL098W	0.184
YML008C	0.184
YOR304W	0.184
YOL054W	0.185
YBR228W	0.185
YNL338W	0.185
YLR257W	0.186
YNL021W	0.186
YGL014W	0.186
YML117W-A	0.186
YKL038W	0.186
YJL159W	0.186
YDL188C	0.187
YNL063W	0.187
YLR093C	0.187
YCR069W	0.187
YLR058C	0.187
YGR213C	0.188
YGR093W	0.188
YOR072W	0.188
YJL151C	0.188
YIL167W	0.189
YGL133W	0.189
YLL059C	0.189
YHR086W	0.189
YKR066C	0.190
YPL001W	0.190
YKL214C	0.190
YOR126C	0.190
YDR261C	0.190
YDL091C	0.190
YLR279W	0.190
YCL075W	0.191
YDL110C	0.192
YPR083W	0.192
YDR283C	0.192
YKL051W	0.192
YMR189W	0.193
YER056C	0.193
YMR054W	0.193
YMR177W	0.193
YJR137C	0.194
YGR225W	0.194
YEL018W	0.194
YBR210W	0.194
YLR037C	0.195
YLR178C	0.195
YKL118W	0.195
YNL041C	0.195
YER054C	0.195
YNR001C	0.195
YPR076W	0.195
YPR132W	0.195
YOR091W	0.196
YPR170C	0.196
YLR246W	0.196
YGR295C	0.196
YHR117W	0.196
YOR242C	0.197
YDL005C	0.197
YIL090W	0.197
YDL080C	0.197
YOR007C	0.198
YGR079W	0.198
YBR078W	0.198
YMR215W	0.199
YHR016C	0.199
YHR131C	0.199
YMR053C	0.199
YKL079W	0.200
YMR233W	0.200
YJR036C	0.200
YDR242W	0.200
YJR098C	0.201
YOR120W	0.201
YPR062W	0.201
YMR158C-B	0.201
YOR231W	0.201
YDR028C	0.202
YOR291W	0.202
YER124C	0.202
YER067C-A	0.202
YCL046W	0.203
YLR170C	0.203
YNL043C	0.204
YPL184C	0.204
YMR166C	0.204
YER132C	0.204
YPR123C	0.204
YBR012C	0.205
YKL179C	0.205
YLR352W	0.205
YKL096W	0.205
YGR139W	0.206
YKR040C	0.206
YFL028C	0.206
YEL016C	0.206
YKL115C	0.207
YGL005C	0.207
YLR258W	0.207
YLR098C	0.207
YBR092C	0.207
YHR032W	0.207
YMR110C	0.207
YLR233C	0.208
YNL028W	0.208
YNL212W	0.208
YGR067C	0.208
YMR012W	0.208
YJL108C	0.208
YLR390W-A	0.208
YNL012W	0.208
YOR317W	0.209
YCL076W	0.209
YJL126W	0.209
YPR004C	0.209
YFL032W	0.209
YMR163C	0.209
YDL204W	0.209
YBR128C	0.210
YDR034C	0.210
YKL090W	0.210
YOR165W	0.210
YLR354C	0.211
YPL112C	0.211
YBR285W	0.211
YGR266W	0.211
YJL122W	0.211
YNL129W	0.211
YGR259C	0.212
YFR034C	0.212
YPL274W	0.212
YPL244C	0.212
YFL014W	0.212
YER093C-A	0.212
YOR041C	0.212
YDR402C	0.213
YDR266C	0.213
YJL206C-A	0.213
YML058C-A	0.213
YLR092W	0.214
YNR033W	0.214
YOR084W	0.214
YJL059W	0.214
YHR137W	0.214
YOR055W	0.214
YML086C	0.215
YFL012W	0.215
YDL199C	0.215
YGR217W	0.215
YGR212W	0.216
YPL057C	0.216
YKL047W	0.216
YER166W	0.216
YML030W	0.216
YML099C	0.217
YBL079W	0.217
YMR069W	0.217
YHR180W	0.217
YJL133W	0.217
YLR326W	0.218
YLR173W	0.218
YKR095W	0.219
YHR045W	0.219
YLR263W	0.219
YJR126C	0.219
YDR108W	0.219
YFR054C	0.220
YJR019C	0.220
YNL125C	0.220
YBR261C	0.221
YGR058W	0.221
YLR219W	0.221
YLR450W	0.221
YGR183C	0.221
YLR126C	0.223
YNL077W	0.223
YPR124W	0.223
YLR146C	0.223
YEL041W	0.223
YNR015W	0.223
YDR297W	0.223
YKR005C	0.224
YLR089C	0.225
YKL175W	0.225
YER062C	0.225
YKL096W-A	0.226
YJL112W	0.226
YCR037C	0.226
YNL293W	0.226
YBR263W	0.227
YCR016W	0.227
YGL262W	0.227
YDR271C	0.227
YBR084W	0.228
YER114C	0.228
YPL036W	0.228
YLL060C	0.228
YEL068C	0.228
YNR061C	0.228
YHR162W	0.229
YPR037C	0.230
YMR130W	0.230
YMR002W	0.230
YGR088W	0.230
YOR092W	0.230
YFR007W	0.231
YGL023C	0.231
YIL020C	0.232
YMR259C	0.232
YKR021W	0.232
YOR307C	0.232
YKL102C	0.232
YMR322C	0.232
YLR030W	0.232
YHL017W	0.233
YBR094W	0.233
YDR344C	0.233
YOL122C	0.233
YPR042C	0.233
YKR053C	0.233
YPR157W	0.234
YFR046C	0.234
YDR046C	0.234
YJL021C	0.234
YGR199W	0.235
YMR026C	0.235
YJL193W	0.235
YAL028W	0.235
YJL037W	0.236
YNL094W	0.236
YLR328W	0.237
YMR011W	0.237
YLR036C	0.237
YLR349W	0.237
YKR090W	0.237
YMR119W	0.238
YDR422C	0.239
YKL149C	0.239
YPL145C	0.239
YDR270W	0.239
YOL155C	0.239
YKL094W	0.240
YLL005C	0.240
YJL210W	0.241
YPL216W	0.241
YLR064W	0.241
YOR086C	0.242
YGL153W	0.242
YPR106W	0.243
YBR105C	0.243
YHR178W	0.243
YNL325C	0.244
YDR294C	0.244
YLR356W	0.244
YLR266C	0.244
YGR182C	0.244
YLR287C	0.245
YBR074W	0.245
YJL106W	0.246
YHL007C	0.246
YMR306W	0.246
YLR049C	0.246
YGL125W	0.247
YDR202C	0.248
YGR130C	0.248
YCL047C	0.248
YNL035C	0.248
YLR057W	0.249
YNL235C	0.249
YOR354C	0.249
YLR332W	0.249
YGR210C	0.249
YLR389C	0.249
YKL032C	0.250
YKR096W	0.251
YGR037C	0.251
YGR291C	0.251
YGR271W	0.252
YDR213W	0.253
YBR218C	0.253
YNL093W	0.253
YOL163W	0.253
YPL207W	0.254
YML131W	0.254
YOR368W	0.254
YAR020C	0.254
YGR193C	0.255
YDR493W	0.255
YDR191W	0.255
YOL141W	0.256
YMR096W	0.256
YMR319C	0.257
YPR007C	0.257
YLR447C	0.257
YJL153C	0.257
YER040W	0.258
YCR102W-A	0.258
YGR281W	0.258
YJL051W	0.258
YOR384W	0.259
YIL027C	0.259
YHR104W	0.259
YLL062C	0.259
YJL100W	0.260
YOR246C	0.260
YLR171W	0.260
YIR025W	0.261
YLL026W	0.262
YJR079W	0.262
YDR345C	0.262
YGL261C	0.263
YBR206W	0.264
YPL197C	0.264
YMR173W	0.264
YLR047C	0.265
YER052C	0.265
YPR092W	0.266
YBR199W	0.266
YMR304C-A	0.267
YPL174C	0.267
YOR022C	0.267
YJR149W	0.268
YNL100W	0.268
YBR097W	0.269
YLR122C	0.269
YNL076W	0.269
YGR004W	0.270
YNL259C	0.270
YOR188W	0.271
YKR045C	0.272
YNR056C	0.272
YLR034C	0.273
YDL173W	0.273
YGR283C	0.273
YDR221W	0.273
YBL011W	0.274
YBR062C	0.274
YER034W	0.275
YOR238W	0.275
YJL139C	0.276
YLR390W	0.276
YPR002W	0.276
YOL060C	0.276
YGL010W	0.276
YLR225C	0.276
YMR297W	0.277
YJR152W	0.277
YMR210W	0.277
YLR313C	0.277
YLR081W	0.277
YBR220C	0.277
YML037C	0.278
YCL074W	0.280
YJR147W	0.280
YMR153W	0.281
YPL004C	0.281
YJL216C	0.281
YJR066W	0.282
YFL018C	0.284
YNR074C	0.284
YDR223W	0.285
YGR192C	0.285
YNL303W	0.285
YIR044C	0.286
YJL107C	0.286
YKL097C	0.286
YFL021W	0.287
YKL199C	0.287
YMR157C	0.288
YNR066C	0.289
YLR179C	0.290
YKL068W	0.290
YPL229W	0.290
YGR241C	0.290
YDL194W	0.290
YOR290C	0.290
YIL037C	0.291
YKL163W	0.291
YKL131W	0.291
YDR072C	0.292
YJL093C	0.293
YDL213C	0.293
YOL049W	0.293
YLR134W	0.294
YBR222C	0.294
YKL039W	0.294
YFL053W	0.295
YDR099W	0.296
YAL018C	0.297
YOR002W	0.297
YER060W	0.297
YJL101C	0.297
YHR057C	0.298
YOL159C	0.299
YJR001W	0.299
YMR119W-A	0.299
YDR059C	0.299
YMR265C	0.299
YOR271C	0.299
YKR098C	0.300
YDR179W-A	0.301
YLR431C	0.301
YDR066C	0.301
YDR378C	0.301
YPL105C	0.302
YNR045W	0.302
YJR073C	0.302
YMR058W	0.302
YGL136C	0.303
YLR432W	0.303
YEL039C	0.303
YGL257C	0.304
YDR096W	0.304
YBR144C	0.305
YKR016W	0.305
YKR033C	0.305
YIL112W	0.305
YFL047W	0.305
YFL035C-B	0.305
YOL061W	0.306
YJR058C	0.306
YOR164C	0.306
YDR155C	0.306
YMR221C	0.307
YNR029C	0.307
YDR210W	0.307
YGR239C	0.308
YNR031C	0.308
YDR003W	0.308
YMR010W	0.309
YOR053W	0.309
YLR054C	0.309
YDR209C	0.311
YDR119W	0.311
YOR253W	0.311
YKL198C	0.312
YNL044W	0.313
YOR047C	0.313
YNL108C	0.314
YCR033W	0.314
YLL032C	0.314
YKR013W	0.314
YPR090W	0.315
YLR205C	0.315
YLR113W	0.315
YER106W	0.315
YDR293C	0.317
YBR299W	0.317
YBR127C	0.318
YER060W-A	0.318
YER086W	0.318
YKR073C	0.319
YIR023W	0.319
YKR061W	0.319
YNL054W	0.319
YDR494W	0.320
YBL091C-A	0.321
YDR334W	0.321
YGL197W	0.323
YLR017W	0.324
YLR428C	0.324
YCL039W	0.324
YGL231C	0.325
YDR244W	0.325
YLR262C-A	0.326
YPL077C	0.326
YGL059W	0.326
YDL053C	0.327
YHR121W	0.328
YMR041C	0.328
YJR070C	0.329
YKL185W	0.329
YBR054W	0.329
YOL052C	0.329
YLR405W	0.329
YKL160W	0.331
YDR372C	0.331
YKL167C	0.332
YDR148C	0.332
YGR242W	0.333
YHR004C	0.333
YOL136C	0.334
YDR109C	0.334
YGL071W	0.335
YJL160C	0.335
YLR280C	0.335
YDR315C	0.337
YMR118C	0.338
YHR029C	0.338
YKR001C	0.339
YOL072W	0.339
YKL188C	0.339
YHR076W	0.340
YGR070W	0.340
YDL019C	0.341
YGL045W	0.341
YOR069W	0.341
YKR019C	0.341
YPL159C	0.341
YER030W	0.342
YBR184W	0.342
YIL038C	0.343
YOR045W	0.343
YOL068C	0.343
YDR541C	0.344
YNR019W	0.344
YOR230W	0.344
YGR176W	0.344
YPL045W	0.345
YLR410W	0.346
YDL133W	0.347
YER145C	0.347
YMR182C	0.348
YKR046C	0.349
YLR421C	0.349
YGL046W	0.349
YFL027C	0.350
YOR286W	0.350
YJR127C	0.351
YBR014C	0.351
YOR313C	0.352
YDL065C	0.353
YOL024W	0.354
YJL145W	0.354
YDR011W	0.354
YPR058W	0.354
YER039C-A	0.356
YNL286W	0.356
YMR023C	0.356
YKL133C	0.357
YNL022C	0.357
YHR066W	0.358
YKL207W	0.358
YMR154C	0.359
YGR233C	0.360
YOR001W	0.360
YJL022W	0.360
YKL076C	0.361
YCR079W	0.361
YML063W	0.362
YPR146C	0.362
YDR122W	0.362
YMR207C	0.364
YHR132C	0.365
YPR148C	0.367
YFR024C	0.367
YMR313C	0.367
YLR325C	0.367
YBR262C	0.368
YOR019W	0.368
YMR135W-A	0.368
YKL161C	0.368
YMR317W	0.369
YEL054C	0.369
YKL043W	0.369
YFL019C	0.370
YER028C	0.370
YFL050C	0.370
YLR152C	0.372
YLR267W	0.373
YDL138W	0.374
YNL265C	0.374
YDR120C	0.374
YOL009C	0.377
YDR020C	0.377
YOR070C	0.378
YJR125C	0.378
YAL026C	0.378
YLR001C	0.379
YNL271C	0.380
YGR038W	0.380
YPL154C	0.381
YLR327C	0.381
YDR506C	0.383
YLR416C	0.383
YLR065C	0.385
YDR351W	0.385
YPL111W	0.386
YLR290C	0.387
YGR143W	0.388
YPL019C	0.388
YMR247C	0.388
YHR050W	0.388
YPL009C	0.389
YEL036C	0.389
YJR088C	0.390
YMR161W	0.393
YIR032C	0.393
YGL232W	0.393
YJL191W	0.393
YPR022C	0.394
YJL212C	0.395
YMR160W	0.395
YNR069C	0.395
YEL063C	0.396
YKL067W	0.397
YML010C-B	0.397
YLR434C	0.398
YDR482C	0.398
YGR132C	0.398
YGR122W	0.399
YNL324W	0.399
YKR089C	0.400
YNL319W	0.402
YJL129C	0.403
YFR053C	0.403
YJL117W	0.403
YBR219C	0.404
YGR034W	0.404
YLR395C	0.405
YML117W	0.405
YGL002W	0.405
YMR115W	0.405
YLR294C	0.406
YDR309C	0.407
YLR331C	0.407
YDR100W	0.408
YKL010C	0.409
YHL003C	0.410
YAL022C	0.411
YMR037C	0.411
YDR006C	0.411
YER005W	0.412
YPL198W	0.412
YDL052C	0.412
YNR012W	0.413
YBL033C	0.413
YBR296C	0.414
YOL086C	0.415
YAL055W	0.415
YLR387C	0.415
YMR124W	0.415
YBR035C	0.416
YOR216C	0.416
YFL010W-A	0.417
YER098W	0.419
YPL249C	0.420
YDL071C	0.421
YNL141W	0.422
YDR165W	0.422
YJR075W	0.422
YBR006W	0.424
YKL135C	0.424
YCR067C	0.425
YNL081C	0.426
YFL006W	0.426
YGR040W	0.426
YER164W	0.428
YDR181C	0.428
YGR101W	0.429
YIR004W	0.431
YLR169W	0.432
YNL241C	0.432
YJL141C	0.434
YOR327C	0.434
YGL168W	0.435
YOR296W	0.435
YML081W	0.436
YOR032C	0.437
YDR073W	0.438
YLR255C	0.438
YER068C-A	0.438
YJR030C	0.438
YGR129W	0.439
YPL037C	0.439
YIR003W	0.439
YGR127W	0.439
YML006C	0.440
YNL135C	0.441
YOR275C	0.442
YHR030C	0.443
YHR151C	0.444
YER087W	0.446
YLR247C	0.447
YDL190C	0.452
YJR110W	0.452
YEL042W	0.453
YDL227C	0.454
YCL045C	0.456
YMR003W	0.456
YLR367W	0.456
YPL038W	0.458
YLR269C	0.459
YDL157C	0.460
YBR104W	0.460
YNR032C-A	0.461
YOR012W	0.463
YHL038C	0.464
YOR243C	0.465
YKL142W	0.466
YDL200C	0.467
YJR021C	0.469
YGR279C	0.473
YOL012C	0.473
YKR028W	0.474
YLR082C	0.475
YJL128C	0.476
YNL322C	0.477
YDR216W	0.478
YBR248C	0.480
YLR137W	0.481
YOL050C	0.482
YBL027W	0.483
YBL089W	0.483
YFR039C	0.484
YLR099C	0.486
YDR269C	0.487
