ORF	hap alpha | cell size | YPD [standard] | Cook~Ho, 2008
YDR534C	-0.155
YGR097W	-0.155
YJL130C	-0.154
YOR186W	-0.154
YJL172W	-0.154
YDL169C	-0.154
YLR011W	-0.153
YCL034W	-0.153
YOL116W	-0.153
YDR018C	-0.151
YDR248C	-0.151
YBR057C	-0.150
YOR093C	-0.150
YGL039W	-0.150
YBR145W	-0.150
YGL209W	-0.150
YOL075C	-0.150
YNL193W	-0.150
YNL328C	-0.150
YPL087W	-0.149
YJL028W	-0.149
YHR015W	-0.149
YDR359C	-0.149
YMR147W	-0.149
YKL040C	-0.149
YIL105C	-0.149
YBR245C	-0.149
YIL059C	-0.148
YGR196C	-0.148
YPL168W	-0.148
YOL113W	-0.148
YOR130C	-0.147
YDL192W	-0.147
YKL164C	-0.147
YDL023C	-0.147
YGL194C	-0.147
YDL170W	-0.146
YOR365C	-0.146
YNL277W	-0.146
YLR297W	-0.145
YOR099W	-0.145
YIL168W	-0.145
YLL054C	-0.145
YOL107W	-0.145
YGL131C	-0.144
YBR259W	-0.144
YBR201W	-0.144
YOL092W	-0.143
YBR113W	-0.142
YBR100W	-0.142
YMR201C	-0.141
YPL257W	-0.141
YJL027C	-0.141
YFR045W	-0.141
YBL053W	-0.141
YKL015W	-0.140
YLR396C	-0.140
YHR008C	-0.140
YML013W	-0.140
YCL002C	-0.140
YHL044W	-0.140
YDR265W	-0.139
YHL010C	-0.139
YOR189W	-0.139
YKL080W	-0.139
YBL071C	-0.139
YOL160W	-0.138
YKR049C	-0.138
YMR018W	-0.138
YOR134W	-0.138
YKL030W	-0.138
YDR326C	-0.138
YJL070C	-0.137
YKL162C-A	-0.137
YER044C	-0.136
YGR224W	-0.135
YDL149W	-0.135
YBL010C	-0.135
YBL070C	-0.134
YLR231C	-0.134
YNL217W	-0.134
YDR278C	-0.133
YOR208W	-0.133
YNL057W	-0.133
YDR031W	-0.133
YOR364W	-0.132
YBL104C	-0.131
YER044C-A	-0.131
YGR258C	-0.131
YER134C	-0.130
YLR254C	-0.130
YAL024C	-0.130
YNL296W	-0.130
YML062C	-0.129
YMR086W	-0.129
YDR169C	-0.129
YOL013C	-0.129
YER011W	-0.129
YNL279W	-0.129
YOL108C	-0.129
YNL138W	-0.129
YOL065C	-0.129
YMR114C	-0.128
YML076C	-0.128
YJL182C	-0.127
YBL060W	-0.127
YGR012W	-0.127
YBL095W	-0.126
YDL131W	-0.126
YLR128W	-0.126
YDR105C	-0.125
YDR384C	-0.124
YBR147W	-0.124
YOR314W	-0.124
YDR360W	-0.124
YGL146C	-0.123
YJR099W	-0.123
YPR155C	-0.123
YER024W	-0.123
YPL176C	-0.122
YGL101W	-0.122
YOR182C	-0.122
YOL011W	-0.122
YKR014C	-0.121
YMR276W	-0.121
YLR241W	-0.121
YOR112W	-0.121
YDR005C	-0.121
YKR100C	-0.121
YER180C	-0.121
YHR105W	-0.121
YOL131W	-0.121
YOR185C	-0.120
YGR010W	-0.119
YDR214W	-0.119
YJR111C	-0.119
YFR047C	-0.119
YHR210C	-0.119
YDL234C	-0.119
YDR426C	-0.118
YMR255W	-0.118
YNL155W	-0.118
YGL110C	-0.118
YDR321W	-0.118
YMR206W	-0.118
YCR089W	-0.117
YDL001W	-0.117
YOR029W	-0.117
YEL012W	-0.117
YDR222W	-0.117
YDR357C	-0.117
YOR342C	-0.117
YOR289W	-0.117
YCR028C	-0.116
YBL037W	-0.116
YOR263C	-0.116
YPL263C	-0.116
YAL017W	-0.116
YGR043C	-0.115
YNL196C	-0.115
YOL035C	-0.115
YGL230C	-0.115
YML057W	-0.115
YDR262W	-0.115
YCL028W	-0.114
YMR137C	-0.114
YIR018W	-0.114
YOL153C	-0.114
YHL039W	-0.114
YGL034C	-0.114
YKL217W	-0.113
YDL242W	-0.113
YER115C	-0.113
YDR143C	-0.113
YGL114W	-0.113
YLR312C	-0.112
YEL017C-A	-0.112
YPL135W	-0.112
YDR488C	-0.112
YDL177C	-0.112
YNL037C	-0.112
YLR380W	-0.112
YOL031C	-0.112
YPL200W	-0.112
YHR155W	-0.111
YNL219C	-0.111
YAL027W	-0.110
YPL041C	-0.110
YDR401W	-0.109
YNL052W	-0.108
YPL014W	-0.108
YDR535C	-0.108
YOR320C	-0.108
YGL162W	-0.108
YGL242C	-0.108
YLR209C	-0.108
YNL047C	-0.108
YER092W	-0.108
YOR192C	-0.107
YFL023W	-0.107
YBR053C	-0.107
YHR153C	-0.107
YGL139W	-0.107
YOR380W	-0.107
YDR287W	-0.107
YPL232W	-0.107
YDR234W	-0.106
YAL045C	-0.106
YBR221C	-0.105
YPL227C	-0.105
YBL066C	-0.105
YNL078W	-0.105
YHR156C	-0.105
YIR033W	-0.105
YHR115C	-0.105
YJL078C	-0.104
YJL144W	-0.104
YHR096C	-0.104
YDL137W	-0.104
YDL233W	-0.104
YGL126W	-0.104
YNL104C	-0.103
YDR090C	-0.103
YDR019C	-0.103
YLR096W	-0.103
YLR446W	-0.103
YLR364W	-0.103
YML084W	-0.102
YPL081W	-0.102
YGL226W	-0.102
YAL046C	-0.102
YGL244W	-0.101
YPR027C	-0.101
YML072C	-0.101
YLR213C	-0.100
YIR036C	-0.100
YLR283W	-0.100
YER163C	-0.100
YGR066C	-0.099
YDR424C	-0.099
YOR104W	-0.099
YMR278W	-0.099
YPR026W	-0.099
YDR263C	-0.099
YIR019C	-0.099
YGR039W	-0.099
YDR443C	-0.098
YML066C	-0.098
YDR153C	-0.098
YDR029W	-0.098
YKL220C	-0.098
YBR203W	-0.098
YPR126C	-0.097
YDR126W	-0.097
YBR068C	-0.096
YMR300C	-0.096
YGL117W	-0.096
YDR273W	-0.096
YNR072W	-0.096
YPR117W	-0.096
YOL063C	-0.095
YGR123C	-0.095
YBL005W	-0.094
YDL127W	-0.094
YKR009C	-0.094
YCR043C	-0.094
YHR003C	-0.094
YDR291W	-0.094
YKR010C	-0.094
YML020W	-0.093
YGR016W	-0.093
YDR215C	-0.093
YLR211C	-0.093
YFR033C	-0.093
YJR090C	-0.093
YOR266W	-0.093
YOR076C	-0.093
YHR181W	-0.092
YDR056C	-0.092
YPL163C	-0.092
YLR191W	-0.092
YHR109W	-0.092
YOR284W	-0.092
YCL001W	-0.092
YLR250W	-0.091
YHL030W	-0.091
YMR068W	-0.091
YPR051W	-0.091
YCR015C	-0.090
YBR090C-A	-0.090
YDL223C	-0.090
YIL103W	-0.090
YKR058W	-0.090
YIL036W	-0.089
YGL077C	-0.089
YDR199W	-0.089
YJR100C	-0.089
YOR003W	-0.088
YMR009W	-0.088
YCL063W	-0.088
YJL213W	-0.088
YHR006W	-0.088
YMR226C	-0.088
YMR173W-A	-0.088
YLR079W	-0.087
YER179W	-0.087
YKL107W	-0.087
YGL080W	-0.087
YJL042W	-0.087
YPR073C	-0.086
YGR170W	-0.086
YOR190W	-0.086
YCL022C	-0.086
YJR103W	-0.086
YLR311C	-0.086
YPL270W	-0.085
YGR021W	-0.085
YJR052W	-0.085
YJR133W	-0.085
YGR244C	-0.085
YNR059W	-0.085
YIL088C	-0.085
YPR003C	-0.085
YDR387C	-0.085
YPL108W	-0.085
YBR170C	-0.084
YER019W	-0.084
YLL047W	-0.084
YOR085W	-0.084
YER055C	-0.084
YOR356W	-0.084
YKL150W	-0.084
YGR109C	-0.083
YNL333W	-0.083
YJR109C	-0.083
YJL217W	-0.083
YDR250C	-0.083
YER033C	-0.083
YKL005C	-0.082
YGL041C	-0.082
YCL030C	-0.082
YBR041W	-0.082
YGL236C	-0.082
YOL147C	-0.082
YBR148W	-0.082
YNL239W	-0.081
YHL014C	-0.081
YMR086C-A	-0.081
YDR133C	-0.080
YER158C	-0.080
YOR016C	-0.080
YAL040C	-0.080
YFL011W	-0.079
YOR040W	-0.078
YDR282C	-0.078
YAL066W	-0.078
YHR046C	-0.078
YDR481C	-0.078
YOR316C	-0.078
YDR249C	-0.078
YDR015C	-0.078
YPL158C	-0.078
YDL197C	-0.078
YML058W	-0.077
YER096W	-0.077
YER150W	-0.077
YOR299W	-0.077
YDR400W	-0.077
YER108C	-0.077
YCL048W	-0.077
YDR252W	-0.076
YCL049C	-0.076
YKL075C	-0.076
YBL068W	-0.076
YPR115W	-0.076
YDR533C	-0.076
YOR225W	-0.076
YDR203W	-0.075
YMR302C	-0.075
YOL126C	-0.075
YBL078C	-0.075
YOL162W	-0.074
YHR037W	-0.074
YDR423C	-0.074
YPL109C	-0.074
YLR227C	-0.074
YDR132C	-0.074
YBR290W	-0.074
YGL062W	-0.073
YMR232W	-0.073
YAL062W	-0.073
YGL176C	-0.073
YIR020C	-0.073
YCR090C	-0.072
YKL171W	-0.072
YBR137W	-0.072
YJL067W	-0.072
YDR411C	-0.072
YGL180W	-0.072
YNL011C	-0.070
YIL137C	-0.070
YAL067C	-0.070
YER042W	-0.070
YKL129C	-0.069
YDR259C	-0.069
YNL179C	-0.069
YHR059W	-0.069
YIL060W	-0.069
YKR041W	-0.069
YDR220C	-0.069
YLR449W	-0.069
YBR047W	-0.069
YHR080C	-0.068
YKR032W	-0.068
YCR007C	-0.068
YNR002C	-0.068
YGL167C	-0.068
YCR011C	-0.068
YER085C	-0.067
YMR065W	-0.067
YNL010W	-0.067
YMR292W	-0.067
YMR170C	-0.067
YJR148W	-0.067
YDR517W	-0.067
YDR428C	-0.067
YML083C	-0.067
YJR095W	-0.067
YDR503C	-0.066
YCL025C	-0.066
YLR265C	-0.066
YGR284C	-0.066
YGL165C	-0.066
YDR305C	-0.066
YNL013C	-0.066
YDL024C	-0.066
YKR088C	-0.066
YPL110C	-0.065
YPR140W	-0.065
YMR261C	-0.064
YPR109W	-0.064
YIL072W	-0.064
YLR124W	-0.064
YDL085W	-0.064
YGR155W	-0.063
YBR019C	-0.063
YGL161C	-0.063
YDR519W	-0.063
YGR235C	-0.063
YMR139W	-0.062
YGL027C	-0.062
YLR295C	-0.062
YHL002W	-0.062
YDL011C	-0.062
YDR314C	-0.061
YEL049W	-0.061
YML070W	-0.061
YOR011W	-0.061
YGR201C	-0.061
YBR061C	-0.061
YKR018C	-0.061
YOL085C	-0.061
YER188W	-0.060
YEL014C	-0.060
YBL013W	-0.060
YOR018W	-0.060
YBR103W	-0.060
YOR288C	-0.060
YDR130C	-0.060
YDL201W	-0.060
YNL334C	-0.060
YKL123W	-0.059
YKL178C	-0.059
YPR188C	-0.059
YDL112W	-0.059
YML029W	-0.059
YJL057C	-0.059
YCL035C	-0.059
YDL178W	-0.059
YER091C-A	-0.059
YFR015C	-0.059
YGR292W	-0.059
YGR205W	-0.058
YJL155C	-0.058
YLR035C	-0.058
YDR193W	-0.058
YPL245W	-0.058
YBR215W	-0.058
YJR035W	-0.058
YDL048C	-0.057
YCL023C	-0.057
YGL090W	-0.057
YLL057C	-0.057
YPR066W	-0.057
YNL049C	-0.057
YPL149W	-0.056
YOR374W	-0.056
YGR035C	-0.056
YOR163W	-0.056
YPL147W	-0.055
YNL020C	-0.055
YBR058C	-0.055
YOL118C	-0.055
YOR131C	-0.054
YOR178C	-0.054
YML003W	-0.054
YJL175W	-0.054
YHR139C-A	-0.054
YMR103C	-0.053
YDR030C	-0.053
YLL058W	-0.053
YDR528W	-0.053
YPR096C	-0.053
YER183C	-0.053
YPL024W	-0.052
YBR287W	-0.052
YJL162C	-0.052
YIR039C	-0.052
YPL017C	-0.052
YHR127W	-0.051
YGL096W	-0.051
YGL196W	-0.051
YBR015C	-0.051
YNL332W	-0.051
YNL204C	-0.051
YML121W	-0.050
YGL259W	-0.050
YLR218C	-0.050
YPL074W	-0.050
YML089C	-0.050
YNL257C	-0.050
YOL090W	-0.050
YJL066C	-0.050
YGR144W	-0.050
YFR048W	-0.049
YLR165C	-0.049
YOR264W	-0.049
YMR183C	-0.049
YNR009W	-0.049
YGR022C	-0.049
YOR105W	-0.049
YGR249W	-0.049
YDL121C	-0.049
YPL113C	-0.049
YGL042C	-0.049
YKR091W	-0.048
YMR264W	-0.048
YAR035W	-0.048
YJR154W	-0.048
YGR033C	-0.048
YDR406W	-0.047
YOR377W	-0.047
YKL215C	-0.047
YMR099C	-0.047
YNL336W	-0.047
YOR382W	-0.047
YML080W	-0.046
YOL119C	-0.046
YGL109W	-0.046
YDR179C	-0.046
YLR016C	-0.046
YOR358W	-0.046
YGL121C	-0.045
YAR028W	-0.045
YJL079C	-0.045
YOR107W	-0.045
YBR235W	-0.045
YLR130C	-0.045
YDR061W	-0.045
YJL171C	-0.045
YMR148W	-0.045
YER119C	-0.045
YPL114W	-0.045
YOR202W	-0.044
YOR177C	-0.044
YJL048C	-0.043
YLR299W	-0.043
YAL042W	-0.043
YDR352W	-0.043
YER137C	-0.043
YGL050W	-0.042
YGL260W	-0.042
YKR039W	-0.042
YOR100C	-0.042
YMR280C	-0.042
YGR100W	-0.042
YDR431W	-0.042
YBR045C	-0.042
YBR292C	-0.042
YOL128C	-0.042
YGL263W	-0.042
YIL056W	-0.042
YIR042C	-0.041
YHR157W	-0.041
YBR066C	-0.041
YOR219C	-0.041
YPR028W	-0.041
YNL146W	-0.040
YOL106W	-0.040
YDL039C	-0.040
YDL018C	-0.040
YBL106C	-0.040
YEL066W	-0.040
YPL072W	-0.040
YKL177W	-0.040
YPL248C	-0.039
YHR176W	-0.039
YPL166W	-0.039
YPR151C	-0.039
YDR436W	-0.039
YOL014W	-0.039
YKR050W	-0.039
YJR128W	-0.039
YOR013W	-0.038
YIR020W-B	-0.038
YPL058C	-0.038
YBR007C	-0.038
YGL036W	-0.038
YGL152C	-0.038
YKL151C	-0.037
YPL025C	-0.037
YGR202C	-0.037
YNL195C	-0.036
YER091C	-0.036
YFL034W	-0.036
YBR129C	-0.036
YER129W	-0.036
YJL045W	-0.036
YOL019W	-0.036
YKL105C	-0.036
YBR158W	-0.036
YEL048C	-0.035
YAR027W	-0.035
YHR150W	-0.035
YNL087W	-0.035
YGL149W	-0.034
YCL027W	-0.034
YKR051W	-0.034
YPL033C	-0.034
YNL249C	-0.034
YGR221C	-0.034
YER109C	-0.034
YAL051W	-0.034
YGR031W	-0.033
YDR070C	-0.033
YFL026W	-0.033
YHR184W	-0.033
YOL044W	-0.033
YMR164C	-0.033
YGL159W	-0.033
YLR288C	-0.033
YNL316C	-0.032
YCR032W	-0.032
YDR476C	-0.032
YKL084W	-0.032
YDR379W	-0.032
YBR156C	-0.031
YGR275W	-0.031
YNL301C	-0.031
YNR025C	-0.031
YJL083W	-0.031
YDR285W	-0.031
YEL023C	-0.031
YOL002C	-0.030
YBR138C	-0.030
YGR061C	-0.030
YNL278W	-0.030
YNL134C	-0.030
YMR169C	-0.029
YAL030W	-0.029
YER101C	-0.029
YNL045W	-0.029
YCL029C	-0.029
YHR163W	-0.029
YPL116W	-0.029
YJL084C	-0.029
YOR171C	-0.029
YDL172C	-0.028
YPL088W	-0.028
YOL013W-A	-0.028
YER004W	-0.028
YNR048W	-0.028
YML071C	-0.028
YDL237W	-0.028
YML060W	-0.027
YJR116W	-0.027
YPL039W	-0.027
YPR050C	-0.027
YPL046C	-0.027
YLR451W	-0.027
YBR227C	-0.026
YBR264C	-0.026
YDR104C	-0.026
YER066C-A	-0.026
YBL065W	-0.026
YGL015C	-0.026
YDR516C	-0.025
YLL041C	-0.025
YEL009C	-0.025
YBR293W	-0.025
YNR040W	-0.025
YGR025W	-0.025
YKR056W	-0.024
YBR180W	-0.024
YDR456W	-0.024
YOR121C	-0.024
YGL258W	-0.024
YKR094C	-0.024
YKL221W	-0.024
YPL208W	-0.024
YLL042C	-0.023
YDR163W	-0.023
YLL017W	-0.023
YOR321W	-0.023
YLL015W	-0.023
YNL095C	-0.023
YHR146W	-0.023
YOR034C	-0.022
YFR038W	-0.022
YKL159C	-0.022
YDR281C	-0.022
YCL044C	-0.022
YGR146C	-0.022
YMR181C	-0.021
YAR031W	-0.021
YNL304W	-0.021
YOR348C	-0.021
YBL057C	-0.021
YDL175C	-0.021
YKR052C	-0.021
YOL058W	-0.021
YHL035C	-0.020
YJR040W	-0.020
YLR059C	-0.020
YML068W	-0.020
YLR150W	-0.020
YPL079W	-0.020
YHR139C	-0.020
YKR029C	-0.020
YGL017W	-0.020
YLR268W	-0.020
YNL309W	-0.020
YMR019W	-0.019
YMR132C	-0.019
YLR413W	-0.019
YDR205W	-0.019
YKL187C	-0.019
YDR051C	-0.018
YBL049W	-0.018
YAL064C-A	-0.018
YOR378W	-0.018
YIL162W	-0.018
YHR094C	-0.018
YOR031W	-0.018
YDR492W	-0.017
YGL154C	-0.017
YPL260W	-0.017
YEL010W	-0.016
YLL048C	-0.016
YKL202W	-0.016
YMR246W	-0.016
YOL056W	-0.016
YNR063W	-0.016
YBR300C	-0.015
YLR210W	-0.015
YDR419W	-0.015
YOR268C	-0.015
YKL146W	-0.014
YBR075W	-0.014
YDL054C	-0.014
YLR285W	-0.013
YBR043C	-0.013
YIR029W	-0.013
YFR012W	-0.013
YIL094C	-0.013
YJL016W	-0.013
YOR375C	-0.013
YHR133C	-0.013
YKL218C	-0.013
YPR184W	-0.012
YLR455W	-0.012
YHR049C-A	-0.012
YFR022W	-0.012
YNL025C	-0.011
YJL181W	-0.011
YIR035C	-0.011
YGR018C	-0.011
YLR164W	-0.011
YBR164C	-0.011
YDR131C	-0.011
YNR039C	-0.010
YPL103C	-0.010
YLR253W	-0.010
YAL019W	-0.010
YOR044W	-0.010
YIL015C-A	-0.010
YBR115C	-0.010
YNL130C	-0.009
YMR291W	-0.009
YJL147C	-0.008
YBR020W	-0.008
YDL174C	-0.008
YCR075C	-0.008
YJR005W	-0.008
YOL150C	-0.007
YML004C	-0.007
YOL112W	-0.007
YPL137C	-0.006
YLR003C	-0.006
YER123W	-0.006
YLR404W	-0.006
YNL275W	-0.006
YIL058W	-0.006
YER041W	-0.006
YIL100W	-0.006
YPL246C	-0.006
YPR001W	-0.005
YKL050C	-0.005
YJL197W	-0.005
YBR141C	-0.005
YKL148C	-0.005
YDR256C	-0.005
YIL045W	-0.004
YMR194C-A	-0.004
YFR030W	-0.004
YNR032W	-0.004
YNL101W	-0.003
YGR248W	-0.003
YOL158C	-0.003
YBR183W	-0.003
YFL049W	-0.003
YOL137W	-0.002
YML056C	-0.002
YGL082W	-0.002
YER181C	-0.002
YIR007W	-0.002
YHR113W	-0.002
YPR060C	-0.002
YPR014C	-0.002
YLR133W	-0.002
YLR437C	-0.002
YDR317W	-0.002
YEL005C	-0.002
YCR100C	-0.002
YPL162C	-0.002
YKL017C	-0.002
YMR176W	-0.002
YPL015C	-0.001
YKR054C	-0.001
YOR352W	-0.001
YGR089W	-0.001
YBR001C	-0.001
YFL034C-A	-0.001
YBL009W	-0.001
YJL196C	-0.001
YPL073C	-0.001
YLR353W	-0.000
YHR182W	-0.000
YMR142C	-0.000
YDR050C	0.000
YBR121C	0.000
YPL119C	0.000
YGR007W	0.001
YDR304C	0.001
YPR127W	0.001
YLR350W	0.001
YER066W	0.001
YJL192C	0.001
YOL025W	0.001
YPL236C	0.001
YJL118W	0.001
YMR204C	0.002
YOR128C	0.002
YOR283W	0.002
YPR008W	0.002
YGR157W	0.002
YNL268W	0.002
YNL211C	0.002
YPL196W	0.002
YLR300W	0.002
YBR033W	0.003
YGR069W	0.003
YHR092C	0.003
YBL096C	0.003
YGL158W	0.003
YMR085W	0.004
YDR272W	0.004
YCR076C	0.004
YGL199C	0.004
YFL015C	0.005
YMR055C	0.005
YNL266W	0.005
YJR129C	0.005
YGR288W	0.005
YOR343C	0.005
YDR010C	0.005
YNL092W	0.006
YGL009C	0.006
YFR056C	0.006
YGR178C	0.006
YBR028C	0.006
YNL014W	0.006
YKL069W	0.006
YKL116C	0.007
YMR192W	0.007
YIL119C	0.007
YLL051C	0.007
YJL038C	0.007
YDL133C-A	0.007
YGL053W	0.007
YPL130W	0.007
YER118C	0.008
YLR031W	0.008
YGL057C	0.008
YML048W-A	0.008
YLR345W	0.008
YHR195W	0.008
YDR451C	0.009
YMR095C	0.009
YNL203C	0.009
YMR252C	0.009
YPR029C	0.009
YBL028C	0.009
YMR251W	0.010
YMR262W	0.010
YHR078W	0.010
YAL005C	0.010
YOL059W	0.010
YOR005C	0.010
YBR073W	0.010
YJL134W	0.010
YIR017C	0.010
YOR226C	0.011
YCR092C	0.011
YMR008C	0.011
YOR137C	0.011
YCL010C	0.011
YIR043C	0.011
YBL101C	0.011
YBL055C	0.011
YOL017W	0.011
YJL103C	0.011
YER073W	0.011
YDR391C	0.011
YOR094W	0.011
YER071C	0.011
YML055W	0.012
YIL163C	0.012
YPR005C	0.012
YPL106C	0.012
YMR022W	0.012
YIL117C	0.012
YER176W	0.012
YER079W	0.012
YDL144C	0.012
YOR227W	0.012
YOR166C	0.012
YJL163C	0.012
YJR051W	0.013
YGL229C	0.013
YOR285W	0.013
YLR104W	0.013
YPR154W	0.013
YDR161W	0.013
YOR383C	0.013
YOR347C	0.013
YPL189W	0.013
YJL058C	0.014
YHL009C	0.014
YGL252C	0.014
YNL164C	0.014
YKL162C	0.014
YBR040W	0.015
YGR164W	0.015
YDL012C	0.015
YHL045W	0.015
YMR241W	0.015
YJR074W	0.015
YDR338C	0.015
YDR094W	0.015
YPL100W	0.015
YLR385C	0.016
YAL058C-A	0.016
YPL134C	0.016
YDR127W	0.016
YLR346C	0.016
YLR412W	0.016
YLR040C	0.017
YDR307W	0.017
YKL070W	0.017
YAL049C	0.017
YDR525W-A	0.017
YBR064W	0.017
YPL027W	0.017
YNL173C	0.017
YLR174W	0.018
YHR047C	0.018
YER063W	0.018
YPL171C	0.018
YMR090W	0.019
YJL116C	0.019
YLR172C	0.019
YJL206C	0.019
YPL192C	0.019
YLR111W	0.019
YMR075C-A	0.019
YMR279C	0.020
YMR175W	0.020
YLR415C	0.020
YGR260W	0.020
YJR062C	0.020
YOR337W	0.020
YMR238W	0.020
YJR131W	0.020
YCR082W	0.020
YDL239C	0.021
YOL003C	0.021
YPR193C	0.021
YLL019C	0.021
YGR142W	0.021
YNL085W	0.021
YGL020C	0.021
YBL036C	0.022
YER113C	0.022
YLL056C	0.022
YBR116C	0.022
YOL132W	0.022
YNL285W	0.022
YLL055W	0.022
YDR452W	0.023
YLR343W	0.023
YMR133W	0.023
YPR172W	0.023
YPR158W	0.023
YDL222C	0.023
YHL021C	0.023
YPL139C	0.023
YGR121C	0.024
YDR354W	0.024
YJL142C	0.024
YDR514C	0.025
YIL165C	0.025
YKR064W	0.025
YCR060W	0.025
YHR044C	0.025
YGR194C	0.025
YOR124C	0.025
YOL089C	0.025
YJR153W	0.026
YPL035C	0.026
YOL032W	0.026
YGL063W	0.026
YCL038C	0.026
YMR135C	0.026
YKR075C	0.027
YML018C	0.027
YJL105W	0.027
YGR208W	0.027
YMR027W	0.027
YNL027W	0.027
YMR088C	0.028
YFR006W	0.028
YDR432W	0.028
YOR215C	0.028
YIR030C	0.028
YER186C	0.028
YHR049W	0.029
YOL111C	0.029
YGR154C	0.029
YOR298C-A	0.030
YDR063W	0.030
YIL146C	0.030
YGR238C	0.030
YMR187C	0.030
YOR088W	0.030
YMR320W	0.030
YHL032C	0.030
YCR001W	0.030
YPL203W	0.031
YEL001C	0.031
YDR511W	0.031
YMR081C	0.031
YOR051C	0.031
YMR111C	0.031
YGL254W	0.031
YNL168C	0.031
YKL001C	0.031
YCL024W	0.031
YCR101C	0.031
YNL214W	0.031
YOR179C	0.032
YDR111C	0.032
YOL103W	0.032
YBL075C	0.032
YGR027C	0.032
YFL051C	0.032
YNL283C	0.032
YOR331C	0.032
YGR086C	0.033
YDL086W	0.033
YCR049C	0.033
YBR051W	0.033
YPL247C	0.033
YKL128C	0.034
YIL025C	0.034
YHR160C	0.034
YNR073C	0.034
YOR367W	0.034
YPL264C	0.035
YDL171C	0.035
YCR020C	0.035
YNL142W	0.035
YER081W	0.035
YBR125C	0.035
YPL140C	0.035
YDR371W	0.035
YPL167C	0.035
YPL099C	0.036
YDR374C	0.036
YHR061C	0.037
YLR143W	0.037
YBR217W	0.037
YJR105W	0.037
YMR159C	0.037
YDL026W	0.038
YMR073C	0.038
YBR071W	0.038
YNL050C	0.038
YPL096W	0.039
YFR057W	0.039
YNL031C	0.039
YPR061C	0.039
YGL164C	0.039
YKL072W	0.039
YGL243W	0.039
YGL019W	0.039
YHR106W	0.040
YLR123C	0.040
YGR247W	0.040
YMR120C	0.040
YDR142C	0.040
YMR015C	0.040
YOR097C	0.040
YOR071C	0.040
YGR020C	0.040
YPR111W	0.041
YIL010W	0.041
YJL199C	0.041
YDR093W	0.041
YIR014W	0.041
YOL043C	0.041
YLR151C	0.041
YFR044C	0.042
YNR008W	0.042
YGL241W	0.042
YEL047C	0.042
YMR004W	0.042
YER149C	0.043
YGR015C	0.043
YFR043C	0.043
YAR042W	0.043
YGR136W	0.043
YMR225C	0.043
YPR201W	0.043
YMR158W-A	0.043
YOR109W	0.044
YKR104W	0.044
YPL136W	0.044
YNR018W	0.044
YDL168W	0.044
YOL091W	0.044
YIL108W	0.044
YMR121C	0.045
YOR138C	0.045
YOR197W	0.045
YDL025C	0.045
YNR057C	0.045
YKR044W	0.046
YNL274C	0.046
YPL054W	0.046
YPR015C	0.046
YKL062W	0.046
YFR026C	0.046
YMR311C	0.046
YKR012C	0.046
YPR031W	0.047
YAL054C	0.047
YGR014W	0.047
YMR101C	0.047
YER038W-A	0.047
YNL156C	0.047
YDL079C	0.047
YCR073W-A	0.047
YER087C-A	0.047
YJR130C	0.048
YDR458C	0.048
YKR102W	0.048
YIL096C	0.048
YGR133W	0.048
YOR049C	0.048
YOL098C	0.049
YIL114C	0.049
YKL201C	0.049
YCR048W	0.049
YIL173W	0.049
YOL053C-A	0.049
YOR381W	0.050
YDL203C	0.050
YAR023C	0.050
YER084W	0.050
YKL103C	0.050
YLL014W	0.051
YNL023C	0.051
YPR009W	0.051
YOL062C	0.051
YDR123C	0.051
YMR057C	0.051
YPL191C	0.051
YLR444C	0.051
YMR152W	0.052
YJL200C	0.052
YNR034W	0.052
YLR307W	0.052
YGL037C	0.052
YIL166C	0.052
YLR144C	0.052
YKR105C	0.052
YGR117C	0.053
YOL042W	0.053
YAL061W	0.053
YPL224C	0.053
YPR067W	0.053
YFL063W	0.053
YDL156W	0.053
YEL064C	0.054
YHL034C	0.054
YGR126W	0.054
YOR039W	0.055
YCL057W	0.055
YKL091C	0.055
YER047C	0.055
YEL067C	0.055
YOR333C	0.055
YAL034C	0.055
YDR134C	0.055
YDR057W	0.056
YML090W	0.056
YFR055W	0.056
YBR186W	0.056
YPL133C	0.056
YPL219W	0.056
YGL007W	0.056
YPR032W	0.056
YPR152C	0.056
YPL067C	0.057
YKL100C	0.057
YHL036W	0.057
YHR124W	0.057
YDL037C	0.057
YPL095C	0.057
YOL016C	0.058
YDR251W	0.058
YGR106C	0.058
YLR112W	0.058
YER144C	0.058
YMR087W	0.058
YPL179W	0.058
YGL032C	0.058
YER035W	0.059
YMR105C	0.059
YKL034W	0.059
YHR132W-A	0.059
YGL054C	0.059
YMR254C	0.059
YNL234W	0.059
YHR110W	0.059
YIL128W	0.060
YLR443W	0.060
YDL095W	0.060
YDR539W	0.060
YKR030W	0.060
YDR403W	0.060
YDR274C	0.060
YOR154W	0.061
YCR006C	0.061
YGR003W	0.061
YLR220W	0.061
YOL028C	0.061
YAR043C	0.061
YNL046W	0.061
YGR087C	0.061
YPR097W	0.062
YJL013C	0.062
YML082W	0.062
YBR250W	0.062
YMR172C-A	0.062
YGR161C	0.062
YGR243W	0.062
YGL104C	0.062
YJL211C	0.063
YGR232W	0.063
YDR157W	0.063
YGL086W	0.063
YDR284C	0.063
YDR538W	0.063
YPL021W	0.064
YIL157C	0.064
YDR229W	0.064
YJL095W	0.064
YEL030W	0.064
YIL016W	0.064
YGL025C	0.064
