orf	hap a | lipid particle size | standard | SC | Fei W~Yang H, 2011
YBR029C	66.57142857142858
YBR147W	101.42857142857143
YDR123C	138.57142857142858
YGL019W	46.857142857142854
YGR157W	87.0
YGR165W	99.0
YJR073C	127.57142857142857
YLR404W	94.42857142857143
YOL108C	137.57142857142858
YOR039W	28.571428571428573
