orf	hap a | lipid particle size | standard | SC | Fei W~Yang H, 2011
YBR029C	14.319946772077042
YBR147W	21.817944652735402
YDR123C	29.807614525568088
YGL019W	10.079275839573537
YGR157W	18.714265202135014
YGR165W	21.29554316105019
YJR073C	27.441443063229176
YLR404W	20.31219917670155
YOL108C	29.592508028991823
YOR039W	6.1458999021789875
