orf	hom | growth (pooled culture) | benomyl [57.746 uM] | YPD + DMSO [2%] | Hoepfner D~Movva NR, 2014	het | growth (pooled culture) | benomyl [57.746 uM] | YPD + DMSO [2%] | Hoepfner D~Movva NR, 2014
YDR539W	-0.031176244086065896	0.0031297790722819054
YDR540C	-0.017634380952829116	-0.7100953220310601
YDR541C	-0.11363318479951444	-0.061158570359575386
YDR542W		
YDR543C		
YDR544C		
YDR545C-A		
YDR545W		
YEL001C	0.13756688149191149	0.0397387189280459
YEL002C	0.09563708544031947	
YEL003W	0.005486408410827473	-4.33806043703037
YEL004W	0.17043918194032362	0.00042535155468803284
YEL005C	0.1303174963973949	-0.2657017094437187
YEL006W	0.07363863089342	0.017200760155209445
YEL007W	-0.17515954668517694	-0.22288749435736988
YEL008C-A		
YEL008W	0.001248028758980402	-0.3787117810374096
YEL009C	0.0007366358995412969	-0.1779787754710248
YEL009C-A		
YEL010W	0.08180775308810642	-0.04353483690654579
YEL011W	0.08150181132843083	0.023977811226865823
YEL012W	0.13493054280232422	-0.004396706366022569
YEL013W	0.2715482336921359	0.41897769716028943
YEL014C	0.08701338557836465	-0.08351711186724102
YEL015W	0.12705516724945426	-0.0954047169471081
YEL016C	-0.10732025501003092	0.006454985404776726
YEL017C-A	0.16400037282634583	0.10815691098984538
YEL017W	0.09978948554801376	0.07562778294841631
YEL018C-A		
YEL018W	0.09284738530015811	0.10794429479965935
YEL019C	0.1204049783114984	
YEL020C	0.12346637855191446	0.04721382539768982
YEL020C-B		
YEL020W-A		
YEL021W		
YEL022W		
YEL023C	-0.017768277996018995	0.11445380075875207
YEL024W	-0.09619212256362385	0.6204998580021405
YEL025C	0.050724251791992546	-0.003240059025027873
YEL026W	0.027393693777793618	
YEL027W	0.36398920061097473	0.3007613888361557
YEL028W	-0.012554102376708322	-0.000899289427283435
YEL029C	0.07255615303207133	0.8528248688625493
YEL030C-A		
YEL030W	-0.19739620906412078	-0.005100621165981468
YEL031W	-0.0055705001280775355	0.5154784203496197
YEL032C-A		
YEL032W	0.3090985653027933	-2.67542705462009
YEL033W	0.11367661286771802	0.5236189134895841
YEL034C-A		
YEL034W	0.4986055802277132	1.1537064574283544
YEL035C	0.21516587083320182	
YEL036C	0.2517373583163203	0.33422010761271376
YEL037C	0.07554055147576504	-0.12132557975243026
YEL038W	0.09289581220659027	-0.12244665384008294
YEL039C	0.15824113307775856	0.040484856775991444
YEL040W	0.172267145959257	0.022527286039168704
YEL041W		0.1447822829152376
YEL042W	-0.02383479757642509	0.5449535328085111
YEL043W	0.11557191767187182	0.3222065615748377
YEL044W	0.08744729353788742	-1.512959957784524
YEL045C	0.30103747421785526	2.778336782805601
YEL046C	0.14917460299404264	2.309604035874224
YEL047C	-0.0963671325374128	-0.06475317393772376
YEL048C	0.01902672586212008	0.10301054135939428
YEL049W	0.03629774416062268	-0.0780043696587484
YEL050C	0.12178589254608789	0.5396903656349269
YEL050W-A		
YEL051W	-0.13173589517042406	-0.15186981516814138
YEL052W	0.025027064678936846	-0.05203296036463275
YEL053C	-0.07291764560092116	-0.5289760553257278
YEL053W-A		
YEL054C	0.1915857840613726	0.2189420340119114
YEL055C	0.043309509997978175	0.07457760802739805
YEL056W	0.12702545426568668	0.06700446321728762
YEL057C	0.002739550240094784	-0.08855964202970545
YEL058W	0.09320944010603144	
YEL059C-A		
YEL059W	-0.14969497713270402	0.09032888995208974
YEL060C	0.1428056637527819	-0.07653186167901385
YEL061C	-0.40664854484433693	0.25030532299731006
YEL062W	0.14168494618349026	-1.1930863909843084
YEL063C	0.2573429810983366	0.34260838831078994
YEL064C	-0.06679503701473398	-0.019957747611082956
YEL065W	0.011706551041869318	-0.18966859984415033
YEL066W	-0.1065223208297303	0.05457764451710911
YEL067C	-0.01878119681564204	-0.09976599486311101
YEL068C	-0.09352495498567738	0.00013862001755060897
YEL069C		
YEL070W		
YEL071W	0.149772579258586	-0.0629408363760295
YEL072W	-0.06361206317486971	
YEL073C		
YEL074W		
YEL075C		
YEL075W-A		
YEL076C		
YEL076C-A		
YEL077C		
YEL077W-A		
YER001W	0.07148575244558197	-0.02506747577162481
YER002W	0.1847585011797156	0.6476300285450143
YER003C	0.0014094616957593422	
YER004W	0.029955409772773146	0.07727403926852462
YER005W	-0.09829684965192038	0.25089847677127136
YER006C-A		
YER006W	0.12409404312851233	
YER007C-A	0.11552477095266629	0.46363420601583555
YER007W	-10.78631018066395	-41.11591154190814
YER008C	-0.005019639709262045	
YER009W	0.19357588885776858	
YER010C	0.003821677337220393	-1.49849187145468
YER011W	-0.015430254661571724	-0.07171413853680142
YER012W	0.254635394459679	
YER013W	0.14473191982596006	
YER014C-A	0.09374446064788215	-1.3179555313174953
YER014W	0.20512249935615567	-0.8731668851989841
YER015W		
YER016W		
YER017C	-0.09231958438064311	0.5191765572867653
YER018C	0.023548708453376678	-1.06004803359232
YER019C-A	-0.024331096757470312	-0.019197185762034476
YER019W	0.06659934305107655	-0.019030909031407514
YER020W	0.5201494681600234	0.39035467043759076
YER021W	-0.0521631078649236	
YER022W	0.0115106026110678	
YER023C-A		
YER023W	-0.028321277585568582	
YER024W	0.10253982642704351	0.03762191877772102
YER025W	-0.5258067084247626	
YER026C		
YER027C	-0.021030986909322417	-0.4869665193445558
YER028C	-0.11192121212198619	0.09694652191592873
YER029C		
YER030W	-0.07833099610456554	-0.2035005163993859
YER031C	0.17600557075547602	0.3942046422895274
YER032W	0.17146227556116195	-0.038579827267174675
YER033C	0.08670165161435718	0.08758621482952528
YER034W	0.24377246143700199	-0.14149600425527348
YER035W	0.12115520762243116	
YER036C	-0.19236268861963787	
YER037W	0.023477562944911903	-0.13290232018881676
YER038C	-0.02733836728974384	-0.853908142421012
YER038W-A	-0.03397144473487665	-0.023714254632879423
YER039C	0.0398788232447876	0.08175401041694041
YER039C-A	0.06119699219415222	-0.06023553093338655
YER040W	0.02231186109591755	0.4022584583842667
YER041W	-0.16300819881752346	-0.0702872779919643
YER042W	0.04519981047981912	0.033815745932603815
YER043C	0.01111035285911629	
YER044C	-0.06489712210493981	-0.5204362945423504
YER044C-A	-0.005396040786447799	0.05002762162537278
YER045C	-0.08480293844065279	-0.1529167628690999
YER046W	-0.04099406860273901	-0.1905034366322621
YER046W-A	0.040277635149982574	0.08360655679766436
YER047C	-0.17182979948287808	0.15056851720248776
YER048C	-0.06783144904820561	-0.04896595501457219
YER048W-A	-0.08396599375219084	
YER049W	-0.1791058189743846	0.08602385188304018
YER050C	0.02205556054660755	0.14291100012971414
YER051W	-0.062380204359345576	0.05711504066461134
YER052C	-0.07862601622039932	
YER053C	-0.14063282547711592	0.051027782487673375
YER053C-A		
YER054C	-0.040500186766957165	
YER055C	-0.002968582158228273	-0.09261109181718997
YER056C	-0.12017718754202582	0.15658381714465927
YER056C-A	0.37279492472176573	-0.0419648066645799
YER057C	-0.036726183357028076	0.16330374226196526
YER058W	0.06293966147617476	0.36650165682142766
YER059W	-0.1461745908388495	-0.043945717118963085
YER060W	-0.06329923590453267	-0.23200940399622658
YER060W-A	-0.011741390133536558	-0.036274625495895496
YER061C	-0.07089248901510047	1.2046687496897601
YER062C	-0.14495274520093546	-0.08677304469976918
YER063W	-0.11934459605210153	-0.010747583056066391
YER064C	-0.04498699590134118	-0.011715304845250322
YER065C	0.03533221792553424	0.1951575120015542
YER066C-A	0.09566073036902287	-0.02151929646908695
YER066W	0.14839568064604144	0.20084647348102158
YER067C-A	0.1653193585135487	-0.06367342381135864
YER067W	0.029612734667606812	-0.002630412588959304
YER068C-A	-0.03453235784474515	0.40704361794337723
YER068W	0.13044908151493523	-0.784932964232496
YER069W	0.13201912664262394	
YER070W	0.05833146192879627	
YER071C	-0.011181549528146695	0.0635644539523204
YER072W	-0.24561714358127176	-2.6480767613559073
YER073W	0.2433553612963099	0.27808827324233487
YER074W	-0.20390624240566074	0.3653439827769147
YER074W-A		
YER075C	-0.043482190478222986	0.06934183736782958
YER076C		
YER076W-A		
YER077C	-0.22415270797524656	0.03133267109002125
YER078C	0.03945226381214201	0.15652992971215474
YER078W-A		
YER079C-A		
YER079W	0.01778856045621798	-0.06707385918028493
YER080W	0.012558608690474315	0.08785196031182964
YER081W	0.03799716207121105	0.03955242644253526
YER082C	0.24611850440352717	
YER083C	0.06667057481214116	-0.9529911394880459
YER084W	-0.04486728954200887	0.142202411444679
YER084W-A		
YER085C	-0.12293666902721477	0.04765287015602827
YER086W	0.13120841263782687	0.22903448705944554
YER087C-B	0.1143612245770897	0.18594753323623678
YER087W	0.02673991676785127	0.3361766792896515
YER088C	-0.14626695386135322	-0.0924684950441571
YER088C-A		
YER088W-B		
YER089C	-0.040274180920523935	0.01232265777898643
YER090C-A		
YER090W	-0.07646244610423562	-0.8346808945709183
YER091C	0.1432697803788081	-0.0806567438978382
YER091C-A	-0.052027818660460606	0.015150329715486252
YER092W	0.22120966476205325	0.1229816619544599
YER093C	0.04349979169102402	
YER093C-A	-0.01584495731376606	0.04411552414822593
YER094C	0.33266280970421025	
YER095W	-0.19995476853886104	-0.3456509243855023
YER096W	-0.012038760675147569	0.08794976015501207
YER097W	0.007396326330576696	-0.06829599030953747
YER098W	-0.11568291293885638	0.08843527754193946
YER099C		
YER100W		
YER101C	-0.17496992850306423	-0.04442721581771373
YER102W		
YER103W	0.05008223737645119	0.06239428969750649
YER104W	0.16608732802894474	-2.12095432560139
YER105C		
YER106W	0.01565736580871174	0.005038982285120936
YER107C	0.03246260268229974	0.058330926593671006
YER107W-A		
YER108C	0.23025418204034984	0.07700956300461466
YER109C	-1.3494292655469236	0.00023643174408899046
YER110C	-0.38688816525186054	0.8000070573907153
YER111C	-0.20184120754290685	1.1049752328641178
YER112W	0.4577790065950831	2.2738870592755296
YER113C	-0.014896039208791899	0.03237239592222784
YER114C	0.08233411557706606	0.39615775992051955
YER115C	0.18258721575032663	0.04397642662710517
YER116C	0.07452751035931478	0.846743106695614
YER117W	0.32125788437468905	0.8428233628801741
YER118C	-0.07528440814770525	-0.059669289319087326
YER119C	0.07071884951891438	0.23652915369844613
YER119C-A	0.053175338296851865	0.07655573798056217
YER120W	-0.09170877909435567	-0.13784064510770355
YER121W	0.021198745584077108	0.08472240132440863
YER122C	-0.01741038424426506	0.15962129207571663
YER123W	-0.07097590679624574	0.05143621209851401
YER124C	-0.1154197176799145	0.07138725539704441
YER125W	-0.4161974813417884	
YER126C	0.28837803301931075	
YER127W	0.19503141849941957	
YER128W	0.024374162232091698	-0.07812394347552712
YER129W	-0.12135007370875711	-0.28128596151827434
YER130C	-0.062016150043397084	-0.014483749667443457
YER131W	0.20945824966684282	0.7757283105967014
YER132C	0.1287741271669983	0.1809079760922808
YER133W	0.23436916801957924	-0.23288848534557502
YER133W-A		
YER134C	0.13320931596086577	0.07156813926735577
YER135C	0.03679456367509831	0.0621709140107456
YER136W	0.04538016524030342	
YER137C	0.24176397329329266	0.43546592027921394
YER137W-A		
YER138W-A		
YER139C	-0.27394660084912503	0.13250794975021724
YER140W	-0.016786486347515117	-0.08786934923809038
YER141W	0.12853912297741307	0.31069044095611137
YER142C	0.014700044027532916	0.02509984279866682
YER143W	-0.10123308767183967	0.05698235095045338
YER144C	-0.0529546040335671	-0.02846748399114344
YER145C	-0.08870263302489642	-0.059164229454118734
YER145C-A		
YER146W	-0.018455161719905664	
YER147C	0.25990915264832315	
YER147C-A		
YER148W	0.06596739647555595	
YER148W-A		
YER149C	-0.0009629583843234066	0.0590018103949129
YER150W	0.09930468422500838	0.0416953765228422
YER151C	0.1605899557354349	0.2943412661620268
YER152C	0.060275344466077456	0.08371011053486464
YER152W-A		
YER153C	0.21074931398794453	0.2072109899125554
YER154W	0.06427577305703551	0.38908957573927805
YER155C	-0.25522167788706945	-1.7790576695070601
YER156C	-0.001583132707470425	0.013563651713907526
YER157W	-0.6004468072398184	
YER158C	0.23568164041028164	0.11689457235559653
YER158W-A		
YER159C	-0.03084414548026032	
YER161C	-0.26431647763494776	-3.808421835830154
YER162C	-5.550886218971779	0.014303849850091404
YER163C	0.17322858445694644	0.1432253447199553
YER164W	-0.058397407012044523	0.9134430422480653
YER165C-A		
YER165W	-1.5560434314721896	-0.7323867837200829
YER166W	-1.1414508059996527	-0.029268725273785778
YER167W	0.022056276412812336	0.46747948150313845
YER168C	0.025842414755969975	
YER169W	-0.07620552202172003	-0.07551585149185439
YER170W	0.11810598508704473	0.13272862694903645
YER171W	-0.13598882497219866	-6.36470088682295
YER172C	-0.021975587032252577	-2.90574985222148
YER172C-A		
YER173W	0.06742738221868891	-0.16827184921408583
YER174C	-0.1288693115447787	0.07729838783163491
YER175C	-0.021284712875756964	-0.07908715918864924
YER175W-A		
YER176W	0.12080201847748571	0.056947527590860046
YER177W	-0.20465378158077377	-1.1252278140831238
YER178W	-0.15157914700164954	0.23368661822150197
YER179W	-0.09677094879195793	-0.038901326899796446
YER180C	-0.04190217220435654	-0.014929491061031544
YER180C-A		
YER181C	-0.06284613333210833	-0.08913886760291659
YER182W	-0.030328004374630985	0.020479052006336346
YER183C	0.08456352231409268	-0.020659841825818884
YER184C	-0.2276243419747976	-0.1049033271733488
YER185W	-0.07319812348816515	-0.028187622414188
YER186C	-6.915787218936863	-0.07958855394891483
YER187W	-0.3234699584554891	0.008700397677165976
YER188C-A		
YER188W	-3.6117489304709287	-0.11100106515618187
YER189W		
YER190C-A		
YER190C-B		
YER190W		
YFL001W	0.11633953664826303	0.3728403062366821
YFL002C	0.0976570236574453	
YFL003C	-0.09523291182901265	-0.031991282809960386
YFL004W	-0.13579288030547146	0.2470108410870008
YFL005W	1.0827694761392128	
YFL007W	0.14875067511406004	0.1720839277518139
YFL008W	-1.2372941438833354	-0.05194147240463451
YFL009W	0.32028048596988673	
YFL010C	0.012598748643380939	-0.023831196990207575
YFL010W-A		0.01215551976612417
YFL011W	0.05421449197138259	0.09027954473620814
YFL012W	-0.020342310936333274	-0.05857697750295045
YFL012W-A		
YFL013C	0.12728567750754943	-0.18130623731676015
YFL013W-A	-0.022420183870151433	-0.30270926241367546
YFL014W	-0.008205264001620183	0.029507157764567863
YFL015C	0.039635015233924945	0.09768399236361525
YFL015W-A		
YFL016C	-0.14204412104670042	-0.11884718478597459
YFL017C	-0.004822737220570033	
YFL017W-A	0.0039290457119111714	
YFL018C	-0.10123732760387492	0.218172982031656
YFL019C	-0.0035358936620595695	-0.08437652130382972
YFL020C	-0.028251104280827877	-0.08600030795354827
YFL021C-A		
YFL021W	0.12756974915102168	0.008595419629046726
YFL022C	-0.0151117882760625	
YFL023W	0.12183138860854484	-0.11254920620289025
YFL024C	-0.0711307424916776	-0.15308700694927202
YFL025C	0.1731529365574989	0.7383230791361706
YFL026W	0.12152108360284125	
YFL027C	-0.082239683778619	-0.2011132419468515
YFL028C	-0.004459754354600284	-0.07970326536574893
YFL029C	-0.02895243036892925	
YFL030W	-0.07639312177198614	0.03595882871061378
YFL031C-A		
YFL031W	-0.05509332018722852	-0.09285654290281199
YFL032W	-0.03568929954542425	-0.11758536440069334
YFL033C	0.11164644074243757	0.2680689174254956
YFL034C-A	-0.07129998311633268	-0.028840340440028478
YFL034C-B	0.08720523851502021	0.19331720664604402
YFL034W	0.21376275982161744	0.026747960398872676
YFL036W	-0.17816702260987413	0.4342322503305239
YFL037W	-8.373404349793418	-6.90282090199314
YFL038C	-0.2784717799613455	
YFL039C	0.7805093394672699	
YFL040W	-0.12811176139946204	-0.010252622939069395
YFL041W	-0.015246739217067679	-0.08045287761788739
YFL041W-A		
YFL042C	-0.12770721504060434	-0.004571494984761185
YFL044C	0.01960202057969983	-0.17155103933312135
YFL045C	-0.12861375796698435	
YFL046W	-0.0343818286745232	-0.022809321343248045
YFL047W	-0.23173590362861304	-0.2787386932955589
YFL048C	0.09455191251231611	0.016325098485565036
YFL049W	0.15767495128506465	0.2720494638987752
YFL050C	-0.07280450104648034	-0.006219053169269492
YFL051C	0.014375162055057107	-0.1872517808863068
YFL052W	0.056564173774287525	0.07435564297443047
YFL053W	-0.09792320318440678	-0.030985270157047
YFL054C	-0.06538695920973064	-0.1373703737447198
YFL055W	0.01020465831810789	-0.06163342361136128
YFL056C	-0.13518240633428733	-0.2195882994077796
YFL057C		
YFL058W		
YFL059W		
YFL060C	0.008929517323488251	
YFL061W		
YFL062W		
YFL063W	-0.040757090348039954	-0.08995352119094589
YFL064C		
YFL065C		
YFL066C		
YFL067W		
YFL068W		
YFR001W	0.5236528611577772	0.4849371014110007
YFR002W	0.522700905269802	
YFR003C	0.10258784614820649	
YFR004W	0.08193648325072339	0.03855752971717997
YFR005C	-0.027380148097246572	-13.096552434800198
YFR006W	0.028065328424017103	-0.0422601925099907
YFR007W	0.028112509827684463	-0.24846167430347446
YFR008W	0.037804804110183485	0.434426491842578
YFR009W	-0.004490039319234954	0.015753830238492313
YFR009W-A		
YFR010W	0.032709949691941805	0.13810324815977343
YFR010W-A		
YFR011C	0.10273125577906653	-0.0386783438612665
YFR012W	0.08291585727086738	0.11190066943023755
YFR012W-A		
YFR013W	0.4127223256717727	0.5097768766715639
YFR014C	0.07872924935751169	0.01899155622048364
YFR015C	-0.03545109212318609	-0.13763767156215734
YFR016C	0.00684749547309314	0.16872748669073478
YFR017C	-0.07853624726527476	-0.04237237255831898
YFR018C	-0.08099829570946553	-0.0383046243116797
YFR019W	-0.26501497849364597	-1.5085056114461965
YFR020W	-0.1419263032038854	-0.11080522596636248
YFR021W	0.1284344527567104	-0.320855936374915
YFR022W	0.18207200925131142	0.006412956872988094
YFR023W	0.12205814609328142	0.0032643200689126705
YFR024C-A	0.13978896478226205	-0.017734131324001437
YFR025C	-0.12539803395722746	-0.0866265476216844
YFR026C	0.3950166924620335	0.11816778043790183
YFR027W	0.12441495162608639	-0.42257239429695037
YFR028C	0.06485692012947601	
YFR029W	-0.18255074099724913	
YFR030W	-0.08109422110756082	-0.016719583394680552
YFR031C	0.10349066393808057	-0.151240643929825
YFR031C-A	0.039849006151570644	0.5329651804561014
YFR032C	0.14815535428659754	-0.17857541083954484
YFR032C-A	0.5049480299228272	1.0866734480532636
YFR032C-B		
YFR033C	0.10520067166296918	-0.1849126671787504
YFR034C	-0.020607255198014388	1.0384891205300402
YFR034W-A		
YFR035C	-0.06343195615558316	0.048668416586146915
YFR036W	-0.059846618560411145	-11.304708238807805
YFR036W-A		
YFR037C	-3.250651897577832	
YFR038W	-1.8594102489658972	-0.044576400586716136
YFR039C	-0.1870468903173065	0.0882470389823239
YFR040W	-0.04157841618194859	-0.005407943780932192
YFR041C	0.06787840189577889	0.17801362918427382
YFR042W	-0.12224990814812799	
YFR043C	0.3242800748072386	0.04201072917643273
YFR044C	-0.09554543920630265	-0.1668424331752423
YFR045W	-0.25041280316461484	-0.2446802091454675
YFR046C	-0.1954568578260693	-0.44812857455999655
YFR047C	0.16277051018345912	0.017124674815371894
YFR048W	-0.15315917938267223	-0.021535475230762022
YFR049W	-0.20990349436236336	-0.3366418461452316
YFR050C	-0.046126349891844554	
YFR051C	0.030714612457623518	-1.713003169767037
YFR052C-A		
YFR052W	-0.08143285710919285	-4.5188793387382065
YFR053C	0.0057653023905121625	-0.08433149502036602
YFR054C	-0.23897604276774123	-0.11415964182689406
YFR055W	-0.4222107841387757	0.0066935211764022895
YFR056C	-0.10287631763476066	-0.08833112002173367
YFR057W	-0.142511815274525	-0.12383290717690237
YGL001C	0.09614734822926069	
YGL002W	-0.12460947148035008	-0.031197464640276344
YGL003C	-0.17411117226347453	-1.151566554692209
YGL004C	-0.09469039449472634	0.029732212266406294
YGL005C	-0.11070382435310108	0.6035134385496155
YGL006W	0.0117995181694987	0.06772158251260803
YGL006W-A		
YGL007C-A		
YGL007W	-0.05734107216687139	-0.8238794523189542
YGL008C	-0.03784508888373723	0.074888669837984
YGL009C	-0.017727260561274535	
YGL010W	-0.021893103464488566	-0.08310533358599656
YGL011C	-0.0953332455888365	
YGL012W	-0.09479436796970832	0.7362787584555082
YGL013C	-0.10575103111367709	-1.1252950769285452
YGL014C-A		
YGL014W	0.15372903670598265	0.8317902473942163
YGL015C	-0.11578021558602088	-0.074968718714182
YGL016W	-0.023254385339596614	0.9112542132827608
YGL017W	-0.05124252957730982	-0.09613146204782907
YGL018C	-0.1128253219282094	
YGL019W	-0.19654856469924692	0.4944191744019402
YGL020C	-0.07110286572149359	-0.19857499057220576
YGL021W	-0.15184412698591612	-0.2855591339608427
YGL022W	-0.09990407137025387	0.175867978519178
YGL023C	-0.034805543723477696	0.5792655394895037
YGL024W	0.16077076388469858	
YGL025C	-0.05480851040250218	0.7141083940643205
YGL026C	-0.007371458627309595	
YGL027C	0.10748741708316915	0.41302913002886454
YGL028C	0.12433897559606068	0.06878857916219061
YGL029W	0.059787406735162286	
YGL030W		
YGL031C	0.3797475493380224	0.9824816600337524
YGL032C	0.20123920844292398	-0.11436782766027395
YGL033W	0.22127087116488392	0.09770748986562815
YGL034C	-0.12027546653772452	-0.12801436725068832
YGL035C	-0.17422732061199292	-0.18764745475755146
YGL036W	0.14960997521141975	
YGL037C	-0.10278107007426507	0.013901244493237302
YGL038C	-0.10326039419088692	-0.9884768061168858
YGL039W	0.04950547657149473	0.0162593079741072
YGL040C	-0.03499477616201109	
YGL041C	0.05011105192912107	-0.29293629547686634
YGL041C-B		
YGL041W-A		
YGL042C	-0.18013083502761507	-0.2562226684436648
YGL043W	-0.10060931856988735	-0.4511974084370012
YGL044C	0.19105778944667007	
YGL045W	0.015190306975884468	-0.26325177300499525
YGL047W	-0.13997804203557243	0.517450675152471
YGL048C	-0.20971488839777788	-9.52481053061774
YGL049C	-0.03190045627584807	-0.22510134638918297
YGL050W	0.12003600613041004	0.15994436582558377
YGL051W	-0.056083690560031256	0.0741557638493312
YGL052W		
YGL053W	0.11211738111645092	-0.008314203901551274
YGL054C	0.03767055333979145	-0.43112086562745605
YGL055W	-0.009667002633539867	
YGL056C	0.0398561131355031	0.04556173472874364
YGL057C	-0.07779440513219318	0.07349137583852683
YGL058W	-0.019427078351223738	0.40429526363073504
YGL059W	-0.1712654116769903	-0.09404301937368477
YGL060W	-0.0022593564672387448	-0.00632299881052625
YGL061C	-0.06395063407333891	
YGL062W	-0.02809797337141752	-0.32347323648352455
YGL063C-A		
YGL063W	0.1021343115794524	0.052476467966537654
YGL064C	0.13852353565199413	0.5580018763297249
YGL065C	-0.048296005631577814	-10.1770558565877
YGL066W	0.11200864567606496	0.8364543818553183
YGL067W	0.04720196970901696	-0.014073363248481956
YGL068W	-0.30237071343420424	
YGL069C	-0.09523297686353824	-4.0615888162373
YGL070C	-0.6293260596493457	-0.8491134891441731
YGL071W	0.0019164083913318618	-0.22938722037391168
YGL072C	-0.684176145687724	-0.002170566038227404
YGL073W	-0.32350492089585825	0.3369098112917331
YGL074C	-0.07943421770517968	-4.61822060799829
YGL075C	-0.03126087558359093	
YGL076C	0.2998045773405023	0.5694411401278886
YGL077C	0.05427251595635709	0.04094687660795371
YGL078C	0.041050609620169515	0.9287523070073966
YGL079W	0.023616195413002854	-0.20909941559031756
YGL080W	-0.16060108549559282	0.324995349290888
YGL081W	0.03365523146653533	-0.040918573869559445
YGL082W	-0.12100872512447625	0.009107229550581065
YGL083W	0.04327906936837355	0.07050349853778601
YGL084C	-0.005821220088162778	-0.201835271914161
YGL085W	0.04654599806607259	0.1770740347235397
YGL086W	-0.7144601631587599	-8.155169879364726
YGL087C	0.07346575263341994	-0.3445759948765846
YGL088W	0.16196547066440117	0.5423198332389462
YGL089C	0.027122829756914536	-0.15811222199790087
YGL090W	-0.08716240588240301	-0.06737652880940406
YGL091C	-0.026483557974977756	
YGL092W	0.9555343733644962	
YGL093W	0.14800036642463538	
YGL094C	-0.3507505540842144	-10.929620396090987
YGL095C	-0.006672815841374633	0.17082766298614901
YGL096W	0.07636862408473977	0.04489452238205223
YGL097W	-0.13229883047225371	-4.466549415132045
YGL098W	-0.053870518800443704	
YGL099W	0.18475486509573907	
YGL100W		
YGL101W		-0.07287271359308468
YGL102C	0.12364707925114225	
YGL103W	0.12294425424239915	
YGL104C	-0.17707684301900273	0.5366193567023788
YGL105W	-0.09856514870026303	0.10560395356822828
YGL106W		
YGL107C	-0.05095429025017302	0.07272516627437522
YGL108C	-0.14844603129857162	0.118317821477502
YGL109W	-0.1299325627396671	-0.036804053277400064
YGL110C	0.058092171929882065	0.06404517188401596
YGL111W	0.012851383350839213	
YGL112C	-0.21534456261795318	-3.03651362840514
YGL113W	0.010645122525748698	
YGL114W	-0.029681184081678243	0.010204373829266622
YGL115W	-0.0059440593884778035	-1.6254483165914584
YGL116W	0.16409282401998848	
YGL117W	0.06214085079668521	0.15880954690040616
YGL118C	-0.14904325243213312	-0.0636929335634872
YGL119W		
YGL120C	0.01897090389826986	
YGL121C	-0.1238212344703278	0.19955966968426575
YGL122C	-0.13739294950156	-2.40693907470324
YGL123C-A		
YGL123W	0.041982981265597685	
YGL124C	0.17152629744518164	0.17310369351657984
YGL125W	-0.004964839971725557	0.24051536941532195
YGL126W	-0.08584374543924675	-0.10699721641812673
YGL127C	0.06234340456886479	0.6210608778056506
YGL128C	0.1610472276736661	
YGL129C		0.23447514045046358
YGL130W	-0.04576110320053115	0.41186826746504707
YGL131C	-0.03661398025538651	-0.03803849436741445
YGL132W	-0.1059872579169614	0.09524327864750173
YGL133W	0.1833752394945	0.45785685784082336
YGL134W		
YGL135W	0.029683951375327783	0.6949221919291845
YGL136C	0.021962468073418572	-0.017243264260098135
YGL137W	-0.11977374403775516	-0.233668759708689
YGL138C	-0.12023170842072226	0.029214049343583747
YGL139W	-0.002833003080694256	0.055031516686402264
YGL140C	-0.09816214508473445	-0.05466698505712977
YGL141W	0.2024260300277808	0.20484296223513598
YGL142C	0.04574097156026155	
YGL143C	-0.14100311163614365	0.23557988330766894
YGL144C	-0.04875782531407512	-0.010553753861902423
YGL145W	0.00339016285816981	
YGL146C	-0.1510767506967519	-0.11528143023623497
YGL147C	0.059249798380567265	0.4260859711629238
YGL148W	0.01488853719158665	0.115017577794861
YGL149W	0.045101982402080194	0.2059086672969652
YGL150C	0.18664735288521717	
YGL151W	0.023768339000322762	0.3913507107759574
YGL152C	-0.0606227553541819	0.06989260220261569
YGL153W	-0.08038593985436775	-0.026674386326910153
YGL154C	-0.0019234109724222321	0.15214392846745114
YGL155W	-0.19007241028437552	-1.64371238918878
YGL156W	0.10499341757004767	0.0607213282592571
YGL157W	0.08150057306085375	-0.012677856909260382
YGL158W	-0.06389987902680071	-0.053797429673399046
YGL159W	-0.001287258010427251	-0.007763127969402222
YGL160W	0.06060961845937147	-0.01218640388718808
YGL161C	-0.09239405555834837	0.15794015628037206
YGL162W	0.012635635967756919	0.12441221889068278
YGL163C	-0.007540722063324317	0.5058782912869775
YGL164C	-0.09587902275074008	-0.635903323486674
YGL165C	-3.0553555474794605	-0.00889271615264312
YGL166W	0.025078032870739033	-0.04476387975552475
YGL167C	-0.3658007960014453	0.27295156155916406
YGL168W	-0.4225749749818657	0.7483552761498004
YGL169W	0.5167686691867962	
YGL170C	0.005456797482809083	-0.05049463062151182
YGL171W	-0.03264565872070574	
YGL172W	0.2883388020927396	
YGL173C	-0.2559406888455703	
YGL174W	-0.2168002286844122	
YGL175C	-0.03351393393178921	0.13869741912143058
YGL176C	-0.17914785691270832	0.09264734553301227
YGL177W	-0.03660760750342079	-0.02274767382440132
YGL178W		
YGL179C	-0.05447017445079238	-0.0315358913430567
YGL180W	0.06408134171961129	0.07024282703225523
YGL181W	-0.03563852344155242	0.005498293945736413
YGL182C		
YGL183C		
YGL184C		
YGL185C		
YGL186C		
YGL187C		
YGL188C		
YGL188C-A		
YGL189C		
YGL190C		
YGL191W		
YGL192W		
YGL193C		
YGL194C	-0.09877126199110535	-0.9953819370866934
YGL194C-A		
