orf	hom | growth (pooled culture) | benomyl [57.746 uM] | YPD + DMSO [2%] | Hoepfner D~Movva NR, 2014	het | growth (pooled culture) | benomyl [57.746 uM] | YPD + DMSO [2%] | Hoepfner D~Movva NR, 2014
YBL030C	0.25466094604549755	
YBL031W	0.028551893297858445	-7.042244744126591
YBL032W	0.07316561733510783	0.39639166738144993
YBL033C	0.041157809657875015	
YBL034C	-1.631070017585919	
YBL035C	0.2048769940036619	-2.8111185879391654
YBL036C	-0.011536249348239401	0.0041395592157395635
YBL037W	0.05633402098464304	0.080654821151886
YBL038W	0.06425668212988028	0.4939423131649185
YBL039C	0.10635166627350044	1.4932673424590788
YBL039C-A		
YBL039W-B		
YBL040C	-0.09565191671496198	0.45891796493993897
YBL041W	0.10186605215879152	
YBL042C	-0.07544428022119776	0.338780867875792
YBL043W	-0.04788557291282247	-0.03512929741328455
YBL044W	-0.08300639860173324	-0.07259281636504801
YBL045C	-0.05417036924762383	0.23155866522307259
YBL046W	-1.424311827154824	-1.6262084362902238
YBL047C	-3.477738318846308	-0.7152901407901047
YBL048W	-0.05823545887359647	-0.06323575578361085
YBL049W	0.03133498226726835	0.11288294786210983
YBL050W	-0.46354770203608325	-0.0222901802135601
YBL051C	-0.18336462101879164	-1.567283282064566
YBL052C	0.2037274333736203	0.14544139577089282
YBL053W	0.05207141465009521	-0.07283256283073164
YBL054W	0.09417915700874321	-0.18648061509792077
YBL055C	0.008867942294653654	0.0618626562918376
YBL056W	0.1411884396343856	0.11115986528242203
YBL057C	0.009979009806327552	-0.4590124071391092
YBL058W	-0.21515851423934987	-1.0490426233118888
YBL059C-A		
YBL059W	0.005320894889656258	-0.19221056610525808
YBL060W	-0.09793652936614185	0.11302436519166481
YBL061C	0.08347200990147513	-0.494567429270044
YBL062W	-0.041188821011625264	-0.20867068067706226
YBL063W	-0.13457526601171177	-0.3884718623256582
YBL064C	0.12810560189471387	-0.12200558376863097
YBL065W	0.17470217811153382	-0.18032415637958352
YBL066C	0.11382598474598396	-0.0681714429628652
YBL067C	-0.42489576942073054	0.13572447685211048
YBL068W	-0.21808634076871208	0.26077741455022097
YBL068W-A		
YBL069W	-5.757724861396684	-0.0030742196979726883
YBL070C	0.09074683656427424	0.09516854665071128
YBL071C	0.06290257077384208	0.6949032497413016
YBL071C-B		
YBL071W-A		
YBL072C	0.021676046765721452	0.5195456905885357
YBL073W	0.012814311074065405	
YBL074C	0.07116401937195324	-2.6991206158588645
YBL075C		-0.07238362135794663
YBL076C	0.028125192648512144	-0.0268937494110599
YBL077W	-0.0364126471610485	1.7608073929380241
YBL078C	0.040094581224912974	-0.02475378754185873
YBL079W	0.3022474937159393	0.6451658862440633
YBL080C	-0.00038712999843066903	0.7202910029269394
YBL081W	0.05778039477547487	-0.12571514824968952
YBL082C	0.03960417816935366	0.38371994201330906
YBL083C	0.0028237120871957857	-0.2044974517635909
YBL084C	0.05951204323328025	-2.77011130083621
YBL085W	0.03361950472925803	-0.04822633226418254
YBL086C	0.06806059294960216	0.1120749933767045
YBL087C	0.09449638991637191	0.5935678069447915
YBL088C	-0.08084372678658197	0.2247373530993941
YBL089W	0.01620405938235091	-0.08258958325553313
YBL090W	-0.13307951464144455	-1.1904695796181686
YBL091C	-1.421472152923199	0.2558178537333078
YBL091C-A	-0.034045152975172875	0.18961654748984422
YBL092W	0.16084250792516436	
YBL093C	-0.19606362055861415	-2.2516771646789304
YBL094C	-0.053406825355375206	-0.2618774098621247
YBL095W	0.2627365038070095	0.11857106953825511
YBL096C	0.26420677306123325	0.08048426502629642
YBL097W	0.033690492915748306	
YBL098W	0.04162355074585707	0.0017516252483824604
YBL099W	-0.07122819740749085	-0.08117843425246063
YBL100C	-0.06637558942085972	0.30661254616641176
YBL100W-C		
YBL101C	-0.12662108309046916	0.04977778216751582
YBL102W	0.1008594674360243	0.08523960810226351
YBL103C	0.008844894113276823	
YBL104C	0.12451654038978255	0.17196171912850455
YBL105C	-0.1731651912456406	-8.677260198977116
YBL106C	0.07480130793367651	0.02464666484695826
YBL107C	-0.08237783958561588	0.052479824959060575
YBL107W-A		
YBL108C-A		
YBL108W		
YBL109W		
YBL111C		
YBL112C		
YBL113C		
YBL113W-A		
YBR001C	0.04492930361753377	-0.04679414370374489
YBR002C	0.17092008905070363	
YBR003W	0.09481965784078664	0.03204115841566442
YBR004C	0.00851636842409431	
YBR005W	0.07605625283755953	0.044340650152654836
YBR006W	0.1328761699493257	-0.08050400570695114
YBR007C	-0.2785680487273944	0.08014213001914651
YBR008C	-0.17666011447140653	-0.01092102310896188
YBR009C	-0.10825049071631766	-0.05155201628746962
YBR010W	0.1151448080601382	0.442475915368006
YBR011C	-0.0011732460378030844	-7.3507731979895
YBR012C	0.0005074846707371212	0.044371029409043805
YBR013C	0.1293663729714096	0.10901801944876079
YBR014C	0.05875175458324436	-0.02570143248952416
YBR015C	-0.05375691309239576	0.6548877681140192
YBR016W	-0.13372167621052403	-0.059798721224708536
YBR017C	-0.08494515011781394	
YBR018C	0.0199528195520866	0.06634690804896282
YBR019C	-0.026732982918012498	0.25036308942614727
YBR020W	-0.06489719150814507	0.01066143889906765
YBR021W	0.1327176349506888	
YBR022W	-0.094358766077703	0.09400756335494102
YBR023C	0.14292115671559757	-0.013009010060602814
YBR024W	-0.17932853879547764	0.035931645418003755
YBR025C	0.16939111583422503	0.1448427347769753
YBR026C	-0.022730783317617423	0.5878814289630089
YBR027C	-0.029422426546547864	-2.2362154339680433
YBR028C	0.05557694163398523	0.014670847516158159
YBR029C	0.09557151577718594	
YBR030W	-0.014325052819621676	0.07800405543786354
YBR031W	0.1447006621547889	0.9804447664868942
YBR032W	-0.1608359512926452	0.12966231552634327
YBR033W	0.11815994816798872	0.1263045862980277
YBR034C	-0.00554280970822852	0.2320830644225011
YBR035C	0.037929325920249266	0.33954317131636935
YBR036C	0.030356478786679193	0.582992522129527
YBR037C	-0.20846317110915016	-0.18342762994742606
YBR038W	0.04558443305069517	
YBR039W	-0.04947653416839906	
YBR040W	0.04645552439209123	0.044241205725083846
YBR041W	-0.3262985556809388	0.34518665303211243
YBR042C	-0.016208527293757113	0.09471941748977483
YBR043C	0.04135829245345404	0.06198071696497332
YBR044C	0.12763121757780888	0.5088359951168748
YBR045C	0.07487869493109807	0.1152806605995406
YBR046C	-0.06722902317943337	0.008932056967915792
YBR047W	-0.01584669452290494	0.088193166928194
YBR048W	0.029641554231231763	0.6901817480912279
YBR049C	0.334121330661268	
YBR050C	-0.13400470989638474	-0.007794512755906509
YBR051W	-0.1341432181249367	0.020919335608013803
YBR052C	0.1098185757365858	0.020998997201832462
YBR053C	0.13358449606902126	0.06961968742173846
YBR054W	0.034737991759715585	-0.0796345266746285
YBR055C	0.007772834533555305	
YBR056C-B		
YBR056W	0.056844638994538066	-0.01316161942555206
YBR056W-A		
YBR057C	0.11001563841471573	0.045990113555258075
YBR058C	0.02014032195379431	0.04099907310394016
YBR058C-A		
YBR059C	0.32908253348319727	0.37326833867192716
YBR060C	0.011012788225330432	
YBR061C	-0.18206103197502235	-0.15149569092357865
YBR062C	-0.020051036943633804	0.06225536631363945
YBR063C	-0.05305905510865579	0.06403176344592537
YBR064W	0.1795086480296079	-0.08170433047353526
YBR065C	0.20534410209718718	-0.5745640591033411
YBR066C	0.09292213027699953	0.03716342341870353
YBR067C	-0.016124934872055692	-0.02283618923868245
YBR068C	0.0457670352489361	0.029654653995554933
YBR069C	-0.000868013856535456	-0.7169725929330919
YBR070C	-0.04214256883012476	
YBR071W	0.17173849572025818	0.04060930403975668
YBR072C-A		
YBR072W	0.22137590864880538	-0.09346315746013029
YBR073W	-0.03250293099757281	0.0653045702649998
YBR074W	0.006877059597121983	0.011703577306909466
YBR076C-A		
YBR076W	-0.1683733707209187	-0.08905900756332347
YBR077C	-0.1101894259410151	0.5546041427256033
YBR078W	-0.4470673494527879	
YBR079C	0.07304378817745497	3.96650465583099
YBR080C	0.05242982554552886	-1.08223639982037
YBR081C	0.2688821100820844	
YBR082C	0.2023065656345172	
YBR083W	0.09048488996143618	-0.05890672517815099
YBR084C-A	0.33696836678023356	0.5584830283334373
YBR084W	-0.07976851557424212	-0.2131992596297708
YBR085C-A		
YBR085W	-0.06102172117209807	
YBR086C	0.18435750033699108	
YBR087W	-0.1268759535691742	
YBR088C	-0.025241725396904897	
YBR089C-A	0.028701157937836272	-0.06896800882061933
YBR089W	0.0031628113488663453	
YBR090C	-0.029674374810712632	-0.05567177503874932
YBR091C	-0.5470986527496675	
YBR092C	0.05287901071398309	-0.27257635914820716
YBR093C	-0.0267846871481247	0.06281217481062597
YBR094W	0.07451569539094063	-0.18589902767871486
YBR095C	-3.748770957037124	
YBR096W	-0.07443980377114381	0.3235834156088121
YBR097W	0.04042531485580765	-0.991147422478519
YBR098W	-0.03707424235264638	-0.014168648589983623
YBR099C	0.06774973710039635	0.4155330537260107
YBR101C	-0.8148308845853856	0.10709591357797371
YBR102C	-0.14918995823854106	-0.028457906486968
YBR103C-A		
YBR103W	0.03884608945093331	-0.9030712141965107
YBR104W	-0.07778841727420158	-0.10752107141942749
YBR105C	-4.126754633482249	-0.14498776915001868
YBR106W	0.03013054481635411	1.19511431819244
YBR107C	0.007389858996955777	-1.3779283755211615
YBR108W	-0.20172898733683978	-0.010032737557150126
YBR109C	0.15351985963889386	-0.0920052125463855
YBR109W-A		
YBR110W	0.08954534796710382	1.06583238221484
YBR111C	-0.06349282089453949	
YBR111W-A		
YBR112C	-0.22419819505794433	-6.116884139731357
YBR113W	-0.1638385433111865	0.10840104306804932
YBR114W	0.10313402523776921	0.0029003325159875112
YBR115C	-0.09151407641731363	
YBR116C	-0.13361034509046107	0.11185108158701515
YBR117C	-0.012600536131909666	-2.137551377282652
YBR118W	-0.045402254946498265	0.34652590820467055
YBR119W	0.2230940963828445	0.11521326255843113
YBR120C	-0.040656628723924094	-0.08249926210863354
YBR121C	-0.014724155641140841	-4.052762125053597
YBR121C-A		
YBR122C		
YBR123C	0.18884564185996236	
YBR124W	-0.20842917968363647	
YBR125C	-0.01080209726846432	0.09937216692234611
YBR126C	-0.5529528087931362	1.1258659322997546
YBR126W-A		
YBR126W-B		
YBR127C	0.09625879667901785	-0.0658186833318778
YBR128C	0.15975856059740207	0.2692723431623867
YBR129C	0.13450230246284892	0.2289331940814263
YBR130C	0.19095497265687772	0.16525457505467078
YBR131C-A		
YBR131W	-0.051632042584142925	-0.00742389910664403
YBR132C	-0.014525040869524528	
YBR133C	-0.24993000638064256	0.25060167235994574
YBR134W	0.015425234270412449	-0.035037617501768446
YBR135W	0.16626517049374973	-0.12173594020839594
YBR136W	0.023754078601353333	
YBR137W	0.01423260926608309	-0.010547105707700755
YBR138C	0.03117849014838381	0.19808995184174663
YBR139W	0.07329179300882183	-0.16247628756214888
YBR140C	-0.21429558625707554	
YBR141C	0.20730619121627566	0.04162605177722441
YBR141W-A		
YBR142W	0.00603908320358555	
YBR143C	-0.11849370393888065	
YBR144C	-0.11492203837860929	0.20007341177515175
YBR145W	-0.026044790951743772	-0.021048274205195432
YBR146W	-0.22114670589498883	0.10872654096925248
YBR147W	-0.056188891283902156	-0.023849466982369196
YBR148W	-0.04809548961731313	0.05866336042840175
YBR149W	-0.018628700876692272	0.1419503208717254
YBR150C	0.1222841374089886	0.10665461352482263
YBR151W	-0.045041388218546	-0.016129455044977346
YBR152W	0.07143210848254189	
YBR153W	0.007172506959978015	
YBR154C	-0.6688171757928876	
YBR155W	0.22731435350084012	
YBR156C	-2.6194038371473436	-1.4403372638802714
YBR157C	0.14885591319763494	0.17562133324501564
YBR158W	0.04403472229292466	0.17969563848892522
YBR159W	-0.12960070727994638	-0.07770448844571176
YBR160W	-0.3352550965833942	
YBR161W	-0.10773667034477144	-0.024541357528448153
YBR162C	0.11283239534913105	1.1737732817480862
YBR162W-A	0.11861681408960635	0.05492617702931394
YBR163W	-0.14572867954555813	0.8373711355917334
YBR164C	0.1360344695020617	0.5870357914914247
YBR165W	-0.2041313424889006	
YBR166C	0.022973654345094303	
YBR167C	0.018026645648206576	0.12227261815741901
YBR168W	0.20038332736690795	1.3473671747691902
YBR169C	0.21538047531443363	0.0789484185583832
YBR170C	-0.07984155554670783	0.2990175527358594
YBR171W	0.11612966296345302	0.03778910515500583
YBR172C	-0.07649048069085898	0.00841227263157434
YBR173C	-0.04324053415615633	0.05604839285909544
YBR174C	-0.1561882650164132	0.2730240212403574
YBR175W	0.08799251528969344	0.20124504679143934
YBR176W	0.05218234884223575	0.03871491548029467
YBR177C	0.1052144045247545	0.0220005683201285
YBR178W	0.16308466239241895	0.03182962252480637
YBR179C	0.022473067659535544	-0.2336563485583166
YBR180W	0.109751115277372	-0.02099907191388979
YBR181C	0.22240685129246957	0.39553739304151575
YBR182C	-0.03411372419814843	-0.06337306838214758
YBR182C-A		
YBR183W	-0.07626550065983083	-0.12200841379212111
YBR184W	-0.09652603221468627	0.1436248465916023
YBR185C	0.06555465936888569	0.042687975298532486
YBR186W	-0.11354286441084843	-0.13663163437411746
YBR187W	-0.4007141586388517	-0.030842839436155657
YBR188C	0.07586170778536191	-0.6634001514368679
YBR189W	-0.06299327709471197	0.34230731892873517
YBR190W	0.6759943324413783	
YBR191W	0.5019523294387981	0.4998055995468678
YBR191W-A		
YBR192W	-0.07892894311556352	
YBR193C	-0.11735423729586725	
YBR194W	-0.05938111365793145	
YBR195C	0.04937920304969565	0.48851202810872324
YBR196C	0.14664714067396356	
YBR196C-A		
YBR196C-B		
YBR197C	0.24481713910399033	0.05302397011850576
YBR198C	0.6779461402744391	
YBR199W	-0.004437931667398383	-0.07507494364952993
YBR200W	0.142909951489875	-1.6486083846938542
YBR200W-A		
YBR201C-A		
YBR201W	-0.06336613610228187	0.12992771019131638
YBR202W	1.4972608154239464	
YBR203W	0.09038501134625049	-0.014929711640179488
YBR204C	-0.017845399935452533	-0.021277731879112277
YBR205W	0.04990798928194053	0.09875831772486052
YBR206W	0.03923298616218961	-0.05792919828062257
YBR207W	-0.04357968693770643	-0.042506870714426846
YBR208C	0.2087349871269067	-0.5382095632190866
YBR209W	-0.05610901055383133	
YBR210W	0.045089364935052674	0.13956236617750106
YBR211C	-0.135262083506084	-3.7570161220939
YBR212W	-0.08997875328467007	-0.04621516161168438
YBR213W	-0.10985616020012155	-0.27622066373391807
YBR214W	-0.1204236657024924	-0.0772792851304168
YBR215W	-0.1489200778966951	-0.41678468501699756
YBR216C	-0.23263187657971368	0.06720424954067436
YBR217W	-0.022754005385462975	-0.041070992534209004
YBR218C	0.07468982318580789	-0.166679594717368
YBR219C	-0.01484238155839174	-0.12869754393718985
YBR220C	-0.07023884872816576	-0.05126713814416145
YBR221C	-0.17401627947618806	-0.3714532831143101
YBR221W-A		
YBR222C	-0.0021214395938506034	-0.20972603727517825
YBR223C	-0.23004063470592512	-0.11475325599813947
YBR223W-A		
YBR224W	0.07127459769741726	0.379868876389758
YBR225W	0.38579985807986783	0.35710092183940345
YBR226C	0.17628275384535483	0.26970589727029165
YBR227C	0.12064013418953065	0.03348340016228054
YBR228W	-0.020736731700600933	0.08750185680678388
YBR229C	-0.15103718220229753	0.15063765646083868
YBR230C	-0.0628033782826674	-0.047645138239632956
YBR230W-A		
YBR231C	-0.0787952945066805	-18.17689314253863
YBR232C	-0.10427583829248825	-0.39730279111998845
YBR233W	-0.12897062827769293	-0.7722670915054033
YBR233W-A		
YBR234C	-0.003921323020768918	-4.711365561563571
YBR235W	-0.025091882444133448	-0.17930601516024466
YBR236C	0.15657836726054256	-0.5938883452121351
YBR237W	0.08585099008382388	-7.0646023467782
YBR238C	-0.05579552794257477	0.07038372315832908
YBR239C	-0.1588856524778777	-0.12708148652630866
YBR240C	-0.13875157214293937	0.060874776549308944
YBR241C	-0.1190713477819195	-0.04005249295841528
YBR242W	0.012683601690920933	-0.0820416213122522
YBR243C	-0.08104183745692725	-0.14664088027227998
YBR244W	0.09716187674919534	-0.0010653229257753972
YBR245C	-0.030251007736701127	-0.09658957152292211
YBR246W	0.09230677797349618	0.5077591682873692
YBR247C	0.08204215808960508	
YBR248C	-0.1582795829876796	-0.05678109601310264
YBR249C	-0.05306361318214063	-0.00967910251706903
YBR250W	-0.07303183890075458	-0.060338309457178926
YBR251W	0.017209774632896455	0.2465562032168676
YBR252W	-0.08185898141587465	
YBR253W	0.006504747682034641	-7.610558766396
YBR254C	-0.0752740114004267	
YBR255C-A		
YBR255W	0.003595456148465856	-0.10985916649195092
YBR256C	-0.04787835128425997	
YBR257W	0.10345441735772878	-0.0305204206131746
YBR258C	-0.05534077569295782	0.12556892007291293
YBR259W	0.12453019158980765	-0.036997849134176114
YBR260C	-0.05859055267583377	-0.19829778579579918
YBR261C	-0.0392524896899437	-0.0726358589576665
YBR262C	-0.008887599747900678	-0.05935741372206593
YBR263W	-0.1297570738272073	-0.2608268054880159
YBR264C	-0.0064280676503259875	-0.03139029278259098
YBR265W	-0.7833770094573658	
YBR266C	0.7647916374436493	0.46635681571274296
YBR267W	0.6079614838358243	0.03699491894315181
YBR268W	-0.06498823288871214	0.21243997494694877
YBR269C	-0.034557686837897096	-0.1038399679305847
YBR270C	-0.12111137743918694	0.1879694659234118
YBR271W	-0.4219987744853221	0.05319942915019807
YBR272C	0.0783114072949311	0.2069865232117307
YBR273C	0.12831202932075197	0.16915090110983283
YBR274W		0.00576649198100777
YBR275C	0.014431452036823493	-0.4531695542990868
YBR276C	-0.049494988973572754	-0.09908942671906461
YBR277C	-0.21590603797596733	0.9684022727872339
YBR278W	-0.40291279000120517	0.9115102164050549
YBR279W	0.09505213168360349	-1.260019230778899
YBR280C	-0.09723305979693543	0.12832684232523434
YBR281C	-0.27467865844944617	0.2775679886064945
YBR282W	-0.40250953774860404	-0.326921475618561
YBR283C	-0.25513534114038916	0.8754523069431628
YBR284W	-0.47613830393863793	0.04336270598420711
YBR285W	-0.3554968602841449	-0.012443160694312005
YBR286W	-0.2754053911091905	0.07048570521115001
YBR287W	-0.0693689819344794	-0.025508169503359414
YBR288C	-0.13933217298348508	0.27586585067282715
YBR289W	0.18860660193993126	-0.35460114982740953
YBR290W	-0.35109737104954003	0.2518538472029443
YBR291C	-0.5568249918967566	-0.2472452933400224
YBR292C	-0.33781792685912093	0.20630246952643438
YBR293W	-0.312379555422083	-0.022143444769372626
YBR294W	0.2755500360454231	-0.003353747660227837
YBR295W	-0.5014622373568782	-0.1353963048095207
YBR296C	-0.5081617088678274	-0.01372325783179926
YBR296C-A		
YBR297W	-0.6579702314018099	-0.07766568585765385
YBR298C	-0.7403301319564498	-0.41190323506610177
YBR298C-A		
YBR299W	0.29782956026021307	0.12927396272802863
YBR300C	-0.47385377840335424	-0.10599168821970249
YBR301W	0.042555540397593246	-0.07238749477659051
YBR302C		
YCL001W	0.11955443181315861	0.17660722892750352
YCL001W-A	-0.21843721249150874	0.12198092184758763
YCL001W-B		
YCL002C	-0.17124204830249054	0.07310315304230011
YCL004W	0.05505732367889145	
YCL005W	0.029694763139069626	-1.8091292001266461
YCL005W-A		
YCL006C	0.08964601349790167	0.009941262292314417
YCL007C	-0.10243325979777891	0.7232094542791813
YCL008C	0.011189812975596743	-0.37812327911237087
YCL009C	0.027454211362997	0.5338588079218597
YCL010C	0.0811212663889135	0.4866267068721391
YCL011C	-0.11590771949978548	-0.00964108061120525
YCL012C		
YCL013W	0.1828338438434414	0.1305299001242175
YCL014W	0.08016320805815304	0.08195707295484675
YCL016C	0.04027823928470639	0.005426890286354343
YCL017C	0.21345983909698887	
YCL018W		
YCL021W-A		
YCL022C	0.24775804193778217	0.12796984134721973
YCL023C	0.0483959143519644	-0.05140612803566013
YCL024W	0.282608600074018	-0.011160136147870134
YCL025C	0.1387164475559937	-0.07144506805941163
YCL026C	0.035056999804765315	-0.09593574652828095
YCL026C-A	-0.04011753822610881	-0.0371697093711221
YCL026C-B		
YCL027W	0.09973782178253902	0.03251959032241365
YCL028W	-0.03584043889116971	-0.5638671297602936
YCL029C	-0.48647345144876436	-9.585996465133551
YCL030C	0.203302166157501	0.037817567894490055
YCL031C	-0.0499489680796717	
YCL032W	0.16874692508243164	-0.06669679300443346
YCL033C	0.33838703158494904	-0.11611326112641437
YCL034W	0.2739513432406944	0.05514553461101299
YCL035C	0.15652506357638452	0.044708903134840806
YCL036W	-0.1376551995492071	0.13137547778786177
YCL037C	0.6576639601242339	-1.197140353301984
YCL038C	0.03962523204020866	-0.09534610889455862
YCL039W	0.04840782568709259	-0.04029567388542498
YCL040W	0.017586532853154507	0.1057667925299813
YCL041C	0.028563339788093098	-1.8422791050096066
YCL042W	0.08174573700343422	0.11617756796232655
YCL043C	0.17439521372804065	
YCL044C	0.0036342781809402826	0.19014006779581635
YCL045C	0.09950891756656047	-0.3256229054029469
YCL046W	0.3602787072709149	-0.06534010963559972
YCL047C	-0.025416318565891265	-0.14521176947098677
YCL048W	0.06196909427955371	-0.020976189727320193
YCL048W-A		
YCL049C	0.22066373211696927	-0.012102145656883646
YCL050C	-0.10893358343780508	-0.03041620048158467
YCL051W	0.07422455112853522	0.17667854989353068
