Line,As75,Ca44,Cd111,Cl35,Co59,Cu65,Fe57,K39,Mg25,Mn55,Mo95,Na23,Ni60,P31,S34,Se82,Zn66
YEL025C_oe,0.031777972,-0.04542685,0.051970483,-0.471300901,-0.04052568,0.030963908,0.069804167,0.01230743,-0.026672093,0.018510831,.,.,-0.056210721,-0.02976002,0.039283633,-0.112318907,0.023058996
YEL026W_oe,0.026371378,-0.016304164,-0.033525881,0.041523261,-0.014641907,-0.002938284,-0.004913412,-0.032100202,-0.079864887,-0.040215551,0.035607681,.,-0.127172418,-0.065071928,-0.042052423,-0.086157349,-0.00377654
YEL027W_oe,-0.010267822,0.05451223,-0.013508814,-0.019816983,-0.0530067,0.029209637,0.229069838,-0.003813359,-0.004782866,0.037586186,.,.,-0.010978684,-0.031709627,-0.005072382,-0.21679172,0.020065676
YEL028W_oe,-0.067934035,-0.063380324,-0.01589965,0.004063546,0.045474946,-0.098985149,0.10244754,0.020003351,0.023504877,-0.0220241,-0.016622433,-0.018843107,0.004022641,0.004988958,0.004002501,-0.194237237,-0.022507973
YEL029C_oe,0.02071071,-0.034270557,-0.010484969,0.039077719,0.047597008,0.055935238,0.018672087,0.083887563,0.089301463,0.022862685,.,.,0.072749101,0.062431071,0.026723986,0.221589579,0.004737783
YEL030C-A_oe,0.018099374,0.057134308,-0.009078483,0.053648406,0.015203105,-0.028720138,0.058938714,-0.014182464,0.001954845,0.01323658,-0.058890196,-0.117254129,0.005996306,0.001698138,-0.007633069,-0.09008685,0.013518927
YEL030W_oe,-0.028029834,-0.031975689,0.013047026,0.074307706,-0.094729395,-0.086483764,-0.041332245,-0.000532777,0.004661513,0.007607256,.,-0.075572397,0.145156416,-0.030727495,0.00062468,0.247005626,-0.016089137
YEL031W_oe,-0.032959163,-0.027252857,0.01358608,-0.122899879,-0.039423931,-0.021353813,-0.029732624,0.023119634,-0.001115954,0.099451933,.,.,-0.017200224,-0.017822811,0.001562777,-0.063724694,-0.006263957
YEL032C-A_oe,-0.083109714,0.05217228,-0.004781958,-0.036212457,0.136541808,0.161299652,0.005847395,0.052102807,0.029198598,-0.048484702,.,.,-0.040203044,0.077984401,0.012054142,-0.015451192,0.019032529
YEL032W_oe,0.096573256,0.04660057,-0.004632457,0.095203401,-0.033349916,0.096704286,0.053706043,-0.02967728,-0.021248189,-0.01822279,0.015955022,-0.15410421,0.01990721,-0.026260494,0.039204462,-0.126096524,0.020336854
YEL033W_oe,0.022218824,-0.012092272,-0.021326472,0.014810328,0.016571537,0.018483869,0.113910105,0.031880704,0.033621232,0.000910916,0.051245273,-0.17841188,0.01265049,0.002730222,0.019357865,0.321470838,0.027218895
YEL034W_oe,-0.006242687,-0.0517253,0.004186443,0.069581836,0.051185798,-0.048652102,-0.014271161,0.030942466,0.03365609,-0.038197278,.,.,-0.090655191,0.030577629,0.004360588,-0.203798752,0.019081656
YEL035C_oe,-0.017234688,0.128053438,-0.014851209,0.07271082,-0.085991703,-0.030223619,-0.035986947,-0.043853119,-0.047862055,-0.011939415,.,-0.244916028,-0.030019093,-0.026854021,-0.000499083,-0.132983852,0.037061523
YEL036C_oe,0.03529663,-0.063328359,0.04020573,-0.077666482,0.013833975,0.041321341,-0.019101828,0.017470034,0.046455819,0.005568443,.,-0.098476789,0.022145185,0.026348464,-0.00991306,0.014254039,-0.083849205
YEL037C_oe,0.011964454,0.058241218,-0.051057782,0.06916607,0.011767665,0.022502955,-0.002242475,-0.061759198,-0.048890318,-0.012645241,.,-0.122031003,-0.043834152,-0.053586846,-0.008637187,0.282004592,-0.016669042
YEL038W_oe,0.021862485,-0.047784553,0.020853035,-0.020448951,-0.027525503,0.020203978,-0.033005659,0.036581563,-0.044232364,0.017464973,.,-0.009622272,-0.039629705,-0.021978408,-0.004891158,-0.053572868,0.021252188
YEL039C_oe,-0.010670198,.,0.120850066,-0.187420681,0.066914373,-0.131637433,-0.021544279,0.121259407,0.195819437,-0.003272607,0.060982841,.,0.087540139,-0.004194006,0.01110477,0.087123682,0.002505343
YEL040W_oe,-0.097373764,-0.011079332,-0.060936652,-0.249329545,-0.051906973,-0.00914992,-0.059159054,-0.073356973,-0.05615975,-0.055287406,.,.,-0.041492099,-0.067811949,-0.083855191,-0.158573046,-0.023875314
YEL041W_oe,-0.107661488,-0.131520131,0.032756609,-0.006693414,-0.026803756,-0.033908477,-0.011028017,-0.044122213,-0.084624382,-0.037882361,.,.,-0.110309639,-0.090232384,-0.039321882,-0.235618436,0.033344069
YEL042W_oe,0.027340927,-0.035803821,-0.054773046,0.066037186,-0.105782637,0.02020997,-0.002358289,-0.032443877,-0.035623096,-0.029130541,0.217183505,-0.008039286,-0.065520447,-0.04912152,-0.048289584,0.078178482,-0.028570189
YEL043W_oe,0.190490677,0.003334518,-0.057628532,0.067116011,-0.052405459,-0.02243065,-0.027790724,-0.050880967,-0.057113012,-0.026180499,.,.,-0.097226252,-0.039744768,-0.001950274,0.062425329,-0.000715377
YEL044W_oe,0.109497126,-0.01581501,0.041295199,.,-0.059172443,-0.009161255,0.038517864,-0.027572758,-0.017617789,0.075026329,.,-0.130081293,-0.041184659,-0.026409995,0.010455013,0.130725754,0.018563533
YEL045C_oe,-0.02423295,.,-0.101807091,0.038846795,-0.087731478,-0.030227416,0.073271772,-0.013520115,-0.002128985,0.019575777,.,0.369117623,-0.023857741,0.055749821,0.040019591,-0.124110001,-0.012509171
YEL046C_oe,-0.010722949,0.101987293,-0.002613801,-0.05708325,-0.000961274,0.022275791,0.039817233,-0.037583887,0.013553079,0.026373154,.,.,-0.028029784,-0.0139115,0.080816369,0.254424608,0.014631833
YEL047C_oe,-0.014456619,0.103704763,-0.182417595,.,-0.239113654,-0.028913548,-0.005919847,-0.080417594,-0.093113715,-0.150890076,.,0.20159744,-0.12243316,-0.023427661,-0.055384323,-0.40514423,0.023941816
YEL048C_oe,0.129800326,-0.14581562,0.08707162,0.042160109,-0.102651351,0.006508695,-0.006079445,0.059834997,0.045013173,0.101800157,.,-0.20133955,0.010831756,0.030798239,0.056567357,-0.138515019,0.04264739
YEL049W_oe,0.013954018,0.096112016,-0.015766854,-0.018767988,0.130749295,-0.040293416,0.000938446,0.052475707,0.054477582,-0.023471532,.,.,0.048619419,0.117063208,0.0227219,0.201362812,0.027526037
YEL050C_oe,0.028433952,-0.286981309,0.082973999,0.102242472,0.104893489,0.053500779,0.114077554,0.031704014,0.110495604,0.060131215,.,0.011382912,0.062410124,0.074030655,0.007823923,-0.121037175,-0.139602229
YEL051W_oe,0.002674109,0.080597736,-0.020480454,-0.096202388,0.014403728,-0.003591264,0.073447049,-0.035059141,0.040808042,0.023560796,.,.,0.00103391,-0.009061524,0.004935122,0.302691795,0.019619978
YEL052W_oe,-0.145786253,0.003170634,-0.171699332,0.014866832,-0.101891935,-0.003384472,-0.085294062,-0.006252929,-0.102507435,-0.069264779,.,-0.031869675,-0.12889916,0.008891911,-0.072636493,-0.042660253,-0.034129198
YEL053C_oe,-0.051174526,0.303790817,-0.034353784,-0.030494487,0.02907269,0.026847699,0.085560061,0.057117685,0.051225744,-0.032935718,.,.,0.415219432,0.041540724,-0.015036617,-0.06644598,-0.025000727
YEL054C_oe,-0.001162683,0.093142241,0.084283246,0.166187835,0.078975961,0.166753805,-0.098666038,0.000933003,0.084918283,-0.011230391,.,-0.009063452,-0.004349668,0.03962291,-0.040727876,-0.142823601,-0.192419526
YEL055C_oe,-0.014475795,-0.015692787,-0.001138864,0.01492901,0.074556601,-0.000705295,-0.128361922,0.023659892,0.014312156,-0.079160291,.,.,-0.00526882,-0.014675286,-0.050700069,0.054114983,-0.068735395
YEL056W_oe,0.038009172,0.287574247,0.03678579,0.061463524,0.051291567,0.028042928,0.127840804,0.034452819,0.044973018,0.065902605,.,-0.259771147,-0.071207779,0.037020998,0.085612645,0.162764862,0.0794916
YEL057C_oe,-0.016253656,-0.060046224,0.014684507,-0.063124382,-0.149367564,-0.068656271,-0.051778821,-0.067458053,-0.048219575,0.046826968,.,-0.51977991,-0.071536587,-0.104934257,-0.069033531,-0.115003553,-0.040879933
YEL058W_oe,0.029076854,-0.077206749,0.03411395,0.001847054,-0.040789084,-0.018092088,0.089553831,-0.021867911,0.003239182,0.07069025,.,.,-0.016037564,-0.04937648,-0.02480184,-0.132604698,-0.026975173
YEL059C-A_oe,0.013598832,-0.017927044,0.025214742,0.015661406,0.042115914,0.012214954,0.009335783,0.031499721,0.016369057,-0.069623867,.,-0.103434085,-0.059765007,0.066812075,-0.012755267,-0.21185771,-0.029782323
YEL059W_oe,-0.08557087,-0.004300133,-0.046638653,.,0.012536326,0.028488107,0.04251299,0.008295406,0.012675991,0.016966611,0.03862412,-0.108654512,0.03459888,-0.055253129,-0.02300658,-0.311501355,0.002421316
YEL060C_oe,0.117255907,0.050989966,-0.031135166,0.074421294,-0.052809101,0.035003976,0.034262149,0.019544177,-0.000330341,0.023304106,.,-0.044678055,-0.064610293,0.082477275,0.007898854,0.054582445,0.037199689
YEL061C_oe,0.082280421,0.064240218,-0.004893387,0.047185698,-0.071383462,-0.121148867,-0.005750817,-0.026239194,-0.011683757,0.062673073,.,.,-0.009384637,-0.022032502,-0.013601562,0.169749053,-0.014738924
YEL062W_oe,0.009858069,.,0.142411519,-0.044929275,-0.119133989,0.003560629,-0.06560132,0.056723297,0.026887832,0.070852357,.,.,-0.002210023,-0.031991357,0.000928284,-0.267435055,0.025434589
YEL063C_oe,0.025009092,-0.042277804,0.073152674,0.145403606,0.017659489,0.026976166,-0.002956251,-0.092112722,-0.053164669,0.083129901,.,0.62904232,0.004499421,-0.012889438,-0.002741166,-0.035497615,0.020298549
YEL064C_oe,-0.060704848,0.020304088,-0.005452942,-0.140220731,0.137941043,0.04132285,-0.008234116,0.025845925,0.066993304,-0.123965415,.,1.167454248,-0.050763777,0.026236713,0.055838414,0.118798525,0.017620449
YEL065W_oe,0.062780518,0.004198514,0.161913692,0.057188687,0.128891869,0.042656808,0.035962645,0.056099762,0.151982936,0.059931053,.,-0.114433615,0.142504309,0.093640683,0.016436266,-0.186652897,-0.073924664
YEL066W_oe,-0.025265067,0.037636208,-0.014822815,-0.141011896,0.083922667,-0.069873837,0.065440563,-0.035059857,0.038266826,0.046127398,.,.,0.042529789,0.006778063,0.012601852,-0.005690098,0.010237298
YEL067C_oe,0.058024874,-0.034394936,0.068942278,.,-0.040934613,0.070993511,0.00355778,0.03655723,-0.000287041,0.030797944,.,-0.157389644,-0.013637478,0.013998872,0.048959981,-0.082790418,0.044543914
YEL068C_oe,0.007398348,0.045409083,0.038735459,0.051840349,0.143307702,0.009089072,0.000331111,0.054816429,0.087117188,0.018832822,.,.,0.050861272,0.086074818,-0.003227034,-0.03860638,-0.011801734
YEL069C_oe,0.079871681,0.096771316,0.039681062,.,0.018820934,0.113654964,0.068003541,-0.003960925,0.027544993,0.036953625,-0.032822782,-0.154320243,-0.000859995,0.011033332,0.01759604,-0.152139417,0.034982111
YEL071W_oe,-0.004665654,0.162870232,0.0204281,0.030168461,0.051186066,-0.003878684,0.046366909,-0.032695891,0.032760044,0.016841711,.,-0.225189385,-0.026198585,-0.001464173,0.0513888,-0.107560319,0.035047215
YEL072W_oe,0.117129769,-0.024335988,0.006547688,0.045497523,0.080008776,0.015246841,-0.007376184,0.136245198,0.123705336,0.019049277,-0.038355605,-0.225018478,0.066678705,0.156130628,0.053697424,-0.12375303,0.042255414
YEL073C_oe,0.112446736,-0.043834579,-0.029199913,0.022708503,0.005874841,-0.029422264,-0.029829548,-0.077635791,-0.023976226,-0.007885363,.,-0.064015671,-0.107579254,-0.078060878,-0.023547456,0.029221696,0.001208805
YEL074W_oe,-0.176720966,-0.072739349,-0.057044419,0.010954677,0.036002036,-0.128377999,0.019197202,-0.021760094,-0.049255471,-0.096002149,.,.,-0.025048922,-0.034751483,-0.010876174,-0.001215553,-0.044926278
YEL076C_oe,0.018026439,-0.014555906,-0.054632869,.,0.040384879,0.025614146,0.132042357,-0.046264539,0.01154443,-0.032657499,.,-0.063742563,-0.019943196,-0.029979573,-0.005830014,0.074123401,0.014920313
YER001W_oe,0.009256099,.,0.224568074,-0.13622088,-0.162628635,0.179542307,0.064100619,0.017550281,0.081036296,0.100285789,.,.,0.542920667,-0.146189714,0.00549268,0.445057305,0.019834643
YER002W_oe,-0.141363063,-0.018087222,-0.079097449,-0.216781094,-0.051214338,0.017434514,-0.039821321,-0.027108038,-0.063435202,-0.061329073,0.002500898,.,-0.088964535,-0.032844004,-0.038853131,-0.246656631,-0.020396269
YER003C_oe,-0.058563048,-0.047674842,-0.063427799,0.017316359,0.013964122,-0.037605234,0.005819703,-0.000987484,-0.014045362,-0.023212221,.,.,-0.025810726,0.0103115,-0.013486048,-0.135306347,-0.045659041
YER004W_oe,-0.116472151,-0.03601862,-0.054123002,-0.054374095,0.014033444,-0.033709353,-0.059398923,0.055994041,0.0358124,-0.047605872,.,.,0.008972405,0.037435269,-0.010591722,-0.24723815,-0.015932581
YER005W_oe,0.050736468,0.050462499,-0.159614207,0.025578005,-0.041423164,-0.011525432,0.006271204,0.062702602,-0.06208606,-0.045497024,.,0.126281798,-0.099029228,0.044158401,-0.015538334,-0.101194314,0.02584114
YER006W_oe,-0.012208105,0.023336016,-0.068440171,.,-0.019009815,-0.013683475,-0.005016987,0.023113901,-0.082956399,-0.03464421,.,.,-0.042921573,-0.012112439,-0.048387226,-0.025545349,0.009295109
YER007C-A_oe,-0.06434078,-0.003869595,-0.053347002,-0.022795775,-0.003607015,0.043473315,0.022438889,-0.03710982,0.077850013,0.002023043,-0.0120024,0.002344404,0.131726923,-0.054673358,-0.004296234,-0.277897022,0.01406205
YER007W_oe,0.084259026,-0.016614815,0.010045996,.,0.127017974,-0.072238694,0.001422684,0.117551589,0.134959371,0.001875015,.,-0.156733164,0.071641868,0.175240314,0.064945468,0.137220837,0.051520272
YER008C_oe,0.209652475,0.135780862,-0.043595451,0.241405215,0.055673612,-0.02234415,0.288899966,0.07677228,0.074962999,0.072058772,-0.009347952,.,0.007119509,0.067349959,0.245172472,-0.011949741,0.00863758
YER009W_oe,0.085353773,0.233994364,0.017008792,0.312139829,0.100686979,0.015027481,0.139095647,0.027136251,0.057404262,0.034375621,.,.,0.083388639,0.057147675,0.13483449,0.314265825,0.054687734
YER010C_oe,0.024898714,0.117359703,0.094675299,0.052441209,0.058964946,0.000856767,0.094748192,0.036922103,0.047331428,0.114489747,.,0.191552566,0.083849259,0.031069403,0.206335434,0.429468526,0.018333499
YER011W_oe,-0.109090627,.,0.048719565,.,0.050215107,0.05408582,-0.065335023,-0.033905596,0.068909633,-0.051833177,.,-0.012449652,0.058832288,-0.013833239,-0.045143435,-0.332866682,-0.213791052
YER012W_oe,-0.038097607,0.108690138,-0.052598507,0.041679461,-0.045605271,0.000301507,-0.046374158,-0.072619513,-0.063143398,0.012711779,0.040003144,.,-0.003832151,-0.053705634,-0.002906861,-0.210753885,0.022080771
YER013W_oe,0.036402256,0.041602131,0.033623211,0.13952706,0.032617952,0.016477741,0.058948217,0.030704154,-0.003287646,0.032173274,.,.,-0.086198733,0.030952011,0.009850203,0.158164164,0.029861644
YER014W_oe,-0.036950497,-0.066613828,-0.090581954,.,-0.025137616,-0.055310297,-0.061731948,-0.107581744,-0.063515477,-0.042954192,-0.045872668,-0.173370024,-0.055540038,-0.101102859,-0.054327244,-0.252672429,-0.027438352
YER015W_oe,0.141157682,-0.024221745,0.18036755,0.103552113,0.146358016,0.161177239,0.090388132,0.019221441,0.132469002,0.080242357,.,.,0.171730434,0.066209667,0.03798094,-0.096583788,0.035734896
YER016W_oe,0.048590794,-0.032011312,0.072666106,.,0.029146907,0.03237542,0.133607641,0.048428539,-0.001997906,0.05920112,7.175511978,.,-0.016290697,0.007235774,-0.070028673,-0.050099749,0.022611775
YER017C_oe,0.127869258,0.294825256,-0.017018247,0.02033043,0.032050009,0.043668604,0.022121424,-0.02307284,0.01145988,0.034023275,0.028199661,-0.163037038,0.262437614,-0.004979033,-0.039321818,0.440209827,0.031234866
YER018C_oe,-0.009993489,0.010081608,-0.013336221,0.041633295,0.035579736,-0.059024596,-0.020257186,0.052752029,0.028959016,-0.0510481,.,-0.075612844,0.018926037,0.086618217,-0.025029667,-0.074449591,-0.055767156
YER019W_oe,-0.089350546,-0.027917789,-0.006769344,-0.08380953,-0.000488991,-0.072385134,-0.034071104,-0.007274456,-0.070526535,-0.08769514,.,.,-0.105084675,-0.026834502,0.009459523,-0.191264271,-0.00517134
YER020W_oe,0.083984236,-0.033607103,0.013996446,-0.015888239,-0.063046096,-0.023424394,-0.019282928,0.048373696,-0.047411284,-0.051937265,.,-0.083674319,-0.044429334,0.013327466,0.00374157,-0.047914272,0.021993062
YER021W_oe,0.0273854,0.032243882,-0.10293342,-0.140586374,-0.018491327,-0.018594622,-0.026980688,-0.045533347,-0.011402859,-0.009516215,.,.,-0.013786616,-0.023499732,-0.031802708,-0.137207572,-0.006916562
YER022W_oe,-0.04487091,0.53461585,0.004321663,0.037847209,-0.023344541,0.077170266,0.067092401,-0.027754177,0.036328696,0.030267643,0.023167992,-0.036086662,-0.039253018,0.02076835,0.045166537,0.061932112,0.018356829
YER023C-A_oe,-0.110320241,0.091505633,0.081285338,.,0.072597517,0.132239662,0.029680321,0.004241036,0.120205477,-0.007398382,.,0.038494924,0.102927491,0.027498135,-0.016350673,-0.29336137,-0.183133903
YER023W_oe,0.014923561,-0.125171502,0.047016177,-0.005388194,-0.030360809,-0.000649515,-0.016313045,0.010706453,0.019804072,0.070586505,.,.,-0.008519552,-0.021266328,-0.020711657,-0.256249776,0.006853687
YER024W_oe,0.002784532,-0.045973021,-0.199083636,0.03788932,-0.120056977,-0.055228021,-0.035915229,0.01180211,-0.151001919,-0.075793943,.,-0.174260943,-0.176444892,0.00447552,-0.056866723,-0.217797093,-0.043022342
YER025W_oe,0.020980884,-0.023587731,-0.037676103,.,0.039644612,-0.023454756,0.093427026,-0.025236564,0.059841484,0.029490986,-0.034722851,.,0.065741114,-0.022792511,0.027433566,-0.195909356,-0.029176488
YER026C_oe,0.041822105,0.123598904,0.052608933,0.16929445,0.018087062,0.024478971,0.028219988,0.004296944,-0.030188796,-0.005158582,.,.,-0.055628442,0.041232076,0.068369535,-0.140807181,0.041845991
YER027C_oe,0.110391354,0.124686745,-0.012959422,-0.026411367,-0.002089877,0.008043279,0.077662847,-0.026746653,-0.00186383,0.03232061,.,-0.142716168,0.045642093,-0.033450998,0.00291864,0.12912784,0.022763604
YER028C_oe,0.073030745,0.103749486,-0.008962114,0.069233297,-0.046140588,0.02663006,0.062573621,-0.013072396,0.0172128,-0.029041208,-0.091289938,-0.019879603,0.0550381,-0.004408952,0.072279892,-0.061062996,0.034825214
YER029C_oe,-0.056152902,-0.056931624,-0.105173036,0.006483708,-0.036422626,0.00842062,-0.004952175,-0.016696675,-0.067998785,-0.033177379,-0.180979538,-0.360271116,-0.032153541,0.014566447,-0.081992628,-0.160691929,-0.042402871
YER031C_oe,0.185227796,-0.051549479,0.05422801,.,0.043286894,0.007565083,0.106096227,0.008787334,-0.041154172,0.021179517,.,.,-0.073642892,0.008077523,-0.023234806,0.349040142,0.025057472
YER032W_oe,-0.067083006,-0.02985024,0.012341784,-0.094541128,-0.084218679,-0.045609581,-0.058598832,-0.045442295,-0.099781901,-0.030894258,.,.,-0.105885153,-0.078635987,-0.055644432,0.02486915,-0.016141322
YER033C_oe,-0.055657525,-0.113919826,-0.017507557,0.008176454,-0.146793956,-0.069271734,-0.090291435,-0.092996598,-0.061371689,-0.006738404,.,.,-0.040061914,-0.11383481,-0.078015901,-0.20239705,-0.042206752
YER034W_oe,0.06018132,0.109781206,-0.00169982,0.199164275,0.076945045,0.038817244,0.019069131,-0.012958282,0.07034149,0.079380118,.,0.054566125,0.054720133,0.025443619,0.054373148,0.354500988,0.017250826
YER035W_oe,-0.054971026,0.056968692,-0.034104771,-0.094662745,0.046802225,0.026211959,-0.041900395,0.098451071,0.072447144,-0.023620265,.,.,0.073392277,0.119045251,0.017514182,0.334939995,0.025994601
YER036C_oe,0.043391489,-0.18984777,0.080978731,.,-0.023096623,0.052924862,0.034978223,0.050316393,0.016763739,0.064744664,.,.,0.039347874,0.070964021,0.065204563,0.121135343,0.035339689
YER037W_oe,0.062811053,0.17483208,-0.102124341,0.060804191,-0.009517948,0.004266369,-0.038963936,0.086780637,0.047995018,0.022079827,-0.094058468,.,0.031099873,0.061549374,-0.009390719,-0.085899196,0.086842669
YER038C_oe,-0.029818772,0.027440076,-0.126360592,-0.038856301,0.011066919,0.107803863,0.119422743,-0.066186476,-0.0359826,-0.094990517,.,.,0.007012222,-0.028089648,-0.038265426,-0.139897546,-0.002914482
YER039C_oe,-0.072285582,0.071400108,-0.031688682,-0.093239789,-0.097337204,0.007783872,0.254395617,-0.025214571,0.000960999,0.015926423,.,.,-0.018262262,-0.037357567,-0.019015424,-0.11204085,-0.006311348
YER039C-A_oe,-0.009099724,0.011522392,-0.020911474,0.117523548,0.022902784,-0.063035275,-0.010654029,-0.009884211,0.017298049,-0.023577764,-0.101813095,-0.104664009,0.028740331,0.00745441,-0.010721529,-0.146986279,0.011257803
YER040W_oe,-0.037931157,-0.026584054,-0.095890612,.,-0.111254316,-0.047374268,-0.029400246,-0.060013455,-0.06742652,-0.094279319,.,.,-0.032927479,-0.073473709,-0.018035897,-0.010025718,-0.048048788
YER041W_oe,0.023280963,-0.028272742,-0.058893094,0.036203946,0.003032347,-0.020059303,-0.052935742,-0.048798741,-0.025972314,-0.054484578,-0.102553954,-0.131115701,-0.125929957,-0.055330127,-0.042915022,-0.338516402,-0.03015898
YER042W_oe,0.019698539,0.119526422,-0.055487708,0.028291405,-0.016972271,0.024091441,-0.046534641,-0.017755018,-0.019666701,-0.001143911,-0.146885569,0.415733082,-0.02033653,-0.002702882,0.04765104,0.313112134,0.018253867
YER043C_oe,0.062527064,-0.233789563,0.099814542,-0.027097562,-0.042911925,-0.006005485,-0.002508545,0.027233225,-0.000208144,0.107446728,.,-0.133038862,-0.007842322,-0.000917465,0.051436428,-0.096984729,0.054407309
YER044C_oe,-0.01985229,0.214600496,-0.050077569,0.081418382,0.018733738,0.024204216,0.015958361,-0.057794866,-0.016850198,0.015162755,0.019895588,.,-0.010931841,-0.037700037,-0.010354531,-0.222497062,0.015258965
YER046W_oe,-0.001585062,-0.076254202,-0.039001125,0.009059631,0.006758895,-0.037898144,-0.013956378,-0.029228861,-0.053281338,-0.07747191,-0.024959823,.,-0.035807218,-0.081597411,-0.078578324,-0.325178616,-0.031964932
YER047C_oe,0.06161497,0.09556992,0.00874008,.,0.085201058,0.012065949,-0.022712636,0.043162467,0.085162268,-0.045235119,-0.020772558,-0.14476137,0.048362633,0.113767175,0.045327439,0.187432758,0.043643754
YER048C_oe,0.026155585,-0.112278166,0.027344988,0.049842204,-0.02326677,-0.043326681,-0.096703214,-0.036706425,0.065524752,0.051859713,.,0.000809908,0.091864505,-0.043340075,-0.047609715,0.127196476,-0.078163483
YER048W-A_oe,-0.064662843,0.018930024,-0.093731973,-0.042963915,-0.069141616,0.008335306,0.023956523,-0.042832563,-0.099352736,-0.095396596,0.039052142,.,-0.095565314,-0.071268003,-0.048051536,-0.353745837,-0.006158581
YER049W_oe,-0.039418352,0.014030979,-0.061350206,0.012519879,0.00587947,0.006595396,0.034810457,0.011591099,-0.070928588,-0.060711806,.,.,-0.059681856,-0.018437212,-0.047178876,0.25028606,0.020671851
YER050C_oe,0.061772305,0.032360555,-0.020131669,0.021851307,0.019507437,0.015620701,-0.050064466,0.037122097,0.099826799,0.04869193,-0.108647726,.,0.063733104,-0.034914671,-0.00213616,1.147727455,0.052011449
YER051W_oe,-0.113902346,-0.085289317,-0.057532693,-0.137055273,0.058652646,-0.134364184,0.028374512,0.02952052,-0.002390071,-0.050958949,.,.,-0.216812388,0.015774128,-0.018428128,-0.117680466,-0.017544055
YER052C_oe,0.154754387,0.201400937,-0.006849585,0.068072604,-0.019104567,0.082672601,0.070624425,-0.061004764,0.005122041,0.070674593,0.002404753,0.263556192,-0.016082758,-0.004847205,0.061617816,0.081897973,-0.033792712
YER053C_oe,-0.095957571,-0.104465878,-0.022115286,-0.011978278,0.077601588,-0.005900258,0.053182007,0.057956323,-0.018069558,-0.076916879,.,.,-0.05868604,-0.011327822,-0.024299355,-0.10221243,0.024064174
YER053C-A_oe,0.023512638,-0.060128943,0.110048962,-0.011146808,0.004331298,-0.108078678,-0.040364284,-0.005437393,0.045481479,0.130748121,.,-0.14868353,-0.006032757,0.011613459,0.036224409,-0.051515584,0.030580158
YER054C_oe,0.043368265,-0.006331553,-0.064074559,0.024547687,0.018305513,-0.029863036,-0.01526767,-0.043993837,-0.00288185,-0.039035816,-0.027069156,-0.125859538,-0.078369351,-0.02491203,-0.024545212,-0.287928614,0.009746421
YER055C_oe,-0.044386724,0.028177484,-0.088507192,.,-0.033825588,0.103008336,-0.064107719,-0.060756074,-0.050295733,0.00304785,-0.088327403,-0.128542096,-0.039182584,-0.075324307,-0.091871881,-0.343816168,-0.007292181
YER056C-A_oe,-0.008784278,-0.054236734,0.069866549,-0.018597835,-0.035494677,0.003156262,-0.045469604,-0.022267041,-0.001844828,0.0588259,-0.049767613,-0.076487334,-0.003544371,-0.045247931,-0.012865877,-0.101772756,-0.027454109
YER057C_oe,-0.034662924,-0.115722333,-0.021174432,0.020776608,0.073623211,-0.069628444,0.014576763,-0.000339203,0.060669554,-0.048559439,.,.,0.023128525,0.035759638,-0.028182978,-0.189836254,-0.01167095
YER058W_oe,-0.147450987,0.313122911,0.002157225,-0.07427422,0.091920733,-0.021353105,-0.031948949,0.131933943,0.109530785,-0.040047544,.,-0.060932505,0.137632554,0.111486867,0.075647928,0.118691392,0.001038314
YER059W_oe,0.085211729,-0.013955243,-0.017912362,.,0.105676784,0.028408975,0.255443749,0.042123988,0.019886882,0.018819559,0.199059244,.,0.01669301,0.061925806,-0.034697492,0.073408493,0.01930499
YER060W_oe,0.002339515,-0.050714361,-0.059055922,-0.04259511,-0.01635567,-0.031228329,-0.015829925,-0.094111601,-0.059750662,-0.075407265,.,-0.097762508,-0.058429482,-0.06775456,-0.040982668,-0.282272594,-0.020740568
YER062C_oe,0.040888378,-0.043819908,-0.020058328,-0.022522515,0.055177829,0.016682014,-0.001130756,-0.029598181,0.058090161,-0.01038996,.,.,0.065775885,-0.024295002,-0.038251791,0.035246434,-0.022658236
YER063W_oe,-0.052305804,-0.008713998,-0.049090745,-0.017036656,-0.043384559,0.049248122,-0.04787635,-0.041856182,0.073834828,0.016067493,-0.10276247,-0.017466722,0.161500761,-0.077859303,-0.048871372,-0.314581228,0.016957624
YER064C_oe,0.021118258,-0.15390547,-0.036378902,.,-0.006435832,-0.032098864,-0.099804824,-0.002461805,0.081812905,-0.076317211,.,.,0.020827776,-0.025745245,-0.046041622,-0.088284492,-0.031718466
YER065C_oe,0.06730288,-0.049101974,-0.075335979,0.065436617,-0.006121962,0.023400807,0.203544081,0.041454353,0.057722372,0.084657258,.,0.009338393,0.120109649,0.045722686,0.103850997,0.210305766,0.069180313
YER066C-A_oe,0.027783771,-0.023561889,-0.032167831,0.007079368,0.006075618,0.009782592,-0.016457093,0.033402474,0.075426362,0.008358304,.,.,0.024315057,-0.027957919,0.001605562,0.695205365,-0.002591153
YER066W_oe,-0.050323885,-0.102603429,-0.041029026,0.011319044,0.055925539,-0.150176928,0.009267602,0.074610661,0.044991213,-0.04223557,.,.,-0.019910378,0.014433705,-0.005605438,0.103841186,0.005795278
