Line,As75,Ca44,Cd111,Cl35,Co59,Cu65,Fe57,K39,Mg25,Mn55,Mo95,Na23,Ni60,P31,S34,Se82,Zn66
YJL091C_oe,0.05566128,-0.027247212,-0.03362972,0.031551905,-0.037096394,0.052346295,-0.035607799,-0.010582214,-0.017194373,0.10017735,0.246633863,-0.057743729,-0.03066282,0.015970802,0.086313506,0.259338781,0.015452906
YJL092W_oe,0.011356759,-0.087770866,0.079516225,0.048656539,-0.037652976,-0.025902158,-0.044111679,-0.033386672,0.036161137,0.071043191,.,.,0.008772053,-0.057322685,-0.013503225,-0.147209999,-0.013071511
YJL093C_oe,-0.077426999,-0.004243601,0.006057862,-0.173485993,-0.050708787,-0.032563483,0.050691078,0.016486653,-0.041357686,0.213146552,.,.,-0.008501743,-0.020023121,-0.030750787,-0.058357891,-0.000796209
YJL094C_oe,-0.054556317,-0.021865245,-0.05487445,0.007757747,-0.022449491,0.008007197,-0.156945867,-0.072993516,-0.081545527,-0.048191376,.,-0.103365954,-0.071510192,-0.083527545,-0.039308845,-0.386567782,-0.037266222
YJL095W_oe,-0.133663659,-0.091470768,0.018732797,-0.183701251,-0.079103613,-0.052748803,-0.082928196,-0.032135045,-0.072003,-0.037145723,.,0.524128039,-0.105610243,-0.05868414,-0.004070581,-0.16532603,-0.012166182
YJL096W_oe,-0.007531222,0.065216757,0.033324793,0.008777378,0.037519649,0.004033974,0.000492015,0.082905137,0.035695333,0.019178903,.,.,0.152100768,0.044010816,0.063987694,0.446405633,0.017194595
YJL097W_oe,-0.050625575,-0.07637429,0.02302797,0.027651875,-0.060942685,-0.050234389,-0.063888968,0.0065928,0.029786018,0.029787436,.,-0.077502366,0.152590418,0.027610289,0.010016727,0.070718893,0.005119411
YJL098W_oe,0.07205501,0.002217436,-0.066185407,0.042003909,-0.058419454,0.004352271,0.068063761,-0.044475246,-0.001832727,-0.005118922,.,.,0.012219608,-0.019417257,-0.002367859,0.055163197,-0.010945981
YJL099W_oe,0.005460116,-0.058175508,0.015949725,-0.024089529,-0.048028755,-0.001859918,-0.04323272,0.001498287,-0.064161691,-0.056289335,.,.,-0.05941777,-0.015236814,-0.024199914,-0.028608561,0.029801774
YJL100W_oe,0.022931392,0.0510051,0.007771843,0.014345597,-0.017744954,0.021939557,-0.080527315,0.000987591,-0.029451888,0.021838975,.,.,-0.025260105,-0.008774151,-0.018091288,0.18168886,0.032375169
YJL101C_oe,-0.003300195,0.163471409,-0.003709525,0.016507746,-0.022682618,0.032409138,0.050195315,0.017113086,-0.009002296,-0.006820149,.,-0.173638702,0.01960411,0.003314896,0.14473647,-0.214189815,0.057144568
YJL102W_oe,0.020569147,0.060587386,0.01697817,0.068596204,0.166557756,0.029066989,0.247608609,-0.036135274,-0.03115204,0.003044306,0.480167806,-0.008827068,0.006900207,-0.012331477,0.071978718,0.699100719,0.019935691
YJL103C_oe,0.089290812,-0.042699893,0.052260123,0.180826591,0.015834706,0.19922617,0.032033891,0.010004225,0.050954725,-0.079970902,.,.,0.115383457,0.010222966,-0.042056082,-0.116493735,-0.055625439
YJL104W_oe,0.086744684,-0.01470752,0.174561697,.,0.060349006,0.086795277,0.02162128,0.134481529,0.076554289,0.14223697,.,-0.169458827,0.0273069,0.11404188,0.101932836,0.056186345,0.134789521
YJL105W_oe,0.082968137,-0.026265542,0.041905135,0.077024019,0.082464735,0.10344779,0.042987136,0.035143928,0.048345458,-0.001561527,.,.,0.019542694,0.034623161,0.027920639,-0.061536717,0.071695168
YJL106W_oe,0.024584693,.,0.229553171,-0.266408881,-0.105579578,0.029880786,-0.055467864,0.083022179,0.099671889,0.103190389,.,.,-0.00097693,-0.126193453,-0.005967415,0.049727111,0.052544132
YJL107C_oe,-0.069353638,-0.182934791,0.115452303,-0.202765903,-0.030643169,-0.014338209,-0.027035807,-0.059361807,0.02370449,0.048273792,.,.,0.088823896,-0.124096913,-0.084590271,0.206236032,-0.177882483
YJL108C_oe,0.136713846,0.021427329,-0.049783598,0.05631502,0.010880388,0.011426422,-0.034287772,-0.037713392,-0.010936349,-0.003480708,.,0.240162623,-0.078029826,-0.022727106,0.026112455,-0.088520528,0.000634647
YJL109C_oe,0.032929564,0.0604749,0.017739729,0.077285893,0.073043028,-0.101803487,-0.009034863,0.021492645,0.033937208,0.053372623,.,-0.05767941,0.025568692,0.032475706,0.01146147,0.112604311,0.044473624
YJL110C_oe,0.04457141,-0.029720851,-0.011230702,.,0.06414267,0.029059819,-0.003519215,-0.009563749,0.005822681,-0.02301571,-0.036785041,.,-0.031937066,0.01531868,-0.035230166,-0.042915745,0.020535262
YJL111W_oe,-0.053478064,0.092104982,0.066172563,0.056069833,0.000213874,0.064127073,0.175205263,0.034014165,-0.015275897,-0.014842319,.,.,0.036426985,0.01376757,-0.016752698,-0.188388922,0.043375925
YJL112W_oe,0.098268574,0.131088064,0.047325094,0.187695003,0.069058761,0.037870932,0.105511466,-0.004073142,0.047704772,-0.062061306,.,.,0.014565015,0.055649791,0.070692704,-0.050350227,-0.138646365
YJL115W_oe,-0.060241599,0.00045709,-0.001956095,0.046418093,0.067875081,-0.015408756,0.030613551,0.024721072,0.052672478,-0.031044195,.,.,0.005896461,0.041668478,-0.007056428,-0.106102296,0.028856127
YJL116C_oe,0.069467061,-0.009455763,0.042826696,0.253787015,0.084567044,0.01781714,0.090772647,0.0558108,0.141347368,-0.003444607,.,.,0.010186589,0.082412397,0.026563534,-0.087562936,0.054916535
YJL117W_oe,-0.020237278,.,0.018560133,-0.018532397,0.016609059,0.027839442,0.018396049,0.042360053,0.045996878,0.016308883,0.003575065,.,0.012287929,0.009521967,-0.008425233,-0.31254489,0.017653281
YJL118W_oe,-0.102190624,-0.028278607,0.029528514,.,-0.101625047,-0.026213302,-0.082329985,-0.011694184,-0.026120535,0.007862587,.,-0.081769902,-0.026962341,-0.026390397,0.027665557,-0.261712082,0.011566382
YJL119C_oe,0.160920766,0.007407081,0.09548385,-0.015703591,0.047318513,0.118786892,-0.002857536,0.03229794,0.067415613,-0.00972386,.,0.06472959,0.060216144,0.053658625,-0.008864977,0.029110822,-0.114228049
YJL120W_oe,0.042375725,-0.064950226,0.029199807,0.07918685,-0.017257996,-0.002993969,-0.052768273,0.009803242,0.011061292,0.060932315,.,.,-0.036810472,0.030239048,0.039731225,-0.069297383,0.024097644
YJL121C_oe,0.051826539,-0.073177067,0.091272867,0.04298787,0.028047895,0.057903566,0.000796766,-0.020700636,0.052969085,-0.036581842,.,-0.090674934,0.031559689,0.006828204,-0.017673682,-0.112477165,-0.117165785
YJL122W_oe,0.069724864,-0.038387645,0.20668758,-0.014353868,0.313537347,0.117482254,0.055437403,0.006451629,0.130522722,-0.056802882,.,0.011817615,0.119548182,0.076458921,0.024147449,-0.089912362,-0.046275693
YJL123C_oe,0.0888068,0.048161027,0.056377593,0.119093518,-0.029267381,0.015650249,-0.050775305,0.007486922,-0.007306235,0.190650971,-0.111924205,0.145893089,-0.022081128,0.028930655,0.081369507,0.1977847,0.036718483
YJL124C_oe,0.000310783,-0.387132663,0.113788078,0.052339682,0.010991331,-0.163182094,-0.011201854,0.074463076,0.043506217,0.140433136,.,-0.207799425,0.018946537,0.052644847,0.040772267,-0.194304974,0.021246972
YJL125C_oe,-0.041856727,0.212483046,-0.07269288,0.046695736,-0.027122697,0.000180821,0.015327819,-0.062080087,-0.06972562,0.008489979,0.007041178,.,-0.022587567,-0.055389308,-0.009271555,-0.173117113,0.016853499
YJL127C_oe,-0.089536204,-0.075735646,0.007483964,-0.210759207,-0.061436272,0.03110859,-0.066957793,-0.010869637,-0.047128363,-0.007526095,.,.,-0.12012854,-0.064346432,0.030806677,0.092962561,-0.00117172
YJL127W-A_oe,0.007744029,0.026459542,0.059754494,0.059925752,0.007443103,-0.008800762,0.025423496,0.024441728,0.013811695,0.075255158,.,.,-0.050670318,0.042432172,0.03545004,0.027594786,0.044778987
YJL128C_oe,0.005290208,0.043864361,-0.067621649,.,-0.075896791,-0.029763034,0.036997614,-0.096087902,-0.033143605,-0.055748478,-0.015799397,.,-0.057184963,-0.069685348,-0.024522641,-0.18313299,-0.037640237
YJL129C_oe,-0.055806446,-0.039463649,-0.017727583,-0.152261753,-0.083955627,-0.105373868,-0.068177081,0.009400418,-0.02818545,0.022576364,.,.,-0.109017083,-0.046741112,-0.039632589,-0.163744836,-0.011247115
YJL131C_oe,0.076618567,0.013345903,-0.0218296,0.050748838,0.003134297,-0.077696831,-0.111117575,0.108201819,0.156969554,0.038575044,-0.280693162,-0.193975405,0.06806358,0.136841155,0.013309376,-0.087361877,-0.00883641
YJL132W_oe,0.01851095,-0.06016219,0.028221265,0.129205956,-0.033541177,-0.000228374,-0.020590891,-0.006831705,0.001264759,0.050731738,.,-0.04987583,-0.022366044,-0.005712785,0.032448792,-0.090444643,-0.00244791
YJL133W_oe,0.079809495,-0.007811382,0.088596858,-0.014584068,0.007629402,0.029181813,-0.03881361,0.050630454,0.001221368,0.062277753,.,-0.10251235,0.006727254,0.031624818,0.082041098,0.052889652,0.078805834
YJL134W_oe,-0.028363138,-0.237802067,-0.056887415,-0.033599108,-0.076111995,-0.001931968,-0.064238792,-0.115874803,-0.103870098,-0.043871508,-0.200394141,-0.315516461,-0.044378951,-0.157403581,-0.135890876,0.058487222,-0.051130645
YJL135W_oe,0.037391756,-0.031665768,-0.002556621,0.065414285,0.025088453,-0.031760432,-0.011995126,0.075606671,0.11274339,0.007302656,-0.088769256,-0.240681872,0.065434475,0.124027956,0.023433432,-0.088817435,-0.00238467
YJL136C_oe,0.075181658,0.019720911,0.106594986,.,-0.00378445,0.070090162,0.048605596,0.063168655,-0.005010989,0.025421981,.,0.097980456,0.029959618,0.035926938,0.117764077,0.171545169,0.065647835
YJL137C_oe,0.014414734,0.164347576,0.026226146,0.100449388,0.202879246,-0.12651437,0.023140558,0.056410079,0.131921693,0.110505963,-0.00157685,.,0.13128191,0.145096461,0.049182707,-0.041808346,-0.002916994
YJL138C_oe,0.051943895,-0.040813734,0.061683687,-0.032549153,0.02434737,0.01919183,-0.037478122,0.010787765,-0.019796428,0.043398424,.,.,-0.03086467,0.027797534,0.048033507,-0.050331128,0.071762229
YJL139C_oe,-0.022821443,0.395636012,0.034754213,0.088059033,0.036186599,0.116407985,0.143137606,0.015502591,0.056874282,-0.032877251,.,.,0.052551807,0.026309028,-0.061252806,-0.190240976,-0.158548583
YJL140W_oe,0.066926204,0.166883435,-0.011821838,0.035738269,-0.016098412,0.144104221,0.173475914,-0.04627817,-0.054768507,-0.024709178,.,-0.134141259,-0.017794524,0.005190123,-0.010270036,0.084356215,0.04824028
YJL141C_oe,0.044610101,-0.087749657,0.045527952,-0.051678735,0.018769632,0.02226028,-0.035741652,0.009805466,-0.07989018,0.008328257,.,.,-0.015993181,-0.002775824,0.021481917,0.122967464,0.043179407
YJL142C_oe,0.018187624,0.082708462,0.001308949,0.114335321,0.03413921,-0.014401453,-0.080295846,0.094670242,0.082132612,-0.002791754,-0.124067497,-0.119457826,0.049601466,0.095711271,0.019947123,-0.018001333,0.010778725
YJL143W_oe,-0.088653254,0.036337261,0.042621714,.,-0.014245803,-0.037259881,-0.065649507,0.006268624,0.021036911,0.076214374,.,-0.077442647,0.451979331,0.014751328,0.050207328,-0.217587285,0.042322531
YJL144W_oe,0.033039083,0.069291777,0.005483889,-0.009123169,0.075660767,-0.029260739,0.033965694,-0.011056566,0.060292221,0.070891993,.,.,0.006922409,0.021095461,0.011466533,0.085277843,0.017180563
YJL145W_oe,-0.000517562,-0.113163391,0.130484797,-0.064659372,-0.013025063,0.013701002,0.069063234,-0.012727149,-0.02303936,0.092741998,.,-0.173894449,0.027621247,-0.065827763,-0.026576263,0.127376687,0.030157771
YJL146W_oe,0.034600935,-0.360766314,0.100565355,.,0.023340836,0.175155799,0.105972272,0.025046817,-0.025288533,0.004513348,.,.,-0.01664181,0.04459126,0.053009313,0.030536943,0.064873986
YJL147C_oe,0.039899219,0.080192887,-0.043693572,0.095537223,0.00910592,0.035096876,-0.078585827,-0.012944515,-0.000076708,0.029912477,-0.119943949,-0.253053491,0.021338559,-0.021981965,-0.012482506,0.017979665,-0.001612823
YJL148W_oe,0.060245474,0.109685527,-0.024383705,0.015212828,0.036577363,0.049557654,0.03126359,0.057781596,0.08381717,0.051797264,.,.,0.010516782,-0.009708981,0.017119002,-0.011817993,0.050988867
YJL149W_oe,-0.099501919,0.100966585,0.027795371,-0.003808818,-0.052421348,-0.022721016,-0.088576676,0.040740534,-0.052518046,-0.052749917,.,.,-0.036262339,0.006997797,0.020827273,-0.128870197,0.025670307
YJL150W_oe,-0.13164057,-0.04544456,0.032167142,-0.092794643,-0.000636983,-0.021399525,-0.05698498,0.088002325,0.012025907,-0.031599042,.,.,-0.08627644,0.024122078,0.074425902,-0.019326716,0.03588354
YJL151C_oe,-0.059354329,0.009772414,0.018214975,-0.044756222,0.054796047,0.002124775,0.034177393,0.069848517,0.075818691,-0.093505269,.,.,0.058173959,0.080516635,0.060602232,0.135904419,0.028131265
YJL152W_oe,-0.006175526,-0.141915174,0.023049228,.,-0.124571053,0.070267109,-0.10039922,-0.026791688,-0.053380302,0.035604846,.,.,0.011342822,-0.091904978,-0.053971747,-0.008505291,-0.040949694
YJL153C_oe,0.083679695,0.034493642,-0.017724394,.,-0.007018497,0.046733829,-0.029123498,-0.036251882,0.020219834,0.059243404,-0.043304849,-0.174315128,0.017042459,0.011553603,0.004288157,-0.12538903,-0.028459123
YJL154C_oe,0.058377553,0.599143338,0.11281555,0.096395438,0.040215619,0.094754592,0.136618804,0.001770602,0.12093195,0.057138999,.,0.125456348,0.102209377,0.034520931,0.076990985,-0.08642431,-0.100148172
YJL155C_oe,0.119791073,-0.060327022,-0.019532325,-0.104749868,0.020089889,-0.018531479,0.023771233,0.011550351,0.022731676,0.030265016,-0.029256906,.,-0.086347308,-0.000466973,-0.029278143,-0.12057132,-0.026494625
YJL156C_oe,0.028801217,-0.212867018,0.057627072,-0.026409192,-0.05783636,-0.06205975,-0.110970603,-0.092209103,-0.086838141,-0.062073379,.,.,-0.036196164,-0.173244131,-0.126351036,-0.025908733,-0.033632077
YJL156W-A_oe,-0.013996641,0.071961884,-0.172447289,-0.015608945,-0.307597517,0.079808702,-0.005558239,0.01840993,-0.088327265,-0.095125847,-0.045372603,0.237908821,-0.077493617,0.033433492,0.003995447,-0.103771656,0.061044654
YJL157C_oe,0.088344374,-0.001440804,-0.021396095,-0.002069066,0.017531314,0.010044054,0.025859107,-0.000900065,-0.010823312,-0.00755477,.,0.072466116,-0.025517288,-0.010956511,-0.000068036,0.089658461,0.013561561
YJL158C_oe,0.012665679,-0.03710077,0.082760065,.,-0.012767829,-0.036899249,-0.053478922,-0.051920188,-0.05161732,0.045259378,.,-0.196047878,-0.069302613,-0.042393652,-0.028638083,0.371652158,0.031581602
YJL159W_oe,-0.010306066,0.03004783,0.010138699,.,0.023903642,-0.002002476,0.074882829,0.007914904,0.023935385,-0.029408501,-0.032549003,-0.183077925,0.01658652,-0.018871837,-0.003687322,-0.218284166,0.01832653
YJL161W_oe,0.051551404,-0.014151729,-0.008501821,0.113186529,-0.055371157,-0.073374302,-0.052397807,-0.04779627,-0.08726421,0.01870673,-0.11380716,-0.182848934,-0.05129269,-0.036312206,-0.027649201,0.236733793,-0.036603605
YJL163C_oe,-0.023754292,0.00345244,0.058484292,-0.122137406,-0.091948417,-0.040754011,-0.019055714,0.017228084,0.008940731,0.01640166,.,-0.060501198,-0.003407229,0.005880319,-0.010637109,0.11204895,0.017808937
YJL165C_oe,-0.004670062,-0.034301671,-0.046671581,.,0.007991507,0.013195681,-0.041881313,-0.030096801,-0.055955022,-0.066339059,.,.,-0.032580532,-0.016835138,-0.056167047,0.202779227,0.021892581
YJL166W_oe,0.084763062,0.204340589,-0.029456169,0.073569368,-0.01803511,0.068262393,0.141848235,-0.036748781,-0.015107257,0.016769944,.,.,0.02345079,-0.00550227,-0.03079132,0.095122411,0.012402148
YJL167W_oe,-0.005683063,-0.04259112,0.048623984,0.092438547,-0.009094208,-0.056694018,-0.060340146,0.018991111,0.006363088,0.037302146,.,-0.16772381,0.300816468,-0.005779803,-0.028539789,-0.092028087,0.003570581
YJL170C_oe,-0.056204447,-0.088117216,-0.063659426,0.049795222,0.080302722,-0.013032085,-0.11098571,-0.015600288,0.010891873,-0.070170478,.,-0.034992058,0.035573591,-0.013528956,-0.103453101,-0.161862975,-0.228856693
YJL172W_oe,0.078589401,0.13633562,0.084378245,0.034836642,0.015803917,0.093021504,0.024522691,0.027988071,-0.0169335,0.14715355,.,0.736954939,0.036650878,-0.005998886,0.094714123,0.312940186,0.034121492
YJL173C_oe,-0.02279829,-0.260087458,-0.058716436,.,0.003296002,0.174941757,-0.009656601,-0.02932573,-0.04184201,-0.052602079,.,-0.13291542,-0.045038015,-0.019474458,-0.032826383,0.035776164,-0.019998277
YJL174W_oe,-0.13565934,-0.041903109,-0.021356039,0.000375762,0.00388577,-0.014782775,-0.102861338,-0.028188796,-0.056986567,0.05951108,.,-0.126402214,0.010511952,-0.034524724,-0.048532884,-0.286594906,0.006719843
YJL175W_oe,-0.034393748,0.077027113,-0.016951779,-0.027867468,0.108304966,-0.007711182,0.017027705,-0.031564032,0.05050216,0.027450881,.,0.000440972,-0.02952101,0.012942701,0.047352201,0.405418692,0.021975828
YJL176C_oe,0.019950365,-0.039885597,0.033062854,-0.089916501,-0.047280586,0.043428035,0.144668004,0.044118311,-0.012349568,0.091836332,.,.,-0.053504257,0.002445846,-0.004186099,-0.111204725,0.014507349
YJL177W_oe,0.101474575,0.120093188,0.068793457,0.284617654,-0.001202585,-0.046221943,-0.057171931,0.030871115,0.070739498,0.076658228,.,.,0.046712031,0.0531252,0.249642119,0.087518595,0.051408737
YJL178C_oe,0.06263246,-0.02387256,0.067430133,-0.036945523,0.055727523,0.05642928,-0.025762432,0.01065617,0.058235126,0.0397844,.,-0.087178487,0.193274967,0.021240576,0.005807493,0.029570078,-0.014415335
YJL179W_oe,0.032653344,0.17962339,-0.024022132,0.144858024,-0.063699229,0.055876805,0.078924578,-0.057343312,0.008690586,0.028382578,0.420563419,-0.007843968,-0.069508842,0.002211112,0.013521431,0.006654197,-0.014870575
YJL180C_oe,0.068966451,0.003424844,-0.038218242,.,0.033858893,0.059130509,0.058520796,-0.022439442,-0.016916609,-0.023058804,.,.,-0.022200605,-0.030045271,-0.003723609,0.080602378,0.010180589
YJL181W_oe,-0.190583968,-0.095112622,-0.008503173,-0.043756987,-0.074020727,-0.099852627,-0.04452905,-0.002419599,-0.070405781,-0.127282735,.,.,-0.143055607,-0.029553103,-0.010929271,-0.278288208,0.012646936
YJL182C_oe,0.054757612,-0.089962628,0.045830025,0.12988645,-0.026318418,-0.023004359,-0.026021525,0.014649896,0.018722914,0.039826987,.,.,0.052946632,0.037604478,0.052589129,0.194186476,0.027476268
YJL183W_oe,-0.007404993,-0.056105625,0.051080569,-0.010929444,0.041872269,0.018762762,0.014813361,0.059070415,0.103976714,0.004597941,.,.,0.104740459,0.042879477,0.02423347,0.131046331,-0.071423686
YJL184W_oe,-0.010173498,0.082928392,0.01129851,0.055698079,-0.04137497,-0.04580727,-0.085031283,-0.04646775,-0.032166581,-0.009242098,.,-0.304238984,-0.051247912,-0.037690351,0.014296707,-0.171296967,0.028976411
YJL185C_oe,0.047121653,0.222527944,0.033746384,0.315544469,0.057374694,0.032270375,-0.026836441,0.003903695,-0.012875687,-0.018060338,.,.,-0.05179043,0.04135566,0.065728914,0.058388581,0.023036863
YJL186W_oe,0.039666739,0.072048053,-0.026193293,0.090315023,-0.035188804,-0.000182257,0.067530081,-0.035406615,-0.027128475,0.045449239,0.009554131,-0.054348115,-0.080155284,-0.012188941,-0.017252717,-0.15021761,-0.039575767
YJL187C_oe,-0.043329305,-0.029364182,0.002359052,-0.543319611,0.011796089,-0.079814219,-0.084388981,-0.025549908,0.007062215,0.080591721,.,.,-0.013373767,-0.025139413,-0.014776664,-0.193592729,-0.020062316
YJL188C_oe,-0.06300356,0.204734943,0.015550105,-0.102740494,0.003107786,-0.094468637,-0.03090957,-0.008129205,-0.04321149,-0.045359075,.,.,-0.047632085,-0.015544549,0.0475818,0.051059583,0.03637295
YJL189W_oe,-0.029969037,-0.020005001,-0.008823247,0.006170167,0.05612776,-0.079493026,-0.006535921,0.015161866,0.025059206,-0.002670287,-0.092293472,-0.063475701,0.004783083,0.030060653,0.013899165,-0.186318943,-0.019191358
YJL190C_oe,0.05411682,-0.141580655,0.05650322,.,0.048707438,-0.020064919,-0.088757495,-0.054929538,0.140285841,0.026129191,.,-0.038711247,0.115896978,0.017317898,-0.017054222,-0.264317176,-0.157952172
YJL191W_oe,-0.038349823,0.063285491,-0.017791268,-0.108071786,0.086459503,0.101654478,0.107764146,0.048300682,0.020087725,-0.054862986,.,.,-0.036179149,0.091343468,0.007777296,0.234021541,0.01032112
YJL192C_oe,0.031273389,-0.037902716,0.014406763,0.021265875,-0.073043647,0.047497776,-0.031630133,-0.015306338,-0.035422806,-0.01580962,.,-0.111012084,-0.057004361,0.015749704,-0.030992596,-0.086824813,0.031144143
YJL193W_oe,0.012117161,0.085719051,0.006321706,.,0.045779985,-0.066389347,-0.203310067,0.078634441,0.071677682,-0.034890903,.,1.674865942,0.070053727,0.120486821,0.169488153,-0.004482037,0.010968372
YJL194W_oe,0.020112655,-0.090590616,0.08942443,0.013860733,-0.01591466,-0.078518037,-0.139095091,0.033294787,0.010685177,0.038825588,.,-0.146524884,-0.035575442,0.003142113,-0.035692622,-0.017436062,0.007483001
YJL195C_oe,-0.015355543,-0.110321932,0.024440582,0.025288026,-0.036146046,-0.041248989,-0.032992887,-0.037219207,-0.034039786,0.01336081,.,.,-0.017701674,-0.028620149,-0.022422637,-0.282505142,0.016761458
YJL196C_oe,-0.028793022,0.119003985,-0.017124617,0.140335722,0.052340231,-0.058926358,0.11309485,0.031907112,0.011293291,-0.071981115,.,.,-0.024819194,0.053689964,0.028266812,0.024409875,0.012359235
YJL197W_oe,0.027474931,0.064998623,-0.003776959,0.054888665,-0.049347271,0.098580339,-0.068036991,-0.039316861,-0.008567175,-0.038622463,.,1.396118233,0.097243387,-0.02373901,0.002224653,-0.13958844,-0.009432127
YJL198W_oe,0.041276706,-0.022762375,0.056934317,0.068102395,-0.055288836,-0.028246247,-0.076065896,-0.03447305,0.034971524,0.070101487,.,-0.172181269,0.010905807,-0.007302104,0.018382208,-0.052466473,0.013589467
YJL199C_oe,-0.001869487,0.037081061,-0.02219297,-0.152664156,0.07087924,0.009895324,-0.004410615,0.004355177,0.02359673,-0.00443958,.,.,-0.040527757,0.017735669,-0.003848652,0.067035733,0.013548883
YJL200C_oe,0.071366256,-0.039873185,0.050048169,0.064389792,0.014550098,-0.023635029,-0.00295989,-0.005296504,0.021621264,0.027276289,-0.087907706,-0.222621337,-0.009219405,0.018850423,0.025618232,0.140951414,0.041083644
YJL201W_oe,-0.027369689,-0.023795485,0.010146724,0.007399272,0.003062609,-0.063176685,-0.020890403,-0.008159409,-0.038268341,-0.005622647,.,.,-0.043416613,-0.022979905,-0.027718582,-0.141864473,0.004503912
YJL202C_oe,-0.106360612,-0.073525718,0.013050733,-0.034142747,-0.055416029,-0.064756577,0.036698814,0.022889352,-0.063869137,-0.086139722,.,.,-0.061982251,0.016391423,0.016440634,-0.122870229,0.01978509
YJL203W_oe,0.035398887,-0.121448756,0.006172009,0.025941101,0.069589673,-0.069368525,-0.004473236,-0.046109236,0.062884149,0.016448766,.,.,-0.039814591,0.002299781,-0.023154935,-0.110547517,-0.153837278
YJL204C_oe,0.001756017,0.158715796,-0.037677153,-0.129153052,-0.018400535,-0.075310631,0.0073382,0.029474036,0.003115079,-0.032768247,.,-0.087818909,-0.043706135,0.002297335,0.00240888,-0.005042918,-0.002847554
YJL205C-A_oe,0.086507647,-0.114758425,0.065185778,-0.019690473,-0.000601512,0.037344711,-0.037744535,0.048676455,-0.009282501,0.052445348,.,-0.163424846,0.000595924,0.018441832,0.059574579,0.092436125,0.058097418
YJL206C_oe,0.065201766,-0.093597931,0.079778047,0.111087529,-0.005434511,0.045485816,0.008360063,0.031288146,0.022561371,0.047426802,.,-0.101703826,-0.049231356,0.050105445,0.075592448,-0.032443664,0.07770648
YJL207C_oe,-0.053435658,-0.016763832,0.020584312,.,-0.073236003,-0.059523606,-0.17369629,-0.064326224,-0.079525057,-0.012241117,.,-0.029449358,-0.070698724,-0.062362951,-0.02844557,-0.217393621,-0.03564108
YJL208C_oe,0.014765568,-0.347306348,0.186929361,.,0.01819477,-0.101632243,0.020698572,0.096669186,0.070040176,0.100460006,.,.,0.030009977,0.080732511,0.086767309,0.01277423,0.110942118
YJL209W_oe,0.124535834,-0.0448779,-0.103705505,-0.077743051,-0.061755539,0.03650133,0.074173979,0.000666835,-0.005722481,-0.00952996,0.08180784,.,-0.117921431,-0.002043948,-0.014399373,0.005144359,0.153900047
YJL210W_oe,0.058680838,-0.001989856,0.046482664,.,-0.02004497,0.006518687,-0.001531835,0.036276822,-0.016227945,0.038029878,.,-0.034405822,-0.020799086,0.01242625,0.019369863,0.008735771,0.04630023
YJL211C_oe,-0.029125451,0.068370881,0.029506856,0.048377986,0.105710064,-0.003845937,0.04053828,0.092036999,0.115289975,-0.024864307,.,.,0.084793675,0.138359044,0.047596734,0.259472698,0.031800037
YJL212C_oe,-0.012029636,0.010879121,-0.072740858,0.052011383,0.007357887,0.057023019,0.003855651,-0.017790162,-0.038796426,-0.025869698,.,-0.053015908,-0.024146792,-0.020994399,-0.004966578,-0.120128657,0.00096617
YJL213W_oe,-0.05890294,-0.026067825,0.059149841,0.066230601,-0.015052917,-0.04344749,-0.038639217,0.003158485,-0.049072946,0.011032637,-0.1295766,-0.121500727,-0.029661518,0.016518487,0.006217443,0.194357806,-0.000440455
YJL214W_oe,-0.04840324,-0.019341351,-0.010924264,0.040062684,-0.012243233,-0.019013732,-0.049534342,0.018664213,-0.07249164,-0.077617355,.,.,-0.054244942,-0.037794625,-0.030097468,0.237363794,0.02304721
YJL215C_oe,0.063971385,0.029939279,0.057423365,.,0.012031774,0.050287224,-0.016256734,0.029093849,-0.037059988,0.011700051,.,.,-0.041474046,-0.000772538,0.015767129,-0.134337318,0.053267575
YJL216C_oe,0.018292219,-0.047929257,0.023915594,0.088384422,0.001385717,-0.036375356,0.053083713,0.001577359,-0.062020979,0.065155718,-0.081904809,-0.077789413,-0.039642205,0.006526831,0.021383595,-0.220853116,0.000811961
YJL217W_oe,0.065394297,-0.045679912,0.159668452,.,0.03831452,0.030425298,-0.061242284,-0.017493436,0.124170593,0.019936222,.,.,0.112991588,0.006361393,-0.004255663,-0.103593026,-0.120451497
YJL218W_oe,0.033292481,-0.044703685,0.053815382,0.061028721,-0.014298136,-0.065457374,0.020620176,-0.069726353,0.01262897,0.020936604,.,-0.174039166,-0.017755535,-0.067396668,-0.06336298,-0.132377836,-0.153788072
YJL219W_oe,-0.026068228,-0.031093692,-0.081434843,-0.204414529,-0.07096299,-0.047481816,-0.016908707,-0.060575893,-0.074084478,-0.102651203,.,-0.140456683,-0.037397922,-0.069449957,-0.059497741,0.192920611,-0.068473535
YJL220W_oe,0.021716136,-0.139522342,0.097951533,0.119520521,0.061367986,0.150760261,0.053642824,-0.024064019,-0.010025352,-0.044454308,.,-0.139943807,0.01843716,0.013676836,-0.027597173,-0.16231132,-0.087701457
YJL222W-A_oe,0.013339866,-0.100793241,0.020320852,0.016469083,0.00149129,-0.01703597,-0.05319345,-0.053117364,-0.077689653,-0.054267136,.,.,-0.019475105,-0.066212996,-0.060285656,0.030368701,-0.028958045
