orf	hap a | growth (culture turbidity) | zymolyase [30 U/ml] | YPD | Garcia R~Arroyo J, 2015	hap a | growth (spot assay) | Congo Red [50 ug/ml] | YPD | García R~Arroyo J, 2015	hap a | growth (culture turbidity) | caspofungin [10-30 ng/ml] | YPD | Garcia R~Arroyo J, 2015	hap a | growth (culture turbidity) | caspofungin [60-120 ng/ml] | YPD | Garcia R~Arroyo J, 2015
YDR448W	0.07784319542971228	-1.7126495020381969	-2.5747564213670056	0.0
YDR450W	-0.0008585646554746501	-1.7126495020381969	0.0	0.0
YDR451C	0.0935835474467491	0.0	0.0	0.0
YDR452W	0.14710074430467712	0.0	0.0	0.0
YDR453C	0.1408046034978624	0.0	0.0	0.0
YDR455C	0.1408046034978624	0.0	0.0	0.0
YDR456W	0.16284109632171395	-3.4252990040763938	0.0	0.0
YDR457W	-0.28103683055874323	0.0	0.0	0.0
YDR458C	0.1785814483387517	0.0	0.0	0.0
YDR459C	0.05580670260585979	0.0	0.0	0.0
YDR461W	-0.12678138079177487	0.0	0.0	0.0
YDR462W	0.03691828018541466	0.0	0.0	0.0
YDR463W	-0.3062213937860031	-1.7126495020381969	0.0	0.0
YDR465C	-0.08900453595088462	0.0	0.0	0.0
YDR466W	0.07469512502630492	0.0	0.0	0.0
YDR467C	0.14710074430467712	0.0	0.0	0.0
YDR469W	0.030622139378599936	-3.4252990040763938	0.0	0.0
YDR470C	0.13450846269104672	0.0	0.0	0.0
YDR471W	0.15339688511149185	0.0	0.0	0.0
YDR475C	0.04793652659734138	-1.7126495020381969	0.0	0.0
YDR476C	-0.0386354094963649	0.0	0.0	0.0
YDR477W	-3.8100237527785477	-3.4252990040763938	-5.149512842734011	0.0
YDR479C	0.1408046034978624	0.0	0.0	0.0
YDR480W	0.12821232188423198	0.0	0.0	0.0
YDR481C	0.172285307531937	0.0	0.0	0.0
YDR482C	0.15654495551489922	0.0	0.0	0.0
YDR483W	0.15969302591830753	-3.4252990040763938	0.0	0.0
YDR484W	-1.1687926843196568	-3.4252990040763938	0.0	0.0
YDR485C	0.08728740663993438	0.0	0.0	0.0
YDR486C	0.04951056179904506	-3.4252990040763938	0.0	0.0
YDR488C	-0.016598916672513356	-1.7126495020381969	0.0	0.0
YDR490C	0.18172951874215906	0.0	0.0	0.0
YDR491C	0.1785814483387517	0.0	0.0	0.0
YDR492W	0.1785814483387517	0.0	0.0	0.0
YDR493W	-0.17085436643947985	0.0	0.0	0.0
YDR494W	0.19432180035578947	0.0	0.0	0.0
YDR495C	-0.11418909917814542	-1.7126495020381969	0.0	0.0
YDR496C	0.2037660115660125	-1.7126495020381969	0.0	0.0
YDR497C	0.008585646554747443	0.0	0.0	0.0
YDR500C	-0.44158842113252494	0.0	0.0	0.0
YDR501W	0.04951056179904506	0.0	0.0	0.0
YDR502C	-0.18659471845651762	0.0	0.0	0.0
YDR503C	0.09043547704334175	0.0	0.0	0.0
YDR504C	0.040066350588822026	0.0	0.0	0.0
YDR505C	0.005437576151340079	-3.4252990040763938	0.0	0.0
YDR506C	-0.029191198286142812	0.0	0.0	0.0
YDR507C	-0.04807962070658794	0.0	0.0	0.0
YDR508C	0.05895477300926716	0.0	0.0	0.0
YDR509W	0.0211779281683769	0.0	0.0	0.0
YDR511W	-0.10159681756451502	0.0	0.0	0.0
YDR512C	-0.20548314087696276	0.0	0.0	0.0
YDR513W	0.14710074430467712	0.0	0.0	0.0
YDR514C	0.12506425148082465	0.0	0.0	0.0
YDR515W	-0.13307752159859054	0.0	0.0	0.0
YDR516C	0.06525091381608189	0.0	0.0	0.0
YDR517W	0.08099126583311965	0.0	0.0	0.0
YDR518W	-0.0858564655474782	0.0	0.0	0.0
YDR519W	0.09987968825356383	0.0	0.0	0.0
YDR520C	0.12506425148082465	-3.4252990040763938	0.0	0.0
YDR521W	-0.28733297136555797	0.0	0.0	0.0
YDR522C	0.024325998571785207	0.0	0.0	0.0
YDR523C	-4.329455369340784	0.0	0.0	0.0
YDR524C	0.2037660115660125	0.0	0.0	0.0
YDR525W	0.024325998571785207	-1.7126495020381969	0.0	0.0
YDR525W-A	0.08728740663993438	0.0	0.0	0.0
YDR528W	0.27302356044097736	0.0	0.0	0.0
YDR529C	0.21950636358304934	0.0	0.0	0.0
YDR530C	0.2509870676171239	0.0	0.0	0.0
YDR532C	-1.2097175995639544	0.0	0.0	0.0
YDR533C	0.2509870676171239	0.0	0.0	0.0
YDR534C	0.22895057479327235	0.0	0.0	0.0
YDR535C	-1.4458228798195165	0.0	0.0	0.0
YDR536W	-0.16770629603607248	0.0	0.0	0.0
YDR537C	0.02747406897519163	0.0	0.0	0.0
YDR538W	-0.057523831916810035	0.0	0.0	0.0
YDR539W	-0.05437576151340267	0.0	0.0	0.0
YDR540C	-0.13307752159859054	0.0	0.0	0.0
YDR541C	-0.10474488796792332	0.0	0.0	0.0
YEL001C	0.15654495551489922	0.0	0.0	0.0
YEL003W	0.1061758290603795	0.0	0.0	0.0
YEL004W	-0.12363331038836751	0.0	0.0	0.0
YEL005C	0.040066350588822026	0.0	0.0	0.0
YEL006W	0.05895477300926716	0.0	0.0	0.0
YEL007W	-0.5958438708994924	-1.7126495020381969	0.0	0.0
YEL008W	0.13450846269104672	0.0	0.0	0.0
YEL009C	0.08099126583311965	0.0	0.0	0.0
YEL010W	0.08728740663993438	0.0	0.0	0.0
YEL011W	-1.0365737273765423	0.0	0.0	0.0
YEL012W	-0.9736123193083921	0.0	0.0	0.0
YEL013W	-0.3628866610473376	0.0	0.0	0.0
YEL014C	-0.31881367539963257	0.0	0.0	0.0
YEL015W	-0.37547894266096704	0.0	0.0	0.0
YEL016C	-0.2747406897519276	0.0	0.0	0.0
YEL017C-A	-0.23381577450762997	0.0	0.0	0.0
YEL017W	-0.27159261934852025	0.0	0.0	0.0
YEL018W	-0.11733716958155278	0.0	0.0	0.0
YEL020C	-0.30936946418941047	0.0	0.0	0.0
YEL023C	-0.46362491395637745	0.0	0.0	0.0
YEL024W	-0.17557647204459184	0.0	0.0	0.0
YEL025C	-0.4352922803257102	0.0	0.0	13.769531582446804
YEL027W	-2.771160519654073	0.0	-5.149512842734011	0.0
YEL028W	-0.34399823862689244	0.0	0.0	0.0
YEL029C	-4.272790102079449	0.0	0.0	0.0
YEL030W	-0.3156656049962252	0.0	0.0	0.0
YEL031W	-2.173027143006648	-1.7126495020381969	0.0	0.0
YEL033W	-0.1928908592633333	-1.7126495020381969	0.0	0.0
YEL036C	-4.247605538852189	0.0	0.0	0.0
YEL037C	-0.4447364915359323	0.0	0.0	0.0
YEL038W	-0.35029437943370717	0.0	0.0	0.0
YEL039C	-0.36603473145074494	0.0	0.0	0.0
YEL040W	-0.4321442099223024	0.0	0.0	0.0
YEL041W	-0.39751543548482	0.0	0.0	0.0
YEL042W	-1.6630397376546342	-3.4252990040763938	0.0	0.0
YEL043W	-0.18344664805311026	-1.7126495020381969	-2.5747564213670056	0.0
YEL044W	-2.8467142093358535	-1.7126495020381969	-2.5747564213670056	0.0
YEL045C	-1.4773035838535917	0.0	0.0	0.0
YEL046C	-1.1058312762515066	0.0	0.0	0.0
YEL047C	-0.19918700007014803	0.0	0.0	0.0
YEL048C	-0.42899613951889504	0.0	0.0	0.0
YEL049W	-0.28418490096214966	0.0	0.0	0.0
YEL050C	-0.9578719672913544	0.0	0.0	0.0
YEL051W	-3.4731802196139454	0.0	0.0	0.0
YEL052W	-0.20863121128037013	0.0	0.0	0.0
YEL053C	-0.2684445489451129	0.0	0.0	0.0
YEL054C	-0.1928908592633333	0.0	0.0	0.0
YEL056W	0.07154705462289755	0.0	0.0	0.0
YEL057C	0.10302775865697214	0.0	-2.5747564213670056	0.0
YEL059W	-0.4573287731495623	0.0	0.0	0.0
YEL060C	-0.42899613951889504	0.0	0.0	0.0
YEL061C	-0.5360305332347501	-3.4252990040763938	0.0	0.0
YEL062W	-0.4667729843597853	0.0	0.0	0.0
YEL063C	-0.3691828018541523	0.0	0.0	0.0
YEL064C	-0.29048104176896533	0.0	0.0	0.0
YEL065W	-0.3156656049962252	0.0	0.0	0.0
YEL066W	-0.14252173280881264	0.0	0.0	0.0
YEL067C	-0.01345084626910505	0.0	0.0	0.0
YEL068C	-0.016598916672513356	0.0	0.0	0.0
YEL071W	0.0022895057479317723	0.0	0.0	0.0
YEL072W	-0.04178347989977321	0.0	0.0	0.0
YER001W	0.0935835474467491	0.0	0.0	0.0
YER002W	0.08413933623652702	0.0	0.0	0.0
YER004W	0.13765653309445408	0.0	0.0	0.0
YER005W	-0.5391786036381575	-1.7126495020381969	0.0	0.0
YER007C-A	0.0337702097820073	0.0	0.0	0.0
YER007W	-0.05437576151340267	-1.7126495020381969	0.0	0.0
YER010C	0.172285307531937	0.0	0.0	0.0
YER011W	0.15654495551489922	0.0	0.0	0.0
YER014C-A	-4.326307298937377	0.0	-2.5747564213670056	0.0
YER014W	-4.291678524499894	0.0	0.0	0.0
YER016W	-0.07956032474066252	0.0	0.0	0.0
YER017C	-4.304270806113524	0.0	0.0	0.0
YER019C-A	0.07154705462289755	0.0	0.0	0.0
YER019W	0.2006179411626042	-1.7126495020381969	0.0	0.0
YER020W	0.1061758290603795	0.0	0.0	0.0
YER024W	0.04636249139563676	0.0	0.0	0.0
YER027C	-0.9547238968879475	0.0	0.0	0.0
YER028C	-0.06696804312703307	0.0	0.0	0.0
YER030W	-0.3377020978200777	-1.7126495020381969	0.0	0.0
YER031C	-0.7186186166323844	0.0	0.0	0.0
YER032W	-0.3691828018541523	0.0	0.0	0.0
YER033C	-1.1750888251264715	0.0	0.0	0.0
YER034W	-0.7500993206664593	0.0	0.0	0.0
YER035W	-0.54862281484838	0.0	0.0	0.0
YER037W	-0.8288010807516473	0.0	0.0	0.0
YER038W-A	-0.3723308722575597	0.0	0.0	0.0
YER039C	-0.3125175345928169	0.0	0.0	0.0
YER039C-A	0.011733716958154807	0.0	0.0	0.0
YER040W	-0.3723308722575597	0.0	-5.149512842734011	0.0
YER041W	-0.2558522673314834	0.0	0.0	0.0
YER042W	-0.16455822563266512	0.0	0.0	0.0
YER044C	-4.275938172482857	0.0	0.0	0.0
YER044C-A	-0.03233926868955018	0.0	0.0	0.0
YER045C	-0.06696804312703307	0.0	0.0	0.0
YER046W	-0.8445414327686845	0.0	0.0	0.0
YER046W-A	-1.3136039228764016	0.0	0.0	0.0
YER047C	-0.3723308722575597	0.0	0.0	0.0
YER048C	-0.44158842113252494	0.0	0.0	0.0
YER049W	-0.3125175345928169	0.0	0.0	0.0
YER050C	-4.285382383693079	0.0	0.0	0.0
YER051W	-0.23696384491103828	0.0	0.0	0.0
YER052C	-0.45103263234274704	0.0	0.0	0.0
YER053C	-0.1582620848258504	0.0	0.0	0.0
YER054C	-0.10789295837132974	0.0	0.0	0.0
YER055C	-0.12363331038836751	0.0	0.0	0.0
YER056C	-0.044931550303179635	0.0	0.0	0.0
YER056C-A	-0.13937366240540527	0.0	0.0	0.0
YER057C	-0.3471463090302998	0.0	0.0	0.0
YER058W	-0.19918700007014803	0.0	0.0	0.0
YER059W	-0.2558522673314834	0.0	0.0	0.0
YER060W	-0.28103683055874323	0.0	0.0	0.0
YER060W-A	-0.14881787361562832	0.0	0.0	0.0
YER061C	-0.4699210547631922	0.0	0.0	0.0
YER062C	-0.07641225433725517	0.0	0.0	0.0
YER063W	-0.8476895031720924	0.0	0.0	0.0
YER064C	-0.8004684471209801	0.0	0.0	0.0
YER065C	0.06839898421949019	0.0	0.0	0.0
YER066C-A	0.11562004027060253	0.0	0.0	0.0
YER066W	-0.7784319542971271	0.0	0.0	0.0
YER067C-A	-0.3565905202405219	0.0	0.0	0.0
YER067W	-0.4195519283086725	0.0	0.0	0.0
YER068C-A	-0.4195519283086725	0.0	0.0	0.0
YER068W	-0.38177508346778266	0.0	0.0	0.0
YER069W	-0.34399823862689244	0.0	0.0	0.0
YER070W	-0.3156656049962252	0.0	0.0	0.0
YER071C	-0.1582620848258504	0.0	0.0	0.0
YER072W	-0.32825788660985467	0.0	0.0	0.0
YER073W	-0.0858564655474782	0.0	0.0	0.0
YER074W	-0.526586322024527	-3.4252990040763938	0.0	0.0
YER075C	0.005437576151340079	0.0	0.0	0.0
YER077C	-0.7752838838937202	0.0	0.0	0.0
YER078C	-0.6871379125983103	0.0	0.0	0.0
YER079W	-0.06381997272362476	0.0	0.0	0.0
YER080W	0.011733716958154807	0.0	0.0	0.0
YER081W	-0.010302775865697686	0.0	0.0	0.0
YER083C	-0.9137989816436494	-1.7126495020381969	0.0	0.0
YER084W	-0.22751963370081524	0.0	0.0	0.0
YER085C	0.11562004027060253	0.0	0.0	0.0
YER086W	-0.6588052789676421	0.0	-5.149512842734011	0.0
YER087C-B	0.06839898421949019	0.0	0.0	0.0
YER087W	-0.21177928168377746	0.0	0.0	0.0
YER088C	-0.7878761655073501	0.0	0.0	0.0
YER089C	-0.1928908592633333	0.0	0.0	0.0
YER090W	-3.2717037137958656	0.0	0.0	0.0
YER091C	-0.7910242359107574	0.0	0.0	0.0
YER091C-A	0.10302775865697214	0.0	0.0	0.0
YER092W	-1.4206383165922567	0.0	0.0	0.0
YER093C-A	-1.2663828668252892	0.0	0.0	0.0
YER095W	-1.5056362174842592	0.0	0.0	0.0
YER096W	-1.2443463740014373	0.0	0.0	0.0
YER097W	-1.1121274170583217	0.0	0.0	0.0
YER098W	-0.9106509112402424	0.0	0.0	0.0
YER101C	-1.0586102202003942	0.0	0.0	0.0
YER103W	-0.9043547704334273	0.0	0.0	0.0
YER106W	-1.6189667520069295	0.0	0.0	0.0
YER110C	-2.280061536722504	0.0	0.0	0.0
YER111C	-1.9180334403306414	-5.13794850611459	-2.5747564213670056	0.0
YER113C	-1.2349021627912147	0.0	0.0	0.0
YER114C	-1.3104558524729948	0.0	0.0	0.0
YER115C	-1.1152754874617297	0.0	0.0	0.0
YER116C	-2.6326454219041433	0.0	0.0	0.0
YER117W	-3.787987259954695	0.0	0.0	0.0
YER118C	-4.281447295688819	0.0	0.0	0.0
YER119C	-2.484686112943991	0.0	0.0	0.0
YER119C-A	-2.5633878730291784	0.0	0.0	0.0
YER120W	-1.8550720322624918	0.0	0.0	0.0
YER121W	-1.0397217977799496	0.0	0.0	0.0
YER122C	-3.0576349263641553	-1.7126495020381969	0.0	0.0
YER123W	-1.722853075319377	0.0	0.0	0.0
YER124C	-1.2600867260184745	0.0	0.0	0.0
YER128W	-1.1719407547230645	0.0	0.0	0.0
YER129W	-2.434316986489471	0.0	0.0	0.0
YER130C	-1.3293442748934394	0.0	0.0	0.0
YER131W	-1.2821232188423266	0.0	0.0	0.0
YER132C	-0.9452796856777245	0.0	0.0	0.0
YER134C	-1.3797134013479595	0.0	0.0	0.0
YER135C	-1.4615632318365543	0.0	0.0	0.0
YER137C	-1.6441513152341896	0.0	0.0	0.0
YER139C	-1.4804516542569994	0.0	0.0	0.0
YER140W	-1.4647113022399616	0.0	0.0	0.0
YER141W	-1.9148853699272337	0.0	0.0	0.0
YER142C	-1.9526622147681238	0.0	0.0	0.0
YER143W	-1.225457951580992	0.0	0.0	0.0
YER144C	-1.093238994637877	0.0	0.0	0.0
YER145C	-0.8256530103482403	0.0	0.0	0.0
YER149C	-1.8456278210522687	0.0	0.0	0.0
YER150W	-1.363973049330922	0.0	0.0	0.0
YER151C	-4.282234313289672	-5.13794850611459	0.0	0.0
YER152C	-1.1152754874617297	0.0	0.0	0.0
YER153C	-1.6221148224103366	0.0	0.0	0.0
YER154W	-1.1215716282685444	0.0	0.0	0.0
YER155C	-3.948538850528477	0.0	-5.149512842734011	0.0
YER156C	-2.169879072603241	0.0	0.0	0.0
YER158C	-0.9578719672913544	0.0	0.0	0.0
YER161C	-1.8676643138761213	0.0	0.0	0.0
YER162C	-1.719705004915969	0.0	0.0	0.0
YER163C	-1.3482326973138845	0.0	0.0	0.0
YER164W	-1.3545288381206997	0.0	0.0	0.0
YER166W	-1.4174902461888494	0.0	0.0	0.0
YER167W	-1.1467561914958042	0.0	0.0	0.0
YER169W	-1.4080460349786268	0.0	0.0	0.0
YER170W	-0.9075028408368346	0.0	0.0	0.0
YER173W	-1.6284109632171517	0.0	0.0	0.0
YER174C	-2.210803987847539	0.0	0.0	0.0
YER175C	-2.5476475210121405	0.0	0.0	0.0
YER176W	-1.1845330363366946	0.0	0.0	0.0
YER177W	-2.440613127296286	0.0	0.0	0.0
YER178W	-1.5339688511149265	0.0	0.0	0.0
YER179W	-1.5780418367626314	0.0	0.0	0.0
YER180C	-1.7071127233023387	0.0	0.0	0.0
YER181C	-1.7134088641091538	0.0	0.0	0.0
YER182W	-0.9106509112402424	0.0	0.0	0.0
YER183C	-0.9043547704334273	0.0	0.0	0.0
YER184C	-1.0208333753595045	0.0	0.0	0.0
YER185W	-0.8445414327686845	0.0	0.0	0.0
YER186C	-1.1593484731094346	0.0	0.0	0.0
YER187W	-1.0743505722174325	0.0	0.0	0.0
YER188W	0.0935835474467491	0.0	0.0	0.0
YFL001W	-1.1719407547230645	-3.4252990040763938	0.0	0.0
YFL003C	-0.25900033773488984	0.0	0.0	0.0
YFL004W	-0.20548314087696276	0.0	0.0	0.0
YFL007W	-0.057523831916810035	0.0	0.0	0.0
YFL010C	-0.21177928168377746	0.0	0.0	0.0
YFL010W-A	-0.12048523998496015	0.0	0.0	0.0
YFL011W	-0.0008585646554746501	0.0	0.0	0.0
YFL012W	-0.10474488796792332	0.0	0.0	0.0
YFL012W-A	-0.14881787361562832	0.0	0.0	0.0
YFL013C	-0.17400243684288816	0.0	0.0	0.0
YFL014W	-0.24640805612126038	0.0	-5.149512842734011	0.0
YFL015C	-0.21492735208718483	0.0	0.0	0.0
YFL016C	-0.2999252529791884	0.0	0.0	0.0
YFL018C	-0.2401119153144447	0.0	0.0	0.0
YFL019C	0.030622139378599936	0.0	0.0	0.0
YFL020C	-0.64936106775742	0.0	0.0	0.0
YFL021W	-0.9232431928538725	0.0	0.0	0.0
YFL023W	-1.2821232188423266	-1.7126495020381969	0.0	0.0
YFL025C	-3.891873583267142	-1.7126495020381969	0.0	0.0
YFL026W	-0.28733297136555797	0.0	0.0	0.0
YFL027C	-0.1582620848258504	0.0	0.0	0.0
YFL028C	-0.14252173280881264	0.0	0.0	0.0
YFL030W	-0.0008585646554746501	0.0	0.0	0.0
YFL031W	-0.029191198286142812	0.0	0.0	0.0
YFL032W	-0.14252173280881264	0.0	0.0	0.0
YFL033C	-0.19131682406162867	0.0	0.0	0.0
YFL034C-A	-0.11891120478325647	0.0	0.0	0.0
YFL034W	-0.3880712242745974	0.0	0.0	0.0
YFL036W	-0.33455402741667034	0.0	0.0	0.0
YFL040W	0.040066350588822026	0.0	0.0	0.0
YFL041W	0.008585646554747443	0.0	0.0	0.0
YFL042C	0.02904810417689531	0.0	0.0	0.0
YFL044C	-0.3471463090302998	0.0	0.0	0.0
YFL046W	-0.2306677041042226	0.0	0.0	0.0
YFL047W	-0.15511401442244305	0.0	0.0	0.0
YFL048C	-0.18344664805311026	0.0	0.0	0.0
YFL049W	0.011733716958154807	0.0	0.0	0.0
YFL050C	-0.029191198286142812	0.0	0.0	0.0
YFL051C	0.07784319542971228	0.0	0.0	0.0
YFL052W	0.08728740663993438	0.0	0.0	0.0
YFL053W	0.12821232188423198	0.0	0.0	0.0
YFL054C	0.040066350588822026	0.0	0.0	0.0
YFL055W	-0.02604312788273545	0.0	0.0	0.0
YFL063W	-0.12992945119518318	0.0	0.0	0.0
YFR001W	-2.0943253829214608	0.0	0.0	0.0
YFR006W	0.014881787361562171	0.0	0.0	0.0
YFR007W	-0.022895057479328084	0.0	0.0	0.0
YFR008W	-0.14881787361562832	0.0	0.0	0.0
YFR009W	-0.08900453595088462	0.0	0.0	0.0
YFR010W	-0.42584806911548717	-1.7126495020381969	0.0	0.0
YFR011C	-0.2306677041042226	0.0	0.0	0.0
YFR012W	-0.019746987075919778	0.0	0.0	0.0
YFR013W	-0.11733716958155278	0.0	0.0	0.0
YFR014C	0.030622139378599936	0.0	0.0	0.0
YFR015C	0.014881787361562171	0.0	0.0	0.0
YFR016C	0.014881787361562171	0.0	0.0	0.0
YFR017C	0.0337702097820073	0.0	0.0	0.0
YFR018C	0.05580670260585979	0.0	0.0	0.0
YFR019W	-1.7732222017738961	0.0	0.0	0.0
YFR020W	0.07154705462289755	0.0	0.0	0.0
YFR021W	-0.07011611353044044	0.0	0.0	0.0
YFR022W	0.12821232188423198	0.0	0.0	0.0
YFR023W	-0.24955612652466774	0.0	0.0	0.0
YFR024C-A	-0.3676087666524486	0.0	0.0	0.0
YFR025C	-0.504549829200675	0.0	0.0	0.0
YFR026C	0.1439526739012688	0.0	0.0	0.0
YFR030W	-0.277888760155335	0.0	0.0	0.0
YFR031C-A	0.12821232188423198	0.0	0.0	0.0
YFR032C	0.11562004027060253	0.0	0.0	0.0
YFR032C-A	0.0211779281683769	0.0	0.0	0.0
YFR033C	0.0211779281683769	0.0	0.0	0.0
YFR034C	0.10302775865697214	0.0	0.0	0.0
YFR035C	-0.10789295837132974	0.0	0.0	0.0
YFR036W	-0.1582620848258504	0.0	0.0	0.0
YFR038W	0.16598916672512226	0.0	0.0	0.0
YFR039C	0.15654495551489922	0.0	0.0	0.0
YFR040W	0.040066350588822026	0.0	0.0	0.0
YFR041C	-0.016598916672513356	0.0	0.0	0.0
YFR043C	0.07154705462289755	0.0	0.0	0.0
YFR044C	0.14710074430467712	0.0	0.0	0.0
YFR045W	0.10302775865697214	0.0	0.0	0.0
YFR046C	0.15339688511149185	0.0	0.0	0.0
YFR047C	0.07784319542971228	0.0	0.0	0.0
YFR048W	0.05580670260585979	0.0	0.0	0.0
YFR049W	0.1061758290603795	0.0	0.0	0.0
YFR053C	0.1911737299523821	0.0	0.0	0.0
YFR054C	0.1439526739012688	0.0	0.0	0.0
YFR055W	0.08413933623652702	0.0	0.0	0.0
YFR056C	0.08728740663993438	0.0	0.0	0.0
YFR057W	0.005437576151340079	0.0	0.0	0.0
YGL002W	0.043214420992230336	0.0	0.0	0.0
YGL003C	0.018029857764969535	0.0	0.0	0.0
YGL004C	-0.0858564655474782	0.0	0.0	0.0
YGL005C	-0.3628866610473376	0.0	0.0	0.0
YGL006W	0.07154705462289755	0.0	0.0	0.0
YGL007W	0.13450846269104672	-1.7126495020381969	0.0	0.0
YGL009C	0.005437576151340079	0.0	0.0	0.0
YGL010W	0.08099126583311965	0.0	0.0	0.0
YGL012W	-1.1687926843196568	-3.4252990040763938	0.0	0.0
YGL013C	-0.29048104176896533	0.0	0.0	0.0
YGL014W	-0.35029437943370717	0.0	0.0	0.0
YGL015C	-0.605288082109715	0.0	0.0	0.0
YGL016W	-0.49825368839385986	0.0	0.0	0.0
YGL017W	-0.2999252529791884	0.0	0.0	0.0
YGL019W	-0.4101077170984499	0.0	0.0	0.0
YGL020C	-0.9578719672913544	-1.7126495020381969	0.0	0.0
YGL021W	-0.30936946418941047	0.0	0.0	0.0
YGL023C	-0.09844874716110766	0.0	0.0	0.0
YGL024W	-2.188767495023686	0.0	0.0	0.0
YGL025C	-3.40392267073898	0.0	0.0	0.0
YGL026C	-0.7658396726834972	0.0	0.0	0.0
YGL027C	-0.4699210547631922	-1.7126495020381969	-5.149512842734011	0.0
YGL028C	-0.5769554484790472	0.0	0.0	0.0
YGL029W	-0.3534424498371155	0.0	0.0	0.0
YGL031C	-0.26214840813829815	0.0	0.0	0.0
YGL032C	-0.19603892966673972	0.0	0.0	0.0
YGL033W	-0.32196174580303993	0.0	0.0	0.0
YGL034C	-0.12992945119518318	0.0	0.0	0.0
YGL035C	-0.3408501682234851	0.0	0.0	0.0
YGL036W	-0.06067190232021834	0.0	0.0	0.0
YGL037C	-0.5139940404108971	0.0	0.0	0.0
YGL038C	-4.279086242886264	0.0	-7.724269264101017	0.0
YGL039W	-0.3377020978200777	0.0	0.0	0.0
YGL041C	-0.3062213937860031	0.0	0.0	0.0
YGL042C	-0.3125175345928169	-1.7126495020381969	0.0	0.0
YGL043W	-0.24640805612126038	0.0	0.0	0.0
YGL045W	-0.30936946418941047	0.0	-5.149512842734011	0.0
YGL049C	-0.29677718257578006	0.0	0.0	0.0
YGL050W	-0.45103263234274704	0.0	0.0	0.0
YGL051W	-0.24955612652466774	0.0	0.0	0.0
YGL053W	-0.2306677041042226	0.0	0.0	0.0
YGL054C	-1.4584151614331464	-1.7126495020381969	0.0	0.0
YGL056C	-0.06696804312703307	0.0	0.0	0.0
YGL057C	0.0022895057479317723	0.0	0.0	0.0
YGL058W	-0.04178347989977321	0.0	0.0	0.0
YGL059W	0.04636249139563676	0.0	0.0	0.0
YGL060W	-0.13307752159859054	0.0	0.0	0.0
YGL062W	-0.3534424498371155	0.0	0.0	0.0
YGL063W	-0.47621719557000736	0.0	0.0	0.0
YGL064C	-0.35029437943370717	0.0	0.0	0.0
YGL066W	-0.4321442099223024	-1.7126495020381969	0.0	0.0
YGL067W	-0.15511401442244305	0.0	0.0	0.0
YGL070C	-4.017796399403442	0.0	0.0	0.0
YGL071W	-0.13307752159859054	-3.4252990040763938	0.0	0.0
YGL072C	-0.8476895031720924	-3.4252990040763938	0.0	0.0
YGL076C	-0.04178347989977321	0.0	0.0	0.0
YGL077C	-0.09844874716110766	0.0	0.0	0.0
YGL078C	-1.0019449529390594	0.0	0.0	0.0
YGL079W	0.09987968825356383	-1.7126495020381969	0.0	0.0
YGL080W	-0.06696804312703307	0.0	0.0	0.0
YGL081W	0.011733716958154807	0.0	0.0	0.0
YGL082W	-0.029191198286142812	0.0	0.0	0.0
YGL083W	0.011733716958154807	0.0	0.0	0.0
YGL084C	-3.7092854998695075	0.0	0.0	0.0
YGL085W	0.005437576151340079	0.0	0.0	0.0
YGL086W	-0.8886144184163896	0.0	0.0	0.0
YGL087C	-0.21177928168377746	0.0	0.0	0.0
YGL088W	0.0211779281683769	0.0	0.0	0.0
YGL089C	0.014881787361562171	0.0	0.0	0.0
YGL090W	-0.0858564655474782	0.0	0.0	0.0
YGL094C	-0.08270839514406989	0.0	0.0	0.0
YGL095C	-0.1928908592633333	0.0	0.0	0.0
YGL096W	-0.01345084626910505	0.0	0.0	0.0
YGL101W	0.08413933623652702	0.0	0.0	0.0
YGL104C	0.09987968825356383	0.0	0.0	0.0
YGL105W	-0.16770629603607248	-1.7126495020381969	0.0	0.0
YGL107C	-0.20863121128037013	0.0	0.0	0.0
YGL108C	-0.0512276911099953	0.0	0.0	0.0
YGL109W	0.04636249139563676	0.0	0.0	0.0
YGL110C	-0.30936946418941047	0.0	0.0	0.0
YGL114W	-0.42899613951889504	0.0	0.0	0.0
YGL115W	-1.631559033620559	-1.7126495020381969	0.0	0.0
YGL117W	-0.4604768435529701	0.0	0.0	0.0
YGL118C	-0.4667729843597853	0.0	0.0	0.0
YGL121C	-0.8382452919618694	0.0	0.0	0.0
YGL124C	-0.5580670260586021	-1.7126495020381969	0.0	0.0
YGL125W	-0.3597385906439302	0.0	0.0	0.0
YGL126W	-0.2999252529791884	0.0	0.0	0.0
YGL127C	-0.7312108982460143	-1.7126495020381969	0.0	0.0
YGL129C	-0.16141015522925775	0.0	0.0	0.0
YGL131C	-0.08900453595088462	0.0	0.0	0.0
YGL132W	-0.1582620848258504	0.0	0.0	0.0
YGL133W	-0.1582620848258504	0.0	0.0	0.0
YGL135W	-3.636879880591135	0.0	0.0	0.0
YGL136C	-0.38492315387119	0.0	0.0	0.0
YGL138C	-0.17715050724629552	0.0	0.0	0.0
YGL139W	-0.1362255920019979	0.0	0.0	0.0
YGL140C	-0.16141015522925775	0.0	0.0	0.0
YGL141W	-0.06696804312703307	0.0	0.0	0.0
YGL143C	-0.21492735208718483	0.0	0.0	0.0
YGL144C	-0.05437576151340267	0.0	0.0	0.0
YGL146C	-0.2558522673314834	0.0	0.0	0.0
