ORF	hap alpha | growth (culture turbidity) | Upshock (2-(N-morpholino)ethanesulfonic acid [20 mM], ethylene glycol bis(2-aminoethyl)tetraacetic acid [20 mM], sodium chloride [4 M]) | Loukin S~Saimi Y, 2008	hap alpha | abundance of calcium | Upshock (2-(N-morpholino)ethanesulfonic acid [20 mM], ethylene glycol bis(2-aminoethyl)tetraacetic acid [20 mM], sodium chloride [4 M]) | Loukin S~Saimi Y, 2008
YIL108W	4.000	0.517
YML096W	4.000	0.517
YDL243C	4.000	0.516
YDL213C	4.000	0.516
YIL153W	4.000	0.516
YBR201W	4.000	0.514
YOL025W	4.000	0.514
YNL294C	4.000	0.514
YGR230W	4.000	0.513
YPR200C	4.000	0.513
YIL038C	4.000	0.512
YJL119C	4.000	0.512
YLR035C	4.000	0.512
YIL107C	4.000	0.511
YOR170W	4.000	0.511
YBR298C	4.000	0.510
YBR178W	4.000	0.510
YOR177C	4.000	0.510
YDL107W	4.000	0.510
YKR027W	4.000	0.509
YDR200C	4.000	0.509
YHR137W	4.000	0.508
YDR206W	4.000	0.507
YPR037C	4.000	0.506
YNL022C	4.000	0.506
YBL011W	4.000	0.506
YNL257C	4.000	0.505
YAR002C-A	4.000	0.505
YLR396C	4.000	0.505
YGR213C	4.000	0.504
YDL072C	4.000	0.504
YLR134W	4.000	0.504
YOR215C	4.000	0.503
YGR222W	4.000	0.501
YNL255C	4.000	0.501
YDL051W	4.000	0.501
YDR360W	4.000	0.500
YJR088C	4.000	0.500
YHL011C	4.000	0.499
YML089C	4.000	0.499
YOL013C	4.000	0.499
YLR188W	4.000	0.499
YMR121C	4.000	0.499
YOR183W	4.000	0.499
YOL027C	4.000	0.498
YNL016W	4.000	0.498
YIR033W	4.000	0.498
YEL010W	4.000	0.497
YPL091W	4.000	0.496
YPR096C	4.000	0.496
YDR435C	4.000	0.496
YDL215C	4.000	0.494
YBR272C	4.000	0.492
YGL079W	4.000	0.491
YNR057C	4.000	0.491
YOR068C	4.000	0.489
YBR203W	4.000	0.489
YLR068W	4.000	0.488
YAL037C-A	4.000	0.488
YAL016W	3.000	0.488
YNL099C	4.000	0.488
YDR432W	3.000	0.487
YHR022C	4.000	0.487
YJL038C	4.000	0.487
YER144C	4.000	0.487
YHR179W	4.000	0.486
YEL015W	4.000	0.486
YIL113W	4.000	0.485
YJL181W	4.000	0.484
YKR026C	4.000	0.484
YER045C	4.000	0.484
YEL008W	4.000	0.484
YCR015C	4.000	0.484
YER130C	4.000	0.483
YLR124W	4.000	0.483
YKR017C	4.000	0.483
YGR044C	4.000	0.482
YGL088W	4.000	0.482
YPL008W	4.000	0.481
YJR082C	4.000	0.480
YMR065W	4.000	0.480
YDR529C	4.000	0.480
YLR149C	4.000	0.479
YBR276C	4.000	0.479
YGR042W	4.000	0.478
YGR196C	4.000	0.478
YMR311C	4.000	0.478
YHR004C	4.000	0.477
YHL012W	4.000	0.476
YOR324C	4.000	0.476
YNL098C	4.000	0.476
YJL110C	4.000	0.476
YHR009C	4.000	0.476
YIR001C	4.000	0.474
YLR164W	4.000	0.473
YBL098W	4.000	0.473
YJR097W	4.000	0.473
YGR072W	4.000	0.472
YFL042C	4.000	0.472
YPL052W	4.000	0.472
YKR018C	4.000	0.471
YDL127W	4.000	0.471
YHL006C	4.000	0.470
YNL109W	4.000	0.469
YHR193C	4.000	0.469
YGL051W	4.000	0.468
YCL060C	4.000	0.468
YKL067W	4.000	0.468
YDR415C	4.000	0.467
YKL050C	4.000	0.467
YAL004W	4.000	0.467
YER128W	4.000	0.467
YMR139W	4.000	0.467
YML073C	4.000	0.466
YGL162W	4.000	0.465
YNL180C	4.000	0.465
YER176W	4.000	0.465
YLL061W	4.000	0.465
YOR011W	4.000	0.465
YLL038C	4.000	0.464
YLR038C	4.000	0.464
YOL011W	4.000	0.464
YOR246C	4.000	0.463
YDR363W-A	4.000	0.463
YDR186C	4.000	0.462
YPR184W	4.000	0.462
YMR276W	4.000	0.462
YDR380W	4.000	0.461
YDR162C	4.000	0.460
YDL109C	4.000	0.460
YGR262C	3.000	0.460
YDL128W	4.000	0.459
YKR039W	4.000	0.459
YDR006C	4.000	0.459
YMR289W	4.000	0.458
YMR171C	4.000	0.458
YKL162C-A	4.000	0.458
YCR100C	4.000	0.457
YDR384C	4.000	0.457
YBR003W	4.000	0.456
YOL028C	4.000	0.455
YHR080C	4.000	0.455
YPL207W	4.000	0.455
YOR138C	4.000	0.454
YBL016W	4.000	0.454
YLL058W	4.000	0.454
YDL122W	4.000	0.454
YBR255W	4.000	0.453
YHR001W-A	4.000	0.302
YNL072W	4.000	0.452
YLL060C	4.000	0.452
YNL264C	4.000	0.452
YEL014C	4.000	0.452
YBL029C-A	4.000	0.452
YPL013C	4.000	0.451
YGR204W	4.000	0.450
YGR124W	4.000	0.450
YMR097C	4.000	0.450
YFL040W	4.000	0.450
YIL095W	4.000	0.447
YJL207C	4.000	0.447
YIL015C-A	4.000	0.446
YBL101C	4.000	0.445
YMR166C	4.000	0.445
YDR395W	4.000	0.445
YLL059C	4.000	0.445
YBR296C	4.000	0.444
YDR516C	4.000	0.443
YDR507C	4.000	0.443
YER164W	4.000	0.442
YPL019C	4.000	0.441
YDL135C	4.000	0.441
YCL001W-A	4.000	0.441
YPL037C	4.000	0.440
YNL179C	4.000	0.438
YMR275C	4.000	0.438
YLL056C	4.000	0.438
YKL202W	4.000	0.437
YDR512C	4.000	0.408
YOR316C	4.000	0.437
YKL149C	4.000	0.437
YCR036W	4.000	0.437
YFL043C	4.000	0.437
YFL004W	4.000	0.436
YPL089C	4.000	0.436
YLR154C	4.000	0.436
YMR159C	4.000	0.436
YHR106W	4.000	0.436
YJL059W	4.000	0.436
YJL183W	4.000	0.435
YIL103W	4.000	0.433
YLL013C	4.000	0.433
YBR217W	4.000	0.433
YGR056W	4.000	0.432
YDR284C	4.000	0.432
YBR214W	4.000	0.431
YLR055C	4.000	0.431
YHL028W	4.000	0.430
YLR131C	4.000	0.430
YCL045C	4.000	0.430
YPR147C	4.000	0.429
YHR012W	4.000	0.429
YOL061W	4.000	0.428
YBR299W	4.000	0.428
YMR029C	4.000	0.428
YIL110W	4.000	0.428
YLR217W	4.000	0.427
YBL053W	4.000	0.427
YMR250W	4.000	0.426
YKR001C	4.000	0.425
YDL123W	4.000	0.425
YDR017C	4.000	0.424
YER175C	4.000	0.424
YOR012W	4.000	0.424
YGL104C	4.000	0.424
YLR289W	4.000	0.423
YBR220C	4.000	0.422
YHR112C	4.000	0.422
YDL069C	4.000	0.421
YHR095W	4.000	0.421
YER142C	4.000	0.420
YGR049W	4.000	0.419
YKL056C	4.000	0.419
YDR024W	4.000	0.418
YGL252C	4.000	0.417
YOR140W	4.000	0.416
YJL179W	4.000	0.416
YDR193W	4.000	0.415
YJR070C	4.000	0.415
YJL082W	4.000	0.415
YJL184W	4.000	0.243
YOR010C	4.000	0.414
YLR137W	4.000	0.414
YNL123W	4.000	0.413
YBR112C	4.000	0.413
YLR136C	4.000	0.413
YPL221W	4.000	0.413
YJL095W	4.000	0.412
YOR327C	4.000	0.412
YJL199C	4.000	0.411
YCR004C	4.000	0.408
YFL044C	4.000	0.408
YLR113W	4.000	0.407
YER129W	4.000	0.407
YOL029C	4.000	0.407
YOR243C	4.000	0.406
YGR240C	4.000	0.405
YDL068W	4.000	0.404
YKL066W	4.000	0.403
YBL049W	4.000	0.403
YMR147W	4.000	0.403
YGR212W	4.000	0.401
YMR105C	4.000	0.401
YLR041W	4.000	0.401
YLR123C	4.000	0.400
YAL010C	4.000	0.399
YLR034C	4.000	0.399
YPL033C	4.000	0.398
YDR525W-A	4.000	0.398
YBR050C	4.000	0.397
YBL029W	4.000	0.397
YGR159C	4.000	0.397
YDR125C	4.000	0.396
YJR033C	4.000	0.395
YKL213C	4.000	0.395
YPL088W	4.000	0.395
YPL048W	4.000	0.393
YNL177C	4.000	0.393
YCR045C	4.000	0.393
YKL123W	4.000	0.392
YBL052C	4.000	0.391
YLL057C	4.000	0.391
YMR294W-A	4.000	0.390
YNR005C	4.000	0.390
YHR178W	4.000	0.390
YGL078C	4.000	0.390
YDR436W	4.000	0.387
YCL046W	4.000	0.387
YHR168W	4.000	0.386
YNR037C	4.000	0.386
YNL286W	4.000	0.386
YKR042W	4.000	0.385
YDR297W	4.000	0.384
YAR035W	4.000	0.384
YBL042C	4.000	0.384
YEL005C	3.000	0.383
YOR165W	4.000	0.381
YER083C	4.000	0.381
YOL047C	4.000	0.380
YOR171C	4.000	0.380
YAR035C-A	4.000	0.380
YJR126C	4.000	0.379
YDR273W	4.000	0.379
YEL016C	4.000	0.379
YCR025C	4.000	0.378
YKL020C	4.000	0.378
YOR089C	4.000	0.378
YPR001W	4.000	0.378
YCL022C	4.000	0.378
YOR021C	4.000	0.377
YER170W	4.000	0.377
YDR055W	4.000	0.377
YOL092W	4.000	0.375
YDR119W	4.000	0.375
YDL053C	4.000	0.375
YMR285C	4.000	0.375
YPR114W	4.000	0.374
YLR300W	4.000	0.373
YDL242W	4.000	0.372
YER060W-A	4.000	0.372
YHL010C	4.000	0.371
YDR048C	4.000	0.371
YDL005C	4.000	0.370
YIL027C	4.000	0.369
YBR052C	4.000	0.369
YPL270W	4.000	0.369
YLR040C	4.000	0.369
YOR309C	4.000	0.312
YJR142W	4.000	0.367
YDR083W	4.000	0.366
YLL014W	4.000	0.366
YER091C-A	4.000	0.365
YNL096C	4.000	0.365
YER081W	4.000	0.365
YLR332W	4.000	0.365
YGR141W	4.000	0.364
YMR145C	4.000	0.364
YHR140W	4.000	0.363
YER087C-A	4.000	0.363
YNL067W	4.000	0.363
YGR181W	4.000	0.362
YOR313C	4.000	0.361
YLR331C	4.000	0.360
YMR048W	4.000	0.360
YDR001C	4.000	0.360
YHL017W	4.000	0.360
YAL067C	4.000	0.358
YGR034W	4.000	0.358
YDR227W	4.000	0.356
YPL223C	4.000	0.355
YOR178C	4.000	0.355
YMR140W	4.000	0.355
YDR105C	4.000	0.355
YJL105W	4.000	0.354
YER180C	4.000	0.354
YOL056W	4.000	0.353
YOR008C-A	4.000	0.353
YDL172C	4.000	0.352
YBR181C	4.000	0.352
YDR323C	4.000	0.352
YMR120C	4.000	0.351
YPL114W	4.000	0.351
YHL035C	4.000	0.350
YBR232C	4.000	0.348
YPL003W	4.000	0.347
YOR299W	4.000	0.343
YHR158C	4.000	0.343
YNR036C	4.000	0.343
YDL142C	4.000	0.341
YLR388W	4.000	0.340
YGL231C	4.000	0.339
YDL121C	4.000	0.339
YCL007C	4.000	0.338
YPL049C	4.000	0.337
YBL045C	4.000	0.334
YGL090W	4.000	0.334
YCR019W	4.000	0.334
YLR142W	4.000	0.333
YDR315C	4.000	0.333
YPL107W	4.000	0.333
YBR212W	4.000	0.333
YDL194W	4.000	0.333
YGL124C	4.000	0.333
YPR154W	4.000	0.332
YNL055C	4.000	0.332
YLL055W	4.000	0.330
YGR169C-A	4.000	0.329
YGL016W	4.000	0.329
YLR354C	4.000	0.326
YPL042C	4.000	0.325
YNL220W	4.000	0.324
YBL021C	4.000	0.324
YDL114W	4.000	0.324
YMR264W	4.000	0.323
YER080W	4.000	0.322
YBR219C	4.000	0.322
YMR080C	4.000	0.322
YHR176W	4.000	0.321
YHR082C	4.000	0.320
YBR216C	4.000	0.319
YLL054C	4.000	0.319
YOR161C	4.000	0.319
YPL001W	4.000	0.318
YJL158C	4.000	0.318
YKL183W	4.000	0.318
YLR226W	3.000	0.318
YML129C	4.000	0.317
YMR014W	4.000	0.316
YPR121W	4.000	0.315
YEL017C-A	4.000	0.315
YLR151C	4.000	0.314
YKR059W	4.000	0.314
YEL044W	4.000	0.314
YGL025C	4.000	0.313
YHR018C	4.000	0.313
YNL021W	4.000	0.313
YPL026C	4.000	0.313
YDR203W	4.000	0.312
YDR419W	4.000	0.311
YJL192C	4.000	0.310
YOR093C	4.000	0.310
YBL036C	4.000	0.310
YLR119W	4.000	0.310
YDR335W	4.000	0.310
YMR086W	4.000	0.310
YAL016C-B	4.000	0.309
YOL075C	4.000	0.308
YNL093W	4.000	0.307
YJL188C	4.000	0.307
YFR008W	4.000	0.307
YOL044W	4.000	0.306
YBR213W	4.000	0.306
YER087W	4.000	0.306
YNL076W	4.000	0.305
YLR138W	4.000	0.304
YGL024W	4.000	0.304
YOR030W	4.000	0.304
YGR271C-A	4.000	0.304
YGL257C	4.000	0.303
YPL261C	4.000	0.303
YBR300C	4.000	0.302
YML099C	4.000	0.300
YGR146C-A	0.000	0.299
YCL038C	4.000	0.239
YBR292C	4.000	0.298
YER067C-A	4.000	0.296
YDR258C	4.000	0.295
YER039C-A	4.000	0.294
YNR006W	4.000	0.293
YOR007C	4.000	0.292
YPL202C	4.000	0.290
YKR058W	4.000	0.290
YBL099W	4.000	0.289
YPL232W	4.000	0.288
YNR056C	4.000	0.287
YCR086W	4.000	0.284
YGR036C	4.000	0.281
YMR100W	4.000	0.281
YLL040C	4.000	0.280
YPL181W	4.000	0.280
YOR018W	4.000	0.279
YMR044W	4.000	0.278
YLR251W	4.000	0.277
YBR125C	4.000	0.276
YBL039C	4.000	0.276
YBR021W	4.000	0.275
YNL135C	4.000	0.275
YDR065W	4.000	0.274
YCL008C	4.000	0.274
YGR157W	4.000	0.274
YOR062C	4.000	0.274
YLR027C	4.000	0.272
YKR057W	4.000	0.272
YCR077C	4.000	0.272
YOL108C	4.000	0.271
YGR243W	4.000	0.270
YAL067W-A	4.000	0.270
YBR215W	4.000	0.270
YOR321W	4.000	0.269
YJL100W	4.000	0.269
YCR026C	4.000	0.269
YHR130C	4.000	0.268
YOR200W	4.000	0.268
YNL070W	4.000	0.266
YGL234W	4.000	0.265
YGR027C	4.000	0.264
YMR284W	4.000	0.264
YHR194W	4.000	0.263
YLR260W	4.000	0.262
YOL138C	4.000	0.262
YLR322W	4.000	0.262
YCL058C	4.000	0.260
YOL014W	4.000	0.259
YMR269W	4.000	0.259
YDR192C	4.000	0.259
YFR043C	4.000	0.254
YER149C	4.000	0.254
YHL014C	4.000	0.253
YDR199W	4.000	0.252
YKL220C	4.000	0.252
YDL044C	4.000	0.252
YBL008W-A	4.000	0.252
YPR171W	4.000	0.251
YDL216C	4.000	0.249
YNL184C	4.000	0.249
YBR218C	4.000	0.248
YIL005W	4.000	0.247
YLR143W	4.000	0.247
YHR123W	4.000	0.245
YOR005C	4.000	0.243
YER158C	4.000	0.243
YPL024W	4.000	0.242
YLR152C	4.000	0.241
YHR030C	4.000	0.241
YDR417C	4.000	0.237
YLR030W	4.000	0.236
YCR059C	4.000	0.236
YLR304C	4.000	0.235
YDL133W	4.000	0.235
YNL159C	4.000	0.234
YBR098W	4.000	0.234
YJL185C	4.000	0.234
YBR058C	4.000	0.230
YDL129W	4.000	0.230
YHR026W	4.000	0.229
YBL038W	4.000	0.229
YDR458C	4.000	0.228
YGL212W	4.000	0.227
YDL090C	4.000	0.225
YDL173W	4.000	0.225
YHR153C	4.000	0.225
YPL180W	4.000	0.223
YHL033C	4.000	0.222
YCR079W	4.000	0.221
YOL153C	4.000	0.221
YPL184C	4.000	0.220
YOR135C	4.000	0.219
YOR275C	4.000	0.218
YIL124W	4.000	0.216
YER020W	4.000	0.216
YMR198W	4.000	0.216
YDL091C	4.000	0.215
YFR010W	4.000	0.215
YHR014W	4.000	0.214
YOR016C	4.000	0.213
YOL050C	4.000	0.212
YNL071W	4.000	0.211
YPR179C	4.000	0.211
YPL179W	4.000	0.210
YPL177C	4.000	0.210
YOL023W	4.000	0.210
YMR143W	4.000	0.209
YGL046W	4.000	0.209
YAL068C	4.000	0.208
YLR337C	4.000	0.207
YLL053C	4.000	0.205
YBL027W	4.000	0.205
YMR273C	4.000	0.205
YPL014W	4.000	0.205
YPR004C	4.000	0.205
YLR441C	4.000	0.204
YOR293W	4.000	0.202
YHR015W	4.000	0.200
YHR159W	4.000	0.199
YOL008W	4.000	0.193
YLR062C	4.000	0.193
YBL005W	4.000	0.190
YGL095C	4.000	0.190
YLR444C	4.000	0.190
YGL045W	4.000	0.186
YLR299W	4.000	0.185
YDR496C	4.000	0.184
YHR077C	4.000	0.183
YDR084C	4.000	0.182
YLR133W	4.000	0.182
YJR087W	4.000	0.182
YDL037C	4.000	0.181
YOR078W	4.000	0.180
YEL028W	4.000	0.178
YLR423C	4.000	0.178
YLR386W	4.000	0.177
YLL024C	4.000	0.176
YDR295C	4.000	0.176
YCR061W	4.000	0.176
YNL037C	4.000	0.170
YDR080W	3.000	0.170
YOL081W	3.000	0.170
YLR295C	4.000	0.169
YKL139W	2.000	0.169
YML001W	4.000	0.169
YDR491C	4.000	0.169
YGR080W	4.000	0.169
YLR447C	4.000	0.168
YOR136W	4.000	0.168
YOR295W	4.000	0.166
YBL032W	4.000	0.161
YBL025W	4.000	0.160
YGR020C	4.000	0.156
YMR154C	4.000	0.156
YCR087C-A	4.000	0.155
YDR317W	4.000	0.154
YCR068W	4.000	0.153
YPL062W	4.000	0.153
YML008C	4.000	0.152
YDL154W	4.000	0.152
YFL023W	4.000	0.152
YGR037C	4.000	0.151
YJL197W	4.000	0.151
YKL076C	2.000	0.150
YMR052C-A	4.000	0.149
YBR019C	4.000	0.148
YGL129C	4.000	0.147
YDR337W	4.000	0.145
YJL003W	4.000	0.144
YDL032W	4.000	0.144
YLR240W	4.000	0.142
YGR160W	4.000	0.142
YDL157C	4.000	0.141
YCR050C	4.000	0.140
YDR298C	4.000	0.140
YOR182C	4.000	0.139
YJL063C	4.000	0.139
YPL061W	4.000	0.138
YJL190C	4.000	0.136
YLL052C	4.000	0.133
YLR025W	4.000	0.133
YCR094W	4.000	0.133
YPR092W	4.000	0.132
YOR052C	4.000	0.131
YLL051C	4.000	0.130
YBL100C	4.000	0.129
YPL133C	4.000	0.129
YHR039C-B	4.000	0.125
YDR237W	4.000	0.125
YCR049C	4.000	0.124
YPL045W	4.000	0.124
YIL071C	4.000	0.124
YHL027W	4.000	0.123
YLR443W	4.000	0.121
YCR087W	4.000	0.118
YER074W	4.000	0.116
YHL013C	4.000	0.113
YBR035C	3.000	0.113
YOR270C	4.000	0.112
YGL173C	4.000	0.111
YMR063W	4.000	0.109
YBR103W	4.000	0.109
YOR008C	4.000	0.109
YCR084C	4.000	0.108
YOR305W	4.000	0.108
YNL091W	4.000	0.108
YOL052C	4.000	0.107
YHL023C	4.000	0.107
YJR059W	4.000	0.107
YBR189W	4.000	0.105
YNL280C	4.000	0.104
YBR235W	4.000	0.099
YOR360C	3.000	0.095
YPL100W	4.000	0.094
YLR417W	4.000	0.094
YPL065W	4.000	0.091
YKL119C	4.000	0.091
YJR102C	4.000	0.090
YKL143W	4.000	0.089
YLL047W	4.000	0.088
YGR155W	4.000	0.087
YPR036W	4.000	0.083
YGL080W	4.000	0.083
YLR362W	4.000	0.083
YDR382W	4.000	0.082
YPR024W	4.000	0.080
YDL160C	4.000	0.078
YJL115W	2.000	0.077
YDL136W	4.000	0.076
YDR138W	3.000	0.074
YBR279W	2.000	0.074
YOL041C	3.000	0.072
YHR060W	4.000	0.072
YDL099W	4.000	0.071
YPL205C	4.000	0.070
YOL060C	4.000	0.069
YBL058W	2.000	0.069
YCR020C-A	4.000	0.066
YBL057C	4.000	0.066
YMR123W	4.000	0.065
YNR052C	4.000	0.063
YMR069W	4.000	0.062
YLR394W	4.000	0.061
YBR007C	4.000	0.061
YLR204W	4.000	0.061
YOR332W	4.000	0.058
YML036W	4.000	0.058
YPL157W	3.000	0.055
YAL022C	4.000	0.054
YOR331C	4.000	0.053
YMR125W	3.000	0.052
YJR026W	3.000	0.051
YBR146W	4.000	0.051
YFR001W	4.000	0.049
YAL062W	4.000	0.049
YPL125W	4.000	0.049
YHL020C	4.000	0.049
YJR025C	4.000	0.048
YOR323C	3.000	0.048
YIL039W	4.000	0.046
YBR127C	4.000	0.046
YER166W	4.000	0.045
YNR010W	4.000	0.045
YER074W-A	4.000	0.045
YDR204W	4.000	0.045
YBR267W	4.000	0.043
YBR131W	4.000	0.043
YNL297C	4.000	0.043
YOR298W	3.000	0.042
YKR041W	1.000	0.042
YEL050C	2.000	0.042
YNL291C	4.000	0.041
YPL161C	3.000	0.041
YEL013W	4.000	0.040
YLR114C	4.000	0.040
YHR025W	2.000	0.039
YPR069C	4.000	0.039
YGR217W	4.000	0.038
YOL051W	4.000	0.036
YPL002C	4.000	0.035
YEL062W	4.000	0.034
YNL296W	4.000	0.034
YHR162W	4.000	0.034
YGL244W	4.000	0.034
YIL125W	4.000	0.034
YCR047C	4.000	0.033
YBR174C	4.000	0.033
YGL096W	4.000	0.030
YFR019W	4.000	0.030
YJL124C	2.000	0.030
YKR073C	4.000	0.029
YOR290C	4.000	0.029
YER163C	4.000	0.029
YMR283C	4.000	0.028
YJL189W	2.000	0.028
YOR154W	2.000	0.027
YOR188W	2.000	0.026
YDL119C	4.000	0.026
YPL183C	4.000	0.025
YCR053W	3.000	0.024
YER052C	4.000	0.024
YLR125W	0.000	0.023
YDR123C	3.000	0.023
YBR036C	4.000	0.023
YCR063W	2.000	0.023
YBR187W	4.000	0.023
YAL021C	0.000	0.021
YBR130C	4.000	0.020
YGR183C	4.000	0.020
YLR382C	1.000	0.020
YKR024C	2.000	0.020
YAL026C	0.000	0.018
YKR093W	4.000	0.018
YOL107W	4.000	0.018
YPL193W	3.000	0.017
YOL143C	3.000	0.017
YCR028C-A	4.000	0.017
YMR188C	0.000	0.016
YDR158W	3.000	0.016
YGL159W	4.000	0.016
YDL116W	1.000	0.015
YEL045C	2.000	0.015
YCR081W	4.000	0.015
YML087C	0.000	0.014
YMR070W	3.000	0.013
YCL044C	3.000	0.013
YPL118W	2.000	0.012
YIL057C	4.000	0.012
YDR408C	2.000	0.012
YMR089C	2.000	0.012
YER086W	4.000	0.012
YOR087W	4.000	0.012
YOL065C	3.000	0.011
YOR036W	3.000	0.011
YIL152W	4.000	0.011
YDR059C	3.000	0.011
YDR069C	4.000	0.011
YDR121W	3.000	0.011
YPL148C	0.000	0.011
YMR092C	3.000	0.011
YGL143C	4.000	0.010
YAL047C	2.000	0.010
YOR184W	3.000	0.009
YMR098C	2.000	0.009
YMR075W	4.000	0.009
YGR208W	1.000	0.009
YOR040W	0.000	0.009
YOR088W	4.000	0.009
YGL240W	3.000	0.009
YER131W	4.000	0.009
YOL086C	2.000	0.008
YIL128W	4.000	0.008
YDL082W	1.000	0.008
YER027C	4.000	0.008
YCR095C	4.000	0.008
YDR074W	4.000	0.008
YOR328W	0.000	0.008
YOR039W	2.000	0.007
YMR064W	1.000	0.006
YIR026C	2.000	0.006
YNL064C	1.000	0.006
YKL080W	4.000	0.006
YGL006W	4.000	0.006
YOR019W	0.000	0.005
YPL059W	0.000	0.005
YDR405W	0.000	0.005
YOL082W	0.000	0.005
YOL085C	0.000	0.005
YOR028C	4.000	0.005
YDR369C	0.000	0.005
YEL007W	1.000	0.005
YNL025C	2.000	0.004
YJR035W	1.000	0.004
YOR134W	2.000	0.004
YMR158W	2.000	0.004
YKL184W	2.000	0.004
YML112W	1.000	0.004
YPL234C	0.000	0.004
YER058W	0.000	0.004
YPR067W	3.000	0.003
YDR296W	2.000	0.003
YHR021C	4.000	0.003
YBL082C	0.000	0.003
YHR094C	2.000	0.003
YEL027W	0.000	0.003
YEL046C	0.000	0.003
YEL051W	0.000	0.003
YDL071C	1.000	0.003
YLR179C	0.000	0.003
YKL061W	2.000	0.003
YDR448W	4.000	0.003
YCR046C	3.000	0.003
YGR285C	0.000	0.003
YHR160C	4.000	0.003
YER044C	0.000	0.003
YLR439W	0.000	0.003
YPR170C	0.000	0.002
YMR082C	0.000	0.002
YLR177W	0.000	0.002
YLR200W	0.000	0.002
YKL044W	0.000	0.002
YDL137W	2.000	0.002
YPR099C	0.000	0.002
YDL192W	0.000	0.002
YIR021W	0.000	0.002
YMR072W	1.000	0.002
YMR077C	1.000	0.002
YBR233W-A	0.000	0.002
YKL183C-A	0.000	0.002
YDR300C	0.000	0.002
YDL185W	0.000	0.002
YPR047W	1.000	0.002
YPR100W	0.000	0.002
YGL085W	4.000	0.002
YBR012C	0.000	0.002
YJR144W	0.000	0.002
YER155C	0.000	0.002
YBR097W	0.000	0.002
YDL039C	0.000	0.002
YDR034C-A	0.000	0.002
YDR320C-A	0.000	0.002
YJR104C	0.000	0.002
YJR113C	0.000	0.002
YOR125C	0.000	0.002
YNL073W	0.000	0.002
YJL096W	0.000	0.002
YGR105W	0.000	0.002
YEL020W-A	0.000	0.002
YBL062W	0.000	0.002
YOR150W	0.000	0.001
YOR187W	0.000	0.001
YDR377W	0.000	0.001
YNL243W	0.000	0.001
YJL102W	0.000	0.001
YER014C-A	0.000	0.001
YLR369W	0.000	0.001
YCR024C-B	0.000	0.001
YJL133C-A	0.000	0.001
YJL205C	4.000	0.001
YKL138C-A	0.000	0.001
YKL194C	0.000	0.001
YBL093C	0.000	0.001
YFL016C	0.000	0.001
YDL045W-A	0.000	0.001
