orf	hap a/hap alpha/hom | growth (general) | standard | YPD | Sliwa P~Korona R, 2005
YGR035C	0.010999999999999899
YHL014C	0.010000000000000009
YIL001W	0.01200000000000001
YIL006W	0.004999999999999893
YIL041W	0.0129999999999999
YIL077C	0.010000000000000009
YIL087C	0.010999999999999899
YJL150W	0.008999999999999897
YJL215C	0.006999999999999895
YLR104W	0.008000000000000007
YLR207W	0.01200000000000001
YNL027W	0.014999999999999902
