orf	hap a/hap alpha/hom | growth (general) | standard | YPD | Sliwa P~Korona R, 2005
YGR035C	20.25810741061493
YHL014C	18.416461282377394
YIL001W	22.099753538852873
YIL006W	9.208230641188493
YIL041W	23.94139966709041
YIL077C	18.416461282377394
YIL087C	20.25810741061493
YJL150W	16.57481515413945
YJL215C	12.89152289766397
YLR104W	14.733169025901915
YLR207W	22.099753538852873
YNL027W	27.624691923565887
