orf	hap alpha | growth (culture turbidity) | sulfanilamide [0.1 mg/ml], time [77 h] | Botet J~Santos MA, 2007	hap alpha | growth (culture turbidity) | sulfanilamide [0.1 mg/ml], time [120 h] | Botet J~Santos MA, 2007
YAL002W	0.2134273982369704	-0.24544323746739657
YAL004W	0.5619376134686876	0.2279035793604367
YAL005C	0.8921735374039852	1.1503617011620586
YAL007C	-0.6797065727457019	0.5419225261963295
YAL008W	0.2940526496287754	0.12114492723932166
YAL009W	-0.9101914848860283	-0.052911221214489566
YAL010C	0.9766088588647144	1.7815061396818184
YAL011W	-0.11001141191757528	0.2678631021415455
YAL012W	-0.606681350829207	-1.2629653447591263
YAL013W	-3.681469480673617	-1.9743904840971866
YAL014C	0.01404619421239816	0.08773479933938809
YAL015C	0.4931275378134514	-0.23791851902160763
YAL016W	-0.3262931015216196	-1.1400976111459526
YAL017W	0.46500147818130383	0.531855256566828
YAL018C	0.7748769016450253	0.6197731213841218
YAL019W	-0.19085018586563915	-0.11996382466308661
YAL020C	0.5707792178481341	0.4578173242422049
YAL021C	-1.254502733211736	0.09352271371642681
YAL022C	0.6848031676601025	0.1765645325589767
YAL023C	0.24776316401569726	0.4868802043682372
YAL024C	0.02166055515187194	0.6859156555928767
YAL026C	-0.9871335226990149	-0.2732537083924598
YAL027W	0.6119841430854491	0.21591077802761466
YAL028W	0.44192476922880014	0.5322237317950977
YAL029C	0.5729955133459146	0.790971288723094
YAL030W	0.5147085422390711	0.5178542124169006
YAL031C	1.157718257211906	1.6890562202590016
YAL034C	1.2876122929117346	1.3962981420867577
YAL035W	-2.8511257140216895	-2.6540506561553987
YAL036C	0.1273552226778615	-0.11825633278618806
YAL037W	-0.11157852205972434	-0.35669931133761434
YAL039C	-0.1122494892909999	0.05957502936556044
YAL040C	0.4469193118259933	0.612542057852411
YAL042C-A	-0.07436826308728567	0.3450076095652392
YAL042W	0.6243217831300371	0.5462835632556637
YAL044C	0.3259740596031659	0.34128525511412455
YAL045C	0.2216945403232285	0.14709600561803232
YAL046C	-0.02492762365958848	0.27407479306821164
YAL047C	-2.1831860310530122	-0.00763160773225745
YAL048C	0.5914066359841413	1.2255354367528681
YAL049C	0.4828650478277602	0.40121890184765324
YAL051W	0.5693756627134587	0.5378346045892005
YAL053W	0.4402507920206437	0.608297708919865
YAL054C	0.22729064349996334	0.004477216968384957
YAL055W	0.5445388199555674	0.48120124051453517
YAL056C-A	0.028788869388081038	-0.11932833076297851
YAL056W	0.708050062218652	0.3164912465765841
YAL058W	0.4701732042578762	-0.09701483046514846
YAL059W	0.13944238231047087	-0.1434199938425967
YAL060W	-0.05105466233413556	-0.22870179576799424
YAL061W	0.06995477994797734	-0.12741694452937066
YAL062W	-0.13402608498979884	-0.39152104297937435
YAL064C-A	-0.6462403360802309	-0.9132790618072754
YAL065C	0.7472353934070429	0.6773955553885914
YAL066W	-0.013073180147137011	0.24284579170413242
YAL067C	-0.5304562400415519	-0.12126830565727094
YAL068C	1.0330328080222726	0.7172660819235953
YAR002C-A	1.1475420439897943	
YAR002W	-0.6568352643039842	-0.2824749979084676
YAR003W	-1.9976877717816093	-0.07084999403195008
YAR014C	-0.1708865702053263	0.25763364235006375
YAR015W	0.12544156568339568	0.03081717258359988
YAR018C	0.5395229515553891	0.7971741886137443
YAR020C	0.24323831569706855	0.5529653409801976
YAR023C	-0.14169401556120279	0.1700638485250286
YAR027W	-0.7895834826368827	-0.4090599080613339
YAR028W	-0.580857157307766	-0.5174029124197514
YAR029W	-0.34151633394733705	0.004683565511768329
YAR030C	0.04954129750162185	0.3380912244828602
YAR031W	0.0416006759910174	0.25111531344692384
YAR035W	0.16718507418338627	0.5060893383588222
YAR042W	0.04588294711014703	-0.0029679235690558644
YAR047C	-0.2149148462605788	-0.10537512446151734
YAR050W	0.15142139057161877	-0.10334735060384488
YBL001C	-0.3376314592049524	0.6056700566698886
YBL002W	-0.37307399777177574	0.1355137566007218
