orf	hap alpha | growth (colony size) | Ni(S-tcitr)2 [50-150 uM] | YPD | Baruffini E~Lodi T, 2020
YBR232C	0.021555735997362366
YBR233W	0.021555735997362366
YBR235W	0.021555735997362366
YBR238C	0.021555735997362366
YBR239C	0.021555735997362366
YBR240C	0.021555735997362366
YBR241C	0.021555735997362366
YBR242W	0.021555735997362366
YBR244W	0.021555735997362366
YBR245C	0.021555735997362366
YBR246W	0.021555735997362366
YBR248C	0.021555735997362366
YBR249C	0.021555735997362366
YBR250W	0.021555735997362366
YBR251W	0.021555735997362366
YBR255W	0.021555735997362366
YBR258C	0.021555735997362366
YBR259W	0.021555735997362366
YBR260C	0.021555735997362366
YBR261C	0.021555735997362366
YBR262C	0.021555735997362366
YBR263W	0.021555735997362366
YBR264C	0.021555735997362366
YBR266C	0.021555735997362366
YBR267W	2.1555735997362695
YBR268W	0.021555735997362366
YBR269C	0.021555735997362366
YBR270C	0.021555735997362366
YBR271W	0.021555735997362366
YBR272C	0.021555735997362366
YBR273C	0.021555735997362366
YBR274W	0.021555735997362366
YBR275C	0.021555735997362366
YBR276C	0.021555735997362366
YBR277C	0.021555735997362366
YBR278W	0.021555735997362366
YBR279W	0.021555735997362366
YBR280C	0.021555735997362366
YBR281C	0.021555735997362366
YBR282W	0.021555735997362366
YBR283C	0.021555735997362366
YBR284W	0.021555735997362366
YBR285W	0.021555735997362366
YBR286W	0.021555735997362366
YBR287W	0.021555735997362366
YBR288C	2.1555735997362695
YBR289W	0.021555735997362366
YBR290W	0.021555735997362366
YBR291C	2.1555735997362695
YBR292C	0.021555735997362366
YBR293W	0.021555735997362366
YBR294W	0.021555735997362366
YBR295W	0.021555735997362366
YBR296C	0.021555735997362366
YBR297W	0.021555735997362366
YBR298C	0.021555735997362366
YBR299W	0.021555735997362366
YBR300C	0.021555735997362366
YBR301W	0.021555735997362366
YCL001W	0.021555735997362366
YCL001W-A	0.021555735997362366
YCL002C	0.021555735997362366
YCL004W	0.021555735997362366
YCL005W	0.021555735997362366
YCL007C	0.021555735997362366
YCL008C	-4.246479991480452
YCL009C	0.021555735997362366
YCL010C	0.021555735997362366
YCL011C	0.021555735997362366
YCL014W	0.021555735997362366
YCL016C	0.021555735997362366
YCL022C	0.021555735997362366
YCL023C	0.021555735997362366
YCL024W	0.021555735997362366
YCL025C	0.021555735997362366
YCL026C-A	0.021555735997362366
YCL027W	0.021555735997362366
YCL028W	0.021555735997362366
YCL029C	0.021555735997362366
YCL030C	0.021555735997362366
YCL032W	0.021555735997362366
YCL033C	0.021555735997362366
YCL034W	0.021555735997362366
YCL035C	0.021555735997362366
YCL036W	0.021555735997362366
YCL037C	0.021555735997362366
YCL038C	0.021555735997362366
YCL039W	0.021555735997362366
YCL040W	0.021555735997362366
YCL042W	0.021555735997362366
YCL044C	0.021555735997362366
YCL045C	0.021555735997362366
YCL046W	0.021555735997362366
YCL047C	0.021555735997362366
YCL048W	0.021555735997362366
YCL049C	0.021555735997362366
YCL050C	0.021555735997362366
YCL051W	0.021555735997362366
YCL055W	0.021555735997362366
YCL056C	0.021555735997362366
YCL057W	0.021555735997362366
YCL058C	-4.246479991480452
YCL061C	0.021555735997362366
YCL063W	0.021555735997362366
YCL064C	0.021555735997362366
YCL069W	0.021555735997362366
YCL076W	0.021555735997362366
YCR001W	0.021555735997362366
YCR002C	0.021555735997362366
YCR003W	0.021555735997362366
YCR004C	0.021555735997362366
YCR005C	0.021555735997362366
YCR006C	0.021555735997362366
YCR007C	0.021555735997362366
YCR008W	0.021555735997362366
YCR009C	0.021555735997362366
YCR010C	0.021555735997362366
YCR011C	0.021555735997362366
YCR014C	0.021555735997362366
YCR015C	0.021555735997362366
YCR016W	0.021555735997362366
YCR017C	0.021555735997362366
YCR019W	0.021555735997362366
YCR020C	0.021555735997362366
YCR020C-A	0.021555735997362366
YCR020W-B	0.021555735997362366
YCR021C	0.021555735997362366
YCR022C	0.021555735997362366
YCR023C	0.021555735997362366
YCR024C	0.021555735997362366
YCR024C-A	0.021555735997362366
YCR025C	0.021555735997362366
YCR026C	0.021555735997362366
YCR027C	0.021555735997362366
YCR028C	-6.380497855219359
YCR028C-A	-4.246479991480452
YCR030C	0.021555735997362366
YCR031C	0.021555735997362366
YCR032W	0.021555735997362366
YCR033W	-2.1124621277415447
YCR034W	0.021555735997362366
YCR036W	0.021555735997362366
YCR037C	0.021555735997362366
YCR043C	0.021555735997362366
YCR044C	0.021555735997362366
YCR045C	0.021555735997362366
YCR046C	0.021555735997362366
YCR047C	0.021555735997362366
YCR048W	0.021555735997362366
YCR049C	0.021555735997362366
YCR050C	0.021555735997362366
YCR051W	2.1555735997362695
YCR053W	-6.380497855219359
YCR059C	0.021555735997362366
YCR060W	0.021555735997362366
YCR061W	0.021555735997362366
YCR063W	0.021555735997362366
YCR065W	0.021555735997362366
YCR066W	0.021555735997362366
YCR067C	0.021555735997362366
YCR068W	2.1555735997362695
YCR069W	0.021555735997362366
YCR071C	0.021555735997362366
YCR073C	0.021555735997362366
YCR073W-A	0.021555735997362366
YCR075C	0.021555735997362366
YCR076C	0.021555735997362366
YCR077C	-2.1124621277415447
YCR079W	0.021555735997362366
YCR081W	-2.1124621277415447
YCR082W	0.021555735997362366
YCR083W	0.021555735997362366
YCR084C	0.021555735997362366
YCR085W	0.021555735997362366
YCR086W	0.021555735997362366
YCR087C-A	2.1555735997362695
YCR087W	0.021555735997362366
YCR088W	0.021555735997362366
YCR089W	0.021555735997362366
YCR090C	0.021555735997362366
YCR091W	0.021555735997362366
YCR092C	0.021555735997362366
YCR095C	-2.1124621277415447
YCR098C	0.021555735997362366
YCR099C	0.021555735997362366
YCR100C	0.021555735997362366
YCR101C	0.021555735997362366
YCR102C	0.021555735997362366
YCR102W-A	0.021555735997362366
YCR105W	0.021555735997362366
YCR106W	0.021555735997362366
YCR107W	0.021555735997362366
YDL001W	0.021555735997362366
YDL002C	0.021555735997362366
YDL005C	-4.246479991480452
YDL006W	-4.246479991480452
YDL009C	0.021555735997362366
YDL010W	0.021555735997362366
YDL011C	0.021555735997362366
YDL012C	0.021555735997362366
YDL013W	0.021555735997362366
YDL018C	0.021555735997362366
YDL019C	0.021555735997362366
YDL020C	0.021555735997362366
YDL021W	0.021555735997362366
YDL022W	0.021555735997362366
YDL023C	0.021555735997362366
YDL024C	0.021555735997362366
YDL025C	0.021555735997362366
YDL026W	0.021555735997362366
YDL027C	0.021555735997362366
YDL032W	0.021555735997362366
YDL033C	0.021555735997362366
YDL034W	0.021555735997362366
YDL035C	0.021555735997362366
YDL036C	0.021555735997362366
YDL037C	0.021555735997362366
YDL039C	0.021555735997362366
YDL040C	0.021555735997362366
YDL041W	0.021555735997362366
YDL042C	0.021555735997362366
YDL044C	0.021555735997362366
YDL045W-A	0.021555735997362366
YDL046W	0.021555735997362366
YDL047W	-4.246479991480452
YDL048C	0.021555735997362366
YDL049C	0.021555735997362366
YDL050C	0.021555735997362366
YDL051W	0.021555735997362366
YDL052C	0.021555735997362366
YDL053C	0.021555735997362366
YDL054C	0.021555735997362366
YDL056W	0.021555735997362366
YDL057W	0.021555735997362366
YDL059C	0.021555735997362366
YDL062W	0.021555735997362366
YDL063C	0.021555735997362366
YDL065C	0.021555735997362366
YDL066W	0.021555735997362366
YDL067C	0.021555735997362366
YDL068W	0.021555735997362366
YDL069C	0.021555735997362366
YDL070W	0.021555735997362366
YDL071C	0.021555735997362366
YDL072C	0.021555735997362366
YDL073W	0.021555735997362366
YDL074C	0.021555735997362366
YDL075W	0.021555735997362366
YDL076C	0.021555735997362366
YDL077C	0.021555735997362366
YDL078C	0.021555735997362366
YDL079C	0.021555735997362366
YDL080C	0.021555735997362366
YDL081C	0.021555735997362366
YDL082W	0.021555735997362366
YDL083C	0.021555735997362366
YDL085W	0.021555735997362366
YDL086W	0.021555735997362366
YDL088C	0.021555735997362366
YDL089W	0.021555735997362366
YDL090C	-4.246479991480452
YDL091C	0.021555735997362366
YDL093W	0.021555735997362366
YDL094C	0.021555735997362366
YDL095W	0.021555735997362366
YDL096C	0.021555735997362366
YDL099W	0.021555735997362366
YDL100C	0.021555735997362366
YDL101C	0.021555735997362366
YDL104C	0.021555735997362366
YDL106C	0.021555735997362366
YDL107W	0.021555735997362366
YDL109C	0.021555735997362366
YDL110C	0.021555735997362366
YDL112W	0.021555735997362366
YDL113C	0.021555735997362366
YDL114W	0.021555735997362366
YDL115C	0.021555735997362366
YDL116W	0.021555735997362366
YDL117W	0.021555735997362366
YDL118W	0.021555735997362366
YDL119C	0.021555735997362366
YDL121C	0.021555735997362366
YDL122W	0.021555735997362366
YDL123W	0.021555735997362366
YDL124W	0.021555735997362366
YDL125C	0.021555735997362366
YDL127W	0.021555735997362366
YDL128W	0.021555735997362366
YDL129W	0.021555735997362366
YDL130W	0.021555735997362366
YDL130W-A	0.021555735997362366
YDL131W	0.021555735997362366
YDL133C-A	0.021555735997362366
YDL133W	0.021555735997362366
YDL134C	0.021555735997362366
YDL135C	0.021555735997362366
YDL136W	0.021555735997362366
YDL137W	0.021555735997362366
YDL138W	0.021555735997362366
YDL142C	0.021555735997362366
YDL144C	0.021555735997362366
YDL146W	0.021555735997362366
YDL149W	0.021555735997362366
YDL151C	0.021555735997362366
YDL154W	0.021555735997362366
YDL155W	0.021555735997362366
YDL156W	0.021555735997362366
YDL157C	0.021555735997362366
YDL158C	0.021555735997362366
YDL159W	2.1555735997362695
YDL160C	-4.246479991480452
YDL161W	0.021555735997362366
YDL162C	0.021555735997362366
YDL167C	2.1555735997362695
YDL168W	0.021555735997362366
YDL169C	0.021555735997362366
YDL170W	0.021555735997362366
YDL171C	0.021555735997362366
YDL172C	0.021555735997362366
YDL173W	0.021555735997362366
YDL174C	0.021555735997362366
YDL175C	0.021555735997362366
YDL176W	0.021555735997362366
YDL177C	0.021555735997362366
YDL178W	0.021555735997362366
YDL179W	0.021555735997362366
YDL180W	0.021555735997362366
YDL181W	0.021555735997362366
YDL182W	0.021555735997362366
YDL183C	0.021555735997362366
YDL184C	0.021555735997362366
YDL185W	0.021555735997362366
YDL186W	0.021555735997362366
YDL187C	0.021555735997362366
YDL188C	0.021555735997362366
YDL189W	0.021555735997362366
YDL190C	-2.1124621277415447
YDL191W	0.021555735997362366
YDL192W	0.021555735997362366
YDL194W	0.021555735997362366
YDL197C	0.021555735997362366
YDL198C	2.1555735997362695
YDL199C	0.021555735997362366
YDL200C	0.021555735997362366
YDL201W	0.021555735997362366
YDL202W	0.021555735997362366
YDL203C	0.021555735997362366
YDL204W	2.1555735997362695
YDL206W	0.021555735997362366
YDL210W	0.021555735997362366
YDL211C	0.021555735997362366
YDL213C	0.021555735997362366
YDL214C	0.021555735997362366
YDL215C	0.021555735997362366
YDL216C	0.021555735997362366
YDL218W	0.021555735997362366
YDL219W	0.021555735997362366
YDL222C	0.021555735997362366
YDL223C	0.021555735997362366
YDL224C	0.021555735997362366
YDL225W	0.021555735997362366
YDL226C	0.021555735997362366
YDL227C	0.021555735997362366
YDL229W	0.021555735997362366
YDL230W	0.021555735997362366
YDL231C	0.021555735997362366
YDL232W	0.021555735997362366
YDL233W	0.021555735997362366
YDL234C	0.021555735997362366
YDL236W	0.021555735997362366
YDL237W	0.021555735997362366
YDL238C	0.021555735997362366
YDL239C	0.021555735997362366
YDL240W	0.021555735997362366
YDL241W	0.021555735997362366
YDL242W	0.021555735997362366
YDL243C	0.021555735997362366
YDR001C	0.021555735997362366
YDR003W	0.021555735997362366
YDR004W	0.021555735997362366
YDR005C	0.021555735997362366
YDR006C	0.021555735997362366
YDR008C	0.021555735997362366
YDR009W	0.021555735997362366
YDR010C	0.021555735997362366
YDR011W	0.021555735997362366
YDR014W	0.021555735997362366
YDR015C	0.021555735997362366
YDR017C	2.1555735997362695
YDR018C	0.021555735997362366
YDR019C	0.021555735997362366
YDR020C	0.021555735997362366
YDR022C	0.021555735997362366
YDR024W	0.021555735997362366
YDR025W	2.1555735997362695
YDR026C	2.1555735997362695
YDR027C	-2.1124621277415447
YDR028C	-4.246479991480452
YDR029W	0.021555735997362366
YDR030C	0.021555735997362366
YDR031W	0.021555735997362366
YDR032C	0.021555735997362366
YDR033W	0.021555735997362366
YDR034C	0.021555735997362366
YDR035W	0.021555735997362366
YDR036C	0.021555735997362366
YDR042C	0.021555735997362366
YDR043C	2.1555735997362695
YDR046C	0.021555735997362366
YDR048C	0.021555735997362366
YDR049W	0.021555735997362366
YDR051C	0.021555735997362366
YDR055W	0.021555735997362366
YDR056C	0.021555735997362366
YDR057W	0.021555735997362366
YDR058C	0.021555735997362366
YDR059C	0.021555735997362366
YDR061W	0.021555735997362366
YDR063W	0.021555735997362366
YDR065W	0.021555735997362366
YDR066C	0.021555735997362366
YDR067C	0.021555735997362366
YDR068W	0.021555735997362366
YDR069C	0.021555735997362366
YDR070C	0.021555735997362366
YDR071C	0.021555735997362366
YDR072C	0.021555735997362366
YDR073W	0.021555735997362366
YDR074W	0.021555735997362366
YDR075W	0.021555735997362366
YDR076W	0.021555735997362366
YDR077W	0.021555735997362366
YDR078C	0.021555735997362366
YDR079W	0.021555735997362366
YDR080W	0.021555735997362366
YDR083W	2.1555735997362695
YDR084C	0.021555735997362366
YDR085C	0.021555735997362366
YDR089W	0.021555735997362366
YDR090C	0.021555735997362366
YDR092W	0.021555735997362366
YDR093W	0.021555735997362366
YDR094W	0.021555735997362366
YDR095C	0.021555735997362366
YDR096W	0.021555735997362366
YDR097C	0.021555735997362366
YDR098C	0.021555735997362366
YDR099W	0.021555735997362366
YDR100W	0.021555735997362366
YDR101C	0.021555735997362366
YDR102C	0.021555735997362366
YDR103W	0.021555735997362366
YDR104C	0.021555735997362366
YDR105C	0.021555735997362366
YDR107C	0.021555735997362366
YDR108W	0.021555735997362366
YDR109C	0.021555735997362366
YDR110W	0.021555735997362366
YDR111C	0.021555735997362366
YDR112W	0.021555735997362366
YDR114C	0.021555735997362366
YDR115W	-2.1124621277415447
YDR116C	0.021555735997362366
YDR117C	0.021555735997362366
YDR119W	0.021555735997362366
YDR120C	0.021555735997362366
YDR121W	0.021555735997362366
YDR122W	0.021555735997362366
YDR123C	0.021555735997362366
YDR124W	0.021555735997362366
YDR125C	0.021555735997362366
YDR126W	-6.380497855219359
YDR127W	-6.380497855219359
YDR128W	0.021555735997362366
YDR129C	0.021555735997362366
YDR130C	0.021555735997362366
YDR131C	0.021555735997362366
YDR132C	0.021555735997362366
YDR133C	0.021555735997362366
YDR135C	0.021555735997362366
YDR136C	0.021555735997362366
YDR137W	0.021555735997362366
YDR139C	0.021555735997362366
YDR140W	0.021555735997362366
YDR142C	0.021555735997362366
YDR143C	0.021555735997362366
YDR144C	0.021555735997362366
YDR146C	0.021555735997362366
YDR147W	0.021555735997362366
YDR148C	0.021555735997362366
YDR149C	0.021555735997362366
YDR150W	0.021555735997362366
YDR151C	0.021555735997362366
YDR152W	0.021555735997362366
YDR153C	0.021555735997362366
YDR154C	0.021555735997362366
YDR155C	0.021555735997362366
YDR156W	0.021555735997362366
YDR157W	0.021555735997362366
YDR158W	-6.380497855219359
YDR159W	-4.246479991480452
YDR161W	0.021555735997362366
YDR162C	-2.1124621277415447
YDR163W	0.021555735997362366
YDR165W	0.021555735997362366
YDR169C	0.021555735997362366
YDR171W	0.021555735997362366
YDR173C	0.021555735997362366
YDR174W	0.021555735997362366
YDR175C	0.021555735997362366
YDR176W	0.021555735997362366
YDR178W	0.021555735997362366
YDR179C	0.021555735997362366
YDR179W-A	0.021555735997362366
YDR181C	0.021555735997362366
YDR183W	0.021555735997362366
YDR184C	0.021555735997362366
YDR185C	0.021555735997362366
YDR186C	0.021555735997362366
YDR191W	0.021555735997362366
YDR192C	0.021555735997362366
YDR193W	0.021555735997362366
YDR194C	0.021555735997362366
YDR195W	-6.380497855219359
YDR197W	0.021555735997362366
YDR198C	0.021555735997362366
YDR199W	0.021555735997362366
YDR200C	0.021555735997362366
YDR202C	0.021555735997362366
YDR203W	0.021555735997362366
YDR204W	0.021555735997362366
YDR205W	0.021555735997362366
YDR206W	0.021555735997362366
YDR207C	-6.380497855219359
YDR209C	0.021555735997362366
YDR210W	0.021555735997362366
YDR213W	0.021555735997362366
YDR214W	0.021555735997362366
YDR215C	0.021555735997362366
YDR216W	0.021555735997362366
YDR217C	0.021555735997362366
YDR218C	0.021555735997362366
YDR219C	0.021555735997362366
YDR220C	0.021555735997362366
YDR221W	0.021555735997362366
YDR222W	0.021555735997362366
YDR223W	0.021555735997362366
YDR225W	0.021555735997362366
YDR226W	-4.246479991480452
YDR227W	0.021555735997362366
YDR229W	0.021555735997362366
YDR230W	0.021555735997362366
YDR231C	0.021555735997362366
YDR233C	0.021555735997362366
YDR234W	0.021555735997362366
YDR237W	0.021555735997362366
YDR239C	0.021555735997362366
YDR241W	0.021555735997362366
YDR242W	0.021555735997362366
YDR244W	-2.1124621277415447
YDR245W	0.021555735997362366
YDR247W	0.021555735997362366
YDR248C	0.021555735997362366
YDR249C	0.021555735997362366
YDR250C	0.021555735997362366
YDR251W	0.021555735997362366
YDR252W	0.021555735997362366
YDR253C	0.021555735997362366
YDR254W	0.021555735997362366
YDR255C	0.021555735997362366
YDR256C	0.021555735997362366
YDR257C	0.021555735997362366
