orf	hap a (post-SGA) | expression of ttLCC1 (ABTS overlay assay) | standard | YPD + Cu(II)S | Strawn G~Mayor T, 2024
YAR042W	-0.3665288480552185
YAR047C	-0.49383253455689813
YAR050W	-0.29226921842277076
YBL001C	-0.22016692579441927
YBL002W	-0.07093918317626016
YBL003C	2.3165457428022855
YBL005W	1.0013491014563742
YBL006C	0.09142349608600209
YBL007C	0.8366769878253758
YBL008W	0.10029497157670964
YBL009W	1.0110695811745705
YBL010C	0.6298305012143667
YBL011W	0.8650136635736763
YBL012C	0.14061442030949783
YBL013W	-1.1577419044614414
YBL015W	0.8725314111732614
YBL016W	
YBL017C	2.893693321828669
YBL019W	0.8480950800567625
YBL021C	0.6698504446775628
YBL022C	-2.2609234203649122
YBL024W	0.29545939127525284
YBL025W	-0.5155240990604261
YBL027W	-0.0039135181466583525
YBL028C	0.09662050578374563
YBL029W	0.7292015646381943
YBL031W	0.31050555362073057
YBL032W	0.5618960562177193
YBL033C	
YBL036C	-0.5490822139603505
YBL037W	1.5805415132194585
YBL038W	-1.0650083921574491
YBL039C	-1.009828103977401
YBL042C	-0.9493510143905375
YBL043W	0.05316003935717542
YBL044W	-0.05564661151277424
YBL045C	-2.4500046049211357
YBL046W	-0.34220056489786954
YBL047C	1.7389400616797914
YBL048W	-0.21051544744722084
YBL049W	-0.07017398514512724
YBL051C	-1.6547772816458017
YBL052C	0.5851526040144167
YBL053W	-0.19095978594946122
YBL054W	0.0409124046803088
YBL055C	0.6655949706233104
YBL056W	0.7016742737954365
YBL057C	-0.4015553965933399
YBL058W	-1.7419565464248135
YBL059W	0.4913793006373987
YBL060W	0.17188980838934065
YBL061C	-0.18005539902003007
YBL062W	-0.08378617920263809
YBL063W	1.0329470630697084
YBL064C	0.6762479546232564
YBL065W	0.2578569202934592
YBL066C	0.18970937938457028
YBL067C	-1.8063011356469632
YBL068W	-0.007877474384483
YBL069W	0.0499597088949344
YBL070C	-0.11961344095173504
YBL071C	-0.5101941937185865
YBL072C	-1.6400487954114198
YBL075C	0.15949949945376266
YBL078C	0.07109231835362825
YBL079W	-0.41533201746277465
YBL080C	-1.845340822570373
YBL081W	0.3743581650253054
YBL082C	-1.7539860604441613
YBL083C	-3.0569513468839817
YBL085W	-0.39788977562295147
YBL086C	-0.23292567441127168
YBL087C	-1.6950727474939955
YBL088C	0.0243259357645783
YBL089W	-0.20155839596172848
YBL090W	-1.6150100322427434
YBL091C	-0.5985055358555166
YBL091C-A	1.2998929842174396
YBL093C	-0.8659629763782368
YBL094C	0.7485888338431511
YBL095W	-0.274677108393797
YBL096C	0.27799951205951545
YBL098W	0.45799581848333565
YBL099W	-2.021033900590848
YBL100C	
YBL101C	-0.23112796048455816
YBL102W	-0.004066134909351833
YBL103C	1.6426994751661645
YBL104C	-0.561129781557143
YBL106C	0.23337219309512416
YBL107C	1.7518155072124226
YBR001C	0.5302386588686407
YBR003W	-3.3960525733931752
YBR005W	0.6609132635175238
YBR006W	0.5484055729843
YBR007C	-0.04539757423365679
YBR008C	0.2595803802360527
YBR009C	0.3303516594542351
YBR010W	0.8312712303400147
YBR012C	0.029913047151252734
YBR013C	0.6599452452892047
YBR014C	1.4076049119509135
YBR015C	-1.0028487273784779
YBR016W	0.45962766583679937
YBR018C	0.402363027062859
YBR019C	-0.4977721818885945
YBR020W	0.6369539002773584
YBR021W	-0.287222404074973
YBR022W	0.774367805404476
YBR023C	1.0600158786532756
YBR024W	-0.10526286646062037
YBR025C	0.48155855225279326
YBR026C	-0.5511998714160901
YBR027C	0.4816336009150111
YBR028C	0.5374381952477828
YBR030W	-0.16648928585200168
YBR031W	-0.2853549142751365
YBR032W	-4.873983620335162
YBR033W	1.6363090579387114
YBR034C	0.73082684586035
YBR035C	-0.8298501179329059
YBR036C	0.7986057585993912
YBR037C	1.046027795978477
YBR039W	
YBR040W	0.5308257162039568
YBR041W	0.8753562719188199
YBR042C	0.0233348500104047
YBR043C	0.07830956831886215
YBR044C	-1.340297698456686
YBR045C	0.10654688756193019
YBR046C	0.26360343913307427
YBR047W	0.35307804100547185
YBR048W	0.41013561863661424
YBR050C	0.2973559267584447
YBR051W	0.27438677919021276
YBR052C	0.17575630303085837
YBR053C	-0.4443522637643638
YBR054W	0.1925081207967909
YBR056W	0.5908253989566317
YBR057C	-0.060544031409171986
YBR058C	-0.7727827222016993
YBR059C	0.6751951093977514
YBR061C	1.0046548330804452
YBR062C	0.5433515757729854
YBR063C	0.4475248509876979
YBR064W	-0.37121861385578814
YBR065C	-0.016082266476225147
YBR066C	-0.08533251523336809
YBR067C	-0.16618434853898414
YBR068C	0.2772011701878499
YBR069C	0.9365608436349976
YBR071W	-0.34263183775245076
YBR072W	-0.4315875755324036
YBR073W	-0.5550383746044613
YBR074W	0.33617074446037054
YBR076W	-0.029750514314345347
YBR077C	-2.4863119611369657
YBR078W	0.9315946906964914
YBR081C	-0.20709035607646853
YBR082C	0.6777696423615294
YBR083W	-0.2593968612253816
YBR084C-A	-0.1707899815348755
YBR084W	-1.5593017885786848
YBR085W	1.4790400485952642
YBR089C-A	0.2791105376940835
YBR090C	-0.616712957208893
YBR092C	-1.0617526465164218
YBR093C	0.31215568443854524
YBR094W	-0.45075820005215617
YBR095C	-0.13345475167121715
YBR097W	-2.581768008864388
YBR098W	0.5431680290334528
YBR099C	-0.19128410931432868
YBR101C	
YBR103W	-0.453861944523171
YBR104W	-1.248190480341697
YBR105C	-1.6062074301969096
YBR106W	2.478551038307436
YBR107C	0.9828666280898379
YBR108W	0.4702018899938728
YBR111C	-1.1156881751478869
YBR112C	
YBR113W	0.6468785355370276
YBR114W	0.665954752181669
YBR115C	0.26879063179636203
YBR116C	0.5081773131180465
YBR119W	0.788047717616013
YBR120C	-3.6066277779127356
YBR121C	-2.9128400062830893
YBR122C	-2.708898215802683
YBR125C	0.5406583792716425
YBR126C	-0.4947156020172189
YBR127C	-0.10439851466340905
YBR128C	-0.6670402835292585
YBR129C	-0.13465971485701775
YBR130C	0.42273161193435665
YBR131W	-0.8765434269582614
YBR132C	0.9327137015473325
YBR133C	-2.7417673269121594
YBR134W	0.39613943130266055
YBR137W	1.026198621997526
YBR138C	0.4040294241581437
YBR139W	0.3924777594478448
YBR141C	1.1446267118413935
YBR144C	0.8861192897359051
YBR145W	0.6577196731246228
YBR146W	0.3169537703885212
YBR147W	0.9253080310401487
YBR148W	0.2317571351331292
YBR149W	0.34245390775964807
YBR150C	1.586607261770207
YBR151W	0.3954988075309531
YBR156C	0.9420748571429316
YBR157C	0.2004390051456186
YBR158W	0.544720994590552
YBR159W	0.5895164013765531
YBR161W	-0.706658266610986
YBR162C	0.45398521728524655
YBR162W-A	-0.8433456636644252
YBR163W	
YBR164C	-0.3189473689994564
YBR165W	0.6663358121087287
YBR166C	-0.4036723936022664
YBR168W	-0.44578163401178145
YBR169C	-0.1668297321644331
YBR170C	-0.08448310062158017
YBR171W	0.6576322581980321
YBR172C	-1.5916686631689083
YBR173C	-0.6331827066833411
YBR174C	-0.16327133555119774
YBR175W	-0.5462692393637786
YBR176W	1.7444066215726857
YBR177C	1.1307470416061185
YBR178W	0.44498926208281886
YBR179C	-1.6757751265406877
YBR180W	0.8894530030890249
YBR181C	1.0398360093203478
YBR182C	0.8300187198604351
YBR183W	0.8314603615688928
YBR184W	0.36864145837772205
YBR185C	0.5409182208134344
YBR186W	1.599960381558011
YBR187W	2.3402003202318062
YBR188C	1.1159851553257314
YBR189W	0.3197823211212484
YBR191W	-0.2810264654254112
YBR194W	-0.27392959610620027
YBR195C	-0.4788529010676587
YBR197C	0.05915878968109019
YBR199W	-0.12844134535420804
YBR200W	-0.967260136027214
YBR201W	-1.7656893917310357
YBR203W	0.4256876751728892
YBR204C	0.1975393879652704
YBR205W	0.57959746137051
YBR206W	0.6376801104488788
YBR207W	1.1393287822068108
YBR208C	0.8700837143714805
YBR209W	-0.8082724637785927
YBR210W	-0.8394956286848718
YBR212W	-0.4791297624703086
YBR213W	-0.15360603489488167
YBR214W	-0.3487281536087573
YBR215W	-1.326120327171954
YBR216C	-0.29646483666451884
YBR217W	0.30307951790279725
YBR218C	-0.19846366592572817
YBR219C	-0.009597305414291565
YBR220C	0.10807014210884591
YBR221C	0.0051637730256830355
YBR222C	0.18532432932695012
YBR223C	-0.5982007793148624
YBR224W	-0.8985485805435298
YBR225W	-0.09508138198320247
YBR226C	-0.6744760982857704
YBR227C	-0.10500229347634094
YBR228W	-0.09197228597474252
YBR229C	-0.45519436766182686
YBR230C	-0.5735281126916013
YBR231C	-0.26498786800700486
YBR232C	0.03499419563591401
YBR233W	-0.06797647360827695
YBR235W	0.47520085220295805
YBR238C	0.2980191544476352
YBR239C	-0.5838583015990787
YBR240C	-0.765186160774142
YBR241C	-0.43439245670201027
YBR242W	-0.19592121843283475
YBR244W	-0.6248357247200476
YBR245C	-0.595707604487276
YBR246W	-0.35897419848383816
YBR248C	-0.8824272359343658
YBR249C	-0.5677826346313973
YBR250W	0.21524287589458305
YBR251W	-2.68112030075576
YBR255W	-0.5644123585271796
YBR258C	0.8568970752786815
YBR259W	-0.259331041448428
YBR260C	-0.19071005780109032
YBR261C	0.3414081144969156
YBR262C	-0.5505017291739622
YBR263W	0.16351636509415166
YBR264C	0.05500786329006264
YBR266C	-0.6082504653118349
YBR267W	-0.357882472691684
YBR268W	-1.57736023486765
YBR269C	0.18281096530046378
YBR270C	0.6364068863892706
YBR271W	-0.08683586856654672
YBR272C	0.5254392336650331
YBR273C	0.13163311567033836
YBR274W	-0.15367701396814082
YBR275C	-0.010448947885290702
YBR276C	0.4173366862303809
YBR277C	0.6150620646497623
YBR278W	0.7168342552587799
YBR279W	-1.9787884611220088
YBR280C	0.348707554469932
YBR281C	1.0688462748738303
YBR282W	-2.851911263875288
YBR283C	-1.249204504311263
YBR284W	0.3344701553311476
YBR285W	-1.5342947785213676
YBR286W	
YBR287W	0.07167771347329158
YBR288C	-0.5222954581672064
YBR289W	-1.2961389673638635
YBR290W	-0.30042450152201994
YBR291C	-0.2268982635465829
YBR292C	0.42385750806494177
YBR293W	-0.5426544006555913
YBR294W	1.6030878896499794
YBR295W	-0.10204742775548288
YBR296C	0.49716682974090143
YBR297W	-0.2265930979401697
YBR298C	0.4924354553946826
YBR299W	-0.07407623884166357
YBR300C	-0.07082508759781571
YBR301W	0.9568174550807583
YCL001W	-0.698378472953615
YCL001W-A	-0.5822861428550382
YCL002C	0.7321827482417916
YCL005W	-0.4316032230531817
YCL007C	
YCL008C	4.892766835404356
YCL009C	-0.3527106647763383
YCL010C	-0.33292937618463564
YCL011C	0.46717932379932864
YCL014W	0.7418486483236689
YCL016C	0.09792599429850156
YCL022C	
YCL023C	-0.14758395568841734
YCL024W	-0.11540252518201377
YCL025C	-0.6295151463811565
YCL026C-A	0.4349724695154836
YCL027W	0.43367736614277164
YCL028W	0.2841182505239879
YCL029C	-0.550067509778032
YCL030C	-1.7128686843307195
YCL032W	-1.1729703531435145
YCL033C	-0.7125263446995963
YCL034W	0.4195132412062592
YCL035C	0.5434842547685101
YCL036W	-0.4648876311864177
YCL037C	0.3188882117553941
YCL038C	0.20382435038540966
YCL039W	-0.7357675850462249
YCL040W	-0.8207377571377228
YCL042W	-0.2440726347143364
YCL044C	-0.09708223097385091
YCL045C	0.425165086526916
YCL046W	0.2973900935096474
YCL047C	-1.1149919423025876
YCL048W	-0.3981863598450706
YCL049C	-0.7022754157833274
YCL050C	-0.03308506999705681
YCL051W	0.32381749359764106
YCL055W	-0.37584602416742346
YCL056C	-0.4702959448451061
YCL057W	-1.3555475133182078
YCL058C	-0.05885338540592565
YCL061C	-0.533416089481572
YCL063W	-0.05756893136518069
YCL064C	-1.7735858490017444
YCL069W	-0.38398252282008305
YCL076W	0.34998942334709565
YCR001W	-0.39972669782111975
YCR002C	-0.6503931178829716
YCR003W	-3.481903555480835
YCR004C	0.22905838199196712
YCR005C	-0.813928185300196
YCR006C	-0.7912911774379041
YCR007C	-0.6927513356754106
YCR008W	-0.30532557819077194
YCR009C	1.2180022680833136
YCR010C	0.3019182869156074
YCR011C	0.13986409299125016
YCR014C	-0.036897536518316905
YCR015C	-0.51449617792678
YCR016W	0.11096254686468784
YCR017C	1.3076762055591264
YCR019W	-0.6795015666783278
YCR020C	0.6105691085060985
YCR020C-A	0.6457530103145921
YCR020W-B	
YCR021C	0.149634429286097
YCR022C	0.6187482153954776
YCR023C	0.4315951780942306
YCR024C	-3.2943531261191517
YCR024C-A	-0.17983309997601207
YCR025C	-0.2628093581538757
YCR026C	-0.2865289005120495
YCR027C	0.013318487348956467
YCR028C	0.30134882862873275
YCR028C-A	-2.002894181452451
YCR030C	1.3143361058316696
YCR031C	-1.1111696117439676
YCR032W	0.6270496835609465
YCR033W	1.4787878335719373
YCR034W	
YCR036W	-0.3719209141188257
YCR037C	-0.17573319768025905
YCR043C	-0.21814300432523023
YCR044C	2.0077490137542067
YCR045C	0.2583071285220044
YCR046C	
YCR047C	0.7026012217227633
YCR048W	0.7900274870869902
YCR049C	-0.05575011631470932
YCR050C	
YCR051W	-0.5202077554797876
YCR053W	-0.24149498290767615
YCR059C	0.42996472764038485
YCR060W	1.3212124300896624
YCR061W	0.3182334242550004
YCR063W	0.040204617255397576
YCR065W	-0.07515948751018726
YCR066W	-0.693188189390062
YCR067C	0.12288745989045839
YCR068W	0.131249127022331
YCR069W	0.571460394537315
YCR071C	-5.321635664457732
YCR073C	1.3292817435107047
YCR073W-A	0.22455298083871167
YCR075C	0.3997737992654309
YCR076C	-0.5976675168023478
YCR077C	-0.29412651904124004
YCR079W	0.6443397995570074
YCR081W	
YCR082W	0.10592189268787594
YCR083W	0.7920080306918784
YCR084C	
YCR085W	0.4214180719404885
YCR086W	-0.5777335396860781
YCR087C-A	0.15722149728942095
YCR087W	0.5118816870721041
YCR088W	1.8497015547050537
YCR089W	-0.3571152921916835
YCR090C	1.7386396298552258
YCR091W	-0.0022460378415876765
YCR092C	-0.5523077406313267
YCR094W	-0.6847755618727723
YCR095C	1.4314535346879305
YCR098C	-0.4131435994678257
YCR099C	0.09310967118741838
YCR100C	-0.13059807357398637
YCR101C	-0.19076679365732938
YCR102C	-0.023637755473774887
YCR102W-A	0.22636494942073576
YCR105W	0.27453583237657747
YCR106W	-0.835599308512836
YCR107W	-0.13532363536123768
YDL001W	-1.1055063670700878
YDL002C	-0.21064440103388876
YDL006W	-0.6943417021209197
YDL009C	-0.6947264875631083
YDL010W	-0.226245308257511
YDL011C	-1.4505278873578036
YDL012C	-0.10534001461642223
YDL013W	-1.1507595148927197
YDL018C	-0.27733875527570606
YDL019C	0.08978339770185588
YDL020C	-0.23288561952286793
YDL021W	-2.2834963020539902
YDL022W	0.0861453054771997
YDL023C	-0.14228793255129688
YDL024C	0.3558786456324088
YDL025C	0.3721752985538961
YDL026W	-0.11281046494211322
YDL027C	-0.3186600754063912
YDL032W	-2.3671389371531775
YDL033C	-3.341175865954236
YDL034W	-0.011663680306448926
YDL035C	-0.6141601895700438
YDL036C	-0.02494537102548593
YDL037C	0.19271911333087288
YDL039C	-0.22142125380347039
YDL040C	0.9069210010039023
YDL041W	
YDL042C	
YDL044C	-4.268394018878246
YDL045W-A	-4.415119803950216
YDL046W	0.2916370166726289
YDL047W	-0.13929747988220958
YDL048C	
YDL049C	
YDL050C	-0.03374364546451918
YDL051W	-0.5047041731364384
YDL052C	-0.16169399334219733
YDL053C	-0.42973442407657014
YDL054C	-0.4374206198530078
YDL056W	1.5827926206149696
YDL057W	1.3355259890168263
YDL059C	0.21932787388652455
YDL061C	0.015609574047933367
YDL062W	-0.297777263571658
YDL063C	-0.0731343509025792
YDL065C	0.283508726295281
YDL066W	0.2667315433776691
YDL067C	-2.254452078939642
YDL068W	-4.0668680499621015
YDL069C	-3.511423873858926
YDL070W	-0.7402479361200007
YDL071C	-0.48363647135843035
YDL072C	-1.7056835431166926
YDL073W	
YDL074C	-0.7651675327886687
YDL075W	-1.034560786885136
YDL076C	0.4163705599295208
YDL077C	-0.07101730154112074
YDL078C	0.7242054103747692
YDL079C	0.6277724512687266
YDL080C	0.22412059651484614
YDL081C	0.4360495316309384
YDL082W	-0.8368505459117154
YDL083C	-0.977907366912494
YDL085W	0.012906757684465711
YDL086W	-0.11767340723535599
YDL088C	1.4034730653738297
YDL089W	0.16569905903653712
YDL090C	
YDL091C	0.7987388505749958
YDL093W	1.0888903893645956
YDL094C	1.0189819590759586
YDL095W	3.4136954210237533
YDL096C	3.3370662678175993
YDL099W	0.3927492254270388
YDL100C	0.7195303147391626
YDL101C	-1.463782252045698
YDL104C	0.04680080227765479
YDL106C	-0.006527270852996995
YDL107W	-3.1371899284636346
YDL109C	0.07892964146673215
YDL110C	-0.8504310762825077
YDL112W	-0.2055677018247452
YDL113C	0.05551562550043704
YDL114W	-0.4166131243970079
YDL115C	0.07275453711347367
YDL116W	-0.7029259509333264
YDL117W	-1.735430937495596
YDL118W	-0.41705826949474983
YDL119C	-1.6962878224590237
YDL121C	-0.892344499061271
YDL122W	-0.8587145170994314
YDL123W	-0.5711744013150508
YDL124W	-0.7518023588223648
YDL125C	0.2892229186229679
YDL127W	0.16165821193011115
YDL128W	-0.13629406326642854
YDL129W	-0.47953926050283885
YDL130W	-2.309895781605898
YDL130W-A	0.8765189544165327
YDL131W	-0.2621857454613971
YDL133C-A	0.24076186290388676
YDL133W	-0.03522699983386797
YDL134C	0.322360435972785
YDL135C	-0.17891820984404147
YDL136W	-1.8138597453468952
YDL137W	0.3302609830179414
YDL138W	0.32228532940558036
YDL142C	-0.24108723299454235
YDL144C	0.03186092002580127
YDL146W	
YDL149W	0.34486698248408504
YDL151C	-1.8640378771227366
YDL154W	0.05741375670603412
YDL155W	-1.4987839926892028
YDL156W	0.4405609307010159
YDL157C	-0.21446956931285252
YDL158C	
YDL159W	
YDL160C	-0.6589777998582487
YDL161W	0.7268581888557882
YDL162C	-0.29978162151486093
YDL167C	1.0165087404713478
YDL168W	0.25422796732703407
YDL169C	0.33992646748147165
YDL170W	0.49206339882491695
YDL171C	0.036827282841898776
YDL172C	-0.4782712496691615
YDL173W	0.08639170710348555
YDL174C	0.5752120567015327
YDL175C	0.4313925167540555
YDL176W	0.8859406785220397
YDL177C	0.7734438153624108
YDL178W	0.7007557290030204
YDL179W	1.4032853948510802
YDL180W	1.4767457763898972
YDL181W	
YDL182W	0.9650033514261339
YDL183C	-0.40664638056943886
YDL184C	-0.07228289726315165
YDL185W	0.09148438398198522
YDL186W	0.3463167806101427
YDL187C	0.4665340887744
YDL188C	0.4107095453811368
YDL189W	0.15845954560793687
YDL190C	0.5601298197135478
YDL191W	-1.6501943689739784
YDL192W	0.0012125665532395603
YDL194W	0.7684080696219114
YDL197C	-0.3759694143555563
YDL198C	-0.8887582209036788
YDL199C	-0.3158879082161361
YDL200C	0.2912979363154978
YDL201W	0.3606353502776302
YDL202W	-2.132163058079809
YDL203C	-0.10844546807281451
YDL204W	-0.08653039682784924
YDL206W	-2.77159574356135
YDL210W	-0.8615315545122799
YDL211C	-0.1782656361954383
YDL213C	0.07146978276150566
YDL214C	-0.09152302328940234
YDL215C	-0.2636991672703952
YDL216C	0.02589446301445409
YDL218W	0.022002465963647896
YDL219W	-0.1614300915518229
YDL222C	-0.48355437221186026
YDL223C	-2.9998367976474882
YDL224C	-0.1543350151296695
YDL225W	-1.3282048769490555
YDL226C	0.10074694905361667
YDL227C	-0.5765653033118977
YDL229W	0.03362438983810385
YDL230W	-0.462984626767461
YDL231C	-0.8286151806443288
YDL232W	0.6198694515987169
YDL233W	0.24507348461075132
YDL234C	-0.036995755188521856
YDL236W	-0.15688663627817628
YDL237W	0.14382053655304686
YDL238C	0.5594101377487967
YDL239C	-0.6031027713711873
YDL240W	0.09213034191809841
YDL241W	-0.28935745988796197
YDL242W	0.12801965859402634
YDL243C	-0.674728271085343
YDR001C	-0.5914412109800106
YDR003W	-0.3258412627020773
YDR004W	-0.13127364624062648
YDR005C	0.26300694184877077
YDR006C	-0.8703418979551875
YDR007W	-1.1471684673828129
YDR008C	-1.0190196961230602
YDR009W	-2.163955564910534
YDR010C	-0.22242547875346408
YDR011W	-0.43404100675603435
YDR014W	0.8359680617281915
YDR015C	2.081779836351273
YDR017C	-0.2512567812539272
YDR018C	0.2573004638191551
YDR019C	1.496808461163851
YDR020C	1.9335240327373626
YDR022C	0.30798691018153906
YDR024W	-0.025775467941426797
YDR025W	-2.8784446021518204
YDR026C	0.5819272123759399
YDR027C	
YDR028C	-0.35256441118395354
YDR029W	0.8339398701312227
YDR030C	0.5880824864688702
YDR031W	-0.12053205791486116
YDR032C	-0.021350622016003382
YDR033W	0.4308459107501711
YDR034C	-0.13066754089128546
YDR035W	
YDR036C	-0.024508975293937908
YDR042C	
YDR043C	
YDR046C	
YDR048C	-1.713250139327065
YDR049W	0.39758839427604203
YDR050C	0.849638177855558
YDR051C	0.3069389305460991
YDR055W	0.056326510591117145
YDR056C	-0.05831845389645793
YDR057W	-2.392298355466316
YDR058C	1.09262384685521
YDR059C	0.31042603858013323
YDR061W	0.36635454210432783
YDR063W	-0.1714908222884333
YDR065W	-2.5726317746474168
YDR066C	0.31321683311565357
YDR067C	2.88619171739759
YDR068W	1.4559188428474459
YDR069C	
YDR070C	0.43077102465606787
YDR071C	0.3558038055299042
YDR072C	0.021753260278720286
YDR073W	0.1275346127969442
YDR074W	0.35724369435982506
YDR075W	0.8646483783215239
YDR076W	0.6495073513927178
YDR077W	0.8656748191459291
YDR078C	0.5184336213168573
YDR079W	
YDR080W	1.9087434708028985
YDR083W	0.5887398359299125
YDR084C	0.6671699997762435
YDR085C	0.3779995567013297
YDR089W	0.2985802443606579
YDR090C	0.6648267071729873
YDR092W	0.948520868117289
YDR093W	1.0946502402010776
YDR094W	0.08338321531129382
YDR095C	0.22217772081034465
YDR096W	0.7090516642836774
YDR097C	1.6994618729579831
YDR098C	1.616215410719412
YDR099W	-0.1471355365574598
YDR100W	-0.5722366947656465
YDR101C	-0.843474566940354
YDR102C	0.17941293385766352
YDR103W	
YDR104C	-0.5119149169535349
YDR105C	-0.18299353649341601
YDR107C	0.14068894200944757
YDR108W	0.47594699405304436
YDR109C	0.015466977706216271
YDR110W	-0.08465730898046746
YDR111C	0.6556576940499335
YDR112W	0.19845638154119885
YDR114C	-2.9215202474458635
YDR115W	-2.410671900720228
YDR116C	-1.3500821432518113
YDR117C	-0.2627861694191135
YDR119W	-0.16997605155245316
YDR120C	-0.9152700980761308
YDR121W	-0.24201804682075595
YDR122W	-0.3735938065886439
YDR123C	-0.5348518722725504
YDR124W	0.1046252751581865
YDR125C	0.010832926587158998
YDR126W	0.5348806604167564
YDR127W	
YDR128W	-0.9868907149601586
YDR129C	-0.1556911935063802
YDR130C	-0.16599336985548735
YDR131C	-0.10640164455329301
YDR132C	-0.10979708097020695
YDR133C	-0.6288221794235146
YDR135C	0.18694827215981588
YDR136C	0.7283939095240425
YDR137W	-0.43447252619207416
YDR138W	-0.19376581727709669
YDR139C	0.07978179894345155
YDR140W	-0.8293574954421786
YDR142C	-0.5422105113986558
YDR143C	-0.1710975114631292
YDR144C	-0.6786478807136415
YDR146C	-0.8124169954990801
YDR147W	0.6269170949874647
YDR148C	-0.0519995923929717
YDR149C	-0.6946837209969867
YDR150W	-0.5904014567045613
YDR151C	-0.1981104391884029
YDR152W	0.45282635044658953
YDR153C	0.6191933808073787
YDR154C	-0.7082580779452556
YDR155C	-0.3720819469354506
YDR156W	-0.5302765769142583
YDR157W	0.31408721485387237
YDR158W	0.41974779164386467
YDR159W	1.8075693462480027
YDR161W	-0.041333975797835244
YDR162C	-0.5891781511765065
YDR163W	-0.2375092973154176
YDR165W	-0.8618361912852708
YDR169C	0.18060928199200846
YDR171W	0.2581392098627435
YDR173C	-0.0648468039864645
YDR174W	-0.5691250365237943
YDR175C	-2.680690964903991
YDR176W	-0.9155149765487569
YDR178W	-0.8638861807886443
YDR179C	0.6732325845759324
YDR179W-A	0.9836100157900705
YDR181C	0.7161405483277077
YDR183W	0.017514231528456752
YDR184C	-0.17651082312551708
YDR185C	-0.5568869613350275
YDR186C	0.4372603546954522
YDR191W	-0.2577575818338451
YDR192C	-0.1310577382154666
YDR193W	-0.7476541118355886
YDR194C	-2.694850746981322
YDR195W	-2.5733070766700132
YDR197W	-2.82741858041535
YDR198C	0.8618585336344112
YDR199W	0.7189321100285132
YDR200C	-0.27944964179738524
YDR202C	-0.5440209688048119
YDR203W	-1.3621390011270456
YDR204W	-2.6001640631505474
YDR205W	1.3874996382307179
YDR206W	-0.28600990256518727
YDR207C	-2.9728826825567367
YDR209C	-0.043127272798689706
YDR210W	0.4588655146343954
YDR213W	-0.1363862963008239
YDR214W	-0.16544478697792575
YDR215C	0.010894836560833242
YDR216W	0.0010279766428088943
YDR217C	1.3872077894359383
YDR218C	0.7132318100539703
YDR219C	0.06807338485520785
YDR220C	-0.46591762081934296
YDR221W	-0.39453026022644966
YDR222W	-0.7227810456875047
YDR223W	-0.19855415661017495
YDR225W	0.815539167370196
YDR226W	-0.8048705958341967
YDR227W	
YDR229W	0.23706607794364776
YDR230W	-2.2671472413946088
YDR231C	-2.321220188982675
YDR233C	-2.067493052908286
YDR234W	-1.0474376347790237
YDR237W	-3.292400786610151
YDR239C	0.364002074701219
YDR241W	0.8979938234375512
YDR242W	-0.2863015043701044
YDR244W	0.6234916337693804
YDR245W	-1.365339677985039
YDR247W	0.6880129700424145
YDR248C	-1.3138431975515479
